id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Captain;value_TeamFormation;value_Resume;value_Involved;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_KickOff;value_Angle;value_PassEndY;value_Chipped;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_TouchTypeControl;value_HeadPass;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_DeletedEventType;value_LeadingToAttempt;value_BlockedY;value_RelatedError1Id;value_RightFooted;value_35Centre;value_GoalmouthZ;value_NotAssisted;value_RegularPlay;value_IndividualPlay;value_BlockedX;value_GoalmouthY;value_HighCentre;value_Standing;value_OtherBodyPart;value_MediumGkIntervention;value_ParriedSafe;value_LowGkIntervention;value_KeeperThrow;value_NotVisible;value_IntendedTackleTarget;value_TakeOnSpace;value_TouchTypePass;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_FlickOn;value_GkStart;value_Left;value_Cross;value_CornerTaken;value_InSwinger;value_HighClaim;value_HighGkIntervention;value_LeftFooted;value_OutSwinger;value_AttemptedTackle;value_Foul;value_Direct;value_Head;value_NextEventGoalKick;value_GoalKick;value_High;value_RelatedEventId;value_YellowCard;value_TacticalFoul;value_Assist;value_IntentionalAssist;value_Blocked;value_SixYardBlocked;value_GkX;value_LowCentre;value_BigChance;value_GkY;value_SmallBoxRight;value_Assisted;value_SetPiece;value_SavedOffLine;value_LastLine;value_DefBlock;value_BlockedCross;value_Right;value_OutOfBoxCentre;value_HighRight;value_TouchTypeClearance;value_OutOfPlay;value_OverArm;value_SwitchOfPlay;value_LowLeft;value_Low;value_ShirtPull/Holding;value_Overrun;value_Penalty;value_PenaltyTakerId;value_Diving;value_Scored;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_FantasyAssistType;value_GkYTimeOfGoal;value_BoxCentre;value_FantasyAssistTeam;value_GoalShotGameClock;value_LowRight;value_FantasyAssistedBy;value_CausingPlayer;value_TakeOnOvertake;value_RefereeDelay;value_DrinksBreak;value_FirstTouch;value_SwerveRight;value_MisHit;value_BoxDeepRight;value_Shove/Push;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Injury;value_SmallBoxCentre;value_Hands;value_Collected;value_InjuredPlayerId;value_VideoCoverageLost;value_ThroughBall;value_Straight;value_DrivenCross;value_Viral;value_BoxLeft;value_OutOfBoxDeepLeft;value_PullBack;value_GkKickFromHands;value_Volley;value_TempMissNotPassedGoalLine;value_FromCorner;value_NotPastGoalLine;value_CloseRight;value_FastBreak;value_SmallBoxLeft;value_Weak;value_CloseHigh;value_BoxRight;value_CaptainChange;value_TempBlocked;value_RecklessOffence;value_GkHoof;value_AerialFoul;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2732088833;199;1;1;20;55;7pmw399vh2v44cjle4fkklp1w;1;72,5;9,2;2024-10-06T20:27:20.524Z;2024-10-06T20:27:22Z;[{'id': 5275336771, 'qualifierId': 140, 'value': '63.7'}, {'id': 5275336773, 'qualifierId': 141, 'value': '8.9'}, {'id': 5275336769, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275336775, 'qualifierId': 212, 'value': '9.2'}, {'id': 5275336777, 'qualifierId': 213, 'value': '3.16'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;63,7;9,2;;3,16;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;63,7;8,9;;;;;;;;0;20;55;Vancouver Whitecaps II;1255;MR;1,0
2732088847;200;1;1;20;56;7pmw399vh2v44cjle4fkklp1w;1;63,7;8,9;2024-10-06T20:27:22.077Z;2024-10-06T20:27:23Z;[{'id': 5275336831, 'qualifierId': 212, 'value': '5.3'}, {'id': 5275336833, 'qualifierId': 213, 'value': '1.77'}, {'id': 5275336825, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275336827, 'qualifierId': 140, 'value': '62.7'}, {'id': 5275336829, 'qualifierId': 141, 'value': '16.6'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;62,7;5,3;;1,77;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;62,7;16,6;;;;;;;;0;20;56;Vancouver Whitecaps II;1256;DR;1,0
2732088877;201;1;1;20;57;7pmw399vh2v44cjle4fkklp1w;1;62,7;16,6;2024-10-06T20:27:23.310Z;2024-10-06T20:27:25Z;[{'id': 5275337021, 'qualifierId': 141, 'value': '42.5'}, {'id': 5275337025, 'qualifierId': 212, 'value': '17.6'}, {'id': 5275337015, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275337029, 'qualifierId': 213, 'value': '1.55'}, {'id': 5275337017, 'qualifierId': 140, 'value': '63.1'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;63,1;17,6;;1,55;42,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;63,1;42,5;;;;;;;;0;20;57;Vancouver Whitecaps II;1257;MC;1,0
2732089007;202;1;1;21;0;7pmw399vh2v44cjle4fkklp1w;1;64,4;43,0;2024-10-06T20:27:25.599Z;2024-10-06T20:27:37Z;[{'id': 5275337753, 'qualifierId': 1}, {'id': 5275337737, 'qualifierId': 155}, {'id': 5275337739, 'qualifierId': 56, 'value': 'Left'}, {'id': 5275337743, 'qualifierId': 140, 'value': '90.7'}, {'id': 5275337751, 'qualifierId': 213, 'value': '0.74'}, {'id': 5275337749, 'qualifierId': 212, 'value': '37.5'}, {'id': 5275337747, 'qualifierId': 141, 'value': '80.4'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;90,7;37,5;;0,74;80,4;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;90,7;80,4;;;;;;;;0;21;0;Vancouver Whitecaps II;1260;MC;1,0
2732089019;203;3;1;21;9;7pmw399vh2v44cjle4fkklp1w;0;90,5;75,8;2024-10-06T20:27:34.813Z;2024-10-10T03:35:09Z;[{'id': 5275337809, 'qualifierId': 286}, {'id': 5275337855, 'qualifierId': 233, 'value': '159'}, {'id': 5279748441, 'qualifierId': 464}, {'id': 5275337807, 'qualifierId': 56, 'value': 'Center'}];2fd1h6vo86yjqqlzostdipq1g;A. Batioja;;;mtg2ogllwcvj3jv7pajrujo4;Take On;;;;;;;;;;;;;;;;;;;1,0;159,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;9;Vancouver Whitecaps II;1269;ML;1,0
2732089001;159;7;1;21;9;eo64tqkioegeb09iice2hf8bt;0;9,5;24,2;2024-10-06T20:27:34.814Z;2024-10-10T03:35:14Z;[{'id': 5275337819, 'qualifierId': 233, 'value': '203'}, {'id': 5275337717, 'qualifierId': 285}, {'id': 5275337713, 'qualifierId': 56, 'value': 'Back'}, {'id': 5279748489, 'qualifierId': 385}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;mtg2ogllwcvj3jv7pajrujo4;Tackle;;;;;;;;;;;;;;;;;;;;203,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;21;9;Houston Dynamo II;1269;DR;1,0
2732089039;204;61;1;21;11;7pmw399vh2v44cjle4fkklp1w;1;89,5;76,8;2024-10-06T20:27:37.278Z;2024-10-06T22:15:03Z;[{'id': 5275337945, 'qualifierId': 56, 'value': 'Center'}];2fd1h6vo86yjqqlzostdipq1g;A. Batioja;;;mtg2ogllwcvj3jv7pajrujo4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;11;Vancouver Whitecaps II;1271;ML;1,0
2732089109;160;5;1;21;12;eo64tqkioegeb09iice2hf8bt;1;-1,3;28,8;2024-10-06T20:27:37.519Z;2024-10-06T21:00:27Z;[{'id': 5275338287, 'qualifierId': 346}, {'id': 5275338285, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275338331, 'qualifierId': 233, 'value': '205'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;mtg2ogllwcvj3jv7pajrujo4;Out;;;;;;;;;;;;;;;;;;;;205,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;21;12;Houston Dynamo II;1272;DR;1,0
2732089099;205;5;1;21;12;7pmw399vh2v44cjle4fkklp1w;0;101,3;71,2;2024-10-06T20:27:37.519Z;2024-10-06T21:00:27Z;[{'id': 5275338379, 'qualifierId': 233, 'value': '160'}, {'id': 5275338221, 'qualifierId': 346}, {'id': 5275338219, 'qualifierId': 56, 'value': 'Center'}];2fd1h6vo86yjqqlzostdipq1g;A. Batioja;;;mtg2ogllwcvj3jv7pajrujo4;Out;;;;;;;;;;;;;;;;;;;;160,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;12;Vancouver Whitecaps II;1272;ML;1,0
2732089337;161;1;1;21;31;eo64tqkioegeb09iice2hf8bt;1;3,8;40,9;2024-10-06T20:27:57.040Z;2024-10-06T20:27:59Z;[{'id': 5275339539, 'qualifierId': 141, 'value': '23.4'}, {'id': 5275339543, 'qualifierId': 213, 'value': '4.92'}, {'id': 5275339541, 'qualifierId': 212, 'value': '12.2'}, {'id': 5275339537, 'qualifierId': 140, 'value': '6.2'}, {'id': 5275339535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275339549, 'qualifierId': 237}, {'id': 5275339533, 'qualifierId': 124}];5f17sgbv50uijg07qvpnejk0k;A. Milosevic;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;6,2;12,2;;4,92;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;6,2;23,4;;;;;;;;0;21;31;Houston Dynamo II;1291;GK;1,0
2732089407;162;1;1;21;33;eo64tqkioegeb09iice2hf8bt;1;6,7;21,8;2024-10-06T20:27:58.991Z;2024-10-06T20:28:03Z;[{'id': 5275339889, 'qualifierId': 213, 'value': '5.69'}, {'id': 5275339883, 'qualifierId': 141, 'value': '6.7'}, {'id': 5275339885, 'qualifierId': 212, 'value': '18.5'}, {'id': 5275339879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275339881, 'qualifierId': 140, 'value': '21.3'}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;21,3;18,5;;5,69;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;21,3;6,7;;;;;;;;0;21;33;Houston Dynamo II;1293;DL;1,0
2732089495;163;1;1;21;37;eo64tqkioegeb09iice2hf8bt;1;21,8;6,4;2024-10-06T20:28:03.231Z;2024-10-06T20:28:10Z;[{'id': 5275340431, 'qualifierId': 213, 'value': '1.87'}, {'id': 5275340423, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275340427, 'qualifierId': 141, 'value': '13.4'}, {'id': 5275340425, 'qualifierId': 140, 'value': '20.4'}, {'id': 5275340429, 'qualifierId': 212, 'value': '5.0'}];3jw4ui4rr60p2jb2rt9hhoetw;D. Ilić;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;20,4;5,0;;1,87;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;20,4;13,4;;;;;;;;0;21;37;Houston Dynamo II;1297;MC;1,0
2732089437;206;83;1;21;40;7pmw399vh2v44cjle4fkklp1w;0;75,0;95,4;2024-10-06T20:28:06.093Z;2024-10-06T20:28:25Z;[{'id': 5275340661, 'qualifierId': 399, 'value': '9b02cix263jvavj538nkj3m6s'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;mtg2ogllwcvj3jv7pajrujo4;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;40;Vancouver Whitecaps II;1300;MC;1,0
2732089529;164;50;1;21;41;eo64tqkioegeb09iice2hf8bt;1;26,4;20,3;2024-10-06T20:28:06.872Z;2024-10-10T05:40:28Z;[{'id': 5279780399, 'qualifierId': 233, 'value': '873'}, {'id': 5279760261, 'qualifierId': 285}, {'id': 5275340631, 'qualifierId': 56, 'value': 'Back'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;mtg2ogllwcvj3jv7pajrujo4;Dispossessed;;;;;;;;;;;;;;;;;;;;873,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;21;41;Houston Dynamo II;1301;MC;1,0
2732892397;873;7;1;21;41;7pmw399vh2v44cjle4fkklp1w;0;73,6;79,7;2024-10-06T20:28:06.873Z;2024-10-10T05:40:27Z;[{'id': 5279760459, 'qualifierId': 384}, {'id': 5279760457, 'qualifierId': 286}, {'id': 5279760455, 'qualifierId': 56, 'value': 'Left'}, {'id': 5279780395, 'qualifierId': 233, 'value': '164'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;mtg2ogllwcvj3jv7pajrujo4;Tackle;;;;;;;;;;;;;;;;;;;1,0;164,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;41;Vancouver Whitecaps II;1301;MC;1,0
2732089535;165;3;1;21;46;eo64tqkioegeb09iice2hf8bt;0;27,6;6,1;2024-10-06T20:28:11.804Z;2024-10-10T03:53:48Z;[{'id': 5279761001, 'qualifierId': 464}, {'id': 5275340785, 'qualifierId': 233, 'value': '207'}, {'id': 5275340649, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275340651, 'qualifierId': 285}];3jw4ui4rr60p2jb2rt9hhoetw;D. Ilić;;;mtg2ogllwcvj3jv7pajrujo4;Take On;;;;;;;;;;;;;;;;;;;;207,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;21;46;Houston Dynamo II;1306;MC;1,0
2732089537;207;7;1;21;46;7pmw399vh2v44cjle4fkklp1w;1;72,4;93,9;2024-10-06T20:28:11.805Z;2024-10-10T03:53:45Z;[{'id': 5279760975, 'qualifierId': 385}, {'id': 5275340669, 'qualifierId': 56, 'value': 'Left'}, {'id': 5275340705, 'qualifierId': 233, 'value': '165'}, {'id': 5275340665, 'qualifierId': 167}, {'id': 5275340671, 'qualifierId': 286}];2fd1h6vo86yjqqlzostdipq1g;A. Batioja;;;mtg2ogllwcvj3jv7pajrujo4;Tackle;;;;;;;;;;;;;;;;;;;1,0;165,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;46;Vancouver Whitecaps II;1306;ML;1,0
2732089665;166;5;1;21;47;eo64tqkioegeb09iice2hf8bt;1;28,4;-1,4;2024-10-06T20:28:12.813Z;2024-10-06T21:00:27Z;[{'id': 5275341613, 'qualifierId': 233, 'value': '208'}, {'id': 5275341545, 'qualifierId': 347}, {'id': 5275341541, 'qualifierId': 56, 'value': 'Back'}];3jw4ui4rr60p2jb2rt9hhoetw;D. Ilić;;;mtg2ogllwcvj3jv7pajrujo4;Out;;;;;;;;;;;;;;;;;;;;208,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;21;47;Houston Dynamo II;1307;MC;1,0
2732089543;208;5;1;21;47;7pmw399vh2v44cjle4fkklp1w;0;71,6;101,4;2024-10-06T20:28:12.813Z;2024-10-06T21:00:27Z;[{'id': 5275340683, 'qualifierId': 56, 'value': 'Left'}, {'id': 5275340687, 'qualifierId': 347}, {'id': 5275341661, 'qualifierId': 233, 'value': '166'}];2fd1h6vo86yjqqlzostdipq1g;A. Batioja;;;mtg2ogllwcvj3jv7pajrujo4;Out;;;;;;;;;;;;;;;;;;;;166,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;47;Vancouver Whitecaps II;1307;ML;1,0
2732089835;167;1;1;22;6;eo64tqkioegeb09iice2hf8bt;1;24,6;0,0;2024-10-06T20:28:32.112Z;2024-10-06T20:28:35Z;[{'id': 5275342529, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275342527, 'qualifierId': 107}, {'id': 5275342537, 'qualifierId': 213, 'value': '0.90'}, {'id': 5275342539, 'qualifierId': 1}, {'id': 5275342533, 'qualifierId': 141, 'value': '26.8'}, {'id': 5275342535, 'qualifierId': 212, 'value': '24.2'}, {'id': 5275342531, 'qualifierId': 140, 'value': '38.9'}];3jw4ui4rr60p2jb2rt9hhoetw;D. Ilić;;;mtg2ogllwcvj3jv7pajrujo4;Pass;;;;;;;;;;;38,9;24,2;;0,9;26,8;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;38,9;26,8;;;;;;;;0;22;6;Houston Dynamo II;1326;MC;1,0
2732089841;168;50;1;22;8;eo64tqkioegeb09iice2hf8bt;1;39,6;31,6;2024-10-06T20:28:33.724Z;2024-10-06T21:00:43Z;[{'id': 5275342605, 'qualifierId': 233, 'value': '209'}, {'id': 5275342579, 'qualifierId': 286}, {'id': 5275342577, 'qualifierId': 56, 'value': 'Back'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;mtg2ogllwcvj3jv7pajrujo4;Dispossessed;;;;;;;;;;;;;;;;;;;1,0;209,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;22;8;Houston Dynamo II;1328;MC;1,0
2732089829;209;7;1;22;8;7pmw399vh2v44cjle4fkklp1w;1;60,4;68,4;2024-10-06T20:28:33.725Z;2024-10-10T03:54:24Z;[{'id': 5275342601, 'qualifierId': 233, 'value': '168'}, {'id': 5275342503, 'qualifierId': 285}, {'id': 5279761411, 'qualifierId': 384}, {'id': 5275342501, 'qualifierId': 56, 'value': 'Center'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;mtg2ogllwcvj3jv7pajrujo4;Tackle;;;;;;;;;;;;;;;;;;;;168,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;22;8;Vancouver Whitecaps II;1328;DL;1,0
2732089833;210;49;1;22;9;7pmw399vh2v44cjle4fkklp1w;1;65,8;47,0;2024-10-06T20:28:35.388Z;2024-10-06T20:28:35Z;[];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;mtg2ogllwcvj3jv7pajrujo4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;22;9;Vancouver Whitecaps II;1329;MR;1,0
2732089851;211;50;1;22;12;7pmw399vh2v44cjle4fkklp1w;1;64,4;43,5;2024-10-06T20:28:37.470Z;2024-10-06T21:00:44Z;[{'id': 5275342649, 'qualifierId': 286}, {'id': 5275342647, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275342945, 'qualifierId': 233, 'value': '169'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;mtg2ogllwcvj3jv7pajrujo4;Dispossessed;;;;;;;;;;;;;;;;;;;1,0;169,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;22;12;Vancouver Whitecaps II;1332;MR;1,0
