id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_DirectionOfPlay;value_Length;value_PassEndY;value_Zone;value_Angle;value_KickOff;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_RightFooted;value_Assist;value_IntentionalAssist;value_Cross;value_OutSwinger;value_GkX;value_BoxCentre;value_GoalmouthY;value_FromCorner;value_BlockedX;value_FirstTouch;value_GkY;value_Assisted;value_NotPastGoalLine;value_BlockedY;value_RelatedEventId;value_Head;value_GoalmouthZ;value_NotAssisted;value_OutOfBoxCentre;value_IndividualPlay;value_LowCentre;value_Volley;value_Weak;value_Standing;value_Hands;value_LowGkIntervention;value_Collected;value_GkKickFromHands;value_DeletedEventType;value_CloseRight;value_RegularPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_Launch;value_LayOff;value_TouchTypePass;value_SwerveLeft;value_BoxLeft;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_InSwinger;value_LeftFooted;value_SetPiece;value_MediumGkIntervention;value_KeeperThrow;value_TouchTypeControl;value_High;value_IntendedTackleTarget;value_Shove/Push;value_HighClaim;value_HighGkIntervention;value_YellowCard;value_RecklessOffence;value_TakeOnSpace;value_Argument;value_PlayersCaughtOffside;value_NotVisible;value_ShirtPull/Holding;value_BoxRight;value_Blocked;value_DefBlock;value_Unchallenged;value_Diving;value_DrivenCross;value_Straight;value_FlickOn;value_FastBreak;value_CloseHigh;value_ThroughBall;value_CloseRightAndHigh;value_Dissent;value_Minutes;value_EndType;value_FloatedCross;value_SwitchOfPlay;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_LowLeft;value_ParriedSafe;value_BoxDeepRight;value_BigChance;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_FollowsADribble;value_BlockedCross;value_HighCentre;value_Indirect;value_BoxDeepLeft;value_HighLeft;value_Fumble;value_Stooping;value_ParriedDanger;value_FollowsShotRebound;value_TempShotOn;value_Overrun;value_HighRight;value_LowRight;value_SmallBoxCentre;value_KeeperTouched;value_SwerveRight;value_MisHit;value_GkHoof;value_Sliding;value_OtherBodyPart;value_TimeWasting;value_Fingertip;value_SixYardBlocked;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684648217;188;1;1;20;39;cbip96wzs3jc2xadoluhhxotl;1;30,0;54,8;2024-05-09T02:24:35.519Z;2024-05-09T02:24:36Z;[{'id': 5014900069, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900073, 'qualifierId': 141, 'value': '41.3'}, {'id': 5014900075, 'qualifierId': 212, 'value': '13.0'}, {'id': 5014900077, 'qualifierId': 213, 'value': '5.50'}, {'id': 5014900071, 'qualifierId': 140, 'value': '38.8'}];8pl795qg2d886vtq8trzsucfe;B. Pierre;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;13,0;41,3;;5,5;;38,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;38,8;41,3;;;;;;;0;0;20;39;Houston Dynamo II;1239;DC;1,0
2684648221;189;1;1;20;40;cbip96wzs3jc2xadoluhhxotl;1;38,7;40,9;2024-05-09T02:24:36.624Z;2024-05-09T02:24:37Z;[{'id': 5014900085, 'qualifierId': 141, 'value': '60.3'}, {'id': 5014900087, 'qualifierId': 212, 'value': '13.8'}, {'id': 5014900083, 'qualifierId': 140, 'value': '34.7'}, {'id': 5014900089, 'qualifierId': 213, 'value': '1.88'}, {'id': 5014900081, 'qualifierId': 56, 'value': 'Back'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;13,8;60,3;;1,88;;34,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;34,7;60,3;;;;;;;0;0;20;40;Houston Dynamo II;1240;MC;1,0
2684648227;190;1;1;20;41;cbip96wzs3jc2xadoluhhxotl;1;34,6;60,3;2024-05-09T02:24:37.568Z;2024-05-09T02:24:39Z;[{'id': 5014900113, 'qualifierId': 140, 'value': '23.3'}, {'id': 5014900115, 'qualifierId': 141, 'value': '56.9'}, {'id': 5014900119, 'qualifierId': 213, 'value': '3.33'}, {'id': 5014900117, 'qualifierId': 212, 'value': '12.1'}, {'id': 5014900111, 'qualifierId': 56, 'value': 'Back'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;12,1;56,9;;3,33;;23,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;23,3;56,9;;;;;;;0;0;20;41;Houston Dynamo II;1241;MC;1,0
2684648239;191;1;1;20;42;cbip96wzs3jc2xadoluhhxotl;1;24,3;58,7;2024-05-09T02:24:38.895Z;2024-05-09T02:24:41Z;[{'id': 5014900179, 'qualifierId': 141, 'value': '91.1'}, {'id': 5014900177, 'qualifierId': 140, 'value': '26.6'}, {'id': 5014900181, 'qualifierId': 212, 'value': '22.2'}, {'id': 5014900175, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900183, 'qualifierId': 213, 'value': '1.46'}];8pl795qg2d886vtq8trzsucfe;B. Pierre;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;22,2;91,1;;1,46;;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;26,6;91,1;;;;;;;0;0;20;42;Houston Dynamo II;1242;DC;1,0
2684648247;192;1;1;20;45;cbip96wzs3jc2xadoluhhxotl;0;26,0;91,8;2024-05-09T02:24:41.712Z;2024-05-16T14:01:44Z;[{'id': 5014900215, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014900225, 'qualifierId': 1}, {'id': 5014900217, 'qualifierId': 140, 'value': '64.0'}, {'id': 5033360113, 'qualifierId': 155}, {'id': 5014900223, 'qualifierId': 213, 'value': '6.15'}, {'id': 5014900221, 'qualifierId': 212, 'value': '40.2'}, {'id': 5014900219, 'qualifierId': 141, 'value': '84.1'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;40,2;84,1;;6,15;;64,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;64,0;84,1;;;;;;;0;0;20;45;Houston Dynamo II;1245;DC;1,0
2684648257;180;8;1;20;49;7pmw399vh2v44cjle4fkklp1w;1;36,6;13,3;2024-05-09T02:24:45.711Z;2024-05-16T14:01:48Z;[{'id': 5014900261, 'qualifierId': 56, 'value': 'Back'}, {'id': 5033360153, 'qualifierId': 383}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cq0nhg28p3kjrvithchzjvdp0;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;20;49;Real Monarchs;1249;DL;1,0
2684648265;181;1;1;20;50;7pmw399vh2v44cjle4fkklp1w;0;33,2;2,1;2024-05-09T02:24:46.568Z;2024-05-16T14:01:52Z;[{'id': 5014900293, 'qualifierId': 212, 'value': '14.0'}, {'id': 5014900285, 'qualifierId': 157}, {'id': 5014900291, 'qualifierId': 141, 'value': '0.0'}, {'id': 5014900287, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900295, 'qualifierId': 213, 'value': '6.11'}, {'id': 5014900297, 'qualifierId': 1}, {'id': 5014900289, 'qualifierId': 140, 'value': '46.3'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;14,0;0,0;;6,11;;46,3;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;46,3;0,0;;;;;;;0;0;20;50;Real Monarchs;1250;DL;1,0
2684648267;182;5;1;20;51;7pmw399vh2v44cjle4fkklp1w;0;45,9;-1,6;2024-05-09T02:24:47.475Z;2024-05-09T02:25:04Z;[{'id': 5014900533, 'qualifierId': 233, 'value': '193'}, {'id': 5014900303, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900305, 'qualifierId': 347}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;193,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;20;51;Real Monarchs;1251;DL;1,0
2684648311;193;5;1;20;51;cbip96wzs3jc2xadoluhhxotl;1;54,1;101,6;2024-05-09T02:24:47.475Z;2024-05-09T03:00:26Z;[{'id': 5014900525, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014900527, 'qualifierId': 347}, {'id': 5014900529, 'qualifierId': 233, 'value': '182'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;182,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;20;51;Houston Dynamo II;1251;DC;1,0
2684648331;194;1;1;21;7;cbip96wzs3jc2xadoluhhxotl;1;49,2;100,0;2024-05-09T02:25:03.888Z;2024-05-09T02:25:12Z;[{'id': 5014900671, 'qualifierId': 1}, {'id': 5014900659, 'qualifierId': 107}, {'id': 5014900663, 'qualifierId': 140, 'value': '26.2'}, {'id': 5014900665, 'qualifierId': 141, 'value': '87.5'}, {'id': 5014900669, 'qualifierId': 213, 'value': '3.51'}, {'id': 5014900667, 'qualifierId': 212, 'value': '25.9'}, {'id': 5014900661, 'qualifierId': 56, 'value': 'Back'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;25,9;87,5;;3,51;;26,2;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;26,2;87,5;;;;;;;0;0;21;7;Houston Dynamo II;1267;DC;1,0
2684648339;195;1;1;21;16;cbip96wzs3jc2xadoluhhxotl;1;26,8;69,0;2024-05-09T02:25:12.841Z;2024-05-09T02:25:15Z;[{'id': 5014900721, 'qualifierId': 141, 'value': '91.1'}, {'id': 5014900719, 'qualifierId': 140, 'value': '29.9'}, {'id': 5014900723, 'qualifierId': 212, 'value': '15.4'}, {'id': 5014900717, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900725, 'qualifierId': 213, 'value': '1.36'}];8pl795qg2d886vtq8trzsucfe;B. Pierre;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;15,4;91,1;;1,36;;29,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;29,9;91,1;;;;;;;0;0;21;16;Houston Dynamo II;1276;DC;1,0
2684648347;196;1;1;21;19;cbip96wzs3jc2xadoluhhxotl;1;29,2;85,1;2024-05-09T02:25:15.256Z;2024-05-09T02:25:17Z;[{'id': 5014900781, 'qualifierId': 140, 'value': '39.4'}, {'id': 5014900787, 'qualifierId': 213, 'value': '6.02'}, {'id': 5014900779, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900785, 'qualifierId': 212, 'value': '11.1'}, {'id': 5014900783, 'qualifierId': 141, 'value': '80.8'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;11,1;80,8;;6,02;;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;39,4;80,8;;;;;;;0;0;21;19;Houston Dynamo II;1279;DC;1,0
2684648355;197;1;1;21;21;cbip96wzs3jc2xadoluhhxotl;1;38,3;79,9;2024-05-09T02:25:17.624Z;2024-05-09T02:25:19Z;[{'id': 5014900813, 'qualifierId': 140, 'value': '28.8'}, {'id': 5014900815, 'qualifierId': 141, 'value': '80.0'}, {'id': 5014900811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900817, 'qualifierId': 212, 'value': '10.0'}, {'id': 5014900819, 'qualifierId': 213, 'value': '3.13'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;10,0;80,0;;3,13;;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;28,8;80,0;;;;;;;0;0;21;21;Houston Dynamo II;1281;FW;1,0
2684648365;198;1;1;21;23;cbip96wzs3jc2xadoluhhxotl;0;29,2;80,3;2024-05-09T02:25:19.711Z;2024-05-09T02:25:20Z;[{'id': 5014900857, 'qualifierId': 213, 'value': '0.00'}, {'id': 5014900849, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900851, 'qualifierId': 140, 'value': '37.6'}, {'id': 5014900855, 'qualifierId': 212, 'value': '8.8'}, {'id': 5014900853, 'qualifierId': 141, 'value': '80.3'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;8,8;80,3;;0,0;;37,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;37,6;80,3;;;;;;;0;0;21;23;Houston Dynamo II;1283;MC;1,0
2684648367;183;61;1;21;24;7pmw399vh2v44cjle4fkklp1w;1;56,9;18,9;2024-05-09T02:25:20.793Z;2024-05-09T02:25:20Z;[{'id': 5014900859, 'qualifierId': 56, 'value': 'Right'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cq0nhg28p3kjrvithchzjvdp0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;21;24;Real Monarchs;1284;FWR;1,0
2684648379;199;3;1;21;25;cbip96wzs3jc2xadoluhhxotl;0;34,4;92,8;2024-05-09T02:25:21.863Z;2024-05-16T14:02:13Z;[{'id': 5014900899, 'qualifierId': 286}, {'id': 5033360359, 'qualifierId': 465}, {'id': 5014900897, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014900913, 'qualifierId': 233, 'value': '184'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;cq0nhg28p3kjrvithchzjvdp0;Take On;;;;;;;;;;;;;;;;;;;;184,0;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;21;25;Houston Dynamo II;1285;FW;1,0
2684648377;184;7;1;21;25;7pmw399vh2v44cjle4fkklp1w;1;65,6;7,2;2024-05-09T02:25:21.864Z;2024-05-16T14:02:15Z;[{'id': 5014900893, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014900895, 'qualifierId': 285}, {'id': 5033360375, 'qualifierId': 385}, {'id': 5014900891, 'qualifierId': 167}, {'id': 5014900909, 'qualifierId': 233, 'value': '199'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cq0nhg28p3kjrvithchzjvdp0;Tackle;;;;;;;;;;;;;;;;;;;;199,0;;;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;21;25;Real Monarchs;1285;FWR;1,0
2684648381;185;5;1;21;26;7pmw399vh2v44cjle4fkklp1w;0;63,5;-1,6;2024-05-09T02:25:22.440Z;2024-05-09T02:25:34Z;[{'id': 5014900901, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014900903, 'qualifierId': 347}, {'id': 5014901181, 'qualifierId': 233, 'value': '200'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;200,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;21;26;Real Monarchs;1286;FWR;1,0
2684648433;200;5;1;21;26;cbip96wzs3jc2xadoluhhxotl;1;36,5;101,6;2024-05-09T02:25:22.440Z;2024-05-09T03:00:27Z;[{'id': 5014901175, 'qualifierId': 347}, {'id': 5014901173, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014901177, 'qualifierId': 233, 'value': '185'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;cq0nhg28p3kjrvithchzjvdp0;Out;;;;;;;;;;;;;;;;;;;1,0;185,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;21;26;Houston Dynamo II;1286;FW;1,0
2684648443;201;1;1;21;37;cbip96wzs3jc2xadoluhhxotl;1;34,8;100,0;2024-05-09T02:25:33.824Z;2024-05-09T02:25:36Z;[{'id': 5014901227, 'qualifierId': 140, 'value': '22.1'}, {'id': 5014901225, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014901229, 'qualifierId': 141, 'value': '89.3'}, {'id': 5014901233, 'qualifierId': 213, 'value': '3.67'}, {'id': 5014901223, 'qualifierId': 107}, {'id': 5014901231, 'qualifierId': 212, 'value': '15.5'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;15,5;89,3;;3,67;;22,1;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;22,1;89,3;;;;;;;0;0;21;37;Houston Dynamo II;1297;DC;1,0
2684648453;202;1;1;21;40;cbip96wzs3jc2xadoluhhxotl;1;25,2;79,4;2024-05-09T02:25:36.400Z;2024-05-09T02:25:37Z;[{'id': 5014901279, 'qualifierId': 212, 'value': '13.7'}, {'id': 5014901273, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014901277, 'qualifierId': 141, 'value': '62.6'}, {'id': 5014901275, 'qualifierId': 140, 'value': '32.4'}, {'id': 5014901283, 'qualifierId': 213, 'value': '5.30'}];8pl795qg2d886vtq8trzsucfe;B. Pierre;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;13,7;62,6;;5,3;;32,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;32,4;62,6;;;;;;;0;0;21;40;Houston Dynamo II;1300;DC;1,0
2684648457;203;1;1;21;41;cbip96wzs3jc2xadoluhhxotl;1;32,4;62,6;2024-05-09T02:25:37.808Z;2024-05-09T02:25:38Z;[{'id': 5014901303, 'qualifierId': 212, 'value': '7.9'}, {'id': 5014901305, 'qualifierId': 213, 'value': '1.10'}, {'id': 5014901299, 'qualifierId': 140, 'value': '35.8'}, {'id': 5014901297, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014901301, 'qualifierId': 141, 'value': '72.9'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;7,9;72,9;;1,1;;35,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;35,8;72,9;;;;;;;0;0;21;41;Houston Dynamo II;1301;MC;1,0
2684648467;204;1;1;21;42;cbip96wzs3jc2xadoluhhxotl;1;35,8;72,9;2024-05-09T02:25:38.760Z;2024-05-09T02:25:40Z;[{'id': 5014901349, 'qualifierId': 212, 'value': '11.3'}, {'id': 5014901351, 'qualifierId': 213, 'value': '4.62'}, {'id': 5014901347, 'qualifierId': 141, 'value': '56.3'}, {'id': 5014901343, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014901345, 'qualifierId': 140, 'value': '34.8'}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;11,3;56,3;;4,62;;34,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;34,8;56,3;;;;;;;0;0;21;42;Houston Dynamo II;1302;MC;1,0
2684648479;205;1;1;21;44;cbip96wzs3jc2xadoluhhxotl;1;36,3;50,1;2024-05-09T02:25:40.871Z;2024-05-09T02:25:45Z;[{'id': 5014901423, 'qualifierId': 141, 'value': '42.4'}, {'id': 5014901425, 'qualifierId': 212, 'value': '18.1'}, {'id': 5014901419, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014901427, 'qualifierId': 213, 'value': '5.99'}, {'id': 5014901421, 'qualifierId': 140, 'value': '52.8'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;cq0nhg28p3kjrvithchzjvdp0;Pass;;;;;;;;;;18,1;42,4;;5,99;;52,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;52,8;42,4;;;;;;;0;0;21;44;Houston Dynamo II;1304;MC;1,0
