id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_Zone;value_PassEndX;value_PassEndY;value_Length;value_LongBall;value_Chipped;value_LowGkIntervention;value_KeeperThrow;value_Launch;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_Low;value_IntendedTackleTarget;value_SwitchOfPlay;value_RightFooted;value_BlockedPass;value_OutSwinger;value_Offensive;value_Cross;value_BlockedCross;value_AttemptedTackle;value_Defensive;value_Foul;value_Direct;value_FreeKickTaken;value_TouchTypeControl;value_ShirtPull/Holding;value_Shove/Push;value_HeadPass;value_TouchTypePass;value_OverArm;value_TakeOnSpace;value_DeletedEventType;value_TakeOnOvertake;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_PullBack;value_TouchTypeClearance;value_BlockedClearance;value_Defensive1V1;value_Straight;value_LeftFooted;value_DrivenCross;value_GkY;value_GoalmouthZ;value_BlockedY;value_BoxLeft;value_LowCentre;value_NotAssisted;value_IndividualPlay;value_RegularPlay;value_GkX;value_Blocked;value_BlockedX;value_GoalmouthY;value_DefBlock;value_NotVisible;value_Unchallenged;value_Assist;value_RelatedEventId;value_Assisted;value_Left;value_InSwinger;value_IntentionalAssist;value_CornerTaken;value_FirstTouch;value_Head;value_CloseLeftAndHigh;value_FromCorner;value_SmallBoxCentre;value_Handball;value_YellowCard;value_TacticalFoul;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_BigChance;value_LowLeft;value_1On1;value_BoxCentre;value_Hands;value_ParriedDanger;value_Stooping;value_MediumGkIntervention;value_SavedOffLine;value_LastLine;value_Volley;value_High;value_OutOfBoxCentre;value_OutOfPlay;value_Right;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_OwnPlayer;value_OwnShotBlocked;value_GkHoof;value_Minutes;value_LowRight;value_FloatedCross;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Collected;value_HighGkIntervention;value_Standing;value_OverhitCross;value_HighCentre;value_FollowsShotRebound;value_BoxRight;value_Diving;value_Overrun;value_SmallBoxRight;value_SixYardBlocked;value_ParriedSafe;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_PenaltyTakerId;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_CausingPlayer;value_Scored;value_Tap;value_FlickOn;value_CloseRight;value_LeadingToAttempt;value_RelatedError1Id;value_GkKickFromHands;value_GoesToPenalties;value_KeeperTouched;value_Saved;value_Feet;value_CloseLeft;value_Missed;value_HighLeft;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2719184557;54;1;1;6;10;6ddsx316t3j0z6nolrky9k4r8;0;12,4;73,9;2024-09-11T21:12:39.311Z;2024-09-11T21:12:40Z;[{'id': 5204849723, 'qualifierId': 212, 'value': '14.2'}, {'id': 5204849721, 'qualifierId': 141, 'value': '65.7'}, {'id': 5204849717, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849719, 'qualifierId': 140, 'value': '24.8'}, {'id': 5204849725, 'qualifierId': 213, 'value': '5.88'}];1ni0mewxcbo26d1xxetkdy3ca;M. Leong;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;5,88;;;24,8;65,7;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;24,8;65,7;;;;;;;;0;6;10;Toronto II;370;DC;1,0
2719184559;64;8;1;6;14;29nx7yxy1rdqv2oobqn5pjf8p;1;79,5;31,8;2024-09-11T21:12:43.169Z;2024-09-12T12:04:23Z;[{'id': 5205245379, 'qualifierId': 384}, {'id': 5204849727, 'qualifierId': 56, 'value': 'Center'}];7q8y6gbmg9j75zgm3nhs3bfh0;L. Olguin;;;cuki93nfns1amazemjivg2rys;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;6;14;New York City II;374;MC;1,0
2719184561;55;52;1;6;14;6ddsx316t3j0z6nolrky9k4r8;1;4,0;57,3;2024-09-11T21:12:43.420Z;2024-09-12T12:04:33Z;[{'id': 5205245457, 'qualifierId': 376}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;cuki93nfns1amazemjivg2rys;Keeper pick-up;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;6;14;Toronto II;374;GK;1,0
2719184563;56;1;1;6;20;6ddsx316t3j0z6nolrky9k4r8;1;9,5;47,6;2024-09-11T21:12:49.717Z;2024-09-11T21:12:52Z;[{'id': 5204849735, 'qualifierId': 141, 'value': '11.6'}, {'id': 5204849729, 'qualifierId': 123}, {'id': 5204849737, 'qualifierId': 212, 'value': '38.3'}, {'id': 5204849741, 'qualifierId': 1}, {'id': 5204849745, 'qualifierId': 287}, {'id': 5204849739, 'qualifierId': 213, 'value': '5.59'}, {'id': 5204849731, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849733, 'qualifierId': 140, 'value': '37.5'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;5,59;;;37,5;11,6;38,3;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;37,5;11,6;;;;;;;;0;6;20;Toronto II;380;GK;1,0
2719184565;57;1;1;6;26;6ddsx316t3j0z6nolrky9k4r8;1;39,6;5,6;2024-09-11T21:12:54.810Z;2024-09-11T21:12:57Z;[{'id': 5204849747, 'qualifierId': 56, 'value': 'Right'}, {'id': 5204849755, 'qualifierId': 213, 'value': '6.24'}, {'id': 5204849749, 'qualifierId': 140, 'value': '54.6'}, {'id': 5204849753, 'qualifierId': 212, 'value': '15.8'}, {'id': 5204849751, 'qualifierId': 141, 'value': '4.6'}];5bjavs7mhqjh1tlrfp4vj7od0;J. Lopez;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;6,24;;;54,6;4,6;15,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;54,6;4,6;;;;;;;;0;6;26;Toronto II;386;DR;1,0
2719184567;58;1;1;6;29;6ddsx316t3j0z6nolrky9k4r8;1;46,0;6,7;2024-09-11T21:12:57.826Z;2024-09-11T21:13:01Z;[{'id': 5204849759, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849761, 'qualifierId': 140, 'value': '38.4'}, {'id': 5204849763, 'qualifierId': 141, 'value': '11.0'}, {'id': 5204849765, 'qualifierId': 212, 'value': '8.5'}, {'id': 5204849767, 'qualifierId': 213, 'value': '2.79'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;2,79;;;38,4;11,0;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;38,4;11,0;;;;;;;;0;6;29;Toronto II;389;FWR;1,0
2719184569;59;1;1;6;32;6ddsx316t3j0z6nolrky9k4r8;1;41,3;17,9;2024-09-11T21:13:01.232Z;2024-09-11T21:13:06Z;[{'id': 5204849785, 'qualifierId': 1}, {'id': 5204849775, 'qualifierId': 56, 'value': 'Left'}, {'id': 5204849777, 'qualifierId': 140, 'value': '63.5'}, {'id': 5204849779, 'qualifierId': 141, 'value': '94.4'}, {'id': 5204849771, 'qualifierId': 155}, {'id': 5204849773, 'qualifierId': 196}, {'id': 5204849781, 'qualifierId': 212, 'value': '57.0'}, {'id': 5204849783, 'qualifierId': 213, 'value': '1.15'}];2676930j149yvanqev61emh62;J. Rozhansky;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;1,15;;;63,5;94,4;57,0;1,0;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;63,5;94,4;;;;;;;;0;6;32;Toronto II;392;MC;1,0
2719184571;60;3;1;6;37;6ddsx316t3j0z6nolrky9k4r8;0;66,8;93,2;2024-09-11T21:13:06.451Z;2024-09-12T12:14:12Z;[{'id': 5204849801, 'qualifierId': 233, 'value': '65'}, {'id': 5204849791, 'qualifierId': 286}, {'id': 5205247637, 'qualifierId': 464}, {'id': 5204849789, 'qualifierId': 56, 'value': 'Left'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;cuki93nfns1amazemjivg2rys;Take On;;;;;;;;;;;;;;;;;;;;;;65,0;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;6;37;Toronto II;397;FWL;1,0
2719184573;65;7;1;6;37;29nx7yxy1rdqv2oobqn5pjf8p;1;33,2;6,8;2024-09-11T21:13:06.452Z;2024-09-12T12:14:05Z;[{'id': 5205247599, 'qualifierId': 383}, {'id': 5204849795, 'qualifierId': 285}, {'id': 5204849797, 'qualifierId': 233, 'value': '60'}, {'id': 5204849793, 'qualifierId': 56, 'value': 'Back'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cuki93nfns1amazemjivg2rys;Tackle;;;;;;;;;;;;;;;;;;;;;;60,0;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;6;37;New York City II;397;DR;1,0
2719184575;66;49;1;6;40;29nx7yxy1rdqv2oobqn5pjf8p;1;29,0;7,1;2024-09-11T21:13:09.664Z;2024-09-11T21:13:10Z;[];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cuki93nfns1amazemjivg2rys;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;6;40;New York City II;400;DR;1,0
2719184577;67;1;1;6;41;29nx7yxy1rdqv2oobqn5pjf8p;1;27,0;8,9;2024-09-11T21:13:10.065Z;2024-09-11T21:13:12Z;[{'id': 5204849805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849809, 'qualifierId': 141, 'value': '27.3'}, {'id': 5204849813, 'qualifierId': 213, 'value': '2.02'}, {'id': 5204849811, 'qualifierId': 212, 'value': '13.9'}, {'id': 5204849807, 'qualifierId': 140, 'value': '21.2'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;2,02;;;21,2;27,3;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;21,2;27,3;;;;;;;;0;6;41;New York City II;401;DR;1,0
2719184579;68;1;1;6;43;29nx7yxy1rdqv2oobqn5pjf8p;1;20,9;27,3;2024-09-11T21:13:12.369Z;2024-09-11T21:13:17Z;[{'id': 5204849825, 'qualifierId': 213, 'value': '2.66'}, {'id': 5204849819, 'qualifierId': 140, 'value': '4.4'}, {'id': 5204849823, 'qualifierId': 212, 'value': '19.6'}, {'id': 5204849821, 'qualifierId': 141, 'value': '40.7'}, {'id': 5204849817, 'qualifierId': 56, 'value': 'Back'}];7z57s6veqr3k87quyd6i7fgx6;M. Fisher;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;2,66;;;4,4;40,7;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;4,4;40,7;;;;;;;;0;6;43;New York City II;403;DL;1,0
2719184581;69;1;1;6;48;29nx7yxy1rdqv2oobqn5pjf8p;1;9,5;46,0;2024-09-11T21:13:17.361Z;2024-09-11T21:13:22Z;[{'id': 5204849831, 'qualifierId': 140, 'value': '8.3'}, {'id': 5204849833, 'qualifierId': 141, 'value': '67.5'}, {'id': 5204849835, 'qualifierId': 212, 'value': '14.7'}, {'id': 5204849829, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849837, 'qualifierId': 213, 'value': '1.66'}];dt797hve9mdpnuyy1z4pnpp1w;A. De Rosario;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;1,66;;;8,3;67,5;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;8,3;67,5;;;;;;;;0;6;48;New York City II;408;GK;1,0
2719184583;70;1;1;6;53;29nx7yxy1rdqv2oobqn5pjf8p;1;9,6;71,5;2024-09-11T21:13:22.177Z;2024-09-11T21:13:24Z;[{'id': 5204849843, 'qualifierId': 140, 'value': '20.1'}, {'id': 5204849841, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849849, 'qualifierId': 213, 'value': '5.39'}, {'id': 5204849847, 'qualifierId': 212, 'value': '17.6'}, {'id': 5204849845, 'qualifierId': 141, 'value': '51.3'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;5,39;;;20,1;51,3;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;20,1;51,3;;;;;;;;0;6;53;New York City II;413;DC;1,0
2719184587;71;1;1;6;55;29nx7yxy1rdqv2oobqn5pjf8p;1;20,3;56,1;2024-09-11T21:13:24.497Z;2024-09-11T21:13:30Z;[{'id': 5204849855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849857, 'qualifierId': 140, 'value': '33.8'}, {'id': 5204849859, 'qualifierId': 141, 'value': '89.1'}, {'id': 5204849863, 'qualifierId': 213, 'value': '1.01'}, {'id': 5204849861, 'qualifierId': 212, 'value': '26.5'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;1,01;;;33,8;89,1;26,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;33,8;89,1;;;;;;;;0;6;55;New York City II;415;DR;1,0
2719184589;72;1;1;7;1;29nx7yxy1rdqv2oobqn5pjf8p;1;34,7;91,5;2024-09-11T21:13:30.321Z;2024-09-11T21:13:33Z;[{'id': 5204849877, 'qualifierId': 213, 'value': '3.76'}, {'id': 5204849875, 'qualifierId': 212, 'value': '17.3'}, {'id': 5204849873, 'qualifierId': 141, 'value': '76.7'}, {'id': 5204849871, 'qualifierId': 140, 'value': '21.3'}, {'id': 5204849869, 'qualifierId': 56, 'value': 'Back'}];cgcpmpetc768pyqb51qthq61g;R. Chukwu;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;3,76;;;21,3;76,7;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;21,3;76,7;;;;;;;;0;7;1;New York City II;421;DC;1,0
2719184591;73;1;1;7;4;29nx7yxy1rdqv2oobqn5pjf8p;1;21,9;75,6;2024-09-11T21:13:33.777Z;2024-09-11T21:13:36Z;[{'id': 5204849885, 'qualifierId': 141, 'value': '74.4'}, {'id': 5204849887, 'qualifierId': 212, 'value': '9.2'}, {'id': 5204849889, 'qualifierId': 213, 'value': '6.19'}, {'id': 5204849883, 'qualifierId': 140, 'value': '30.6'}, {'id': 5204849881, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;6,19;;;30,6;74,4;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;30,6;74,4;;;;;;;;0;7;4;New York City II;424;DC;1,0
2719184593;74;1;1;7;7;29nx7yxy1rdqv2oobqn5pjf8p;1;28,9;72,6;2024-09-11T21:13:36.112Z;2024-09-12T12:15:12Z;[{'id': 5204849901, 'qualifierId': 213, 'value': '3.94'}, {'id': 5204849893, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849899, 'qualifierId': 212, 'value': '5.9'}, {'id': 5204849897, 'qualifierId': 141, 'value': '66.4'}, {'id': 5204849895, 'qualifierId': 140, 'value': '25.0'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;3,94;;;25,0;66,4;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;25,0;66,4;;;;;;;;0;7;7;New York City II;427;DR;1,0
2719184595;75;1;1;7;8;29nx7yxy1rdqv2oobqn5pjf8p;1;24,2;66,4;2024-09-11T21:13:37.680Z;2024-09-11T21:13:43Z;[{'id': 5204849913, 'qualifierId': 213, 'value': '1.47'}, {'id': 5204849911, 'qualifierId': 212, 'value': '8.4'}, {'id': 5204849905, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849909, 'qualifierId': 141, 'value': '78.7'}, {'id': 5204849907, 'qualifierId': 140, 'value': '25.0'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;1,47;;;25,0;78,7;8,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;25,0;78,7;;;;;;;;0;7;8;New York City II;428;MC;1,0
2719184597;76;1;1;7;14;29nx7yxy1rdqv2oobqn5pjf8p;1;24,6;79,3;2024-09-11T21:13:42.945Z;2024-09-11T21:13:47Z;[{'id': 5204849925, 'qualifierId': 213, 'value': '4.64'}, {'id': 5204849927, 'qualifierId': 1}, {'id': 5204849917, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849919, 'qualifierId': 140, 'value': '22.3'}, {'id': 5204849923, 'qualifierId': 212, 'value': '34.6'}, {'id': 5204849921, 'qualifierId': 141, 'value': '28.6'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;4,64;;;22,3;28,6;34,6;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;22,3;28,6;;;;;;;;0;7;14;New York City II;434;DC;1,0
2719184601;77;1;1;7;18;29nx7yxy1rdqv2oobqn5pjf8p;1;24,3;22,2;2024-09-11T21:13:46.929Z;2024-09-11T21:13:51Z;[{'id': 5204849935, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849937, 'qualifierId': 140, 'value': '36.8'}, {'id': 5204849941, 'qualifierId': 212, 'value': '16.8'}, {'id': 5204849943, 'qualifierId': 213, 'value': '5.61'}, {'id': 5204849939, 'qualifierId': 141, 'value': '6.8'}];7z57s6veqr3k87quyd6i7fgx6;M. Fisher;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;5,61;;;36,8;6,8;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;36,8;6,8;;;;;;;;0;7;18;New York City II;438;DL;1,0
2719184603;78;1;1;7;19;29nx7yxy1rdqv2oobqn5pjf8p;1;38,8;10,0;2024-09-11T21:13:48.665Z;2024-09-12T12:16:51Z;[{'id': 5204849947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849955, 'qualifierId': 213, 'value': '1.20'}, {'id': 5204849949, 'qualifierId': 140, 'value': '42.6'}, {'id': 5204849953, 'qualifierId': 212, 'value': '11.1'}, {'id': 5204849951, 'qualifierId': 141, 'value': '25.2'}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;1,2;;;42,6;25,2;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;42,6;25,2;;;;;;;;0;7;19;New York City II;439;FWR;1,0
2719184599;62;83;1;7;20;6ddsx316t3j0z6nolrky9k4r8;0;53,4;74,4;2024-09-11T21:13:49.390Z;2024-09-12T12:16:53Z;[{'id': 5204849959, 'qualifierId': 399, 'value': 'd5del7kcf1zgkd2uvhius8y22'}];1ni0mewxcbo26d1xxetkdy3ca;M. Leong;;;cuki93nfns1amazemjivg2rys;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;7;20;Toronto II;440;DC;1,0
2719184605;79;1;1;7;21;29nx7yxy1rdqv2oobqn5pjf8p;1;43,3;24,7;2024-09-11T21:13:50.224Z;2024-09-12T12:16:54Z;[{'id': 5204849963, 'qualifierId': 140, 'value': '37.1'}, {'id': 5204849961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204849969, 'qualifierId': 213, 'value': '3.79'}, {'id': 5204849967, 'qualifierId': 212, 'value': '8.2'}, {'id': 5204849965, 'qualifierId': 141, 'value': '17.4'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;cuki93nfns1amazemjivg2rys;Pass;;;;;;;;;;3,79;;;37,1;17,4;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;37,1;17,4;;;;;;;;0;7;21;New York City II;441;FW;1,0
