id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Captain;value_TeamKit;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_JerseyNumber;value_Resume;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_Zone;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_DeletedEventType;value_HeadPass;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_Chipped;value_Cross;value_Assist;value_GoalmouthY;value_RightFooted;value_OutOfBoxCentre;value_GkX;value_Assisted;value_GkY;value_GoalmouthZ;value_IndividualPlay;value_RegularPlay;value_RelatedEventId;value_High;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_ShirtPull/Holding;value_Head;value_NotAssisted;value_LeftFooted;value_SixYardBlocked;value_BoxLeft;value_BlockedX;value_FirstTouch;value_Blocked;value_BlockedY;value_SetPiece;value_LowLeft;value_DefBlock;value_IntentionalAssist;value_FastBreak;value_BoxCentre;value_LowCentre;value_Right;value_IncorrectOutOfPlayDecision;value_Left;value_InSwinger;value_CornerTaken;value_IntendedTackleTarget;value_BlockedPass;value_HighLeft;value_LayOff;value_KeeperThrow;value_BoxRight;value_Hands;value_Diving;value_ParriedSafe;value_Collected;value_Stooping;value_OverArm;value_HighCentre;value_OutSwinger;value_FromCorner;value_RecklessOffence;value_YellowCard;value_Overrun;value_BlockedCross;value_Shove/Push;value_CloseRight;value_35Centre;value_PlayersCaughtOffside;value_Indirect;value_SmallBoxCentre;value_BigChance;value_NotPastGoalLine;value_SwerveRight;value_LowRight;value_FlickOn;value_HighRight;value_Minutes;value_EndType;value_TacticalFoul;value_NotVisible;value_SwerveLeft;value_HighClaim;value_GoalShotTimestamp;value_GoalShotGameClock;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_CloseHigh;value_Weak;value_SoloRun;value_Injury;value_InjuredPlayerId;value_SmallBoxRight;value_Feet;value_ParriedDanger;value_TimeWasting;value_ExcessiveCelebration;value_MisHit;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2725260167;206;1;1;21;21;479lsfr4cwlzewpbuda3y2xv4;1;74,0;85,3;2024-09-23T23:25:08.321Z;2024-09-23T23:25:12Z;[{'id': 5237956543, 'qualifierId': 213, 'value': '0.99'}, {'id': 5237956539, 'qualifierId': 141, 'value': '96.8'}, {'id': 5237956535, 'qualifierId': 56, 'value': 'Left'}, {'id': 5237956541, 'qualifierId': 212, 'value': '9.4'}, {'id': 5237956537, 'qualifierId': 140, 'value': '78.9'}];brzi1qy5hkx7zhxhjykg8ox78;Y. Valencia;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;96,8;;9,4;78,9;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;78,9;96,8;;;;;;;0;0;21;21;Chicago Fire II;1281;AML;1,0
2725260195;207;1;1;21;25;479lsfr4cwlzewpbuda3y2xv4;1;77,5;96,9;2024-09-23T23:25:12.193Z;2024-09-23T23:25:14Z;[{'id': 5237956691, 'qualifierId': 213, 'value': '3.14'}, {'id': 5237956683, 'qualifierId': 140, 'value': '64.0'}, {'id': 5237956689, 'qualifierId': 212, 'value': '14.2'}, {'id': 5237956687, 'qualifierId': 141, 'value': '96.9'}, {'id': 5237956679, 'qualifierId': 56, 'value': 'Left'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;96,9;;14,2;64,0;;3,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;64,0;96,9;;;;;;;0;0;21;25;Chicago Fire II;1285;AMC;1,0
2725260207;208;1;1;21;27;479lsfr4cwlzewpbuda3y2xv4;1;62,5;96,5;2024-09-23T23:25:14.880Z;2024-09-23T23:25:17Z;[{'id': 5237956761, 'qualifierId': 141, 'value': '72.1'}, {'id': 5237956759, 'qualifierId': 140, 'value': '41.8'}, {'id': 5237956765, 'qualifierId': 213, 'value': '3.79'}, {'id': 5237956763, 'qualifierId': 212, 'value': '27.3'}, {'id': 5237956757, 'qualifierId': 56, 'value': 'Back'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;72,1;;27,3;41,8;;3,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;41,8;72,1;;;;;;;0;0;21;27;Chicago Fire II;1287;DC;1,0
2725260231;209;1;1;21;30;479lsfr4cwlzewpbuda3y2xv4;1;40,2;69,7;2024-09-23T23:25:17.248Z;2024-09-23T23:25:20Z;[{'id': 5237956863, 'qualifierId': 140, 'value': '45.3'}, {'id': 5237956865, 'qualifierId': 141, 'value': '45.4'}, {'id': 5237956867, 'qualifierId': 212, 'value': '17.4'}, {'id': 5237956861, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237956869, 'qualifierId': 213, 'value': '5.03'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;45,4;;17,4;45,3;;5,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;45,3;45,4;;;;;;;0;0;21;30;Chicago Fire II;1290;DC;1,0
2725260249;210;1;1;21;33;479lsfr4cwlzewpbuda3y2xv4;1;52,1;41,5;2024-09-23T23:25:20.720Z;2024-09-23T23:25:23Z;[{'id': 5237956963, 'qualifierId': 140, 'value': '45.5'}, {'id': 5237956965, 'qualifierId': 141, 'value': '57.2'}, {'id': 5237956967, 'qualifierId': 212, 'value': '12.7'}, {'id': 5237956961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237956969, 'qualifierId': 213, 'value': '2.15'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;57,2;;12,7;45,5;;2,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;45,5;57,2;;;;;;;0;0;21;33;Chicago Fire II;1293;DL;1,0
2725260275;211;1;1;21;36;479lsfr4cwlzewpbuda3y2xv4;1;45,4;57,2;2024-09-23T23:25:23.888Z;2024-09-23T23:25:27Z;[{'id': 5237957081, 'qualifierId': 212, 'value': '11.8'}, {'id': 5237957075, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237957079, 'qualifierId': 141, 'value': '74.5'}, {'id': 5237957077, 'qualifierId': 140, 'value': '44.8'}, {'id': 5237957083, 'qualifierId': 213, 'value': '1.62'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;74,5;;11,8;44,8;;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;44,8;74,5;;;;;;;0;0;21;36;Chicago Fire II;1296;DC;1,0
2725260321;212;1;1;21;40;479lsfr4cwlzewpbuda3y2xv4;1;46,4;69,7;2024-09-23T23:25:27.105Z;2024-09-23T23:25:34Z;[{'id': 5237957307, 'qualifierId': 155}, {'id': 5237957311, 'qualifierId': 140, 'value': '45.0'}, {'id': 5237957317, 'qualifierId': 213, 'value': '4.65'}, {'id': 5237957309, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237957315, 'qualifierId': 212, 'value': '24.2'}, {'id': 5237957313, 'qualifierId': 141, 'value': '34.2'}];bdgjmawy0anbgy1tz87ocvd9l;L. Petrasso;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;34,2;;24,2;45,0;;4,65;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;45,0;34,2;;;;;;;0;0;21;40;Chicago Fire II;1300;DC;1,0
2725260285;170;83;1;21;41;8o8m08he36u0j4w08aj2iodn8;0;52,6;58,9;2024-09-23T23:25:28.210Z;2024-09-23T23:27:05Z;[{'id': 5237957371, 'qualifierId': 399, 'value': 'ex99a6zbacpkkhgvynu80qpzo'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;cykadqh93a5grwwwfzwgk1sk;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;21;41;Orlando City B;1301;FWL;1,0
2725260323;171;45;1;21;42;8o8m08he36u0j4w08aj2iodn8;0;50,6;59,0;2024-09-23T23:25:29.801Z;2024-09-23T23:26:46Z;[{'id': 5237959359, 'qualifierId': 285}, {'id': 5237959527, 'qualifierId': 233, 'value': '221'}, {'id': 5237959357, 'qualifierId': 56, 'value': 'Center'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;cykadqh93a5grwwwfzwgk1sk;Challenge;;;;;;;;;;;;;;;;;;221,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;21;42;Orlando City B;1302;FWL;1,0
2725260723;221;3;1;21;42;479lsfr4cwlzewpbuda3y2xv4;1;49,4;41,0;2024-09-23T23:25:29.801Z;2024-09-23T23:26:46Z;[{'id': 5237959517, 'qualifierId': 233, 'value': '171'}, {'id': 5237959511, 'qualifierId': 286}, {'id': 5237959509, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;cykadqh93a5grwwwfzwgk1sk;Take On;;;;;;;;;;;;;;;;;;171,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;21;42;Chicago Fire II;1302;DL;1,0
2725260325;213;1;1;21;47;479lsfr4cwlzewpbuda3y2xv4;1;68,3;69,1;2024-09-23T23:25:34.768Z;2024-09-23T23:25:57Z;[{'id': 5237957345, 'qualifierId': 56, 'value': 'Left'}, {'id': 5237957347, 'qualifierId': 140, 'value': '83.5'}, {'id': 5237957353, 'qualifierId': 213, 'value': '0.77'}, {'id': 5237957349, 'qualifierId': 141, 'value': '92.0'}, {'id': 5237958077, 'qualifierId': 210, 'value': '15'}, {'id': 5237957351, 'qualifierId': 212, 'value': '22.3'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;1,0;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;92,0;;22,3;83,5;;0,77;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;83,5;92,0;;;;;;;0;0;21;47;Chicago Fire II;1307;DL;1,0
2725260367;214;15;1;21;54;479lsfr4cwlzewpbuda3y2xv4;1;85,5;67,0;2024-09-23T23:25:41.297Z;2024-09-23T23:25:57Z;[{'id': 5237958085, 'qualifierId': 29}, {'id': 5237958087, 'qualifierId': 55, 'value': '213'}, {'id': 5237957619, 'qualifierId': 64}, {'id': 5237958099, 'qualifierId': 147, 'value': '50.7'}, {'id': 5237957965, 'qualifierId': 20}, {'id': 5237958091, 'qualifierId': 102, 'value': '51.8'}, {'id': 5237958111, 'qualifierId': 233, 'value': '172'}, {'id': 5237958093, 'qualifierId': 103, 'value': '30.4'}, {'id': 5237958083, 'qualifierId': 79}, {'id': 5237957621, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237958097, 'qualifierId': 146, 'value': '98.8'}, {'id': 5237957617, 'qualifierId': 22}, {'id': 5237958095, 'qualifierId': 215}];brzi1qy5hkx7zhxhjykg8ox78;Y. Valencia;;;cykadqh93a5grwwwfzwgk1sk;Attempt Saved;;;;;;;;;;;;;;;;;;172,0;;;;;;;;;;;;;;;51,8;1,0;;;1,0;;30,4;1,0;1,0;213,0;;;;;;;;;;;1,0;98,8;;;50,7;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;98,8;50,7;51,8;30.4;213,0;ex99a6zbacpkkhgvynu80qpzo;0;0;21;54;Chicago Fire II;1314;AML;1,0
2725260373;172;10;1;21;54;8o8m08he36u0j4w08aj2iodn8;1;2,8;48,9;2024-09-23T23:25:41.397Z;2024-09-23T23:25:53Z;[{'id': 5237957767, 'qualifierId': 179}, {'id': 5237957645, 'qualifierId': 173}, {'id': 5237957651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237957649, 'qualifierId': 182}, {'id': 5237957977, 'qualifierId': 233, 'value': '214'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;cykadqh93a5grwwwfzwgk1sk;Save;;;;;;;;;;;;;;;;;;214,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;21;54;Orlando City B;1314;GK;1,0
2725260385;173;6;1;21;55;8o8m08he36u0j4w08aj2iodn8;0;7,4;43,0;2024-09-23T23:25:42.705Z;2024-09-24T00:07:57Z;[{'id': 5237957855, 'qualifierId': 233, 'value': '215'}, {'id': 5237957697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237957699, 'qualifierId': 73}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;cykadqh93a5grwwwfzwgk1sk;Corner Awarded;;;;;;;;;;;;;;;;;;215,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;21;55;Orlando City B;1315;GK;1,0
2725260369;215;6;1;21;55;479lsfr4cwlzewpbuda3y2xv4;1;92,6;57,0;2024-09-23T23:25:42.705Z;2024-09-23T23:26:16Z;[{'id': 5237957837, 'qualifierId': 233, 'value': '173'}, {'id': 5237957821, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237958657, 'qualifierId': 75}];brzi1qy5hkx7zhxhjykg8ox78;Y. Valencia;;;cykadqh93a5grwwwfzwgk1sk;Corner Awarded;;;;;;;;;;;;;;;;;;173,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;21;55;Chicago Fire II;1315;AML;1,0
2725260631;217;1;1;22;37;479lsfr4cwlzewpbuda3y2xv4;1;99,6;0,9;2024-09-23T23:26:24.496Z;2024-09-23T23:29:22Z;[{'id': 5237959005, 'qualifierId': 140, 'value': '91.2'}, {'id': 5237958995, 'qualifierId': 2}, {'id': 5237964111, 'qualifierId': 210, 'value': '13'}, {'id': 5237964113, 'qualifierId': 154}, {'id': 5237958997, 'qualifierId': 6}, {'id': 5237959007, 'qualifierId': 141, 'value': '52.8'}, {'id': 5237959003, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237959001, 'qualifierId': 224}, {'id': 5237959011, 'qualifierId': 213, 'value': '1.82'}, {'id': 5237958999, 'qualifierId': 155}, {'id': 5237959009, 'qualifierId': 212, 'value': '36.4'}, {'id': 5237959013, 'qualifierId': 1}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;1,0;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;52,8;;36,4;91,2;;1,82;;1,0;;;;;;;;;;;;;1,0;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;91,2;52,8;;;;;;;0;0;22;37;Chicago Fire II;1357;MC;1,0
2725260639;218;44;1;22;41;479lsfr4cwlzewpbuda3y2xv4;1;88,9;53,6;2024-09-23T23:26:28.160Z;2024-09-24T00:09:48Z;[{'id': 5237959035, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237959071, 'qualifierId': 233, 'value': '174'}, {'id': 5237959037, 'qualifierId': 286}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;cykadqh93a5grwwwfzwgk1sk;Aerial;;;;;;;;;;;;;;;;;;174,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;41;Chicago Fire II;1361;DL;1,0
2725260647;174;44;1;22;41;8o8m08he36u0j4w08aj2iodn8;0;11,1;46,4;2024-09-23T23:26:28.161Z;2024-09-24T00:09:48Z;[{'id': 5237959069, 'qualifierId': 285}, {'id': 5237959067, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237959097, 'qualifierId': 233, 'value': '218'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;cykadqh93a5grwwwfzwgk1sk;Aerial;;;;;;;;;;;;;;;;;;218,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;22;41;Orlando City B;1361;DL;1,0
2725260641;219;13;1;22;41;479lsfr4cwlzewpbuda3y2xv4;1;87,7;54,0;2024-09-23T23:26:28.625Z;2024-09-24T00:02:32Z;[{'id': 5237964125, 'qualifierId': 102, 'value': '51.4'}, {'id': 5237964127, 'qualifierId': 103, 'value': '72.2'}, {'id': 5237964119, 'qualifierId': 154}, {'id': 5237963913, 'qualifierId': 328}, {'id': 5237963909, 'qualifierId': 15}, {'id': 5237963907, 'qualifierId': 25}, {'id': 5237964121, 'qualifierId': 55, 'value': '217'}, {'id': 5237964131, 'qualifierId': 231, 'value': '50.5'}, {'id': 5237959043, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237964117, 'qualifierId': 29}, {'id': 5237964129, 'qualifierId': 230, 'value': '98.4'}, {'id': 5237959041, 'qualifierId': 17}, {'id': 5237964115, 'qualifierId': 74}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;cykadqh93a5grwwwfzwgk1sk;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,4;;;98,4;1,0;50,5;72,2;;;217,0;1,0;;;;;;1,0;;;;;;1,0;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;51,4;72.2;217,0;i5wj5hcg2r9934e7gauxtgmi;0;0;22;41;Chicago Fire II;1361;DL;1,0
2725260667;175;5;1;22;43;8o8m08he36u0j4w08aj2iodn8;1;-1,0;62,6;2024-09-23T23:26:30.074Z;2024-09-23T23:26:38Z;[{'id': 5237959167, 'qualifierId': 346}, {'id': 5237959163, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237959193, 'qualifierId': 233, 'value': '220'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;cykadqh93a5grwwwfzwgk1sk;Out;;;;;;;;;;;;;;;;;;220,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;0;0;22;43;Orlando City B;1363;DL;1,0
2725260643;220;5;1;22;43;479lsfr4cwlzewpbuda3y2xv4;0;101,0;37,4;2024-09-23T23:26:30.074Z;2024-09-24T00:05:55Z;[{'id': 5237959051, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237959053, 'qualifierId': 346}, {'id': 5237959215, 'qualifierId': 233, 'value': '175'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cykadqh93a5grwwwfzwgk1sk;Out;;;;;;;;;;;;;;;;;;175,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;22;43;Chicago Fire II;1363;DC;1,0
2725260741;176;1;1;22;57;8o8m08he36u0j4w08aj2iodn8;1;4,8;58,9;2024-09-23T23:26:44.819Z;2024-09-23T23:26:46Z;[{'id': 5237959601, 'qualifierId': 237}, {'id': 5237959587, 'qualifierId': 124}, {'id': 5237959597, 'qualifierId': 213, 'value': '1.04'}, {'id': 5237959591, 'qualifierId': 140, 'value': '11.2'}, {'id': 5237959589, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237959593, 'qualifierId': 141, 'value': '75.7'}, {'id': 5237959595, 'qualifierId': 212, 'value': '13.3'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;75,7;;13,3;11,2;;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;11,2;75,7;;;;;;;0;0;22;57;Orlando City B;1377;DC;1,0
2725260771;177;1;1;22;59;8o8m08he36u0j4w08aj2iodn8;1;11,2;73,5;2024-09-23T23:26:46.627Z;2024-09-23T23:26:52Z;[{'id': 5237959707, 'qualifierId': 140, 'value': '8.3'}, {'id': 5237959713, 'qualifierId': 213, 'value': '4.12'}, {'id': 5237959709, 'qualifierId': 141, 'value': '66.8'}, {'id': 5237959705, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237959711, 'qualifierId': 212, 'value': '5.5'}];64wbk2nsrs0ru0hjcq0lenwgk;S. Oregel;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;66,8;;5,5;8,3;;4,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;8,3;66,8;;;;;;;0;0;22;59;Orlando City B;1379;MC;1,0
2725260805;178;1;1;23;5;8o8m08he36u0j4w08aj2iodn8;1;12,3;57,3;2024-09-23T23:26:52.034Z;2024-09-23T23:26:57Z;[{'id': 5237959917, 'qualifierId': 141, 'value': '3.7'}, {'id': 5237959915, 'qualifierId': 140, 'value': '35.1'}, {'id': 5237959913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5237959923, 'qualifierId': 1}, {'id': 5237959919, 'qualifierId': 212, 'value': '43.6'}, {'id': 5237959921, 'qualifierId': 213, 'value': '5.29'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;3,7;;43,6;35,1;;5,29;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;35,1;3,7;;;;;;;0;0;23;5;Orlando City B;1385;DC;1,0
2725260825;179;1;1;23;10;8o8m08he36u0j4w08aj2iodn8;0;39,0;5,4;2024-09-23T23:26:57.395Z;2024-09-23T23:27:02Z;[{'id': 5237960047, 'qualifierId': 213, 'value': '0.87'}, {'id': 5237960041, 'qualifierId': 140, 'value': '75.0'}, {'id': 5237960037, 'qualifierId': 196}, {'id': 5237960035, 'qualifierId': 155}, {'id': 5237960043, 'qualifierId': 141, 'value': '71.3'}, {'id': 5237960045, 'qualifierId': 212, 'value': '58.6'}, {'id': 5237960039, 'qualifierId': 56, 'value': 'Center'}, {'id': 5237960049, 'qualifierId': 1}];84oe7sbhy91b5xvbo2w28i7f8;J. Diouf;;;cykadqh93a5grwwwfzwgk1sk;Pass;;;;;;;;;;71,3;;58,6;75,0;;0,87;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;75,0;71,3;;;;;;;0;0;23;10;Orlando City B;1390;DR;1,0
