id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_TeamKit;value_JerseyNumber;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_Length;value_PassEndX;value_PassEndY;value_Zone;value_KickOff;value_Angle;value_Launch;value_LongBall;value_HeadPass;value_LayOff;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_Head;value_DeletedEventType;value_Defensive;value_TakeOnOvertake;value_Offensive;value_TouchTypeClearance;value_TakeOnSpace;value_Chipped;value_IntendedTackleTarget;value_OutSwinger;value_LeftFooted;value_Cross;value_Assist;value_RegularPlay;value_IntentionalAssist;value_FollowsADribble;value_GoalmouthZ;value_GkYTimeOfGoal;value_GoalmouthY;value_LowRight;value_GkY;value_GoalShotTimestamp;value_BoxCentre;value_GoalShotGameClock;value_BigChance;value_GkXTimeOfGoal;value_RightFooted;value_RelatedEventId;value_GkX;value_Assisted;value_Defensive1V1;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_BlockedPass;value_TouchTypePass;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_IndividualPlay;value_High;value_OutOfBoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_SwitchOfPlay;value_Left;value_Right;value_CornerTaken;value_BlockedX;value_FromCorner;value_FirstTouch;value_NotPastGoalLine;value_BlockedY;value_HighGkIntervention;value_InSwinger;value_CloseLeft;value_ThroughBall;value_LastLine;value_TouchTypeControl;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_BallHitsReferee;value_PullBack;value_HighRight;value_BoxRight;value_Deflection;value_Standing;value_OtherBodyPart;value_MediumGkIntervention;value_ParriedSafe;value_Blocked;value_BoxLeft;value_LowCentre;value_DefBlock;value_LowLeft;value_NotAssisted;value_SwerveLeft;value_Diving;value_Hands;value_MisHit;value_Volley;value_ShirtPull/Holding;value_Shove/Push;value_YellowCard;value_TacticalFoul;value_FlickOn;value_Handball;value_Minutes;value_OverhitCross;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_GoalDisallowed;value_CloseHigh;value_CloseRight;value_Dissent;value_RecklessOffence;value_ThrowInSetPiece;value_Feet;value_Sliding;value_LowGkIntervention;value_KeeperThrow;value_PenaltyTakerId;value_Penalty;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_CausingPlayer;value_Scored;value_FastBreak;value_ParriedDanger;value_Fumble;value_OverArm;value_CoachId;value_SmallBoxCentre;value_OwnGoal;value_HitBar;value_HitWoodwork;value_Injury;value_InjuredPlayerId;value_LeadingToAttempt;value_RelatedError1Id;value_SwerveRight;value_1On1;value_GkHoof;value_OwnShotBlocked;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698763039;90;4;1;9;41;c7c4wwva2u1vb3rr7rwava044;0;68,6;10,2;2024-06-30T22:13:32.673Z;2024-06-30T22:13:36Z;[{'id': 5092263049, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092263133, 'qualifierId': 233, 'value': '92'}, {'id': 5092263051, 'qualifierId': 152}, {'id': 5092263055, 'qualifierId': 286}, {'id': 5092263053, 'qualifierId': 265}, {'id': 5092263047, 'qualifierId': 13}];55y26r9mz105vrqmnq739l62;D. Reyes;;;dqeujsqevk58ugb3si5su4fmc;Foul;;;;;;;;;;;;;;;;;;;;92,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;9;41;Atlanta United II;581;AMR;1,0
2698763103;93;1;1;9;51;erwnez7ksfkns4dqmyr1fhbe;1;30,0;83,5;2024-06-30T22:13:43.176Z;2024-06-30T22:13:46Z;[{'id': 5092263401, 'qualifierId': 141, 'value': '81.8'}, {'id': 5092263393, 'qualifierId': 5}, {'id': 5092263399, 'qualifierId': 140, 'value': '40.0'}, {'id': 5092263405, 'qualifierId': 213, 'value': '6.17'}, {'id': 5092263403, 'qualifierId': 212, 'value': '10.6'}, {'id': 5092263395, 'qualifierId': 152}, {'id': 5092263397, 'qualifierId': 56, 'value': 'Back'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;10,6;40,0;81,8;;;6,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;40,0;81,8;;;;;;;;0;9;51;Inter Miami II;591;MC;1,0
2698763171;94;1;1;9;54;erwnez7ksfkns4dqmyr1fhbe;1;38,0;79,6;2024-06-30T22:13:46.192Z;2024-06-30T22:13:56Z;[{'id': 5092263719, 'qualifierId': 212, 'value': '47.0'}, {'id': 5092263713, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092263725, 'qualifierId': 1}, {'id': 5092263721, 'qualifierId': 213, 'value': '4.60'}, {'id': 5092263715, 'qualifierId': 140, 'value': '32.8'}, {'id': 5092263711, 'qualifierId': 196}, {'id': 5092263717, 'qualifierId': 141, 'value': '11.0'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;47,0;32,8;11,0;;;4,6;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;32,8;11,0;;;;;;;;0;9;54;Inter Miami II;594;ML;1,0
2698763213;95;1;1;10;5;erwnez7ksfkns4dqmyr1fhbe;1;45,7;2,2;2024-06-30T22:13:56.792Z;2024-07-03T10:57:27Z;[{'id': 5092263917, 'qualifierId': 212, 'value': '28.9'}, {'id': 5092263915, 'qualifierId': 141, 'value': '2.5'}, {'id': 5092263911, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092263913, 'qualifierId': 140, 'value': '73.2'}, {'id': 5092263919, 'qualifierId': 213, 'value': '0.01'}];5c7gqtyra887hjyg502tvzn1m;M. Edwards;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;28,9;73,2;2,5;;;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;73,2;2,5;;;;;;;;0;10;5;Inter Miami II;605;DC;1,0
2698763205;91;45;1;10;11;c7c4wwva2u1vb3rr7rwava044;0;12,0;79,6;2024-06-30T22:14:02.449Z;2024-06-30T22:14:06Z;[{'id': 5092263889, 'qualifierId': 285}, {'id': 5092264037, 'qualifierId': 233, 'value': '96'}, {'id': 5092263887, 'qualifierId': 56, 'value': 'Back'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;dqeujsqevk58ugb3si5su4fmc;Challenge;;;;;;;;;;;;;;;;;;;;96,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;10;11;Atlanta United II;611;DC;1,0
2698763231;96;3;1;10;11;erwnez7ksfkns4dqmyr1fhbe;1;88,0;20,4;2024-06-30T22:14:02.449Z;2024-07-03T10:58:03Z;[{'id': 5092264015, 'qualifierId': 286}, {'id': 5093750533, 'qualifierId': 465}, {'id': 5092264025, 'qualifierId': 233, 'value': '91'}, {'id': 5092264013, 'qualifierId': 56, 'value': 'Right'}];ax2y5fvc4dzwn4qkxrfutapsk;A. Gordon;;;dqeujsqevk58ugb3si5su4fmc;Take On;;;;;;;;;;;;;;;;;;;;91,0;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;10;11;Inter Miami II;611;FW;1,0
2698763239;97;1;1;10;12;erwnez7ksfkns4dqmyr1fhbe;0;97,6;32,8;2024-06-30T22:14:03.472Z;2024-07-03T10:58:16Z;[{'id': 5092264059, 'qualifierId': 141, 'value': '36.1'}, {'id': 5092264449, 'qualifierId': 236}, {'id': 5092264055, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092264455, 'qualifierId': 286}, {'id': 5092264063, 'qualifierId': 213, 'value': '1.17'}, {'id': 5092264451, 'qualifierId': 233, 'value': '92'}, {'id': 5092264057, 'qualifierId': 140, 'value': '98.5'}, {'id': 5092264061, 'qualifierId': 212, 'value': '2.4'}];ax2y5fvc4dzwn4qkxrfutapsk;A. Gordon;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;2,4;98,5;36,1;;;1,17;;;;;92,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;98,5;36,1;;;;;;;;0;10;12;Inter Miami II;612;FW;1,0
2698763247;92;74;1;10;12;c7c4wwva2u1vb3rr7rwava044;1;3,6;64,9;2024-06-30T22:14:03.473Z;2024-07-03T10:58:18Z;[{'id': 5092264101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092264477, 'qualifierId': 233, 'value': '97'}, {'id': 5092264439, 'qualifierId': 285}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;dqeujsqevk58ugb3si5su4fmc;Blocked Pass;;;;;;;;;;;;;;;;;;;;97,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;10;12;Atlanta United II;612;MC;1,0
2698763255;93;6;1;10;15;c7c4wwva2u1vb3rr7rwava044;0;2,6;64,4;2024-06-30T22:14:07.345Z;2024-07-03T10:58:27Z;[{'id': 5092264159, 'qualifierId': 73}, {'id': 5092264157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092264197, 'qualifierId': 233, 'value': '98'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;dqeujsqevk58ugb3si5su4fmc;Corner Awarded;;;;;;;;;;;;;;;;;;;;98,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;10;15;Atlanta United II;615;MC;1,0
2698763245;98;6;1;10;15;erwnez7ksfkns4dqmyr1fhbe;1;97,4;35,6;2024-06-30T22:14:07.345Z;2024-06-30T22:14:10Z;[{'id': 5092264121, 'qualifierId': 75}, {'id': 5092264119, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092264165, 'qualifierId': 233, 'value': '93'}];ax2y5fvc4dzwn4qkxrfutapsk;A. Gordon;;;dqeujsqevk58ugb3si5su4fmc;Corner Awarded;;;;;;;;;;;;;;;;;;;;93,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;10;15;Inter Miami II;615;FW;1,0
2698763453;99;1;1;10;50;erwnez7ksfkns4dqmyr1fhbe;1;99,5;0,5;2024-06-30T22:14:41.976Z;2024-07-03T10:58:54Z;[{'id': 5092265085, 'qualifierId': 224}, {'id': 5092268361, 'qualifierId': 210, 'value': '13'}, {'id': 5092265079, 'qualifierId': 2}, {'id': 5092265095, 'qualifierId': 213, 'value': '1.77'}, {'id': 5092268363, 'qualifierId': 154}, {'id': 5092265089, 'qualifierId': 140, 'value': '93.0'}, {'id': 5093750563, 'qualifierId': 20}, {'id': 5092265081, 'qualifierId': 6}, {'id': 5092265093, 'qualifierId': 212, 'value': '35.3'}, {'id': 5092265091, 'qualifierId': 141, 'value': '51.5'}, {'id': 5092265083, 'qualifierId': 155}, {'id': 5092265087, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092265097, 'qualifierId': 1}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;1,0;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;35,3;93,0;51,5;;;1,77;;1,0;;;;;;;;;;;;;;1,0;;1,0;;1,0;13,0;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;93,0;51,5;;;;;;;;0;10;50;Inter Miami II;650;DC;1,0
2698764281;119;44;1;10;51;erwnez7ksfkns4dqmyr1fhbe;1;90,8;50,0;2024-06-30T22:14:42.767Z;2024-07-03T11:00:30Z;[{'id': 5092269265, 'qualifierId': 286}, {'id': 5092269275, 'qualifierId': 233, 'value': '94'}, {'id': 5092269263, 'qualifierId': 56, 'value': 'Center'}];216tgeofjnxr75ehcftkvxkpg;A. Torres;;;dqeujsqevk58ugb3si5su4fmc;Aerial;;;;;;;;;;;;;;;;;;;;94,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;10;51;Inter Miami II;651;MC;1,0
2698763427;94;44;1;10;51;c7c4wwva2u1vb3rr7rwava044;0;9,2;50,0;2024-06-30T22:14:42.768Z;2024-07-03T10:59:27Z;[{'id': 5092264979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092264981, 'qualifierId': 285}, {'id': 5092269285, 'qualifierId': 233, 'value': '119'}];55y26r9mz105vrqmnq739l62;D. Reyes;;;dqeujsqevk58ugb3si5su4fmc;Aerial;;;;;;;;;;;;;;;;;;;;119,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;10;51;Atlanta United II;651;AMR;1,0
2698763455;100;13;1;10;51;erwnez7ksfkns4dqmyr1fhbe;1;92,9;51,2;2024-06-30T22:14:42.770Z;2024-07-03T11:00:38Z;[{'id': 5092268387, 'qualifierId': 146, 'value': '94.0'}, {'id': 5092265109, 'qualifierId': 17}, {'id': 5092268393, 'qualifierId': 231, 'value': '50.2'}, {'id': 5092268381, 'qualifierId': 103, 'value': '37.5'}, {'id': 5092268373, 'qualifierId': 154}, {'id': 5092265111, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092268371, 'qualifierId': 29}, {'id': 5092267889, 'qualifierId': 25}, {'id': 5092268391, 'qualifierId': 230, 'value': '98.9'}, {'id': 5092267895, 'qualifierId': 328}, {'id': 5092268369, 'qualifierId': 73}, {'id': 5092267897, 'qualifierId': 153}, {'id': 5092268379, 'qualifierId': 102, 'value': '99.3'}, {'id': 5092268389, 'qualifierId': 147, 'value': '80.5'}, {'id': 5092268375, 'qualifierId': 55, 'value': '99'}, {'id': 5092267891, 'qualifierId': 15}];216tgeofjnxr75ehcftkvxkpg;A. Torres;;;dqeujsqevk58ugb3si5su4fmc;Miss;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;37,5;;99,3;;50,2;;1,0;;;;;99,0;98,9;1,0;;;;;;;;;;;;;;;;;;1,0;;;94,0;1,0;1,0;1,0;80,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;94,0;80,5;99,3;37.5;99,0;d5kcfgycj51y6aw82r38sl7o4;;0;10;51;Inter Miami II;651;MC;1,0
2698763469;101;1;1;10;59;erwnez7ksfkns4dqmyr1fhbe;1;88,9;90,0;2024-06-30T22:14:51.160Z;2024-06-30T22:14:52Z;[{'id': 5092265183, 'qualifierId': 213, 'value': '3.23'}, {'id': 5092265175, 'qualifierId': 56, 'value': 'Left'}, {'id': 5092265177, 'qualifierId': 140, 'value': '58.8'}, {'id': 5092265179, 'qualifierId': 141, 'value': '85.9'}, {'id': 5092265181, 'qualifierId': 212, 'value': '31.7'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;31,7;58,8;85,9;;;3,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;58,8;85,9;;;;;;;;0;10;59;Inter Miami II;659;ML;1,0
2698763529;102;1;1;11;3;erwnez7ksfkns4dqmyr1fhbe;1;60,0;85,7;2024-06-30T22:14:55.208Z;2024-06-30T22:15:02Z;[{'id': 5092265513, 'qualifierId': 141, 'value': '45.7'}, {'id': 5092265509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092265511, 'qualifierId': 140, 'value': '47.8'}, {'id': 5092265515, 'qualifierId': 212, 'value': '30.1'}, {'id': 5092265517, 'qualifierId': 213, 'value': '4.27'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;30,1;47,8;45,7;;;4,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;47,8;45,7;;;;;;;;0;11;3;Inter Miami II;663;DR;1,0
2698763555;103;1;1;11;4;erwnez7ksfkns4dqmyr1fhbe;1;46,9;47,5;2024-06-30T22:14:56.183Z;2024-07-03T11:01:51Z;[{'id': 5092265701, 'qualifierId': 155}, {'id': 5092265705, 'qualifierId': 140, 'value': '89.8'}, {'id': 5092265713, 'qualifierId': 1}, {'id': 5092265707, 'qualifierId': 141, 'value': '2.8'}, {'id': 5092265711, 'qualifierId': 213, 'value': '5.69'}, {'id': 5092265703, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092265709, 'qualifierId': 212, 'value': '54.3'}];5c7gqtyra887hjyg502tvzn1m;M. Edwards;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;54,3;89,8;2,8;;;5,69;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;89,8;2,8;;;;;;;;0;11;4;Inter Miami II;664;DC;1,0
2698763559;104;50;1;11;15;erwnez7ksfkns4dqmyr1fhbe;1;97,2;6,0;2024-06-30T22:15:06.864Z;2024-07-03T11:02:33Z;[{'id': 5092265721, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092265723, 'qualifierId': 286}, {'id': 5092265795, 'qualifierId': 233, 'value': '95'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;dqeujsqevk58ugb3si5su4fmc;Dispossessed;;;;;;;;;;;;;;;;;;;;95,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;11;15;Inter Miami II;675;MR;1,0
2698763571;95;7;1;11;15;c7c4wwva2u1vb3rr7rwava044;1;2,8;94,0;2024-06-30T22:15:06.865Z;2024-07-03T11:02:37Z;[{'id': 5093750787, 'qualifierId': 385}, {'id': 5092265777, 'qualifierId': 285}, {'id': 5092265775, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092265975, 'qualifierId': 167}, {'id': 5092265787, 'qualifierId': 233, 'value': '104'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;dqeujsqevk58ugb3si5su4fmc;Tackle;;;;;;;;;;;;;;;;;;;;104,0;;;1,0;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;11;15;Atlanta United II;675;AML;1,0
2698763577;96;6;1;11;18;c7c4wwva2u1vb3rr7rwava044;0;2,8;94,0;2024-06-30T22:15:09.656Z;2024-07-03T11:02:42Z;[{'id': 5092265829, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092265855, 'qualifierId': 233, 'value': '105'}, {'id': 5092265831, 'qualifierId': 73}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;dqeujsqevk58ugb3si5su4fmc;Corner Awarded;;;;;;;;;;;;;;;;;;;;105,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;11;18;Atlanta United II;678;AML;1,0
2698763563;105;6;1;11;18;erwnez7ksfkns4dqmyr1fhbe;1;97,2;6,0;2024-06-30T22:15:09.656Z;2024-06-30T22:15:13Z;[{'id': 5092265809, 'qualifierId': 75}, {'id': 5092265835, 'qualifierId': 233, 'value': '96'}, {'id': 5092265807, 'qualifierId': 56, 'value': 'Right'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;dqeujsqevk58ugb3si5su4fmc;Corner Awarded;;;;;;;;;;;;;;;;;;;;96,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;11;18;Inter Miami II;678;MR;1,0
2698763663;106;1;1;11;35;erwnez7ksfkns4dqmyr1fhbe;0;99,5;0,5;2024-06-30T22:15:27.192Z;2024-07-03T11:03:16Z;[{'id': 5092266285, 'qualifierId': 233, 'value': '97'}, {'id': 5092266225, 'qualifierId': 2}, {'id': 5092266235, 'qualifierId': 140, 'value': '95.3'}, {'id': 5092266231, 'qualifierId': 224}, {'id': 5092266239, 'qualifierId': 212, 'value': '35.8'}, {'id': 5092266229, 'qualifierId': 155}, {'id': 5092266233, 'qualifierId': 56, 'value': 'Center'}, {'id': 5093750867, 'qualifierId': 20}, {'id': 5092266227, 'qualifierId': 6}, {'id': 5092266237, 'qualifierId': 141, 'value': '52.8'}, {'id': 5092266241, 'qualifierId': 213, 'value': '1.69'}, {'id': 5092266243, 'qualifierId': 1}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;dqeujsqevk58ugb3si5su4fmc;Pass;;;;;;;;;;35,8;95,3;52,8;;;1,69;;1,0;;;97,0;;;;;;;;;;;1,0;;1,0;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;95,3;52,8;;;;;;;;0;11;35;Inter Miami II;695;DC;1,0
