id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Angle;value_PassEndY;value_Length;value_Zone;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_Launch;value_DeletedEventType;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TakeOnOvertake;value_Overrun;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeClearance;value_Left;value_CornerTaken;value_RightFooted;value_InSwinger;value_Cross;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_Assist;value_IntentionalAssist;value_OutSwinger;value_LeftFooted;value_FirstTouch;value_GoalmouthY;value_LowRight;value_BlockedY;value_Head;value_BigChance;value_Assisted;value_BlockedX;value_SmallBoxRight;value_GoalmouthZ;value_RelatedEventId;value_RegularPlay;value_OtherBodyPart;value_MediumGkIntervention;value_ParriedSafe;value_Stooping;value_Right;value_BoxCentre;value_FromCorner;value_GkY;value_GkX;value_CloseLeft;value_TouchTypePass;value_LowCentre;value_SixYardBlocked;value_Blocked;value_IndividualPlay;value_BoxRight;value_DefBlock;value_OutOfBoxCentre;value_NotAssisted;value_NotVisible;value_High;value_LayOff;value_Straight;value_DrivenCross;value_BlockedClearance;value_BlockedPass;value_TouchTypeControl;value_TakeOnSpace;value_IntendedTackleTarget;value_CloseHigh;value_AttemptedTackle;value_BoxLeft;value_LowLeft;value_FastBreak;value_1On1;value_Sliding;value_LowGkIntervention;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_FlickOn;value_PullBack;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_Shove/Push;value_InjuredPlayerId;value_Injury;value_OverArm;value_Defensive1V1;value_SmallBoxLeft;value_Hands;value_Collected;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CloseRight;value_BlockedCross;value_TacticalFoul;value_YellowCard;value_FreeKick;value_HighLeft;value_GkKickFromHands;value_HighCentre;value_Standing;value_Diving;value_Handball;value_GoalDisallowed;value_Volley;value_CloseLeftAndHigh;value_CloseRightAndHigh;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_GkYTimeOfGoal;value_Penalty;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_Scored;value_HitBar;value_HitWoodwork;value_Saved;value_Fingertip;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2676790575;69;1;1;7;10;eo64tqkioegeb09iice2hf8bt;1;24,6;23,3;2024-04-22T03:10:20.819Z;2024-04-22T04:01:37Z;[{'id': 4972295275, 'qualifierId': 141, 'value': '50.3'}, {'id': 4972295273, 'qualifierId': 140, 'value': '20.3'}, {'id': 4972295277, 'qualifierId': 212, 'value': '18.9'}, {'id': 4972295271, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295279, 'qualifierId': 213, 'value': '1.81'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;20,3;1,81;50,3;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;20,3;50,3;;;;;;;;0;7;10;Tacoma Defiance;430;DC;1,0
2676790579;70;1;1;7;12;eo64tqkioegeb09iice2hf8bt;1;20,5;51,1;2024-04-22T03:10:22.724Z;2024-04-26T14:57:00Z;[{'id': 4972295293, 'qualifierId': 213, 'value': '6.12'}, {'id': 4972295291, 'qualifierId': 212, 'value': '20.4'}, {'id': 4972295289, 'qualifierId': 141, 'value': '46.2'}, {'id': 4972295287, 'qualifierId': 140, 'value': '39.7'}, {'id': 4972295285, 'qualifierId': 56, 'value': 'Back'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;39,7;6,12;46,2;20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;39,7;46,2;;;;;;;;0;7;12;Tacoma Defiance;432;DC;1,0
2676790581;71;1;1;7;14;eo64tqkioegeb09iice2hf8bt;0;39,7;46,4;2024-04-22T03:10:24.644Z;2024-04-26T14:57:07Z;[{'id': 4972295303, 'qualifierId': 212, 'value': '14.3'}, {'id': 4980221375, 'qualifierId': 156}, {'id': 4972295299, 'qualifierId': 140, 'value': '33.2'}, {'id': 4972295305, 'qualifierId': 213, 'value': '2.07'}, {'id': 4972295297, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295301, 'qualifierId': 141, 'value': '64.8'}];1ksu0c3adavx1gqbrhalfpatw;C. Kachwele;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;33,2;2,07;64,8;14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;33,2;64,8;;;;;;;;0;7;14;Tacoma Defiance;434;FW;1,0
2676790587;97;49;1;7;16;5icuo8utnztpsd9l03gdd68dl;1;68,2;36,2;2024-04-22T03:10:27.008Z;2024-04-26T14:57:09Z;[];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;cea2ao8lx8dw3jdjtpqfhdhck;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;16;Vancouver Whitecaps II;436;AMR;1,0
2676790591;98;1;1;7;17;5icuo8utnztpsd9l03gdd68dl;1;65,2;35,6;2024-04-22T03:10:27.808Z;2024-04-22T03:10:30Z;[{'id': 4972295341, 'qualifierId': 140, 'value': '85.1'}, {'id': 4972295347, 'qualifierId': 213, 'value': '5.63'}, {'id': 4972295345, 'qualifierId': 212, 'value': '26.3'}, {'id': 4972295339, 'qualifierId': 56, 'value': 'Right'}, {'id': 4972295343, 'qualifierId': 141, 'value': '12.1'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;85,1;5,63;12,1;26,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;85,1;12,1;;;;;;;;0;7;17;Vancouver Whitecaps II;437;AMR;1,0
2676790593;99;1;1;7;20;5icuo8utnztpsd9l03gdd68dl;0;90,3;17,0;2024-04-22T03:10:30.560Z;2024-04-22T03:10:31Z;[{'id': 4972295353, 'qualifierId': 140, 'value': '89.9'}, {'id': 4972295355, 'qualifierId': 141, 'value': '25.1'}, {'id': 4972295359, 'qualifierId': 213, 'value': '1.65'}, {'id': 4972295357, 'qualifierId': 212, 'value': '5.5'}, {'id': 4972295351, 'qualifierId': 56, 'value': 'Center'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;89,9;1,65;25,1;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;89,9;25,1;;;;;;;;0;7;20;Vancouver Whitecaps II;440;DR;1,0
2676790597;72;61;1;7;22;eo64tqkioegeb09iice2hf8bt;1;13,3;81,7;2024-04-22T03:10:32.771Z;2024-04-22T03:10:32Z;[{'id': 4972295365, 'qualifierId': 56, 'value': 'Back'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;cea2ao8lx8dw3jdjtpqfhdhck;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;22;Tacoma Defiance;442;DC;1,0
2676790601;73;43;1;7;23;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-04-22T03:10:34.179Z;2024-04-26T14:57:25Z;[{'id': 4980221529, 'qualifierId': 144, 'value': '49'}];34wufspo6zerdhewo82hbszmy;R. Priso;;cea2ao8lx8dw3jdjtpqfhdhck;Deleted event;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;23;Tacoma Defiance;443;MC;1,0
2676790605;74;12;1;7;25;eo64tqkioegeb09iice2hf8bt;1;2,9;69,6;2024-04-22T03:10:35.845Z;2024-04-22T03:10:37Z;[{'id': 4972295393, 'qualifierId': 212, 'value': '22.0'}, {'id': 4972295391, 'qualifierId': 141, 'value': '100.0'}, {'id': 4972295387, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295401, 'qualifierId': 167}, {'id': 4972295389, 'qualifierId': 140, 'value': '3.2'}, {'id': 4972295395, 'qualifierId': 213, 'value': '1.56'}];34wufspo6zerdhewo82hbszmy;R. Priso;;cea2ao8lx8dw3jdjtpqfhdhck;Clearance;;;;;;;;;;;3,2;1,56;100,0;22,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;3,2;100,0;;;;;;;;0;7;25;Tacoma Defiance;445;MC;1,0
2676790607;75;5;1;7;25;eo64tqkioegeb09iice2hf8bt;0;7,2;102,0;2024-04-22T03:10:36.032Z;2024-04-22T03:25:24Z;[{'id': 4972295399, 'qualifierId': 347}, {'id': 4972295413, 'qualifierId': 233, 'value': '100'}, {'id': 4972295397, 'qualifierId': 56, 'value': 'Back'}];34wufspo6zerdhewo82hbszmy;R. Priso;;cea2ao8lx8dw3jdjtpqfhdhck;Out;;;;;;;;;;;;;;;;;;;100,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;25;Tacoma Defiance;445;MC;1,0
2676790609;100;5;1;7;25;5icuo8utnztpsd9l03gdd68dl;1;92,8;-2,0;2024-04-22T03:10:36.032Z;2024-04-22T03:10:37Z;[{'id': 4972295407, 'qualifierId': 233, 'value': '75'}, {'id': 4972295405, 'qualifierId': 347}, {'id': 4972295403, 'qualifierId': 56, 'value': 'Right'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;cea2ao8lx8dw3jdjtpqfhdhck;Out;;;;;;;;;;;;;;;;;;;75,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;25;Vancouver Whitecaps II;445;DR;1,0
2676790631;101;1;1;7;35;5icuo8utnztpsd9l03gdd68dl;1;92,4;0,0;2024-04-22T03:10:46.096Z;2024-04-22T03:10:50Z;[{'id': 4972295533, 'qualifierId': 213, 'value': '1.75'}, {'id': 4972295523, 'qualifierId': 107}, {'id': 4972295527, 'qualifierId': 140, 'value': '89.2'}, {'id': 4972295531, 'qualifierId': 212, 'value': '19.1'}, {'id': 4972295529, 'qualifierId': 141, 'value': '26.0'}, {'id': 4972295525, 'qualifierId': 56, 'value': 'Center'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;89,2;1,75;26,0;19,1;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;89,2;26,0;;;;;;;;0;7;35;Vancouver Whitecaps II;455;DR;1,0
2676790637;102;50;1;7;39;5icuo8utnztpsd9l03gdd68dl;1;89,0;25,6;2024-04-22T03:10:49.746Z;2024-04-22T03:10:51Z;[{'id': 4972295555, 'qualifierId': 233, 'value': '76'}, {'id': 4972295545, 'qualifierId': 56, 'value': 'Center'}, {'id': 4972295547, 'qualifierId': 286}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;cea2ao8lx8dw3jdjtpqfhdhck;Dispossessed;;;;;;;;;;;;;;;;;;;76,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;39;Vancouver Whitecaps II;459;AMR;1,0
2676790635;76;7;1;7;39;eo64tqkioegeb09iice2hf8bt;0;11,0;74,4;2024-04-22T03:10:49.747Z;2024-04-26T14:57:41Z;[{'id': 4972295551, 'qualifierId': 233, 'value': '102'}, {'id': 4972295543, 'qualifierId': 285}, {'id': 4980221637, 'qualifierId': 385}, {'id': 4972295541, 'qualifierId': 56, 'value': 'Back'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;cea2ao8lx8dw3jdjtpqfhdhck;Tackle;;;;;;;;;;;;;;;;;;1,0;102,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;39;Tacoma Defiance;459;DC;1,0
2676790639;103;1;1;7;41;5icuo8utnztpsd9l03gdd68dl;0;94,4;24,2;2024-04-22T03:10:51.586Z;2024-04-26T14:57:49Z;[{'id': 4972295559, 'qualifierId': 2}, {'id': 4972295565, 'qualifierId': 140, 'value': '92.6'}, {'id': 4972295571, 'qualifierId': 213, 'value': '1.70'}, {'id': 4980221705, 'qualifierId': 225}, {'id': 4972295563, 'qualifierId': 56, 'value': 'Center'}, {'id': 4980221707, 'qualifierId': 386}, {'id': 4980221709, 'qualifierId': 20}, {'id': 4972295567, 'qualifierId': 141, 'value': '46.2'}, {'id': 4972295569, 'qualifierId': 212, 'value': '15.1'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;92,6;1,7;46,2;15,1;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;92,6;46,2;;;;;;;;0;7;41;Vancouver Whitecaps II;461;MC;1,0
2676790645;77;49;1;7;44;eo64tqkioegeb09iice2hf8bt;1;6,2;60,2;2024-04-22T03:10:54.595Z;2024-04-22T04:02:28Z;[];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cea2ao8lx8dw3jdjtpqfhdhck;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;44;Tacoma Defiance;464;DC;1,0
2676790651;78;12;1;7;45;eo64tqkioegeb09iice2hf8bt;1;6,2;60,2;2024-04-22T03:10:55.732Z;2024-04-22T04:02:32Z;[{'id': 4972295595, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295603, 'qualifierId': 213, 'value': '0.64'}, {'id': 4972295611, 'qualifierId': 233, 'value': '104'}, {'id': 4972295599, 'qualifierId': 141, 'value': '72.3'}, {'id': 4972295597, 'qualifierId': 140, 'value': '16.8'}, {'id': 4972295609, 'qualifierId': 397}, {'id': 4972295601, 'qualifierId': 212, 'value': '13.8'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cea2ao8lx8dw3jdjtpqfhdhck;Clearance;;;;;;;;;;;16,8;0,64;72,3;13,8;;;;;104,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;16,8;72,3;;;;;;;;0;7;45;Tacoma Defiance;465;DC;1,0
2676790647;104;74;1;7;45;5icuo8utnztpsd9l03gdd68dl;1;92,6;29,8;2024-04-22T03:10:55.733Z;2024-04-22T04:05:09Z;[{'id': 4972295587, 'qualifierId': 397}, {'id': 4972295617, 'qualifierId': 233, 'value': '78'}, {'id': 4972295585, 'qualifierId': 285}, {'id': 4972295583, 'qualifierId': 56, 'value': 'Center'}];b0xuwec3m6rvxwx7gygv34o6i;G. Miglietti;;cea2ao8lx8dw3jdjtpqfhdhck;Blocked Pass;;;;;;;;;;;;;;;;;;1,0;78,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;45;Vancouver Whitecaps II;465;FW;1,0
2676790731;84;12;1;7;46;eo64tqkioegeb09iice2hf8bt;1;12,3;75,1;2024-04-22T03:10:57.291Z;2024-04-22T04:05:15Z;[{'id': 4972296049, 'qualifierId': 140, 'value': '14.1'}, {'id': 4972296053, 'qualifierId': 212, 'value': '3.8'}, {'id': 4972296047, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972296051, 'qualifierId': 141, 'value': '80.0'}, {'id': 4972296055, 'qualifierId': 213, 'value': '1.05'}];34wufspo6zerdhewo82hbszmy;R. Priso;;cea2ao8lx8dw3jdjtpqfhdhck;Clearance;;;;;;;;;;;14,1;1,05;80,0;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;14,1;80,0;;;;;;;;0;7;46;Tacoma Defiance;466;MC;1,0
2676790695;108;61;1;7;47;5icuo8utnztpsd9l03gdd68dl;1;7,2;40,7;2024-04-22T03:10:57.765Z;2024-04-22T04:05:17Z;[{'id': 4972295869, 'qualifierId': 56, 'value': 'Back'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;cea2ao8lx8dw3jdjtpqfhdhck;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;47;Vancouver Whitecaps II;467;AMR;1,0
2676790655;79;5;1;7;48;eo64tqkioegeb09iice2hf8bt;1;14,0;101,7;2024-04-22T03:10:58.528Z;2024-04-22T03:25:24Z;[{'id': 4972295621, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295625, 'qualifierId': 233, 'value': '105'}, {'id': 4972295623, 'qualifierId': 347}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;cea2ao8lx8dw3jdjtpqfhdhck;Out;;;;;;;;;;;;;;;;;;;105,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;7;48;Tacoma Defiance;468;DC;1,0
2676790649;105;5;1;7;48;5icuo8utnztpsd9l03gdd68dl;0;86,0;-1,7;2024-04-22T03:10:58.528Z;2024-04-22T03:11:04Z;[{'id': 4972295631, 'qualifierId': 233, 'value': '79'}, {'id': 4972295591, 'qualifierId': 56, 'value': 'Right'}, {'id': 4972295593, 'qualifierId': 347}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;cea2ao8lx8dw3jdjtpqfhdhck;Out;;;;;;;;;;;;;;;;;;;79,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;48;Vancouver Whitecaps II;468;DR;1,0
2676790667;80;1;1;7;53;eo64tqkioegeb09iice2hf8bt;1;18,9;100,0;2024-04-22T03:11:03.539Z;2024-04-22T03:11:11Z;[{'id': 4972295709, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295713, 'qualifierId': 141, 'value': '71.1'}, {'id': 4972295707, 'qualifierId': 107}, {'id': 4972295717, 'qualifierId': 213, 'value': '4.59'}, {'id': 4972295711, 'qualifierId': 140, 'value': '16.5'}, {'id': 4972295715, 'qualifierId': 212, 'value': '21.0'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;16,5;4,59;71,1;21,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;16,5;71,1;;;;;;;;0;7;53;Tacoma Defiance;473;DML;1,0
2676790671;81;1;1;8;1;eo64tqkioegeb09iice2hf8bt;1;23,8;54,2;2024-04-22T03:11:11.764Z;2024-04-22T04:02:51Z;[{'id': 4972295753, 'qualifierId': 141, 'value': '39.7'}, {'id': 4972295749, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295757, 'qualifierId': 213, 'value': '5.04'}, {'id': 4972295751, 'qualifierId': 140, 'value': '27.0'}, {'id': 4972295755, 'qualifierId': 212, 'value': '10.4'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;27,0;5,04;39,7;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;27,0;39,7;;;;;;;;0;8;1;Tacoma Defiance;481;DC;1,0
2676790679;82;1;1;8;5;eo64tqkioegeb09iice2hf8bt;1;27,9;41,2;2024-04-22T03:11:16.003Z;2024-04-22T03:11:18Z;[{'id': 4972295793, 'qualifierId': 141, 'value': '57.9'}, {'id': 4972295789, 'qualifierId': 56, 'value': 'Back'}, {'id': 4972295797, 'qualifierId': 213, 'value': '1.93'}, {'id': 4972295791, 'qualifierId': 140, 'value': '23.9'}, {'id': 4972295795, 'qualifierId': 212, 'value': '12.1'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;cea2ao8lx8dw3jdjtpqfhdhck;Pass;;;;;;;;;;;23,9;1,93;57,9;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;23,9;57,9;;;;;;;;0;8;5;Tacoma Defiance;485;MC;1,0
