id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_PlayerPosition;value_TeamFormation;value_JerseyNumber;value_Captain;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Zone;value_Angle;value_PassEndX;value_Length;value_LongBall;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_IntendedTackleTarget;value_PullBack;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_Cross;value_InSwinger;value_BlockedY;value_GoalmouthZ;value_OutOfBoxCentre;value_LeftFooted;value_FromCorner;value_BlockedX;value_GoalmouthY;value_FirstTouch;value_Assisted;value_LowCentre;value_IndividualPlay;value_RelatedEventId;value_Collected;value_Hands;value_Diving;value_Launch;value_DeletedEventType;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_HeadPass;value_AttemptedTackle;value_LayOff;value_IntentionalAssist;value_Assist;value_GkX;value_RightFooted;value_RegularPlay;value_GkY;value_Blocked;value_DefBlock;value_KeeperThrow;value_NextEventGoalKick;value_GoalKick;value_Low;value_OverArm;value_Shove/Push;value_BoxLeft;value_Head;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_BoxCentre;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_LowLeft;value_CloseLeft;value_SwerveRight;value_Injury;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Straight;value_NotPastGoalLine;value_NotAssisted;value_HighRight;value_FreeKick;value_Standing;value_ParriedSafe;value_CaptainChange;value_HighLeft;value_FastBreak;value_LeadingToGoal;value_RelatedError1Id;value_LowRight;value_FollowsADribble;value_HighClaim;value_RedCard;value_ProfessionalFoulLastMan;value_OverhitCross;value_Minutes;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_SwerveLeft;value_HitRightPost;value_HitWoodwork;value_High;value_EndType;value_Tactical;value_Deflection;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_SmallBoxCentre;value_NotVisible;value_BlockedPass;value_YellowCard;value_RecklessOffence;value_BlockedCross;value_SmallBoxRight;value_FlickOn;value_HighCentre;value_Penalty;value_AerialFoul;value_Volley;value_Overrun;value_DrinksBreak;value_OutSwinger;value_BoxDeepRight;value_GkKickFromHands;value_SixYardBlocked;value_LeadingToAttempt;value_35Centre;value_HitBar;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Saved;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2702179931;188;1;1;23;54;6gaq85erpkvbyxvivd96wuw44;1;76,4;57,5;2024-07-20T19:28:13.915Z;2024-07-20T19:28:17Z;[{'id': 5110992139, 'qualifierId': 56, 'value': 'Center'}, {'id': 5110992141, 'qualifierId': 140, 'value': '89.8'}, {'id': 5110992143, 'qualifierId': 141, 'value': '74.8'}, {'id': 5110992145, 'qualifierId': 212, 'value': '18.3'}, {'id': 5110992147, 'qualifierId': 213, 'value': '0.70'}];1efr6u06hvhm9drygb9qsi92i;T. Ratoviz;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;74,8;;;0,7;89,8;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;89,8;74,8;;;;;;;;0;23;54;Tacoma Defiance;1434;MC;1,0
2702179933;189;50;1;23;57;6gaq85erpkvbyxvivd96wuw44;1;88,6;67,6;2024-07-20T19:28:17.019Z;2024-07-20T19:56:27Z;[{'id': 5110992151, 'qualifierId': 56, 'value': 'Center'}, {'id': 5110992153, 'qualifierId': 286}, {'id': 5111067283, 'qualifierId': 233, 'value': '309'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;e8btgsftudhx89rtc3bsr4sus;Dispossessed;;;;;;;;;;;;;;;;;;309,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;23;57;Tacoma Defiance;1437;FWL;1,0
2702179945;309;7;1;23;57;5icuo8utnztpsd9l03gdd68dl;1;11,4;32,4;2024-07-20T19:28:17.020Z;2024-07-20T19:56:17Z;[{'id': 5110992223, 'qualifierId': 56, 'value': 'Back'}, {'id': 5110992225, 'qualifierId': 285}, {'id': 5110992287, 'qualifierId': 233, 'value': '189'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;e8btgsftudhx89rtc3bsr4sus;Tackle;;;;;;;;;;;;;;;;;;189,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;23;57;Los Angeles II;1437;AMR;1,0
2702179949;310;49;1;23;59;5icuo8utnztpsd9l03gdd68dl;1;10,4;22,6;2024-07-20T19:28:18.892Z;2024-07-20T19:28:19Z;[];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;e8btgsftudhx89rtc3bsr4sus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;23;59;Los Angeles II;1439;AMR;1,0
2702179989;311;1;1;24;1;5icuo8utnztpsd9l03gdd68dl;1;9,2;25,4;2024-07-20T19:28:21.277Z;2024-07-20T19:28:24Z;[{'id': 5110992439, 'qualifierId': 56, 'value': 'Back'}, {'id': 5110992437, 'qualifierId': 155}, {'id': 5110992447, 'qualifierId': 213, 'value': '0.45'}, {'id': 5110992441, 'qualifierId': 140, 'value': '36.4'}, {'id': 5110992445, 'qualifierId': 212, 'value': '31.7'}, {'id': 5110992443, 'qualifierId': 141, 'value': '45.7'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;45,7;;;0,45;36,4;31,7;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;36,4;45,7;;;;;;;;0;24;1;Los Angeles II;1441;AMR;1,0
2702180003;312;1;1;24;4;5icuo8utnztpsd9l03gdd68dl;1;36,4;45,7;2024-07-20T19:28:24.156Z;2024-07-20T19:28:25Z;[{'id': 5110992535, 'qualifierId': 156}, {'id': 5110992513, 'qualifierId': 213, 'value': '2.40'}, {'id': 5110992503, 'qualifierId': 3}, {'id': 5110992509, 'qualifierId': 141, 'value': '60.1'}, {'id': 5110992511, 'qualifierId': 212, 'value': '14.4'}, {'id': 5110992507, 'qualifierId': 140, 'value': '26.3'}, {'id': 5110992505, 'qualifierId': 56, 'value': 'Back'}];3y5rrahty1k0l1hnww3bcozmy;O. De Rosario;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;60,1;;;2,4;26,3;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;26,3;60,1;;;;;;;;0;24;4;Los Angeles II;1444;FW;1,0
2702180025;313;1;1;24;7;5icuo8utnztpsd9l03gdd68dl;1;26,9;60,7;2024-07-20T19:28:26.684Z;2024-07-20T19:56:26Z;[{'id': 5110992657, 'qualifierId': 213, 'value': '1.15'}, {'id': 5110992653, 'qualifierId': 141, 'value': '72.4'}, {'id': 5110992655, 'qualifierId': 212, 'value': '8.7'}, {'id': 5110992651, 'qualifierId': 140, 'value': '30.3'}, {'id': 5110992649, 'qualifierId': 56, 'value': 'Back'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;72,4;;;1,15;30,3;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;30,3;72,4;;;;;;;;0;24;7;Los Angeles II;1447;MC;1,0
2702180033;190;83;1;24;7;6gaq85erpkvbyxvivd96wuw44;0;68,4;32,7;2024-07-20T19:28:27.300Z;2024-07-20T19:33:18Z;[{'id': 5111005641, 'qualifierId': 399, 'value': 'e5oov2tctv9yrbh5uldfyrey2'}];24rxb4eeoakxkmritog6a7x90;S. Nixon;;;e8btgsftudhx89rtc3bsr4sus;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;24;7;Tacoma Defiance;1447;DR;1,0
2702180031;314;1;1;24;8;5icuo8utnztpsd9l03gdd68dl;1;35,8;77,7;2024-07-20T19:28:27.945Z;2024-07-20T19:56:35Z;[{'id': 5111067449, 'qualifierId': 213, 'value': '3.68'}, {'id': 5110992693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5111067447, 'qualifierId': 212, 'value': '8.8'}, {'id': 5111067443, 'qualifierId': 140, 'value': '28.6'}, {'id': 5111067445, 'qualifierId': 141, 'value': '71.1'}];e5oov2tctv9yrbh5uldfyrey2;D. Teves;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;71,1;;;3,68;28,6;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;28,6;71,1;;;;;;;;0;24;8;Los Angeles II;1448;AML;1,0
2702180053;315;1;1;24;11;5icuo8utnztpsd9l03gdd68dl;0;27,8;66,7;2024-07-20T19:28:30.428Z;2024-07-20T19:28:31Z;[{'id': 5110992783, 'qualifierId': 140, 'value': '38.6'}, {'id': 5110992785, 'qualifierId': 141, 'value': '86.0'}, {'id': 5110992779, 'qualifierId': 155}, {'id': 5110992781, 'qualifierId': 56, 'value': 'Back'}, {'id': 5110992787, 'qualifierId': 212, 'value': '17.3'}, {'id': 5110992789, 'qualifierId': 213, 'value': '0.86'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;86,0;;;0,86;38,6;17,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;38,6;86,0;;;;;;;;0;24;11;Los Angeles II;1451;MC;1,0
2702180065;191;49;1;24;13;6gaq85erpkvbyxvivd96wuw44;1;53,2;13,5;2024-07-20T19:28:32.795Z;2024-07-20T19:28:32Z;[];e2912gyiutvn3aky0z9ijz384;A. Sanders;;;e8btgsftudhx89rtc3bsr4sus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;24;13;Tacoma Defiance;1453;DL;1,0
2702180073;192;1;1;24;13;6gaq85erpkvbyxvivd96wuw44;1;53,2;13,5;2024-07-20T19:28:33.004Z;2024-07-20T19:28:33Z;[{'id': 5110992887, 'qualifierId': 56, 'value': 'Right'}, {'id': 5110992889, 'qualifierId': 140, 'value': '67.2'}, {'id': 5110992891, 'qualifierId': 141, 'value': '7.6'}, {'id': 5110992893, 'qualifierId': 212, 'value': '15.2'}, {'id': 5110992895, 'qualifierId': 213, 'value': '6.02'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;7,6;;;6,02;67,2;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;67,2;7,6;;;;;;;;0;24;13;Tacoma Defiance;1453;DL;1,0
2702180083;193;1;1;24;14;6gaq85erpkvbyxvivd96wuw44;1;67,2;7,6;2024-07-20T19:28:33.804Z;2024-07-20T19:28:35Z;[{'id': 5110992991, 'qualifierId': 140, 'value': '59.5'}, {'id': 5110992993, 'qualifierId': 141, 'value': '31.8'}, {'id': 5110992995, 'qualifierId': 212, 'value': '18.3'}, {'id': 5110992997, 'qualifierId': 213, 'value': '2.03'}, {'id': 5110992989, 'qualifierId': 56, 'value': 'Center'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;31,8;;;2,03;59,5;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;59,5;31,8;;;;;;;;0;24;14;Tacoma Defiance;1454;FWR;1,0
2702180113;194;1;1;24;16;6gaq85erpkvbyxvivd96wuw44;1;59,5;31,8;2024-07-20T19:28:35.723Z;2024-07-20T19:28:39Z;[{'id': 5110993149, 'qualifierId': 56, 'value': 'Center'}, {'id': 5110993157, 'qualifierId': 213, 'value': '1.66'}, {'id': 5110993151, 'qualifierId': 140, 'value': '57.0'}, {'id': 5110993155, 'qualifierId': 212, 'value': '28.5'}, {'id': 5110993153, 'qualifierId': 141, 'value': '73.5'}];do2o6ka25talswmmillufejqi;D. Rosales;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;73,5;;;1,66;57,0;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;57,0;73,5;;;;;;;;0;24;16;Tacoma Defiance;1456;MC;1,0
2702180129;195;1;1;24;19;6gaq85erpkvbyxvivd96wuw44;1;57,0;73,5;2024-07-20T19:28:39.260Z;2024-07-20T19:28:41Z;[{'id': 5110993227, 'qualifierId': 213, 'value': '0.44'}, {'id': 5110993221, 'qualifierId': 140, 'value': '77.2'}, {'id': 5110993223, 'qualifierId': 141, 'value': '88.3'}, {'id': 5110993225, 'qualifierId': 212, 'value': '23.5'}, {'id': 5110993219, 'qualifierId': 56, 'value': 'Left'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;88,3;;;0,44;77,2;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;77,2;88,3;;;;;;;;0;24;19;Tacoma Defiance;1459;DC;1,0
2702180141;196;1;1;24;22;6gaq85erpkvbyxvivd96wuw44;1;77,8;86,9;2024-07-20T19:28:41.419Z;2024-07-20T19:28:44Z;[{'id': 5110993341, 'qualifierId': 212, 'value': '12.0'}, {'id': 5110993335, 'qualifierId': 56, 'value': 'Left'}, {'id': 5110993337, 'qualifierId': 140, 'value': '66.4'}, {'id': 5110993339, 'qualifierId': 141, 'value': '87.4'}, {'id': 5110993343, 'qualifierId': 213, 'value': '3.11'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;87,4;;;3,11;66,4;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;66,4;87,4;;;;;;;;0;24;22;Tacoma Defiance;1462;FWL;1,0
2702180165;197;1;1;24;25;6gaq85erpkvbyxvivd96wuw44;1;66,1;84,2;2024-07-20T19:28:44.315Z;2024-07-20T19:28:47Z;[{'id': 5110993501, 'qualifierId': 212, 'value': '13.0'}, {'id': 5110993495, 'qualifierId': 56, 'value': 'Left'}, {'id': 5110993499, 'qualifierId': 141, 'value': '91.4'}, {'id': 5110993497, 'qualifierId': 140, 'value': '77.6'}, {'id': 5110993503, 'qualifierId': 213, 'value': '0.39'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;91,4;;;0,39;77,6;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;77,6;91,4;;;;;;;;0;24;25;Tacoma Defiance;1465;DC;1,0
2702180179;198;1;1;24;28;6gaq85erpkvbyxvivd96wuw44;0;77,4;89,3;2024-07-20T19:28:47.659Z;2024-07-20T19:28:49Z;[{'id': 5110993569, 'qualifierId': 140, 'value': '89.7'}, {'id': 5110993567, 'qualifierId': 56, 'value': 'Center'}, {'id': 5110993573, 'qualifierId': 212, 'value': '16.9'}, {'id': 5110993575, 'qualifierId': 213, 'value': '5.58'}, {'id': 5110993571, 'qualifierId': 141, 'value': '73.3'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;73,3;;;5,58;89,7;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;89,7;73,3;;;;;;;;0;24;28;Tacoma Defiance;1468;FWL;1,0
2702180193;316;12;1;24;30;5icuo8utnztpsd9l03gdd68dl;1;10,8;30,5;2024-07-20T19:28:49.932Z;2024-07-20T19:28:56Z;[{'id': 5110993651, 'qualifierId': 213, 'value': '5.97'}, {'id': 5110993649, 'qualifierId': 212, 'value': '39.4'}, {'id': 5110993647, 'qualifierId': 141, 'value': '12.9'}, {'id': 5110993645, 'qualifierId': 140, 'value': '46.6'}, {'id': 5110993643, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e8btgsftudhx89rtc3bsr4sus;Clearance;;;;;;;;;;12,9;;;5,97;46,6;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;46,6;12,9;;;;;;;;0;24;30;Los Angeles II;1470;DL;1,0
2702180195;317;43;1;24;31;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-07-20T19:28:50.669Z;2024-07-20T19:28:54Z;[{'id': 5110993777, 'qualifierId': 144, 'value': '5'}, {'id': 5110993655, 'qualifierId': 347, 'value': '0'}, {'id': 5110993653, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e8btgsftudhx89rtc3bsr4sus;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;24;31;Los Angeles II;1471;DL;1,0
2702180289;199;1;1;24;37;6gaq85erpkvbyxvivd96wuw44;1;43,5;77,3;2024-07-20T19:28:56.779Z;2024-07-20T19:29:03Z;[{'id': 5110994213, 'qualifierId': 213, 'value': '4.78'}, {'id': 5110994205, 'qualifierId': 56, 'value': 'Back'}, {'id': 5110994207, 'qualifierId': 140, 'value': '45.3'}, {'id': 5110994209, 'qualifierId': 141, 'value': '36.0'}, {'id': 5110994211, 'qualifierId': 212, 'value': '28.1'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;36,0;;;4,78;45,3;28,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;45,3;36,0;;;;;;;;0;24;37;Tacoma Defiance;1477;DC;1,0
2702180307;200;1;1;24;43;6gaq85erpkvbyxvivd96wuw44;1;53,6;30,7;2024-07-20T19:29:03.083Z;2024-07-20T19:29:05Z;[{'id': 5110994319, 'qualifierId': 212, 'value': '12.3'}, {'id': 5110994317, 'qualifierId': 141, 'value': '29.1'}, {'id': 5110994313, 'qualifierId': 56, 'value': 'Center'}, {'id': 5110994315, 'qualifierId': 140, 'value': '65.3'}, {'id': 5110994321, 'qualifierId': 213, 'value': '6.19'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;29,1;;;6,19;65,3;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;65,3;29,1;;;;;;;;0;24;43;Tacoma Defiance;1483;DL;1,0
2702180327;201;1;1;24;45;6gaq85erpkvbyxvivd96wuw44;1;65,3;29,1;2024-07-20T19:29:05.243Z;2024-07-20T19:29:07Z;[{'id': 5110994457, 'qualifierId': 141, 'value': '19.5'}, {'id': 5110994459, 'qualifierId': 212, 'value': '6.5'}, {'id': 5110994447, 'qualifierId': 56, 'value': 'Right'}, {'id': 5110994453, 'qualifierId': 140, 'value': '65.8'}, {'id': 5110994461, 'qualifierId': 213, 'value': '4.79'}];3v3b0z3d5czty8zcxrhy5uyac;N. Sullivan;;;e8btgsftudhx89rtc3bsr4sus;Pass;;;;;;;;;;19,5;;;4,79;65,8;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;65,8;19,5;;;;;;;;0;24;45;Tacoma Defiance;1485;FW;1,0
2702180331;202;61;1;24;47;6gaq85erpkvbyxvivd96wuw44;0;65,8;19,5;2024-07-20T19:29:06.715Z;2024-07-20T19:29:07Z;[{'id': 5110994487, 'qualifierId': 56, 'value': 'Right'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;e8btgsftudhx89rtc3bsr4sus;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;;0;24;47;Tacoma Defiance;1487;MC;1,0
2702180339;318;49;1;24;48;5icuo8utnztpsd9l03gdd68dl;1;19,1;83,7;2024-07-20T19:29:07.308Z;2024-07-20T19:29:07Z;[];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;e8btgsftudhx89rtc3bsr4sus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;24;48;Los Angeles II;1488;DC;1,0
