id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_Captain;value_TeamFormation;value_Involved;value_DirectionOfPlay;value_Length;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Offensive;value_OppositeRelatedEventId;value_BlockedPass;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_Launch;value_IntendedTackleTarget;value_DeletedEventType;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_Chipped;value_RightFooted;value_OutSwinger;value_Cross;value_BlockedCross;value_Right;value_Left;value_CornerTaken;value_ThroughBall;value_MediumGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_LeadingToAttempt;value_IntentionalAssist;value_Assist;value_Assisted;value_BoxRight;value_RelatedError1Id;value_IndividualPlay;value_RegularPlay;value_CloseLeft;value_GkY;value_SwerveLeft;value_GoalmouthZ;value_GkX;value_GoalmouthY;value_RelatedEventId;value_NextEventGoalKick;value_NotVisible;value_Low;value_GoalKick;value_ShirtPull/Holding;value_AttemptedTackle;value_SwitchOfPlay;value_TouchTypeControl;value_TouchTypeClearance;value_HeadPass;value_TouchTypePass;value_TakeOnSpace;value_Overrun;value_LeftFooted;value_Head;value_PullBack;value_BoxDeepLeft;value_FirstTouch;value_FromCorner;value_LayOff;value_OutOfPlay;value_FlickOn;value_Handball;value_YellowCard;value_NotRetreating;value_RecklessOffence;value_TakeOnOvertake;value_FollowsADribble;value_BigChance;value_GoalShotGameClock;value_GkXTimeOfGoal;value_LowCentre;value_SmallBoxLeft;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_BlockedX;value_BoxCentre;value_LowRight;value_BlockedY;value_Blocked;value_DefBlock;value_SwerveRight;value_InSwinger;value_OtherBodyPart;value_SixYardBlocked;value_SmallBoxRight;value_IncorrectOutOfPlayDecision;value_CloseRightAndHigh;value_OutOfBoxCentre;value_LowGkIntervention;value_ParriedSafe;value_Hands;value_Diving;value_Stooping;value_Collected;value_BoxLeft;value_CloseRight;value_FastBreak;value_Defensive1V1;value_PersistentInfringement;value_HighClaim;value_HighGkIntervention;value_Minutes;value_EndType;value_OverArm;value_ThrowInSetPiece;value_NotAssisted;value_Strong;value_High;value_NotPastGoalLine;value_SmallBoxCentre;value_ParriedDanger;value_Standing;value_Dissent;value_HighRight;value_OverhitCross;value_HighLeft;value_SetPiece;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_GkKickFromHands;value_Injury;value_InjuredPlayerId;value_MisHit;value_Feet;value_Sliding;value_FreeKick;value_CloseHigh;value_LowLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2669699065;958;1;2;92;39;5icuo8utnztpsd9l03gdd68dl;1;48,4;47,9;2024-04-08T01:54:52.064Z;2024-04-12T15:36:07Z;[{'id': 4934109381, 'qualifierId': 56, 'value': 'Center'}, {'id': 4934109389, 'qualifierId': 213, 'value': '5.59'}, {'id': 4934109385, 'qualifierId': 141, 'value': '34.3'}, {'id': 4934109379, 'qualifierId': 3}, {'id': 4934109387, 'qualifierId': 212, 'value': '14.5'}, {'id': 4934109383, 'qualifierId': 140, 'value': '59.0'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;14,5;59,0;;5,59;34,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;59,0;34,3;;;;;;;0;0;92;39;Los Angeles II;5559;MC;1,0
2671136437;1042;1;2;92;41;5icuo8utnztpsd9l03gdd68dl;0;66,7;28,2;2024-04-08T01:54:54.305Z;2024-04-12T14:39:17Z;[{'id': 4941779323, 'qualifierId': 141, 'value': '42.7'}, {'id': 4941779327, 'qualifierId': 213, 'value': '0.84'}, {'id': 4941779317, 'qualifierId': 3}, {'id': 4941779325, 'qualifierId': 212, 'value': '13.2'}, {'id': 4941779319, 'qualifierId': 56, 'value': 'Center'}, {'id': 4941779321, 'qualifierId': 140, 'value': '75.1'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;13,2;75,1;;0,84;42,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;75,1;42,7;;;;;;;0;0;92;41;Los Angeles II;5561;Sub;1,0
2669699043;971;1;2;92;43;6gaq85erpkvbyxvivd96wuw44;0;32,5;50,9;2024-04-08T01:54:56.294Z;2024-04-08T01:54:57Z;[{'id': 4934109255, 'qualifierId': 56, 'value': 'Back'}, {'id': 4934109257, 'qualifierId': 140, 'value': '47.5'}, {'id': 4934109263, 'qualifierId': 213, 'value': '0.05'}, {'id': 4934109253, 'qualifierId': 3}, {'id': 4934109261, 'qualifierId': 212, 'value': '15.8'}, {'id': 4934109259, 'qualifierId': 141, 'value': '52.1'}];1flsu0b92eflc2wkg9m1wwufo;J. Romero;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;15,8;47,5;;0,05;52,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;47,5;52,1;;;;;;;0;0;92;43;Tacoma Defiance;5563;DL;1,0
2671136479;1043;1;2;92;43;5icuo8utnztpsd9l03gdd68dl;0;52,0;43,5;2024-04-08T01:54:56.318Z;2024-04-12T14:39:53Z;[{'id': 4941779603, 'qualifierId': 213, 'value': '5.80'}, {'id': 4941779593, 'qualifierId': 3}, {'id': 4941779597, 'qualifierId': 140, 'value': '64.9'}, {'id': 4941779599, 'qualifierId': 141, 'value': '33.1'}, {'id': 4941779601, 'qualifierId': 212, 'value': '15.3'}, {'id': 4941779595, 'qualifierId': 56, 'value': 'Center'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;15,3;64,9;;5,8;33,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;64,9;33,1;;;;;;;0;0;92;43;Los Angeles II;5563;MC;1,0
2669699085;973;61;2;92;48;6gaq85erpkvbyxvivd96wuw44;0;38,4;66,3;2024-04-08T01:55:01.455Z;2024-04-08T02:16:38Z;[{'id': 4934109551, 'qualifierId': 56, 'value': 'Back'}];do2o6ka25talswmmillufejqi;D. Rosales;;;c25k5v1hoa05r4u6jd9ksrg2c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;92;48;Tacoma Defiance;5568;MC;1,0
2669699075;959;4;2;92;50;5icuo8utnztpsd9l03gdd68dl;1;63,6;34,3;2024-04-08T01:55:03.318Z;2024-04-08T01:55:06Z;[{'id': 4934109479, 'qualifierId': 10}, {'id': 4934109541, 'qualifierId': 233, 'value': '972'}, {'id': 4934109481, 'qualifierId': 56, 'value': 'Center'}, {'id': 4934109483, 'qualifierId': 152}, {'id': 4934109487, 'qualifierId': 286}, {'id': 4934109485, 'qualifierId': 265}];;;;;c25k5v1hoa05r4u6jd9ksrg2c;Foul;;;;;;;;;;;;;;;;1,0;972,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;92;50;Los Angeles II;5570;;
2669699071;972;4;2;92;50;6gaq85erpkvbyxvivd96wuw44;0;36,4;65,7;2024-04-08T01:55:03.319Z;2024-04-08T01:59:32Z;[{'id': 4934109515, 'qualifierId': 265}, {'id': 4934109507, 'qualifierId': 10}, {'id': 4934109569, 'qualifierId': 233, 'value': '959'}, {'id': 4934109517, 'qualifierId': 285}, {'id': 4934109513, 'qualifierId': 152}, {'id': 4934109509, 'qualifierId': 56, 'value': 'Back'}];do2o6ka25talswmmillufejqi;D. Rosales;;;c25k5v1hoa05r4u6jd9ksrg2c;Foul;;;;;;;;;;;;;;;;;959,0;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;92;50;Tacoma Defiance;5570;MC;1,0
2669699103;960;1;2;92;58;5icuo8utnztpsd9l03gdd68dl;1;64,0;38,5;2024-04-08T01:55:10.713Z;2024-04-08T01:55:13Z;[{'id': 4934109727, 'qualifierId': 141, 'value': '8.0'}, {'id': 4934109723, 'qualifierId': 56, 'value': 'Right'}, {'id': 4934109721, 'qualifierId': 152}, {'id': 4934109731, 'qualifierId': 213, 'value': '4.46'}, {'id': 4934109729, 'qualifierId': 212, 'value': '21.4'}, {'id': 4934109725, 'qualifierId': 140, 'value': '58.9'}, {'id': 4934109719, 'qualifierId': 5}];7ajceczjsu9ci4nqv9gg2860a;F. Daroma;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;21,4;58,9;;4,46;8,0;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;58,9;8,0;;;;;;;0;0;92;58;Los Angeles II;5578;MC;1,0
2669699111;961;1;2;93;0;5icuo8utnztpsd9l03gdd68dl;1;57,8;8,8;2024-04-08T01:55:13.049Z;2024-04-08T01:55:15Z;[{'id': 4934109777, 'qualifierId': 212, 'value': '17.4'}, {'id': 4934109773, 'qualifierId': 140, 'value': '74.0'}, {'id': 4934109771, 'qualifierId': 56, 'value': 'Right'}, {'id': 4934109779, 'qualifierId': 213, 'value': '6.08'}, {'id': 4934109775, 'qualifierId': 141, 'value': '3.7'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;17,4;74,0;;6,08;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;74,0;3,7;;;;;;;0;0;93;0;Los Angeles II;5580;DR;1,0
2669699137;962;1;2;93;2;5icuo8utnztpsd9l03gdd68dl;1;74,0;3,7;2024-04-08T01:55:15.033Z;2024-04-08T01:55:21Z;[{'id': 4934109931, 'qualifierId': 140, 'value': '84.7'}, {'id': 4934109929, 'qualifierId': 56, 'value': 'Right'}, {'id': 4934109937, 'qualifierId': 213, 'value': '0.16'}, {'id': 4934109935, 'qualifierId': 212, 'value': '11.4'}, {'id': 4934109933, 'qualifierId': 141, 'value': '6.4'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;c25k5v1hoa05r4u6jd9ksrg2c;Pass;;;;;;;;;;11,4;84,7;;0,16;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;84,7;6,4;;;;;;;0;0;93;2;Los Angeles II;5582;Sub;1,0
