id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Resume;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Zone;value_PassEndY;value_Angle;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_Launch;value_Offensive;value_DeletedEventType;value_FlickOn;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Defensive;value_LayOff;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_Cross;value_OutOfPlay;value_Right;value_Left;value_InSwinger;value_CornerTaken;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_BlockedPass;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_GoalmouthZ;value_OutOfBoxCentre;value_LeftFooted;value_FreeKick;value_NotAssisted;value_GkX;value_GoalmouthY;value_GkY;value_HighLeft;value_NotVisible;value_IntendedTackleTarget;value_PlayersCaughtOffside;value_Indirect;value_ShirtPull/Holding;value_Assist;value_RegularPlay;value_GoalShotGameClock;value_BoxLeft;value_IndividualPlay;value_Deflection;value_KeeperTouched;value_LowLeft;value_GoalShotTimestamp;value_Assisted;value_IntentionalAssist;value_FirstTouch;value_BlockedX;value_FromCorner;value_BoxCentre;value_LowRight;value_Head;value_BlockedY;value_Standing;value_Hands;value_Collected;value_KeeperThrow;value_DefBlock;value_HighRight;value_RightFooted;value_HighClaim;value_High;value_Blocked;value_LowCentre;value_SwerveRight;value_CloseLeft;value_PullBack;value_Overrun;value_OverArm;value_CloseRight;value_Injury;value_InjuredPlayerId;value_SwerveLeft;value_Minutes;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_SwitchOfPlay;value_GkKickFromHands;value_Volley;value_TacticalFoul;value_ByWall;value_SetPiece;value_TempShotOn;value_SmallBoxRight;value_SixYardBlocked;value_BlockedCross;value_LeadingToGoal;value_BigChance;value_Penalty;value_PenaltyTakerId;value_Diving;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Dissent;value_OverhitCross;value_NotRetreating;value_RelatedError1Id;value_HighCentre;value_Fumble;value_ParriedDanger;value_OutSwinger;value_NotPastGoalLine;value_FastBreak;value_SecondYellow;value_TimeWasting;value_OutOfBoxDeepLeft;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_WeatherProblem;value_NewStartTime;value_OfficiallyAnnounced;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710823361;398;1;2;52;22;1zgjjyruyufrkh4xjvryqsb1i;1;99,5;0,5;2024-08-18T21:05:03.346Z;2024-08-18T21:05:12Z;[{'id': 5158884681, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158884679, 'qualifierId': 223}, {'id': 5158884689, 'qualifierId': 213, 'value': '1.75'}, {'id': 5158884685, 'qualifierId': 141, 'value': '44.8'}, {'id': 5158884675, 'qualifierId': 6}, {'id': 5158884673, 'qualifierId': 2}, {'id': 5158884683, 'qualifierId': 140, 'value': '94.4'}, {'id': 5158884687, 'qualifierId': 212, 'value': '30.6'}, {'id': 5158884677, 'qualifierId': 155}];d4spt2529fmys8d26x61lk36c;K. LeBlanc;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;94,4;;;44,8;1,75;30,6;;1,0;;;;;;;;;;;;;;;1,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;94,4;44,8;;;;;;;;0;52;22;Toronto II;3142;MR;1,0
2710823369;399;61;2;52;26;1zgjjyruyufrkh4xjvryqsb1i;1;94,5;44,8;2024-08-18T21:05:07.422Z;2024-08-18T21:05:07Z;[{'id': 5158884731, 'qualifierId': 56, 'value': 'Center'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;eq3htncf011l0ji2pj0rvy1as;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;52;26;Toronto II;3146;DC;1,0
2710823433;476;12;2;52;27;29nx7yxy1rdqv2oobqn5pjf8p;1;7,0;52,1;2024-08-18T21:05:08.112Z;2024-08-18T21:05:23Z;[{'id': 5158885143, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158885151, 'qualifierId': 213, 'value': '0.76'}, {'id': 5158885149, 'qualifierId': 212, 'value': '9.5'}, {'id': 5158885147, 'qualifierId': 141, 'value': '61.7'}, {'id': 5158885145, 'qualifierId': 140, 'value': '13.6'}];7q8y6gbmg9j75zgm3nhs3bfh0;L. Olguin;;;eq3htncf011l0ji2pj0rvy1as;Clearance;;;;;;;;;;13,6;;;61,7;0,76;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;13,6;61,7;;;;;;;;0;52;27;Philadelphia Union II;3147;MC;1,0
2710823383;400;13;2;52;28;1zgjjyruyufrkh4xjvryqsb1i;1;86,5;37,7;2024-08-18T21:05:09.264Z;2024-08-18T21:05:17Z;[{'id': 5158885103, 'qualifierId': 74}, {'id': 5158885109, 'qualifierId': 215}, {'id': 5158884827, 'qualifierId': 17}, {'id': 5158885101, 'qualifierId': 121}, {'id': 5158885105, 'qualifierId': 102, 'value': '54.1'}, {'id': 5158885113, 'qualifierId': 230, 'value': '98.1'}, {'id': 5158884903, 'qualifierId': 25}, {'id': 5158884905, 'qualifierId': 72}, {'id': 5158885115, 'qualifierId': 231, 'value': '47.7'}, {'id': 5158885111, 'qualifierId': 458}, {'id': 5158884829, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158885107, 'qualifierId': 103, 'value': '62.5'}];sqm6jwnogmzp7u7rsv3rtel0;J. Johnson;;;eq3htncf011l0ji2pj0rvy1as;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62,5;;1,0;;1,0;98,1;54,1;47,7;;;;;;;;;;;1,0;;;;;;;;;1,0;1,0;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;54,1;62.5;;;;0;52;28;Toronto II;3148;ML;1,0
2710823385;401;5;2;52;29;1zgjjyruyufrkh4xjvryqsb1i;0;101,2;41,4;2024-08-18T21:05:10.384Z;2024-08-18T21:06:27Z;[{'id': 5158884839, 'qualifierId': 346}, {'id': 5158884837, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158888467, 'qualifierId': 233, 'value': '483'}];sqm6jwnogmzp7u7rsv3rtel0;J. Johnson;;;eq3htncf011l0ji2pj0rvy1as;Out;;;;;;;;;;;;;;;;;;;;;;;;483,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;52;29;Toronto II;3149;ML;1,0
2710823939;483;5;2;52;29;29nx7yxy1rdqv2oobqn5pjf8p;1;-1,2;58,6;2024-08-18T21:05:10.384Z;2024-08-18T21:33:45Z;[{'id': 5158888431, 'qualifierId': 346}, {'id': 5158888429, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158888461, 'qualifierId': 233, 'value': '401'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;eq3htncf011l0ji2pj0rvy1as;Out;;;;;;;;;;;;;;;;;;;;;;;;401,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;52;29;Philadelphia Union II;3149;DC;1,0
2710823693;477;1;2;53;4;29nx7yxy1rdqv2oobqn5pjf8p;1;3,9;47,8;2024-08-18T21:05:45.224Z;2024-08-18T21:06:12Z;[{'id': 5158886803, 'qualifierId': 140, 'value': '60.6'}, {'id': 5158886801, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158886809, 'qualifierId': 213, 'value': '6.03'}, {'id': 5158886805, 'qualifierId': 141, 'value': '24.7'}, {'id': 5158886811, 'qualifierId': 1}, {'id': 5158887833, 'qualifierId': 237}, {'id': 5158887829, 'qualifierId': 124}, {'id': 5158886807, 'qualifierId': 212, 'value': '61.6'}];2m7xhno7xnktvmzwa6j7wlgfe;A. Rodriguez;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;60,6;;;24,7;6,03;61,6;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;60,6;24,7;;;;;;;;0;53;4;Philadelphia Union II;3184;GK;1,0
2710823695;478;44;2;53;9;29nx7yxy1rdqv2oobqn5pjf8p;1;65,6;22,5;2024-08-18T21:05:50.152Z;2024-08-18T21:59:53Z;[{'id': 5158886873, 'qualifierId': 233, 'value': '403'}, {'id': 5158886829, 'qualifierId': 286}, {'id': 5158886827, 'qualifierId': 56, 'value': 'Center'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;eq3htncf011l0ji2pj0rvy1as;Aerial;;;;;;;;;;;;;;;;;;;;1,0;;;;403,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;53;9;Philadelphia Union II;3189;FW;1,0
2710823699;403;44;2;53;9;1zgjjyruyufrkh4xjvryqsb1i;0;34,4;77,5;2024-08-18T21:05:50.153Z;2024-08-18T21:59:53Z;[{'id': 5158886839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158886895, 'qualifierId': 233, 'value': '478'}, {'id': 5158886841, 'qualifierId': 285}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;eq3htncf011l0ji2pj0rvy1as;Aerial;;;;;;;;;;;;;;;;;;;;;;;;478,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;53;9;Toronto II;3189;DC;1,0
2710823717;479;1;2;53;9;29nx7yxy1rdqv2oobqn5pjf8p;0;60,4;26,7;2024-08-18T21:05:50.341Z;2024-08-18T21:05:52Z;[{'id': 5158886927, 'qualifierId': 213, 'value': '5.83'}, {'id': 5158886915, 'qualifierId': 3}, {'id': 5158886919, 'qualifierId': 56, 'value': 'Right'}, {'id': 5158886917, 'qualifierId': 168}, {'id': 5158886925, 'qualifierId': 212, 'value': '24.3'}, {'id': 5158886921, 'qualifierId': 140, 'value': '81.2'}, {'id': 5158886923, 'qualifierId': 141, 'value': '11.1'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;81,2;;;11,1;5,83;24,3;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;81,2;11,1;;;;;;;;0;53;9;Philadelphia Union II;3189;FW;1,0
2710823715;404;49;2;53;10;1zgjjyruyufrkh4xjvryqsb1i;1;19,7;85,1;2024-08-18T21:05:51.666Z;2024-08-18T21:05:51Z;[];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;eq3htncf011l0ji2pj0rvy1as;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;53;10;Toronto II;3190;DC;1,0
2710823753;405;1;2;53;13;1zgjjyruyufrkh4xjvryqsb1i;1;19,3;70,2;2024-08-18T21:05:54.562Z;2024-08-18T21:05:56Z;[{'id': 5158887143, 'qualifierId': 141, 'value': '65.1'}, {'id': 5158887141, 'qualifierId': 140, 'value': '3.6'}, {'id': 5158887139, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158887147, 'qualifierId': 213, 'value': '3.35'}, {'id': 5158887145, 'qualifierId': 212, 'value': '16.8'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;3,6;;;65,1;3,35;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;3,6;65,1;;;;;;;;0;53;13;Toronto II;3193;DC;1,0
2710823767;406;1;2;53;15;1zgjjyruyufrkh4xjvryqsb1i;0;4,0;65,4;2024-08-18T21:05:56.226Z;2024-08-18T21:05:58Z;[{'id': 5158887263, 'qualifierId': 1}, {'id': 5158887249, 'qualifierId': 157}, {'id': 5158887255, 'qualifierId': 140, 'value': '56.1'}, {'id': 5158887251, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158887259, 'qualifierId': 212, 'value': '54.7'}, {'id': 5158887261, 'qualifierId': 213, 'value': '0.01'}, {'id': 5158887257, 'qualifierId': 141, 'value': '66.3'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;56,1;;;66,3;0,01;54,7;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;56,1;66,3;;;;;;;;0;53;15;Toronto II;3195;GK;1,0
2710823779;480;44;2;53;16;29nx7yxy1rdqv2oobqn5pjf8p;1;42,2;36,2;2024-08-18T21:05:57.984Z;2024-08-18T21:59:53Z;[{'id': 5158887343, 'qualifierId': 233, 'value': '407'}, {'id': 5158887331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158887335, 'qualifierId': 285}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Aerial;;;;;;;;;;;;;;;;;;;;;;;;407,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;53;16;Philadelphia Union II;3196;DC;1,0
2710823769;407;44;2;53;16;1zgjjyruyufrkh4xjvryqsb1i;0;57,8;63,8;2024-08-18T21:05:57.985Z;2024-08-18T21:59:53Z;[{'id': 5158887277, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158887279, 'qualifierId': 286}, {'id': 5158887349, 'qualifierId': 233, 'value': '480'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;eq3htncf011l0ji2pj0rvy1as;Aerial;;;;;;;;;;;;;;;;;;;;1,0;;;;480,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;53;16;Toronto II;3196;FW;1,0
2710823773;408;61;2;53;17;1zgjjyruyufrkh4xjvryqsb1i;1;56,7;66,2;2024-08-18T21:05:58.448Z;2024-08-18T21:05:59Z;[{'id': 5158887307, 'qualifierId': 56, 'value': 'Center'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;eq3htncf011l0ji2pj0rvy1as;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;53;17;Toronto II;3197;FW;1,0
2710823785;481;1;2;53;18;29nx7yxy1rdqv2oobqn5pjf8p;0;40,2;40,1;2024-08-18T21:05:59.623Z;2024-08-18T21:06:00Z;[{'id': 5158887371, 'qualifierId': 212, 'value': '1.8'}, {'id': 5158887373, 'qualifierId': 213, 'value': '0.35'}, {'id': 5158887367, 'qualifierId': 140, 'value': '41.8'}, {'id': 5158887363, 'qualifierId': 3}, {'id': 5158887369, 'qualifierId': 141, 'value': '41.0'}, {'id': 5158887365, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;41,8;;;41,0;0,35;1,8;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;41,8;41,0;;;;;;;;0;53;18;Philadelphia Union II;3198;DC;1,0
2710823787;409;1;2;53;18;1zgjjyruyufrkh4xjvryqsb1i;0;48,7;58,7;2024-08-18T21:06:00.002Z;2024-08-18T21:06:00Z;[{'id': 5158887377, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158887385, 'qualifierId': 213, 'value': '6.11'}, {'id': 5158887375, 'qualifierId': 155}, {'id': 5158887381, 'qualifierId': 141, 'value': '54.0'}, {'id': 5158887379, 'qualifierId': 140, 'value': '66.3'}, {'id': 5158887383, 'qualifierId': 212, 'value': '18.8'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;66,3;;;54,0;6,11;18,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;66,3;54,0;;;;;;;;0;53;18;Toronto II;3198;MC;1,0
2710823811;482;1;2;53;20;29nx7yxy1rdqv2oobqn5pjf8p;0;33,6;55,8;2024-08-18T21:06:01.860Z;2024-08-18T21:06:04Z;[{'id': 5158887547, 'qualifierId': 1}, {'id': 5158887537, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158887545, 'qualifierId': 213, 'value': '6.09'}, {'id': 5158887539, 'qualifierId': 140, 'value': '72.7'}, {'id': 5158887541, 'qualifierId': 141, 'value': '44.2'}, {'id': 5158887535, 'qualifierId': 157}, {'id': 5158887543, 'qualifierId': 212, 'value': '41.8'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;72,7;;;44,2;6,09;41,8;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;72,7;44,2;;;;;;;;0;53;20;Philadelphia Union II;3200;DC;1,0
2710823817;410;1;2;53;23;1zgjjyruyufrkh4xjvryqsb1i;1;23,6;67,1;2024-08-18T21:06:04.353Z;2024-08-18T21:06:06Z;[{'id': 5158887599, 'qualifierId': 140, 'value': '11.9'}, {'id': 5158887597, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158887595, 'qualifierId': 3}, {'id': 5158887603, 'qualifierId': 212, 'value': '12.3'}, {'id': 5158887605, 'qualifierId': 213, 'value': '3.16'}, {'id': 5158887601, 'qualifierId': 141, 'value': '66.8'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;11,9;;;66,8;3,16;12,3;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;11,9;66,8;;;;;;;;0;53;23;Toronto II;3203;DC;1,0
2710823819;411;52;2;53;24;1zgjjyruyufrkh4xjvryqsb1i;1;12,8;68,3;2024-08-18T21:06:06.034Z;2024-08-18T21:06:06Z;[];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;eq3htncf011l0ji2pj0rvy1as;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;53;24;Toronto II;3204;GK;1,0
2710823863;412;1;2;53;28;1zgjjyruyufrkh4xjvryqsb1i;1;13,1;72,6;2024-08-18T21:06:10.051Z;2024-08-18T21:06:15Z;[{'id': 5158887963, 'qualifierId': 141, 'value': '11.9'}, {'id': 5158887959, 'qualifierId': 56, 'value': 'Right'}, {'id': 5158887961, 'qualifierId': 140, 'value': '65.0'}, {'id': 5158887969, 'qualifierId': 1}, {'id': 5158887957, 'qualifierId': 199}, {'id': 5158887965, 'qualifierId': 212, 'value': '68.4'}, {'id': 5158887967, 'qualifierId': 213, 'value': '5.63'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;65,0;;;11,9;5,63;68,4;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;65,0;11,9;;;;;;;;0;53;28;Toronto II;3208;GK;1,0
2710823873;413;1;2;53;34;1zgjjyruyufrkh4xjvryqsb1i;1;66,7;8,2;2024-08-18T21:06:15.234Z;2024-08-18T21:06:17Z;[{'id': 5158888033, 'qualifierId': 213, 'value': '3.31'}, {'id': 5158888031, 'qualifierId': 212, 'value': '11.3'}, {'id': 5158888029, 'qualifierId': 141, 'value': '5.5'}, {'id': 5158888025, 'qualifierId': 56, 'value': 'Right'}, {'id': 5158888027, 'qualifierId': 140, 'value': '56.1'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;56,1;;;5,5;3,31;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;56,1;5,5;;;;;;;;0;53;34;Toronto II;3214;FW;1,0
2710823909;414;1;2;53;36;1zgjjyruyufrkh4xjvryqsb1i;1;58,8;18,7;2024-08-18T21:06:17.618Z;2024-08-18T21:06:20Z;[{'id': 5158888205, 'qualifierId': 140, 'value': '70.5'}, {'id': 5158888209, 'qualifierId': 141, 'value': '21.2'}, {'id': 5158888217, 'qualifierId': 213, 'value': '0.14'}, {'id': 5158888213, 'qualifierId': 212, 'value': '12.4'}, {'id': 5158888199, 'qualifierId': 56, 'value': 'Center'}];872ifpo3qufi9vv9vy7ty6uj8;G. Wetzel;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;70,5;;;21,2;0,14;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;70,5;21,2;;;;;;;;0;53;36;Toronto II;3216;DR;1,0
2710823945;415;1;2;53;39;1zgjjyruyufrkh4xjvryqsb1i;1;70,1;17,6;2024-08-18T21:06:20.386Z;2024-08-18T21:06:24Z;[{'id': 5158888451, 'qualifierId': 140, 'value': '72.6'}, {'id': 5158888455, 'qualifierId': 212, 'value': '9.5'}, {'id': 5158888457, 'qualifierId': 213, 'value': '4.99'}, {'id': 5158888449, 'qualifierId': 56, 'value': 'Right'}, {'id': 5158888453, 'qualifierId': 141, 'value': '4.1'}];d4spt2529fmys8d26x61lk36c;K. LeBlanc;;;eq3htncf011l0ji2pj0rvy1as;Pass;;;;;;;;;;72,6;;;4,1;4,99;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;72,6;4,1;;;;;;;;0;53;39;Toronto II;3219;MR;1,0
