id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_PlayerPosition;value_TeamKit;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_PassEndY;value_Angle;value_Length;value_Zone;value_LongBall;value_Launch;value_HeadPass;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_FlickOn;value_DeletedEventType;value_TouchTypePass;value_OutSwinger;value_Cross;value_LeftFooted;value_TakeOnOvertake;value_Assist;value_IntentionalAssist;value_PullBack;value_Right;value_SwerveRight;value_GoalmouthZ;value_Assisted;value_FirstTouch;value_BoxCentre;value_GoalmouthY;value_MisHit;value_RegularPlay;value_BigChance;value_RelatedEventId;value_GkY;value_RightFooted;value_GkX;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_TouchTypeClearance;value_IntendedTackleTarget;value_Chipped;value_TakeOnSpace;value_SwitchOfPlay;value_TouchTypeControl;value_OutOfPlay;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_NextEventThrowIn;value_ThrowIn;value_BlockedY;value_BlockedX;value_OutOfBoxCentre;value_NotAssisted;value_LowCentre;value_Blocked;value_IndividualPlay;value_DefBlock;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_LowRight;value_Hands;value_Diving;value_Collected;value_LowGkIntervention;value_KeeperThrow;value_NotVisible;value_Stooping;value_Overrun;value_High;value_HighCentre;value_HighGkIntervention;value_Caught;value_Reaching;value_OverArm;value_Foul;value_AttemptedTackle;value_Direct;value_NotPastGoalLine;value_Volley;value_HighLeft;value_ShirtPull/Holding;value_BlockedPass;value_TacticalFoul;value_YellowCard;value_Shove/Push;value_InjuredPlayerId;value_Injury;value_AerialFoul;value_LeadingToAttempt;value_HighRight;value_SavedOffLine;value_RelatedError1Id;value_BoxLeft;value_LastLine;value_SixYardBlocked;value_SmallBoxRight;value_ParriedDanger;value_SmallBoxLeft;value_LowLeft;value_CloseLeft;value_ThroughBall;value_FromCorner;value_MediumGkIntervention;value_GkKickFromHands;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_BlockedClearance;value_Minutes;value_GkHoof;value_EndType;value_FloatedCross;value_Straight;value_SmallBoxCentre;value_DrivenCross;value_BlockedCross;value_BoxRight;value_1On1;value_CloseRight;value_Deflection;value_OtherBodyPart;value_Sliding;value_ParriedSafe;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Unchallenged;value_HighClaim;value_OffTheBallFoul;value_Defensive1V1;value_Dissent;value_TimeWasting;value_OwnPlayer;value_OwnShotBlocked;value_SetPiece;value_TempBlocked;value_RecklessOffence;value_SecondYellow;value_Feet;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_HitBar;value_HitWoodwork;value_HitRightPost;value_Saved;value_HitLeftPost;value_Missed;value_CloseHigh;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2664009577;916;51;1;26;41;dqx48fglv1l96cyrmjdod0xec;1;14,3;42,7;2024-03-24T23:30:26.036Z;2024-03-29T12:02:45Z;[{'id': 4903301445, 'qualifierId': 169, 'value': '271'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;budr6ifnm8qdr8n3gb8nvoahg;Error;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;271,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;26;41;North Texas;1601;GK;1,0
2663309375;271;15;1;26;42;99l7fsj6ykgbyqcb9zqqu9dgq;1;90,1;77,5;2024-03-24T23:30:27.374Z;2024-03-29T12:02:45Z;[{'id': 4899547959, 'qualifierId': 233, 'value': '267'}, {'id': 4899547755, 'qualifierId': 82}, {'id': 4899547929, 'qualifierId': 147, 'value': '76.2'}, {'id': 4899547923, 'qualifierId': 103, 'value': '23.6'}, {'id': 4899547913, 'qualifierId': 29}, {'id': 4899547921, 'qualifierId': 102, 'value': '47.9'}, {'id': 4899547911, 'qualifierId': 81}, {'id': 4899547471, 'qualifierId': 22}, {'id': 4899547915, 'qualifierId': 154}, {'id': 4899547927, 'qualifierId': 146, 'value': '90.3'}, {'id': 4899547925, 'qualifierId': 215}, {'id': 4899547917, 'qualifierId': 55, 'value': '270'}, {'id': 4899547931, 'qualifierId': 230, 'value': '99.0'}, {'id': 4899547475, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899566063, 'qualifierId': 101}, {'id': 4903301483, 'qualifierId': 468, 'value': '2664009577'}, {'id': 4899547933, 'qualifierId': 231, 'value': '54.0'}, {'id': 4899547749, 'qualifierId': 64}, {'id': 4899547743, 'qualifierId': 72}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;budr6ifnm8qdr8n3gb8nvoahg;Attempt Saved;;;;;;;;;;;;;;;;;;;267,0;;;;;;;;1,0;;;1,0;;;;23,6;1,0;;;47,9;;1,0;;270,0;54,0;;99,0;;;;;;;;;;;;;;;;;;76,2;90,3;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;2664009577,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;90,3;76,2;47,9;23.6;270,0;1iedtrzbcgj817i0ccin8dvro;;0;26;42;St. Louis City II;1602;MC;1,0
2663309369;267;10;1;26;43;dqx48fglv1l96cyrmjdod0xec;1;9,7;23,8;2024-03-24T23:30:27.474Z;2024-03-24T23:30:51Z;[{'id': 4899547963, 'qualifierId': 233, 'value': '271'}, {'id': 4899547661, 'qualifierId': 14}, {'id': 4899547445, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899547443, 'qualifierId': 94}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;budr6ifnm8qdr8n3gb8nvoahg;Save;;;;;;;;;;;;;;;;;;;271,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;26;43;North Texas;1603;DL;1,0
2663309393;268;6;1;26;45;dqx48fglv1l96cyrmjdod0xec;0;9,2;20,7;2024-03-24T23:30:29.591Z;2024-03-29T12:02:57Z;[{'id': 4899547547, 'qualifierId': 73}, {'id': 4899547591, 'qualifierId': 233, 'value': '272'}, {'id': 4899547545, 'qualifierId': 56, 'value': 'Back'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;budr6ifnm8qdr8n3gb8nvoahg;Corner Awarded;;;;;;;;;;;;;;;;;;;272,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;26;45;North Texas;1605;DL;1,0
2663309377;272;6;1;26;45;99l7fsj6ykgbyqcb9zqqu9dgq;1;90,8;79,3;2024-03-24T23:30:29.591Z;2024-03-24T23:30:35Z;[{'id': 4899547581, 'qualifierId': 233, 'value': '268'}, {'id': 4899547485, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899547487, 'qualifierId': 73}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;budr6ifnm8qdr8n3gb8nvoahg;Corner Awarded;;;;;;;;;;;;;;;;;;;268,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;26;45;St. Louis City II;1605;MC;1,0
2663309487;273;1;1;27;10;99l7fsj6ykgbyqcb9zqqu9dgq;0;99,5;99,5;2024-03-24T23:30:54.551Z;2024-03-29T12:03:00Z;[{'id': 4899548097, 'qualifierId': 223}, {'id': 4899548105, 'qualifierId': 212, 'value': '30.2'}, {'id': 4899548091, 'qualifierId': 2}, {'id': 4899548101, 'qualifierId': 140, 'value': '96.0'}, {'id': 4899548095, 'qualifierId': 155}, {'id': 4899548107, 'qualifierId': 213, 'value': '4.59'}, {'id': 4899548093, 'qualifierId': 6}, {'id': 4903301569, 'qualifierId': 20}, {'id': 4899548099, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899548103, 'qualifierId': 141, 'value': '55.4'}];3h8rx5wumr7hktll4hnvx7or8;E. Sali;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;96,0;;55,4;4,59;30,2;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;96,0;55,4;;;;;;;;0;27;10;St. Louis City II;1630;FWL;1,0
2663309493;269;12;1;27;12;dqx48fglv1l96cyrmjdod0xec;1;5,1;44,3;2024-03-24T23:30:57.090Z;2024-03-24T23:30:58Z;[{'id': 4899548127, 'qualifierId': 212, 'value': '23.5'}, {'id': 4899548121, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899548125, 'qualifierId': 141, 'value': '47.0'}, {'id': 4899548123, 'qualifierId': 140, 'value': '27.4'}, {'id': 4899548147, 'qualifierId': 15}, {'id': 4899548129, 'qualifierId': 213, 'value': '0.08'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;budr6ifnm8qdr8n3gb8nvoahg;Clearance;;;;;;;;;;27,4;;47,0;0,08;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;27,4;47,0;;;;;;;;0;27;12;North Texas;1632;FW;1,0
2663309519;274;1;1;27;17;99l7fsj6ykgbyqcb9zqqu9dgq;1;76,0;37,5;2024-03-24T23:31:02.246Z;2024-03-24T23:31:03Z;[{'id': 4899548279, 'qualifierId': 140, 'value': '61.8'}, {'id': 4899548283, 'qualifierId': 212, 'value': '16.3'}, {'id': 4899548285, 'qualifierId': 213, 'value': '2.72'}, {'id': 4899548281, 'qualifierId': 141, 'value': '47.3'}, {'id': 4899548277, 'qualifierId': 56, 'value': 'Center'}];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;61,8;;47,3;2,72;16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;61,8;47,3;;;;;;;;0;27;17;St. Louis City II;1637;MC;1,0
2663309533;275;1;1;27;19;99l7fsj6ykgbyqcb9zqqu9dgq;1;61,8;47,3;2024-03-24T23:31:03.623Z;2024-03-24T23:31:08Z;[{'id': 4899548365, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899548371, 'qualifierId': 212, 'value': '20.2'}, {'id': 4899548367, 'qualifierId': 140, 'value': '55.7'}, {'id': 4899548373, 'qualifierId': 213, 'value': '1.89'}, {'id': 4899548369, 'qualifierId': 141, 'value': '75.4'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;55,7;;75,4;1,89;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;55,7;75,4;;;;;;;;0;27;19;St. Louis City II;1639;DR;1,0
2663309531;270;83;1;27;23;dqx48fglv1l96cyrmjdod0xec;0;42,3;28,6;2024-03-24T23:31:07.441Z;2024-03-24T23:33:31Z;[{'id': 4899551501, 'qualifierId': 399, 'value': '3risld5mac5ns2rrv6namc2l0'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;;budr6ifnm8qdr8n3gb8nvoahg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;27;23;North Texas;1643;AML;1,0
2663309561;276;1;1;27;24;99l7fsj6ykgbyqcb9zqqu9dgq;0;60,2;69,6;2024-03-24T23:31:08.711Z;2024-03-24T23:31:12Z;[{'id': 4899548521, 'qualifierId': 213, 'value': '5.58'}, {'id': 4899548515, 'qualifierId': 140, 'value': '100.0'}, {'id': 4899548523, 'qualifierId': 1}, {'id': 4899548519, 'qualifierId': 212, 'value': '57.8'}, {'id': 4899548511, 'qualifierId': 155}, {'id': 4899548513, 'qualifierId': 56, 'value': 'Right'}, {'id': 4899548517, 'qualifierId': 141, 'value': '14.4'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;100,0;;14,4;5,58;57,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;100,0;14,4;;;;;;;;0;27;24;St. Louis City II;1644;DC;1,0
2663309547;271;5;1;27;26;dqx48fglv1l96cyrmjdod0xec;1;-1,8;83,9;2024-03-24T23:31:10.978Z;2024-03-24T23:31:15Z;[{'id': 4899548445, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899548573, 'qualifierId': 233, 'value': '277'}, {'id': 4899548447, 'qualifierId': 346}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;;budr6ifnm8qdr8n3gb8nvoahg;Out;;;;;;;;;;;;;;;;;;;277,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;27;26;North Texas;1646;AML;1,0
2663309571;277;5;1;27;26;99l7fsj6ykgbyqcb9zqqu9dgq;0;101,8;16,1;2024-03-24T23:31:10.978Z;2024-03-24T23:40:44Z;[{'id': 4899548561, 'qualifierId': 346}, {'id': 4899548557, 'qualifierId': 56, 'value': 'Right'}, {'id': 4899548577, 'qualifierId': 233, 'value': '271'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;budr6ifnm8qdr8n3gb8nvoahg;Out;;;;;;;;;;;;;;;;;;;271,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;27;26;St. Louis City II;1646;DC;1,0
2663309627;272;1;1;27;42;dqx48fglv1l96cyrmjdod0xec;1;4,6;39,7;2024-03-24T23:31:27.201Z;2024-03-24T23:31:39Z;[{'id': 4899548879, 'qualifierId': 141, 'value': '50.0'}, {'id': 4899548873, 'qualifierId': 124}, {'id': 4899548883, 'qualifierId': 213, 'value': '1.83'}, {'id': 4899548881, 'qualifierId': 212, 'value': '7.3'}, {'id': 4899548887, 'qualifierId': 237}, {'id': 4899548877, 'qualifierId': 140, 'value': '2.8'}, {'id': 4899548875, 'qualifierId': 56, 'value': 'Back'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;2,8;;50,0;1,83;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;2,8;50,0;;;;;;;;0;27;42;North Texas;1662;DL;1,0
2663309639;273;1;1;27;47;dqx48fglv1l96cyrmjdod0xec;1;3,9;49,9;2024-03-24T23:31:32.193Z;2024-03-24T23:31:36Z;[{'id': 4899548969, 'qualifierId': 212, 'value': '14.9'}, {'id': 4899548963, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899548967, 'qualifierId': 141, 'value': '68.4'}, {'id': 4899548965, 'qualifierId': 140, 'value': '11.5'}, {'id': 4899548971, 'qualifierId': 213, 'value': '1.01'}];brbc088u7sq9wh9d9gkonn5gq;C. Olivares;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;11,5;;68,4;1,01;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;11,5;68,4;;;;;;;;0;27;47;North Texas;1667;GK;1,0
2663309657;274;1;1;27;52;dqx48fglv1l96cyrmjdod0xec;1;28,0;68,1;2024-03-24T23:31:36.609Z;2024-03-24T23:31:39Z;[{'id': 4899549043, 'qualifierId': 213, 'value': '0.90'}, {'id': 4899549039, 'qualifierId': 141, 'value': '82.7'}, {'id': 4899549041, 'qualifierId': 212, 'value': '12.7'}, {'id': 4899549035, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899549037, 'qualifierId': 140, 'value': '35.5'}];7fpjrqc5obhk5rfmr90yf61w4;K. Hiebert;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;35,5;;82,7;0,9;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;35,5;82,7;;;;;;;;0;27;52;North Texas;1672;DC;1,0
2663309665;275;50;1;27;55;dqx48fglv1l96cyrmjdod0xec;1;54,1;81,2;2024-03-24T23:31:40.401Z;2024-03-24T23:31:43Z;[{'id': 4899549141, 'qualifierId': 233, 'value': '280'}, {'id': 4899549071, 'qualifierId': 286}, {'id': 4899549069, 'qualifierId': 56, 'value': 'Left'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;;budr6ifnm8qdr8n3gb8nvoahg;Dispossessed;;;;;;;;;;;;;;;;;;;280,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;27;55;North Texas;1675;MC;1,0
2663309671;280;7;1;27;55;99l7fsj6ykgbyqcb9zqqu9dgq;1;45,9;18,8;2024-03-24T23:31:40.402Z;2024-03-29T12:03:28Z;[{'id': 4899549103, 'qualifierId': 56, 'value': 'Back'}, {'id': 4903301697, 'qualifierId': 383}, {'id': 4899549115, 'qualifierId': 233, 'value': '275'}, {'id': 4899549105, 'qualifierId': 285}];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;budr6ifnm8qdr8n3gb8nvoahg;Tackle;;;;;;;;;;;;;;;;;;;275,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;27;55;St. Louis City II;1675;MC;1,0
2663309673;281;49;1;27;57;99l7fsj6ykgbyqcb9zqqu9dgq;1;43,8;22,3;2024-03-24T23:31:41.846Z;2024-03-24T23:31:42Z;[];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;budr6ifnm8qdr8n3gb8nvoahg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;27;57;St. Louis City II;1677;MC;1,0
2663309687;282;1;1;27;57;99l7fsj6ykgbyqcb9zqqu9dgq;1;44,2;23,8;2024-03-24T23:31:42.135Z;2024-03-24T23:31:46Z;[{'id': 4899549237, 'qualifierId': 212, 'value': '20.6'}, {'id': 4899549233, 'qualifierId': 140, 'value': '54.4'}, {'id': 4899549231, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899549239, 'qualifierId': 213, 'value': '1.02'}, {'id': 4899549235, 'qualifierId': 141, 'value': '49.6'}];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;54,4;;49,6;1,02;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;54,4;49,6;;;;;;;;0;27;57;St. Louis City II;1677;MC;1,0
2663309689;283;1;1;28;1;99l7fsj6ykgbyqcb9zqqu9dgq;0;55,7;54,4;2024-03-24T23:31:46.390Z;2024-03-24T23:31:48Z;[{'id': 4899549251, 'qualifierId': 141, 'value': '100.0'}, {'id': 4899549257, 'qualifierId': 1}, {'id': 4899549253, 'qualifierId': 212, 'value': '32.7'}, {'id': 4899549255, 'qualifierId': 213, 'value': '1.32'}, {'id': 4899549247, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899549249, 'qualifierId': 140, 'value': '63.5'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;budr6ifnm8qdr8n3gb8nvoahg;Pass;;;;;;;;;;63,5;;100,0;1,32;32,7;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;63,5;100,0;;;;;;;;0;28;1;St. Louis City II;1681;MC;1,0
2663309711;276;5;1;28;3;dqx48fglv1l96cyrmjdod0xec;1;35,8;-0,8;2024-03-24T23:31:48.051Z;2024-03-24T23:31:52Z;[{'id': 4899549383, 'qualifierId': 233, 'value': '284'}, {'id': 4899549381, 'qualifierId': 347}, {'id': 4899549379, 'qualifierId': 56, 'value': 'Back'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;budr6ifnm8qdr8n3gb8nvoahg;Out;;;;;;;;;;;;;;;;;;;284,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;28;3;North Texas;1683;DR;1,0
2663309691;284;5;1;28;3;99l7fsj6ykgbyqcb9zqqu9dgq;0;64,2;100,8;2024-03-24T23:31:48.051Z;2024-03-24T23:40:44Z;[{'id': 4899549277, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899549279, 'qualifierId': 347}, {'id': 4899549389, 'qualifierId': 233, 'value': '276'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;budr6ifnm8qdr8n3gb8nvoahg;Out;;;;;;;;;;;;;;;;;;;276,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;28;3;St. Louis City II;1683;MC;1,0
