id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_PlayerPosition;value_Involved;value_TeamKit;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Zone;value_PassEndY;value_Angle;value_KickOff;value_Length;value_Launch;value_LongBall;value_NotVisible;value_HeadPass;value_Offensive;value_BlockedPass;value_OppositeRelatedEventId;value_Defensive;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_PlayersCaughtOffside;value_DeletedEventType;value_Indirect;value_TakeOnSpace;value_TouchTypePass;value_OutSwinger;value_Cross;value_Chipped;value_LeftFooted;value_Head;value_SwitchOfPlay;value_TouchTypeControl;value_Left;value_OverhitCross;value_CornerTaken;value_HighGkIntervention;value_OverArm;value_KeeperThrow;value_OutOfPlay;value_TouchTypeClearance;value_Overrun;value_IntentionalAssist;value_Assist;value_LowLeft;value_Assisted;value_GoalmouthY;value_Blocked;value_FirstTouch;value_GoalmouthZ;value_FromCorner;value_RelatedEventId;value_GkY;value_BoxCentre;value_GkX;value_BlockedY;value_BlockedX;value_SixYardBlocked;value_DefBlock;value_Handball;value_DrivenCross;value_Straight;value_TakeOnOvertake;value_LowGkIntervention;value_FlickOn;value_IndividualPlay;value_CloseRight;value_RegularPlay;value_BoxRight;value_NextEventGoalKick;value_GoalKick;value_High;value_LayOff;value_LowCentre;value_Standing;value_MediumGkIntervention;value_Collected;value_Hands;value_OutOfBoxCentre;value_RightFooted;value_Stooping;value_GkHoof;value_RecklessOffence;value_YellowCard;value_ThroughBall;value_Right;value_Strong;value_Low;value_Defensive1V1;value_Shove/Push;value_InSwinger;value_DrinksBreak;value_RefereeDelay;value_SmallBoxLeft;value_CloseLeft;value_ShirtPull/Holding;value_SetPiece;value_HighLeft;value_NotAssisted;value_Minutes;value_Injury;value_InjuredPlayerId;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_ParriedSafe;value_Diving;value_OwnPlayer;value_LowRight;value_Volley;value_OwnShotBlocked;value_AerialFoul;value_BoxLeft;value_GkXTimeOfGoal;value_BigChance;value_1On1;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_MisHit;value_Weak;value_NotPastGoalLine;value_SmallBoxCentre;value_ParriedDanger;value_CloseHigh;value_LeadingToAttempt;value_RelatedError1Id;value_HighClaim;value_GkKickFromHands;value_PenaltyTakerId;value_Penalty;value_Saved;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistType;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2697634185;221;1;1;24;54;7fbej4xwoq4imaf5l39304m37;1;44,0;33,1;2024-06-23T23:29:38.963Z;2024-06-23T23:29:40Z;[{'id': 5086009737, 'qualifierId': 213, 'value': '6.25'}, {'id': 5086009729, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086009727, 'qualifierId': 3}, {'id': 5086009735, 'qualifierId': 212, 'value': '10.3'}, {'id': 5086009733, 'qualifierId': 141, 'value': '32.6'}, {'id': 5086009731, 'qualifierId': 140, 'value': '53.8'}];4sw7pq7xhnf7pqii16lhtf7ro;H. Ališah;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;53,8;;32,6;6,25;;10,3;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;53,8;32,6;;;;;;;;0;24;54;St. Louis City II;1494;DC;1,0
2697634187;222;49;1;24;56;7fbej4xwoq4imaf5l39304m37;1;54,5;32,9;2024-06-23T23:29:40.573Z;2024-06-23T23:29:41Z;[];32t6g252ti1peycjite40qiy2;R. Hațegan;;;dkppl172eskt8fw13kbfw642c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;56;St. Louis City II;1496;FWR;1,0
2697798775;748;3;1;24;56;7fbej4xwoq4imaf5l39304m37;0;60,4;42,1;2024-06-23T23:29:40.752Z;2024-06-25T07:20:28Z;[{'id': 5086905331, 'qualifierId': 467, 'value': 'dpedfgxin5nc4qmziaokpmiy2'}, {'id': 5086905325, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086905327, 'qualifierId': 286}, {'id': 5086905329, 'qualifierId': 464}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;dkppl172eskt8fw13kbfw642c;Take On;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;56;St. Louis City II;1496;FWR;1,0
2697634193;223;43;1;24;58;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-06-23T23:29:42.526Z;2024-06-23T23:30:21Z;[{'id': 5086009777, 'qualifierId': 286, 'value': '0'}, {'id': 5086009775, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086010793, 'qualifierId': 144, 'value': '3'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;dkppl172eskt8fw13kbfw642c;Deleted event;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;24;58;St. Louis City II;1498;FWR;1,0
2697634221;225;4;1;25;0;7fbej4xwoq4imaf5l39304m37;1;57,6;44,5;2024-06-23T23:29:44.177Z;2024-06-25T07:20:38Z;[{'id': 5086012285, 'qualifierId': 233, 'value': '211'}, {'id': 5086009929, 'qualifierId': 265}, {'id': 5086009923, 'qualifierId': 13}, {'id': 5086009927, 'qualifierId': 152}, {'id': 5086009925, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086009931, 'qualifierId': 286}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;dkppl172eskt8fw13kbfw642c;Foul;;;;;;;;;;;;;;;;;;;;1,0;;211,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;25;0;St. Louis City II;1500;FWR;1,0
2697634197;211;4;1;25;0;dqx48fglv1l96cyrmjdod0xec;0;42,4;55,5;2024-06-23T23:29:44.178Z;2024-06-25T07:20:39Z;[{'id': 5086010091, 'qualifierId': 285}, {'id': 5086010087, 'qualifierId': 265}, {'id': 5086010083, 'qualifierId': 152}, {'id': 5086012289, 'qualifierId': 233, 'value': '225'}, {'id': 5086010081, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086010079, 'qualifierId': 13}];dpedfgxin5nc4qmziaokpmiy2;C. Cilley;;;dkppl172eskt8fw13kbfw642c;Foul;;;;;;;;;;;;;;;;;;;;;;225,0;1,0;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;25;0;Sporting KC II;1500;MC;1,0
2697634219;224;43;1;25;1;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-06-23T23:29:45.181Z;2024-06-23T23:30:20Z;[{'id': 5086009903, 'qualifierId': 212, 'value': '16.3'}, {'id': 5086009899, 'qualifierId': 140, 'value': '41.9'}, {'id': 5086009901, 'qualifierId': 141, 'value': '59.0'}, {'id': 5086010759, 'qualifierId': 144, 'value': '1'}, {'id': 5086009897, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086009905, 'qualifierId': 213, 'value': '2.20'}];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;;dkppl172eskt8fw13kbfw642c;Deleted event;;;;;;;;;;41,9;;59,0;2,2;;16,3;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;41,9;59,0;;;;;;;;0;25;1;St. Louis City II;1501;MC;1,0
2697634265;226;1;1;25;14;7fbej4xwoq4imaf5l39304m37;1;53,8;42,5;2024-06-23T23:29:58.914Z;2024-06-23T23:30:00Z;[{'id': 5086010209, 'qualifierId': 141, 'value': '30.6'}, {'id': 5086010203, 'qualifierId': 152}, {'id': 5086010201, 'qualifierId': 5}, {'id': 5086010205, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086010207, 'qualifierId': 140, 'value': '52.6'}, {'id': 5086010213, 'qualifierId': 213, 'value': '4.56'}, {'id': 5086010211, 'qualifierId': 212, 'value': '8.2'}];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;52,6;;30,6;4,56;;8,2;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;52,6;30,6;;;;;;;;0;25;14;St. Louis City II;1514;MC;1,0
2697634315;227;1;1;25;19;7fbej4xwoq4imaf5l39304m37;1;57,0;18,2;2024-06-23T23:30:03.819Z;2024-06-23T23:30:10Z;[{'id': 5086010517, 'qualifierId': 140, 'value': '78.8'}, {'id': 5086010515, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086010521, 'qualifierId': 212, 'value': '23.9'}, {'id': 5086010523, 'qualifierId': 213, 'value': '5.99'}, {'id': 5086010519, 'qualifierId': 141, 'value': '8.2'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;78,8;;8,2;5,99;;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;78,8;8,2;;;;;;;;0;25;19;St. Louis City II;1519;MC;1,0
2697634311;212;83;1;25;20;dqx48fglv1l96cyrmjdod0xec;0;19,7;93,8;2024-06-23T23:30:04.170Z;2024-06-25T07:21:42Z;[{'id': 5086012269, 'qualifierId': 399, 'value': '1yohdc0hkzkom8hlhw3rjfn8q'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;dkppl172eskt8fw13kbfw642c;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;25;20;Sporting KC II;1520;DC;1,0
2697634325;213;83;1;25;21;dqx48fglv1l96cyrmjdod0xec;0;28,0;92,7;2024-06-23T23:30:05.666Z;2024-06-25T07:30:02Z;[{'id': 5086012241, 'qualifierId': 399, 'value': '1yohdc0hkzkom8hlhw3rjfn8q'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;dkppl172eskt8fw13kbfw642c;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;25;21;Sporting KC II;1521;ML;1,0
2697634339;228;1;1;25;22;7fbej4xwoq4imaf5l39304m37;1;73,7;7,6;2024-06-23T23:30:06.458Z;2024-06-25T07:21:46Z;[{'id': 5086010639, 'qualifierId': 141, 'value': '10.6'}, {'id': 5086010647, 'qualifierId': 213, 'value': '3.00'}, {'id': 5086010643, 'qualifierId': 212, 'value': '14.9'}, {'id': 5086010631, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086010633, 'qualifierId': 140, 'value': '59.6'}];1yohdc0hkzkom8hlhw3rjfn8q;N. Clarke;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;59,6;;10,6;3,0;;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;59,6;10,6;;;;;;;;0;25;22;St. Louis City II;1522;DMR;1,0
2697634349;229;1;1;25;26;7fbej4xwoq4imaf5l39304m37;1;41,9;17,8;2024-06-23T23:30:10.176Z;2024-06-25T07:22:06Z;[{'id': 5086906145, 'qualifierId': 1}, {'id': 5086010695, 'qualifierId': 140, 'value': '10.7'}, {'id': 5086010693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086010701, 'qualifierId': 213, 'value': '2.56'}, {'id': 5086010697, 'qualifierId': 141, 'value': '49.7'}, {'id': 5086010699, 'qualifierId': 212, 'value': '39.3'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;10,7;;49,7;2,56;;39,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;10,7;49,7;;;;;;;;0;25;26;St. Louis City II;1526;DC;1,0
2697634351;230;43;1;25;31;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-06-23T23:30:15.504Z;2024-06-23T23:30:45Z;[{'id': 5086011579, 'qualifierId': 144, 'value': '61'}, {'id': 5086010707, 'qualifierId': 189, 'value': '0'}, {'id': 5086010705, 'qualifierId': 56, 'value': 'Back'}];4sw7pq7xhnf7pqii16lhtf7ro;H. Ališah;;;dkppl172eskt8fw13kbfw642c;Deleted event;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;25;31;St. Louis City II;1531;DC;1,0
2697634377;231;1;1;25;34;7fbej4xwoq4imaf5l39304m37;1;10,8;58,3;2024-06-23T23:30:18.331Z;2024-06-23T23:30:25Z;[{'id': 5086010891, 'qualifierId': 213, 'value': '4.82'}, {'id': 5086010885, 'qualifierId': 140, 'value': '12.9'}, {'id': 5086010887, 'qualifierId': 141, 'value': '27.7'}, {'id': 5086010883, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086010889, 'qualifierId': 212, 'value': '20.9'}];8xpddjq19wzsf3mdlnjdx6e7e;R. Schewe;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;12,9;;27,7;4,82;;20,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;12,9;27,7;;;;;;;;0;25;34;St. Louis City II;1534;GK;1,0
2697634403;232;1;1;25;41;7fbej4xwoq4imaf5l39304m37;1;29,2;18,0;2024-06-23T23:30:25.486Z;2024-06-25T07:22:15Z;[{'id': 5086011049, 'qualifierId': 212, 'value': '58.8'}, {'id': 5086011047, 'qualifierId': 141, 'value': '79.0'}, {'id': 5086011041, 'qualifierId': 157}, {'id': 5086011053, 'qualifierId': 1}, {'id': 5086011051, 'qualifierId': 213, 'value': '0.78'}, {'id': 5086011043, 'qualifierId': 56, 'value': 'Left'}, {'id': 5086011045, 'qualifierId': 140, 'value': '68.9'}];4sw7pq7xhnf7pqii16lhtf7ro;H. Ališah;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;68,9;;79,0;0,78;;58,8;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;68,9;79,0;;;;;;;;0;25;41;St. Louis City II;1541;DC;1,0
2697634411;233;44;1;25;45;7fbej4xwoq4imaf5l39304m37;1;67,4;82,0;2024-06-23T23:30:29.322Z;2024-06-23T23:30:31Z;[{'id': 5086011103, 'qualifierId': 56, 'value': 'Left'}, {'id': 5086011109, 'qualifierId': 233, 'value': '214'}, {'id': 5086011105, 'qualifierId': 286}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;dkppl172eskt8fw13kbfw642c;Aerial;;;;;;;;;;;;;;;;;;;;1,0;;214,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;25;45;St. Louis City II;1545;DML;1,0
2697634399;214;44;1;25;45;dqx48fglv1l96cyrmjdod0xec;0;32,6;18,0;2024-06-23T23:30:29.323Z;2024-06-23T23:30:31Z;[{'id': 5086011021, 'qualifierId': 285}, {'id': 5086011019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086011113, 'qualifierId': 233, 'value': '233'}];7h6a0x05z2laewfq7spicxwd0;N. McGuire;;;dkppl172eskt8fw13kbfw642c;Aerial;;;;;;;;;;;;;;;;;;;;;;233,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;25;45;Sporting KC II;1545;DR;1,0
2697634413;234;61;1;25;45;7fbej4xwoq4imaf5l39304m37;0;68,9;79,0;2024-06-23T23:30:29.875Z;2024-06-25T10:18:05Z;[{'id': 5086011107, 'qualifierId': 56, 'value': 'Left'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;dkppl172eskt8fw13kbfw642c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;25;45;St. Louis City II;1545;DML;1,0
2697634419;215;49;1;25;48;dqx48fglv1l96cyrmjdod0xec;1;21,4;6,8;2024-06-23T23:30:32.842Z;2024-06-23T23:30:32Z;[];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;dkppl172eskt8fw13kbfw642c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;25;48;Sporting KC II;1548;DL;1,0
2697634457;216;1;1;25;51;dqx48fglv1l96cyrmjdod0xec;1;21,9;6,7;2024-06-23T23:30:35.723Z;2024-06-23T23:30:40Z;[{'id': 5086011409, 'qualifierId': 213, 'value': '0.08'}, {'id': 5086011399, 'qualifierId': 157}, {'id': 5086011411, 'qualifierId': 1}, {'id': 5086011407, 'qualifierId': 212, 'value': '46.5'}, {'id': 5086011401, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086011403, 'qualifierId': 140, 'value': '66.0'}, {'id': 5086011405, 'qualifierId': 141, 'value': '12.5'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;66,0;;12,5;0,08;;46,5;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;66,0;12,5;;;;;;;;0;25;51;Sporting KC II;1551;DL;1,0
2697634463;217;1;1;25;56;dqx48fglv1l96cyrmjdod0xec;1;66,0;12,6;2024-06-23T23:30:40.203Z;2024-06-23T23:30:42Z;[{'id': 5086011427, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086011431, 'qualifierId': 141, 'value': '15.8'}, {'id': 5086011433, 'qualifierId': 212, 'value': '2.2'}, {'id': 5086011435, 'qualifierId': 213, 'value': '1.57'}, {'id': 5086011429, 'qualifierId': 140, 'value': '66.0'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;66,0;;15,8;1,57;;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;66,0;15,8;;;;;;;;0;25;56;Sporting KC II;1556;FW;1,0
2697634471;218;1;1;25;57;dqx48fglv1l96cyrmjdod0xec;1;66,0;15,8;2024-06-23T23:30:41.914Z;2024-06-23T23:30:43Z;[{'id': 5086011497, 'qualifierId': 141, 'value': '10.9'}, {'id': 5086011495, 'qualifierId': 140, 'value': '67.4'}, {'id': 5086011499, 'qualifierId': 212, 'value': '3.6'}, {'id': 5086011493, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086011501, 'qualifierId': 213, 'value': '5.13'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;67,4;;10,9;5,13;;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;67,4;10,9;;;;;;;;0;25;57;Sporting KC II;1557;MR;1,0
2697634493;219;1;1;25;59;dqx48fglv1l96cyrmjdod0xec;1;65,7;11,7;2024-06-23T23:30:43.162Z;2024-06-23T23:30:46Z;[{'id': 5086011609, 'qualifierId': 141, 'value': '30.0'}, {'id': 5086011605, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086011607, 'qualifierId': 140, 'value': '58.5'}, {'id': 5086011613, 'qualifierId': 213, 'value': '2.12'}, {'id': 5086011611, 'qualifierId': 212, 'value': '14.6'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;58,5;;30,0;2,12;;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;58,5;30,0;;;;;;;;0;25;59;Sporting KC II;1559;FW;1,0
2697634507;220;1;1;26;2;dqx48fglv1l96cyrmjdod0xec;1;59,6;34,6;2024-06-23T23:30:46.538Z;2024-06-23T23:30:49Z;[{'id': 5086011725, 'qualifierId': 212, 'value': '24.3'}, {'id': 5086011723, 'qualifierId': 141, 'value': '63.6'}, {'id': 5086011721, 'qualifierId': 140, 'value': '46.0'}, {'id': 5086011727, 'qualifierId': 213, 'value': '2.20'}, {'id': 5086011719, 'qualifierId': 56, 'value': 'Back'}];dpedfgxin5nc4qmziaokpmiy2;C. Cilley;;;dkppl172eskt8fw13kbfw642c;Pass;;;;;;;;;;46,0;;63,6;2,2;;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;46,0;63,6;;;;;;;;0;26;2;Sporting KC II;1562;MC;1,0
