id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_TeamKit;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Angle;value_PassEndY;value_KickOff;value_Length;value_Zone;value_Chipped;value_LongBall;value_Launch;value_HeadPass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_Defensive;value_TouchTypePass;value_DeletedEventType;value_TouchTypeControl;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_BlockedPass;value_OutOfPlay;value_LayOff;value_Head;value_Left;value_Cross;value_RightFooted;value_CornerTaken;value_InSwinger;value_GoalmouthZ;value_GkY;value_BoxCentre;value_High;value_NotAssisted;value_FirstTouch;value_FromCorner;value_Volley;value_GoalmouthY;value_GkX;value_NextEventGoalKick;value_Low;value_GoalKick;value_LeftFooted;value_OutSwinger;value_IntentionalAssist;value_Assist;value_BlockedX;value_RelatedEventId;value_BlockedY;value_LowRight;value_RegularPlay;value_Assisted;value_Collected;value_LowGkIntervention;value_Diving;value_Hands;value_NotVisible;value_GkKickFromHands;value_TakeOnOvertake;value_TouchTypeClearance;value_IntendedTackleTarget;value_PullBack;value_HighClaim;value_HighGkIntervention;value_KeeperThrow;value_OtherReason;value_RefereeStop;value_Defensive1V1;value_Penalty;value_PenaltyTakerId;value_DeniedGoalScoringOpp;value_YellowCard;value_Second(2Nd)OppositeRelatedEventId;value_GkXTimeOfGoal;value_CausingPlayer;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_BigChance;value_LowLeft;value_Scored;value_FastBreak;value_BoxLeft;value_Right;value_OutOfBoxCentre;value_RefereeDelay;value_Shove/Push;value_CloseLeft;value_LeadingToAttempt;value_Strong;value_RelatedError1Id;value_IndividualPlay;value_SwitchOfPlay;value_TakeOnSpace;value_MediumGkIntervention;value_NotPastGoalLine;value_35Left;value_HighRight;value_FlickOn;value_Overrun;value_ThroughBall;value_ShirtPull/Holding;value_RecklessOffence;value_AerialFoul;value_LeadingToGoal;value_1On1;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowCentre;value_Standing;value_CloseRight;value_BoxRight;value_IncorrectOutOfPlayDecision;value_OverhitCross;value_OverArm;value_HitLeftPost;value_HitWoodwork;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_35Centre;value_Blocked;value_DefBlock;value_CloseHigh;value_Handball;value_TimeWasting;value_FreeKick;value_Injury;value_InjuredPlayerId;value_TacticalFoul;value_SetPiece;value_DrivenCross;value_Straight;value_CornerNotTaken;value_GoesToPenalties;value_HighCentre;value_Saved;value_ParriedSafe;value_HighLeft;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718561175;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-09-08T22:08:18.877Z;2024-09-08T23:12:32Z;[{'id': 5201432369, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201498015, 'qualifierId': 194, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex'}, {'id': 5201432361, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5201432363, 'qualifierId': 59, 'value': '31, 97, 50, 72, 67, 51, 78, 87, 63, 84, 61, 65, 48, 95, 91, 68, 71, 57'}, {'id': 5201432365, 'qualifierId': 130, 'value': '2'}, {'id': 5201485089, 'qualifierId': 197, 'value': '23342'}, {'id': 5201432367, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201432359, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, 7suq9shgwa8fyip80f1zy1mhg, 4blue6g56i3t9iffjcmjs6hhw, 2eoftsi3eznjjmhu8ybft11ck, e6ocmgjfubq6qvg4wfp8zipsk, e23yyl43xtcve09dx234uuj8, 3c1xz4vpfoum0jbq6bmtdrtux, 58akq0ojntf5n123msb1tzeok, 6d45ccicyo6dregi9cm4ad4kq, 4o8ulvahxfb06x5xhvflvwhzo, 5zawuirp825t4brhaj90k9duy, 74bhj4xi5zgq6evsr4c766p04, al111zqt4j4b3yg8064d9cep6, 4283da2hccprbybkv4nvmos2c, pldpnmzoo867jhdvamuhp9n8, ct1a7ex39pnemouuv4klyj85w, 2io6rajwkftjli8i14hf606ei, bcs7e70jbxio5xhj9fu2g5ces'}];;;;;16y9dyf2ajb30oea9x14iot0;Team set up;;;;;2,0;23342,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;Houston Dynamo II;0;;
2718561723;1;34;16;0;0;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-09-08T22:11:46.508Z;2024-09-08T23:45:21Z;[{'id': 5201542181, 'qualifierId': 194, 'value': '4uuq2zuhmlbg7kh85v5l8723u'}, {'id': 5201435201, 'qualifierId': 130, 'value': '8'}, {'id': 5201435199, 'qualifierId': 59, 'value': '12, 30, 22, 15, 6, 14, 43, 13, 9, 18, 21, 4, 3, 40, 36, 31, 70, 48, 50, 45'}, {'id': 5201485101, 'qualifierId': 197, 'value': '15044'}, {'id': 5201435203, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201435197, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5201435205, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5201435195, 'qualifierId': 30, 'value': '3my8ymhvy1bysbllwpoj3qctm, 1snfyu5dmv164k5cl87chjlsk, ck9v5tgscw65gsjfo00u9p0q1, 77kab5634937x4txa891wg2s4, 2jzuij8p7eoy42aqem688ltuy, 48p3wcjai97tpt50ia7bi7ok4, 7yt2ddw0yntv9xq1hrv1jx05w, bfsjxpmiflhdz2162ulqlo0lw, 9ph8wasuz3ndre586gople49g, 4uuq2zuhmlbg7kh85v5l8723u, 7qt4r82kyz05r8kd8cmdh1xqs, e4vvdd1cn5ezrocpequewmwic, 2wj1w4opn7f0jyz1ps6ebvc6i, 8jm3jixnmppaccwg39f0yts7o, 70lmb5krx6h8iidmbs6t015hw, bp0a3bvzsxokh4nu3bq96yx3o, bk0ik8kr1gpu372ibbbv87ndg, 1es4nynrpc8sz3enj46i9zeok, 2p2lvzr6lk92tevfvb5u6uiac, eirbk0b1nni4vfpeqgxvdrmz8'}];;;;;16y9dyf2ajb30oea9x14iot0;Team set up;;;;;8,0;15044,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;0;Ventura County;0;;
2718570755;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-09-08T23:03:53.958Z;2024-09-08T23:03:57Z;[{'id': 5201485737, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;16y9dyf2ajb30oea9x14iot0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;;0;0;0;Houston Dynamo II;0;;
2718570753;3;32;1;0;0;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-09-08T23:03:53.958Z;2024-09-11T11:33:49Z;[{'id': 5201485731, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;16y9dyf2ajb30oea9x14iot0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;0;Ventura County;0;;
2718570783;4;1;1;0;0;7pmw399vh2v44cjle4fkklp1w;1;49,7;50,1;2024-09-08T23:03:53.959Z;2024-09-08T23:58:34Z;[{'id': 5201485865, 'qualifierId': 140, 'value': '34.3'}, {'id': 5201485871, 'qualifierId': 213, 'value': '3.11'}, {'id': 5201485867, 'qualifierId': 141, 'value': '50.9'}, {'id': 5201485873, 'qualifierId': 279, 'value': 'S'}, {'id': 5201485869, 'qualifierId': 212, 'value': '16.2'}, {'id': 5201485863, 'qualifierId': 56, 'value': 'Back'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;16y9dyf2ajb30oea9x14iot0;Pass;;;;;;;;;;34,3;3,11;50,9;;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;34,3;50,9;;;;;;;;0;0;0;Ventura County;0;AML;1,0
2718570797;5;1;1;0;5;7pmw399vh2v44cjle4fkklp1w;1;34,7;50,7;2024-09-08T23:03:59.704Z;2024-09-08T23:04:01Z;[{'id': 5201485935, 'qualifierId': 141, 'value': '57.8'}, {'id': 5201485937, 'qualifierId': 212, 'value': '4.8'}, {'id': 5201485931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485939, 'qualifierId': 213, 'value': '1.57'}, {'id': 5201485933, 'qualifierId': 140, 'value': '34.7'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;16y9dyf2ajb30oea9x14iot0;Pass;;;;;;;;;;34,7;1,57;57,8;;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;34,7;57,8;;;;;;;;0;0;5;Ventura County;5;AMC;1,0
2718570805;6;1;1;0;7;7pmw399vh2v44cjle4fkklp1w;1;34,7;58,1;2024-09-08T23:04:01.730Z;2024-09-08T23:04:03Z;[{'id': 5201485987, 'qualifierId': 212, 'value': '19.3'}, {'id': 5201485985, 'qualifierId': 141, 'value': '86.5'}, {'id': 5201485983, 'qualifierId': 140, 'value': '35.3'}, {'id': 5201485981, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201485989, 'qualifierId': 213, 'value': '1.54'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;16y9dyf2ajb30oea9x14iot0;Pass;;;;;;;;;;35,3;1,54;86,5;;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;35,3;86,5;;;;;;;;0;0;7;Ventura County;7;MC;1,0
2718570815;7;1;1;0;9;7pmw399vh2v44cjle4fkklp1w;1;35,3;86,5;2024-09-08T23:04:02.961Z;2024-09-08T23:58:44Z;[{'id': 5201486035, 'qualifierId': 212, 'value': '11.3'}, {'id': 5201486037, 'qualifierId': 213, 'value': '4.64'}, {'id': 5201486031, 'qualifierId': 140, 'value': '34.5'}, {'id': 5201486033, 'qualifierId': 141, 'value': '69.9'}, {'id': 5201486029, 'qualifierId': 56, 'value': 'Back'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;16y9dyf2ajb30oea9x14iot0;Pass;;;;;;;;;;34,5;4,64;69,9;;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;34,5;69,9;;;;;;;;0;0;9;Ventura County;9;DC;1,0
2718570845;8;1;1;0;11;7pmw399vh2v44cjle4fkklp1w;1;34,5;69,9;2024-09-08T23:04:05.009Z;2024-09-08T23:04:11Z;[{'id': 5201486189, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201486187, 'qualifierId': 155}, {'id': 5201486195, 'qualifierId': 212, 'value': '49.1'}, {'id': 5201486197, 'qualifierId': 213, 'value': '0.37'}, {'id': 5201486199, 'qualifierId': 1}, {'id': 5201486191, 'qualifierId': 140, 'value': '78.1'}, {'id': 5201486193, 'qualifierId': 141, 'value': '95.9'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;16y9dyf2ajb30oea9x14iot0;Pass;;;;;;;;;;78,1;0,37;95,9;;49,1;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;78,1;95,9;;;;;;;;0;0;11;Ventura County;11;MC;1,0
2718570849;9;61;1;0;15;7pmw399vh2v44cjle4fkklp1w;0;78,8;97,2;2024-09-08T23:04:09.928Z;2024-09-08T23:58:59Z;[{'id': 5201486215, 'qualifierId': 56, 'value': 'Left'}];ck9v5tgscw65gsjfo00u9p0q1;T. Schmitt;;;16y9dyf2ajb30oea9x14iot0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;0;15;Ventura County;15;DC;1,0
