id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_TeamPlayerFormation;value_Involved;value_Captain;value_DirectionOfPlay;value_Zone;value_Length;value_PassEndX;value_KickOff;value_PassEndY;value_Angle;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TakeOnSpace;value_TakeOnOvertake;value_TouchTypePass;value_BlockedPass;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_Cross;value_RightFooted;value_OutSwinger;value_Assist;value_LeftFooted;value_BlockedX;value_RegularPlay;value_GoalmouthZ;value_HighCentre;value_RelatedEventId;value_GoalmouthY;value_BoxLeft;value_BlockedY;value_Assisted;value_IndividualPlay;value_Standing;value_Collected;value_HighGkIntervention;value_Hands;value_LowGkIntervention;value_KeeperThrow;value_SwitchOfPlay;value_IntendedTackleTarget;value_Blocked;value_OutOfBoxCentre;value_GkX;value_LowLeft;value_GkY;value_DefBlock;value_LayOff;value_ShirtPull/Holding;value_TouchTypeControl;value_TouchTypeClearance;value_Left;value_Right;value_IntentionalAssist;value_CornerTaken;value_FirstTouch;value_FromCorner;value_BoxCentre;value_High;value_Head;value_NextEventGoalKick;value_NotVisible;value_Low;value_GoalKick;value_LeadingToGoal;value_1On1;value_GkXTimeOfGoal;value_GoalShotGameClock;value_RelatedError1Id;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_NotAssisted;value_BigChance;value_LowRight;value_Stooping;value_Feet;value_ParriedSafe;value_InSwinger;value_OutOfPlay;value_FlickOn;value_AttemptedTackle;value_LastLine;value_OverhitCross;value_BoxRight;value_LeadingToAttempt;value_SavedOffLine;value_LowCentre;value_FastBreak;value_RecklessOffence;value_YellowCard;value_Overrun;value_PullBack;value_InjuredPlayerId;value_Injury;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_BlockedClearance;value_SwerveRight;value_GkKickFromHands;value_DrivenCross;value_Straight;value_Penalty;value_PenaltyTakerId;value_Scored;value_Diving;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_FantasyAssistedBy;value_CausingPlayer;value_FantasyAssistType;value_Handball;value_HitWoodwork;value_HitBar;value_ParriedDanger;value_Reaching;value_Deflection;value_SwerveLeft;value_TempShotOn;value_Defensive1V1;value_TacticalFoul;value_Minutes;value_ThroughBall;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_35Centre;value_EndType;value_Tactical;value_CloseLeft;value_Volley;value_CloseRight;value_MediumGkIntervention;value_IncorrectOutOfPlayDecision;value_GkHoof;value_PlayersCaughtOffside;value_Indirect;value_Caught;value_OverArm;value_BlockedCross;value_FollowsADribble;value_BoxDeepRight;value_Unchallenged;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2694272481;68;1;1;7;17;7fbej4xwoq4imaf5l39304m37;0;11,4;63,0;2024-06-02T23:10:44.565Z;2024-06-07T07:40:43Z;[{'id': 5067516013, 'qualifierId': 141, 'value': '82.4'}, {'id': 5067516019, 'qualifierId': 1}, {'id': 5067516007, 'qualifierId': 157}, {'id': 5067516011, 'qualifierId': 140, 'value': '40.7'}, {'id': 5067516017, 'qualifierId': 213, 'value': '0.41'}, {'id': 5067516015, 'qualifierId': 212, 'value': '33.5'}, {'id': 5067516009, 'qualifierId': 56, 'value': 'Back'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;33,5;40,7;;82,4;0,41;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;40,7;82,4;;;;;;;;0;7;17;Minnesota United II;437;DL;1,0
2694272493;87;1;1;7;17;1pc6sx2h4rp113ldkbp5d2xas;1;56,6;8,5;2024-06-02T23:10:44.972Z;2024-06-07T07:38:55Z;[{'id': 5067516081, 'qualifierId': 56, 'value': 'Right'}, {'id': 5067516085, 'qualifierId': 141, 'value': '20.7'}, {'id': 5067516087, 'qualifierId': 212, 'value': '12.6'}, {'id': 5067516083, 'qualifierId': 140, 'value': '65.6'}, {'id': 5067516079, 'qualifierId': 3}, {'id': 5067516089, 'qualifierId': 213, 'value': '0.72'}];9s3boszvqn3fzsx0r1xswqyqy;V. Eriksson;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;12,6;65,6;;20,7;0,72;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;65,6;20,7;;;;;;;;0;7;17;Sporting KC II;437;DC;1,0
2694272501;88;1;1;7;18;1pc6sx2h4rp113ldkbp5d2xas;0;66,0;22,2;2024-06-02T23:10:46.332Z;2024-06-07T07:38:55Z;[{'id': 5067516131, 'qualifierId': 3}, {'id': 5067516141, 'qualifierId': 213, 'value': '5.53'}, {'id': 5067516133, 'qualifierId': 56, 'value': 'Right'}, {'id': 5067516139, 'qualifierId': 212, 'value': '7.5'}, {'id': 5067516137, 'qualifierId': 141, 'value': '14.6'}, {'id': 5067516135, 'qualifierId': 140, 'value': '71.2'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;7,5;71,2;;14,6;5,53;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;71,2;14,6;;;;;;;;0;7;18;Sporting KC II;438;MC;1,0
2694272557;69;1;1;7;21;7fbej4xwoq4imaf5l39304m37;1;28,3;87,8;2024-06-02T23:10:49.165Z;2024-06-07T08:00:24Z;[{'id': 5067516431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067516439, 'qualifierId': 213, 'value': '0.49'}, {'id': 5067516433, 'qualifierId': 140, 'value': '35.2'}, {'id': 5067516435, 'qualifierId': 141, 'value': '93.5'}, {'id': 5067516437, 'qualifierId': 212, 'value': '8.2'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;8,2;35,2;;93,5;0,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;35,2;93,5;;;;;;;;0;7;21;Minnesota United II;441;DC;1,0
2694272561;70;1;1;7;22;7fbej4xwoq4imaf5l39304m37;1;32,6;91,8;2024-06-02T23:10:49.853Z;2024-06-07T08:00:22Z;[{'id': 5067516467, 'qualifierId': 141, 'value': '89.3'}, {'id': 5067516465, 'qualifierId': 140, 'value': '27.1'}, {'id': 5067516463, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067516469, 'qualifierId': 212, 'value': '6.0'}, {'id': 5067516471, 'qualifierId': 213, 'value': '3.43'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;6,0;27,1;;89,3;3,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;27,1;89,3;;;;;;;;0;7;22;Minnesota United II;442;ML;1,0
2694292943;393;1;1;7;23;7fbej4xwoq4imaf5l39304m37;0;32,5;87,4;2024-06-02T23:10:50.527Z;2024-06-07T08:00:27Z;[{'id': 5067630715, 'qualifierId': 213, 'value': '0.00'}, {'id': 5067630713, 'qualifierId': 212, 'value': '6.6'}, {'id': 5067630711, 'qualifierId': 141, 'value': '87.4'}, {'id': 5067630709, 'qualifierId': 140, 'value': '38.8'}, {'id': 5067630707, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067630705, 'qualifierId': 155}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;6,6;38,8;;87,4;0,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;38,8;87,4;;;;;;;;0;7;23;Minnesota United II;443;DC;1,0
2694937289;927;61;1;7;24;1pc6sx2h4rp113ldkbp5d2xas;1;58,8;11,0;2024-06-02T23:10:51.975Z;2024-06-07T08:00:45Z;[{'id': 5071165249, 'qualifierId': 56, 'value': 'Right'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;d7sozos1dejdo6wgre5xus104;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;7;24;Sporting KC II;444;DMR;1,0
2694937331;800;1;1;7;28;7fbej4xwoq4imaf5l39304m37;1;42,0;69,4;2024-06-02T23:10:56.024Z;2024-06-07T08:03:41Z;[{'id': 5071165457, 'qualifierId': 213, 'value': '4.81'}, {'id': 5071165455, 'qualifierId': 212, 'value': '39.7'}, {'id': 5071165449, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071165459, 'qualifierId': 1}, {'id': 5071165453, 'qualifierId': 141, 'value': '11.3'}, {'id': 5071165451, 'qualifierId': 140, 'value': '45.6'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;39,7;45,6;;11,3;4,81;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;45,6;11,3;;;;;;;;0;7;28;Minnesota United II;448;FW;1,0
2694272665;71;1;1;7;35;7fbej4xwoq4imaf5l39304m37;1;66,3;5,8;2024-06-02T23:11:03.157Z;2024-06-07T07:40:42Z;[{'id': 5067516943, 'qualifierId': 213, 'value': '3.17'}, {'id': 5067516939, 'qualifierId': 212, 'value': '8.6'}, {'id': 5067516927, 'qualifierId': 56, 'value': 'Right'}, {'id': 5067516935, 'qualifierId': 141, 'value': '5.5'}, {'id': 5067516931, 'qualifierId': 140, 'value': '58.1'}];aifybz5snfmoiwlq6qpweitxw;A. Cunningham;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;8,6;58,1;;5,5;3,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;58,1;5,5;;;;;;;;0;7;35;Minnesota United II;455;DR;1,0
2694272637;89;83;1;7;37;1pc6sx2h4rp113ldkbp5d2xas;0;35,0;94,5;2024-06-02T23:11:04.748Z;2024-06-07T07:38:55Z;[{'id': 5067618799, 'qualifierId': 399, 'value': '32t6g252ti1peycjite40qiy2'}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;d7sozos1dejdo6wgre5xus104;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;7;37;Sporting KC II;457;FW;1,0
2694272681;72;1;1;7;39;7fbej4xwoq4imaf5l39304m37;1;48,4;7,1;2024-06-02T23:11:07.349Z;2024-06-07T07:40:42Z;[{'id': 5067517021, 'qualifierId': 140, 'value': '34.6'}, {'id': 5067517027, 'qualifierId': 213, 'value': '2.99'}, {'id': 5067517025, 'qualifierId': 212, 'value': '14.7'}, {'id': 5067517019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067517023, 'qualifierId': 141, 'value': '10.3'}];32t6g252ti1peycjite40qiy2;R. Hațegan;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;14,7;34,6;;10,3;2,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;34,6;10,3;;;;;;;;0;7;39;Minnesota United II;459;MR;1,0
2694272709;73;1;1;7;42;7fbej4xwoq4imaf5l39304m37;1;34,6;10,3;2024-06-02T23:11:10.101Z;2024-06-07T07:40:41Z;[{'id': 5067517157, 'qualifierId': 140, 'value': '14.6'}, {'id': 5067517163, 'qualifierId': 213, 'value': '2.46'}, {'id': 5067517155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067517159, 'qualifierId': 141, 'value': '35.5'}, {'id': 5067517161, 'qualifierId': 212, 'value': '27.1'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;27,1;14,6;;35,5;2,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;14,6;35,5;;;;;;;;0;7;42;Minnesota United II;462;DL;1,0
2694272731;74;1;1;7;47;7fbej4xwoq4imaf5l39304m37;1;15,2;37,3;2024-06-02T23:11:14.949Z;2024-06-07T07:40:41Z;[{'id': 5067517309, 'qualifierId': 141, 'value': '28.0'}, {'id': 5067517311, 'qualifierId': 212, 'value': '7.9'}, {'id': 5067517307, 'qualifierId': 140, 'value': '19.7'}, {'id': 5067517305, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067517313, 'qualifierId': 213, 'value': '5.35'}];3f52lf1p2xmtzysfi8n18m044;J. Molinaro;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;7,9;19,7;;28,0;5,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;19,7;28,0;;;;;;;;0;7;47;Minnesota United II;467;GK;1,0
2694272793;75;1;1;7;51;7fbej4xwoq4imaf5l39304m37;1;22,0;31,8;2024-06-02T23:11:19.526Z;2024-06-07T07:40:41Z;[{'id': 5067517637, 'qualifierId': 212, 'value': '17.2'}, {'id': 5067517635, 'qualifierId': 141, 'value': '47.3'}, {'id': 5067517639, 'qualifierId': 213, 'value': '2.48'}, {'id': 5067517633, 'qualifierId': 140, 'value': '9.1'}, {'id': 5067517631, 'qualifierId': 56, 'value': 'Back'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;17,2;9,1;;47,3;2,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;9,1;47,3;;;;;;;;0;7;51;Minnesota United II;471;DL;1,0
2694272817;76;1;1;7;59;7fbej4xwoq4imaf5l39304m37;0;18,5;48,2;2024-06-02T23:11:26.884Z;2024-06-07T07:40:40Z;[{'id': 5067517733, 'qualifierId': 140, 'value': '62.6'}, {'id': 5067517729, 'qualifierId': 157}, {'id': 5067517739, 'qualifierId': 213, 'value': '0.12'}, {'id': 5067517737, 'qualifierId': 212, 'value': '46.7'}, {'id': 5067517735, 'qualifierId': 141, 'value': '56.7'}, {'id': 5067517731, 'qualifierId': 56, 'value': 'Center'}, {'id': 5067517741, 'qualifierId': 1}];3f52lf1p2xmtzysfi8n18m044;J. Molinaro;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;46,7;62,6;;56,7;0,12;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;62,6;56,7;;;;;;;;0;7;59;Minnesota United II;479;GK;1,0
2694272859;90;1;1;8;3;1pc6sx2h4rp113ldkbp5d2xas;1;37,1;36,1;2024-06-02T23:11:30.988Z;2024-06-07T07:38:54Z;[{'id': 5067517903, 'qualifierId': 213, 'value': '0.88'}, {'id': 5067517899, 'qualifierId': 141, 'value': '48.7'}, {'id': 5067517895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067517901, 'qualifierId': 212, 'value': '11.1'}, {'id': 5067517897, 'qualifierId': 140, 'value': '43.8'}];9s3boszvqn3fzsx0r1xswqyqy;V. Eriksson;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;11,1;43,8;;48,7;0,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;43,8;48,7;;;;;;;;0;8;3;Sporting KC II;483;DC;1,0
2694272861;91;49;1;8;5;1pc6sx2h4rp113ldkbp5d2xas;1;43,0;49,6;2024-06-02T23:11:33.020Z;2024-06-07T07:38:54Z;[];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d7sozos1dejdo6wgre5xus104;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;8;5;Sporting KC II;485;MC;1,0
2694272869;92;1;1;8;5;1pc6sx2h4rp113ldkbp5d2xas;1;42,9;49,6;2024-06-02T23:11:33.436Z;2024-06-07T07:38:54Z;[{'id': 5067517963, 'qualifierId': 212, 'value': '13.4'}, {'id': 5067517957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067517965, 'qualifierId': 213, 'value': '3.53'}, {'id': 5067517961, 'qualifierId': 141, 'value': '42.1'}, {'id': 5067517959, 'qualifierId': 140, 'value': '31.1'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;13,4;31,1;;42,1;3,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;31,1;42,1;;;;;;;;0;8;5;Sporting KC II;485;MC;1,0
2694272887;93;1;1;8;6;1pc6sx2h4rp113ldkbp5d2xas;1;31,5;42,4;2024-06-02T23:11:34.412Z;2024-06-07T07:38:54Z;[{'id': 5067518037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067518041, 'qualifierId': 141, 'value': '66.0'}, {'id': 5067518045, 'qualifierId': 213, 'value': '1.76'}, {'id': 5067518039, 'qualifierId': 140, 'value': '28.5'}, {'id': 5067518043, 'qualifierId': 212, 'value': '16.4'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;16,4;28,5;;66,0;1,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;28,5;66,0;;;;;;;;0;8;6;Sporting KC II;486;DC;1,0
2694272901;94;1;1;8;8;1pc6sx2h4rp113ldkbp5d2xas;1;27,3;69,4;2024-06-02T23:11:36.524Z;2024-06-07T07:38:53Z;[{'id': 5067518099, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067518103, 'qualifierId': 141, 'value': '62.6'}, {'id': 5067518105, 'qualifierId': 212, 'value': '14.2'}, {'id': 5067518107, 'qualifierId': 213, 'value': '5.95'}, {'id': 5067518101, 'qualifierId': 140, 'value': '40.1'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;14,2;40,1;;62,6;5,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;40,1;62,6;;;;;;;;0;8;8;Sporting KC II;488;DC;1,0
2694272927;95;1;1;8;11;1pc6sx2h4rp113ldkbp5d2xas;1;32,6;62,7;2024-06-02T23:11:38.892Z;2024-06-07T07:38:53Z;[{'id': 5067518233, 'qualifierId': 140, 'value': '18.4'}, {'id': 5067518239, 'qualifierId': 213, 'value': '3.06'}, {'id': 5067518237, 'qualifierId': 212, 'value': '15.0'}, {'id': 5067518235, 'qualifierId': 141, 'value': '64.5'}, {'id': 5067518231, 'qualifierId': 56, 'value': 'Back'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;15,0;18,4;;64,5;3,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;18,4;64,5;;;;;;;;0;8;11;Sporting KC II;491;MC;1,0
2694272951;96;1;1;8;12;1pc6sx2h4rp113ldkbp5d2xas;1;18,5;63,6;2024-06-02T23:11:40.524Z;2024-06-07T07:38:53Z;[{'id': 5067518371, 'qualifierId': 141, 'value': '54.8'}, {'id': 5067518369, 'qualifierId': 140, 'value': '5.8'}, {'id': 5067518375, 'qualifierId': 213, 'value': '3.56'}, {'id': 5067518373, 'qualifierId': 212, 'value': '14.6'}, {'id': 5067518367, 'qualifierId': 56, 'value': 'Back'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;14,6;5,8;;54,8;3,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;5,8;54,8;;;;;;;;0;8;12;Sporting KC II;492;DC;1,0
2694272981;97;1;1;8;16;1pc6sx2h4rp113ldkbp5d2xas;1;7,7;56,1;2024-06-02T23:11:43.660Z;2024-06-07T07:38:53Z;[{'id': 5067518491, 'qualifierId': 56, 'value': 'Back'}, {'id': 5067518495, 'qualifierId': 141, 'value': '15.0'}, {'id': 5067518497, 'qualifierId': 212, 'value': '30.7'}, {'id': 5067518493, 'qualifierId': 140, 'value': '19.9'}, {'id': 5067518499, 'qualifierId': 213, 'value': '5.14'}];4ac61l7qt4s63hv34g8zsihgp;A. Smir;;;d7sozos1dejdo6wgre5xus104;Pass;;;;;;;;;;;30,7;19,9;;15,0;5,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;19,9;15,0;;;;;;;;0;8;16;Sporting KC II;496;GK;1,0
