id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_PlayerPosition;value_Involved;value_TeamKit;value_Resume;value_DirectionOfPlay;value_Angle;value_Tap;value_KickOff;value_PassEndX;value_Zone;value_PassEndY;value_Length;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_TouchTypeClearance;value_HeadPass;value_DeletedEventType;value_LowGkIntervention;value_KeeperThrow;value_OutOfPlay;value_NotVisible;value_LayOff;value_OutSwinger;value_RightFooted;value_Cross;value_Head;value_Left;value_Right;value_LeftFooted;value_FromCorner;value_CornerTaken;value_IntentionalAssist;value_InSwinger;value_Assist;value_FirstTouch;value_Deflection;value_LowRight;value_GkY;value_Assisted;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_RelatedEventId;value_GoalmouthY;value_GkYTimeOfGoal;value_SmallBoxRight;value_GkX;value_GoalShotGameClock;value_GoalmouthZ;value_IntendedTackleTarget;value_Offensive;value_BlockedPass;value_Defensive;value_Defensive1V1;value_TakeOnSpace;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_NextEventGoalKick;value_GoalKick;value_Low;value_ShirtPull/Holding;value_TouchTypeControl;value_TakeOnOvertake;value_BlockedY;value_BoxCentre;value_HighLeft;value_BlockedX;value_SetPiece;value_Collected;value_MediumGkIntervention;value_Standing;value_Hands;value_LowCentre;value_FastBreak;value_Weak;value_OverArm;value_BlockedCross;value_Overrun;value_SwitchOfPlay;value_IndividualPlay;value_RegularPlay;value_BoxRight;value_Stooping;value_TouchTypePass;value_RefereeDelay;value_DrinksBreak;value_ThroughBall;value_LowLeft;value_OutOfBoxCentre;value_Blocked;value_DefBlock;value_High;value_NotAssisted;value_1On1;value_BigChance;value_TacticalFoul;value_YellowCard;value_SoloRun;value_KeeperTouched;value_FollowsADribble;value_Volley;value_HighRight;value_Strong;value_HighGkIntervention;value_HighClaim;value_BoxLeft;value_Minutes;value_35Centre;value_ParriedDanger;value_Shove/Push;value_LastLine;value_SixYardBlocked;value_NotPastGoalLine;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_OutOnSideline;value_BoxDeepRight;value_AerialFoul;value_BoxDeepLeft;value_SmallBoxCentre;value_ParriedSafe;value_Diving;value_CaptainChange;value_OtherBodyPart;value_PullBack;value_LeadingToAttempt;value_RelatedError1Id;value_FlickOn;value_FairPlay;value_Injury;value_InjuredPlayerId;value_OverhitCross;value_SmallBoxLeft;value_BlockedClearance;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2697645365;81;1;1;9;38;eo64tqkioegeb09iice2hf8bt;1;24,9;74,1;2024-06-24T00:14:24.485Z;2024-06-24T00:14:29Z;[{'id': 5086072337, 'qualifierId': 212, 'value': '11.5'}, {'id': 5086072339, 'qualifierId': 213, 'value': '4.57'}, {'id': 5086072335, 'qualifierId': 141, 'value': '57.3'}, {'id': 5086072333, 'qualifierId': 140, 'value': '23.3'}, {'id': 5086072331, 'qualifierId': 56, 'value': 'Back'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;4,57;;;23,3;;57,3;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;23,3;57,3;;;;;;;0;0;9;38;Ventura County;578;DC;1,0
2697645387;82;1;1;9;43;eo64tqkioegeb09iice2hf8bt;1;27,9;41,2;2024-06-24T00:14:29.349Z;2024-06-24T00:14:34Z;[{'id': 5086072431, 'qualifierId': 140, 'value': '32.0'}, {'id': 5086072433, 'qualifierId': 141, 'value': '14.3'}, {'id': 5086072429, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086072435, 'qualifierId': 212, 'value': '18.8'}, {'id': 5086072437, 'qualifierId': 213, 'value': '4.94'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;4,94;;;32,0;;14,3;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;32,0;14,3;;;;;;;0;0;9;43;Ventura County;583;DL;1,0
2697645399;83;1;1;9;48;eo64tqkioegeb09iice2hf8bt;1;29,2;15,0;2024-06-24T00:14:34.326Z;2024-06-24T00:14:36Z;[{'id': 5086072501, 'qualifierId': 141, 'value': '34.2'}, {'id': 5086072503, 'qualifierId': 212, 'value': '16.2'}, {'id': 5086072497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086072499, 'qualifierId': 140, 'value': '20.1'}, {'id': 5086072505, 'qualifierId': 213, 'value': '2.20'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;2,2;;;20,1;;34,2;16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;20,1;34,2;;;;;;;0;0;9;48;Ventura County;588;DR;1,0
2697645449;84;1;1;9;50;eo64tqkioegeb09iice2hf8bt;1;20,1;36,3;2024-06-24T00:14:36.869Z;2024-06-24T00:14:43Z;[{'id': 5086072749, 'qualifierId': 213, 'value': '1.37'}, {'id': 5086072745, 'qualifierId': 141, 'value': '74.2'}, {'id': 5086072747, 'qualifierId': 212, 'value': '26.3'}, {'id': 5086072743, 'qualifierId': 140, 'value': '25.1'}, {'id': 5086072741, 'qualifierId': 56, 'value': 'Back'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;1,37;;;25,1;;74,2;26,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;25,1;74,2;;;;;;;0;0;9;50;Ventura County;590;DL;1,0
2697645461;85;1;1;9;57;eo64tqkioegeb09iice2hf8bt;1;27,2;71,4;2024-06-24T00:14:43.654Z;2024-06-24T00:14:47Z;[{'id': 5086072811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086072813, 'qualifierId': 140, 'value': '23.5'}, {'id': 5086072819, 'qualifierId': 213, 'value': '4.50'}, {'id': 5086072817, 'qualifierId': 212, 'value': '18.7'}, {'id': 5086072815, 'qualifierId': 141, 'value': '44.5'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;4,5;;;23,5;;44,5;18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;23,5;44,5;;;;;;;0;0;9;57;Ventura County;597;DC;1,0
2697645473;86;1;1;10;1;eo64tqkioegeb09iice2hf8bt;1;28,5;35,5;2024-06-24T00:14:47.030Z;2024-06-24T00:14:50Z;[{'id': 5086072887, 'qualifierId': 213, 'value': '5.08'}, {'id': 5086072885, 'qualifierId': 212, 'value': '17.2'}, {'id': 5086072883, 'qualifierId': 141, 'value': '11.9'}, {'id': 5086072879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086072881, 'qualifierId': 140, 'value': '34.3'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;5,08;;;34,3;;11,9;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;34,3;11,9;;;;;;;0;0;10;1;Ventura County;601;DL;1,0
2697645483;87;1;1;10;4;eo64tqkioegeb09iice2hf8bt;1;30,8;12,0;2024-06-24T00:14:50.037Z;2024-06-24T00:14:51Z;[{'id': 5086072933, 'qualifierId': 140, 'value': '41.0'}, {'id': 5086072931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086072939, 'qualifierId': 213, 'value': '0.60'}, {'id': 5086072937, 'qualifierId': 212, 'value': '13.0'}, {'id': 5086072935, 'qualifierId': 141, 'value': '22.8'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;0,6;;;41,0;;22,8;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;41,0;22,8;;;;;;;0;0;10;4;Ventura County;604;DR;1,0
2697645493;88;1;1;10;5;eo64tqkioegeb09iice2hf8bt;1;41,0;22,8;2024-06-24T00:14:51.541Z;2024-06-24T00:14:56Z;[{'id': 5086073023, 'qualifierId': 213, 'value': '3.83'}, {'id': 5086073021, 'qualifierId': 212, 'value': '12.1'}, {'id': 5086073015, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073019, 'qualifierId': 141, 'value': '11.4'}, {'id': 5086073017, 'qualifierId': 140, 'value': '32.1'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;3,83;;;32,1;;11,4;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;32,1;11,4;;;;;;;0;0;10;5;Ventura County;605;MC;1,0
2697645501;89;1;1;10;10;eo64tqkioegeb09iice2hf8bt;1;29,9;11,9;2024-06-24T00:14:56.102Z;2024-06-24T00:14:57Z;[{'id': 5086073061, 'qualifierId': 212, 'value': '13.6'}, {'id': 5086073063, 'qualifierId': 213, 'value': '0.71'}, {'id': 5086073055, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073059, 'qualifierId': 141, 'value': '25.0'}, {'id': 5086073057, 'qualifierId': 140, 'value': '39.7'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;0,71;;;39,7;;25,0;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;39,7;25,0;;;;;;;0;0;10;10;Ventura County;610;DR;1,0
2697645515;90;1;1;10;11;eo64tqkioegeb09iice2hf8bt;1;39,9;24,4;2024-06-24T00:14:57.237Z;2024-06-24T00:14:59Z;[{'id': 5086073139, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073147, 'qualifierId': 213, 'value': '3.89'}, {'id': 5086073145, 'qualifierId': 212, 'value': '11.9'}, {'id': 5086073141, 'qualifierId': 140, 'value': '31.6'}, {'id': 5086073143, 'qualifierId': 141, 'value': '12.5'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;3,89;;;31,6;;12,5;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;31,6;12,5;;;;;;;0;0;10;11;Ventura County;611;MC;1,0
2697645531;91;1;1;10;13;eo64tqkioegeb09iice2hf8bt;1;34,2;10,4;2024-06-24T00:14:59.046Z;2024-06-24T00:15:03Z;[{'id': 5086073241, 'qualifierId': 141, 'value': '18.0'}, {'id': 5086073237, 'qualifierId': 140, 'value': '10.7'}, {'id': 5086073233, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073245, 'qualifierId': 212, 'value': '25.2'}, {'id': 5086073249, 'qualifierId': 213, 'value': '2.94'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;2,94;;;10,7;;18,0;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;10,7;18,0;;;;;;;0;0;10;13;Ventura County;613;DR;1,0
2697645561;92;1;1;10;17;eo64tqkioegeb09iice2hf8bt;0;22,6;15,3;2024-06-24T00:15:03.494Z;2024-06-24T00:15:07Z;[{'id': 5086073415, 'qualifierId': 155}, {'id': 5086073419, 'qualifierId': 140, 'value': '75.2'}, {'id': 5086073417, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086073431, 'qualifierId': 213, 'value': '6.25'}, {'id': 5086073423, 'qualifierId': 141, 'value': '12.8'}, {'id': 5086073427, 'qualifierId': 212, 'value': '55.3'}, {'id': 5086073435, 'qualifierId': 1}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;6,25;;;75,2;;12,8;55,3;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;75,2;12,8;;;;;;;0;0;10;17;Ventura County;617;DL;1,0
2697645567;96;49;1;10;22;8ijkk62897so5r3bq0wgwx4bu;1;22,9;82,1;2024-06-24T00:15:08.045Z;2024-06-24T00:15:08Z;[];e23yyl43xtcve09dx234uuj8;A. Essengue;;;dlgoukrg4i37rh3oqgpuo6vpw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;10;22;Vancouver Whitecaps II;622;DC;1,0
2697645575;97;1;1;10;22;8ijkk62897so5r3bq0wgwx4bu;1;22,9;82,1;2024-06-24T00:15:08.498Z;2024-06-24T00:15:11Z;[{'id': 5086073501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073503, 'qualifierId': 140, 'value': '9.2'}, {'id': 5086073509, 'qualifierId': 213, 'value': '4.03'}, {'id': 5086073505, 'qualifierId': 141, 'value': '56.1'}, {'id': 5086073507, 'qualifierId': 212, 'value': '22.8'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;4,03;;;9,2;;56,1;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;9,2;56,1;;;;;;;0;0;10;22;Vancouver Whitecaps II;622;DC;1,0
2697645599;98;1;1;10;25;8ijkk62897so5r3bq0wgwx4bu;1;9,5;53,4;2024-06-24T00:15:11.155Z;2024-06-24T00:15:16Z;[{'id': 5086073625, 'qualifierId': 141, 'value': '5.5'}, {'id': 5086073629, 'qualifierId': 213, 'value': '5.18'}, {'id': 5086073627, 'qualifierId': 212, 'value': '36.5'}, {'id': 5086073623, 'qualifierId': 140, 'value': '25.2'}, {'id': 5086073621, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086073631, 'qualifierId': 1}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;5,18;;;25,2;;5,5;36,5;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;25,2;5,5;;;;;;;0;0;10;25;Vancouver Whitecaps II;625;GK;1,0
2697645617;99;1;1;10;30;8ijkk62897so5r3bq0wgwx4bu;1;35,2;6,5;2024-06-24T00:15:16.483Z;2024-06-24T00:15:20Z;[{'id': 5086073765, 'qualifierId': 212, 'value': '19.6'}, {'id': 5086073759, 'qualifierId': 56, 'value': 'Right'}, {'id': 5086073767, 'qualifierId': 213, 'value': '6.18'}, {'id': 5086073763, 'qualifierId': 141, 'value': '3.5'}, {'id': 5086073761, 'qualifierId': 140, 'value': '53.8'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;6,18;;;53,8;;3,5;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;53,8;3,5;;;;;;;0;0;10;30;Vancouver Whitecaps II;630;DR;1,0
2697645625;100;1;1;10;34;8ijkk62897so5r3bq0wgwx4bu;1;53,3;5,8;2024-06-24T00:15:20.342Z;2024-06-24T00:15:23Z;[{'id': 5086073805, 'qualifierId': 141, 'value': '5.6'}, {'id': 5086073809, 'qualifierId': 213, 'value': '6.27'}, {'id': 5086073807, 'qualifierId': 212, 'value': '12.3'}, {'id': 5086073803, 'qualifierId': 140, 'value': '65.0'}, {'id': 5086073801, 'qualifierId': 56, 'value': 'Right'}];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;6,27;;;65,0;;5,6;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;65,0;5,6;;;;;;;0;0;10;34;Vancouver Whitecaps II;634;AMR;1,0
2697645651;101;2;1;10;37;8ijkk62897so5r3bq0wgwx4bu;1;66,1;3,1;2024-06-24T00:15:23.748Z;2024-06-28T11:45:28Z;[{'id': 5086073999, 'qualifierId': 141, 'value': '39.9'}, {'id': 5086073997, 'qualifierId': 140, 'value': '81.5'}, {'id': 5086074065, 'qualifierId': 56, 'value': 'Center'}, {'id': 5086074061, 'qualifierId': 7, 'value': '1kl9112b8rcbr3k1s5hs353x0'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;dlgoukrg4i37rh3oqgpuo6vpw;Offside Pass;;;;;;;;;;;;;81,5;;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;81,5;39,9;;;;;;;0;0;10;37;Vancouver Whitecaps II;637;DR;1,0
2697645657;93;55;1;10;37;eo64tqkioegeb09iice2hf8bt;1;19,8;57,5;2024-06-24T00:15:23.749Z;2024-06-24T00:36:03Z;[];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;10;37;Ventura County;637;DL;1,0
2697645715;94;1;1;10;54;eo64tqkioegeb09iice2hf8bt;1;21,5;50,3;2024-06-24T00:15:40.487Z;2024-06-24T00:15:44Z;[{'id': 5086074353, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086074361, 'qualifierId': 213, 'value': '4.97'}, {'id': 5086074351, 'qualifierId': 241}, {'id': 5086074349, 'qualifierId': 5}, {'id': 5086074359, 'qualifierId': 212, 'value': '20.6'}, {'id': 5086074357, 'qualifierId': 141, 'value': '21.0'}, {'id': 5086074355, 'qualifierId': 140, 'value': '26.6'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;4,97;;;26,6;;21,0;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;26,6;21,0;;;;;;;0;0;10;54;Ventura County;654;DL;1,0
2697645727;95;1;1;10;58;eo64tqkioegeb09iice2hf8bt;1;30,9;23,7;2024-06-24T00:15:44.871Z;2024-06-28T11:45:50Z;[{'id': 5086074431, 'qualifierId': 141, 'value': '44.2'}, {'id': 5086074433, 'qualifierId': 212, 'value': '17.3'}, {'id': 5086074435, 'qualifierId': 213, 'value': '2.20'}, {'id': 5086074429, 'qualifierId': 140, 'value': '21.2'}, {'id': 5086074427, 'qualifierId': 56, 'value': 'Back'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;2,2;;;21,2;;44,2;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;21,2;44,2;;;;;;;0;0;10;58;Ventura County;658;DR;1,0
2697645733;96;1;1;11;0;eo64tqkioegeb09iice2hf8bt;1;24,4;46,9;2024-06-24T00:15:46.743Z;2024-06-24T00:15:50Z;[{'id': 5086074473, 'qualifierId': 141, 'value': '80.5'}, {'id': 5086074471, 'qualifierId': 140, 'value': '28.3'}, {'id': 5086074469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086074477, 'qualifierId': 213, 'value': '1.39'}, {'id': 5086074475, 'qualifierId': 212, 'value': '23.2'}];em4xzelxkreypf32epcy6cnze;Belal Halbouni;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;1,39;;;28,3;;80,5;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;28,3;80,5;;;;;;;0;0;11;0;Ventura County;660;DL;1,0
2697645741;97;1;1;11;4;eo64tqkioegeb09iice2hf8bt;1;27,0;80,9;2024-06-24T00:15:50.567Z;2024-06-24T00:15:52Z;[{'id': 5086074519, 'qualifierId': 56, 'value': 'Back'}, {'id': 5086074523, 'qualifierId': 141, 'value': '94.5'}, {'id': 5086074521, 'qualifierId': 140, 'value': '35.3'}, {'id': 5086074527, 'qualifierId': 213, 'value': '0.82'}, {'id': 5086074525, 'qualifierId': 212, 'value': '12.7'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dlgoukrg4i37rh3oqgpuo6vpw;Pass;;;;;;;;;;0,82;;;35,3;;94,5;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;35,3;94,5;;;;;;;0;0;11;4;Ventura County;664;DC;1,0
