id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_TeamKit;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_KickOff;value_Launch;value_LongBall;value_HeadPass;value_Cross;value_LeftFooted;value_OverhitCross;value_OutSwinger;value_Chipped;value_DeletedEventType;value_RightFooted;value_OppositeRelatedEventId;value_BlockedPass;value_Offensive;value_BlockedCross;value_Left;value_Right;value_InSwinger;value_CornerTaken;value_Assist;value_IntentionalAssist;value_GkY;value_Assisted;value_GoalmouthZ;value_RelatedEventId;value_OutOfBoxCentre;value_BlockedY;value_GoalmouthY;value_LowCentre;value_FirstTouch;value_GkX;value_Volley;value_BlockedX;value_Blocked;value_FromCorner;value_IndividualPlay;value_DefBlock;value_Defensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_Defensive1V1;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_Head;value_IntendedTackleTarget;value_NextEventGoalKick;value_Low;value_GoalKick;value_LowGkIntervention;value_KeeperThrow;value_LayOff;value_TouchTypeControl;value_MediumGkIntervention;value_TouchTypePass;value_TakeOnOvertake;value_OutOfPlay;value_FlickOn;value_BoxCentre;value_LowRight;value_BoxLeft;value_NotAssisted;value_RegularPlay;value_CloseLeft;value_SmallBoxCentre;value_High;value_NotVisible;value_ShirtPull/Holding;value_MisHit;value_AerialFoul;value_YellowCard;value_RecklessOffence;value_HighClaim;value_HighGkIntervention;value_LowLeft;value_Standing;value_Collected;value_Hands;value_NotPastGoalLine;value_Shove/Push;value_SwitchOfPlay;value_Straight;value_FloatedCross;value_SmallBoxLeft;value_BoxRight;value_Diving;value_ParriedSafe;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_FollowsShotRebound;value_Overrun;value_Minutes;value_OtherBodyPart;value_Sliding;value_EndType;value_CloseRightAndHigh;value_BigChance;value_1On1;value_SixYardBlocked;value_PullBack;value_HighLeft;value_SwerveRight;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_Handball;value_FollowsADribble;value_Dissent;value_Penalty;value_PenaltyTakerId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_CoachId;value_Obstruction;value_Stooping;value_GkKickFromHands;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2682596681;261;1;1;28;4;6ubc4y1v6hr63mca7ica4hp90;1;14,3;36,3;2024-05-04T20:32:18.256Z;2024-05-04T20:32:20Z;[{'id': 5003797335, 'qualifierId': 3}, {'id': 5003797345, 'qualifierId': 213, 'value': '2.41'}, {'id': 5003797337, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003797343, 'qualifierId': 212, 'value': '9.3'}, {'id': 5003797341, 'qualifierId': 141, 'value': '45.4'}, {'id': 5003797339, 'qualifierId': 140, 'value': '7.7'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;7,7;2,41;9,3;45,4;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;7,7;45,4;;;;;;;;0;28;4;Cincinnati II;1684;;1,0
2682596685;262;52;1;28;6;6ubc4y1v6hr63mca7ica4hp90;1;7,7;45,4;2024-05-04T20:32:20.048Z;2024-05-10T11:30:32Z;[{'id': 5016436975, 'qualifierId': 377}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;cluhmm29u2lrety2ljw5l6has;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;6;Cincinnati II;1686;;1,0
2682596787;263;1;1;28;11;6ubc4y1v6hr63mca7ica4hp90;1;10,7;46,1;2024-05-04T20:32:25.480Z;2024-05-04T20:32:28Z;[{'id': 5003797903, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003797901, 'qualifierId': 123}, {'id': 5003797909, 'qualifierId': 212, 'value': '31.2'}, {'id': 5003797911, 'qualifierId': 213, 'value': '1.07'}, {'id': 5003797907, 'qualifierId': 141, 'value': '86.3'}, {'id': 5003797905, 'qualifierId': 140, 'value': '25.1'}, {'id': 5003797925, 'qualifierId': 287}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;25,1;1,07;31,2;86,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;25,1;86,3;;;;;;;;0;28;11;Cincinnati II;1691;;1,0
2682596875;264;1;1;28;19;6ubc4y1v6hr63mca7ica4hp90;1;35,7;86,8;2024-05-04T20:32:32.848Z;2024-05-04T20:32:36Z;[{'id': 5003798369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003798371, 'qualifierId': 140, 'value': '36.9'}, {'id': 5003798373, 'qualifierId': 141, 'value': '70.3'}, {'id': 5003798377, 'qualifierId': 213, 'value': '4.82'}, {'id': 5003798375, 'qualifierId': 212, 'value': '11.3'}];6bg69aksa8wb6wmu7w81is8yy;J. Forbes;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;36,9;4,82;11,3;70,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;36,9;70,3;;;;;;;;0;28;19;Cincinnati II;1699;;1,0
2682596979;265;1;1;28;22;6ubc4y1v6hr63mca7ica4hp90;1;26,4;61,2;2024-05-04T20:32:36.031Z;2024-05-04T20:32:43Z;[{'id': 5003798899, 'qualifierId': 140, 'value': '44.8'}, {'id': 5003798903, 'qualifierId': 212, 'value': '39.0'}, {'id': 5003798901, 'qualifierId': 141, 'value': '11.4'}, {'id': 5003798897, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003798895, 'qualifierId': 155}, {'id': 5003798905, 'qualifierId': 213, 'value': '5.23'}, {'id': 5003798907, 'qualifierId': 1}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;44,8;5,23;39,0;11,4;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;44,8;11,4;;;;;;;;0;28;22;Cincinnati II;1702;;1,0
2684925263;943;3;1;28;27;6ubc4y1v6hr63mca7ica4hp90;0;36,9;19,6;2024-05-04T20:32:40.600Z;2024-05-10T11:30:53Z;[{'id': 5016437249, 'qualifierId': 464}, {'id': 5016437247, 'qualifierId': 286}, {'id': 5016437245, 'qualifierId': 56, 'value': 'Back'}, {'id': 5016437251, 'qualifierId': 467, 'value': '8sydisziijh84elb8dprtlduy'}];35i699wz5v6nush729peu776c;Josué;;;cluhmm29u2lrety2ljw5l6has;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;27;Cincinnati II;1707;;1,0
2682596983;266;4;1;28;28;6ubc4y1v6hr63mca7ica4hp90;1;43,2;18,8;2024-05-04T20:32:41.937Z;2024-05-04T20:32:44Z;[{'id': 5003798945, 'qualifierId': 152}, {'id': 5003798947, 'qualifierId': 265}, {'id': 5003798943, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003798949, 'qualifierId': 286}, {'id': 5003798965, 'qualifierId': 233, 'value': '227'}, {'id': 5003798941, 'qualifierId': 13}];35i699wz5v6nush729peu776c;Josué;;;cluhmm29u2lrety2ljw5l6has;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;227,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;28;Cincinnati II;1708;;1,0
2682596953;227;4;1;28;28;bd0378yx50xpdcgwkt9p9bmz8;0;56,8;81,2;2024-05-04T20:32:41.938Z;2024-05-04T20:32:44Z;[{'id': 5003798887, 'qualifierId': 265}, {'id': 5003798881, 'qualifierId': 13}, {'id': 5003798889, 'qualifierId': 285}, {'id': 5003798885, 'qualifierId': 152}, {'id': 5003798979, 'qualifierId': 233, 'value': '266'}, {'id': 5003798883, 'qualifierId': 56, 'value': 'Left'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;cluhmm29u2lrety2ljw5l6has;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;266,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;28;28;Crown Legacy;1708;MC;1,0
2682597097;267;1;1;28;39;6ubc4y1v6hr63mca7ica4hp90;1;38,5;25,5;2024-05-04T20:32:52.680Z;2024-05-04T20:32:54Z;[{'id': 5003799537, 'qualifierId': 140, 'value': '28.3'}, {'id': 5003799535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003799543, 'qualifierId': 213, 'value': '3.14'}, {'id': 5003799533, 'qualifierId': 152}, {'id': 5003799531, 'qualifierId': 5}, {'id': 5003799539, 'qualifierId': 141, 'value': '25.6'}, {'id': 5003799541, 'qualifierId': 212, 'value': '10.7'}];dercetgxemr74f5yasq86s5t6;P. Mayaka;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;28,3;3,14;10,7;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;28,3;25,6;;;;;;;;0;28;39;Cincinnati II;1719;;1,0
2682597139;268;1;1;28;40;6ubc4y1v6hr63mca7ica4hp90;1;28,5;26,7;2024-05-04T20:32:54.408Z;2024-05-04T20:32:57Z;[{'id': 5003799801, 'qualifierId': 140, 'value': '29.4'}, {'id': 5003799803, 'qualifierId': 141, 'value': '62.4'}, {'id': 5003799807, 'qualifierId': 213, 'value': '1.53'}, {'id': 5003799805, 'qualifierId': 212, 'value': '24.3'}, {'id': 5003799799, 'qualifierId': 56, 'value': 'Back'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;29,4;1,53;24,3;62,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;29,4;62,4;;;;;;;;0;28;40;Cincinnati II;1720;;1,0
2682597191;269;1;1;28;43;6ubc4y1v6hr63mca7ica4hp90;1;31,7;63,3;2024-05-04T20:32:57.399Z;2024-05-04T20:33:00Z;[{'id': 5003800101, 'qualifierId': 140, 'value': '47.3'}, {'id': 5003800099, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003800103, 'qualifierId': 141, 'value': '85.1'}, {'id': 5003800107, 'qualifierId': 213, 'value': '0.74'}, {'id': 5003800105, 'qualifierId': 212, 'value': '22.1'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;47,3;0,74;22,1;85,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;47,3;85,1;;;;;;;;0;28;43;Cincinnati II;1723;;1,0
2682597203;270;1;1;28;47;6ubc4y1v6hr63mca7ica4hp90;1;54,0;85,0;2024-05-04T20:33:00.527Z;2024-05-04T20:33:01Z;[{'id': 5003800167, 'qualifierId': 212, 'value': '11.6'}, {'id': 5003800165, 'qualifierId': 141, 'value': '81.1'}, {'id': 5003800161, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003800169, 'qualifierId': 213, 'value': '6.05'}, {'id': 5003800163, 'qualifierId': 140, 'value': '64.8'}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;64,8;6,05;11,6;81,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;64,8;81,1;;;;;;;;0;28;47;Cincinnati II;1727;;1,0
2682597255;271;1;1;28;48;6ubc4y1v6hr63mca7ica4hp90;1;64,8;81,1;2024-05-04T20:33:01.552Z;2024-05-04T20:33:05Z;[{'id': 5003800419, 'qualifierId': 212, 'value': '4.3'}, {'id': 5003800413, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003800417, 'qualifierId': 141, 'value': '87.2'}, {'id': 5003800421, 'qualifierId': 213, 'value': '1.79'}, {'id': 5003800415, 'qualifierId': 140, 'value': '63.9'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;63,9;1,79;4,3;87,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;63,9;87,2;;;;;;;;0;28;48;Cincinnati II;1728;;1,0
2682597277;272;1;1;28;51;6ubc4y1v6hr63mca7ica4hp90;1;76,3;88,4;2024-05-04T20:33:05.383Z;2024-05-04T20:33:07Z;[{'id': 5003800565, 'qualifierId': 140, 'value': '89.9'}, {'id': 5003800569, 'qualifierId': 212, 'value': '14.3'}, {'id': 5003800571, 'qualifierId': 213, 'value': '6.20'}, {'id': 5003800567, 'qualifierId': 141, 'value': '86.6'}, {'id': 5003800563, 'qualifierId': 56, 'value': 'Left'}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;89,9;6,2;14,3;86,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;89,9;86,6;;;;;;;;0;28;51;Cincinnati II;1731;;1,0
2682597287;273;1;1;28;53;6ubc4y1v6hr63mca7ica4hp90;0;89,9;86,6;2024-05-04T20:33:07.239Z;2024-05-04T20:33:08Z;[{'id': 5003800627, 'qualifierId': 212, 'value': '7.3'}, {'id': 5003800631, 'qualifierId': 213, 'value': '3.42'}, {'id': 5003800619, 'qualifierId': 56, 'value': 'Left'}, {'id': 5003800621, 'qualifierId': 140, 'value': '83.2'}, {'id': 5003800623, 'qualifierId': 141, 'value': '83.6'}];6bg69aksa8wb6wmu7w81is8yy;J. Forbes;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;83,2;3,42;7,3;83,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;83,2;83,6;;;;;;;;0;28;53;Cincinnati II;1733;;1,0
2682597319;228;49;1;28;56;bd0378yx50xpdcgwkt9p9bmz8;1;26,3;18,2;2024-05-04T20:33:10.177Z;2024-05-04T20:33:10Z;[];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;cluhmm29u2lrety2ljw5l6has;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;28;56;Crown Legacy;1736;MC;1,0
2682597351;229;1;1;28;56;bd0378yx50xpdcgwkt9p9bmz8;1;26,3;18,2;2024-05-04T20:33:10.336Z;2024-05-04T20:33:13Z;[{'id': 5003800961, 'qualifierId': 141, 'value': '10.1'}, {'id': 5003800965, 'qualifierId': 213, 'value': '5.92'}, {'id': 5003800959, 'qualifierId': 140, 'value': '40.0'}, {'id': 5003800963, 'qualifierId': 212, 'value': '15.4'}, {'id': 5003800957, 'qualifierId': 56, 'value': 'Back'}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;40,0;5,92;15,4;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;40,0;10,1;;;;;;;;0;28;56;Crown Legacy;1736;MC;1,0
2682597381;230;2;1;28;59;bd0378yx50xpdcgwkt9p9bmz8;1;50,1;12,5;2024-05-04T20:33:12.897Z;2024-05-10T11:31:23Z;[{'id': 5003801099, 'qualifierId': 140, 'value': '67.8'}, {'id': 5003801125, 'qualifierId': 56, 'value': 'Center'}, {'id': 5003801101, 'qualifierId': 141, 'value': '25.0'}, {'id': 5003801123, 'qualifierId': 7, 'value': 'aw0ngrym0lzn2paoz70wtlgyc'}];9asj8t10cvfumot9hr3dprsic;B. Stitz;;;cluhmm29u2lrety2ljw5l6has;Offside Pass;;;;;;;;;;;67,8;;;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;67,8;25,0;;;;;;;;0;28;59;Crown Legacy;1739;FW;1,0
2682597405;274;55;1;28;59;6ubc4y1v6hr63mca7ica4hp90;1;39,6;64,4;2024-05-04T20:33:12.898Z;2024-05-10T11:31:28Z;[];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;;cluhmm29u2lrety2ljw5l6has;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;59;Cincinnati II;1739;;1,0
2682597525;275;1;1;29;12;6ubc4y1v6hr63mca7ica4hp90;1;28,6;61,7;2024-05-04T20:33:26.159Z;2024-05-04T20:33:29Z;[{'id': 5003801913, 'qualifierId': 141, 'value': '72.1'}, {'id': 5003801905, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003801903, 'qualifierId': 241}, {'id': 5003801909, 'qualifierId': 140, 'value': '37.2'}, {'id': 5003801917, 'qualifierId': 212, 'value': '11.5'}, {'id': 5003801901, 'qualifierId': 5}, {'id': 5003801921, 'qualifierId': 213, 'value': '0.66'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;37,2;0,66;11,5;72,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;37,2;72,1;;;;;;;;0;29;12;Cincinnati II;1752;;1,0
2682597571;276;1;1;29;15;6ubc4y1v6hr63mca7ica4hp90;1;40,6;71,4;2024-05-04T20:33:29.336Z;2024-05-04T20:33:32Z;[{'id': 5003802123, 'qualifierId': 212, 'value': '33.9'}, {'id': 5003802117, 'qualifierId': 56, 'value': 'Center'}, {'id': 5003802121, 'qualifierId': 141, 'value': '70.0'}, {'id': 5003802127, 'qualifierId': 1}, {'id': 5003802119, 'qualifierId': 140, 'value': '72.9'}, {'id': 5003802125, 'qualifierId': 213, 'value': '6.26'}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;;cluhmm29u2lrety2ljw5l6has;Pass;;;;;;;;;;;72,9;6,26;33,9;70,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;72,9;70,0;;;;;;;;0;29;15;Cincinnati II;1755;;1,0
2682597573;277;3;1;29;18;6ubc4y1v6hr63mca7ica4hp90;0;70,0;72,8;2024-05-04T20:33:31.711Z;2024-05-10T12:07:44Z;[{'id': 5016464709, 'qualifierId': 233, 'value': '231'}, {'id': 5003802135, 'qualifierId': 286}, {'id': 5016437949, 'qualifierId': 465}, {'id': 5003802133, 'qualifierId': 56, 'value': 'Center'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;cluhmm29u2lrety2ljw5l6has;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;231,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;29;18;Cincinnati II;1758;;1,0
2682597567;231;7;1;29;18;bd0378yx50xpdcgwkt9p9bmz8;0;30,0;27,2;2024-05-04T20:33:31.712Z;2024-05-10T11:31:46Z;[{'id': 5003802111, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003802167, 'qualifierId': 233, 'value': '277'}, {'id': 5016437977, 'qualifierId': 385}, {'id': 5003802113, 'qualifierId': 285}];739dnufx6izfhubwow0n1ijxm;L. Aghedo;;;cluhmm29u2lrety2ljw5l6has;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;277,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;29;18;Crown Legacy;1758;DC;1,0
2682597581;278;61;1;29;19;6ubc4y1v6hr63mca7ica4hp90;1;72,6;69,7;2024-05-04T20:33:33.149Z;2024-05-04T20:33:33Z;[{'id': 5003802199, 'qualifierId': 56, 'value': 'Center'}];9ohy24mxhsqao5kymh0lbxxck;N. Berchimas;;;cluhmm29u2lrety2ljw5l6has;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;29;19;Cincinnati II;1759;;1,0
2682597679;232;4;1;29;22;bd0378yx50xpdcgwkt9p9bmz8;1;39,4;32,3;2024-05-04T20:33:36.270Z;2024-05-04T20:36:14Z;[{'id': 5003802777, 'qualifierId': 286}, {'id': 5003802769, 'qualifierId': 13}, {'id': 5003802771, 'qualifierId': 56, 'value': 'Back'}, {'id': 5003802775, 'qualifierId': 265}, {'id': 5003812759, 'qualifierId': 233, 'value': '279'}, {'id': 5003802773, 'qualifierId': 152}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;cluhmm29u2lrety2ljw5l6has;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;279,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;29;22;Crown Legacy;1762;MC;1,0
