id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_Involved;value_Resume;value_Captain;value_DirectionOfPlay;value_Length;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_Offensive;value_OppositeRelatedEventId;value_TakeOnOvertake;value_Defensive;value_LongBall;value_Chipped;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_GoalmouthY;value_RelatedEventId;value_BlockedX;value_RegularPlay;value_RightFooted;value_BoxLeft;value_LowLeft;value_Assisted;value_BlockedY;value_Collected;value_LowGkIntervention;value_Stooping;value_Hands;value_NotVisible;value_GkKickFromHands;value_HeadPass;value_KeeperThrow;value_Launch;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_TouchTypePass;value_TakeOnSpace;value_DeletedEventType;value_TouchTypeControl;value_Head;value_TouchTypeClearance;value_OutOfPlay;value_Cross;value_LeftFooted;value_Straight;value_DrivenCross;value_Left;value_GkX;value_FirstTouch;value_BoxCentre;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_IndividualPlay;value_LowCentre;value_Blocked;value_DefBlock;value_CornerTaken;value_BlockedPass;value_SwitchOfPlay;value_MediumGkIntervention;value_ParriedSafe;value_Diving;value_OutSwinger;value_Indirect;value_Obstruction;value_BoxRight;value_LowRight;value_Overrun;value_YellowCard;value_RecklessOffence;value_ShirtPull/Holding;value_CloseLeftAndHigh;value_FastBreak;value_OutOfBoxCentre;value_Shove/Push;value_InSwinger;value_BlockedCross;value_Right;value_HighGkIntervention;value_HighClaim;value_OverArm;value_Volley;value_HighLeft;value_FromCorner;value_High;value_PullBack;value_Minutes;value_HighRight;value_SetPiece;value_FlickOn;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_TacticalFoul;value_HighCentre;value_NotAssisted;value_FreeKick;value_OutOfBoxRight;value_SmallBoxRight;value_NotPastGoalLine;value_Reaching;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_BigChance;value_SmallBoxCentre;value_GoalShotTimestamp;value_SwerveRight;value_OwnPlayer;value_OwnShotBlocked;value_ThrowInSetPiece;value_OverhitCross;value_Unchallenged;value_Handball;value_Weak;value_Strong;value_Injury;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728606471;50;61;1;2;47;7pmw399vh2v44cjle4fkklp1w;1;18,2;11,9;2024-09-30T02:07:10.720Z;2024-09-30T02:10:30Z;[{'id': 5256323435, 'qualifierId': 56, 'value': 'Back'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;izykc7ihtrvh0g05mbqm75lg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;47;Tacoma Defiance;167;FWR;1,0
2728605573;20;3;1;2;48;7pmw399vh2v44cjle4fkklp1w;0;22,2;7,8;2024-09-30T02:07:12.107Z;2024-10-03T06:24:50Z;[{'id': 5256319105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256319205, 'qualifierId': 233, 'value': '49'}, {'id': 5256319107, 'qualifierId': 285}, {'id': 5262168865, 'qualifierId': 465}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;izykc7ihtrvh0g05mbqm75lg;Take On;;;;;;;;;;;;;;;;;49,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;48;Tacoma Defiance;168;MC;1,0
2728605583;49;7;1;2;48;5icuo8utnztpsd9l03gdd68dl;0;77,8;92,2;2024-09-30T02:07:12.108Z;2024-10-03T06:24:52Z;[{'id': 5256319179, 'qualifierId': 233, 'value': '20'}, {'id': 5256319165, 'qualifierId': 286}, {'id': 5256319163, 'qualifierId': 56, 'value': 'Left'}, {'id': 5262168885, 'qualifierId': 383}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;izykc7ihtrvh0g05mbqm75lg;Tackle;;;;;;;;;;;;;;;;1,0;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;2;48;Houston Dynamo II;168;MC;1,0
2729667765;912;49;1;2;49;7pmw399vh2v44cjle4fkklp1w;1;13,7;14,7;2024-09-30T02:07:13.079Z;2024-10-03T06:27:08Z;[];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;izykc7ihtrvh0g05mbqm75lg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;49;Tacoma Defiance;169;FWR;1,0
2728611637;254;1;1;2;50;7pmw399vh2v44cjle4fkklp1w;1;13,6;7,7;2024-09-30T02:07:13.283Z;2024-10-03T06:26:59Z;[{'id': 5256349157, 'qualifierId': 140, 'value': '15.2'}, {'id': 5256349159, 'qualifierId': 141, 'value': '15.7'}, {'id': 5256349163, 'qualifierId': 213, 'value': '1.27'}, {'id': 5256349161, 'qualifierId': 212, 'value': '5.7'}, {'id': 5256349155, 'qualifierId': 56, 'value': 'Back'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;5,7;1,27;;15,7;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;15,2;15,7;;;;;;;0;0;2;50;Tacoma Defiance;170;FWR;1,0
2728605585;21;1;1;2;52;7pmw399vh2v44cjle4fkklp1w;1;15,5;17,2;2024-09-30T02:07:15.853Z;2024-09-30T02:33:36Z;[{'id': 5256319167, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256319169, 'qualifierId': 140, 'value': '25.5'}, {'id': 5256319171, 'qualifierId': 141, 'value': '4.7'}, {'id': 5256319173, 'qualifierId': 212, 'value': '13.5'}, {'id': 5256319175, 'qualifierId': 213, 'value': '5.60'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;13,5;5,6;;4,7;25,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;25,5;4,7;;;;;;;0;0;2;52;Tacoma Defiance;172;MC;1,0
2728612873;305;50;1;2;53;7pmw399vh2v44cjle4fkklp1w;1;17,2;7,2;2024-09-30T02:07:16.511Z;2024-09-30T02:34:40Z;[{'id': 5256357043, 'qualifierId': 233, 'value': '300'}, {'id': 5256355605, 'qualifierId': 285}, {'id': 5256355603, 'qualifierId': 56, 'value': 'Back'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;izykc7ihtrvh0g05mbqm75lg;Dispossessed;;;;;;;;;;;;;;;;;300,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;53;Tacoma Defiance;173;MC;1,0
2728613141;300;7;1;2;53;5icuo8utnztpsd9l03gdd68dl;1;82,8;92,8;2024-09-30T02:07:16.512Z;2024-10-03T06:25:05Z;[{'id': 5256357033, 'qualifierId': 233, 'value': '305'}, {'id': 5256357029, 'qualifierId': 286}, {'id': 5262168943, 'qualifierId': 383}, {'id': 5256357027, 'qualifierId': 56, 'value': 'Left'}];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;;;izykc7ihtrvh0g05mbqm75lg;Tackle;;;;;;;;;;;;;;;;1,0;305,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;2;53;Houston Dynamo II;173;DC;1,0
2728616727;442;49;1;2;54;5icuo8utnztpsd9l03gdd68dl;1;68,2;86,3;2024-09-30T02:07:17.127Z;2024-10-03T06:27:50Z;[];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;;;izykc7ihtrvh0g05mbqm75lg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;2;54;Houston Dynamo II;174;DC;1,0
2728605619;50;1;1;2;55;5icuo8utnztpsd9l03gdd68dl;1;92,6;80,6;2024-09-30T02:07:19.084Z;2024-10-03T06:27:53Z;[{'id': 5256319351, 'qualifierId': 140, 'value': '89.0'}, {'id': 5256319355, 'qualifierId': 212, 'value': '13.5'}, {'id': 5256319353, 'qualifierId': 141, 'value': '61.5'}, {'id': 5256319357, 'qualifierId': 213, 'value': '4.43'}, {'id': 5256319677, 'qualifierId': 210, 'value': '14'}, {'id': 5256319349, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256319679, 'qualifierId': 154}];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;1,0;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;13,5;4,43;;61,5;89,0;;;;;;;;1,0;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;89,0;61,5;;;;;;;0;0;2;55;Houston Dynamo II;175;DC;1,0
2728605623;51;14;1;2;56;5icuo8utnztpsd9l03gdd68dl;1;90,2;52,3;2024-09-30T02:07:20.068Z;2024-10-03T06:28:21Z;[{'id': 5256319691, 'qualifierId': 73}, {'id': 5256319693, 'qualifierId': 29}, {'id': 5256319709, 'qualifierId': 230, 'value': '98.5'}, {'id': 5256319707, 'qualifierId': 328}, {'id': 5256319457, 'qualifierId': 72}, {'id': 5256319703, 'qualifierId': 103, 'value': '5.7'}, {'id': 5256319701, 'qualifierId': 102, 'value': '55.4'}, {'id': 5256319697, 'qualifierId': 55, 'value': '50'}, {'id': 5256319695, 'qualifierId': 154}, {'id': 5256319373, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256319371, 'qualifierId': 17}, {'id': 5256319369, 'qualifierId': 22}, {'id': 5256319711, 'qualifierId': 231, 'value': '49.6'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;izykc7ihtrvh0g05mbqm75lg;Post;;;;;;;;;;;;;;;;;;;;;;1,0;;5,7;55,4;50,0;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;98,5;1,0;1,0;49,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;55,4;5.7;50,0;3007iihmvmlzgpgtxri3v3hg4;0;0;2;56;Houston Dynamo II;176;AMR;1,0
2728605615;24;5;1;2;59;7pmw399vh2v44cjle4fkklp1w;1;-1,1;30,2;2024-09-30T02:07:23.004Z;2024-09-30T03:03:48Z;[{'id': 5256382081, 'qualifierId': 233, 'value': '52'}, {'id': 5256319333, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256319335, 'qualifierId': 346}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;izykc7ihtrvh0g05mbqm75lg;Out;;;;;;;;;;;;;;;;;52,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;2;59;Tacoma Defiance;179;MC;1,0
2728605627;52;5;1;2;59;5icuo8utnztpsd9l03gdd68dl;0;101,1;69,8;2024-09-30T02:07:23.004Z;2024-09-30T03:03:49Z;[{'id': 5256319395, 'qualifierId': 56, 'value': 'Center'}, {'id': 5256319397, 'qualifierId': 346}, {'id': 5256382085, 'qualifierId': 233, 'value': '24'}];s9a51dj3nkad2e53b2jbgl5g;S. Gomez;;;izykc7ihtrvh0g05mbqm75lg;Out;;;;;;;;;;;;;;;;;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;2;59;Houston Dynamo II;179;AMR;1,0
2728605709;25;1;1;3;24;7pmw399vh2v44cjle4fkklp1w;1;4,5;39,3;2024-09-30T02:07:47.786Z;2024-09-30T02:07:49Z;[{'id': 5256319815, 'qualifierId': 141, 'value': '49.3'}, {'id': 5256319811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256319813, 'qualifierId': 140, 'value': '5.4'}, {'id': 5256319819, 'qualifierId': 213, 'value': '1.43'}, {'id': 5256319823, 'qualifierId': 237}, {'id': 5256319809, 'qualifierId': 124}, {'id': 5256319817, 'qualifierId': 212, 'value': '6.9'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;6,9;1,43;;49,3;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;5,4;49,3;;;;;;;0;0;3;24;Tacoma Defiance;204;DL;1,0
2728605715;26;1;1;3;26;7pmw399vh2v44cjle4fkklp1w;1;6,6;51,6;2024-09-30T02:07:49.755Z;2024-09-30T02:07:52Z;[{'id': 5256319855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256319863, 'qualifierId': 213, 'value': '6.20'}, {'id': 5256319861, 'qualifierId': 212, 'value': '14.5'}, {'id': 5256319859, 'qualifierId': 141, 'value': '49.9'}, {'id': 5256319857, 'qualifierId': 140, 'value': '20.4'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;14,5;6,2;;49,9;20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;20,4;49,9;;;;;;;0;0;3;26;Tacoma Defiance;206;GK;1,0
2728605717;27;1;1;3;28;7pmw399vh2v44cjle4fkklp1w;1;20,4;49,5;2024-09-30T02:07:52.091Z;2024-09-30T02:07:53Z;[{'id': 5256319869, 'qualifierId': 140, 'value': '10.6'}, {'id': 5256319873, 'qualifierId': 212, 'value': '24.7'}, {'id': 5256319871, 'qualifierId': 141, 'value': '16.4'}, {'id': 5256319875, 'qualifierId': 213, 'value': '4.28'}, {'id': 5256319881, 'qualifierId': 156}, {'id': 5256319867, 'qualifierId': 56, 'value': 'Back'}];bfsjxpmiflhdz2162ulqlo0lw;J. Valverde;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;24,7;4,28;;16,4;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;10,6;16,4;;;;;;;0;0;3;28;Tacoma Defiance;208;MC;1,0
2728605753;28;1;1;3;33;7pmw399vh2v44cjle4fkklp1w;1;24,5;8,2;2024-09-30T02:07:57.035Z;2024-09-30T02:52:11Z;[{'id': 5256320015, 'qualifierId': 140, 'value': '52.4'}, {'id': 5256320013, 'qualifierId': 56, 'value': 'Right'}, {'id': 5256320021, 'qualifierId': 213, 'value': '6.14'}, {'id': 5256320019, 'qualifierId': 212, 'value': '29.6'}, {'id': 5256320017, 'qualifierId': 141, 'value': '1.9'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;29,6;6,14;;1,9;52,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;52,4;1,9;;;;;;;0;0;3;33;Tacoma Defiance;213;DL;1,0
2728605757;29;43;1;3;36;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-09-30T02:07:59.915Z;2024-09-30T02:52:08Z;[{'id': 5256320051, 'qualifierId': 213, 'value': '6.17'}, {'id': 5256320043, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256320045, 'qualifierId': 140, 'value': '49.3'}, {'id': 5256320047, 'qualifierId': 141, 'value': '2.4'}, {'id': 5256375979, 'qualifierId': 144, 'value': '1'}, {'id': 5256320049, 'qualifierId': 212, 'value': '5.0'}];2p2lvzr6lk92tevfvb5u6uiac;D. Barrett;;;izykc7ihtrvh0g05mbqm75lg;Deleted event;;;;;;;;;;5,0;6,17;;2,4;49,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;49,3;2,4;;;;;;;0;0;3;36;Tacoma Defiance;216;DR;1,0
2728605771;30;1;1;3;36;7pmw399vh2v44cjle4fkklp1w;1;48,1;3,1;2024-09-30T02:08:00.003Z;2024-09-30T02:52:21Z;[{'id': 5256320087, 'qualifierId': 141, 'value': '13.9'}, {'id': 5256320089, 'qualifierId': 212, 'value': '9.2'}, {'id': 5256320091, 'qualifierId': 213, 'value': '2.21'}, {'id': 5256320083, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256320085, 'qualifierId': 140, 'value': '42.9'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;9,2;2,21;;13,9;42,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;42,9;13,9;;;;;;;0;0;3;36;Tacoma Defiance;216;MC;1,0
2728605785;31;1;1;3;38;7pmw399vh2v44cjle4fkklp1w;1;40,0;12,5;2024-09-30T02:08:01.979Z;2024-09-30T02:08:10Z;[{'id': 5256320147, 'qualifierId': 212, 'value': '18.5'}, {'id': 5256320149, 'qualifierId': 213, 'value': '0.00'}, {'id': 5256320143, 'qualifierId': 140, 'value': '57.6'}, {'id': 5256320145, 'qualifierId': 141, 'value': '12.6'}, {'id': 5256320141, 'qualifierId': 56, 'value': 'Right'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;18,5;0,0;;12,6;57,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;57,6;12,6;;;;;;;0;0;3;38;Tacoma Defiance;218;MC;1,0
2728605787;32;50;1;3;41;7pmw399vh2v44cjle4fkklp1w;1;58,2;17,2;2024-09-30T02:08:04.954Z;2024-09-30T02:52:37Z;[{'id': 5256320271, 'qualifierId': 233, 'value': '53'}, {'id': 5256320153, 'qualifierId': 56, 'value': 'Right'}, {'id': 5256320155, 'qualifierId': 286}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;izykc7ihtrvh0g05mbqm75lg;Dispossessed;;;;;;;;;;;;;;;;1,0;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;3;41;Tacoma Defiance;221;FWR;1,0
2728605803;53;7;1;3;41;5icuo8utnztpsd9l03gdd68dl;1;41,8;82,8;2024-09-30T02:08:04.955Z;2024-10-03T06:30:52Z;[{'id': 5256320257, 'qualifierId': 285}, {'id': 5262170701, 'qualifierId': 384}, {'id': 5256320255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5256320265, 'qualifierId': 233, 'value': '32'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;izykc7ihtrvh0g05mbqm75lg;Tackle;;;;;;;;;;;;;;;;;32,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;3;41;Houston Dynamo II;221;MC;1,0
2728605805;54;49;1;3;44;5icuo8utnztpsd9l03gdd68dl;1;41,6;72,5;2024-09-30T02:08:07.195Z;2024-09-30T02:08:07Z;[];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;izykc7ihtrvh0g05mbqm75lg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;3;44;Houston Dynamo II;224;MC;1,0
2728605823;55;1;1;3;45;5icuo8utnztpsd9l03gdd68dl;0;41,6;72,5;2024-09-30T02:08:08.619Z;2024-09-30T02:08:12Z;[{'id': 5256320343, 'qualifierId': 56, 'value': 'Left'}, {'id': 5256320341, 'qualifierId': 155}, {'id': 5256320345, 'qualifierId': 140, 'value': '98.1'}, {'id': 5256320353, 'qualifierId': 1}, {'id': 5256320351, 'qualifierId': 213, 'value': '0.12'}, {'id': 5256320349, 'qualifierId': 212, 'value': '59.8'}, {'id': 5256320347, 'qualifierId': 141, 'value': '83.0'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;59,8;0,12;;83,0;98,1;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;98,1;83,0;;;;;;;0;0;3;45;Houston Dynamo II;225;MC;1,0
2728605829;33;49;1;3;52;7pmw399vh2v44cjle4fkklp1w;1;1,8;20,8;2024-09-30T02:08:15.227Z;2024-09-30T02:08:15Z;[];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;izykc7ihtrvh0g05mbqm75lg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;0;0;3;52;Tacoma Defiance;232;GK;1,0
2728605845;34;1;1;3;55;7pmw399vh2v44cjle4fkklp1w;1;5,9;36,1;2024-09-30T02:08:18.346Z;2024-09-30T02:08:21Z;[{'id': 5256320469, 'qualifierId': 141, 'value': '18.6'}, {'id': 5256320473, 'qualifierId': 213, 'value': '5.55'}, {'id': 5256320471, 'qualifierId': 212, 'value': '17.8'}, {'id': 5256320467, 'qualifierId': 140, 'value': '18.5'}, {'id': 5256320465, 'qualifierId': 56, 'value': 'Back'}];e81zc97bmfjgwo978gplrx46i;X. Valdez;;;izykc7ihtrvh0g05mbqm75lg;Pass;;;;;;;;;;17,8;5,55;;18,6;18,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;18,5;18,6;;;;;;;0;0;3;55;Tacoma Defiance;235;GK;1,0
