id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Involved;value_Resume;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_Zone;value_Cross;value_Chipped;value_OutOfPlay;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_DeletedEventType;value_Offensive;value_Defensive;value_FlickOn;value_HeadPass;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_BlockedPass;value_BlockedCross;value_Launch;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_KeeperThrow;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_HighClaim;value_NotVisible;value_SwitchOfPlay;value_RecklessOffence;value_IntentionalAssist;value_Assist;value_Assisted;value_GoalmouthY;value_FirstTouch;value_HighRight;value_BoxCentre;value_GoalmouthZ;value_GkY;value_RightFooted;value_RegularPlay;value_GkX;value_BigChance;value_Volley;value_Overrun;value_BoxLeft;value_BlockedX;value_BlockedY;value_Blocked;value_LowCentre;value_DefBlock;value_LeftFooted;value_OutOfBoxCentre;value_IndividualPlay;value_Shove/Push;value_2NdAssist;value_SmallBoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_2NdAssisted;value_2NdRelatedEventId;value_LowRight;value_Diving;value_ParriedDanger;value_Hands;value_LowLeft;value_BoxDeepLeft;value_Standing;value_Collected;value_OtherBodyPart;value_NotPastGoalLine;value_MisHit;value_CloseRight;value_ParriedSafe;value_ShirtPull/Holding;value_Minutes;value_ThroughBall;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_NotAssisted;value_FromCorner;value_High;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_TempMissed;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Reaching;value_SixYardBlocked;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_CloseHigh;value_OverhitCross;value_SetPiece;value_OutSwinger;value_HitWoodwork;value_HitRightPost;value_HighLeft;value_TimeWasting;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Weak;value_HitLeftPost;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705700153;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-08-03T22:21:44.349Z;2024-08-03T23:22:08Z;[{'id': 5130547869, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5130547867, 'qualifierId': 30, 'value': 'dt797hve9mdpnuyy1z4pnpp1w, 5qfwg7j8xrfv19ouu4gvrs00k, d8u6lnk9lmbrgv9obcshpec8a, e8i5fg3tp35k8iys32eiv7jmc, 7z57s6veqr3k87quyd6i7fgx6, 2figny7hhxiw29vizhlyta3o4, 6xu5v7x5zge1k83w40mmbxyzu, 7q8y6gbmg9j75zgm3nhs3bfh0, bje8wvncnbbx5w0l08uno88ru, dqxh3f9qy6lhrwabvnbb6erro, 7w2rw1jd8ouhu8bbvswvysu8k, d5del7kcf1zgkd2uvhius8y22, 2m7xhno7xnktvmzwa6j7wlgfe, 8pvvljn4uasfjxdleh56pm38, bwn9d457kxdldt87z9fl1x0k4, 48uytxtisot3s0ilflltvxwk4, 3wn0nn5q8g2mjzuc8yb4dvu2, dfnus4g6zypd1xcec6x7p85ey, 5l9js12tsf18c7st0oac3swes, cgcpmpetc768pyqb51qthq61g'}, {'id': 5130547885, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5130547871, 'qualifierId': 59, 'value': '40, 95, 85, 89, 72, 58, 81, 68, 70, 79, 73, 38, 50, 51, 86, 65, 71, 75, 92, 96'}, {'id': 5130547881, 'qualifierId': 197, 'value': '19221'}, {'id': 5130547877, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5130547873, 'qualifierId': 130, 'value': '2'}, {'id': 5130579425, 'qualifierId': 194, 'value': '7z57s6veqr3k87quyd6i7fgx6'}];;;;;efj24dofghm1xmxasfw3r2z9w;Team set up;;;;;19221,0;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;Chattanooga;0;;
2705700537;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-08-03T22:22:57.211Z;2024-08-03T23:26:45Z;[{'id': 5130549691, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5130566479, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 5130549693, 'qualifierId': 59, 'value': '15, 22, 3, 8, 14, 20, 33, 25, 9, 10, 11, 18, 2, 6, 12, 23, 24, 32, 51, 71'}, {'id': 5130549695, 'qualifierId': 130, 'value': '8'}, {'id': 5130549699, 'qualifierId': 197, 'value': '23330'}, {'id': 5130549697, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5130549701, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5130549689, 'qualifierId': 30, 'value': '7jaa504py8qcx30a2p1vgn8d0, 1h5rgsol19v1pcl5ksstrv9t6, 2d3dwhrtafkd1b8q1nzerqew9, 4cwccglaxz5sf71eptnj6kzfu, 87nhafgkozygrd5f06ore0xzo, 7e8xkqlux0myjc5cwtb7rega1, at2xv960peboe9spoag2kn21g, b4te1cxogvhtglhug3sdgkmei, a3eln6gas8765a3pn6ecqjvxm, 5m8hxfvza21t4wfe6v0a18etw, 4hdai9za2ls03tjpcw0ahu5wq, 6zuton58biybp7ge3mpc17alm, jb43adjmhnwysrrwwmvuojfu, 6zbb5xiauoixj3clxdgud8lxw, 9gk1m714ni2m8n26uybsgadey, exunlng0cgo9bpqh4x6jpxyax, 3a8bghw11ttrstr4jlopadd9m, ew3qxbn1ev1qv7wi0iwoc642c, ezq3vqtlf2keocudx8ndelct0, 82uh6ad46fvub9b0vfapw2vze'}];;;;;efj24dofghm1xmxasfw3r2z9w;Team set up;;;;;23330,0;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;0;Toronto II;0;;
2705711489;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-08-03T23:03:59.460Z;2024-08-03T23:04:01Z;[{'id': 5130612235, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;efj24dofghm1xmxasfw3r2z9w;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;0;Toronto II;0;;
2705711481;3;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-08-03T23:03:59.460Z;2024-08-03T23:03:59Z;[{'id': 5130612211, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;efj24dofghm1xmxasfw3r2z9w;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;0;Chattanooga;0;;
2705711505;4;1;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;49,6;50,1;2024-08-03T23:03:59.461Z;2024-08-03T23:04:04Z;[{'id': 5130612329, 'qualifierId': 213, 'value': '2.75'}, {'id': 5130612325, 'qualifierId': 141, 'value': '58.7'}, {'id': 5130612331, 'qualifierId': 279, 'value': 'S'}, {'id': 5130612327, 'qualifierId': 212, 'value': '15.2'}, {'id': 5130612323, 'qualifierId': 140, 'value': '36.2'}, {'id': 5130612321, 'qualifierId': 56, 'value': 'Back'}];bje8wvncnbbx5w0l08uno88ru;M. Catavolo;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;2,75;58,7;;15,2;36,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;36,2;58,7;;;;;;;;0;0;0;Chattanooga;0;FW;1,0
2705711523;5;1;1;0;5;29nx7yxy1rdqv2oobqn5pjf8p;1;32,0;61,3;2024-08-03T23:04:04.478Z;2024-08-03T23:04:08Z;[{'id': 5130612419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130612423, 'qualifierId': 141, 'value': '65.9'}, {'id': 5130612421, 'qualifierId': 140, 'value': '21.5'}, {'id': 5130612427, 'qualifierId': 213, 'value': '2.87'}, {'id': 5130612425, 'qualifierId': 212, 'value': '11.5'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;2,87;65,9;;11,5;21,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;21,5;65,9;;;;;;;;0;0;5;Chattanooga;5;MC;1,0
2705711547;6;1;1;0;8;29nx7yxy1rdqv2oobqn5pjf8p;1;21,0;64,7;2024-08-03T23:04:07.950Z;2024-08-03T23:04:11Z;[{'id': 5130612569, 'qualifierId': 213, 'value': '4.89'}, {'id': 5130612565, 'qualifierId': 141, 'value': '37.7'}, {'id': 5130612567, 'qualifierId': 212, 'value': '18.6'}, {'id': 5130612561, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130612563, 'qualifierId': 140, 'value': '24.1'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;4,89;37,7;;18,6;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;24,1;37,7;;;;;;;;0;0;8;Chattanooga;8;DC;1,0
2705711553;7;1;1;0;11;29nx7yxy1rdqv2oobqn5pjf8p;1;26,2;40,5;2024-08-03T23:04:11.406Z;2024-08-03T23:04:12Z;[{'id': 5130612621, 'qualifierId': 213, 'value': '1.77'}, {'id': 5130612617, 'qualifierId': 141, 'value': '69.8'}, {'id': 5130612619, 'qualifierId': 212, 'value': '20.3'}, {'id': 5130612615, 'qualifierId': 140, 'value': '22.3'}, {'id': 5130612613, 'qualifierId': 56, 'value': 'Back'}];7z57s6veqr3k87quyd6i7fgx6;M. Fisher;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;1,77;69,8;;20,3;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;22,3;69,8;;;;;;;;0;0;11;Chattanooga;11;DL;1,0
2705711563;8;1;1;0;13;29nx7yxy1rdqv2oobqn5pjf8p;1;20,1;72,7;2024-08-03T23:04:12.829Z;2024-08-03T23:56:12Z;[{'id': 5130612667, 'qualifierId': 212, 'value': '15.9'}, {'id': 5130612669, 'qualifierId': 213, 'value': '1.12'}, {'id': 5130612665, 'qualifierId': 141, 'value': '93.8'}, {'id': 5130612661, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130612663, 'qualifierId': 140, 'value': '26.7'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;1,12;93,8;;15,9;26,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;26,7;93,8;;;;;;;;0;0;13;Chattanooga;13;DC;1,0
2705711589;9;1;1;0;15;29nx7yxy1rdqv2oobqn5pjf8p;1;26,1;93,3;2024-08-03T23:04:15.406Z;2024-08-03T23:56:20Z;[{'id': 5130612833, 'qualifierId': 140, 'value': '25.1'}, {'id': 5130612837, 'qualifierId': 212, 'value': '9.9'}, {'id': 5130612835, 'qualifierId': 141, 'value': '78.8'}, {'id': 5130612839, 'qualifierId': 213, 'value': '4.61'}, {'id': 5130612831, 'qualifierId': 56, 'value': 'Back'}];d8u6lnk9lmbrgv9obcshpec8a;M. Stojadinovic;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;4,61;78,8;;9,9;25,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;25,1;78,8;;;;;;;;0;0;15;Chattanooga;15;DC;1,0
