id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Involved;value_Resume;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_Zone;value_Cross;value_Chipped;value_OutOfPlay;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_DeletedEventType;value_Offensive;value_Defensive;value_FlickOn;value_HeadPass;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_IntendedTackleTarget;value_BlockedPass;value_BlockedCross;value_Launch;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_KeeperThrow;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_HighClaim;value_NotVisible;value_SwitchOfPlay;value_RecklessOffence;value_IntentionalAssist;value_Assist;value_Assisted;value_GoalmouthY;value_FirstTouch;value_HighRight;value_BoxCentre;value_GoalmouthZ;value_GkY;value_RightFooted;value_RegularPlay;value_GkX;value_BigChance;value_Volley;value_Overrun;value_BoxLeft;value_BlockedX;value_BlockedY;value_Blocked;value_LowCentre;value_DefBlock;value_LeftFooted;value_OutOfBoxCentre;value_IndividualPlay;value_Shove/Push;value_2NdAssist;value_SmallBoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_2NdAssisted;value_2NdRelatedEventId;value_LowRight;value_Diving;value_ParriedDanger;value_Hands;value_LowLeft;value_BoxDeepLeft;value_Standing;value_Collected;value_OtherBodyPart;value_NotPastGoalLine;value_MisHit;value_CloseRight;value_ParriedSafe;value_ShirtPull/Holding;value_Minutes;value_ThroughBall;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_NotAssisted;value_FromCorner;value_High;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_TempMissed;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Reaching;value_SixYardBlocked;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_CloseHigh;value_OverhitCross;value_SetPiece;value_OutSwinger;value_HitWoodwork;value_HitRightPost;value_HighLeft;value_TimeWasting;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Weak;value_HitLeftPost;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705711595;10;1;1;0;17;29nx7yxy1rdqv2oobqn5pjf8p;0;27,9;79,4;2024-08-03T23:04:16.597Z;2024-08-03T23:56:29Z;[{'id': 5130612863, 'qualifierId': 212, 'value': '6.6'}, {'id': 5130612861, 'qualifierId': 141, 'value': '81.5'}, {'id': 5130612859, 'qualifierId': 140, 'value': '34.0'}, {'id': 5130612857, 'qualifierId': 56, 'value': 'Back'}, {'id': 5130612865, 'qualifierId': 213, 'value': '0.22'}];7q8y6gbmg9j75zgm3nhs3bfh0;L. Olguin;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;0,22;81,5;;6,6;34,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;34,0;81,5;;;;;;;;0;0;17;Chattanooga;17;MC;1,0
2705711581;3;8;1;0;18;cwnjxlibb02fuh0vwgvac6h45;1;69,0;12,9;2024-08-03T23:04:18.451Z;2024-08-03T23:04:27Z;[{'id': 5130612787, 'qualifierId': 56, 'value': 'Right'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;efj24dofghm1xmxasfw3r2z9w;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;18;Toronto II;18;MC;1,0
2705711593;4;49;1;0;20;cwnjxlibb02fuh0vwgvac6h45;1;74,4;13,7;2024-08-03T23:04:19.625Z;2024-08-03T23:04:19Z;[];5m8hxfvza21t4wfe6v0a18etw;L. García;;;efj24dofghm1xmxasfw3r2z9w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;20;Toronto II;20;AMC;1,0
2705711611;5;1;1;0;20;cwnjxlibb02fuh0vwgvac6h45;1;74,4;13,7;2024-08-03T23:04:20.009Z;2024-08-03T23:04:21Z;[{'id': 5130612945, 'qualifierId': 56, 'value': 'Right'}, {'id': 5130612949, 'qualifierId': 141, 'value': '5.2'}, {'id': 5130612953, 'qualifierId': 213, 'value': '3.55'}, {'id': 5130612951, 'qualifierId': 212, 'value': '14.4'}, {'id': 5130612947, 'qualifierId': 140, 'value': '61.8'}];5m8hxfvza21t4wfe6v0a18etw;L. García;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;3,55;5,2;;14,4;61,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;61,8;5,2;;;;;;;;0;0;20;Toronto II;20;AMC;1,0
2705711621;6;1;1;0;21;cwnjxlibb02fuh0vwgvac6h45;1;61,6;5,2;2024-08-03T23:04:21.241Z;2024-08-03T23:04:22Z;[{'id': 5130613029, 'qualifierId': 212, 'value': '8.8'}, {'id': 5130613031, 'qualifierId': 213, 'value': '2.41'}, {'id': 5130613025, 'qualifierId': 140, 'value': '55.4'}, {'id': 5130613027, 'qualifierId': 141, 'value': '13.8'}, {'id': 5130613023, 'qualifierId': 56, 'value': 'Right'}];at2xv960peboe9spoag2kn21g;A. McGrath;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;2,41;13,8;;8,8;55,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;55,4;13,8;;;;;;;;0;0;21;Toronto II;21;AMR;1,0
2705711625;7;61;1;0;23;cwnjxlibb02fuh0vwgvac6h45;0;55,4;13,8;2024-08-03T23:04:22.713Z;2024-08-03T23:05:09Z;[{'id': 5130613045, 'qualifierId': 56, 'value': 'Right'}];b4te1cxogvhtglhug3sdgkmei;J. Arthur;;;efj24dofghm1xmxasfw3r2z9w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;;0;0;23;Toronto II;23;MC;1,0
2705711639;11;49;1;0;25;29nx7yxy1rdqv2oobqn5pjf8p;1;34,5;77,0;2024-08-03T23:04:24.894Z;2024-08-03T23:56:51Z;[];bje8wvncnbbx5w0l08uno88ru;M. Catavolo;;;efj24dofghm1xmxasfw3r2z9w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;;0;0;25;Chattanooga;25;FW;1,0
2705711679;12;1;1;0;26;29nx7yxy1rdqv2oobqn5pjf8p;1;68,1;65,9;2024-08-03T23:04:26.285Z;2024-08-03T23:56:50Z;[{'id': 5130613281, 'qualifierId': 141, 'value': '31.8'}, {'id': 5130613283, 'qualifierId': 212, 'value': '23.3'}, {'id': 5130613277, 'qualifierId': 56, 'value': 'Center'}, {'id': 5130613279, 'qualifierId': 140, 'value': '65.5'}, {'id': 5130613285, 'qualifierId': 213, 'value': '4.60'}];bje8wvncnbbx5w0l08uno88ru;M. Catavolo;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;4,6;31,8;;23,3;65,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;65,5;31,8;;;;;;;;0;0;26;Chattanooga;26;FW;1,0
2705711689;13;1;1;0;31;29nx7yxy1rdqv2oobqn5pjf8p;1;67,9;25,9;2024-08-03T23:04:30.606Z;2024-08-03T23:04:33Z;[{'id': 5130613367, 'qualifierId': 212, 'value': '24.9'}, {'id': 5130613369, 'qualifierId': 213, 'value': '6.09'}, {'id': 5130613365, 'qualifierId': 141, 'value': '19.0'}, {'id': 5130613361, 'qualifierId': 56, 'value': 'Right'}, {'id': 5130613363, 'qualifierId': 140, 'value': '91.2'}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;6,09;19,0;;24,9;91,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;91,2;19,0;;;;;;;;0;0;31;Chattanooga;31;MR;1,0
2705711703;14;1;1;0;34;29nx7yxy1rdqv2oobqn5pjf8p;1;93,3;16,1;2024-08-03T23:04:33.630Z;2024-08-03T23:04:35Z;[{'id': 5130613441, 'qualifierId': 56, 'value': 'Right'}, {'id': 5130613447, 'qualifierId': 212, 'value': '6.9'}, {'id': 5130613445, 'qualifierId': 141, 'value': '14.0'}, {'id': 5130613449, 'qualifierId': 213, 'value': '3.35'}, {'id': 5130613443, 'qualifierId': 140, 'value': '86.9'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;efj24dofghm1xmxasfw3r2z9w;Pass;;;;;;;;;;3,35;14,0;;6,9;86,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;86,9;14,0;;;;;;;;0;0;34;Chattanooga;34;DR;1,0
