id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_Involved;value_Resume;value_Captain;value_JerseyNumber;value_PlayerPosition;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndX;value_PassEndY;value_Zone;value_Length;value_Chipped;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_TakeOnOvertake;value_Defensive;value_TouchTypeClearance;value_LastLine;value_PullBack;value_Launch;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_DeletedEventType;value_IntendedTackleTarget;value_SwitchOfPlay;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_NextEventGoalKick;value_GoalKick;value_Low;value_FlickOn;value_HeadPass;value_AttemptedTackle;value_TouchTypePass;value_Cross;value_InSwinger;value_RightFooted;value_Head;value_TouchTypeControl;value_OutOfPlay;value_Left;value_Right;value_CornerTaken;value_LeftFooted;value_TakeOnSpace;value_OverhitCross;value_OutSwinger;value_IntentionalAssist;value_Assist;value_GkX;value_RelatedEventId;value_GoalmouthZ;value_FromCorner;value_GoalmouthY;value_BoxCentre;value_Assisted;value_GkY;value_FirstTouch;value_LayOff;value_BoxLeft;value_RegularPlay;value_CloseRight;value_NotVisible;value_NotPastGoalLine;value_BlockedY;value_Volley;value_BlockedX;value_BoxRight;value_Handball;value_YellowCard;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_LowRight;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_High;value_Defensive1V1;value_LowGkIntervention;value_KeeperThrow;value_RefereeDelay;value_DrinksBreak;value_NotAssisted;value_IndividualPlay;value_FollowsADribble;value_SwerveRight;value_OutOfBoxCentre;value_HighCentre;value_Diving;value_ParriedSafe;value_MediumGkIntervention;value_Hands;value_ThroughBall;value_Dissent;value_SecondYellow;value_LowLeft;value_SmallBoxLeft;value_SixYardBlocked;value_Blocked;value_DefBlock;value_ShirtPull/Holding;value_PlayersCaughtOffside;value_Indirect;value_SetPiece;value_MisHit;value_CloseLeft;value_HighGkIntervention;value_CloseHigh;value_Minutes;value_LowCentre;value_AerialFoul;value_EndType;value_FloatedCross;value_Straight;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_TimeWasting;value_TacticalFoul;value_Feet;value_ParriedDanger;value_Sliding;value_FantasyAssistedBy;value_OwnGoal;value_SmallBoxCentre;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_Penalty;value_PenaltyTakerId;value_Scored;value_BigChance;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Overrun;value_OverArm;value_FairPlay;value_IncorrectOutOfPlayDecision;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701109865;205;1;1;16;13;5icuo8utnztpsd9l03gdd68dl;1;20,0;38,9;2024-07-14T23:20:36.963Z;2024-07-18T08:17:37Z;[{'id': 5105118123, 'qualifierId': 140, 'value': '20.2'}, {'id': 5105118125, 'qualifierId': 141, 'value': '79.7'}, {'id': 5105118127, 'qualifierId': 212, 'value': '27.7'}, {'id': 5105118129, 'qualifierId': 213, 'value': '1.56'}, {'id': 5105118121, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,56;20,2;79,7;;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;20,2;79,7;;;;;;;;0;16;13;Vancouver Whitecaps II;973;DL;1,0
2701109871;206;1;1;16;19;5icuo8utnztpsd9l03gdd68dl;1;25,0;78,4;2024-07-14T23:20:42.371Z;2024-07-14T23:20:44Z;[{'id': 5105118187, 'qualifierId': 213, 'value': '0.06'}, {'id': 5105118181, 'qualifierId': 140, 'value': '40.5'}, {'id': 5105118179, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118185, 'qualifierId': 212, 'value': '16.3'}, {'id': 5105118183, 'qualifierId': 141, 'value': '79.9'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;0,06;40,5;79,9;;16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;40,5;79,9;;;;;;;;0;16;19;Vancouver Whitecaps II;979;DC;1,0
2701109881;207;1;1;16;21;5icuo8utnztpsd9l03gdd68dl;1;40,5;79,9;2024-07-14T23:20:44.291Z;2024-07-14T23:20:50Z;[{'id': 5105118231, 'qualifierId': 141, 'value': '98.9'}, {'id': 5105118229, 'qualifierId': 140, 'value': '8.5'}, {'id': 5105118235, 'qualifierId': 213, 'value': '2.77'}, {'id': 5105118237, 'qualifierId': 1}, {'id': 5105118233, 'qualifierId': 212, 'value': '36.0'}, {'id': 5105118227, 'qualifierId': 56, 'value': 'Back'}];9fbj8njpn0q6j87le4rnafjf8;Y. Tsukanome;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;2,77;8,5;98,9;;36,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;8,5;98,9;;;;;;;;0;16;21;Vancouver Whitecaps II;981;AML;1,0
2701109885;208;1;1;16;27;5icuo8utnztpsd9l03gdd68dl;1;8,6;92,7;2024-07-14T23:20:50.627Z;2024-07-14T23:20:53Z;[{'id': 5105118263, 'qualifierId': 213, 'value': '4.42'}, {'id': 5105118257, 'qualifierId': 140, 'value': '2.6'}, {'id': 5105118255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118259, 'qualifierId': 141, 'value': '62.0'}, {'id': 5105118261, 'qualifierId': 212, 'value': '21.8'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;4,42;2,6;62,0;;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;2,6;62,0;;;;;;;;0;16;27;Vancouver Whitecaps II;987;DC;1,0
2701109895;209;1;1;16;30;5icuo8utnztpsd9l03gdd68dl;1;3,3;60,0;2024-07-14T23:20:53.683Z;2024-07-14T23:21:00Z;[{'id': 5105118327, 'qualifierId': 141, 'value': '23.3'}, {'id': 5105118325, 'qualifierId': 140, 'value': '16.0'}, {'id': 5105118323, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118331, 'qualifierId': 213, 'value': '5.20'}, {'id': 5105118329, 'qualifierId': 212, 'value': '28.3'}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;5,2;16,0;23,3;;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;16,0;23,3;;;;;;;;0;16;30;Vancouver Whitecaps II;990;GK;1,0
2701109907;210;1;1;16;36;5icuo8utnztpsd9l03gdd68dl;1;24,5;23,3;2024-07-14T23:20:59.972Z;2024-07-14T23:21:03Z;[{'id': 5105118371, 'qualifierId': 213, 'value': '1.78'}, {'id': 5105118367, 'qualifierId': 141, 'value': '44.8'}, {'id': 5105118365, 'qualifierId': 140, 'value': '21.5'}, {'id': 5105118363, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118369, 'qualifierId': 212, 'value': '15.0'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,78;21,5;44,8;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;21,5;44,8;;;;;;;;0;16;36;Vancouver Whitecaps II;996;DL;1,0
2701109913;211;1;1;16;40;5icuo8utnztpsd9l03gdd68dl;1;21,5;44,8;2024-07-14T23:21:03.476Z;2024-07-14T23:23:37Z;[{'id': 5105118407, 'qualifierId': 213, 'value': '0.79'}, {'id': 5105118401, 'qualifierId': 140, 'value': '29.3'}, {'id': 5105118405, 'qualifierId': 212, 'value': '11.6'}, {'id': 5105118403, 'qualifierId': 141, 'value': '56.9'}, {'id': 5105118399, 'qualifierId': 56, 'value': 'Back'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;0,79;29,3;56,9;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;29,3;56,9;;;;;;;;0;16;40;Vancouver Whitecaps II;1000;MC;1,0
2701109921;212;1;1;16;42;5icuo8utnztpsd9l03gdd68dl;1;29,3;56,9;2024-07-14T23:21:05.332Z;2024-07-14T23:21:07Z;[{'id': 5105118453, 'qualifierId': 212, 'value': '14.5'}, {'id': 5105118449, 'qualifierId': 140, 'value': '20.9'}, {'id': 5105118451, 'qualifierId': 141, 'value': '40.0'}, {'id': 5105118455, 'qualifierId': 213, 'value': '4.06'}, {'id': 5105118447, 'qualifierId': 56, 'value': 'Back'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;4,06;20,9;40,0;;14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;20,9;40,0;;;;;;;;0;16;42;Vancouver Whitecaps II;1002;AMC;1,0
2701109929;213;1;1;16;44;5icuo8utnztpsd9l03gdd68dl;1;20,9;40,0;2024-07-14T23:21:07.699Z;2024-07-14T23:21:09Z;[{'id': 5105118487, 'qualifierId': 140, 'value': '24.0'}, {'id': 5105118493, 'qualifierId': 213, 'value': '5.02'}, {'id': 5105118485, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118491, 'qualifierId': 212, 'value': '10.8'}, {'id': 5105118489, 'qualifierId': 141, 'value': '24.9'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;5,02;24,0;24,9;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,0;24,9;;;;;;;;0;16;44;Vancouver Whitecaps II;1004;MC;1,0
2701109933;214;1;1;16;46;5icuo8utnztpsd9l03gdd68dl;1;24,0;24,9;2024-07-14T23:21:09.508Z;2024-07-14T23:21:11Z;[{'id': 5105118509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118517, 'qualifierId': 213, 'value': '1.87'}, {'id': 5105118515, 'qualifierId': 212, 'value': '12.3'}, {'id': 5105118511, 'qualifierId': 140, 'value': '20.5'}, {'id': 5105118513, 'qualifierId': 141, 'value': '42.2'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,87;20,5;42,2;;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;20,5;42,2;;;;;;;;0;16;46;Vancouver Whitecaps II;1006;DL;1,0
2701109945;215;1;1;16;50;5icuo8utnztpsd9l03gdd68dl;1;24,3;40,7;2024-07-14T23:21:13.492Z;2024-07-14T23:21:14Z;[{'id': 5105118559, 'qualifierId': 141, 'value': '66.9'}, {'id': 5105118561, 'qualifierId': 212, 'value': '17.9'}, {'id': 5105118563, 'qualifierId': 213, 'value': '1.50'}, {'id': 5105118555, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118557, 'qualifierId': 140, 'value': '25.5'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,5;25,5;66,9;;17,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;25,5;66,9;;;;;;;;0;16;50;Vancouver Whitecaps II;1010;MC;1,0
2701109947;216;1;1;16;51;5icuo8utnztpsd9l03gdd68dl;1;25,5;66,9;2024-07-14T23:21:14.596Z;2024-07-14T23:21:16Z;[{'id': 5105118591, 'qualifierId': 141, 'value': '97.2'}, {'id': 5105118595, 'qualifierId': 213, 'value': '1.63'}, {'id': 5105118589, 'qualifierId': 140, 'value': '24.3'}, {'id': 5105118587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118593, 'qualifierId': 212, 'value': '20.6'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,63;24,3;97,2;;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,3;97,2;;;;;;;;0;16;51;Vancouver Whitecaps II;1011;AMC;1,0
2701109951;217;1;1;16;53;5icuo8utnztpsd9l03gdd68dl;1;24,3;97,2;2024-07-14T23:21:17.002Z;2024-07-14T23:21:21Z;[{'id': 5105118617, 'qualifierId': 212, 'value': '21.7'}, {'id': 5105118611, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118615, 'qualifierId': 141, 'value': '65.7'}, {'id': 5105118613, 'qualifierId': 140, 'value': '21.2'}, {'id': 5105118619, 'qualifierId': 213, 'value': '4.56'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;4,56;21,2;65,7;;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;21,2;65,7;;;;;;;;0;16;53;Vancouver Whitecaps II;1013;DC;1,0
2701109957;218;1;1;16;58;5icuo8utnztpsd9l03gdd68dl;1;26,7;50,3;2024-07-14T23:21:21.237Z;2024-07-14T23:21:26Z;[{'id': 5105118647, 'qualifierId': 140, 'value': '34.3'}, {'id': 5105118645, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118653, 'qualifierId': 213, 'value': '5.27'}, {'id': 5105118651, 'qualifierId': 212, 'value': '15.2'}, {'id': 5105118649, 'qualifierId': 141, 'value': '31.3'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;5,27;34,3;31,3;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;34,3;31,3;;;;;;;;0;16;58;Vancouver Whitecaps II;1018;MC;1,0
2701109965;219;1;1;17;3;5icuo8utnztpsd9l03gdd68dl;1;46,0;23,7;2024-07-14T23:21:26.868Z;2024-07-14T23:27:10Z;[{'id': 5105118683, 'qualifierId': 140, 'value': '49.6'}, {'id': 5105118689, 'qualifierId': 213, 'value': '4.97'}, {'id': 5105118687, 'qualifierId': 212, 'value': '14.8'}, {'id': 5105118681, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105118685, 'qualifierId': 141, 'value': '2.6'}];2iusvkm9t8r1widsfvbesnjf8;K. Kossa-Rienzi;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;4,97;49,6;2,6;;14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;49,6;2,6;;;;;;;;0;17;3;Vancouver Whitecaps II;1023;DR;1,0
2701110569;246;1;1;17;6;5icuo8utnztpsd9l03gdd68dl;1;51,1;2,2;2024-07-14T23:21:29.189Z;2024-07-14T23:26:37Z;[{'id': 5105122169, 'qualifierId': 141, 'value': '4.4'}, {'id': 5105122171, 'qualifierId': 212, 'value': '9.9'}, {'id': 5105122173, 'qualifierId': 213, 'value': '0.15'}, {'id': 5105122165, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105122167, 'qualifierId': 140, 'value': '60.4'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;0,15;60,4;4,4;;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;60,4;4,4;;;;;;;;0;17;6;Vancouver Whitecaps II;1026;DL;1,0
2701109977;220;1;1;17;8;5icuo8utnztpsd9l03gdd68dl;1;60,2;6,1;2024-07-14T23:21:31.652Z;2024-07-14T23:21:36Z;[{'id': 5105118755, 'qualifierId': 140, 'value': '63.8'}, {'id': 5105118757, 'qualifierId': 141, 'value': '20.7'}, {'id': 5105118753, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105118761, 'qualifierId': 213, 'value': '1.21'}, {'id': 5105118759, 'qualifierId': 212, 'value': '10.6'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;1,21;63,8;20,7;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;63,8;20,7;;;;;;;;0;17;8;Vancouver Whitecaps II;1028;AMR;1,0
2701109969;98;83;1;17;10;eo64tqkioegeb09iice2hf8bt;0;35,5;71,8;2024-07-14T23:21:33.563Z;2024-07-14T23:29:07Z;[{'id': 5105124207, 'qualifierId': 399, 'value': 'cdyrj15oxu3l5sgzgwof8ohgq'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;e1edqhif0vyptx2iy7bylej9w;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;;0;17;10;Tacoma Defiance;1030;MC;1,0
2701109975;99;83;1;17;13;eo64tqkioegeb09iice2hf8bt;0;36,1;61,1;2024-07-14T23:21:36.372Z;2024-07-14T23:29:06Z;[{'id': 5105124201, 'qualifierId': 399, 'value': 'cdyrj15oxu3l5sgzgwof8ohgq'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;e1edqhif0vyptx2iy7bylej9w;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;home;;;;;;;;;;0;17;13;Tacoma Defiance;1033;MC;1,0
2701109991;221;1;1;17;13;5icuo8utnztpsd9l03gdd68dl;1;60,8;39,8;2024-07-14T23:21:36.580Z;2024-07-14T23:21:46Z;[{'id': 5105118833, 'qualifierId': 141, 'value': '90.3'}, {'id': 5105118835, 'qualifierId': 212, 'value': '45.8'}, {'id': 5105118829, 'qualifierId': 56, 'value': 'Left'}, {'id': 5105118837, 'qualifierId': 213, 'value': '0.85'}, {'id': 5105118839, 'qualifierId': 1}, {'id': 5105118827, 'qualifierId': 155}, {'id': 5105118831, 'qualifierId': 140, 'value': '89.7'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;0,85;89,7;90,3;;45,8;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;89,7;90,3;;;;;;;;0;17;13;Vancouver Whitecaps II;1033;AMC;1,0
2701109995;222;1;1;17;23;5icuo8utnztpsd9l03gdd68dl;1;90,5;78,1;2024-07-14T23:21:46.245Z;2024-07-14T23:21:47Z;[{'id': 5105118873, 'qualifierId': 141, 'value': '85.7'}, {'id': 5105118869, 'qualifierId': 56, 'value': 'Left'}, {'id': 5105118871, 'qualifierId': 140, 'value': '81.7'}, {'id': 5105118875, 'qualifierId': 212, 'value': '10.6'}, {'id': 5105118877, 'qualifierId': 213, 'value': '2.63'}];3007iihmvmlzgpgtxri3v3hg4;B. Bowen;;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;2,63;81,7;85,7;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;81,7;85,7;;;;;;;;0;17;23;Vancouver Whitecaps II;1043;DC;1,0
2701110003;223;1;1;17;24;5icuo8utnztpsd9l03gdd68dl;1;80,3;82,4;2024-07-14T23:21:47.845Z;2024-07-18T08:18:50Z;[{'id': 5105118897, 'qualifierId': 2}, {'id': 5105118901, 'qualifierId': 155}, {'id': 5105118921, 'qualifierId': 1}, {'id': 5105118915, 'qualifierId': 212, 'value': '36.3'}, {'id': 5108270627, 'qualifierId': 72}, {'id': 5105118907, 'qualifierId': 140, 'value': '91.4'}, {'id': 5105118911, 'qualifierId': 141, 'value': '31.9'}, {'id': 5108270625, 'qualifierId': 224}, {'id': 5105118917, 'qualifierId': 213, 'value': '5.04'}, {'id': 5105118903, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105119015, 'qualifierId': 154}, {'id': 5105119013, 'qualifierId': 210, 'value': '13'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;1,0;;e1edqhif0vyptx2iy7bylej9w;Pass;;;;;;;;;;;5,04;91,4;31,9;;36,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;1,0;;;1,0;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;91,4;31,9;;;;;;;;0;17;24;Vancouver Whitecaps II;1044;AMC;1,0
