id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_JerseyNumber;value_PlayerPosition;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_Zone;value_PassEndY;value_PassEndX;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Chipped;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_TakeOnSpace;value_IntendedTackleTarget;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_TouchTypePass;value_LayOff;value_RightFooted;value_OutSwinger;value_Cross;value_Head;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_DeletedEventType;value_OutOfPlay;value_Assist;value_IntentionalAssist;value_Straight;value_DrivenCross;value_HighCentre;value_RelatedEventId;value_BlockedX;value_RegularPlay;value_GoalmouthZ;value_Assisted;value_LeftFooted;value_BlockedY;value_GoalmouthY;value_BoxCentre;value_BigChance;value_HighGkIntervention;value_ParriedSafe;value_Hands;value_Diving;value_PlayersCaughtOffside;value_Indirect;value_FastBreak;value_ThroughBall;value_GkY;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_KeeperTouched;value_LowLeft;value_1On1;value_BoxRight;value_GkX;value_GkYTimeOfGoal;value_BlockedCross;value_Right;value_Left;value_CornerTaken;value_SmallBoxCentre;value_FromCorner;value_High;value_FirstTouch;value_IncorrectOutOfPlayDecision;value_NextEventGoalKick;value_GoalKick;value_Low;value_Defensive1V1;value_FlickOn;value_PullBack;value_LowRight;value_Blocked;value_DefBlock;value_IndividualPlay;value_NotAssisted;value_TakeOnOvertake;value_Volley;value_CloseHigh;value_SmallBoxRight;value_SwitchOfPlay;value_OutOfBoxCentre;value_Injury;value_InjuredPlayerId;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_NotVisible;value_InSwinger;value_SwerveLeft;value_HighLeft;value_BoxLeft;value_BoxDeepRight;value_CloseRight;value_MisHit;value_NotPastGoalLine;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_FreeKick;value_ByWall;value_Minutes;value_MediumGkIntervention;value_ParriedDanger;value_Standing;value_EndType;value_Tactical;value_Shove/Push;value_TimeWasting;value_LowCentre;value_Sliding;value_Feet;value_TouchTypeControl;value_HighClaim;value_GkKickFromHands;value_HighRight;value_BoxDeepLeft;value_Caught;value_AerialFoul;value_Fumble;value_Collected;value_Weak;value_Stooping;value_SwerveRight;value_HitWoodwork;value_HitLeftPost;value_Deflection;value_GkHoof;value_SwerveMoving;value_HitBar;value_Overrun;value_LeadingToAttempt;value_SmallBoxLeft;value_SetPiece;value_OtherBodyPart;value_GoesToPenalties;value_Saved;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Strong;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701112623;72;1;1;5;49;5b4ccd62yeeqdl2qk6jzsmjv8;1;46,5;54,0;2024-07-14T23:40:58.987Z;2024-07-14T23:41:05Z;[{'id': 5105134013, 'qualifierId': 141, 'value': '43.9'}, {'id': 5105134011, 'qualifierId': 140, 'value': '33.0'}, {'id': 5105134015, 'qualifierId': 212, 'value': '15.8'}, {'id': 5105134009, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105134017, 'qualifierId': 213, 'value': '3.59'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;3,59;15,8;;43,9;33,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;33,0;43,9;;;;;;;;0;5;49;Atlanta United II;349;FWR;1,0
2701112635;73;1;1;5;52;5b4ccd62yeeqdl2qk6jzsmjv8;1;33,0;43,9;2024-07-14T23:41:01.547Z;2024-07-14T23:41:05Z;[{'id': 5105134079, 'qualifierId': 1}, {'id': 5105134069, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105134077, 'qualifierId': 213, 'value': '5.54'}, {'id': 5105134075, 'qualifierId': 212, 'value': '38.7'}, {'id': 5105134073, 'qualifierId': 141, 'value': '5.6'}, {'id': 5105134071, 'qualifierId': 140, 'value': '60.2'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;5,54;38,7;;5,6;60,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;60,2;5,6;;;;;;;;0;5;52;Atlanta United II;352;DC;1,0
2701112641;74;1;1;5;57;5b4ccd62yeeqdl2qk6jzsmjv8;1;66,3;8,6;2024-07-14T23:41:06.155Z;2024-07-14T23:41:08Z;[{'id': 5105134137, 'qualifierId': 213, 'value': '6.16'}, {'id': 5105134129, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105134135, 'qualifierId': 212, 'value': '14.1'}, {'id': 5105134131, 'qualifierId': 140, 'value': '79.6'}, {'id': 5105134133, 'qualifierId': 141, 'value': '6.1'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;6,16;14,1;;6,1;79,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;79,6;6,1;;;;;;;;0;5;57;Atlanta United II;357;DMR;1,0
2701112647;75;1;1;5;59;5b4ccd62yeeqdl2qk6jzsmjv8;1;86,8;4,0;2024-07-14T23:41:08.379Z;2024-07-14T23:41:11Z;[{'id': 5105134189, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134197, 'qualifierId': 213, 'value': '0.88'}, {'id': 5105134195, 'qualifierId': 212, 'value': '16.2'}, {'id': 5105134193, 'qualifierId': 141, 'value': '22.4'}, {'id': 5105134191, 'qualifierId': 140, 'value': '96.6'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;0,88;16,2;;22,4;96,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;96,6;22,4;;;;;;;;0;5;59;Atlanta United II;359;FWR;1,0
2701112651;76;1;1;6;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;98,4;23,7;2024-07-14T23:41:11.243Z;2024-07-20T12:50:02Z;[{'id': 5105134225, 'qualifierId': 141, 'value': '42.1'}, {'id': 5105134217, 'qualifierId': 2}, {'id': 5105135899, 'qualifierId': 210, 'value': '15'}, {'id': 5105134223, 'qualifierId': 140, 'value': '91.5'}, {'id': 5105134221, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134229, 'qualifierId': 213, 'value': '2.10'}, {'id': 5105135901, 'qualifierId': 154}, {'id': 5110196145, 'qualifierId': 20}, {'id': 5105134227, 'qualifierId': 212, 'value': '14.5'}, {'id': 5110196141, 'qualifierId': 225}, {'id': 5110196143, 'qualifierId': 386}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;1,0;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;2,1;14,5;;42,1;91,5;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;15,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;91,5;42,1;;;;;;;;0;6;2;Atlanta United II;362;DMR;1,0
2701112661;77;15;1;6;3;5b4ccd62yeeqdl2qk6jzsmjv8;1;92,6;44,0;2024-07-14T23:41:12.786Z;2024-07-20T12:50:20Z;[{'id': 5105135927, 'qualifierId': 79}, {'id': 5105135933, 'qualifierId': 55, 'value': '76'}, {'id': 5105135941, 'qualifierId': 146, 'value': '99.0'}, {'id': 5105134281, 'qualifierId': 22}, {'id': 5105135939, 'qualifierId': 103, 'value': '25.9'}, {'id': 5105134285, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105135929, 'qualifierId': 29}, {'id': 5105135805, 'qualifierId': 72}, {'id': 5105135943, 'qualifierId': 147, 'value': '48.2'}, {'id': 5105135931, 'qualifierId': 154}, {'id': 5105135937, 'qualifierId': 102, 'value': '50.0'}, {'id': 5105134283, 'qualifierId': 17}, {'id': 5105135949, 'qualifierId': 233, 'value': '68'}, {'id': 5105138223, 'qualifierId': 214}];xxu2xv2n6f5d51ksa8z4rv2s;J. Da;;;e1rsnx0tmjz67dwkq8i909o2c;Attempt Saved;;;;;;;;;;;;;;;;;;68,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;76,0;99,0;1,0;25,9;1,0;1,0;48,2;50,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;99,0;48,2;50,0;25.9;76,0;58w3qcq1xrkpq5f9miuxp4ys4;;0;6;3;Atlanta United II;363;FW;1,0
2701112659;68;10;1;6;3;erwnez7ksfkns4dqmyr1fhbe;1;2,3;51,9;2024-07-14T23:41:12.886Z;2024-07-20T12:50:24Z;[{'id': 5110196783, 'qualifierId': 378}, {'id': 5105134269, 'qualifierId': 173}, {'id': 5105134273, 'qualifierId': 182}, {'id': 5105134441, 'qualifierId': 179}, {'id': 5105135827, 'qualifierId': 233, 'value': '77'}, {'id': 5105134275, 'qualifierId': 56, 'value': 'Back'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;e1rsnx0tmjz67dwkq8i909o2c;Save;;;;;;;;;;;;;;;;;;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;3;Columbus Crew II;363;GK;1,0
2701112697;78;1;1;6;10;5b4ccd62yeeqdl2qk6jzsmjv8;1;98,6;77,9;2024-07-14T23:41:19.115Z;2024-07-14T23:41:24Z;[{'id': 5105134483, 'qualifierId': 212, 'value': '22.6'}, {'id': 5105134481, 'qualifierId': 141, 'value': '81.7'}, {'id': 5105134479, 'qualifierId': 140, 'value': '77.2'}, {'id': 5105134485, 'qualifierId': 213, 'value': '3.03'}, {'id': 5105134477, 'qualifierId': 56, 'value': 'Left'}];79606fy6lyfs1h12645q4shzo;T. Williams;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;3,03;22,6;;81,7;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;77,2;81,7;;;;;;;;0;6;10;Atlanta United II;370;DML;1,0
2701112699;69;83;1;6;13;erwnez7ksfkns4dqmyr1fhbe;0;12,7;16,0;2024-07-14T23:41:22.538Z;2024-07-14T23:44:04Z;[{'id': 5105137687, 'qualifierId': 399, 'value': '37zynr7fwzqg4c9w5ydefywyy'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;e1rsnx0tmjz67dwkq8i909o2c;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;13;Columbus Crew II;373;AMC;1,0
2701112705;79;1;1;6;15;5b4ccd62yeeqdl2qk6jzsmjv8;1;87,2;80,9;2024-07-14T23:41:24.443Z;2024-07-14T23:41:25Z;[{'id': 5105134515, 'qualifierId': 56, 'value': 'Left'}, {'id': 5105134519, 'qualifierId': 141, 'value': '94.7'}, {'id': 5105134517, 'qualifierId': 140, 'value': '80.8'}, {'id': 5105134523, 'qualifierId': 213, 'value': '2.19'}, {'id': 5105134521, 'qualifierId': 212, 'value': '11.5'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;2,19;11,5;;94,7;80,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;80,8;94,7;;;;;;;;0;6;15;Atlanta United II;375;MC;1,0
2701112713;80;1;1;6;16;5b4ccd62yeeqdl2qk6jzsmjv8;1;80,2;95,3;2024-07-14T23:41:25.835Z;2024-07-14T23:41:28Z;[{'id': 5105134587, 'qualifierId': 212, 'value': '13.8'}, {'id': 5105134589, 'qualifierId': 213, 'value': '3.69'}, {'id': 5105134581, 'qualifierId': 56, 'value': 'Left'}, {'id': 5105134583, 'qualifierId': 140, 'value': '69.0'}, {'id': 5105134585, 'qualifierId': 141, 'value': '84.7'}];79606fy6lyfs1h12645q4shzo;T. Williams;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;3,69;13,8;;84,7;69,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;69,0;84,7;;;;;;;;0;6;16;Atlanta United II;376;DML;1,0
2701112719;81;1;1;6;19;5b4ccd62yeeqdl2qk6jzsmjv8;1;69,4;76,9;2024-07-14T23:41:28.459Z;2024-07-14T23:41:31Z;[{'id': 5105134627, 'qualifierId': 212, 'value': '6.1'}, {'id': 5105134629, 'qualifierId': 213, 'value': '5.08'}, {'id': 5105134621, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134623, 'qualifierId': 140, 'value': '71.5'}, {'id': 5105134625, 'qualifierId': 141, 'value': '68.5'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;5,08;6,1;;68,5;71,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;71,5;68,5;;;;;;;;0;6;19;Atlanta United II;379;DC;1,0
2701112725;82;1;1;6;22;5b4ccd62yeeqdl2qk6jzsmjv8;1;71,9;66,1;2024-07-14T23:41:31.100Z;2024-07-14T23:41:33Z;[{'id': 5105134657, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134659, 'qualifierId': 140, 'value': '77.2'}, {'id': 5105134665, 'qualifierId': 213, 'value': '5.07'}, {'id': 5105134663, 'qualifierId': 212, 'value': '15.9'}, {'id': 5105134661, 'qualifierId': 141, 'value': '44.2'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;5,07;15,9;;44,2;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;77,2;44,2;;;;;;;;0;6;22;Atlanta United II;382;MC;1,0
2701112731;83;61;1;6;23;5b4ccd62yeeqdl2qk6jzsmjv8;0;77,2;44,2;2024-07-14T23:41:32.196Z;2024-07-14T23:41:34Z;[{'id': 5105134693, 'qualifierId': 56, 'value': 'Center'}];xxu2xv2n6f5d51ksa8z4rv2s;J. Da;;;e1rsnx0tmjz67dwkq8i909o2c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;6;23;Atlanta United II;383;FW;1,0
2701112733;70;49;1;6;24;erwnez7ksfkns4dqmyr1fhbe;1;18,4;69,5;2024-07-14T23:41:33.753Z;2024-07-14T23:41:33Z;[];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;e1rsnx0tmjz67dwkq8i909o2c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;24;Columbus Crew II;384;DC;1,0
2701112743;71;1;1;6;25;erwnez7ksfkns4dqmyr1fhbe;1;18,6;69,7;2024-07-14T23:41:34.970Z;2024-07-14T23:41:38Z;[{'id': 5105134751, 'qualifierId': 212, 'value': '8.5'}, {'id': 5105134753, 'qualifierId': 213, 'value': '4.18'}, {'id': 5105134749, 'qualifierId': 141, 'value': '59.0'}, {'id': 5105134747, 'qualifierId': 140, 'value': '14.5'}, {'id': 5105134745, 'qualifierId': 56, 'value': 'Back'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;4,18;8,5;;59,0;14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;14,5;59,0;;;;;;;;0;6;25;Columbus Crew II;385;DC;1,0
2701112775;72;1;1;6;29;erwnez7ksfkns4dqmyr1fhbe;1;19,5;58,2;2024-07-14T23:41:38.409Z;2024-07-14T23:41:47Z;[{'id': 5105134889, 'qualifierId': 140, 'value': '31.4'}, {'id': 5105134887, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105134893, 'qualifierId': 212, 'value': '12.5'}, {'id': 5105134891, 'qualifierId': 141, 'value': '59.9'}, {'id': 5105134895, 'qualifierId': 213, 'value': '0.09'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;0,09;12,5;;59,9;31,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;31,4;59,9;;;;;;;;0;6;29;Columbus Crew II;389;DC;1,0
2701112785;73;1;1;6;37;erwnez7ksfkns4dqmyr1fhbe;1;56,9;60,0;2024-07-14T23:41:47.001Z;2024-07-14T23:41:49Z;[{'id': 5105134945, 'qualifierId': 140, 'value': '59.5'}, {'id': 5105134943, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134949, 'qualifierId': 212, 'value': '11.7'}, {'id': 5105134947, 'qualifierId': 141, 'value': '76.8'}, {'id': 5105134951, 'qualifierId': 213, 'value': '1.34'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;1,34;11,7;;76,8;59,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;59,5;76,8;;;;;;;;0;6;37;Columbus Crew II;397;AMC;1,0
2701112791;74;1;1;6;39;erwnez7ksfkns4dqmyr1fhbe;1;59,5;76,8;2024-07-14T23:41:48.953Z;2024-07-14T23:41:51Z;[{'id': 5105134993, 'qualifierId': 140, 'value': '57.8'}, {'id': 5105134991, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105134999, 'qualifierId': 213, 'value': '4.63'}, {'id': 5105134995, 'qualifierId': 141, 'value': '44.7'}, {'id': 5105134997, 'qualifierId': 212, 'value': '21.9'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;4,63;21,9;;44,7;57,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;57,8;44,7;;;;;;;;0;6;39;Columbus Crew II;399;AML;1,0
2701112799;75;1;1;6;41;erwnez7ksfkns4dqmyr1fhbe;1;57,8;44,7;2024-07-14T23:41:51.041Z;2024-07-14T23:41:54Z;[{'id': 5105135047, 'qualifierId': 212, 'value': '8.8'}, {'id': 5105135049, 'qualifierId': 213, 'value': '1.89'}, {'id': 5105135045, 'qualifierId': 141, 'value': '57.0'}, {'id': 5105135043, 'qualifierId': 140, 'value': '55.2'}, {'id': 5105135041, 'qualifierId': 56, 'value': 'Center'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;1,89;8,8;;57,0;55,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;55,2;57,0;;;;;;;;0;6;41;Columbus Crew II;401;MC;1,0
2701112819;76;1;1;6;44;erwnez7ksfkns4dqmyr1fhbe;1;55,2;57,0;2024-07-14T23:41:53.942Z;2024-07-14T23:42:00Z;[{'id': 5105135161, 'qualifierId': 140, 'value': '70.0'}, {'id': 5105135163, 'qualifierId': 141, 'value': '13.1'}, {'id': 5105135165, 'qualifierId': 212, 'value': '33.7'}, {'id': 5105135159, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105135169, 'qualifierId': 1}, {'id': 5105135167, 'qualifierId': 213, 'value': '5.19'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;e1rsnx0tmjz67dwkq8i909o2c;Pass;;;;;;;;;;;5,19;33,7;;13,1;70,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;70,0;13,1;;;;;;;;0;6;44;Columbus Crew II;404;MC;1,0
2701112809;84;83;1;6;48;5b4ccd62yeeqdl2qk6jzsmjv8;0;30,5;80,5;2024-07-14T23:41:57.370Z;2024-07-14T23:44:04Z;[{'id': 5105137683, 'qualifierId': 399, 'value': 'eg5gobm8zylt21enud00dfnmy'}];2u05snfruohp5sqhdpy5vvlnu;A. Jackson;;;e1rsnx0tmjz67dwkq8i909o2c;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;6;48;Atlanta United II;408;FWL;1,0
