id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_Resume;value_TeamKit;value_Involved;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_Length;value_Angle;value_Zone;value_PassEndX;value_KickOff;value_PassEndY;value_LongBall;value_Chipped;value_TakeOnOvertake;value_Defensive1V1;value_Offensive;value_AttemptedTackle;value_Direct;value_OppositeRelatedEventId;value_Foul;value_Defensive;value_FreeKickTaken;value_RightFooted;value_Cross;value_InSwinger;value_HighGkIntervention;value_DeletedEventType;value_LeftFooted;value_Head;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_BlockedPass;value_Launch;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_TouchTypeClearance;value_TakeOnSpace;value_LayOff;value_DrivenCross;value_Straight;value_Left;value_CornerTaken;value_IntendedTackleTarget;value_Right;value_OutSwinger;value_FlickOn;value_KeeperThrow;value_LeadingToAttempt;value_RegularPlay;value_IndividualPlay;value_NotAssisted;value_BlockedX;value_LowCentre;value_BoxLeft;value_BigChance;value_1On1;value_GoalmouthY;value_GoalmouthZ;value_BlockedY;value_RelatedError1Id;value_MediumGkIntervention;value_ParriedDanger;value_Diving;value_OtherBodyPart;value_SavedOffLine;value_SixYardBlocked;value_Blocked;value_Deflection;value_MisHit;value_FirstTouch;value_BoxCentre;value_GkY;value_GkX;value_DefBlock;value_LastLine;value_HeadPass;value_SwitchOfPlay;value_Overrun;value_TouchTypePass;value_BoxRight;value_Hands;value_Collected;value_Standing;value_LowGkIntervention;value_OverArm;value_Assist;value_IntentionalAssist;value_RelatedEventId;value_Assisted;value_LowLeft;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedCross;value_FromCorner;value_Fumble;value_OverhitCross;value_NotVisible;value_PullBack;value_OutOfBoxCentre;value_Stooping;value_GkKickFromHands;value_SetPiece;value_IncorrectOutOfPlayDecision;value_BoxDeepRight;value_ShirtPull/Holding;value_Argument;value_YellowCard;value_TacticalFoul;value_High;value_Shove/Push;value_TimeWasting;value_SecondYellow;value_RecklessOffence;value_Minutes;value_HighClaim;value_EndType;value_CloseHigh;value_HighCentre;value_FairPlay;value_InjuredPlayerId;value_Injury;value_NotPastGoalLine;value_CloseRight;value_AerialFoul;value_TempShotOn;value_ParriedSafe;value_DangerousPlay;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Volley;value_LowRight;value_GoalShotTimestamp;value_HitRightPost;value_HitWoodwork;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GkXTimeOfGoal;value_Handball;value_ThroughBall;value_FastBreak;value_CloseLeft;value_GkHoof;value_GoesToPenalties;value_Penalty;value_Saved;value_Second(2Nd)OppositeRelatedEventId;value_HighLeft;value_Scored;value_HighRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2672277593;1;34;16;0;0;6ubc4y1v6hr63mca7ica4hp90;1;0,0;0,0;2024-04-13T23:22:13.597Z;2024-04-14T00:09:30Z;[{'id': 4947953827, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4947953825, 'qualifierId': 130, 'value': '4'}, {'id': 4947953823, 'qualifierId': 59, 'value': '26, 58, 44, 48, 43, 54, 60, 86, 97, 27, 25, 37, 40, 41, 51, 56, 68, 71, 77, 79'}, {'id': 4947953831, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4948097811, 'qualifierId': 197, 'value': '18743'}, {'id': 4947953819, 'qualifierId': 30, 'value': '2v9pdg70kewaarbz4jzsh00a2, 1mgojctk6vwsxz2rhurggk1sk, 3xd2kq7cxmvdbqsfzgi644c4q, 3ve0xap9f0gjsslhgjsmakx04, avxfzgoe2y0opif75qu3aeb6c, ezda0qbkzxiyuxmpc360mcdn8, 9qhpi9y9iujvkbocafhgrj04q, drt65b9m2f494wnoyep49bn1m, 7ofdnarha4k4b8nggld7gxnqi, 9ohy24mxhsqao5kymh0lbxxck, 4ywn289r9mrs444sgkgduyivo, exk9svcdgcbn05ms00fhorvv8, 6bg69aksa8wb6wmu7w81is8yy, 7bxp7ho4cmsoviw19q4bxr02c, 4npcsyrhri5kmeks8gfon146i, doqbp8fg8hke6hhifdr4jzklw, f12wt1v2qf2siv8p6q6x2bxuc, 35i699wz5v6nush729peu776c, 3sg9rl2w343fvx1uv046ox4pg, avg8cobjwujoc3os8q8755tlg'}, {'id': 4947953821, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4947953829, 'qualifierId': 194, 'value': 'drt65b9m2f494wnoyep49bn1m'}];;;;;c571mswlt84e0l79o8grcmdjo;Team set up;;4,0;;;18743,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;0;0;Huntsville City;0;;
2672279507;1;34;16;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-04-13T23:25:08.724Z;2024-04-14T02:26:14Z;[{'id': 4947963933, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4947963937, 'qualifierId': 130, 'value': '7'}, {'id': 4947963935, 'qualifierId': 59, 'value': '67, 47, 25, 8, 2, 36, 17, 7, 22, 24, 23, 1, 6, 10, 11, 19, 21, 35, 99'}, {'id': 4947963939, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4947963941, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4947963931, 'qualifierId': 30, 'value': 'efek04gkkjjwr6vo2mi008dm, 1kr4ax5uy3f9gbjzr34u0svf8, bmax1bmduvrpp0lfh4do0yj9w, 6z58yyouaevipxrmrmorcz0no, d9cioqeofh2tfg3171r5nlb10, ecnah6vlfo0o5cx42il8cegb8, dz7v9xfcwdvjioeyv4z54neqy, d67mnqsp2nri79bpvblsufbis, 6srpw77ejl3bf4v8e2m7z0kd0, bshus335cwlnpdzl7ct1gpn9w, 3pzd87cugi2uj8hhzgre6od1w, 2mmciwk6gllcf11plcch710yc, 5myzzter0uza8ro6hwbqxyntg, 6qe888q8yqq73bxr27jbyu2hg, 68tqdxlstpilrkvyvdnbhy31l, b9f1pwdmp99p5penlqwuwcjkk, 3c7ia3mxthsolwt8ed68e5xck, 39c87vzu8v1c05994iykda238, 8bvwbem3nusjso8jxzrlhbi8k'}, {'id': 4948111621, 'qualifierId': 197, 'value': '19319'}, {'id': 4948562913, 'qualifierId': 194, 'value': 'efek04gkkjjwr6vo2mi008dm'}];;;;;c571mswlt84e0l79o8grcmdjo;Team set up;;7,0;;;19319,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;0;0;Crown Legacy;0;;
2672304865;2;32;1;0;0;6ubc4y1v6hr63mca7ica4hp90;1;0,0;0,0;2024-04-14T00:03:35.308Z;2024-04-14T00:03:36Z;[{'id': 4948098597, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;c571mswlt84e0l79o8grcmdjo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;0;0;Huntsville City;0;;
2672304843;3;32;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-04-14T00:03:35.308Z;2024-04-22T06:58:03Z;[{'id': 4948098495, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;c571mswlt84e0l79o8grcmdjo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;0;0;Crown Legacy;0;;
2672304909;4;1;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;49,4;49,7;2024-04-14T00:03:35.309Z;2024-04-14T00:03:41Z;[{'id': 4948098809, 'qualifierId': 212, 'value': '20.8'}, {'id': 4948098811, 'qualifierId': 213, 'value': '2.84'}, {'id': 4948098803, 'qualifierId': 56, 'value': 'Back'}, {'id': 4948098805, 'qualifierId': 140, 'value': '30.5'}, {'id': 4948098813, 'qualifierId': 279, 'value': 'S'}, {'id': 4948098807, 'qualifierId': 141, 'value': '58.8'}];d67mnqsp2nri79bpvblsufbis;B. Creek;;;c571mswlt84e0l79o8grcmdjo;Pass;;;;;;;;;;20,8;2,84;;30,5;;58,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;30,5;58,8;;;;;;;;0;0;0;Crown Legacy;0;MC;1,0
2672305015;5;1;1;0;6;4gymgvqmve0m2vh89v84tt3x0;1;33,6;57,5;2024-04-14T00:03:41.442Z;2024-04-14T01:04:35Z;[{'id': 4948099379, 'qualifierId': 1}, {'id': 4948099371, 'qualifierId': 140, 'value': '74.7'}, {'id': 4948099369, 'qualifierId': 56, 'value': 'Left'}, {'id': 4948099373, 'qualifierId': 141, 'value': '86.9'}, {'id': 4948099375, 'qualifierId': 212, 'value': '47.6'}, {'id': 4948099377, 'qualifierId': 213, 'value': '0.43'}, {'id': 4948099367, 'qualifierId': 155}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;c571mswlt84e0l79o8grcmdjo;Pass;;;;;;;;;;47,6;0,43;;74,7;;86,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;74,7;86,9;;;;;;;;0;0;6;Crown Legacy;6;DMC;1,0
2673835203;859;3;1;0;9;4gymgvqmve0m2vh89v84tt3x0;0;88,7;90,2;2024-04-14T00:03:44.862Z;2024-04-16T15:57:24Z;[{'id': 4956261529, 'qualifierId': 465}, {'id': 4956261531, 'qualifierId': 467, 'value': '1mgojctk6vwsxz2rhurggk1sk'}, {'id': 4956261527, 'qualifierId': 286}, {'id': 4956261525, 'qualifierId': 56, 'value': 'Left'}];3pzd87cugi2uj8hhzgre6od1w;D. Wilson;;;c571mswlt84e0l79o8grcmdjo;Take On;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;0;9;Crown Legacy;9;ML;1,0
2672305021;6;4;1;0;10;4gymgvqmve0m2vh89v84tt3x0;1;83,2;90,2;2024-04-14T00:03:45.937Z;2024-04-14T01:07:15Z;[{'id': 4948099463, 'qualifierId': 265}, {'id': 4948099465, 'qualifierId': 286}, {'id': 4948099461, 'qualifierId': 152}, {'id': 4948099459, 'qualifierId': 56, 'value': 'Left'}, {'id': 4948333383, 'qualifierId': 233, 'value': '3'}, {'id': 4948099457, 'qualifierId': 13}];3pzd87cugi2uj8hhzgre6od1w;D. Wilson;;;c571mswlt84e0l79o8grcmdjo;Foul;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;3,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;0;10;Crown Legacy;10;ML;1,0
2672304961;3;4;1;0;10;6ubc4y1v6hr63mca7ica4hp90;0;16,8;9,8;2024-04-14T00:03:45.938Z;2024-04-14T01:07:15Z;[{'id': 4948333393, 'qualifierId': 233, 'value': '6'}, {'id': 4948099161, 'qualifierId': 13}, {'id': 4948099167, 'qualifierId': 265}, {'id': 4948099165, 'qualifierId': 152}, {'id': 4948099163, 'qualifierId': 56, 'value': 'Back'}, {'id': 4948099169, 'qualifierId': 285}];1mgojctk6vwsxz2rhurggk1sk;B. Parrish;;;c571mswlt84e0l79o8grcmdjo;Foul;;;;;;;;;;;;;;;;;;;;;1,0;1,0;6,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;0;10;Huntsville City;10;DR;1,0
2672305325;7;1;1;0;48;4gymgvqmve0m2vh89v84tt3x0;0;90,5;93,0;2024-04-14T00:04:23.857Z;2024-04-16T15:58:02Z;[{'id': 4948101013, 'qualifierId': 141, 'value': '49.7'}, {'id': 4948101007, 'qualifierId': 152}, {'id': 4948101005, 'qualifierId': 155}, {'id': 4948101017, 'qualifierId': 213, 'value': '4.81'}, {'id': 4948101015, 'qualifierId': 212, 'value': '29.6'}, {'id': 4948101003, 'qualifierId': 5}, {'id': 4956262143, 'qualifierId': 20}, {'id': 4948101001, 'qualifierId': 2}, {'id': 4948101009, 'qualifierId': 56, 'value': 'Center'}, {'id': 4948101011, 'qualifierId': 140, 'value': '93.2'}, {'id': 4956262141, 'qualifierId': 223}];bshus335cwlnpdzl7ct1gpn9w;A. Velazquez-Lopez;;;c571mswlt84e0l79o8grcmdjo;Pass;;;;;;;;;;29,6;4,81;;93,2;;49,7;;1,0;;;;;1,0;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;93,2;49,7;;;;;;;;0;0;48;Crown Legacy;48;MC;1,0
