id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_PlayerPosition;value_Resume;value_JerseyNumber;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Length;value_PassEndY;value_Angle;value_Zone;value_PassEndX;value_KickOff;value_Chipped;value_LongBall;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypeClearance;value_Cross;value_OutSwinger;value_RightFooted;value_Head;value_BlockedPass;value_ShirtPull/Holding;value_Foul;value_Direct;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_NotVisible;value_TouchTypePass;value_NextEventGoalKick;value_Low;value_GoalKick;value_HeadPass;value_TakeOnOvertake;value_Defensive1V1;value_AttemptedTackle;value_DeletedEventType;value_OutOfPlay;value_Left;value_CornerTaken;value_InSwinger;value_Launch;value_LeftFooted;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Indirect;value_Handball;value_LowGkIntervention;value_Right;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_Assisted;value_GkY;value_BlockedY;value_RelatedEventId;value_BlockedX;value_NotPastGoalLine;value_FirstTouch;value_BoxCentre;value_FromCorner;value_GkX;value_GoalmouthY;value_Volley;value_HighLeft;value_NotAssisted;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_High;value_RegularPlay;value_OverhitCross;value_TakeOnSpace;value_TouchTypeControl;value_LowCentre;value_Blocked;value_IndividualPlay;value_DefBlock;value_FollowsShotRebound;value_CloseHigh;value_OutOfBoxCentre;value_Overrun;value_FantasyAssistId;value_GkYTimeOfGoal;value_SetPiece;value_GoalShotTimestamp;value_FantasyAssistedBy;value_GoalShotGameClock;value_FantasyAssistTeam;value_FantasyAssistType;value_GkXTimeOfGoal;value_YellowCard;value_RecklessOffence;value_FastBreak;value_LowLeft;value_Collected;value_Hands;value_Diving;value_GkKickFromHands;value_PullBack;value_Shove/Push;value_FlickOn;value_LowRight;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_AerialFoul;value_Injury;value_InjuredPlayerId;value_BigChance;value_BoxLeft;value_MisHit;value_MediumGkIntervention;value_Obstruction;value_SwerveLeft;value_CaptainChange;value_BoxRight;value_SwerveRight;value_HighRight;value_HighCentre;value_Standing;value_OverArm;value_FreeKick;value_Caught;value_CloseLeft;value_ThroughBall;value_ParriedSafe;value_Sliding;value_Feet;value_CloseRight;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Missed;value_Saved;value_Weak;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699343201;214;44;1;22;32;8ijkk62897so5r3bq0wgwx4bu;1;33,9;82,6;2024-07-06T02:28:51.954Z;2024-07-06T02:28:54Z;[{'id': 5095433169, 'qualifierId': 285}, {'id': 5095433167, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433187, 'qualifierId': 233, 'value': '195'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;duz91vuapvx9winpiq1m8qt5g;Aerial;;;;;;;;;;;;;;;;;;;195,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;22;32;Houston Dynamo II;1352;DC;1,0
2699343203;195;44;1;22;32;7pmw399vh2v44cjle4fkklp1w;0;66,1;17,4;2024-07-06T02:28:51.955Z;2024-07-06T02:28:54Z;[{'id': 5095433191, 'qualifierId': 233, 'value': '214'}, {'id': 5095433173, 'qualifierId': 286}, {'id': 5095433171, 'qualifierId': 56, 'value': 'Right'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;duz91vuapvx9winpiq1m8qt5g;Aerial;;;;;;;;;;;;;;;;;;;214,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;22;32;Ventura County;1352;MC;1,0
2699343207;215;1;1;22;33;8ijkk62897so5r3bq0wgwx4bu;1;34,3;85,9;2024-07-06T02:28:52.531Z;2024-07-06T02:28:54Z;[{'id': 5095433199, 'qualifierId': 140, 'value': '23.9'}, {'id': 5095433201, 'qualifierId': 141, 'value': '94.4'}, {'id': 5095433197, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433205, 'qualifierId': 213, 'value': '2.65'}, {'id': 5095433195, 'qualifierId': 3}, {'id': 5095433203, 'qualifierId': 212, 'value': '12.4'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;12,4;94,4;2,65;;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;23,9;94,4;;;;;;;;0;22;33;Houston Dynamo II;1353;DC;1,0
2699343209;216;49;1;22;35;8ijkk62897so5r3bq0wgwx4bu;1;23,8;94,7;2024-07-06T02:28:54.386Z;2024-07-06T02:28:55Z;[];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;duz91vuapvx9winpiq1m8qt5g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;22;35;Houston Dynamo II;1355;DC;1,0
2699343229;217;1;1;22;35;8ijkk62897so5r3bq0wgwx4bu;1;23,9;94,7;2024-07-06T02:28:54.738Z;2024-07-06T02:29:00Z;[{'id': 5095433301, 'qualifierId': 141, 'value': '95.3'}, {'id': 5095433305, 'qualifierId': 213, 'value': '0.03'}, {'id': 5095433299, 'qualifierId': 140, 'value': '37.5'}, {'id': 5095433303, 'qualifierId': 212, 'value': '14.3'}, {'id': 5095433297, 'qualifierId': 56, 'value': 'Back'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;14,3;95,3;0,03;;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;37,5;95,3;;;;;;;;0;22;35;Houston Dynamo II;1355;DC;1,0
2699343233;218;1;1;22;40;8ijkk62897so5r3bq0wgwx4bu;0;62,9;95,2;2024-07-06T02:29:00.018Z;2024-07-06T02:29:00Z;[{'id': 5095433333, 'qualifierId': 140, 'value': '69.7'}, {'id': 5095433331, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095433329, 'qualifierId': 155}, {'id': 5095433335, 'qualifierId': 141, 'value': '77.0'}, {'id': 5095433339, 'qualifierId': 213, 'value': '5.24'}, {'id': 5095433337, 'qualifierId': 212, 'value': '14.3'}];c44bkncqmptribnxki1dyppbe;I. Parente;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;14,3;77,0;5,24;;69,7;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;69,7;77,0;;;;;;;;0;22;40;Houston Dynamo II;1360;MC;1,0
2699343235;196;1;1;22;41;7pmw399vh2v44cjle4fkklp1w;1;24,8;29,3;2024-07-06T02:29:01.001Z;2024-07-13T07:37:06Z;[{'id': 5102093091, 'qualifierId': 213, 'value': '5.97'}, {'id': 5102093087, 'qualifierId': 141, 'value': '21.9'}, {'id': 5095433341, 'qualifierId': 56, 'value': 'Back'}, {'id': 5102093089, 'qualifierId': 212, 'value': '16.2'}, {'id': 5102093085, 'qualifierId': 140, 'value': '39.5'}, {'id': 5102093083, 'qualifierId': 3}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;16,2;21,9;5,97;;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;39,5;21,9;;;;;;;;0;22;41;Ventura County;1361;DL;1,0
2699343253;197;49;1;22;45;7pmw399vh2v44cjle4fkklp1w;1;36,9;20,2;2024-07-06T02:29:04.968Z;2024-07-06T02:29:05Z;[];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;duz91vuapvx9winpiq1m8qt5g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;22;45;Ventura County;1365;MC;1,0
2699343267;198;1;1;22;47;7pmw399vh2v44cjle4fkklp1w;1;36,6;20,7;2024-07-06T02:29:07.048Z;2024-07-06T02:29:08Z;[{'id': 5095433495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433501, 'qualifierId': 212, 'value': '13.0'}, {'id': 5095433503, 'qualifierId': 213, 'value': '3.71'}, {'id': 5095433499, 'qualifierId': 141, 'value': '10.4'}, {'id': 5095433497, 'qualifierId': 140, 'value': '26.2'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;13,0;10,4;3,71;;26,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;26,2;10,4;;;;;;;;0;22;47;Ventura County;1367;MC;1,0
2699343275;199;1;1;22;49;7pmw399vh2v44cjle4fkklp1w;1;26,2;10,4;2024-07-06T02:29:08.433Z;2024-07-06T02:29:10Z;[{'id': 5095433535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433539, 'qualifierId': 141, 'value': '27.3'}, {'id': 5095433537, 'qualifierId': 140, 'value': '23.8'}, {'id': 5095433541, 'qualifierId': 212, 'value': '11.8'}, {'id': 5095433543, 'qualifierId': 213, 'value': '1.79'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;11,8;27,3;1,79;;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;23,8;27,3;;;;;;;;0;22;49;Ventura County;1369;DR;1,0
2699343283;200;1;1;22;51;7pmw399vh2v44cjle4fkklp1w;1;22,4;27,3;2024-07-06T02:29:10.872Z;2024-07-06T02:29:13Z;[{'id': 5095433595, 'qualifierId': 141, 'value': '28.2'}, {'id': 5095433593, 'qualifierId': 140, 'value': '32.1'}, {'id': 5095433599, 'qualifierId': 213, 'value': '0.06'}, {'id': 5095433591, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433597, 'qualifierId': 212, 'value': '10.2'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;10,2;28,2;0,06;;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;32,1;28,2;;;;;;;;0;22;51;Ventura County;1371;DL;1,0
2699343287;201;1;1;22;54;7pmw399vh2v44cjle4fkklp1w;1;31,7;27,0;2024-07-06T02:29:13.607Z;2024-07-06T02:29:15Z;[{'id': 5095433615, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095433623, 'qualifierId': 213, 'value': '0.39'}, {'id': 5095433621, 'qualifierId': 212, 'value': '26.0'}, {'id': 5095433617, 'qualifierId': 140, 'value': '54.6'}, {'id': 5095433619, 'qualifierId': 141, 'value': '41.4'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;26,0;41,4;0,39;;54,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;54,6;41,4;;;;;;;;0;22;54;Ventura County;1374;MC;1,0
2699343291;202;1;1;22;56;7pmw399vh2v44cjle4fkklp1w;1;54,6;41,4;2024-07-06T02:29:15.512Z;2024-07-06T02:29:16Z;[{'id': 5095433643, 'qualifierId': 140, 'value': '56.5'}, {'id': 5095433645, 'qualifierId': 141, 'value': '24.9'}, {'id': 5095433647, 'qualifierId': 212, 'value': '11.4'}, {'id': 5095433649, 'qualifierId': 213, 'value': '4.89'}, {'id': 5095433641, 'qualifierId': 56, 'value': 'Center'}];9ph8wasuz3ndre586gople49g;S. Annor Gyamfi;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;11,4;24,9;4,89;;56,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;56,5;24,9;;;;;;;;0;22;56;Ventura County;1376;FW;1,0
2699343295;203;1;1;22;57;7pmw399vh2v44cjle4fkklp1w;1;56,3;24,7;2024-07-06T02:29:16.776Z;2024-07-06T02:29:18Z;[{'id': 5095433675, 'qualifierId': 213, 'value': '1.27'}, {'id': 5095433673, 'qualifierId': 212, 'value': '23.7'}, {'id': 5095433667, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095433671, 'qualifierId': 141, 'value': '58.0'}, {'id': 5095433669, 'qualifierId': 140, 'value': '63.1'}];7yt2ddw0yntv9xq1hrv1jx05w;M. Dimareli;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;23,7;58,0;1,27;;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;63,1;58,0;;;;;;;;0;22;57;Ventura County;1377;MC;1,0
2699343305;204;1;1;22;59;7pmw399vh2v44cjle4fkklp1w;1;64,1;56,4;2024-07-06T02:29:18.760Z;2024-07-06T02:29:22Z;[{'id': 5095433733, 'qualifierId': 212, 'value': '34.9'}, {'id': 5095433731, 'qualifierId': 141, 'value': '89.8'}, {'id': 5095433729, 'qualifierId': 140, 'value': '89.3'}, {'id': 5095433735, 'qualifierId': 213, 'value': '0.71'}, {'id': 5095433727, 'qualifierId': 56, 'value': 'Left'}, {'id': 5095433737, 'qualifierId': 1}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;34,9;89,8;0,71;;89,3;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;89,3;89,8;;;;;;;;0;22;59;Ventura County;1379;FWL;1,0
2699343307;205;1;1;23;3;7pmw399vh2v44cjle4fkklp1w;0;90,6;90,3;2024-07-06T02:29:22.616Z;2024-07-13T07:37:28Z;[{'id': 5095433747, 'qualifierId': 140, 'value': '92.6'}, {'id': 5095433749, 'qualifierId': 141, 'value': '56.7'}, {'id': 5095433755, 'qualifierId': 213, 'value': '4.80'}, {'id': 5095433745, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095433751, 'qualifierId': 212, 'value': '22.9'}, {'id': 5095433741, 'qualifierId': 2}, {'id': 5102093219, 'qualifierId': 72}, {'id': 5102093217, 'qualifierId': 224}];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;22,9;56,7;4,8;;92,6;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;92,6;56,7;;;;;;;;0;23;3;Ventura County;1383;DC;1,0
2699343331;219;12;1;23;5;8ijkk62897so5r3bq0wgwx4bu;1;4,7;46,1;2024-07-06T02:29:24.642Z;2024-07-06T02:29:27Z;[{'id': 5095433841, 'qualifierId': 141, 'value': '30.0'}, {'id': 5095433839, 'qualifierId': 140, 'value': '13.1'}, {'id': 5095433845, 'qualifierId': 213, 'value': '5.39'}, {'id': 5095433843, 'qualifierId': 212, 'value': '14.1'}, {'id': 5095433837, 'qualifierId': 56, 'value': 'Back'}];ckqdb14rd2i1scytlygbsncb8;J. Magaña;;duz91vuapvx9winpiq1m8qt5g;Clearance;;;;;;;;;;14,1;30,0;5,39;;13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;13,1;30,0;;;;;;;;0;23;5;Houston Dynamo II;1385;DL;1,0
2699343329;206;3;1;23;8;7pmw399vh2v44cjle4fkklp1w;0;87,8;65,3;2024-07-06T02:29:27.080Z;2024-07-13T07:37:42Z;[{'id': 5095433907, 'qualifierId': 233, 'value': '220'}, {'id': 5095433833, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095433835, 'qualifierId': 286}, {'id': 5102093245, 'qualifierId': 465}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;duz91vuapvx9winpiq1m8qt5g;Take On;;;;;;;;;;;;;;;;;;;220,0;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;23;8;Ventura County;1388;FWL;1,0
2699343343;220;7;1;23;8;8ijkk62897so5r3bq0wgwx4bu;1;12,2;34,7;2024-07-06T02:29:27.081Z;2024-07-13T07:38:05Z;[{'id': 5095433897, 'qualifierId': 285}, {'id': 5095433895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095433903, 'qualifierId': 233, 'value': '206'}, {'id': 5102093331, 'qualifierId': 384}];ckqdb14rd2i1scytlygbsncb8;J. Magaña;;duz91vuapvx9winpiq1m8qt5g;Tackle;;;;;;;;;;;;;;;;;;;206,0;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;23;8;Houston Dynamo II;1388;DL;1,0
2699343345;221;49;1;23;10;8ijkk62897so5r3bq0wgwx4bu;1;21,3;33,4;2024-07-06T02:29:29.970Z;2024-07-06T02:29:30Z;[];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;duz91vuapvx9winpiq1m8qt5g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;23;10;Houston Dynamo II;1390;AMR;1,0
2699343359;222;1;1;23;11;8ijkk62897so5r3bq0wgwx4bu;1;22,8;32,6;2024-07-06T02:29:30.514Z;2024-07-06T02:29:34Z;[{'id': 5095434007, 'qualifierId': 140, 'value': '33.3'}, {'id': 5095434009, 'qualifierId': 141, 'value': '49.4'}, {'id': 5095434005, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095434011, 'qualifierId': 212, 'value': '15.9'}, {'id': 5095434013, 'qualifierId': 213, 'value': '0.80'}];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;duz91vuapvx9winpiq1m8qt5g;Pass;;;;;;;;;;15,9;49,4;0,8;;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;33,3;49,4;;;;;;;;0;23;11;Houston Dynamo II;1391;AMR;1,0
2700556645;801;3;1;23;12;8ijkk62897so5r3bq0wgwx4bu;0;31,9;38,6;2024-07-06T02:29:31.572Z;2024-07-13T07:38:37Z;[{'id': 5102093389, 'qualifierId': 56, 'value': 'Back'}, {'id': 5102093391, 'qualifierId': 285}, {'id': 5102093393, 'qualifierId': 465}, {'id': 5102093395, 'qualifierId': 467, 'value': '1p5u02noafhj6r31hj50stn2s'}];4o8ulvahxfb06x5xhvflvwhzo;R. Ramos;;duz91vuapvx9winpiq1m8qt5g;Take On;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;23;12;Houston Dynamo II;1392;AMC;1,0
2699343361;223;4;1;23;14;8ijkk62897so5r3bq0wgwx4bu;1;34,1;48,2;2024-07-06T02:29:33.954Z;2024-07-06T02:29:37Z;[{'id': 5095434025, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095434027, 'qualifierId': 152}, {'id': 5095434029, 'qualifierId': 265}, {'id': 5095434023, 'qualifierId': 13}, {'id': 5095434031, 'qualifierId': 286}, {'id': 5095434133, 'qualifierId': 233, 'value': '207'}];4o8ulvahxfb06x5xhvflvwhzo;R. Ramos;;duz91vuapvx9winpiq1m8qt5g;Foul;;;;;;;;;;;;;;;;;;;207,0;1,0;;;;;;;;;1,0;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;23;14;Houston Dynamo II;1394;AMC;1,0
2699343367;207;4;1;23;14;7pmw399vh2v44cjle4fkklp1w;0;65,9;51,8;2024-07-06T02:29:33.955Z;2024-07-06T02:29:55Z;[{'id': 5095434091, 'qualifierId': 13}, {'id': 5095434137, 'qualifierId': 233, 'value': '223'}, {'id': 5095434141, 'qualifierId': 285}, {'id': 5095434095, 'qualifierId': 56, 'value': 'Center'}, {'id': 5095434099, 'qualifierId': 152}, {'id': 5095434103, 'qualifierId': 265}];1p5u02noafhj6r31hj50stn2s;T. Lampman;;duz91vuapvx9winpiq1m8qt5g;Foul;;;;;;;;;;;;;;;;;;;223,0;;1,0;;;;;;;;1,0;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;23;14;Ventura County;1394;DC;1,0
