id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_Involved;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Zone;value_PassEndY;value_Length;value_Angle;value_LongBall;value_Launch;value_HeadPass;value_Chipped;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_DeletedEventType;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_Assist;value_RegularPlay;value_BoxLeft;value_CloseLeft;value_LeftFooted;value_IndividualPlay;value_GoalmouthZ;value_GkX;value_Assisted;value_GoalmouthY;value_RelatedEventId;value_GkY;value_NextEventGoalKick;value_GoalKick;value_Low;value_Overrun;value_Handball;value_AttemptedTackle;value_SwitchOfPlay;value_OutOfPlay;value_Left;value_Right;value_OutSwinger;value_Cross;value_CornerTaken;value_Head;value_FlickOn;value_NextEventThrowIn;value_PlayersCaughtOffside;value_Indirect;value_GkKickFromHands;value_IntendedTackleTarget;value_ThrowIn;value_BlockedPass;value_CloseRight;value_KeeperThrow;value_IntentionalAssist;value_BoxCentre;value_SetPiece;value_FirstTouch;value_NotVisible;value_LayOff;value_Blocked;value_OutOfBoxCentre;value_BlockedX;value_LowCentre;value_BlockedY;value_DefBlock;value_BoxRight;value_RightFooted;value_FastBreak;value_InSwinger;value_FromCorner;value_SmallBoxRight;value_SixYardBlocked;value_OwnPlayer;value_Stooping;value_ParriedSafe;value_Hands;value_Shove/Push;value_High;value_ThroughBall;value_Unchallenged;value_YellowCard;value_RecklessOffence;value_OverhitCross;value_Injury;value_InjuredPlayerId;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_BigChance;value_Feet;value_ParriedDanger;value_Sliding;value_NotAssisted;value_LowLeft;value_AerialFoul;value_TimeWasting;value_Minutes;value_HighClaim;value_BlockedCross;value_OverArm;value_EndType;value_Tactical;value_FreeKick;value_HighRight;value_Collected;value_Diving;value_LowRight;value_GoalShotGameClock;value_GoalShotTimestamp;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistedBy;value_SmallBoxCentre;value_LeadingToAttempt;value_RelatedError1Id;value_GkHoof;value_TempBlocked;value_OtherObstacle;value_CloseHigh;value_Volley;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710730433;103;1;1;11;30;dqx48fglv1l96cyrmjdod0xec;1;30,4;81,5;2024-08-18T19:16:33.709Z;2024-08-18T19:16:36Z;[{'id': 5158358905, 'qualifierId': 212, 'value': '13.6'}, {'id': 5158358907, 'qualifierId': 213, 'value': '3.45'}, {'id': 5158358903, 'qualifierId': 141, 'value': '75.5'}, {'id': 5158358899, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158358901, 'qualifierId': 140, 'value': '18.0'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;18,0;;75,5;13,6;3,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;18,0;75,5;;;;;;;0;0;11;30;Minnesota United II;690;DC;1,0
2710730509;104;1;1;11;33;dqx48fglv1l96cyrmjdod0xec;1;18,3;74,1;2024-08-18T19:16:36.334Z;2024-08-18T19:16:40Z;[{'id': 5158359291, 'qualifierId': 140, 'value': '29.6'}, {'id': 5158359293, 'qualifierId': 141, 'value': '88.5'}, {'id': 5158359297, 'qualifierId': 213, 'value': '0.69'}, {'id': 5158359289, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158359295, 'qualifierId': 212, 'value': '15.4'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;29,6;;88,5;15,4;0,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;29,6;88,5;;;;;;;0;0;11;33;Minnesota United II;693;DC;1,0
2710730541;105;1;1;11;36;dqx48fglv1l96cyrmjdod0xec;1;29,7;88,1;2024-08-18T19:16:39.934Z;2024-08-18T19:16:41Z;[{'id': 5158359481, 'qualifierId': 141, 'value': '83.6'}, {'id': 5158359483, 'qualifierId': 212, 'value': '4.2'}, {'id': 5158359477, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158359485, 'qualifierId': 213, 'value': '5.48'}, {'id': 5158359479, 'qualifierId': 140, 'value': '32.5'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;32,5;;83,6;4,2;5,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;32,5;83,6;;;;;;;0;0;11;36;Minnesota United II;696;DC;1,0
2710730607;106;1;1;11;37;dqx48fglv1l96cyrmjdod0xec;1;32,2;84,0;2024-08-18T19:16:41.085Z;2024-08-18T19:16:44Z;[{'id': 5158359851, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158359861, 'qualifierId': 212, 'value': '7.6'}, {'id': 5158359859, 'qualifierId': 141, 'value': '91.0'}, {'id': 5158359863, 'qualifierId': 213, 'value': '2.47'}, {'id': 5158359855, 'qualifierId': 140, 'value': '26.5'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;26,5;;91,0;7,6;2,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;26,5;91,0;;;;;;;0;0;11;37;Minnesota United II;697;MC;1,0
2710730683;107;1;1;11;40;dqx48fglv1l96cyrmjdod0xec;0;27,0;93,2;2024-08-18T19:16:44.173Z;2024-08-18T19:16:46Z;[{'id': 5158360251, 'qualifierId': 213, 'value': '0.28'}, {'id': 5158360247, 'qualifierId': 141, 'value': '97.4'}, {'id': 5158360245, 'qualifierId': 140, 'value': '36.4'}, {'id': 5158360249, 'qualifierId': 212, 'value': '10.3'}, {'id': 5158360243, 'qualifierId': 56, 'value': 'Back'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;36,4;;97,4;10,3;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;36,4;97,4;;;;;;;0;0;11;40;Minnesota United II;700;DC;1,0
2710730761;110;1;1;11;44;1pc6sx2h4rp113ldkbp5d2xas;1;60,9;5,3;2024-08-18T19:16:47.342Z;2024-08-18T19:16:49Z;[{'id': 5158360621, 'qualifierId': 56, 'value': 'Right'}, {'id': 5158360625, 'qualifierId': 141, 'value': '16.2'}, {'id': 5158360627, 'qualifierId': 212, 'value': '7.4'}, {'id': 5158360629, 'qualifierId': 213, 'value': '1.67'}, {'id': 5158360623, 'qualifierId': 140, 'value': '60.2'}];clqg0gusupd6cehokpggbslck;E. Nieves;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;60,2;;16,2;7,4;1,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;60,2;16,2;;;;;;;0;0;11;44;St. Louis City II;704;AMC;1,0
2710730773;111;49;1;11;46;1pc6sx2h4rp113ldkbp5d2xas;1;60,5;15,8;2024-08-18T19:16:49.718Z;2024-08-18T19:16:50Z;[];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;eppyl290g73qck1ht7he4ojro;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;11;46;St. Louis City II;706;DMC;1,0
2710730897;112;2;1;11;47;1pc6sx2h4rp113ldkbp5d2xas;1;61,1;16,4;2024-08-18T19:16:50.358Z;2024-08-18T20:06:01Z;[{'id': 5158361315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158361317, 'qualifierId': 140, 'value': '78.4'}, {'id': 5158361319, 'qualifierId': 141, 'value': '23.9'}, {'id': 5158361313, 'qualifierId': 7, 'value': 'tc5nl1hz1w06jobp5ckktr3e'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;eppyl290g73qck1ht7he4ojro;Offside Pass;;;;;;;;;;;78,4;;23,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;78,4;23,9;;;;;;;0;0;11;47;St. Louis City II;707;DMC;1,0
2710730813;108;55;1;11;47;dqx48fglv1l96cyrmjdod0xec;1;20,5;70,2;2024-08-18T19:16:50.359Z;2024-08-18T20:13:27Z;[];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;eppyl290g73qck1ht7he4ojro;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;11;47;Minnesota United II;707;DL;1,0
2710731111;109;1;1;12;2;dqx48fglv1l96cyrmjdod0xec;1;20,7;72,1;2024-08-18T19:17:05.677Z;2024-08-18T19:17:07Z;[{'id': 5158362411, 'qualifierId': 141, 'value': '46.8'}, {'id': 5158362407, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158362413, 'qualifierId': 212, 'value': '20.7'}, {'id': 5158362403, 'qualifierId': 5}, {'id': 5158362415, 'qualifierId': 213, 'value': '4.12'}, {'id': 5158362405, 'qualifierId': 241}, {'id': 5158362409, 'qualifierId': 140, 'value': '9.7'}];bbnk87q7t8pahznohwjjcvu5m;E. Kinzner;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;9,7;;46,8;20,7;4,12;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;9,7;46,8;;;;;;;0;0;12;2;Minnesota United II;722;DC;1,0
2710731151;110;1;1;12;3;dqx48fglv1l96cyrmjdod0xec;1;9,5;46,5;2024-08-18T19:17:07.133Z;2024-08-18T19:17:09Z;[{'id': 5158362641, 'qualifierId': 212, 'value': '24.8'}, {'id': 5158362639, 'qualifierId': 141, 'value': '13.7'}, {'id': 5158362635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158362643, 'qualifierId': 213, 'value': '5.17'}, {'id': 5158362637, 'qualifierId': 140, 'value': '19.9'}];37vbc16ejxmfkssydcdxq69zo;N. Bishop;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;19,9;;13,7;24,8;5,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;19,9;13,7;;;;;;;0;0;12;3;Minnesota United II;723;GK;1,0
2710731195;111;1;1;12;5;dqx48fglv1l96cyrmjdod0xec;0;19,9;14,1;2024-08-18T19:17:08.893Z;2024-08-18T19:17:40Z;[{'id': 5158362877, 'qualifierId': 213, 'value': '0.76'}, {'id': 5158362875, 'qualifierId': 212, 'value': '12.5'}, {'id': 5158362873, 'qualifierId': 141, 'value': '26.8'}, {'id': 5158362871, 'qualifierId': 140, 'value': '28.5'}, {'id': 5158362869, 'qualifierId': 56, 'value': 'Back'}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;28,5;;26,8;12,5;0,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;28,5;26,8;;;;;;;0;0;12;5;Minnesota United II;725;DR;1,0
2710731199;112;43;1;12;7;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-08-18T19:17:10.541Z;2024-08-18T19:17:41Z;[{'id': 5158362885, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158362889, 'qualifierId': 141, 'value': '23.6'}, {'id': 5158362893, 'qualifierId': 213, 'value': '6.05'}, {'id': 5158362887, 'qualifierId': 140, 'value': '28.2'}, {'id': 5158366013, 'qualifierId': 144, 'value': '1'}, {'id': 5158362891, 'qualifierId': 212, 'value': '5.4'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;eppyl290g73qck1ht7he4ojro;Deleted event;;;;;;;;;;;28,2;;23,6;5,4;6,05;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;28,2;23,6;;;;;;;0;0;12;7;Minnesota United II;727;MC;1,0
2710731243;114;4;1;12;10;1pc6sx2h4rp113ldkbp5d2xas;1;72,8;72,8;2024-08-18T19:17:13.710Z;2024-08-18T20:13:20Z;[{'id': 5158363209, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158363439, 'qualifierId': 233, 'value': '113'}, {'id': 5158363211, 'qualifierId': 152}, {'id': 5158363213, 'qualifierId': 265}, {'id': 5158363217, 'qualifierId': 286}, {'id': 5158363207, 'qualifierId': 13}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;eppyl290g73qck1ht7he4ojro;Foul;;;;;;;;;;;;;;;;;;;;113,0;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;12;10;St. Louis City II;730;DMC;1,0
2710731249;113;4;1;12;10;dqx48fglv1l96cyrmjdod0xec;0;27,2;27,2;2024-08-18T19:17:13.711Z;2024-08-18T20:13:21Z;[{'id': 5158363421, 'qualifierId': 152}, {'id': 5158363417, 'qualifierId': 13}, {'id': 5158363419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158363425, 'qualifierId': 285}, {'id': 5158363473, 'qualifierId': 233, 'value': '114'}, {'id': 5158363423, 'qualifierId': 265}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;eppyl290g73qck1ht7he4ojro;Foul;;;;;;;;;;;;;;;;;;;;114,0;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;12;10;Minnesota United II;730;MC;1,0
2710732581;116;1;1;13;13;1pc6sx2h4rp113ldkbp5d2xas;1;75,6;74,4;2024-08-18T19:18:16.384Z;2024-08-18T19:18:30Z;[{'id': 5158370443, 'qualifierId': 155}, {'id': 5158370439, 'qualifierId': 2}, {'id': 5158370447, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158370441, 'qualifierId': 5}, {'id': 5158370449, 'qualifierId': 140, 'value': '93.2'}, {'id': 5158370445, 'qualifierId': 152}, {'id': 5158370455, 'qualifierId': 213, 'value': '5.52'}, {'id': 5158371505, 'qualifierId': 154}, {'id': 5158370453, 'qualifierId': 212, 'value': '25.6'}, {'id': 5158370451, 'qualifierId': 141, 'value': '48.4'}, {'id': 5158371503, 'qualifierId': 210, 'value': '13'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;1,0;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;93,2;;48,4;25,6;5,52;;;;1,0;;;;;;1,0;;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;93,2;48,4;;;;;;;0;0;13;13;St. Louis City II;793;DMC;1,0
2710732585;117;13;1;13;16;1pc6sx2h4rp113ldkbp5d2xas;1;93,3;50,3;2024-08-18T19:18:19.560Z;2024-08-18T20:05:12Z;[{'id': 5158371513, 'qualifierId': 154}, {'id': 5158371511, 'qualifierId': 29}, {'id': 5158371525, 'qualifierId': 231, 'value': '50.2'}, {'id': 5158371519, 'qualifierId': 102, 'value': '40.2'}, {'id': 5158371515, 'qualifierId': 55, 'value': '116'}, {'id': 5158371521, 'qualifierId': 103, 'value': '5.6'}, {'id': 5158371523, 'qualifierId': 230, 'value': '99.3'}, {'id': 5158370473, 'qualifierId': 17}, {'id': 5158370871, 'qualifierId': 15}, {'id': 5158370869, 'qualifierId': 24}, {'id': 5158371509, 'qualifierId': 75}, {'id': 5158370475, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158370875, 'qualifierId': 328}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;eppyl290g73qck1ht7he4ojro;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,6;99,3;1,0;40,2;116,0;50,2;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;40,2;5.6;116,0;a4staqjshva5lhcr0dw744nze;0;0;13;16;St. Louis City II;796;FW;1,0
2710732599;114;5;1;13;16;dqx48fglv1l96cyrmjdod0xec;1;-0,6;61,0;2024-08-18T19:18:20.013Z;2024-08-18T19:18:23Z;[{'id': 5158370547, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158370553, 'qualifierId': 233, 'value': '118'}, {'id': 5158370549, 'qualifierId': 346}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;eppyl290g73qck1ht7he4ojro;Out;;;;;;;;;;;;;;;;;;;;118,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;13;16;Minnesota United II;796;DC;1,0
2710732595;118;5;1;13;16;1pc6sx2h4rp113ldkbp5d2xas;0;100,6;39,0;2024-08-18T19:18:20.013Z;2024-08-18T19:24:43Z;[{'id': 5158370569, 'qualifierId': 233, 'value': '114'}, {'id': 5158370539, 'qualifierId': 56, 'value': 'Center'}, {'id': 5158370541, 'qualifierId': 346}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;eppyl290g73qck1ht7he4ojro;Out;;;;;;;;;;;;;;;;;;;;114,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;13;16;St. Louis City II;796;FW;1,0
2710732863;115;1;1;13;31;dqx48fglv1l96cyrmjdod0xec;1;4,8;49,8;2024-08-18T19:18:34.637Z;2024-08-18T19:18:36Z;[{'id': 5158372029, 'qualifierId': 237}, {'id': 5158372023, 'qualifierId': 213, 'value': '4.70'}, {'id': 5158372013, 'qualifierId': 124}, {'id': 5158372021, 'qualifierId': 212, 'value': '11.5'}, {'id': 5158372047, 'qualifierId': 189}, {'id': 5158372017, 'qualifierId': 140, 'value': '4.7'}, {'id': 5158372015, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158372019, 'qualifierId': 141, 'value': '32.9'}];37vbc16ejxmfkssydcdxq69zo;N. Bishop;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;4,7;;32,9;11,5;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;4,7;32,9;;;;;;;0;0;13;31;Minnesota United II;811;GK;1,0
2710732897;116;1;1;13;32;dqx48fglv1l96cyrmjdod0xec;1;4,7;32,9;2024-08-18T19:18:36.268Z;2024-08-18T19:18:37Z;[{'id': 5158372183, 'qualifierId': 141, 'value': '7.1'}, {'id': 5158372185, 'qualifierId': 212, 'value': '17.8'}, {'id': 5158372187, 'qualifierId': 213, 'value': '4.88'}, {'id': 5158372179, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158372181, 'qualifierId': 140, 'value': '7.5'}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;7,5;;7,1;17,8;4,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;7,5;7,1;;;;;;;0;0;13;32;Minnesota United II;812;DL;1,0
2710732955;117;1;1;13;34;dqx48fglv1l96cyrmjdod0xec;0;7,9;7,1;2024-08-18T19:18:37.741Z;2024-08-18T19:18:40Z;[{'id': 5158372579, 'qualifierId': 212, 'value': '41.6'}, {'id': 5158372577, 'qualifierId': 141, 'value': '30.5'}, {'id': 5158372575, 'qualifierId': 140, 'value': '44.5'}, {'id': 5158372583, 'qualifierId': 1}, {'id': 5158372573, 'qualifierId': 56, 'value': 'Back'}, {'id': 5158372581, 'qualifierId': 213, 'value': '0.39'}, {'id': 5158372571, 'qualifierId': 157}];632mpv8dpnxjm69f8ip1e4l5g;D. Armstrong;;;eppyl290g73qck1ht7he4ojro;Pass;;;;;;;;;;;44,5;;30,5;41,6;0,39;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;44,5;30,5;;;;;;;0;0;13;34;Minnesota United II;814;DR;1,0
2710732975;119;44;1;13;37;1pc6sx2h4rp113ldkbp5d2xas;1;59,4;70,1;2024-08-18T19:18:41.296Z;2024-08-18T20:13:37Z;[{'id': 5158372691, 'qualifierId': 286}, {'id': 5158372789, 'qualifierId': 233, 'value': '118'}, {'id': 5158372689, 'qualifierId': 56, 'value': 'Center'}];dbc343lsh3l20pi4a4gmd94wk;G. Cruz;;;eppyl290g73qck1ht7he4ojro;Aerial;;;;;;;;;;;;;;;;;;;;118,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;13;37;St. Louis City II;817;DC;1,0
2710732991;118;44;1;13;37;dqx48fglv1l96cyrmjdod0xec;0;40,6;29,9;2024-08-18T19:18:41.297Z;2024-08-18T20:13:37Z;[{'id': 5158372793, 'qualifierId': 233, 'value': '119'}, {'id': 5158372763, 'qualifierId': 285}, {'id': 5158372759, 'qualifierId': 56, 'value': 'Back'}];f2nvagw4mjjpn1ytj6rdl5ene;B. McSorley;;;eppyl290g73qck1ht7he4ojro;Aerial;;;;;;;;;;;;;;;;;;;;119,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;13;37;Minnesota United II;817;FW;1,0
2710732981;120;61;1;13;38;1pc6sx2h4rp113ldkbp5d2xas;0;57,9;71,7;2024-08-18T19:18:41.804Z;2024-08-18T20:10:21Z;[{'id': 5158372727, 'qualifierId': 56, 'value': 'Center'}];dbc343lsh3l20pi4a4gmd94wk;G. Cruz;;;eppyl290g73qck1ht7he4ojro;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;13;38;St. Louis City II;818;DC;1,0
