matchId;id;coverageLevel;date;time;localDate;localTime;numberOfPeriods;periodLength;overtimeLength;lastUpdated;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
3vkw6dmi0j2xaufizrgvze9ec;3vkw6dmi0j2xaufizrgvze9ec;13;2024-10-20Z;22:00:00Z;2024-10-20;15:00:00;2;45;15;2025-05-12T19:01:22Z;The Town vs Houston Dynamo II;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;ew2zirzye0sw1txr2m33nr25y;The Town;Town;The Town FC;TFC;home;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;Houston II;Houston Dynamo 2;HOU;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;Saint Mary's Stadium;102;Played
