id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Resume;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Length;value_KickOff;value_Angle;value_PassEndX;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_InjuredPlayerId;value_Injury;value_RelatedEventId;value_Chipped;value_SwitchOfPlay;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_Head;value_BlockedPass;value_Shove/Push;value_Direct;value_Foul;value_FreeKickTaken;value_TakeOnSpace;value_Defensive1V1;value_AttemptedTackle;value_TouchTypeClearance;value_OutOfPlay;value_Cross;value_RightFooted;value_DrivenCross;value_Straight;value_GkX;value_FirstTouch;value_RegularPlay;value_GoalmouthZ;value_NotAssisted;value_SmallBoxCentre;value_GoalmouthY;value_CloseRight;value_GkY;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnOvertake;value_TouchTypeControl;value_ThroughBall;value_Left;value_Right;value_CornerTaken;value_OutSwinger;value_IntentionalAssist;value_Assist;value_FlickOn;value_BlockedY;value_FromCorner;value_BlockedX;value_LowCentre;value_Assisted;value_SixYardBlocked;value_Volley;value_Blocked;value_DefBlock;value_MediumGkIntervention;value_KeeperThrow;value_ShirtPull/Holding;value_LayOff;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_LeftFooted;value_OutOfBoxCentre;value_IndividualPlay;value_LowRight;value_ParriedSafe;value_LowGkIntervention;value_Diving;value_Hands;value_OverhitCross;value_InSwinger;value_Overrun;value_TouchTypePass;value_FloatedCross;value_NotPastGoalLine;value_BoxCentre;value_Weak;value_Collected;value_Standing;value_GkKickFromHands;value_YellowCard;value_NotRetreating;value_BlockedCross;value_BoxLeft;value_Stooping;value_GkStart;value_RefereeDelay;value_DrinksBreak;value_HighGkIntervention;value_BlockedClearance;value_TacticalFoul;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ParriedDanger;value_FollowsShotRebound;value_Minutes;value_RecklessOffence;value_FastBreak;value_LastLine;value_EndType;value_Handball;value_LowLeft;value_HighClaim;value_Deflection;value_Tactical;value_SmallBoxRight;value_SetPiece;value_TempShotOn;value_Fumble;value_TimeWasting;value_IncorrectOutOfPlayDecision;value_High;value_PullBack;value_AerialFoul;value_LeadingToGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_KeeperTouched;value_GoalShotGameClock;value_GkYTimeOfGoal;value_BoxDeepLeft;value_HighCentre;value_BigChance;value_OverArm;value_HighRight;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2691467249;160;1;1;19;44;6gaq85erpkvbyxvivd96wuw44;1;35,2;5,3;2024-05-25T01:23:58.304Z;2024-05-25T01:24:00Z;[{'id': 5052065045, 'qualifierId': 213, 'value': '6.03'}, {'id': 5052065039, 'qualifierId': 140, 'value': '43.7'}, {'id': 5052065037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065043, 'qualifierId': 212, 'value': '9.2'}, {'id': 5052065041, 'qualifierId': 141, 'value': '1.9'}];do2o6ka25talswmmillufejqi;D. Rosales;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;1,9;;9,2;;6,03;43,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;43,7;1,9;;;;;;;0;0;19;44;Austin II;1184;DR;1,0
2691467265;161;1;1;19;46;6gaq85erpkvbyxvivd96wuw44;0;43,7;2,0;2024-05-25T01:24:00.001Z;2024-05-25T01:24:02Z;[{'id': 5052065129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065135, 'qualifierId': 212, 'value': '22.9'}, {'id': 5052065137, 'qualifierId': 213, 'value': '1.34'}, {'id': 5052065133, 'qualifierId': 141, 'value': '34.8'}, {'id': 5052065131, 'qualifierId': 140, 'value': '48.8'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;34,8;;22,9;;1,34;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;48,8;34,8;;;;;;;0;0;19;46;Austin II;1186;MR;1,0
2691467267;222;8;1;19;49;d0c07im4a6oj8qa7f1zlt3pqs;1;56,1;61,4;2024-05-25T01:24:02.946Z;2024-05-30T13:02:29Z;[{'id': 5061966861, 'qualifierId': 384}, {'id': 5052065147, 'qualifierId': 56, 'value': 'Center'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;czvde89wpqkqnxb7dz23pwnx0;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;19;49;Los Angeles II;1189;MC;1,0
2691467279;223;49;1;19;51;d0c07im4a6oj8qa7f1zlt3pqs;1;25,4;53,0;2024-05-25T01:24:04.712Z;2024-05-25T02:08:31Z;[];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;czvde89wpqkqnxb7dz23pwnx0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;19;51;Los Angeles II;1191;GK;1,0
2691467335;224;1;1;19;55;d0c07im4a6oj8qa7f1zlt3pqs;1;25,4;53,3;2024-05-25T01:24:09.320Z;2024-05-25T02:08:34Z;[{'id': 5052065549, 'qualifierId': 141, 'value': '41.2'}, {'id': 5052065551, 'qualifierId': 212, 'value': '8.9'}, {'id': 5052065553, 'qualifierId': 213, 'value': '5.10'}, {'id': 5052065547, 'qualifierId': 140, 'value': '28.6'}, {'id': 5052065545, 'qualifierId': 56, 'value': 'Back'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;41,2;;8,9;;5,1;28,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;28,6;41,2;;;;;;;0;0;19;55;Los Angeles II;1195;GK;1,0
2691467339;225;1;1;20;0;d0c07im4a6oj8qa7f1zlt3pqs;1;29,4;41,9;2024-05-25T01:24:14.258Z;2024-05-25T01:24:15Z;[{'id': 5052065577, 'qualifierId': 212, 'value': '19.2'}, {'id': 5052065571, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065573, 'qualifierId': 140, 'value': '42.9'}, {'id': 5052065575, 'qualifierId': 141, 'value': '60.9'}, {'id': 5052065579, 'qualifierId': 213, 'value': '0.74'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;60,9;;19,2;;0,74;42,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;42,9;60,9;;;;;;;0;0;20;0;Los Angeles II;1200;DL;1,0
2691467345;226;1;1;20;1;d0c07im4a6oj8qa7f1zlt3pqs;1;42,9;60,9;2024-05-25T01:24:14.915Z;2024-05-25T01:24:17Z;[{'id': 5052065613, 'qualifierId': 212, 'value': '26.3'}, {'id': 5052065611, 'qualifierId': 141, 'value': '95.3'}, {'id': 5052065609, 'qualifierId': 140, 'value': '31.5'}, {'id': 5052065607, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065615, 'qualifierId': 213, 'value': '2.04'}, {'id': 5052065619, 'qualifierId': 156}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;95,3;;26,3;;2,04;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;31,5;95,3;;;;;;;0;0;20;1;Los Angeles II;1201;MC;1,0
2691467371;227;1;1;20;5;d0c07im4a6oj8qa7f1zlt3pqs;1;31,7;96,2;2024-05-25T01:24:18.602Z;2024-05-25T01:24:23Z;[{'id': 5052065775, 'qualifierId': 141, 'value': '74.5'}, {'id': 5052065779, 'qualifierId': 213, 'value': '3.78'}, {'id': 5052065771, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065773, 'qualifierId': 140, 'value': '12.8'}, {'id': 5052065777, 'qualifierId': 212, 'value': '24.7'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;74,5;;24,7;;3,78;12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;12,8;74,5;;;;;;;0;0;20;5;Los Angeles II;1205;DC;1,0
2691467387;228;1;1;20;11;d0c07im4a6oj8qa7f1zlt3pqs;1;12,9;74,8;2024-05-25T01:24:24.586Z;2024-05-25T01:24:27Z;[{'id': 5052065901, 'qualifierId': 213, 'value': '4.57'}, {'id': 5052065895, 'qualifierId': 140, 'value': '10.2'}, {'id': 5052065899, 'qualifierId': 212, 'value': '19.4'}, {'id': 5052065893, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065897, 'qualifierId': 141, 'value': '46.6'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;46,6;;19,4;;4,57;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;10,2;46,6;;;;;;;0;0;20;11;Los Angeles II;1211;GK;1,0
2691467399;229;1;1;20;13;d0c07im4a6oj8qa7f1zlt3pqs;1;9,0;44,3;2024-05-25T01:24:26.867Z;2024-05-25T01:24:29Z;[{'id': 5052065957, 'qualifierId': 213, 'value': '0.28'}, {'id': 5052065951, 'qualifierId': 140, 'value': '22.0'}, {'id': 5052065953, 'qualifierId': 141, 'value': '50.0'}, {'id': 5052065949, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052065955, 'qualifierId': 212, 'value': '14.2'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;50,0;;14,2;;0,28;22,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;22,0;50,0;;;;;;;0;0;20;13;Los Angeles II;1213;DL;1,0
2691467409;230;1;1;20;15;d0c07im4a6oj8qa7f1zlt3pqs;1;19,4;50,9;2024-05-25T01:24:29.241Z;2024-05-25T01:24:31Z;[{'id': 5052066017, 'qualifierId': 140, 'value': '4.5'}, {'id': 5052066023, 'qualifierId': 213, 'value': '3.06'}, {'id': 5052066015, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066021, 'qualifierId': 212, 'value': '15.7'}, {'id': 5052066019, 'qualifierId': 141, 'value': '52.8'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;52,8;;15,7;;3,06;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;4,5;52,8;;;;;;;0;0;20;15;Los Angeles II;1215;MC;1,0
2691467439;231;1;1;20;17;d0c07im4a6oj8qa7f1zlt3pqs;1;4,5;53,3;2024-05-25T01:24:31.381Z;2024-05-25T01:24:35Z;[{'id': 5052066195, 'qualifierId': 1}, {'id': 5052066185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066187, 'qualifierId': 140, 'value': '29.3'}, {'id': 5052066183, 'qualifierId': 155}, {'id': 5052066189, 'qualifierId': 141, 'value': '99.0'}, {'id': 5052066191, 'qualifierId': 212, 'value': '40.5'}, {'id': 5052066193, 'qualifierId': 213, 'value': '0.87'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;99,0;;40,5;;0,87;29,3;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;29,3;99,0;;;;;;;0;0;20;17;Los Angeles II;1217;GK;1,0
2691467441;232;50;1;20;21;d0c07im4a6oj8qa7f1zlt3pqs;1;26,6;98,8;2024-05-25T01:24:35.462Z;2024-05-25T01:24:37Z;[{'id': 5052066209, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066211, 'qualifierId': 285}, {'id': 5052066241, 'qualifierId': 233, 'value': '162'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;czvde89wpqkqnxb7dz23pwnx0;Dispossessed;;;;;;;;;;;;;;;;;;1,0;162,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;20;21;Los Angeles II;1221;DC;1,0
2691467445;162;7;1;20;21;6gaq85erpkvbyxvivd96wuw44;1;73,4;1,2;2024-05-25T01:24:35.463Z;2024-05-30T13:02:52Z;[{'id': 5052066237, 'qualifierId': 233, 'value': '232'}, {'id': 5061966943, 'qualifierId': 385}, {'id': 5052066219, 'qualifierId': 56, 'value': 'Right'}, {'id': 5052066217, 'qualifierId': 167}, {'id': 5052066221, 'qualifierId': 286}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;czvde89wpqkqnxb7dz23pwnx0;Tackle;;;;;;;;;;;;;;;;;;;232,0;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;20;21;Austin II;1221;MR;1,0
2691467449;163;5;1;20;22;6gaq85erpkvbyxvivd96wuw44;0;73,6;-2,0;2024-05-25T01:24:36.055Z;2024-05-25T01:54:46Z;[{'id': 5052066457, 'qualifierId': 233, 'value': '233'}, {'id': 5052066229, 'qualifierId': 56, 'value': 'Right'}, {'id': 5052066231, 'qualifierId': 347}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;czvde89wpqkqnxb7dz23pwnx0;Out;;;;;;;;;;;;;;;;;;;233,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;20;22;Austin II;1222;MR;1,0
2691467475;233;5;1;20;22;d0c07im4a6oj8qa7f1zlt3pqs;1;26,4;102,0;2024-05-25T01:24:36.055Z;2024-05-25T01:24:45Z;[{'id': 5052066449, 'qualifierId': 233, 'value': '163'}, {'id': 5052066409, 'qualifierId': 347}, {'id': 5052066407, 'qualifierId': 56, 'value': 'Back'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;czvde89wpqkqnxb7dz23pwnx0;Out;;;;;;;;;;;;;;;;;;;163,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;20;22;Los Angeles II;1222;DC;1,0
2691467489;234;1;1;20;31;d0c07im4a6oj8qa7f1zlt3pqs;1;37,0;100,0;2024-05-25T01:24:44.650Z;2024-05-25T01:24:47Z;[{'id': 5052066505, 'qualifierId': 141, 'value': '92.9'}, {'id': 5052066503, 'qualifierId': 140, 'value': '43.4'}, {'id': 5052066501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066507, 'qualifierId': 212, 'value': '9.1'}, {'id': 5052066509, 'qualifierId': 213, 'value': '5.54'}, {'id': 5052066499, 'qualifierId': 107}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;92,9;;9,1;;5,54;43,4;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;43,4;92,9;;;;;;;0;0;20;31;Los Angeles II;1231;DC;1,0
2691467493;235;1;1;20;34;d0c07im4a6oj8qa7f1zlt3pqs;0;43,4;92,9;2024-05-25T01:24:47.633Z;2024-05-25T01:24:48Z;[{'id': 5052066531, 'qualifierId': 213, 'value': '6.09'}, {'id': 5052066519, 'qualifierId': 3}, {'id': 5052066525, 'qualifierId': 140, 'value': '47.4'}, {'id': 5052066521, 'qualifierId': 168}, {'id': 5052066523, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066527, 'qualifierId': 141, 'value': '91.7'}, {'id': 5052066529, 'qualifierId': 212, 'value': '4.3'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;91,7;;4,3;;6,09;47,4;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;47,4;91,7;;;;;;;0;0;20;34;Los Angeles II;1234;FW;1,0
2691467523;164;1;1;20;36;6gaq85erpkvbyxvivd96wuw44;1;57,8;8,9;2024-05-25T01:24:50.288Z;2024-05-25T01:24:52Z;[{'id': 5052066687, 'qualifierId': 3}, {'id': 5052066697, 'qualifierId': 213, 'value': '5.96'}, {'id': 5052066689, 'qualifierId': 56, 'value': 'Right'}, {'id': 5052066691, 'qualifierId': 140, 'value': '65.0'}, {'id': 5052066693, 'qualifierId': 141, 'value': '5.2'}, {'id': 5052066695, 'qualifierId': 212, 'value': '8.0'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;5,2;;8,0;;5,96;65,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;65,0;5,2;;;;;;;0;0;20;36;Austin II;1236;DMC;1,0
2691467515;236;43;1;20;37;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-05-25T01:24:51.321Z;2024-05-25T01:25:18Z;[{'id': 5052067701, 'qualifierId': 144, 'value': '61'}, {'id': 5052066655, 'qualifierId': 56, 'value': 'Back'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;czvde89wpqkqnxb7dz23pwnx0;Deleted event;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;20;37;Los Angeles II;1237;DC;1,0
2691467527;165;61;1;20;38;6gaq85erpkvbyxvivd96wuw44;0;65,0;5,2;2024-05-25T01:24:52.482Z;2024-05-30T13:03:23Z;[{'id': 5052066715, 'qualifierId': 56, 'value': 'Right'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;czvde89wpqkqnxb7dz23pwnx0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;20;38;Austin II;1238;MR;1,0
2691467535;237;1;1;20;39;d0c07im4a6oj8qa7f1zlt3pqs;1;38,9;95,3;2024-05-25T01:24:52.633Z;2024-05-25T01:24:54Z;[{'id': 5052066759, 'qualifierId': 141, 'value': '90.9'}, {'id': 5052066757, 'qualifierId': 140, 'value': '35.8'}, {'id': 5052066755, 'qualifierId': 56, 'value': 'Back'}, {'id': 5052066763, 'qualifierId': 213, 'value': '3.88'}, {'id': 5052066761, 'qualifierId': 212, 'value': '4.4'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;czvde89wpqkqnxb7dz23pwnx0;Pass;;;;;;;;;;90,9;;4,4;;3,88;35,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;35,8;90,9;;;;;;;0;0;20;39;Los Angeles II;1239;DC;1,0
2691467539;238;50;1;20;40;d0c07im4a6oj8qa7f1zlt3pqs;1;33,0;86,4;2024-05-25T01:24:53.914Z;2024-05-25T01:24:59Z;[{'id': 5052066941, 'qualifierId': 285}, {'id': 5052066937, 'qualifierId': 233, 'value': '166'}, {'id': 5052066771, 'qualifierId': 56, 'value': 'Back'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;czvde89wpqkqnxb7dz23pwnx0;Dispossessed;;;;;;;;;;;;;;;;;;1,0;166,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;0;0;20;40;Los Angeles II;1240;MC;1,0
2691467565;166;7;1;20;40;6gaq85erpkvbyxvivd96wuw44;1;67,0;13,6;2024-05-25T01:24:53.915Z;2024-05-30T13:03:33Z;[{'id': 5052066917, 'qualifierId': 56, 'value': 'Right'}, {'id': 5052066933, 'qualifierId': 233, 'value': '238'}, {'id': 5061967081, 'qualifierId': 384}, {'id': 5052066919, 'qualifierId': 286}];b04uukw5ec0mngnwqjih7oqac;L. Flores;;;czvde89wpqkqnxb7dz23pwnx0;Tackle;;;;;;;;;;;;;;;;;;;238,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;20;40;Austin II;1240;FW;1,0
