id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_Involved;value_DirectionOfPlay;value_Zone;value_KickOff;value_Angle;value_Length;value_PassEndY;value_PassEndX;value_LongBall;value_Launch;value_Chipped;value_FlickOn;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_IntendedTackleTarget;value_DeletedEventType;value_HeadPass;value_Cross;value_Head;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_OutOfPlay;value_Left;value_IntentionalAssist;value_CornerTaken;value_Assist;value_InSwinger;value_GkX;value_GoalmouthZ;value_SmallBoxLeft;value_FromCorner;value_GkY;value_Assisted;value_RelatedEventId;value_GoalmouthY;value_FirstTouch;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedX;value_LowCentre;value_OutOfBoxCentre;value_IndividualPlay;value_Blocked;value_RightFooted;value_RegularPlay;value_BlockedY;value_DefBlock;value_LeftFooted;value_BoxCentre;value_BigChance;value_CloseRightAndHigh;value_OverArm;value_KeeperThrow;value_PullBack;value_MisHit;value_SmallBoxCentre;value_Right;value_TempMissed;value_NotVisible;value_Shove/Push;value_SwitchOfPlay;value_LowLeft;value_Standing;value_Hands;value_ParriedDanger;value_LayOff;value_ShirtPull/Holding;value_PlayersCaughtOffside;value_Indirect;value_FastBreak;value_LowRight;value_GoalShotTimestamp;value_GoalShotGameClock;value_SetPiece;value_CloseLeft;value_High;value_InjuredPlayerId;value_Injury;value_YellowCard;value_Dissent;value_HighRight;value_NotAssisted;value_PersistentInfringement;value_RecklessOffence;value_Overrun;value_HighCentre;value_Collected;value_LeadingToAttempt;value_RelatedError1Id;value_Diving;value_BlockedCross;value_Minutes;value_SwerveRight;value_EndType;value_TacticalFoul;value_Reaching;value_ParriedSafe;value_ThrowInSetPiece;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BoxRight;value_Feet;value_Stooping;value_CloseRight;value_ThroughBall;value_PenaltyTakerId;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Weak;value_Scored;value_OtherBodyPart;value_LeadingToGoal;value_BoxDeepLeft;value_DrinksBreak;value_RefereeDelay;value_Straight;value_SwerveLeft;value_BoxLeft;value_GkHoof;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2702652007;295;1;1;41;36;6ubc4y1v6hr63mca7ica4hp90;1;41,1;23,0;2024-07-21T21:46:37.739Z;2024-07-21T21:46:41Z;[{'id': 5113682451, 'qualifierId': 213, 'value': '6.24'}, {'id': 5113682443, 'qualifierId': 56, 'value': 'Center'}, {'id': 5113682447, 'qualifierId': 141, 'value': '21.8'}, {'id': 5113682449, 'qualifierId': 212, 'value': '18.2'}, {'id': 5113682445, 'qualifierId': 140, 'value': '58.4'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;6,24;18,2;21,8;58,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;58,4;21,8;;;;;;;;0;41;36;Atlanta United II;2496;DL;1,0
2702652009;296;50;1;41;40;6ubc4y1v6hr63mca7ica4hp90;1;64,1;28,4;2024-07-21T21:46:41.786Z;2024-07-21T21:46:46Z;[{'id': 5113682741, 'qualifierId': 233, 'value': '395'}, {'id': 5113682457, 'qualifierId': 286}, {'id': 5113682455, 'qualifierId': 56, 'value': 'Center'}];603sxl8xsij9kep03px6s85m2;B. Cambridge;;;e56o2vq9uzndxvnpc0e1h0sno;Dispossessed;;;;;;;;;;;;;;;;;;;;395,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;41;40;Atlanta United II;2500;FWR;1,0
2702652045;395;7;1;41;40;erwnez7ksfkns4dqmyr1fhbe;1;35,9;71,6;2024-07-21T21:46:41.787Z;2024-07-21T21:46:46Z;[{'id': 5113682693, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113682737, 'qualifierId': 233, 'value': '296'}, {'id': 5113682695, 'qualifierId': 285}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;e56o2vq9uzndxvnpc0e1h0sno;Tackle;;;;;;;;;;;;;;;;;;;;296,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;41;40;Crown Legacy;2500;DC;1,0
2702652047;396;49;1;41;44;erwnez7ksfkns4dqmyr1fhbe;1;26,0;34,0;2024-07-21T21:46:45.341Z;2024-07-21T21:46:49Z;[];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;e56o2vq9uzndxvnpc0e1h0sno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;41;44;Crown Legacy;2504;DR;1,0
2702652077;397;1;1;41;45;erwnez7ksfkns4dqmyr1fhbe;1;26,2;33,8;2024-07-21T21:46:46.956Z;2024-07-21T21:46:49Z;[{'id': 5113682883, 'qualifierId': 140, 'value': '23.6'}, {'id': 5113682881, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113682889, 'qualifierId': 213, 'value': '2.27'}, {'id': 5113682885, 'qualifierId': 141, 'value': '38.6'}, {'id': 5113682887, 'qualifierId': 212, 'value': '4.3'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;2,27;4,3;38,6;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;23,6;38,6;;;;;;;;0;41;45;Crown Legacy;2505;DR;1,0
2702652121;398;1;1;41;49;erwnez7ksfkns4dqmyr1fhbe;1;24,0;38,2;2024-07-21T21:46:50.109Z;2024-07-21T21:46:53Z;[{'id': 5113683093, 'qualifierId': 141, 'value': '67.9'}, {'id': 5113683089, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113683091, 'qualifierId': 140, 'value': '22.9'}, {'id': 5113683095, 'qualifierId': 212, 'value': '20.2'}, {'id': 5113683097, 'qualifierId': 213, 'value': '1.63'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;1,63;20,2;67,9;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;22,9;67,9;;;;;;;;0;41;49;Crown Legacy;2509;DL;1,0
2702652129;399;1;1;41;52;erwnez7ksfkns4dqmyr1fhbe;1;22,8;68,7;2024-07-21T21:46:53.388Z;2024-07-21T21:46:54Z;[{'id': 5113683143, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113683151, 'qualifierId': 213, 'value': '5.47'}, {'id': 5113683149, 'qualifierId': 212, 'value': '14.0'}, {'id': 5113683145, 'qualifierId': 140, 'value': '32.0'}, {'id': 5113683147, 'qualifierId': 141, 'value': '53.8'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;5,47;14,0;53,8;32,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;32,0;53,8;;;;;;;;0;41;52;Crown Legacy;2512;DC;1,0
2702652159;400;1;1;41;53;erwnez7ksfkns4dqmyr1fhbe;1;32,0;53,8;2024-07-21T21:46:54.796Z;2024-07-21T21:46:58Z;[{'id': 5113683295, 'qualifierId': 212, 'value': '11.3'}, {'id': 5113683297, 'qualifierId': 213, 'value': '2.07'}, {'id': 5113683291, 'qualifierId': 140, 'value': '26.9'}, {'id': 5113683293, 'qualifierId': 141, 'value': '68.4'}, {'id': 5113683289, 'qualifierId': 56, 'value': 'Back'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;2,07;11,3;68,4;26,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;26,9;68,4;;;;;;;;0;41;53;Crown Legacy;2513;MC;1,0
2702652239;401;1;1;41;57;erwnez7ksfkns4dqmyr1fhbe;0;32,8;69,5;2024-07-21T21:46:58.508Z;2024-07-21T21:47:04Z;[{'id': 5113683623, 'qualifierId': 196}, {'id': 5113683633, 'qualifierId': 213, 'value': '5.59'}, {'id': 5113683629, 'qualifierId': 141, 'value': '9.5'}, {'id': 5113683635, 'qualifierId': 1}, {'id': 5113683627, 'qualifierId': 140, 'value': '80.0'}, {'id': 5113683625, 'qualifierId': 56, 'value': 'Right'}, {'id': 5113683621, 'qualifierId': 155}, {'id': 5113683631, 'qualifierId': 212, 'value': '64.2'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;5,59;64,2;9,5;80,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;80,0;9,5;;;;;;;;0;41;57;Crown Legacy;2517;DC;1,0
2702652269;297;52;1;42;6;6ubc4y1v6hr63mca7ica4hp90;1;13,2;70,7;2024-07-21T21:47:07.439Z;2024-07-21T21:47:38Z;[];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;e56o2vq9uzndxvnpc0e1h0sno;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;42;6;Atlanta United II;2526;GK;1,0
2702652509;298;1;1;42;27;6ubc4y1v6hr63mca7ica4hp90;1;10,2;64,8;2024-07-21T21:47:28.218Z;2024-07-21T21:47:30Z;[{'id': 5113685063, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113685059, 'qualifierId': 123}, {'id': 5113685079, 'qualifierId': 213, 'value': '4.77'}, {'id': 5113685075, 'qualifierId': 212, 'value': '15.3'}, {'id': 5113685071, 'qualifierId': 141, 'value': '42.3'}, {'id': 5113685067, 'qualifierId': 140, 'value': '11.1'}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;4,77;15,3;42,3;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;11,1;42,3;;;;;;;;0;42;27;Atlanta United II;2547;GK;1,0
2702652569;299;1;1;42;29;6ubc4y1v6hr63mca7ica4hp90;0;11,1;37,0;2024-07-21T21:47:30.155Z;2024-07-21T21:47:33Z;[{'id': 5113685389, 'qualifierId': 140, 'value': '75.4'}, {'id': 5113685385, 'qualifierId': 155}, {'id': 5113685387, 'qualifierId': 56, 'value': 'Right'}, {'id': 5113685393, 'qualifierId': 212, 'value': '70.0'}, {'id': 5113685395, 'qualifierId': 213, 'value': '6.02'}, {'id': 5113685397, 'qualifierId': 1}, {'id': 5113685391, 'qualifierId': 141, 'value': '9.9'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;6,02;70,0;9,9;75,4;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;75,4;9,9;;;;;;;;0;42;29;Atlanta United II;2549;DL;1,0
2702652575;402;61;1;42;33;erwnez7ksfkns4dqmyr1fhbe;0;30,6;79,9;2024-07-21T21:47:34.572Z;2024-07-21T21:47:34Z;[{'id': 5113685429, 'qualifierId': 56, 'value': 'Back'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;e56o2vq9uzndxvnpc0e1h0sno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;42;33;Crown Legacy;2553;DC;1,0
2702652581;300;61;1;42;34;6ubc4y1v6hr63mca7ica4hp90;0;75,9;10,2;2024-07-21T21:47:35.281Z;2024-07-21T21:47:35Z;[{'id': 5113685461, 'qualifierId': 56, 'value': 'Right'}];603sxl8xsij9kep03px6s85m2;B. Cambridge;;;e56o2vq9uzndxvnpc0e1h0sno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;42;34;Atlanta United II;2554;FWR;1,0
2702652605;403;1;1;42;35;erwnez7ksfkns4dqmyr1fhbe;1;32,4;83,0;2024-07-21T21:47:36.300Z;2024-07-21T21:47:37Z;[{'id': 5113685571, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113685573, 'qualifierId': 140, 'value': '35.8'}, {'id': 5113685577, 'qualifierId': 212, 'value': '6.0'}, {'id': 5113685579, 'qualifierId': 213, 'value': '5.35'}, {'id': 5113685575, 'qualifierId': 141, 'value': '75.9'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;5,35;6,0;75,9;35,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;35,8;75,9;;;;;;;;0;42;35;Crown Legacy;2555;DC;1,0
2702652613;404;49;1;42;36;erwnez7ksfkns4dqmyr1fhbe;1;36,3;75,8;2024-07-21T21:47:37.661Z;2024-07-21T21:47:38Z;[];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;e56o2vq9uzndxvnpc0e1h0sno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;42;36;Crown Legacy;2556;MC;1,0
2702652989;405;4;1;42;43;erwnez7ksfkns4dqmyr1fhbe;1;31,6;81,4;2024-07-21T21:47:44.588Z;2024-07-21T21:59:01Z;[{'id': 5113687565, 'qualifierId': 285}, {'id': 5113687561, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113701625, 'qualifierId': 233, 'value': '302'}, {'id': 5113687559, 'qualifierId': 184}, {'id': 5113687563, 'qualifierId': 241}];;;;;e56o2vq9uzndxvnpc0e1h0sno;Foul;;;;;;;;;;;;;;;;;;;;302,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;42;43;Crown Legacy;2563;;
2702653051;302;4;1;42;43;6ubc4y1v6hr63mca7ica4hp90;0;68,4;18,6;2024-07-21T21:47:44.589Z;2024-07-21T21:59:36Z;[{'id': 5113701659, 'qualifierId': 233, 'value': '405'}, {'id': 5113687963, 'qualifierId': 56, 'value': 'Right'}, {'id': 5113720549, 'qualifierId': 55, 'value': '301'}, {'id': 5113687961, 'qualifierId': 184}, {'id': 5113687965, 'qualifierId': 241}, {'id': 5113687967, 'qualifierId': 286}];603sxl8xsij9kep03px6s85m2;B. Cambridge;;;e56o2vq9uzndxvnpc0e1h0sno;Foul;;;;;;;;;;;;;;;;;;;;405,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;301,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;301,0;603sxl8xsij9kep03px6s85m2;;0;42;43;Atlanta United II;2563;FWR;1,0
2702652685;301;17;1;42;44;6ubc4y1v6hr63mca7ica4hp90;1;0,0;0,0;2024-07-21T21:47:45.327Z;2024-07-21T21:59:35Z;[{'id': 5113687355, 'qualifierId': 184}, {'id': 5113687353, 'qualifierId': 31}, {'id': 5113720537, 'qualifierId': 55, 'value': '302'}];603sxl8xsij9kep03px6s85m2;B. Cambridge;;;e56o2vq9uzndxvnpc0e1h0sno;Card;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;302,0;603sxl8xsij9kep03px6s85m2;;0;42;44;Atlanta United II;2564;FWR;1,0
2702653017;406;1;1;43;15;erwnez7ksfkns4dqmyr1fhbe;1;31,3;81,6;2024-07-21T21:48:16.364Z;2024-07-21T22:16:27Z;[{'id': 5113765833, 'qualifierId': 152}, {'id': 5113765831, 'qualifierId': 5}, {'id': 5113765753, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113765761, 'qualifierId': 213, 'value': '3.90'}, {'id': 5113765759, 'qualifierId': 212, 'value': '9.7'}, {'id': 5113765755, 'qualifierId': 140, 'value': '24.6'}, {'id': 5113765757, 'qualifierId': 141, 'value': '71.8'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;3,9;9,7;71,8;24,6;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;24,6;71,8;;;;;;;;0;43;15;Crown Legacy;2595;MC;1,0
2702653065;408;1;1;43;17;erwnez7ksfkns4dqmyr1fhbe;1;26,3;29,8;2024-07-21T21:48:18.861Z;2024-07-21T21:48:20Z;[{'id': 5113687781, 'qualifierId': 212, 'value': '13.9'}, {'id': 5113687783, 'qualifierId': 213, 'value': '5.01'}, {'id': 5113687779, 'qualifierId': 141, 'value': '10.3'}, {'id': 5113687777, 'qualifierId': 140, 'value': '30.2'}, {'id': 5113687775, 'qualifierId': 56, 'value': 'Back'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;5,01;13,9;10,3;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;30,2;10,3;;;;;;;;0;43;17;Crown Legacy;2597;DL;1,0
2702653087;409;1;1;43;19;erwnez7ksfkns4dqmyr1fhbe;1;30,0;10,3;2024-07-21T21:48:20.365Z;2024-07-21T21:48:22Z;[{'id': 5113687901, 'qualifierId': 141, 'value': '17.0'}, {'id': 5113687905, 'qualifierId': 213, 'value': '2.89'}, {'id': 5113687895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5113687897, 'qualifierId': 140, 'value': '13.2'}, {'id': 5113687903, 'qualifierId': 212, 'value': '18.2'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;2,89;18,2;17,0;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;13,2;17,0;;;;;;;;0;43;19;Crown Legacy;2599;DR;1,0
2702653133;410;1;1;43;20;erwnez7ksfkns4dqmyr1fhbe;1;13,2;17,0;2024-07-21T21:48:21.997Z;2024-07-21T21:48:26Z;[{'id': 5113688143, 'qualifierId': 140, 'value': '41.3'}, {'id': 5113688151, 'qualifierId': 1}, {'id': 5113688147, 'qualifierId': 212, 'value': '29.8'}, {'id': 5113688145, 'qualifierId': 141, 'value': '23.6'}, {'id': 5113688149, 'qualifierId': 213, 'value': '0.15'}, {'id': 5113688139, 'qualifierId': 157}, {'id': 5113688141, 'qualifierId': 56, 'value': 'Back'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;e56o2vq9uzndxvnpc0e1h0sno;Pass;;;;;;;;;;;;0,15;29,8;23,6;41,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;41,3;23,6;;;;;;;;0;43;20;Crown Legacy;2600;DL;1,0
2702653137;411;61;1;43;25;erwnez7ksfkns4dqmyr1fhbe;1;41,4;23,6;2024-07-21T21:48:26.374Z;2024-07-21T21:48:26Z;[{'id': 5113688171, 'qualifierId': 56, 'value': 'Back'}];5zeta56pml2qki1q095myhvys;R. Neri;;;e56o2vq9uzndxvnpc0e1h0sno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;43;25;Crown Legacy;2605;FW;1,0
2702653157;412;50;1;43;27;erwnez7ksfkns4dqmyr1fhbe;1;44,0;10,4;2024-07-21T21:48:28.397Z;2024-07-21T21:48:32Z;[{'id': 5113688487, 'qualifierId': 233, 'value': '303'}, {'id': 5113688309, 'qualifierId': 286}, {'id': 5113688307, 'qualifierId': 56, 'value': 'Back'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;e56o2vq9uzndxvnpc0e1h0sno;Dispossessed;;;;;;;;;;;;;;;;;;;;303,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;43;27;Crown Legacy;2607;AMR;1,0
2702653183;303;7;1;43;27;6ubc4y1v6hr63mca7ica4hp90;0;56,0;89,6;2024-07-21T21:48:28.398Z;2024-07-21T21:48:33Z;[{'id': 5113688445, 'qualifierId': 285}, {'id': 5113688479, 'qualifierId': 233, 'value': '412'}, {'id': 5113688443, 'qualifierId': 56, 'value': 'Left'}, {'id': 5113688441, 'qualifierId': 167}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;;e56o2vq9uzndxvnpc0e1h0sno;Tackle;;;;;;;;;;;;;;;;;;;;412,0;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;;0;43;27;Atlanta United II;2607;DC;1,0
