id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Captain;value_PlayerPosition;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_JerseyNumber;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_PassEndY;value_Zone;value_Angle;value_Length;value_DeletedEventType;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypePass;value_Chipped;value_HeadPass;value_LongBall;value_LowGkIntervention;value_NotVisible;value_NextEventThrowIn;value_ThrowIn;value_AttemptedTackle;value_Direct;value_Foul;value_RelatedEventId;value_YellowCard;value_RecklessOffence;value_OutSwinger;value_Cross;value_FreeKickTaken;value_RightFooted;value_Head;value_TakeOnOvertake;value_Shove/Push;value_TouchTypeClearance;value_IntendedTackleTarget;value_SwitchOfPlay;value_PullBack;value_LayOff;value_DrivenCross;value_LeftFooted;value_Straight;value_NextEventGoalKick;value_GoalKick;value_Low;value_Assist;value_LowLeft;value_BlockedX;value_GoalmouthZ;value_Assisted;value_IndividualPlay;value_GoalmouthY;value_RegularPlay;value_BoxLeft;value_BlockedY;value_ParriedSafe;value_Hands;value_MediumGkIntervention;value_Diving;value_Launch;value_PlayersCaughtOffside;value_Indirect;value_IntentionalAssist;value_FirstTouch;value_CloseRight;value_GkY;value_GkX;value_BoxCentre;value_LowCentre;value_Blocked;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_HighGkIntervention;value_KeeperThrow;value_OutOfBoxCentre;value_BigChance;value_Volley;value_BoxDeepRight;value_High;value_NotAssisted;value_OverArm;value_TouchTypeControl;value_LowRight;value_Collected;value_TakeOnSpace;value_OutOfPlay;value_CloseHigh;value_Right;value_2NdAssist;value_ThroughBall;value_GkYTimeOfGoal;value_2NdRelatedEventId;value_GoalShotTimestamp;value_2NdAssisted;value_GkXTimeOfGoal;value_GoalShotGameClock;value_SmallBoxCentre;value_BlockedPass;value_FloatedCross;value_HighClaim;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_ShirtPull/Holding;value_TacticalFoul;value_SetPiece;value_CloseLeft;value_Dissent;value_FlickOn;value_Minutes;value_HighLeft;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_ParriedDanger;value_SixYardBlocked;value_PenaltyTakerId;value_Penalty;value_Scored;value_HighRight;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_BlockedCross;value_BoxRight;value_HighCentre;value_FastBreak;value_Standing;value_SoloRun;value_Handball;value_FromCorner;value_SmallBoxLeft;value_Stooping;value_OtherBodyPart;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716783515;1;34;16;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-09-01T22:19:58.877Z;2024-09-01T23:03:16Z;[{'id': 5191598761, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191618727, 'qualifierId': 194, 'value': 'i5wj5hcg2r9934e7gauxtgmi'}, {'id': 5191598753, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5191598757, 'qualifierId': 130, 'value': '8'}, {'id': 5191598759, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191697159, 'qualifierId': 197, 'value': '16418'}, {'id': 5191598751, 'qualifierId': 30, 'value': '8h2vywep73yn25kus2nda8ga2, 6g7i7z6m8vts105dny1g6z3hm, bdgjmawy0anbgy1tz87ocvd9l, i5wj5hcg2r9934e7gauxtgmi, ex99a6zbacpkkhgvynu80qpzo, 4jkf81djj5h43v8rlnib1tizu, 7tpb4dk9meee0utyu4cosnxn8, 9bv0zjyrsopyv3hw8m47sgr9w, aa4v8xfn3ra4digk5h7gdrbze, p99ze5cksh5tv01knf5oj33e, abemsr9zh7bklu5jboks5ivpw, 25rizu4n91uyax4z6l5jv6dqs, 2wsgrwgiotfis2l96i0sxlvys, 595bi39ikp8s9sfw6q5981mvo, 4ulfw4ik3i6ks2t7utgek5l3o, brzi1qy5hkx7zhxhjykg8ox78, c2b6h5zwjvzdvdcybyuqd6exg, bvb7i5n0j5ltqkv991p40r8yc, bebv65gzex5nuihc5mutjrwus, 7r0zyjb523r5phis7b1boqfpw'}, {'id': 5191598755, 'qualifierId': 59, 'value': '99, 30, 20, 53, 54, 68, 23, 56, 32, 49, 34, 95, 29, 62, 64, 66, 59, 61, 60, 90'}];;;;;f2m54lmy4f15f8phcc1ieoems;Team set up;;;;8,0;;16418,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;0;0;Huntsville City;0;;
2716786175;1;34;16;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-09-01T22:27:08.793Z;2024-09-01T23:03:26Z;[{'id': 5191615205, 'qualifierId': 30, 'value': '4r4a2d3piuh8wusw8ftrsh016, 8bnjioj1guv0abf5zdd21c2ui, bvmdxx61yedgrgfw586y8dgr8, 42zmyz1t6mqap5pyfqxiaadqs, 3s1a50dskuehneuuy9b1nxg4, d9cioqeofh2tfg3171r5nlb10, dz7v9xfcwdvjioeyv4z54neqy, 63td0sigm6tp2tg8yovf5npm2, 5m3bxdstyhzoplpzam8c94t90, 6qe888q8yqq73bxr27jbyu2hg, c08hvq1hplcct8kxrxucfpqp6, 374euncv00zs2oy6ux1u519be, 6prn3rxp49rsfl8mxq2tqzf9w, amcmxrycu0kldox7qdohow2ui, 2mmciwk6gllcf11plcch710yc, 1kr4ax5uy3f9gbjzr34u0svf8, 9ncybediodv8share9pox2kno, 6jzijlp0e2w4qjan9eto35wd0, 2ijhxcgr8wqnb8ovss9064jmy, 5mkyx29nr54rr3quwdgfpz3oq'}, {'id': 5191615215, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191627107, 'qualifierId': 194, 'value': 'dz7v9xfcwdvjioeyv4z54neqy'}, {'id': 5191615211, 'qualifierId': 130, 'value': '11'}, {'id': 5191615209, 'qualifierId': 59, 'value': '39, 29, 30, 40, 15, 2, 17, 12, 9, 10, 28, 13, 77, 38, 1, 47, 3, 5, 56, 32'}, {'id': 5191697633, 'qualifierId': 197, 'value': '19319'}, {'id': 5191615213, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5191615207, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;f2m54lmy4f15f8phcc1ieoems;Team set up;;;;11,0;;19319,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;0;Orlando City B;0;;
2716800021;2;32;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-09-01T23:03:46.045Z;2024-09-01T23:03:50Z;[{'id': 5191698643, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;f2m54lmy4f15f8phcc1ieoems;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;0;Orlando City B;0;;
2716800015;2;32;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-09-01T23:03:46.045Z;2024-09-05T05:50:56Z;[{'id': 5191698625, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;f2m54lmy4f15f8phcc1ieoems;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;0;0;Huntsville City;0;;
2716800035;3;1;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;49,8;50,3;2024-09-01T23:03:46.046Z;2024-09-05T06:21:30Z;[{'id': 5191698715, 'qualifierId': 140, 'value': '37.5'}, {'id': 5191698723, 'qualifierId': 279, 'value': 'S'}, {'id': 5191698717, 'qualifierId': 141, 'value': '19.9'}, {'id': 5191698713, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191698721, 'qualifierId': 213, 'value': '4.15'}, {'id': 5191698719, 'qualifierId': 212, 'value': '24.4'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;37,5;;19,9;;4,15;24,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;37,5;19,9;;;;;;;;0;0;0;Orlando City B;0;MC;1,0
2716800075;4;1;1;0;5;4gymgvqmve0m2vh89v84tt3x0;1;38,5;17,2;2024-09-01T23:03:51.628Z;2024-09-01T23:03:53Z;[{'id': 5191698969, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191698971, 'qualifierId': 140, 'value': '39.8'}, {'id': 5191698975, 'qualifierId': 212, 'value': '12.4'}, {'id': 5191698973, 'qualifierId': 141, 'value': '35.3'}, {'id': 5191698977, 'qualifierId': 213, 'value': '1.46'}];8bnjioj1guv0abf5zdd21c2ui;J. Gaines;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;39,8;;35,3;;1,46;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;39,8;35,3;;;;;;;;0;0;5;Orlando City B;5;DR;1,0
2716800085;5;1;1;0;7;4gymgvqmve0m2vh89v84tt3x0;1;39,9;35,6;2024-09-01T23:03:53.068Z;2024-09-01T23:56:09Z;[{'id': 5191699035, 'qualifierId': 141, 'value': '40.4'}, {'id': 5191699031, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191699039, 'qualifierId': 213, 'value': '2.92'}, {'id': 5191699037, 'qualifierId': 212, 'value': '14.5'}, {'id': 5191699033, 'qualifierId': 140, 'value': '26.4'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;26,4;;40,4;;2,92;14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;26,4;40,4;;;;;;;;0;0;7;Orlando City B;7;DC;1,0
2716800133;6;1;1;0;9;4gymgvqmve0m2vh89v84tt3x0;1;26,4;41,6;2024-09-01T23:03:55.260Z;2024-09-01T23:03:59Z;[{'id': 5191699301, 'qualifierId': 140, 'value': '26.3'}, {'id': 5191699305, 'qualifierId': 212, 'value': '20.1'}, {'id': 5191699299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191699303, 'qualifierId': 141, 'value': '71.1'}, {'id': 5191699307, 'qualifierId': 213, 'value': '1.58'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;26,3;;71,1;;1,58;20,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;26,3;71,1;;;;;;;;0;0;9;Orlando City B;9;DC;1,0
2716800153;7;1;1;0;12;4gymgvqmve0m2vh89v84tt3x0;1;26,5;75,8;2024-09-01T23:03:59.004Z;2024-09-01T23:56:18Z;[{'id': 5191699405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5191699411, 'qualifierId': 212, 'value': '16.0'}, {'id': 5191699413, 'qualifierId': 213, 'value': '0.87'}, {'id': 5191699407, 'qualifierId': 140, 'value': '36.3'}, {'id': 5191699409, 'qualifierId': 141, 'value': '93.9'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;36,3;;93,9;;0,87;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;36,3;93,9;;;;;;;;0;0;12;Orlando City B;12;DC;1,0
2716800193;8;1;1;0;14;4gymgvqmve0m2vh89v84tt3x0;1;36,3;93,9;2024-09-01T23:04:00.508Z;2024-09-01T23:04:04Z;[{'id': 5191699605, 'qualifierId': 212, 'value': '29.8'}, {'id': 5191699599, 'qualifierId': 56, 'value': 'Left'}, {'id': 5191699601, 'qualifierId': 140, 'value': '64.2'}, {'id': 5191699603, 'qualifierId': 141, 'value': '85.5'}, {'id': 5191699607, 'qualifierId': 213, 'value': '6.09'}];bvmdxx61yedgrgfw586y8dgr8;J. Knight;;;f2m54lmy4f15f8phcc1ieoems;Pass;;;;;;;;;;64,2;;85,5;;6,09;29,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,2;85,5;;;;;;;;0;0;14;Orlando City B;14;DL;1,0
