id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_TeamFormation;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_Zone;value_PassEndX;value_PassEndY;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_SwitchOfPlay;value_LongBall;value_LeadingToGoal;value_RegularPlay;value_Assist;value_IntentionalAssist;value_RelatedError1Id;value_GoalmouthZ;value_GkY;value_HighRight;value_GkX;value_RelatedEventId;value_RightFooted;value_Assisted;value_GoalShotGameClock;value_BigChance;value_GoalShotTimestamp;value_GoalmouthY;value_BoxCentre;value_FirstTouch;value_IntendedTackleTarget;value_Foul;value_Offensive;value_AttemptedTackle;value_Direct;value_Defensive;value_FreeKickTaken;value_Launch;value_HeadPass;value_Chipped;value_DeletedEventType;value_BlockedY;value_BlockedX;value_IndividualPlay;value_BoxLeft;value_LowLeft;value_Hands;value_Collected;value_Standing;value_KeeperThrow;value_Head;value_Overrun;value_Cross;value_CloseRight;value_NextEventGoalKick;value_High;value_GoalKick;value_NotVisible;value_Low;value_BlockedPass;value_FlickOn;value_OutOfBoxCentre;value_FreeKick;value_KeeperTouched;value_NotAssisted;value_LayOff;value_Blocked;value_LowCentre;value_DefBlock;value_Shove/Push;value_OutOfPlay;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_Volley;value_FromCorner;value_ShirtPull/Holding;value_DrinksBreak;value_RefereeDelay;value_CloseHigh;value_SmallBoxLeft;value_SmallBoxCentre;value_LeftFooted;value_HighLeft;value_Minutes;value_OverhitCross;value_EndType;value_HighClaim;value_GkKickFromHands;value_SwerveLeft;value_LowRight;value_YellowCard;value_TimeWasting;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Diving;value_ParriedSafe;value_MisHit;value_SixYardBlocked;value_HighCentre;value_BoxRight;value_Injury;value_InjuredPlayerId;value_PullBack;value_TacticalFoul;value_PlayersCaughtOffside;value_Indirect;value_FastBreak;value_Weak;value_NotPastGoalLine;value_35Centre;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713546905;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-08-25T18:10:04.721Z;2024-08-25T19:18:53Z;[{'id': 5173817325, 'qualifierId': 30, 'value': '2m7xhno7xnktvmzwa6j7wlgfe, 5l9js12tsf18c7st0oac3swes, cgcpmpetc768pyqb51qthq61g, 1vsdddp4xhsbo3peifnrckfai, 8pvvljn4uasfjxdleh56pm38, 2figny7hhxiw29vizhlyta3o4, 7z57s6veqr3k87quyd6i7fgx6, dqxh3f9qy6lhrwabvnbb6erro, c760g3hvhvi7nra7gpdrynn1m, d8u6lnk9lmbrgv9obcshpec8a, 6xu5v7x5zge1k83w40mmbxyzu, b1fzb3n41gtxqnv6pcaug88pg, 7w2rw1jd8ouhu8bbvswvysu8k, bje8wvncnbbx5w0l08uno88ru, 7q8y6gbmg9j75zgm3nhs3bfh0, dt797hve9mdpnuyy1z4pnpp1w, 48uytxtisot3s0ilflltvxwk4, e2kmrkomhu7q5zsvh9dm593bo'}, {'id': 5173817331, 'qualifierId': 130, 'value': '5'}, {'id': 5173817327, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5173817329, 'qualifierId': 59, 'value': '50, 92, 96, 89, 51, 58, 72, 79, 82, 85, 81, 74, 73, 70, 68, 40, 65, 94'}, {'id': 5173817335, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5173817341, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5174159889, 'qualifierId': 194, 'value': 'c760g3hvhvi7nra7gpdrynn1m'}, {'id': 5173817337, 'qualifierId': 197, 'value': '19221'}];;;;;ev2b46ajqhu6bq5s7r1rosw7o;Team set up;;5,0;;;;;;19221,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Huntsville City;0;;
2713549949;1;34;16;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-08-25T18:13:35.459Z;2024-08-25T19:19:07Z;[{'id': 5173834105, 'qualifierId': 197, 'value': '19319'}, {'id': 5173834107, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5173834103, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5173834101, 'qualifierId': 130, 'value': '8'}, {'id': 5173834095, 'qualifierId': 30, 'value': 'efek04gkkjjwr6vo2mi008dm, 8bnjioj1guv0abf5zdd21c2ui, 374euncv00zs2oy6ux1u519be, 42zmyz1t6mqap5pyfqxiaadqs, d9cioqeofh2tfg3171r5nlb10, 3s1a50dskuehneuuy9b1nxg4, dz7v9xfcwdvjioeyv4z54neqy, 63td0sigm6tp2tg8yovf5npm2, 6prn3rxp49rsfl8mxq2tqzf9w, 6qe888q8yqq73bxr27jbyu2hg, c08hvq1hplcct8kxrxucfpqp6, 2mmciwk6gllcf11plcch710yc, bvmdxx61yedgrgfw586y8dgr8, bmax1bmduvrpp0lfh4do0yj9w, 1kr4ax5uy3f9gbjzr34u0svf8, 9ncybediodv8share9pox2kno, 2ijhxcgr8wqnb8ovss9064jmy, 7udp171hmb1rdixg9awx93h1w, 7edr5aal1wga8ufahy4xt2b6c'}, {'id': 5174161269, 'qualifierId': 194, 'value': 'dz7v9xfcwdvjioeyv4z54neqy'}, {'id': 5173834099, 'qualifierId': 59, 'value': '67, 29, 13, 40, 2, 15, 17, 12, 77, 10, 28, 1, 30, 25, 47, 3, 56, 78, 46'}, {'id': 5173834097, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;ev2b46ajqhu6bq5s7r1rosw7o;Team set up;;8,0;;;;;;19319,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2713591987;2;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-08-25T19:03:49.172Z;2024-08-25T19:03:52Z;[{'id': 5174075585, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ev2b46ajqhu6bq5s7r1rosw7o;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Huntsville City;0;;
2713591977;2;32;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-08-25T19:03:49.172Z;2024-08-25T19:03:49Z;[{'id': 5174075511, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ev2b46ajqhu6bq5s7r1rosw7o;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2713592029;3;1;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;49,8;50,0;2024-08-25T19:03:49.173Z;2024-08-25T19:03:56Z;[{'id': 5174075839, 'qualifierId': 279, 'value': 'S'}, {'id': 5174075837, 'qualifierId': 213, 'value': '2.54'}, {'id': 5174075835, 'qualifierId': 212, 'value': '2.2'}, {'id': 5174075829, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174075831, 'qualifierId': 140, 'value': '48.1'}, {'id': 5174075833, 'qualifierId': 141, 'value': '51.8'}];6prn3rxp49rsfl8mxq2tqzf9w;A. Sipic;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;2,54;2,2;;48,1;51,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;48,1;51,8;;;;;;;0;0;0;0;Toronto II;0;FW;1,0
2713592053;4;1;1;0;1;4gymgvqmve0m2vh89v84tt3x0;1;47,0;54,0;2024-08-25T19:03:51.152Z;2024-08-25T19:03:54Z;[{'id': 5174075975, 'qualifierId': 213, 'value': '1.90'}, {'id': 5174075971, 'qualifierId': 141, 'value': '86.9'}, {'id': 5174075973, 'qualifierId': 212, 'value': '23.6'}, {'id': 5174075969, 'qualifierId': 140, 'value': '39.8'}, {'id': 5174075967, 'qualifierId': 56, 'value': 'Back'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;1,9;23,6;;39,8;86,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;39,8;86,9;;;;;;;0;0;0;1;Toronto II;1;AMC;1,0
2713592103;5;1;1;0;5;4gymgvqmve0m2vh89v84tt3x0;1;39,4;87,2;2024-08-25T19:03:54.281Z;2024-08-25T19:03:57Z;[{'id': 5174076301, 'qualifierId': 213, 'value': '3.34'}, {'id': 5174076295, 'qualifierId': 140, 'value': '27.5'}, {'id': 5174076297, 'qualifierId': 141, 'value': '83.5'}, {'id': 5174076299, 'qualifierId': 212, 'value': '12.7'}, {'id': 5174076291, 'qualifierId': 56, 'value': 'Back'}];374euncv00zs2oy6ux1u519be;J. Skinner;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;3,34;12,7;;27,5;83,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;27,5;83,5;;;;;;;0;0;0;5;Toronto II;5;DC;1,0
2713592141;6;1;1;0;8;4gymgvqmve0m2vh89v84tt3x0;1;27,5;82,1;2024-08-25T19:03:57.608Z;2024-08-25T19:04:00Z;[{'id': 5174076477, 'qualifierId': 141, 'value': '41.3'}, {'id': 5174076479, 'qualifierId': 212, 'value': '27.8'}, {'id': 5174076481, 'qualifierId': 213, 'value': '4.67'}, {'id': 5174076475, 'qualifierId': 140, 'value': '26.3'}, {'id': 5174076473, 'qualifierId': 56, 'value': 'Back'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;4,67;27,8;;26,3;41,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;26,3;41,3;;;;;;;0;0;0;8;Toronto II;8;DC;1,0
2713592181;7;1;1;0;10;4gymgvqmve0m2vh89v84tt3x0;1;25,4;41,2;2024-08-25T19:03:59.928Z;2024-08-25T19:04:03Z;[{'id': 5174076739, 'qualifierId': 212, 'value': '18.4'}, {'id': 5174076737, 'qualifierId': 141, 'value': '14.4'}, {'id': 5174076741, 'qualifierId': 213, 'value': '4.59'}, {'id': 5174076735, 'qualifierId': 140, 'value': '23.2'}, {'id': 5174076733, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;4,59;18,4;;23,2;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;23,2;14,4;;;;;;;0;0;0;10;Toronto II;10;DL;1,0
2713592241;8;1;1;0;13;4gymgvqmve0m2vh89v84tt3x0;1;22,6;14,0;2024-08-25T19:04:03.024Z;2024-08-25T19:04:07Z;[{'id': 5174077109, 'qualifierId': 212, 'value': '24.8'}, {'id': 5174077105, 'qualifierId': 141, 'value': '44.8'}, {'id': 5174077111, 'qualifierId': 213, 'value': '2.13'}, {'id': 5174077101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174077103, 'qualifierId': 140, 'value': '10.0'}];8bnjioj1guv0abf5zdd21c2ui;J. Gaines;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;2,13;24,8;;10,0;44,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;10,0;44,8;;;;;;;0;0;0;13;Toronto II;13;DR;1,0
