id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_TeamFormation;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_Zone;value_PassEndX;value_PassEndY;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_SwitchOfPlay;value_LongBall;value_LeadingToGoal;value_RegularPlay;value_Assist;value_IntentionalAssist;value_RelatedError1Id;value_GoalmouthZ;value_GkY;value_HighRight;value_GkX;value_RelatedEventId;value_RightFooted;value_Assisted;value_GoalShotGameClock;value_BigChance;value_GoalShotTimestamp;value_GoalmouthY;value_BoxCentre;value_FirstTouch;value_IntendedTackleTarget;value_Foul;value_Offensive;value_AttemptedTackle;value_Direct;value_Defensive;value_FreeKickTaken;value_Launch;value_HeadPass;value_Chipped;value_DeletedEventType;value_BlockedY;value_BlockedX;value_IndividualPlay;value_BoxLeft;value_LowLeft;value_Hands;value_Collected;value_Standing;value_KeeperThrow;value_Head;value_Overrun;value_Cross;value_CloseRight;value_NextEventGoalKick;value_High;value_GoalKick;value_NotVisible;value_Low;value_BlockedPass;value_FlickOn;value_OutOfBoxCentre;value_FreeKick;value_KeeperTouched;value_NotAssisted;value_LayOff;value_Blocked;value_LowCentre;value_DefBlock;value_Shove/Push;value_OutOfPlay;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_Volley;value_FromCorner;value_ShirtPull/Holding;value_DrinksBreak;value_RefereeDelay;value_CloseHigh;value_SmallBoxLeft;value_SmallBoxCentre;value_LeftFooted;value_HighLeft;value_Minutes;value_OverhitCross;value_EndType;value_HighClaim;value_GkKickFromHands;value_SwerveLeft;value_LowRight;value_YellowCard;value_TimeWasting;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Diving;value_ParriedSafe;value_MisHit;value_SixYardBlocked;value_HighCentre;value_BoxRight;value_Injury;value_InjuredPlayerId;value_PullBack;value_TacticalFoul;value_PlayersCaughtOffside;value_Indirect;value_FastBreak;value_Weak;value_NotPastGoalLine;value_35Centre;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713592269;9;1;1;0;18;4gymgvqmve0m2vh89v84tt3x0;1;9,8;45,8;2024-08-25T19:04:07.616Z;2024-08-25T19:04:09Z;[{'id': 5174077255, 'qualifierId': 140, 'value': '10.7'}, {'id': 5174077253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174077257, 'qualifierId': 141, 'value': '77.0'}, {'id': 5174077259, 'qualifierId': 212, 'value': '21.2'}, {'id': 5174077261, 'qualifierId': 213, 'value': '1.53'}];efek04gkkjjwr6vo2mi008dm;B. Martino;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;1,53;21,2;;10,7;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;10,7;77,0;;;;;;;0;0;0;18;Toronto II;18;GK;1,0
2713592357;10;1;1;0;19;4gymgvqmve0m2vh89v84tt3x0;1;10,7;77,0;2024-08-25T19:04:09.064Z;2024-08-25T19:04:14Z;[{'id': 5174077793, 'qualifierId': 140, 'value': '3.2'}, {'id': 5174077791, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174077795, 'qualifierId': 141, 'value': '32.2'}, {'id': 5174077799, 'qualifierId': 213, 'value': '4.46'}, {'id': 5174077797, 'qualifierId': 212, 'value': '31.5'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;4,46;31,5;;3,2;32,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;3,2;32,2;;;;;;;0;0;0;19;Toronto II;19;DC;1,0
2713592373;11;1;1;0;24;4gymgvqmve0m2vh89v84tt3x0;1;6,0;27,6;2024-08-25T19:04:14.144Z;2024-08-25T19:04:15Z;[{'id': 5174077903, 'qualifierId': 140, 'value': '5.2'}, {'id': 5174077899, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174077909, 'qualifierId': 212, 'value': '2.8'}, {'id': 5174077913, 'qualifierId': 213, 'value': '4.41'}, {'id': 5174077905, 'qualifierId': 141, 'value': '23.7'}];efek04gkkjjwr6vo2mi008dm;B. Martino;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;4,41;2,8;;5,2;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;5,2;23,7;;;;;;;0;0;0;24;Toronto II;24;GK;1,0
2713592431;12;1;1;0;25;4gymgvqmve0m2vh89v84tt3x0;1;5,5;20,0;2024-08-25T19:04:15.127Z;2024-08-25T19:04:18Z;[{'id': 5174078229, 'qualifierId': 141, 'value': '3.2'}, {'id': 5174078227, 'qualifierId': 140, 'value': '10.3'}, {'id': 5174078231, 'qualifierId': 212, 'value': '12.5'}, {'id': 5174078233, 'qualifierId': 213, 'value': '5.13'}, {'id': 5174078225, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;5,13;12,5;;10,3;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;10,3;3,2;;;;;;;0;0;0;25;Toronto II;25;DL;1,0
2713592455;13;1;1;0;28;4gymgvqmve0m2vh89v84tt3x0;0;11,5;3,4;2024-08-25T19:04:17.528Z;2024-08-25T19:04:19Z;[{'id': 5174078395, 'qualifierId': 141, 'value': '0.0'}, {'id': 5174078391, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174078393, 'qualifierId': 140, 'value': '38.0'}, {'id': 5174078397, 'qualifierId': 212, 'value': '28.0'}, {'id': 5174078399, 'qualifierId': 213, 'value': '6.17'}];63td0sigm6tp2tg8yovf5npm2;D. Gasso;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;6,17;28,0;;38,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;38,0;0,0;;;;;;;0;0;0;28;Toronto II;28;MC;1,0
2713592705;3;5;1;0;29;29nx7yxy1rdqv2oobqn5pjf8p;1;67,0;101,2;2024-08-25T19:04:19.146Z;2024-08-25T19:12:29Z;[{'id': 5174079809, 'qualifierId': 347}, {'id': 5174079849, 'qualifierId': 233, 'value': '14'}, {'id': 5174079805, 'qualifierId': 56, 'value': 'Left'}];dqxh3f9qy6lhrwabvnbb6erro;A. Dumitru;;;ev2b46ajqhu6bq5s7r1rosw7o;Out;;;;;;;;;;;;;;;;1,0;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;29;Huntsville City;29;MC;1,0
2713592457;14;5;1;0;29;4gymgvqmve0m2vh89v84tt3x0;0;33,0;-1,2;2024-08-25T19:04:19.146Z;2024-08-25T19:12:30Z;[{'id': 5174078403, 'qualifierId': 347}, {'id': 5174078401, 'qualifierId': 56, 'value': 'Back'}, {'id': 5174079883, 'qualifierId': 233, 'value': '3'}];63td0sigm6tp2tg8yovf5npm2;D. Gasso;;;ev2b46ajqhu6bq5s7r1rosw7o;Out;;;;;;;;;;;;;;;;1,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;0;29;Toronto II;29;MC;1,0
2713592735;4;1;1;0;46;29nx7yxy1rdqv2oobqn5pjf8p;1;65,3;100,0;2024-08-25T19:04:35.336Z;2024-08-25T19:04:37Z;[{'id': 5174080035, 'qualifierId': 213, 'value': '3.58'}, {'id': 5174080021, 'qualifierId': 56, 'value': 'Left'}, {'id': 5174080029, 'qualifierId': 141, 'value': '94.2'}, {'id': 5174080025, 'qualifierId': 140, 'value': '55.1'}, {'id': 5174080033, 'qualifierId': 212, 'value': '11.8'}, {'id': 5174080019, 'qualifierId': 107}];cgcpmpetc768pyqb51qthq61g;R. Chukwu;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;3,58;11,8;;55,1;94,2;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;55,1;94,2;;;;;;;0;0;0;46;Huntsville City;46;DC;1,0
2713592753;5;1;1;0;48;29nx7yxy1rdqv2oobqn5pjf8p;1;55,1;94,2;2024-08-25T19:04:37.544Z;2024-08-25T19:04:38Z;[{'id': 5174080121, 'qualifierId': 212, 'value': '0.6'}, {'id': 5174080113, 'qualifierId': 140, 'value': '55.6'}, {'id': 5174080111, 'qualifierId': 56, 'value': 'Left'}, {'id': 5174080117, 'qualifierId': 141, 'value': '94.7'}, {'id': 5174080125, 'qualifierId': 213, 'value': '0.57'}];6xu5v7x5zge1k83w40mmbxyzu;H. Ayari;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;0,57;0,6;;55,6;94,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;55,6;94,7;;;;;;;0;0;0;48;Huntsville City;48;ML;1,0
2713592809;6;1;1;0;49;29nx7yxy1rdqv2oobqn5pjf8p;1;55,7;94,7;2024-08-25T19:04:38.264Z;2024-08-25T19:04:41Z;[{'id': 5174080471, 'qualifierId': 213, 'value': '5.42'}, {'id': 5174080463, 'qualifierId': 56, 'value': 'Left'}, {'id': 5174080467, 'qualifierId': 141, 'value': '91.1'}, {'id': 5174080469, 'qualifierId': 212, 'value': '3.2'}, {'id': 5174080465, 'qualifierId': 140, 'value': '57.7'}];cgcpmpetc768pyqb51qthq61g;R. Chukwu;;;ev2b46ajqhu6bq5s7r1rosw7o;Pass;;;;;;;;;;;5,42;3,2;;57,7;91,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;57,7;91,1;;;;;;;0;0;0;49;Huntsville City;49;DC;1,0
