id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamFormation;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_TeamKit;value_Involved;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_KickOff;value_Length;value_PassEndY;value_Angle;value_Zone;value_PassEndX;value_Launch;value_LongBall;value_BlockedPass;value_LeftFooted;value_Chipped;value_DrivenCross;value_Cross;value_OppositeRelatedEventId;value_Straight;value_Offensive;value_BlockedCross;value_Left;value_Injury;value_InjuredPlayerId;value_RelatedEventId;value_CornerTaken;value_Assist;value_GoalmouthY;value_Assisted;value_LowCentre;value_RightFooted;value_IndividualPlay;value_RegularPlay;value_OutOfBoxCentre;value_BlockedX;value_GoalmouthZ;value_BlockedY;value_Collected;value_MediumGkIntervention;value_Hands;value_Standing;value_TouchTypePass;value_Defensive;value_DeletedEventType;value_IntendedTackleTarget;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_PlayersCaughtOffside;value_NotVisible;value_FreeKickTaken;value_Indirect;value_OutOfPlay;value_Head;value_LayOff;value_TouchTypeControl;value_Foul;value_AttemptedTackle;value_Direct;value_FloatedCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_OutSwinger;value_NotAssisted;value_Volley;value_GkY;value_BoxCentre;value_Blocked;value_GkX;value_DefBlock;value_Right;value_InSwinger;value_IntentionalAssist;value_SmallBoxRight;value_High;value_FromCorner;value_FirstTouch;value_TouchTypeClearance;value_TakeOnOvertake;value_SwitchOfPlay;value_TakeOnSpace;value_SmallBoxLeft;value_SixYardBlocked;value_LowGkIntervention;value_GkKickFromHands;value_ShirtPull/Holding;value_Defensive1V1;value_SwerveLeft;value_ThroughBall;value_PullBack;value_Weak;value_MisHit;value_OverhitCross;value_FlickOn;value_Overrun;value_Unchallenged;value_KeeperThrow;value_GoalDisallowed;value_Shove/Push;value_AerialFoul;value_Minutes;value_TempBlocked;value_EndType;value_Stooping;value_OverArm;value_SwerveRight;value_HighRight;value_FreeKick;value_ByWall;value_35Centre;value_NotPastGoalLine;value_HighLeft;value_Diving;value_HighGkIntervention;value_ParriedSafe;value_LowLeft;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_CloseHigh;value_TacticalFoul;value_YellowCard;value_BoxRight;value_SetPiece;value_Caught;value_BoxDeepLeft;value_Feet;value_LastLine;value_LowRight;value_Deflection;value_BigChance;value_1On1;value_GoesToPenalties;value_Saved;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_Scored;value_KeeperTouched;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2702745773;148;8;1;19;1;8ijkk62897so5r3bq0wgwx4bu;1;30,2;19,9;2024-07-22T02:24:07.814Z;2024-07-24T07:20:42Z;[{'id': 5114208039, 'qualifierId': 56, 'value': 'Back'}, {'id': 5115919123, 'qualifierId': 385}];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;e7xww4fclqpxsq6jdgc0847bo;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;1;Portland Timbers II;1141;AMR;1,0
2702745779;149;5;1;19;1;8ijkk62897so5r3bq0wgwx4bu;0;49,3;-1,9;2024-07-22T02:24:08.550Z;2024-07-22T02:24:29Z;[{'id': 5114208247, 'qualifierId': 233, 'value': '159'}, {'id': 5114208059, 'qualifierId': 347}, {'id': 5114208057, 'qualifierId': 56, 'value': 'Back'}];b2sl4wp77nrynvodb6k19yfze;D. Díaz;;e7xww4fclqpxsq6jdgc0847bo;Out;;;;;;;;;;;;;;;;;;;;;;;159,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;1;Portland Timbers II;1141;AMR;1,0
2702745799;159;5;1;19;1;5ou8b446l1sl8frblkz3xi17g;1;50,7;101,9;2024-07-22T02:24:08.550Z;2024-07-22T02:26:15Z;[{'id': 5114208225, 'qualifierId': 347}, {'id': 5114208227, 'qualifierId': 233, 'value': '149'}, {'id': 5114208223, 'qualifierId': 56, 'value': 'Left'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;e7xww4fclqpxsq6jdgc0847bo;Out;;;;;;;;;;;;;;;;;;;;;;;149,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;1;Ventura County;1141;DC;1,0
2702745809;160;1;1;19;20;5ou8b446l1sl8frblkz3xi17g;1;49,4;100,0;2024-07-22T02:24:27.120Z;2024-07-22T02:24:31Z;[{'id': 5114208285, 'qualifierId': 213, 'value': '5.13'}, {'id': 5114208273, 'qualifierId': 107}, {'id': 5114208279, 'qualifierId': 140, 'value': '53.9'}, {'id': 5114208277, 'qualifierId': 56, 'value': 'Left'}, {'id': 5114208281, 'qualifierId': 141, 'value': '86.0'}, {'id': 5114208283, 'qualifierId': 212, 'value': '11.7'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;11,7;86,0;5,13;;53,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;53,9;86,0;;;;;;;;0;19;20;Ventura County;1160;DL;1,0
2702745803;150;83;1;19;21;8ijkk62897so5r3bq0wgwx4bu;0;34,4;15,9;2024-07-22T02:24:28.534Z;2024-07-24T07:26:37Z;[{'id': 5114209361, 'qualifierId': 399, 'value': 'druwx3n136woly4objqgk7tp0'}];c44bkncqmptribnxki1dyppbe;I. Parente;;e7xww4fclqpxsq6jdgc0847bo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;21;Portland Timbers II;1161;MC;1,0
2702745813;151;43;1;19;24;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-07-22T02:24:31.551Z;2024-07-26T14:25:02Z;[{'id': 5117756613, 'qualifierId': 144, 'value': '45'}, {'id': 5114208295, 'qualifierId': 285, 'value': '0'}, {'id': 5114208303, 'qualifierId': 233, 'value': '161'}, {'id': 5114208293, 'qualifierId': 56, 'value': 'Back'}];58akq0ojntf5n123msb1tzeok;G. Arnold;;e7xww4fclqpxsq6jdgc0847bo;Deleted event;;;;;;;;;;;;;;;;;;;;;;;161,0;;;;;;;;;;;;;;;;;;;;;;;;;0,0;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;24;Portland Timbers II;1164;MC;1,0
2702745811;161;3;1;19;24;5ou8b446l1sl8frblkz3xi17g;0;58,0;81,1;2024-07-22T02:24:31.551Z;2024-07-26T14:25:03Z;[{'id': 5117756573, 'qualifierId': 467, 'value': '58akq0ojntf5n123msb1tzeok'}, {'id': 5114208291, 'qualifierId': 286}, {'id': 5115919219, 'qualifierId': 465}, {'id': 5114208289, 'qualifierId': 56, 'value': 'Left'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;e7xww4fclqpxsq6jdgc0847bo;Take On;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;24;Ventura County;1164;MC;1,0
2702745815;162;4;1;19;26;5ou8b446l1sl8frblkz3xi17g;1;57,8;79,8;2024-07-22T02:24:33.424Z;2024-07-26T14:25:07Z;[{'id': 5114208323, 'qualifierId': 152}, {'id': 5114208321, 'qualifierId': 56, 'value': 'Left'}, {'id': 5117756679, 'qualifierId': 295}, {'id': 5114208359, 'qualifierId': 233, 'value': '152'}, {'id': 5114208319, 'qualifierId': 13}, {'id': 5114208327, 'qualifierId': 286}];druwx3n136woly4objqgk7tp0;A. Enriquez;;e7xww4fclqpxsq6jdgc0847bo;Foul;;;;;;;;;;;;;;;;;;;;;;;152,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;26;Ventura County;1166;MC;1,0
2702745821;152;4;1;19;26;8ijkk62897so5r3bq0wgwx4bu;0;42,2;20,2;2024-07-22T02:24:33.425Z;2024-07-26T14:25:10Z;[{'id': 5117756731, 'qualifierId': 295}, {'id': 5114208353, 'qualifierId': 285}, {'id': 5114208345, 'qualifierId': 13}, {'id': 5114208349, 'qualifierId': 152}, {'id': 5114208347, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114208371, 'qualifierId': 233, 'value': '162'}];58akq0ojntf5n123msb1tzeok;G. Arnold;;e7xww4fclqpxsq6jdgc0847bo;Foul;;;;;;;;;;;;;;;;;;;;;;;162,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;26;Portland Timbers II;1166;MC;1,0
2702745827;163;1;1;19;32;5ou8b446l1sl8frblkz3xi17g;1;55,5;78,8;2024-07-22T02:24:39.520Z;2024-07-22T02:24:42Z;[{'id': 5114208395, 'qualifierId': 213, 'value': '4.06'}, {'id': 5114208383, 'qualifierId': 5}, {'id': 5114208385, 'qualifierId': 152}, {'id': 5114208389, 'qualifierId': 140, 'value': '43.6'}, {'id': 5114208393, 'qualifierId': 212, 'value': '20.5'}, {'id': 5114208391, 'qualifierId': 141, 'value': '54.9'}, {'id': 5114208387, 'qualifierId': 56, 'value': 'Back'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;20,5;54,9;4,06;;43,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;43,6;54,9;;;;;;;;0;19;32;Ventura County;1172;MC;1,0
2702745829;164;1;1;19;35;5ou8b446l1sl8frblkz3xi17g;1;42,8;54,6;2024-07-22T02:24:42.256Z;2024-07-22T02:24:45Z;[{'id': 5114208407, 'qualifierId': 212, 'value': '21.9'}, {'id': 5114208409, 'qualifierId': 213, 'value': '5.16'}, {'id': 5114208405, 'qualifierId': 141, 'value': '25.6'}, {'id': 5114208403, 'qualifierId': 140, 'value': '51.9'}, {'id': 5114208401, 'qualifierId': 56, 'value': 'Center'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;21,9;25,6;5,16;;51,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;51,9;25,6;;;;;;;;0;19;35;Ventura County;1175;DC;1,0
2702745841;165;1;1;19;39;5ou8b446l1sl8frblkz3xi17g;1;52,5;24,3;2024-07-22T02:24:45.776Z;2024-07-22T02:24:56Z;[{'id': 5114208485, 'qualifierId': 212, 'value': '29.5'}, {'id': 5114208487, 'qualifierId': 213, 'value': '5.84'}, {'id': 5114208483, 'qualifierId': 141, 'value': '5.8'}, {'id': 5114208481, 'qualifierId': 140, 'value': '77.9'}, {'id': 5114208479, 'qualifierId': 56, 'value': 'Right'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;29,5;5,8;5,84;;77,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;77,9;5,8;;;;;;;;0;19;39;Ventura County;1179;DC;1,0
2702745859;155;83;1;19;39;8ijkk62897so5r3bq0wgwx4bu;0;33,0;34,5;2024-07-22T02:24:46.319Z;2024-07-24T07:40:06Z;[{'id': 5114209359, 'qualifierId': 399, 'value': '5nykil6w1bxfevpp2c5rr32fo'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;e7xww4fclqpxsq6jdgc0847bo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;39;Portland Timbers II;1179;DC;1,0
2702745837;153;43;1;19;48;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-07-22T02:24:54.631Z;2024-07-22T02:24:57Z;[{'id': 5114208491, 'qualifierId': 144, 'value': '83'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;e7xww4fclqpxsq6jdgc0847bo;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;48;Portland Timbers II;1188;DC;1,0
2702745843;166;1;1;19;49;5ou8b446l1sl8frblkz3xi17g;1;91,7;15,9;2024-07-22T02:24:56.512Z;2024-07-22T02:24:59Z;[{'id': 5114208505, 'qualifierId': 140, 'value': '74.7'}, {'id': 5114208515, 'qualifierId': 213, 'value': '2.69'}, {'id': 5114208507, 'qualifierId': 141, 'value': '28.5'}, {'id': 5114208511, 'qualifierId': 212, 'value': '19.8'}, {'id': 5114208501, 'qualifierId': 56, 'value': 'Center'}];5nykil6w1bxfevpp2c5rr32fo;J. Jones-Riley;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;19,8;28,5;2,69;;74,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;74,7;28,5;;;;;;;;0;19;49;Ventura County;1189;DR;1,0
2702745849;167;61;1;19;52;5ou8b446l1sl8frblkz3xi17g;1;74,7;28,5;2024-07-22T02:24:59.377Z;2024-07-24T07:25:43Z;[{'id': 5114208567, 'qualifierId': 56, 'value': 'Center'}];druwx3n136woly4objqgk7tp0;A. Enriquez;1,0;e7xww4fclqpxsq6jdgc0847bo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;52;Ventura County;1192;MC;1,0
2702745853;168;13;1;19;56;5ou8b446l1sl8frblkz3xi17g;1;73,7;38,7;2024-07-22T02:25:02.657Z;2024-07-26T14:30:00Z;[{'id': 5114208589, 'qualifierId': 18}, {'id': 5114208587, 'qualifierId': 22}, {'id': 5114209103, 'qualifierId': 103, 'value': '77.8'}, {'id': 5114208751, 'qualifierId': 72}, {'id': 5114209109, 'qualifierId': 231, 'value': '48.4'}, {'id': 5114209105, 'qualifierId': 215}, {'id': 5114209107, 'qualifierId': 230, 'value': '97.2'}, {'id': 5114209091, 'qualifierId': 120}, {'id': 5114209097, 'qualifierId': 55, 'value': '167'}, {'id': 5114208591, 'qualifierId': 56, 'value': 'Center'}, {'id': 5114209095, 'qualifierId': 29}, {'id': 5114209101, 'qualifierId': 102, 'value': '53.4'}, {'id': 5114209093, 'qualifierId': 74}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;e7xww4fclqpxsq6jdgc0847bo;Miss;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;167,0;;;53,4;1,0;;;1,0;1,0;1,0;;77,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,4;;;97,2;;;;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;53,4;77.8;167,0;druwx3n136woly4objqgk7tp0;;0;19;56;Ventura County;1196;MR;1,0
2702745851;154;5;1;19;57;8ijkk62897so5r3bq0wgwx4bu;1;-0,6;42,8;2024-07-22T02:25:03.638Z;2024-07-22T02:25:05Z;[{'id': 5114208579, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114208581, 'qualifierId': 346}, {'id': 5114208607, 'qualifierId': 233, 'value': '169'}];c44bkncqmptribnxki1dyppbe;I. Parente;;e7xww4fclqpxsq6jdgc0847bo;Out;;;;;;;;;;;;;;;;;;;;;;;169,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;19;57;Portland Timbers II;1197;MC;1,0
2702745855;169;5;1;19;57;5ou8b446l1sl8frblkz3xi17g;0;100,6;57,2;2024-07-22T02:25:03.638Z;2024-07-22T02:26:15Z;[{'id': 5114208603, 'qualifierId': 56, 'value': 'Center'}, {'id': 5114208623, 'qualifierId': 233, 'value': '154'}, {'id': 5114208605, 'qualifierId': 346}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;e7xww4fclqpxsq6jdgc0847bo;Out;;;;;;;;;;;;;;;;;;;;;;;154,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;57;Ventura County;1197;MR;1,0
2702745883;156;1;1;20;10;8ijkk62897so5r3bq0wgwx4bu;1;5,2;60,5;2024-07-22T02:25:17.189Z;2024-07-22T02:25:19Z;[{'id': 5114208765, 'qualifierId': 213, 'value': '4.66'}, {'id': 5114208769, 'qualifierId': 237}, {'id': 5114208763, 'qualifierId': 212, 'value': '7.4'}, {'id': 5114208759, 'qualifierId': 140, 'value': '4.8'}, {'id': 5114208755, 'qualifierId': 124}, {'id': 5114208761, 'qualifierId': 141, 'value': '49.6'}, {'id': 5114208757, 'qualifierId': 56, 'value': 'Back'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;7,4;49,6;4,66;;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;4,8;49,6;;;;;;;;0;20;10;Portland Timbers II;1210;DC;1,0
2702745893;157;1;1;20;14;8ijkk62897so5r3bq0wgwx4bu;0;4,7;49,6;2024-07-22T02:25:21.062Z;2024-07-24T07:28:34Z;[{'id': 5114208837, 'qualifierId': 141, 'value': '63.3'}, {'id': 5114208839, 'qualifierId': 212, 'value': '56.4'}, {'id': 5114208835, 'qualifierId': 140, 'value': '57.7'}, {'id': 5114208843, 'qualifierId': 1}, {'id': 5115920179, 'qualifierId': 157}, {'id': 5114208841, 'qualifierId': 213, 'value': '0.17'}, {'id': 5114208833, 'qualifierId': 56, 'value': 'Center'}];ab8jzmb5h0lh7mt66h3zgm5ex;B. Scott;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;56,4;63,3;0,17;;57,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;57,7;63,3;;;;;;;;0;20;14;Portland Timbers II;1214;GK;1,0
2702745891;170;44;1;20;17;5ou8b446l1sl8frblkz3xi17g;1;43,8;37,0;2024-07-22T02:25:23.808Z;2024-07-22T02:25:25Z;[{'id': 5114208885, 'qualifierId': 233, 'value': '158'}, {'id': 5114208829, 'qualifierId': 285}, {'id': 5114208827, 'qualifierId': 56, 'value': 'Back'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;e7xww4fclqpxsq6jdgc0847bo;Aerial;;;;;;;;;;;;;;;;;;;;;;;158,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;20;17;Ventura County;1217;DC;1,0
2702745899;158;44;1;20;17;8ijkk62897so5r3bq0wgwx4bu;0;56,2;63,0;2024-07-22T02:25:23.809Z;2024-07-22T02:25:26Z;[{'id': 5114208863, 'qualifierId': 286}, {'id': 5114208861, 'qualifierId': 56, 'value': 'Center'}, {'id': 5114208889, 'qualifierId': 233, 'value': '170'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;e7xww4fclqpxsq6jdgc0847bo;Aerial;;;;;;;;;;;;;;;;;;;;;;;170,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;;0;20;17;Portland Timbers II;1217;FW;1,0
2702745901;171;1;1;20;17;5ou8b446l1sl8frblkz3xi17g;0;44,8;37,6;2024-07-22T02:25:24.160Z;2024-07-22T02:25:25Z;[{'id': 5114208871, 'qualifierId': 140, 'value': '57.7'}, {'id': 5114208873, 'qualifierId': 141, 'value': '40.4'}, {'id': 5114208877, 'qualifierId': 213, 'value': '0.14'}, {'id': 5114208869, 'qualifierId': 56, 'value': 'Center'}, {'id': 5114208867, 'qualifierId': 3}, {'id': 5114208875, 'qualifierId': 212, 'value': '13.7'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;e7xww4fclqpxsq6jdgc0847bo;Pass;;;;;;;;;;;13,7;40,4;0,14;;57,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;57,7;40,4;;;;;;;;0;20;17;Ventura County;1217;DC;1,0
2702745903;172;83;1;20;19;5ou8b446l1sl8frblkz3xi17g;0;51,5;44,6;2024-07-22T02:25:26.208Z;2024-07-22T02:26:03Z;[{'id': 5114209353, 'qualifierId': 399, 'value': '5zawuirp825t4brhaj90k9duy'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;e7xww4fclqpxsq6jdgc0847bo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;20;19;Ventura County;1219;MC;1,0
