id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Resume;value_TeamKit;value_Involved;value_JerseyNumber;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_Length;value_Angle;value_PassEndX;value_PassEndY;value_Zone;value_KickOff;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_Assist;value_GoalmouthZ;value_RightFooted;value_GkX;value_GoalmouthY;value_HighLeft;value_BoxLeft;value_BlockedY;value_IndividualPlay;value_Assisted;value_BlockedX;value_RelatedEventId;value_Blocked;value_GkY;value_RegularPlay;value_DefBlock;value_Left;value_Cross;value_CornerTaken;value_OutSwinger;value_Chipped;value_ShirtPull/Holding;value_DeletedEventType;value_NextEventGoalKick;value_IntentionalAssist;value_CloseHigh;value_FirstTouch;value_BoxCentre;value_Head;value_Low;value_GoalKick;value_IntendedTackleTarget;value_Overrun;value_FlickOn;value_LowCentre;value_Right;value_InSwinger;value_OutOfPlay;value_Shove/Push;value_BlockedPass;value_SwitchOfPlay;value_LeftFooted;value_ThroughBall;value_GoalShotTimestamp;value_BigChance;value_GoalShotGameClock;value_GkChallenge;value_RecklessOffence;value_YellowCard;value_Injury;value_InjuredPlayerId;value_LayOff;value_KeeperThrow;value_OutOfBoxCentre;value_CloseLeft;value_Hands;value_Collected;value_Stooping;value_HighClaim;value_OverArm;value_BoxRight;value_HighCentre;value_Standing;value_NotVisible;value_FastBreak;value_LowLeft;value_Deflection;value_Minutes;value_SetPiece;value_NotAssisted;value_GkKickFromHands;value_FollowsShotRebound;value_PlayersCaughtOffside;value_Indirect;value_EndType;value_High;value_CloseRight;value_Unchallenged;value_FromCorner;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_NotPastGoalLine;value_Volley;value_BoxDeepLeft;value_PullBack;value_SixYardBlocked;value_HighRight;value_BoxDeepRight;value_ParriedSafe;value_SmallBoxCentre;value_Reaching;value_LowRight;value_IncorrectOutOfPlayDecision;value_SavedOffLine;value_LastLine;value_Sliding;value_Diving;value_FreeKick;value_OtherBodyPart;value_FairPlay;value_TacticalFoul;value_GoesToExtraTime;value_Dissent;value_35Centre;value_GkHoof;value_TimeWasting;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2736805005;274;74;1;33;53;8o8m08he36u0j4w08aj2iodn8;1;6,2;75,6;2024-10-20T19:38:55.070Z;2024-10-20T20:00:38Z;[{'id': 5301087625, 'qualifierId': 285}, {'id': 5301087681, 'qualifierId': 233, 'value': '243'}, {'id': 5301087623, 'qualifierId': 56, 'value': 'Back'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;2uigkzwk5b17rdimjelzwemms;Blocked Pass;;;;;;;;;;;;;;;;;;;243,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;33;53;Orlando City B;2033;DC;1,0
2736805023;275;52;1;33;56;8o8m08he36u0j4w08aj2iodn8;1;2,0;51,7;2024-10-20T19:38:58.474Z;2024-10-20T19:42:04Z;[];99hdzy5s45xr72d3lgttdmne1;J. Gal;;;2uigkzwk5b17rdimjelzwemms;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;33;56;Orlando City B;2036;GK;1,0
2736805057;276;1;1;33;57;8o8m08he36u0j4w08aj2iodn8;1;3,7;55,6;2024-10-20T19:38:59.131Z;2024-10-20T19:39:01Z;[{'id': 5301087959, 'qualifierId': 123}, {'id': 5301087961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301087965, 'qualifierId': 141, 'value': '71.8'}, {'id': 5301087963, 'qualifierId': 140, 'value': '26.4'}, {'id': 5301087967, 'qualifierId': 212, 'value': '26.3'}, {'id': 5301087969, 'qualifierId': 213, 'value': '0.43'}];99hdzy5s45xr72d3lgttdmne1;J. Gal;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;26,3;0,43;26,4;71,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;26,4;71,8;;;;;;;;0;33;57;Orlando City B;2037;GK;1,0
2736805083;277;1;1;34;0;8o8m08he36u0j4w08aj2iodn8;1;28,6;70,0;2024-10-20T19:39:01.794Z;2024-10-20T19:39:05Z;[{'id': 5301088217, 'qualifierId': 212, 'value': '15.1'}, {'id': 5301088213, 'qualifierId': 140, 'value': '38.7'}, {'id': 5301088219, 'qualifierId': 213, 'value': '5.49'}, {'id': 5301088211, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301088215, 'qualifierId': 141, 'value': '54.2'}];64wbk2nsrs0ru0hjcq0lenwgk;S. Oregel;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;15,1;5,49;38,7;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;38,7;54,2;;;;;;;;0;34;0;Orlando City B;2040;MC;1,0
2736805101;278;1;1;34;3;8o8m08he36u0j4w08aj2iodn8;1;38,1;54,3;2024-10-20T19:39:05.634Z;2024-10-20T19:39:08Z;[{'id': 5301088343, 'qualifierId': 140, 'value': '32.2'}, {'id': 5301088347, 'qualifierId': 212, 'value': '23.3'}, {'id': 5301088345, 'qualifierId': 141, 'value': '87.4'}, {'id': 5301088349, 'qualifierId': 213, 'value': '1.84'}, {'id': 5301088341, 'qualifierId': 56, 'value': 'Back'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;23,3;1,84;32,2;87,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;32,2;87,4;;;;;;;;0;34;3;Orlando City B;2043;FW;1,0
2736805203;279;1;1;34;6;8o8m08he36u0j4w08aj2iodn8;1;32,4;86,3;2024-10-20T19:39:08.250Z;2024-10-20T19:39:17Z;[{'id': 5301088879, 'qualifierId': 141, 'value': '73.8'}, {'id': 5301088877, 'qualifierId': 140, 'value': '35.1'}, {'id': 5301088881, 'qualifierId': 212, 'value': '9.0'}, {'id': 5301088883, 'qualifierId': 213, 'value': '5.03'}, {'id': 5301088875, 'qualifierId': 56, 'value': 'Back'}];9vc2mynd9lg2oyt14n4e7a44q;L. Rochester;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;9,0;5,03;35,1;73,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;35,1;73,8;;;;;;;;0;34;6;Orlando City B;2046;DC;1,0
2736805227;280;1;1;34;15;8o8m08he36u0j4w08aj2iodn8;1;44,8;65,5;2024-10-20T19:39:16.986Z;2024-10-20T19:39:19Z;[{'id': 5301089049, 'qualifierId': 212, 'value': '14.9'}, {'id': 5301089051, 'qualifierId': 213, 'value': '4.79'}, {'id': 5301089045, 'qualifierId': 140, 'value': '45.9'}, {'id': 5301089043, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301089047, 'qualifierId': 141, 'value': '43.7'}];64wbk2nsrs0ru0hjcq0lenwgk;S. Oregel;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;14,9;4,79;45,9;43,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;45,9;43,7;;;;;;;;0;34;15;Orlando City B;2055;MC;1,0
2736805301;281;1;1;34;17;8o8m08he36u0j4w08aj2iodn8;1;46,5;38,6;2024-10-20T19:39:19.002Z;2024-10-20T19:39:23Z;[{'id': 5301089391, 'qualifierId': 212, 'value': '28.8'}, {'id': 5301089385, 'qualifierId': 56, 'value': 'Right'}, {'id': 5301089393, 'qualifierId': 213, 'value': '5.28'}, {'id': 5301089387, 'qualifierId': 140, 'value': '61.2'}, {'id': 5301089389, 'qualifierId': 141, 'value': '2.9'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;28,8;5,28;61,2;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;61,2;2,9;;;;;;;;0;34;17;Orlando City B;2057;MC;1,0
2736805321;282;1;1;34;21;8o8m08he36u0j4w08aj2iodn8;1;62,2;3,1;2024-10-20T19:39:23.242Z;2024-10-20T19:39:25Z;[{'id': 5301089491, 'qualifierId': 56, 'value': 'Right'}, {'id': 5301089495, 'qualifierId': 141, 'value': '12.3'}, {'id': 5301089493, 'qualifierId': 140, 'value': '66.7'}, {'id': 5301089497, 'qualifierId': 212, 'value': '7.8'}, {'id': 5301089499, 'qualifierId': 213, 'value': '0.92'}];acskv7krqaau05kpgbfz6f0iy;J. Reynolds;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;7,8;0,92;66,7;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;66,7;12,3;;;;;;;;0;34;21;Orlando City B;2061;DR;1,0
2736805331;283;1;1;34;23;8o8m08he36u0j4w08aj2iodn8;1;64,1;18,9;2024-10-20T19:39:25.450Z;2024-10-20T19:39:26Z;[{'id': 5301089573, 'qualifierId': 141, 'value': '37.7'}, {'id': 5301089577, 'qualifierId': 213, 'value': '1.72'}, {'id': 5301089575, 'qualifierId': 212, 'value': '12.9'}, {'id': 5301089571, 'qualifierId': 140, 'value': '62.3'}, {'id': 5301089569, 'qualifierId': 56, 'value': 'Center'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;12,9;1,72;62,3;37,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;62,3;37,7;;;;;;;;0;34;23;Orlando City B;2063;MR;1,0
2736805345;284;1;1;34;25;8o8m08he36u0j4w08aj2iodn8;1;62,7;36,8;2024-10-20T19:39:26.826Z;2024-10-20T19:39:29Z;[{'id': 5301089691, 'qualifierId': 141, 'value': '39.9'}, {'id': 5301089695, 'qualifierId': 213, 'value': '0.19'}, {'id': 5301089689, 'qualifierId': 140, 'value': '72.9'}, {'id': 5301089693, 'qualifierId': 212, 'value': '10.9'}, {'id': 5301089687, 'qualifierId': 56, 'value': 'Center'}];64wbk2nsrs0ru0hjcq0lenwgk;S. Oregel;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;10,9;0,19;72,9;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;72,9;39,9;;;;;;;;0;34;25;Orlando City B;2065;MC;1,0
2736805353;244;45;1;34;27;479lsfr4cwlzewpbuda3y2xv4;0;27,5;64,4;2024-10-20T19:39:29.290Z;2024-10-20T20:17:53Z;[{'id': 5301089757, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301089759, 'qualifierId': 285}, {'id': 5301089843, 'qualifierId': 233, 'value': '285'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;2uigkzwk5b17rdimjelzwemms;Challenge;;;;;;;;;;;;;;;;;;;285,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;34;27;Chicago Fire II;2067;MC;1,0
2736805359;285;3;1;34;27;8o8m08he36u0j4w08aj2iodn8;1;72,5;35,6;2024-10-20T19:39:29.290Z;2024-10-20T20:17:52Z;[{'id': 5301089787, 'qualifierId': 286}, {'id': 5301089807, 'qualifierId': 233, 'value': '244'}, {'id': 5301089785, 'qualifierId': 56, 'value': 'Center'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;2uigkzwk5b17rdimjelzwemms;Take On;;;;;;;;;;;;;;;;;;1,0;244,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;34;27;Orlando City B;2067;FW;1,0
2736805417;286;1;1;34;29;8o8m08he36u0j4w08aj2iodn8;1;64,6;29,1;2024-10-20T19:39:30.818Z;2024-10-20T19:39:34Z;[{'id': 5301090037, 'qualifierId': 141, 'value': '37.4'}, {'id': 5301090033, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301090041, 'qualifierId': 213, 'value': '2.04'}, {'id': 5301090035, 'qualifierId': 140, 'value': '61.9'}, {'id': 5301090039, 'qualifierId': 212, 'value': '6.3'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;6,3;2,04;61,9;37,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;61,9;37,4;;;;;;;;0;34;29;Orlando City B;2069;FW;1,0
2736805437;287;1;1;34;32;8o8m08he36u0j4w08aj2iodn8;1;64,9;44,0;2024-10-20T19:39:34.074Z;2024-10-20T19:39:36Z;[{'id': 5301090151, 'qualifierId': 56, 'value': 'Center'}, {'id': 5301090155, 'qualifierId': 141, 'value': '66.6'}, {'id': 5301090157, 'qualifierId': 212, 'value': '15.8'}, {'id': 5301090153, 'qualifierId': 140, 'value': '61.5'}, {'id': 5301090159, 'qualifierId': 213, 'value': '1.80'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;15,8;1,8;61,5;66,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;61,5;66,6;;;;;;;;0;34;32;Orlando City B;2072;MC;1,0
2736805469;288;1;1;34;34;8o8m08he36u0j4w08aj2iodn8;1;60,7;67,5;2024-10-20T19:39:35.994Z;2024-10-20T19:39:39Z;[{'id': 5301090403, 'qualifierId': 141, 'value': '90.8'}, {'id': 5301090407, 'qualifierId': 213, 'value': '0.62'}, {'id': 5301090399, 'qualifierId': 56, 'value': 'Left'}, {'id': 5301090401, 'qualifierId': 140, 'value': '81.7'}, {'id': 5301090405, 'qualifierId': 212, 'value': '27.2'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;27,2;0,62;81,7;90,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;81,7;90,8;;;;;;;;0;34;34;Orlando City B;2074;DC;1,0
2736805479;289;1;1;34;37;8o8m08he36u0j4w08aj2iodn8;1;85,0;91,2;2024-10-20T19:39:39.266Z;2024-10-20T19:39:41Z;[{'id': 5301090459, 'qualifierId': 213, 'value': '5.49'}, {'id': 5301090457, 'qualifierId': 212, 'value': '14.9'}, {'id': 5301090453, 'qualifierId': 140, 'value': '94.9'}, {'id': 5301090455, 'qualifierId': 141, 'value': '75.6'}, {'id': 5301090451, 'qualifierId': 56, 'value': 'Center'}];9vc2mynd9lg2oyt14n4e7a44q;L. Rochester;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;14,9;5,49;94,9;75,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;94,9;75,6;;;;;;;;0;34;37;Orlando City B;2077;DC;1,0
2736805481;290;61;1;34;39;8o8m08he36u0j4w08aj2iodn8;0;96,7;74,7;2024-10-20T19:39:40.970Z;2024-10-20T19:39:41Z;[{'id': 5301090463, 'qualifierId': 56, 'value': 'Center'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;2uigkzwk5b17rdimjelzwemms;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;34;39;Orlando City B;2079;ML;1,0
2736805761;245;5;1;34;40;479lsfr4cwlzewpbuda3y2xv4;1;-1,4;20,8;2024-10-20T19:39:41.690Z;2024-10-20T20:00:54Z;[{'id': 5301092175, 'qualifierId': 233, 'value': '291'}, {'id': 5301092161, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301092163, 'qualifierId': 346}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;2uigkzwk5b17rdimjelzwemms;Out;;;;;;;;;;;;;;;;;;;291,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;34;40;Chicago Fire II;2080;MC;1,0
2736805491;291;5;1;34;40;8o8m08he36u0j4w08aj2iodn8;0;101,4;79,2;2024-10-20T19:39:41.690Z;2024-10-20T20:00:54Z;[{'id': 5301090515, 'qualifierId': 346}, {'id': 5301090513, 'qualifierId': 56, 'value': 'Left'}, {'id': 5301092193, 'qualifierId': 233, 'value': '245'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;2uigkzwk5b17rdimjelzwemms;Out;;;;;;;;;;;;;;;;;;;245,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;34;40;Orlando City B;2080;ML;1,0
2736805807;246;1;1;35;5;479lsfr4cwlzewpbuda3y2xv4;1;4,7;43,2;2024-10-20T19:40:07.405Z;2024-10-20T19:40:10Z;[{'id': 5301092411, 'qualifierId': 124}, {'id': 5301092415, 'qualifierId': 140, 'value': '4.1'}, {'id': 5301092417, 'qualifierId': 141, 'value': '26.6'}, {'id': 5301092413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301092421, 'qualifierId': 213, 'value': '4.66'}, {'id': 5301092425, 'qualifierId': 237}, {'id': 5301092419, 'qualifierId': 212, 'value': '11.3'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;11,3;4,66;4,1;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;4,1;26,6;;;;;;;;0;35;5;Chicago Fire II;2105;GK;1,0
2736805881;247;1;1;35;9;479lsfr4cwlzewpbuda3y2xv4;1;5,9;21,2;2024-10-20T19:40:10.684Z;2024-10-20T19:40:15Z;[{'id': 5301092829, 'qualifierId': 140, 'value': '24.8'}, {'id': 5301092833, 'qualifierId': 212, 'value': '21.1'}, {'id': 5301092827, 'qualifierId': 56, 'value': 'Back'}, {'id': 5301092825, 'qualifierId': 155}, {'id': 5301092831, 'qualifierId': 141, 'value': '10.5'}, {'id': 5301092835, 'qualifierId': 213, 'value': '5.93'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;2uigkzwk5b17rdimjelzwemms;Pass;;;;;;;;;;21,1;5,93;24,8;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;24,8;10,5;;;;;;;;0;35;9;Chicago Fire II;2109;DL;1,0
2736806237;297;83;1;35;12;8o8m08he36u0j4w08aj2iodn8;0;73,4;87,6;2024-10-20T19:40:13.802Z;2024-10-20T19:40:52Z;[{'id': 5301095305, 'qualifierId': 399, 'value': '6g7i7z6m8vts105dny1g6z3hm'}];64wbk2nsrs0ru0hjcq0lenwgk;S. Oregel;;;2uigkzwk5b17rdimjelzwemms;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;35;12;Orlando City B;2112;MC;1,0
2736805887;248;61;1;35;13;479lsfr4cwlzewpbuda3y2xv4;0;24,8;10,5;2024-10-20T19:40:15.021Z;2024-10-20T19:40:41Z;[{'id': 5301092859, 'qualifierId': 56, 'value': 'Back'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;2uigkzwk5b17rdimjelzwemms;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;35;13;Chicago Fire II;2113;DR;1,0
2736805893;292;49;1;35;14;8o8m08he36u0j4w08aj2iodn8;1;76,2;81,6;2024-10-20T19:40:15.762Z;2024-10-20T19:40:53Z;[];2atsox1bassuexlgta8h3us4p;C. Koffi;;;2uigkzwk5b17rdimjelzwemms;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;35;14;Orlando City B;2114;ML;1,0
2736806093;249;83;1;35;14;479lsfr4cwlzewpbuda3y2xv4;0;24,2;13,7;2024-10-20T19:40:15.885Z;2024-10-20T19:40:37Z;[{'id': 5301094347, 'qualifierId': 399, 'value': '2atsox1bassuexlgta8h3us4p'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;2uigkzwk5b17rdimjelzwemms;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;;0;35;14;Chicago Fire II;2114;DR;1,0
