id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_JerseyNumber;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_Captain;value_TeamKit;value_DirectionOfPlay;value_PassEndY;value_Zone;value_Length;value_Angle;value_KickOff;value_PassEndX;value_Offensive;value_BlockedPass;value_OppositeRelatedEventId;value_Defensive;value_TakeOnOvertake;value_LongBall;value_Launch;value_HeadPass;value_LayOff;value_DeletedEventType;value_IntendedTackleTarget;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_Defensive1V1;value_Direct;value_AttemptedTackle;value_Foul;value_RightFooted;value_InSwinger;value_Cross;value_FreeKickTaken;value_FlickOn;value_Assist;value_GoalmouthY;value_GkX;value_RegularPlay;value_Assisted;value_FirstTouch;value_GoalmouthZ;value_OutOfBoxCentre;value_RelatedEventId;value_GkY;value_SwerveLeft;value_High;value_IndividualPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_Head;value_NotVisible;value_TouchTypeControl;value_ShirtPull/Holding;value_Dissent;value_YellowCard;value_TakeOnSpace;value_OutOfPlay;value_OutSwinger;value_LowGkIntervention;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_IntentionalAssist;value_LeadingToGoal;value_BoxCentre;value_HighLeft;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_KeeperTouched;value_RelatedError1Id;value_LowCentre;value_Blocked;value_BlockedY;value_LeftFooted;value_BlockedX;value_DefBlock;value_TacticalFoul;value_Shove/Push;value_LeadingToAttempt;value_NotAssisted;value_SwitchOfPlay;value_Simulation;value_Left;value_CornerTaken;value_HighClaim;value_HighGkIntervention;value_Overrun;value_PullBack;value_Handball;value_Minutes;value_OverArm;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BoxLeft;value_FromCorner;value_CloseLeft;value_Weak;value_LowLeft;value_ParriedSafe;value_Hands;value_Diving;value_Volley;value_CloseHigh;value_Right;value_Unchallenged;value_GkKickFromHands;value_IncorrectOutOfPlayDecision;value_RecklessOffence;value_ThroughBall;value_NotPastGoalLine;value_Injury;value_InjuredPlayerId;value_SetPiece;value_LowRight;value_Collected;value_MediumGkIntervention;value_Standing;value_GkHoof;value_PenaltyTakerId;value_Penalty;value_Scored;value_BigChance;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_CaptainChange;value_Strong;value_HighCentre;value_Reaching;value_MisHit;value_LastLine;value_FastBreak;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2691175073;99;1;1;11;35;2nnef9tr9g7m2s6n873qif95g;1;27,0;4,9;2024-05-23T23:15:41.839Z;2024-05-23T23:15:44Z;[{'id': 5050429313, 'qualifierId': 140, 'value': '39.4'}, {'id': 5050429319, 'qualifierId': 213, 'value': '0.30'}, {'id': 5050429317, 'qualifierId': 212, 'value': '13.6'}, {'id': 5050429311, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050429315, 'qualifierId': 141, 'value': '10.9'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;10,9;;13,6;0,3;;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;39,4;10,9;;;;;;;;0;11;35;Toronto II;695;DC;1,0
2691175077;100;1;1;11;37;2nnef9tr9g7m2s6n873qif95g;1;44,6;12,3;2024-05-23T23:15:43.918Z;2024-05-23T23:15:45Z;[{'id': 5050429341, 'qualifierId': 212, 'value': '17.2'}, {'id': 5050429343, 'qualifierId': 213, 'value': '0.78'}, {'id': 5050429335, 'qualifierId': 56, 'value': 'Center'}, {'id': 5050429339, 'qualifierId': 141, 'value': '30.0'}, {'id': 5050429337, 'qualifierId': 140, 'value': '56.3'}];1nnd0b4qwlni7tqot2n2st4yy;O. Cisneros;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;30,0;;17,2;0,78;;56,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;56,3;30,0;;;;;;;;0;11;37;Toronto II;697;FW;1,0
2691175083;101;1;1;11;39;2nnef9tr9g7m2s6n873qif95g;1;55,7;31,6;2024-05-23T23:15:45.854Z;2024-05-23T23:15:48Z;[{'id': 5050429375, 'qualifierId': 141, 'value': '48.4'}, {'id': 5050429371, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050429379, 'qualifierId': 213, 'value': '2.43'}, {'id': 5050429377, 'qualifierId': 212, 'value': '17.4'}, {'id': 5050429373, 'qualifierId': 140, 'value': '43.2'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;48,4;;17,4;2,43;;43,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;43,2;48,4;;;;;;;;0;11;39;Toronto II;699;FW;1,0
2691175091;102;1;1;11;41;2nnef9tr9g7m2s6n873qif95g;1;43,2;48,4;2024-05-23T23:15:47.919Z;2024-05-23T23:15:50Z;[{'id': 5050429423, 'qualifierId': 56, 'value': 'Center'}, {'id': 5050429431, 'qualifierId': 213, 'value': '0.93'}, {'id': 5050429429, 'qualifierId': 212, 'value': '19.8'}, {'id': 5050429427, 'qualifierId': 141, 'value': '71.8'}, {'id': 5050429425, 'qualifierId': 140, 'value': '54.5'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;71,8;;19,8;0,93;;54,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;54,5;71,8;;;;;;;;0;11;41;Toronto II;701;MC;1,0
2691175105;103;2;1;11;43;2nnef9tr9g7m2s6n873qif95g;1;53,6;65,8;2024-05-23T23:15:50.719Z;2024-05-28T10:55:46Z;[{'id': 5050429559, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050429555, 'qualifierId': 7, 'value': '3acyax22zfwdjw0cpgg4x7dre'}, {'id': 5050429507, 'qualifierId': 140, 'value': '68.2'}, {'id': 5050429509, 'qualifierId': 141, 'value': '88.9'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;cz3q3oax9gbetgzjrrqr6d3pw;Offside Pass;;;;;;;;;;88,9;;;;;68,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;68,2;88,9;;;;;;;;0;11;43;Toronto II;703;AMC;1,0
2691175117;127;55;1;11;43;29nx7yxy1rdqv2oobqn5pjf8p;1;35,0;74,4;2024-05-23T23:15:50.720Z;2024-05-28T10:55:40Z;[];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;cz3q3oax9gbetgzjrrqr6d3pw;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;11;43;Carolina Core;703;DML;1,0
2691175223;128;1;1;12;15;29nx7yxy1rdqv2oobqn5pjf8p;1;22,6;23,7;2024-05-23T23:16:21.895Z;2024-05-23T23:16:25Z;[{'id': 5050430115, 'qualifierId': 212, 'value': '21.9'}, {'id': 5050430105, 'qualifierId': 5}, {'id': 5050430111, 'qualifierId': 140, 'value': '7.3'}, {'id': 5050430117, 'qualifierId': 213, 'value': '2.40'}, {'id': 5050430113, 'qualifierId': 141, 'value': '45.5'}, {'id': 5050430109, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430107, 'qualifierId': 241}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;45,5;;21,9;2,4;;7,3;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;7,3;45,5;;;;;;;;0;12;15;Carolina Core;735;DC;1,0
2691175229;129;1;1;12;18;29nx7yxy1rdqv2oobqn5pjf8p;1;7,8;45,8;2024-05-23T23:16:25.480Z;2024-05-23T23:16:27Z;[{'id': 5050430143, 'qualifierId': 141, 'value': '24.0'}, {'id': 5050430147, 'qualifierId': 213, 'value': '5.37'}, {'id': 5050430141, 'qualifierId': 140, 'value': '18.8'}, {'id': 5050430139, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430145, 'qualifierId': 212, 'value': '18.8'}];dt797hve9mdpnuyy1z4pnpp1w;A. De Rosario;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;24,0;;18,8;5,37;;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;18,8;24,0;;;;;;;;0;12;18;Carolina Core;738;GK;1,0
2691175241;130;1;1;12;20;29nx7yxy1rdqv2oobqn5pjf8p;1;19,4;23,7;2024-05-23T23:16:27.576Z;2024-05-23T23:16:31Z;[{'id': 5050430211, 'qualifierId': 141, 'value': '60.6'}, {'id': 5050430215, 'qualifierId': 213, 'value': '1.76'}, {'id': 5050430213, 'qualifierId': 212, 'value': '25.5'}, {'id': 5050430209, 'qualifierId': 140, 'value': '14.9'}, {'id': 5050430207, 'qualifierId': 56, 'value': 'Back'}];8pvvljn4uasfjxdleh56pm38;A. Pearlman;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;60,6;;25,5;1,76;;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;14,9;60,6;;;;;;;;0;12;20;Carolina Core;740;DC;1,0
2691175245;131;1;1;12;24;29nx7yxy1rdqv2oobqn5pjf8p;1;15,0;60,6;2024-05-23T23:16:30.896Z;2024-05-23T23:16:31Z;[{'id': 5050430225, 'qualifierId': 140, 'value': '9.8'}, {'id': 5050430227, 'qualifierId': 141, 'value': '51.8'}, {'id': 5050430229, 'qualifierId': 212, 'value': '8.1'}, {'id': 5050430223, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430231, 'qualifierId': 213, 'value': '3.97'}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;51,8;;8,1;3,97;;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;9,8;51,8;;;;;;;;0;12;24;Carolina Core;744;DC;1,0
2691175261;132;1;1;12;24;29nx7yxy1rdqv2oobqn5pjf8p;1;9,8;51,8;2024-05-23T23:16:31.623Z;2024-05-23T23:16:35Z;[{'id': 5050430329, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430333, 'qualifierId': 141, 'value': '87.1'}, {'id': 5050430331, 'qualifierId': 140, 'value': '13.3'}, {'id': 5050430337, 'qualifierId': 213, 'value': '1.42'}, {'id': 5050430335, 'qualifierId': 212, 'value': '24.3'}];dt797hve9mdpnuyy1z4pnpp1w;A. De Rosario;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;87,1;;24,3;1,42;;13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;13,3;87,1;;;;;;;;0;12;24;Carolina Core;744;GK;1,0
2691175271;133;1;1;12;28;29nx7yxy1rdqv2oobqn5pjf8p;1;13,3;87,1;2024-05-23T23:16:35.520Z;2024-05-23T23:16:37Z;[{'id': 5050430377, 'qualifierId': 140, 'value': '6.1'}, {'id': 5050430379, 'qualifierId': 141, 'value': '81.2'}, {'id': 5050430381, 'qualifierId': 212, 'value': '8.6'}, {'id': 5050430375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430383, 'qualifierId': 213, 'value': '3.63'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;81,2;;8,6;3,63;;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;6,1;81,2;;;;;;;;0;12;28;Carolina Core;748;MC;1,0
2691175285;134;1;1;12;30;29nx7yxy1rdqv2oobqn5pjf8p;0;7,2;84,2;2024-05-23T23:16:37.544Z;2024-05-23T23:16:43Z;[{'id': 5050430475, 'qualifierId': 1}, {'id': 5050430465, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050430463, 'qualifierId': 155}, {'id': 5050430471, 'qualifierId': 212, 'value': '53.9'}, {'id': 5050430469, 'qualifierId': 141, 'value': '100.0'}, {'id': 5050430467, 'qualifierId': 140, 'value': '57.4'}, {'id': 5050430473, 'qualifierId': 213, 'value': '0.21'}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;100,0;;53,9;0,21;;57,4;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;57,4;100,0;;;;;;;;0;12;30;Carolina Core;750;DC;1,0
2692881607;936;56;1;12;36;2nnef9tr9g7m2s6n873qif95g;1;36,3;2,3;2024-05-23T23:16:43.120Z;2024-05-28T10:57:23Z;[{'id': 5059830423, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cz3q3oax9gbetgzjrrqr6d3pw;Shield ball opp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;12;36;Toronto II;756;DC;1,0
2691175331;104;5;1;12;36;2nnef9tr9g7m2s6n873qif95g;1;41,6;-0,8;2024-05-23T23:16:43.200Z;2024-05-24T00:01:17Z;[{'id': 5050430789, 'qualifierId': 233, 'value': '135'}, {'id': 5050430775, 'qualifierId': 347}, {'id': 5050430773, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;135,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;12;36;Toronto II;756;DC;1,0
2691175287;135;5;1;12;36;29nx7yxy1rdqv2oobqn5pjf8p;0;58,4;100,8;2024-05-23T23:16:43.200Z;2024-05-23T23:16:58Z;[{'id': 5050430479, 'qualifierId': 347}, {'id': 5050430477, 'qualifierId': 56, 'value': 'Left'}, {'id': 5050430797, 'qualifierId': 233, 'value': '104'}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Out;;;;;;;;;;;;;;;;;;104,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;12;36;Carolina Core;756;DC;1,0
2691175349;105;1;1;12;50;2nnef9tr9g7m2s6n873qif95g;1;44,0;0,0;2024-05-23T23:16:57.118Z;2024-05-23T23:17:01Z;[{'id': 5050430875, 'qualifierId': 1}, {'id': 5050430865, 'qualifierId': 56, 'value': 'Right'}, {'id': 5050430871, 'qualifierId': 212, 'value': '23.3'}, {'id': 5050430863, 'qualifierId': 107}, {'id': 5050430867, 'qualifierId': 140, 'value': '65.3'}, {'id': 5050430869, 'qualifierId': 141, 'value': '7.9'}, {'id': 5050430873, 'qualifierId': 213, 'value': '0.28'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;7,9;;23,3;0,28;;65,3;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;65,3;7,9;;;;;;;;0;12;50;Toronto II;770;DMR;1,0
2691175353;106;50;1;12;53;2nnef9tr9g7m2s6n873qif95g;1;63,0;5,8;2024-05-23T23:17:00.318Z;2024-05-23T23:17:02Z;[{'id': 5050430883, 'qualifierId': 56, 'value': 'Right'}, {'id': 5050430885, 'qualifierId': 286}, {'id': 5050430891, 'qualifierId': 233, 'value': '136'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;cz3q3oax9gbetgzjrrqr6d3pw;Dispossessed;;;;;;;;;;;;;;;;1,0;;136,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;12;53;Toronto II;773;MC;1,0
2691175351;136;7;1;12;53;29nx7yxy1rdqv2oobqn5pjf8p;0;37,0;94,2;2024-05-23T23:17:00.319Z;2024-05-28T10:58:29Z;[{'id': 5059830931, 'qualifierId': 384}, {'id': 5050430879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430887, 'qualifierId': 233, 'value': '106'}, {'id': 5050430881, 'qualifierId': 285}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Tackle;;;;;;;;;;;;;;;;;;106,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;12;53;Carolina Core;773;DC;1,0
2692881843;937;61;1;12;54;2nnef9tr9g7m2s6n873qif95g;0;56,2;6,4;2024-05-23T23:17:00.871Z;2024-05-28T10:58:38Z;[{'id': 5059831703, 'qualifierId': 56, 'value': 'Right'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;cz3q3oax9gbetgzjrrqr6d3pw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;12;54;Toronto II;774;DMR;1,0
2691175355;137;43;1;12;54;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-05-23T23:17:01.200Z;2024-05-28T10:58:31Z;[{'id': 5059831619, 'qualifierId': 144, 'value': '49'}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;12;54;Carolina Core;774;DC;1,0
2691175357;138;43;1;12;54;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-05-23T23:17:01.288Z;2024-05-28T10:58:32Z;[{'id': 5050430895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5050430901, 'qualifierId': 212, 'value': '7.9'}, {'id': 5050430903, 'qualifierId': 213, 'value': '4.13'}, {'id': 5050430897, 'qualifierId': 140, 'value': '39.7'}, {'id': 5050430899, 'qualifierId': 141, 'value': '85.0'}, {'id': 5059831627, 'qualifierId': 144, 'value': '1'}];e7tp50kohe1u9hts0geeh3578;L. Stefanovic;;;cz3q3oax9gbetgzjrrqr6d3pw;Deleted event;;;;;;;;;;85,0;;7,9;4,13;;39,7;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;39,7;85,0;;;;;;;;0;12;54;Carolina Core;774;DC;1,0
2691175389;139;1;1;12;55;29nx7yxy1rdqv2oobqn5pjf8p;1;39,7;85,0;2024-05-23T23:17:02.567Z;2024-05-23T23:17:09Z;[{'id': 5050431075, 'qualifierId': 141, 'value': '85.6'}, {'id': 5050431073, 'qualifierId': 140, 'value': '53.9'}, {'id': 5050431079, 'qualifierId': 213, 'value': '0.03'}, {'id': 5050431077, 'qualifierId': 212, 'value': '14.9'}, {'id': 5050431071, 'qualifierId': 56, 'value': 'Left'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;85,6;;14,9;0,03;;53,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;53,9;85,6;;;;;;;;0;12;55;Carolina Core;775;MC;1,0
2692881893;802;49;1;12;56;29nx7yxy1rdqv2oobqn5pjf8p;1;56,0;85,3;2024-05-23T23:17:03.117Z;2024-05-28T10:58:54Z;[];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;cz3q3oax9gbetgzjrrqr6d3pw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;12;56;Carolina Core;776;FWL;1,0
2691175391;140;1;1;13;0;29nx7yxy1rdqv2oobqn5pjf8p;0;67,2;86,5;2024-05-23T23:17:07.144Z;2024-05-23T23:52:23Z;[{'id': 5050431093, 'qualifierId': 212, 'value': '2.0'}, {'id': 5050431089, 'qualifierId': 140, 'value': '68.9'}, {'id': 5050431095, 'qualifierId': 213, 'value': '0.46'}, {'id': 5050431091, 'qualifierId': 141, 'value': '87.8'}, {'id': 5050431087, 'qualifierId': 56, 'value': 'Left'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;cz3q3oax9gbetgzjrrqr6d3pw;Pass;;;;;;;;;;87,8;;2,0;0,46;;68,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;68,9;87,8;;;;;;;;0;13;0;Carolina Core;780;FWL;1,0
