id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_Resume;value_TeamPlayerFormation;value_TeamKit;value_Involved;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_Length;value_KickOff;value_Zone;value_Angle;value_LongBall;value_Launch;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_FlickOn;value_DeletedEventType;value_IntendedTackleTarget;value_TouchTypeClearance;value_Offensive;value_Defensive;value_TouchTypePass;value_TakeOnOvertake;value_Assist;value_FastBreak;value_GoalmouthY;value_GkX;value_IndividualPlay;value_Left;value_RelatedEventId;value_RightFooted;value_Assisted;value_BoxCentre;value_GkY;value_GoalmouthZ;value_GoalShotTimestamp;value_LeftFooted;value_FantasyAssistTeam;value_KeeperTouched;value_FantasyAssistedBy;value_FantasyAssistId;value_NotAssisted;value_GoalShotGameClock;value_GkXTimeOfGoal;value_BigChance;value_FantasyAssistType;value_GkYTimeOfGoal;value_LowRight;value_RegularPlay;value_TempBlocked;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_Chipped;value_HeadPass;value_TouchTypeControl;value_AttemptedTackle;value_FollowsADribble;value_OutOfBoxCentre;value_TakeOnSpace;value_BlockedPass;value_Cross;value_OutSwinger;value_Head;value_CloseLeft;value_Volley;value_FirstTouch;value_NextEventGoalKick;value_Low;value_GoalKick;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_LayOff;value_BoxRight;value_Right;value_InSwinger;value_OverhitCross;value_CornerTaken;value_CloseLeftAndHigh;value_ShirtPull/Holding;value_IntentionalAssist;value_CloseRight;value_SetPiece;value_LeadingToAttempt;value_SwerveLeft;value_NotVisible;value_High;value_YellowCard;value_TacticalFoul;value_HighGkIntervention;value_HighClaim;value_OutOfPlay;value_SwitchOfPlay;value_BlockedY;value_BlockedX;value_KeeperSaved;value_NotPastGoalLine;value_CloseHigh;value_FromCorner;value_FromShotOffTarget;value_Hands;value_ParriedSafe;value_Reaching;value_ThroughBall;value_LowCentre;value_Standing;value_Feet;value_GkKickFromHands;value_PullBack;value_MediumGkIntervention;value_Blocked;value_LowLeft;value_SixYardBlocked;value_DefBlock;value_Deflection;value_Stooping;value_Collected;value_FreeKick;value_RefereeDelay;value_DrinksBreak;value_Injury;value_InjuredPlayerId;value_Minutes;value_PlayersCaughtOffside;value_Indirect;value_Dissent;value_GkHoof;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Defensive1V1;value_ByWall;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_HighRight;value_CausingPlayer;value_Diving;value_Scored;value_Overrun;value_RecklessOffence;value_AerialFoul;value_SmallBoxCentre;value_ParriedDanger;value_Handball;value_RelatedError1Id;value_TimeWasting;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2684574275;134;5;1;16;10;4g68p0t2f5jzhzfr67i2rj1ex;1;34,4;-1,8;2024-05-08T23:19:52.589Z;2024-05-09T01:19:15Z;[{'id': 5014485191, 'qualifierId': 233, 'value': '143'}, {'id': 5014485175, 'qualifierId': 347}, {'id': 5014485173, 'qualifierId': 56, 'value': 'Back'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cow0sr6gobj89kwzg2lg4h4pg;Out;;;;;;;;;;;;;;;;;;1,0;143,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;16;10;Orlando City B;970;DR;1,0
2684574249;143;5;1;16;10;479lsfr4cwlzewpbuda3y2xv4;0;65,6;101,8;2024-05-08T23:19:52.589Z;2024-05-08T23:19:58Z;[{'id': 5014485029, 'qualifierId': 56, 'value': 'Left'}, {'id': 5014485031, 'qualifierId': 347}, {'id': 5014485195, 'qualifierId': 233, 'value': '134'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Out;;;;;;;;;;;;;;;;;;1,0;134,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;10;New York RB II;970;DC;1,0
2684574361;135;1;1;16;30;4g68p0t2f5jzhzfr67i2rj1ex;0;31,3;0,0;2024-05-08T23:20:12.383Z;2024-05-09T00:04:37Z;[{'id': 5014485613, 'qualifierId': 141, 'value': '16.4'}, {'id': 5014485617, 'qualifierId': 213, 'value': '0.31'}, {'id': 5014485611, 'qualifierId': 140, 'value': '67.3'}, {'id': 5014485609, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014485619, 'qualifierId': 1}, {'id': 5014485607, 'qualifierId': 107}, {'id': 5014485615, 'qualifierId': 212, 'value': '39.8'}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;16,4;67,3;39,8;;;0,31;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;67,3;16,4;;;;;;;;0;16;30;Orlando City B;990;DR;1,0
2684574391;144;44;1;16;32;479lsfr4cwlzewpbuda3y2xv4;1;30,7;85,0;2024-05-08T23:20:14.333Z;2024-05-13T10:52:45Z;[{'id': 5014485881, 'qualifierId': 233, 'value': '136'}, {'id': 5014485771, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014485773, 'qualifierId': 285}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Aerial;;;;;;;;;;;;;;;;;;;136,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;32;New York RB II;992;DC;1,0
2684574371;136;44;1;16;32;4g68p0t2f5jzhzfr67i2rj1ex;0;69,3;15,0;2024-05-08T23:20:14.334Z;2024-05-13T10:52:46Z;[{'id': 5014485651, 'qualifierId': 286}, {'id': 5014485873, 'qualifierId': 233, 'value': '144'}, {'id': 5014485649, 'qualifierId': 56, 'value': 'Right'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cow0sr6gobj89kwzg2lg4h4pg;Aerial;;;;;;;;;;;;;;;;;;;144,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;16;32;Orlando City B;992;ML;1,0
2684574395;145;61;1;16;32;479lsfr4cwlzewpbuda3y2xv4;1;28,6;85,6;2024-05-08T23:20:14.874Z;2024-05-13T10:52:48Z;[{'id': 5014485787, 'qualifierId': 56, 'value': 'Back'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;32;New York RB II;992;DC;1,0
2684574373;137;43;1;16;35;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-05-08T23:20:17.430Z;2024-05-09T00:04:22Z;[{'id': 5014485661, 'qualifierId': 140, 'value': '69.7'}, {'id': 5014485657, 'qualifierId': 3, 'value': '0'}, {'id': 5014485667, 'qualifierId': 213, 'value': '0.56'}, {'id': 5014485663, 'qualifierId': 141, 'value': '17.9'}, {'id': 5014572635, 'qualifierId': 144, 'value': '1'}, {'id': 5014485659, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014485665, 'qualifierId': 212, 'value': '3.1'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cow0sr6gobj89kwzg2lg4h4pg;Deleted event;;;;;;;;;;17,9;69,7;3,1;;;0,56;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;69,7;17,9;;;;;;;;0;16;35;Orlando City B;995;ML;1,0
2684574407;138;5;1;16;40;4g68p0t2f5jzhzfr67i2rj1ex;1;65,0;-1,5;2024-05-08T23:20:22.270Z;2024-05-08T23:20:32Z;[{'id': 5014485897, 'qualifierId': 233, 'value': '146'}, {'id': 5014485849, 'qualifierId': 347}, {'id': 5014485847, 'qualifierId': 56, 'value': 'Right'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cow0sr6gobj89kwzg2lg4h4pg;Out;;;;;;;;;;;;;;;;;;1,0;146,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;16;40;Orlando City B;1000;ML;1,0
2684574399;146;5;1;16;40;479lsfr4cwlzewpbuda3y2xv4;0;35,0;101,5;2024-05-08T23:20:22.270Z;2024-05-09T01:19:15Z;[{'id': 5014485919, 'qualifierId': 233, 'value': '138'}, {'id': 5014485801, 'qualifierId': 347}, {'id': 5014485799, 'qualifierId': 56, 'value': 'Back'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Out;;;;;;;;;;;;;;;;;;1,0;138,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;40;New York RB II;1000;DC;1,0
2684574419;139;1;1;16;44;4g68p0t2f5jzhzfr67i2rj1ex;0;63,8;0,0;2024-05-08T23:20:26.199Z;2024-05-08T23:20:30Z;[{'id': 5014485953, 'qualifierId': 213, 'value': '0.41'}, {'id': 5014485945, 'qualifierId': 56, 'value': 'Right'}, {'id': 5014485951, 'qualifierId': 212, 'value': '22.6'}, {'id': 5014485943, 'qualifierId': 107}, {'id': 5014485947, 'qualifierId': 140, 'value': '83.5'}, {'id': 5014485949, 'qualifierId': 141, 'value': '11.4'}, {'id': 5014485955, 'qualifierId': 1}];o3gftw0hatp1r62ynjmlaaui;D. Sullivan;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;11,4;83,5;22,6;;;0,41;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;83,5;11,4;;;;;;;;0;16;44;Orlando City B;1004;DR;1,0
2684574415;147;44;1;16;45;479lsfr4cwlzewpbuda3y2xv4;1;19,9;89,2;2024-05-08T23:20:27.627Z;2024-05-13T14:31:28Z;[{'id': 5014485989, 'qualifierId': 233, 'value': '140'}, {'id': 5014485925, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014485927, 'qualifierId': 285}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Aerial;;;;;;;;;;;;;;;;;;;140,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;45;New York RB II;1005;DC;1,0
2684574423;140;44;1;16;45;4g68p0t2f5jzhzfr67i2rj1ex;0;80,1;10,8;2024-05-08T23:20:27.628Z;2024-05-13T10:53:05Z;[{'id': 5014485993, 'qualifierId': 233, 'value': '147'}, {'id': 5014485973, 'qualifierId': 286}, {'id': 5014485971, 'qualifierId': 56, 'value': 'Right'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cow0sr6gobj89kwzg2lg4h4pg;Aerial;;;;;;;;;;;;;;;;;;;147,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;16;45;Orlando City B;1005;ML;1,0
2684574417;148;1;1;16;45;479lsfr4cwlzewpbuda3y2xv4;0;23,3;89,9;2024-05-08T23:20:27.688Z;2024-05-13T10:53:06Z;[{'id': 5014485937, 'qualifierId': 212, 'value': '8.0'}, {'id': 5014485933, 'qualifierId': 140, 'value': '23.1'}, {'id': 5014485939, 'qualifierId': 213, 'value': '4.69'}, {'id': 5014485929, 'qualifierId': 3}, {'id': 5014485931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014485935, 'qualifierId': 141, 'value': '78.1'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;78,1;23,1;8,0;;;4,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;23,1;78,1;;;;;;;;0;16;45;New York RB II;1005;DC;1,0
2687042081;874;83;1;16;49;479lsfr4cwlzewpbuda3y2xv4;1;34,9;61,4;2024-05-08T23:20:31.944Z;2024-05-13T10:53:30Z;[{'id': 5027947721, 'qualifierId': 399, 'value': 'afqry84j23xgkhqryrontj190'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;cow0sr6gobj89kwzg2lg4h4pg;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;49;New York RB II;1009;AMR;1,0
2684574433;141;1;1;16;50;4g68p0t2f5jzhzfr67i2rj1ex;1;66,8;37,4;2024-05-08T23:20:32.822Z;2024-05-09T00:07:28Z;[{'id': 5014486043, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014577473, 'qualifierId': 213, 'value': '0.90'}, {'id': 5014577471, 'qualifierId': 212, 'value': '8.0'}, {'id': 5014577469, 'qualifierId': 141, 'value': '46.6'}, {'id': 5014577467, 'qualifierId': 140, 'value': '71.5'}];afqry84j23xgkhqryrontj190;I. Kasule;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;46,6;71,5;8,0;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;71,5;46,6;;;;;;;;0;16;50;Orlando City B;1010;MR;1,0
2684574483;142;1;1;16;51;4g68p0t2f5jzhzfr67i2rj1ex;1;74,5;67,6;2024-05-08T23:20:33.877Z;2024-05-13T10:53:39Z;[{'id': 5014486291, 'qualifierId': 141, 'value': '76.3'}, {'id': 5014486293, 'qualifierId': 212, 'value': '13.3'}, {'id': 5014486287, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014486295, 'qualifierId': 213, 'value': '2.68'}, {'id': 5014486289, 'qualifierId': 140, 'value': '63.2'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;76,3;63,2;13,3;;;2,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;63,2;76,3;;;;;;;;0;16;51;Orlando City B;1011;FW;1,0
2684574499;143;1;1;16;55;4g68p0t2f5jzhzfr67i2rj1ex;1;63,2;76,0;2024-05-08T23:20:37.076Z;2024-05-13T10:53:44Z;[{'id': 5014486361, 'qualifierId': 140, 'value': '67.0'}, {'id': 5014486367, 'qualifierId': 213, 'value': '5.46'}, {'id': 5014486363, 'qualifierId': 141, 'value': '69.7'}, {'id': 5014486359, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014486365, 'qualifierId': 212, 'value': '5.9'}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;69,7;67,0;5,9;;;5,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;67,0;69,7;;;;;;;;0;16;55;Orlando City B;1015;DC;1,0
2684574503;144;3;1;16;56;4g68p0t2f5jzhzfr67i2rj1ex;1;71,8;54,2;2024-05-08T23:20:38.579Z;2024-05-13T10:53:53Z;[{'id': 5014486383, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014486385, 'qualifierId': 286}, {'id': 5027948357, 'qualifierId': 465}, {'id': 5014486419, 'qualifierId': 233, 'value': '149'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;cow0sr6gobj89kwzg2lg4h4pg;Take On;;;;;;;;;;;;;;;;;;;149,0;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;16;56;Orlando City B;1016;FW;1,0
2684574491;149;45;1;16;56;479lsfr4cwlzewpbuda3y2xv4;0;28,2;45,8;2024-05-08T23:20:38.579Z;2024-05-13T14:31:27Z;[{'id': 5014486335, 'qualifierId': 285}, {'id': 5014486437, 'qualifierId': 233, 'value': '144'}, {'id': 5014486333, 'qualifierId': 56, 'value': 'Back'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;cow0sr6gobj89kwzg2lg4h4pg;Challenge;;;;;;;;;;;;;;;;;;;144,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;56;New York RB II;1016;MC;1,0
2684574519;145;1;1;16;57;4g68p0t2f5jzhzfr67i2rj1ex;0;66,6;69,9;2024-05-08T23:20:39.318Z;2024-05-13T10:53:59Z;[{'id': 5014486455, 'qualifierId': 140, 'value': '92.4'}, {'id': 5014486461, 'qualifierId': 213, 'value': '5.87'}, {'id': 5014486453, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014486457, 'qualifierId': 141, 'value': '52.2'}, {'id': 5014486459, 'qualifierId': 212, 'value': '29.6'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;cow0sr6gobj89kwzg2lg4h4pg;Pass;;;;;;;;;;52,2;92,4;29,6;;;5,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;92,4;52,2;;;;;;;;0;16;57;Orlando City B;1017;FW;1,0
2684574513;150;61;1;16;58;479lsfr4cwlzewpbuda3y2xv4;1;17,4;56,6;2024-05-08T23:20:40.167Z;2024-05-13T10:54:01Z;[{'id': 5014486425, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;cow0sr6gobj89kwzg2lg4h4pg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;16;58;New York RB II;1018;DL;1,0
2684574581;151;12;1;16;59;479lsfr4cwlzewpbuda3y2xv4;1;11,2;56,4;2024-05-08T23:20:41.670Z;2024-05-13T10:54:47Z;[{'id': 5014486751, 'qualifierId': 141, 'value': '30.1'}, {'id': 5014486753, 'qualifierId': 212, 'value': '21.2'}, {'id': 5014486755, 'qualifierId': 213, 'value': '5.28'}, {'id': 5014486749, 'qualifierId': 140, 'value': '22.1'}, {'id': 5014486747, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cow0sr6gobj89kwzg2lg4h4pg;Clearance;;;;;;;;;;30,1;22,1;21,2;;;5,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;22,1;30,1;;;;;;;;0;16;59;New York RB II;1019;DC;1,0
2684574583;152;4;1;17;7;479lsfr4cwlzewpbuda3y2xv4;1;28,5;24,4;2024-05-08T23:20:49.509Z;2024-05-13T10:54:58Z;[{'id': 5014486775, 'qualifierId': 233, 'value': '149'}, {'id': 5027949791, 'qualifierId': 294}, {'id': 5014486765, 'qualifierId': 56, 'value': 'Back'}, {'id': 5014486771, 'qualifierId': 285}, {'id': 5014486763, 'qualifierId': 13}, {'id': 5014486767, 'qualifierId': 152}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;cow0sr6gobj89kwzg2lg4h4pg;Foul;;;;;;;;;;;;;;;;;;;149,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;17;7;New York RB II;1027;AMR;1,0
2684574567;149;4;1;17;7;4g68p0t2f5jzhzfr67i2rj1ex;0;71,5;75,6;2024-05-08T23:20:49.510Z;2024-05-13T10:55:00Z;[{'id': 5014486699, 'qualifierId': 13}, {'id': 5014486701, 'qualifierId': 56, 'value': 'Center'}, {'id': 5014486707, 'qualifierId': 286}, {'id': 5014486703, 'qualifierId': 152}, {'id': 5014486787, 'qualifierId': 233, 'value': '152'}, {'id': 5027949849, 'qualifierId': 294}];92np3jwhxchmtfeov82ehe13o;O. Valencia;;;cow0sr6gobj89kwzg2lg4h4pg;Foul;;;;;;;;;;;;;;;;;;;152,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;17;7;Orlando City B;1027;DC;1,0
