id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_Captain;value_Resume;value_TeamFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_Angle;value_Zone;value_LongBall;value_Launch;value_Foul;value_Direct;value_Shove/Push;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_AttemptedTackle;value_FreeKickTaken;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_Handball;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeClearance;value_TakeOnOvertake;value_TouchTypeControl;value_TouchTypePass;value_OutOfPlay;value_BlockedPass;value_FlickOn;value_IntendedTackleTarget;value_LowGkIntervention;value_KeeperThrow;value_Defensive1V1;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_TakeOnSpace;value_Overrun;value_ThroughBall;value_PullBack;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_GkX;value_FirstTouch;value_GkY;value_High;value_RegularPlay;value_RightFooted;value_BoxRight;value_SwerveLeft;value_Assisted;value_RelatedEventId;value_GoalmouthY;value_1On1;value_BlockedY;value_BlockedX;value_HighCentre;value_BoxCentre;value_BigChance;value_OtherBodyPart;value_Reaching;value_HighGkIntervention;value_ParriedDanger;value_LowCentre;value_Head;value_GoalShotTimestamp;value_NotAssisted;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_IndividualPlay;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_Left;value_InSwinger;value_CornerTaken;value_Cross;value_SwitchOfPlay;value_LeftFooted;value_OutSwinger;value_MisHit;value_NotPastGoalLine;value_Right;value_Volley;value_LayOff;value_BoxLeft;value_HighLeft;value_Stooping;value_Hands;value_Caught;value_GkKickFromHands;value_HighRight;value_TacticalFoul;value_YellowCard;value_FromCorner;value_HighClaim;value_GkHoof;value_Minutes;value_TempBlocked;value_BoxDeepLeft;value_EndType;value_ShirtPull/Holding;value_BlockedClearance;value_LowLeft;value_SixYardBlocked;value_Deflection;value_Diving;value_Collected;value_OverArm;value_CloseRight;value_SwerveRight;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_RecklessOffence;value_LowRight;value_ParriedSafe;value_CloseLeft;value_SetPiece;value_BlockedCross;value_BoxDeepRight;value_FreeKick;value_ByWall;value_Dissent;value_Weak;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Missed;value_Strong;value_Saved;value_MediumGkIntervention;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663788961;1;34;16;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-03-27T22:43:47.493Z;2024-03-27T23:36:54Z;[{'id': 4902112061, 'qualifierId': 59, 'value': '32, 23, 22, 8, 5, 20, 33, 10, 9, 58, 11, 3, 6, 12, 14, 15, 19, 71'}, {'id': 4902134805, 'qualifierId': 197, 'value': '23331'}, {'id': 4902112065, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902112761, 'qualifierId': 194, 'value': 'at2xv960peboe9spoag2kn21g'}, {'id': 4902112067, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902112063, 'qualifierId': 130, 'value': '4'}, {'id': 4902112059, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902112057, 'qualifierId': 30, 'value': 'ew3qxbn1ev1qv7wi0iwoc642c, exunlng0cgo9bpqh4x6jpxyax, 1h5rgsol19v1pcl5ksstrv9t6, 4cwccglaxz5sf71eptnj6kzfu, cpbyoj822ivx6qrqbkun1zr3d, 7e8xkqlux0myjc5cwtb7rega1, at2xv960peboe9spoag2kn21g, 5m8hxfvza21t4wfe6v0a18etw, a3eln6gas8765a3pn6ecqjvxm, adfocor2tbcmxo03ednm8vywa, 4hdai9za2ls03tjpcw0ahu5wq, 2d3dwhrtafkd1b8q1nzerqew9, 6zbb5xiauoixj3clxdgud8lxw, 9gk1m714ni2m8n26uybsgadey, 87nhafgkozygrd5f06ore0xzo, 7jaa504py8qcx30a2p1vgn8d0, 246vnjq690m4ju1wkfrezlql1, 82uh6ad46fvub9b0vfapw2vze'}];;;;bv499ycldstg0ayfhztnzahhw;Team set up;;23331,0;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;New York City II;0;;
2663789003;1;34;16;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-03-27T22:44:21.066Z;2024-03-27T23:56:00Z;[{'id': 4902112257, 'qualifierId': 30, 'value': 'bn7qfn71x24fjl5d8t4p97kve, 6sf0pdlzomnt3e1hlc4twyv4k, 7uk47vm92xsvwdofmw1ppawyy, 1cfm4ne1po0mld4bl37deg36c, eq98gflais2v26wgbkw9wrxg4, 9ijxde56q9ayy0v9kgt2osx04, cwyml9l4tfvb4ceh8tv3au0wk, duj699i9620tuf3ii9z06bqsq, 1d20nyyvmp0doobj6heejkowk, 1kuo66geyyz9gu2n39w0bvr4k, 3ei1s8oyub83owfxxbsygmsmi, 4k6c9nnzytq9qhc9uol64wg7o, 3mq1g1pyo3flkaorg9wqmfhuc, 51feywrm28vtce8hlntacbbe2, 1ni0mewxcbo26d1xxetkdy3ca, 8qkw6bkxcucb5jnsfotm816ac, 1p4rbf4wumfagv2ntlewdxey, 2a2b3vmmk7z5h7xyxojl8bdp0'}, {'id': 4902112269, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902112263, 'qualifierId': 59, 'value': '44, 38, 68, 32, 47, 61, 29, 42, 99, 20, 77, 37, 50, 60, 63, 67, 74, 91'}, {'id': 4902133109, 'qualifierId': 197, 'value': '19205'}, {'id': 4902112267, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4902112261, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4902112265, 'qualifierId': 130, 'value': '8'}, {'id': 4902133631, 'qualifierId': 194, 'value': '1d20nyyvmp0doobj6heejkowk'}];;;;bv499ycldstg0ayfhztnzahhw;Team set up;;19205,0;;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2663793605;2;32;1;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-03-27T23:37:16.624Z;2024-03-29T12:11:29Z;[{'id': 4902135209, 'qualifierId': 127, 'value': 'Right to Left'}];;;;bv499ycldstg0ayfhztnzahhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;0;0;Chattanooga;0;;
2663793603;2;32;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-03-27T23:37:16.624Z;2024-03-27T23:37:16Z;[{'id': 4902135207, 'qualifierId': 127, 'value': 'Left to Right'}];;;;bv499ycldstg0ayfhztnzahhw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;0;New York City II;0;;
2663793629;3;1;1;0;0;cwnjxlibb02fuh0vwgvac6h45;1;49,7;49,9;2024-03-27T23:37:16.625Z;2024-03-27T23:37:21Z;[{'id': 4902135313, 'qualifierId': 141, 'value': '41.0'}, {'id': 4902135319, 'qualifierId': 279, 'value': 'S'}, {'id': 4902135315, 'qualifierId': 212, 'value': '18.9'}, {'id': 4902135311, 'qualifierId': 140, 'value': '32.6'}, {'id': 4902135317, 'qualifierId': 213, 'value': '3.47'}, {'id': 4902135309, 'qualifierId': 56, 'value': 'Back'}];4cwccglaxz5sf71eptnj6kzfu;A. Jiménez;;bv499ycldstg0ayfhztnzahhw;Pass;;;;;;;;;;41,0;;18,9;32,6;3,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;32,6;41,0;;;;;;;;0;0;0;New York City II;0;MC;1,0
2663793647;4;1;1;0;4;cwnjxlibb02fuh0vwgvac6h45;0;33,9;38,2;2024-03-27T23:37:21.504Z;2024-03-28T00:30:54Z;[{'id': 4902135427, 'qualifierId': 140, 'value': '77.2'}, {'id': 4902135435, 'qualifierId': 1}, {'id': 4902135431, 'qualifierId': 212, 'value': '50.6'}, {'id': 4902135429, 'qualifierId': 141, 'value': '70.8'}, {'id': 4902135551, 'qualifierId': 157}, {'id': 4902135425, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902135433, 'qualifierId': 213, 'value': '0.45'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;bv499ycldstg0ayfhztnzahhw;Pass;;;;;;;;;;70,8;;50,6;77,2;0,45;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;77,2;70,8;;;;;;;;0;0;4;New York City II;4;DL;1,0
2663793649;3;4;1;0;10;6ddsx316t3j0z6nolrky9k4r8;1;27,2;33,4;2024-03-27T23:37:26.842Z;2024-03-28T00:27:32Z;[{'id': 4902135443, 'qualifierId': 13}, {'id': 4902135447, 'qualifierId': 152}, {'id': 4902170051, 'qualifierId': 294}, {'id': 4902135451, 'qualifierId': 285}, {'id': 4902135493, 'qualifierId': 233, 'value': '5'}, {'id': 4902135445, 'qualifierId': 56, 'value': 'Back'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;bv499ycldstg0ayfhztnzahhw;Foul;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;5,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;;0;0;10;Chattanooga;10;DL;1,0
2663793653;5;4;1;0;10;cwnjxlibb02fuh0vwgvac6h45;0;72,8;66,6;2024-03-27T23:37:26.843Z;2024-03-27T23:37:32Z;[{'id': 4902135491, 'qualifierId': 286}, {'id': 4902135485, 'qualifierId': 56, 'value': 'Center'}, {'id': 4902135481, 'qualifierId': 13}, {'id': 4902135509, 'qualifierId': 233, 'value': '3'}, {'id': 4902135483, 'qualifierId': 294}, {'id': 4902135489, 'qualifierId': 265}, {'id': 4902135487, 'qualifierId': 152}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;bv499ycldstg0ayfhztnzahhw;Foul;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;3,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;;0;0;10;New York City II;10;FW;1,0
2663793671;4;1;1;0;20;6ddsx316t3j0z6nolrky9k4r8;1;30,9;32,2;2024-03-27T23:37:37.621Z;2024-03-27T23:39:57Z;[{'id': 4902135625, 'qualifierId': 5}, {'id': 4902135637, 'qualifierId': 213, 'value': '1.94'}, {'id': 4902135633, 'qualifierId': 141, 'value': '56.6'}, {'id': 4902135627, 'qualifierId': 152}, {'id': 4902135635, 'qualifierId': 212, 'value': '17.8'}, {'id': 4902135631, 'qualifierId': 140, 'value': '24.7'}, {'id': 4902135629, 'qualifierId': 56, 'value': 'Back'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;bv499ycldstg0ayfhztnzahhw;Pass;;;;;;;;;;56,6;;17,8;24,7;1,94;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;24,7;56,6;;;;;;;;0;0;20;Chattanooga;20;MC;1,0
2663793693;5;1;1;0;23;6ddsx316t3j0z6nolrky9k4r8;1;24,7;56,6;2024-03-27T23:37:39.824Z;2024-03-27T23:37:46Z;[{'id': 4902135749, 'qualifierId': 212, 'value': '18.7'}, {'id': 4902135743, 'qualifierId': 56, 'value': 'Back'}, {'id': 4902135747, 'qualifierId': 141, 'value': '29.1'}, {'id': 4902135751, 'qualifierId': 213, 'value': '4.65'}, {'id': 4902135745, 'qualifierId': 140, 'value': '23.5'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;bv499ycldstg0ayfhztnzahhw;Pass;;;;;;;;;;29,1;;18,7;23,5;4,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;23,5;29,1;;;;;;;;0;0;23;Chattanooga;23;DC;1,0
