id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Captain;value_TeamFormation;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_PassEndX;value_Zone;value_PassEndY;value_AttemptedTackle;value_Foul;value_Direct;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_FreeKickTaken;value_Chipped;value_Launch;value_LongBall;value_TouchTypePass;value_NextEventThrowIn;value_ThrowIn;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_SwitchOfPlay;value_Cross;value_Assist;value_DrivenCross;value_IntentionalAssist;value_Straight;value_RightFooted;value_FirstTouch;value_GoalmouthZ;value_SmallBoxCentre;value_LowRight;value_BlockedY;value_BlockedX;value_Assisted;value_RegularPlay;value_RelatedEventId;value_GoalmouthY;value_BigChance;value_Deflection;value_ParriedDanger;value_Feet;value_LowGkIntervention;value_Diving;value_BlockedPass;value_HeadPass;value_NextEventGoalKick;value_GoalKick;value_High;value_NotVisible;value_IntendedTackleTarget;value_LayOff;value_DeletedEventType;value_Defensive1V1;value_TakeOnSpace;value_LeftFooted;value_Left;value_CornerTaken;value_GkY;value_IndividualPlay;value_OutOfBoxCentre;value_FromCorner;value_CloseLeft;value_GkX;value_Low;value_LastLine;value_TouchTypeControl;value_LowLeft;value_Hands;value_ParriedSafe;value_KeeperThrow;value_Right;value_OverhitCross;value_InSwinger;value_FloatedCross;value_Head;value_FlickOn;value_PlayersCaughtOffside;value_Indirect;value_OutSwinger;value_BlockedCross;value_HighGkIntervention;value_Blocked;value_DefBlock;value_GkXTimeOfGoal;value_HighLeft;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_SixYardBlocked;value_Volley;value_Standing;value_HighCentre;value_MisHit;value_BoxRight;value_DrinksBreak;value_RefereeDelay;value_Shove/Push;value_TacticalFoul;value_YellowCard;value_Injury;value_InjuredPlayerId;value_BoxLeft;value_OwnShotBlocked;value_NotPastGoalLine;value_CloseRight;value_SmallBoxRight;value_Minutes;value_AerialFoul;value_EndType;value_Overrun;value_LowCentre;value_TimeWasting;value_NotAssisted;value_CloseHigh;value_RecklessOffence;value_ThroughBall;value_1On1;value_Stooping;value_Collected;value_ShirtPull/Holding;value_MediumGkIntervention;value_LeadingToGoal;value_RelatedError1Id;value_HighRight;value_FantasyAssistType;value_OwnGoal;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistedBy;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695846173;275;1;1;21;13;cbip96wzs3jc2xadoluhhxotl;1;29,1;28,6;2024-06-12T23:24:17.443Z;2024-06-12T23:24:21Z;[{'id': 5076167073, 'qualifierId': 141, 'value': '35.2'}, {'id': 5076167077, 'qualifierId': 213, 'value': '0.35'}, {'id': 5076167075, 'qualifierId': 212, 'value': '13.0'}, {'id': 5076167071, 'qualifierId': 140, 'value': '40.7'}, {'id': 5076167069, 'qualifierId': 56, 'value': 'Back'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;0,35;13,0;40,7;;35,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;40,7;35,2;;;;;;;0;0;21;13;Sporting KC II;1273;DL;1,0
2695846177;276;1;1;21;17;cbip96wzs3jc2xadoluhhxotl;1;40,7;35,2;2024-06-12T23:24:21.460Z;2024-06-12T23:24:22Z;[{'id': 5076167089, 'qualifierId': 141, 'value': '63.4'}, {'id': 5076167093, 'qualifierId': 213, 'value': '1.35'}, {'id': 5076167091, 'qualifierId': 212, 'value': '19.7'}, {'id': 5076167087, 'qualifierId': 140, 'value': '44.8'}, {'id': 5076167085, 'qualifierId': 56, 'value': 'Back'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;1,35;19,7;44,8;;63,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;44,8;63,4;;;;;;;0;0;21;17;Sporting KC II;1277;MC;1,0
2695846191;277;1;1;21;19;cbip96wzs3jc2xadoluhhxotl;1;44,9;63,6;2024-06-12T23:24:22.675Z;2024-06-12T23:24:28Z;[{'id': 5076167151, 'qualifierId': 212, 'value': '19.4'}, {'id': 5076167147, 'qualifierId': 140, 'value': '27.4'}, {'id': 5076167145, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167149, 'qualifierId': 141, 'value': '72.6'}, {'id': 5076167153, 'qualifierId': 213, 'value': '2.82'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;2,82;19,4;27,4;;72,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;27,4;72,6;;;;;;;0;0;21;19;Sporting KC II;1279;FW;1,0
2695846203;278;1;1;21;24;cbip96wzs3jc2xadoluhhxotl;1;27,7;72,6;2024-06-12T23:24:27.875Z;2024-06-12T23:24:32Z;[{'id': 5076167207, 'qualifierId': 213, 'value': '4.71'}, {'id': 5076167203, 'qualifierId': 141, 'value': '36.7'}, {'id': 5076167199, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167205, 'qualifierId': 212, 'value': '24.4'}, {'id': 5076167201, 'qualifierId': 140, 'value': '27.7'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;4,71;24,4;27,7;;36,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;27,7;36,7;;;;;;;0;0;21;24;Sporting KC II;1284;DC;1,0
2695846217;279;1;1;21;28;cbip96wzs3jc2xadoluhhxotl;1;29,5;32,2;2024-06-12T23:24:32.403Z;2024-06-12T23:24:34Z;[{'id': 5076167269, 'qualifierId': 141, 'value': '10.3'}, {'id': 5076167267, 'qualifierId': 140, 'value': '30.6'}, {'id': 5076167265, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167273, 'qualifierId': 213, 'value': '4.79'}, {'id': 5076167271, 'qualifierId': 212, 'value': '14.9'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;4,79;14,9;30,6;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;30,6;10,3;;;;;;;0;0;21;28;Sporting KC II;1288;DL;1,0
2695846219;280;1;1;21;30;cbip96wzs3jc2xadoluhhxotl;1;30,6;10,3;2024-06-12T23:24:34.339Z;2024-06-12T23:24:35Z;[{'id': 5076167285, 'qualifierId': 213, 'value': '0.57'}, {'id': 5076167281, 'qualifierId': 141, 'value': '21.0'}, {'id': 5076167277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167283, 'qualifierId': 212, 'value': '13.5'}, {'id': 5076167279, 'qualifierId': 140, 'value': '41.4'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;0,57;13,5;41,4;;21,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;41,4;21,0;;;;;;;0;0;21;30;Sporting KC II;1290;DR;1,0
2695846229;281;1;1;21;31;cbip96wzs3jc2xadoluhhxotl;1;41,4;21,0;2024-06-12T23:24:35.075Z;2024-06-12T23:24:37Z;[{'id': 5076167333, 'qualifierId': 212, 'value': '13.8'}, {'id': 5076167329, 'qualifierId': 140, 'value': '37.5'}, {'id': 5076167335, 'qualifierId': 213, 'value': '4.41'}, {'id': 5076167331, 'qualifierId': 141, 'value': '1.6'}, {'id': 5076167327, 'qualifierId': 56, 'value': 'Back'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;4,41;13,8;37,5;;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;37,5;1,6;;;;;;;0;0;21;31;Sporting KC II;1291;MC;1,0
2695846237;282;1;1;21;34;cbip96wzs3jc2xadoluhhxotl;1;37,5;1,6;2024-06-12T23:24:37.747Z;2024-06-12T23:24:39Z;[{'id': 5076167379, 'qualifierId': 141, 'value': '7.9'}, {'id': 5076167377, 'qualifierId': 140, 'value': '25.6'}, {'id': 5076167375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167383, 'qualifierId': 213, 'value': '2.81'}, {'id': 5076167381, 'qualifierId': 212, 'value': '13.2'}];7ditqci7td8u4wj4dmirr3qzu;B. Redžić;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;2,81;13,2;25,6;;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;25,6;7,9;;;;;;;0;0;21;34;Sporting KC II;1294;FW;1,0
2695846245;283;1;1;21;35;cbip96wzs3jc2xadoluhhxotl;1;25,6;7,9;2024-06-12T23:24:39.364Z;2024-06-12T23:24:41Z;[{'id': 5076167427, 'qualifierId': 213, 'value': '1.81'}, {'id': 5076167423, 'qualifierId': 141, 'value': '32.5'}, {'id': 5076167419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167425, 'qualifierId': 212, 'value': '17.2'}, {'id': 5076167421, 'qualifierId': 140, 'value': '21.7'}];48vc423tkz4mx7oql1ahqneac;O. Alba;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;1,81;17,2;21,7;;32,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;21,7;32,5;;;;;;;0;0;21;35;Sporting KC II;1295;DR;1,0
2695846259;284;1;1;21;37;cbip96wzs3jc2xadoluhhxotl;1;24,0;36,3;2024-06-12T23:24:41.123Z;2024-06-12T23:24:44Z;[{'id': 5076167509, 'qualifierId': 212, 'value': '20.7'}, {'id': 5076167503, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167511, 'qualifierId': 213, 'value': '1.64'}, {'id': 5076167505, 'qualifierId': 140, 'value': '22.7'}, {'id': 5076167507, 'qualifierId': 141, 'value': '66.7'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;1,64;20,7;22,7;;66,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;22,7;66,7;;;;;;;0;0;21;37;Sporting KC II;1297;DL;1,0
2695846271;285;1;1;21;40;cbip96wzs3jc2xadoluhhxotl;1;26,4;70,2;2024-06-12T23:24:44.627Z;2024-06-12T23:24:49Z;[{'id': 5076167559, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167561, 'qualifierId': 140, 'value': '36.8'}, {'id': 5076167565, 'qualifierId': 212, 'value': '10.9'}, {'id': 5076167563, 'qualifierId': 141, 'value': '69.6'}, {'id': 5076167567, 'qualifierId': 213, 'value': '6.25'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;6,25;10,9;36,8;;69,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;36,8;69,6;;;;;;;0;0;21;40;Sporting KC II;1300;DC;1,0
2695846277;286;1;1;21;45;cbip96wzs3jc2xadoluhhxotl;1;42,2;72,1;2024-06-12T23:24:48.931Z;2024-06-12T23:24:50Z;[{'id': 5076167601, 'qualifierId': 56, 'value': 'Left'}, {'id': 5076167607, 'qualifierId': 212, 'value': '23.6'}, {'id': 5076167605, 'qualifierId': 141, 'value': '95.1'}, {'id': 5076167609, 'qualifierId': 213, 'value': '0.73'}, {'id': 5076167603, 'qualifierId': 140, 'value': '59.0'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;0,73;23,6;59,0;;95,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;59,0;95,1;;;;;;;0;0;21;45;Sporting KC II;1305;FW;1,0
2695846285;287;1;1;21;46;cbip96wzs3jc2xadoluhhxotl;0;59,0;95,1;2024-06-12T23:24:50.179Z;2024-06-12T23:24:53Z;[{'id': 5076167663, 'qualifierId': 213, 'value': '6.00'}, {'id': 5076167661, 'qualifierId': 212, 'value': '23.5'}, {'id': 5076167659, 'qualifierId': 141, 'value': '85.4'}, {'id': 5076167657, 'qualifierId': 140, 'value': '80.5'}, {'id': 5076167655, 'qualifierId': 56, 'value': 'Left'}];asy97zdxk0352toy38huzk222;T. Silva;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;6,0;23,5;80,5;;85,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;80,5;85,4;;;;;;;0;0;21;46;Sporting KC II;1306;DC;1,0
2695846289;142;12;1;21;51;7fbej4xwoq4imaf5l39304m37;1;19,3;12,5;2024-06-12T23:24:54.678Z;2024-06-12T23:24:56Z;[{'id': 5076167673, 'qualifierId': 213, 'value': '4.69'}, {'id': 5076167683, 'qualifierId': 167}, {'id': 5076167669, 'qualifierId': 141, 'value': '0.0'}, {'id': 5076167671, 'qualifierId': 212, 'value': '9.0'}, {'id': 5076167667, 'qualifierId': 140, 'value': '19.1'}, {'id': 5076167665, 'qualifierId': 56, 'value': 'Back'}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;ddw7sdx4a8bna2avk5jn5ah3o;Clearance;;;;;;;;;;;4,69;9,0;19,1;;0,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;19,1;0,0;;;;;;;0;0;21;51;Real Monarchs;1311;DL;1,0
2695846291;143;5;1;21;51;7fbej4xwoq4imaf5l39304m37;0;20,5;-0,8;2024-06-12T23:24:55.027Z;2024-06-12T23:29:54Z;[{'id': 5076167689, 'qualifierId': 233, 'value': '288'}, {'id': 5076167675, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167677, 'qualifierId': 347}];1wa60ccrpw2zqguj4ayeeacyc;D. Montoute;;;ddw7sdx4a8bna2avk5jn5ah3o;Out;;;;;;;;;;;;;;;;;;;;288,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;21;51;Real Monarchs;1311;DL;1,0
2695846293;288;5;1;21;51;cbip96wzs3jc2xadoluhhxotl;1;79,5;100,8;2024-06-12T23:24:55.027Z;2024-06-12T23:24:56Z;[{'id': 5076167685, 'qualifierId': 233, 'value': '143'}, {'id': 5076167681, 'qualifierId': 347}, {'id': 5076167679, 'qualifierId': 56, 'value': 'Left'}];asy97zdxk0352toy38huzk222;T. Silva;;;ddw7sdx4a8bna2avk5jn5ah3o;Out;;;;;;;;;;;;;;;;;;;;143,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;21;51;Sporting KC II;1311;DC;1,0
2695846295;289;1;1;21;52;cbip96wzs3jc2xadoluhhxotl;0;78,2;100,0;2024-06-12T23:24:55.779Z;2024-06-12T23:24:57Z;[{'id': 5076167701, 'qualifierId': 212, 'value': '23.9'}, {'id': 5076167703, 'qualifierId': 213, 'value': '4.55'}, {'id': 5076167705, 'qualifierId': 1}, {'id': 5076167697, 'qualifierId': 140, 'value': '74.6'}, {'id': 5076167693, 'qualifierId': 107}, {'id': 5076167695, 'qualifierId': 56, 'value': 'Center'}, {'id': 5076167699, 'qualifierId': 141, 'value': '66.3'}];asy97zdxk0352toy38huzk222;T. Silva;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;4,55;23,9;74,6;;66,3;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;74,6;66,3;;;;;;;0;0;21;52;Sporting KC II;1312;DC;1,0
2695846303;144;1;1;21;55;7fbej4xwoq4imaf5l39304m37;0;28,1;35,5;2024-06-12T23:24:59.269Z;2024-06-12T23:25:00Z;[{'id': 5076167771, 'qualifierId': 1}, {'id': 5076167765, 'qualifierId': 141, 'value': '20.9'}, {'id': 5076167767, 'qualifierId': 212, 'value': '10.5'}, {'id': 5076167761, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167759, 'qualifierId': 157}, {'id': 5076167763, 'qualifierId': 140, 'value': '31.4'}, {'id': 5076167769, 'qualifierId': 213, 'value': '5.05'}];a8ngovgs2qfu5udzb97kelg16;E. Bryant;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;5,05;10,5;31,4;;20,9;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;31,4;20,9;;;;;;;0;0;21;55;Real Monarchs;1315;MC;1,0
2695846307;290;50;1;21;59;cbip96wzs3jc2xadoluhhxotl;1;65,7;80,1;2024-06-12T23:25:02.917Z;2024-06-12T23:25:04Z;[{'id': 5076167803, 'qualifierId': 56, 'value': 'Left'}, {'id': 5076167815, 'qualifierId': 233, 'value': '145'}, {'id': 5076167805, 'qualifierId': 286}];bxnegxnynd1glae8g0vfigfvu;N. Caliskan;;;ddw7sdx4a8bna2avk5jn5ah3o;Dispossessed;;;;;;;;;;;;;;;;;;;1,0;145,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;0;0;21;59;Sporting KC II;1319;MC;1,0
2695846309;145;7;1;21;59;7fbej4xwoq4imaf5l39304m37;0;34,3;19,9;2024-06-12T23:25:02.918Z;2024-06-16T08:09:21Z;[{'id': 5076167811, 'qualifierId': 233, 'value': '290'}, {'id': 5076167809, 'qualifierId': 285}, {'id': 5076167807, 'qualifierId': 56, 'value': 'Back'}, {'id': 5079143647, 'qualifierId': 385}];1pm343qga3zwdbrjngpeqhtnu;J. Swallen;;;ddw7sdx4a8bna2avk5jn5ah3o;Tackle;;;;;;;;;;;;;;;;;;;;290,0;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;21;59;Real Monarchs;1319;MC;1,0
2695846317;291;1;1;22;0;cbip96wzs3jc2xadoluhhxotl;1;60,9;80,6;2024-06-12T23:25:04.563Z;2024-06-12T23:25:08Z;[{'id': 5076167855, 'qualifierId': 213, 'value': '2.99'}, {'id': 5076167847, 'qualifierId': 56, 'value': 'Back'}, {'id': 5076167851, 'qualifierId': 141, 'value': '84.8'}, {'id': 5076167853, 'qualifierId': 212, 'value': '18.9'}, {'id': 5076167849, 'qualifierId': 140, 'value': '43.1'}];17x0wwjg47boyx7jua6vqf0gk;M. Bell;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;2,99;18,9;43,1;;84,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;43,1;84,8;;;;;;;0;0;22;0;Sporting KC II;1320;FW;1,0
2695846329;292;1;1;22;4;cbip96wzs3jc2xadoluhhxotl;1;41,4;82,9;2024-06-12T23:25:08.083Z;2024-06-12T23:25:12Z;[{'id': 5076167923, 'qualifierId': 213, 'value': '4.86'}, {'id': 5076167919, 'qualifierId': 141, 'value': '57.2'}, {'id': 5076167917, 'qualifierId': 140, 'value': '43.8'}, {'id': 5076167921, 'qualifierId': 212, 'value': '17.7'}, {'id': 5076167915, 'qualifierId': 56, 'value': 'Back'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;4,86;17,7;43,8;;57,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;43,8;57,2;;;;;;;0;0;22;4;Sporting KC II;1324;DC;1,0
2695846337;293;1;1;22;8;cbip96wzs3jc2xadoluhhxotl;1;43,8;57,2;2024-06-12T23:25:12.099Z;2024-06-12T23:25:15Z;[{'id': 5076167971, 'qualifierId': 212, 'value': '13.2'}, {'id': 5076167973, 'qualifierId': 213, 'value': '0.12'}, {'id': 5076167967, 'qualifierId': 140, 'value': '56.3'}, {'id': 5076167965, 'qualifierId': 56, 'value': 'Center'}, {'id': 5076167969, 'qualifierId': 141, 'value': '59.6'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ddw7sdx4a8bna2avk5jn5ah3o;Pass;;;;;;;;;;;0,12;13,2;56,3;;59,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;56,3;59,6;;;;;;;0;0;22;8;Sporting KC II;1328;MC;1,0
