id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_JerseyNumber;value_TeamFormation;value_Resume;value_Captain;value_Involved;value_DirectionOfPlay;value_Angle;value_PassEndX;value_Zone;value_PassEndY;value_Length;value_KickOff;value_TouchTypePass;value_LongBall;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_TouchTypeClearance;value_Chipped;value_HeadPass;value_Launch;value_Assist;value_GoalmouthZ;value_IndividualPlay;value_OutOfBoxCentre;value_GkY;value_RegularPlay;value_FirstTouch;value_GkX;value_RightFooted;value_Assisted;value_RelatedEventId;value_GoalmouthY;value_High;value_Foul;value_AttemptedTackle;value_Offensive;value_Direct;value_Defensive;value_FreeKickTaken;value_NotVisible;value_OutSwinger;value_Cross;value_NextEventGoalKick;value_GoalKick;value_IntendedTackleTarget;value_LeftFooted;value_Left;value_DeletedEventType;value_IntentionalAssist;value_CornerTaken;value_InSwinger;value_FromCorner;value_Head;value_BoxCentre;value_Low;value_BlockedPass;value_FlickOn;value_LayOff;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_TakeOnSpace;value_TouchTypeControl;value_BlockedCross;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_BlockedX;value_Blocked;value_BlockedY;value_LowLeft;value_DefBlock;value_Right;value_RecklessOffence;value_YellowCard;value_Overrun;value_TakeOnOvertake;value_NotPastGoalLine;value_OutOnSideline;value_NotAssisted;value_ShirtPull/Holding;value_LowCentre;value_SmallBoxRight;value_Stooping;value_Collected;value_Hands;value_Weak;value_Volley;value_MisHit;value_BoxLeft;value_CloseLeft;value_HighRight;value_AerialFoul;value_GkKickFromHands;value_Minutes;value_EndType;value_HighCentre;value_HighGkIntervention;value_Standing;value_SixYardBlocked;value_SmallBoxCentre;value_BoxDeepRight;value_LowRight;value_BigChance;value_Diving;value_ParriedSafe;value_OverhitCross;value_PullBack;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Handball;value_HighClaim;value_Defensive1V1;value_TacticalFoul;value_LastLine;value_PersistentInfringement;value_SavedOffLine;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_TimeWasting;value_GkHoof;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_Scored;value_Shove/Push;value_MediumGkIntervention;value_SwerveLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2683432023;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-05-05T18:08:14.419Z;2024-05-05T19:07:25Z;[{'id': 5008288647, 'qualifierId': 197, 'value': '23610'}, {'id': 5008288639, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5008288645, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5008288641, 'qualifierId': 59, 'value': '76, 58, 39, 22, 44, 42, 88, 41, 25, 45, 56, 30, 38, 55, 62, 77, 98, 61, 64'}, {'id': 5008288643, 'qualifierId': 130, 'value': '23'}, {'id': 5008288649, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5008370247, 'qualifierId': 194, 'value': 'cbpm8k301adrmft5fd0kaeiuh'}, {'id': 5008288637, 'qualifierId': 30, 'value': '2y9o7d8tm1f8fnp6jewxzifis, 872ifpo3qufi9vv9vy7ty6uj8, 2qz3ojbfedl8psp1tvq0183ro, 81w1fqi66z0ibawynhraybaxg, 3h4x6eh6zkcaww4g6rhkwpbf8, 5aszabja459117mqykvfpajh0, cbpm8k301adrmft5fd0kaeiuh, 45v94x6b8g7n4xa3lsfdp6pzo, 6t625vlq8y9po4hbvz97qx6ok, de6bz3uyz5ta17f0jnnfhzims, 7bodno8j3qjiqp9wy8kobwmqc, 15v2azulwhof0p216i7bjp250, cjhjwaelyypl3ca9gpzu61vys, 434xf7moiduhzy9ivp7jxr10, sqm6jwnogmzp7u7rsv3rtel0, 9j3va21w5i9ypf8qmt4g1vggk, c59pt9nvdpxlp6xvs78un16hg, 6rm114588bj7ro7639d8l4qvo, 9pii3knag9qjpbpckfj97vuac'}];;;;;cmzazv6jju4iu05rfh8wz95as;Team set up;23610,0;;;;23,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;0;Huntsville City;0;;
2683434313;1;34;16;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-05-05T18:11:07.226Z;2024-05-05T18:33:26Z;[{'id': 5008301399, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5008368705, 'qualifierId': 197, 'value': '18771'}, {'id': 5008368703, 'qualifierId': 194, 'value': 'dz7v9xfcwdvjioeyv4z54neqy'}, {'id': 5008301393, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5008301401, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5008301395, 'qualifierId': 59, 'value': '67, 5, 25, 22, 40, 2, 7, 8, 77, 10, 17, 1, 3, 6, 19, 23, 24, 47, 99'}, {'id': 5008301391, 'qualifierId': 30, 'value': 'efek04gkkjjwr6vo2mi008dm, 6jzijlp0e2w4qjan9eto35wd0, bmax1bmduvrpp0lfh4do0yj9w, 6srpw77ejl3bf4v8e2m7z0kd0, 42zmyz1t6mqap5pyfqxiaadqs, d9cioqeofh2tfg3171r5nlb10, d67mnqsp2nri79bpvblsufbis, 6z58yyouaevipxrmrmorcz0no, 6prn3rxp49rsfl8mxq2tqzf9w, 6qe888q8yqq73bxr27jbyu2hg, dz7v9xfcwdvjioeyv4z54neqy, 2mmciwk6gllcf11plcch710yc, 9ncybediodv8share9pox2kno, 5myzzter0uza8ro6hwbqxyntg, b9f1pwdmp99p5penlqwuwcjkk, 3pzd87cugi2uj8hhzgre6od1w, bshus335cwlnpdzl7ct1gpn9w, 1kr4ax5uy3f9gbjzr34u0svf8, 8bvwbem3nusjso8jxzrlhbi8k'}, {'id': 5008301397, 'qualifierId': 130, 'value': '4'}];;;;;cmzazv6jju4iu05rfh8wz95as;Team set up;18771,0;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2683461581;2;32;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-05-05T19:03:46.109Z;2024-05-05T19:03:47Z;[{'id': 5008452761, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;cmzazv6jju4iu05rfh8wz95as;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;0;0;Philadelphia Union II;0;;
2683461573;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-05-05T19:03:46.109Z;2024-05-12T07:49:36Z;[{'id': 5008452727, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;cmzazv6jju4iu05rfh8wz95as;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;0;Huntsville City;0;;
2683461627;3;1;1;0;0;4gymgvqmve0m2vh89v84tt3x0;1;49,8;49,9;2024-05-05T19:03:46.110Z;2024-05-05T20:04:01Z;[{'id': 5008452999, 'qualifierId': 213, 'value': '3.16'}, {'id': 5008452993, 'qualifierId': 140, 'value': '41.7'}, {'id': 5008452991, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008452995, 'qualifierId': 141, 'value': '49.7'}, {'id': 5008452997, 'qualifierId': 212, 'value': '8.5'}, {'id': 5008453001, 'qualifierId': 279, 'value': 'S'}];6prn3rxp49rsfl8mxq2tqzf9w;A. Sipic;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;3,16;41,7;;49,7;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;41,7;49,7;;;;;;;;0;0;0;Philadelphia Union II;0;FW;1,0
2683536397;937;1;1;0;2;4gymgvqmve0m2vh89v84tt3x0;1;42,4;49,6;2024-05-05T19:03:48.109Z;2024-05-05T21:04:01Z;[{'id': 5008871027, 'qualifierId': 56, 'value': 'Center'}, {'id': 5008871033, 'qualifierId': 212, 'value': '12.7'}, {'id': 5008871031, 'qualifierId': 141, 'value': '49.7'}, {'id': 5008871035, 'qualifierId': 213, 'value': '0.01'}, {'id': 5008871029, 'qualifierId': 140, 'value': '54.5'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;0,01;54,5;;49,7;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;54,5;49,7;;;;;;;;0;0;2;Philadelphia Union II;2;MC;1,0
2683461633;4;1;1;0;4;4gymgvqmve0m2vh89v84tt3x0;0;54,0;48,5;2024-05-05T19:03:50.900Z;2024-05-05T21:04:06Z;[{'id': 5008453027, 'qualifierId': 141, 'value': '58.3'}, {'id': 5008453029, 'qualifierId': 212, 'value': '6.7'}, {'id': 5008453025, 'qualifierId': 140, 'value': '53.7'}, {'id': 5008453023, 'qualifierId': 56, 'value': 'Center'}, {'id': 5008453031, 'qualifierId': 213, 'value': '1.62'}];6prn3rxp49rsfl8mxq2tqzf9w;A. Sipic;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;1,62;53,7;;58,3;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;53,7;58,3;;;;;;;;0;0;4;Philadelphia Union II;4;FW;1,0
2683461641;3;49;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;1;41,7;45,0;2024-05-05T19:03:51.064Z;2024-05-12T07:49:53Z;[];de6bz3uyz5ta17f0jnnfhzims;L. Soria;;;cmzazv6jju4iu05rfh8wz95as;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;0;4;Huntsville City;4;;1,0
2683463853;40;1;1;0;5;1zgjjyruyufrkh4xjvryqsb1i;1;42,8;45,1;2024-05-05T19:03:51.926Z;2024-05-05T20:03:56Z;[{'id': 5008465361, 'qualifierId': 141, 'value': '50.3'}, {'id': 5008465365, 'qualifierId': 213, 'value': '2.76'}, {'id': 5008465363, 'qualifierId': 212, 'value': '9.5'}, {'id': 5008465357, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008465359, 'qualifierId': 140, 'value': '34.4'}];de6bz3uyz5ta17f0jnnfhzims;L. Soria;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;2,76;34,4;;50,3;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;34,4;50,3;;;;;;;;0;0;5;Huntsville City;5;;1,0
2683461679;4;1;1;0;6;1zgjjyruyufrkh4xjvryqsb1i;1;37,8;52,5;2024-05-05T19:03:52.416Z;2024-05-05T19:03:54Z;[{'id': 5008453263, 'qualifierId': 140, 'value': '44.4'}, {'id': 5008453261, 'qualifierId': 56, 'value': 'Back'}, {'id': 5008453265, 'qualifierId': 141, 'value': '79.7'}, {'id': 5008453269, 'qualifierId': 213, 'value': '1.21'}, {'id': 5008453267, 'qualifierId': 212, 'value': '19.8'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;cmzazv6jju4iu05rfh8wz95as;Pass;;;;;;;;;;1,21;44,4;;79,7;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;44,4;79,7;;;;;;;;0;0;6;Huntsville City;6;;1,0
