id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_Involved;value_TeamFormation;value_Captain;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_Zone;value_PassEndY;value_PassEndX;value_LongBall;value_Chipped;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_TakeOnSpace;value_Defensive;value_Offensive;value_Head;value_TouchTypeControl;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_Assist;value_RegularPlay;value_IntentionalAssist;value_RightFooted;value_GoalShotGameClock;value_LowLeft;value_IndividualPlay;value_GkX;value_GoalmouthZ;value_GoalmouthY;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_Assisted;value_BoxRight;value_GkYTimeOfGoal;value_GkY;value_RelatedEventId;value_OutOfPlay;value_TouchTypeClearance;value_BlockedY;value_LeftFooted;value_BoxLeft;value_BlockedX;value_ParriedSafe;value_LowGkIntervention;value_Sliding;value_Feet;value_Left;value_InSwinger;value_CornerTaken;value_Cross;value_OutSwinger;value_HeadPass;value_BlockedPass;value_Launch;value_BlockedCross;value_Right;value_Overrun;value_TakeOnOvertake;value_Direct;value_Foul;value_AttemptedTackle;value_FreeKickTaken;value_LayOff;value_Blocked;value_DefBlock;value_LowCentre;value_NotAssisted;value_BoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_TouchTypePass;value_ThroughBall;value_FirstTouch;value_MisHit;value_KeeperThrow;value_Shove/Push;value_High;value_FromCorner;value_CloseRight;value_HighRight;value_FastBreak;value_PullBack;value_Volley;value_HighCentre;value_HitWoodwork;value_HitBar;value_HighGkIntervention;value_Hands;value_Diving;value_NotVisible;value_PlayersCaughtOffside;value_Indirect;value_DrivenCross;value_Straight;value_YellowCard;value_RecklessOffence;value_LowRight;value_OutOfBoxCentre;value_SetPiece;value_CloseRightAndHigh;value_OutOfBoxLeft;value_FreeKick;value_BigChance;value_ShirtPull/Holding;value_ParriedDanger;value_Stooping;value_CloseHigh;value_Minutes;value_CloseLeft;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_SwitchOfPlay;value_OwnPlayer;value_OwnShotBlocked;value_HighLeft;value_OverhitCross;value_MediumGkIntervention;value_Deflection;value_Collected;value_Standing;value_Injury;value_InjuredPlayerId;value_ProfessionalFoulLastMan;value_RedCard;value_ByWall;value_CaptainChange;value_Argument;value_SecondYellow;value_HighClaim;value_GkKickFromHands;value_Weak;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Saved;value_Scored;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2715906305;75;1;1;9;48;8o8m08he36u0j4w08aj2iodn8;1;6,2;44,0;2024-08-31T22:13:59.651Z;2024-08-31T22:14:03Z;[{'id': 5186829443, 'qualifierId': 140, 'value': '34.3'}, {'id': 5186829447, 'qualifierId': 212, 'value': '30.6'}, {'id': 5186829441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186829449, 'qualifierId': 213, 'value': '6.01'}, {'id': 5186829439, 'qualifierId': 155}, {'id': 5186829445, 'qualifierId': 141, 'value': '31.9'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;6,01;30,6;;31,9;34,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;34,3;31,9;;;;;;;;0;9;48;New England II;588;GK;1,0
2715906337;76;1;1;9;52;8o8m08he36u0j4w08aj2iodn8;1;38,2;45,7;2024-08-31T22:14:03.059Z;2024-08-31T22:14:06Z;[{'id': 5186829545, 'qualifierId': 141, 'value': '73.6'}, {'id': 5186829547, 'qualifierId': 212, 'value': '23.3'}, {'id': 5186829543, 'qualifierId': 140, 'value': '51.0'}, {'id': 5186829549, 'qualifierId': 213, 'value': '0.95'}, {'id': 5186829541, 'qualifierId': 56, 'value': 'Center'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;0,95;23,3;;73,6;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;51,0;73,6;;;;;;;;0;9;52;New England II;592;MR;1,0
2715906383;77;1;1;9;55;8o8m08he36u0j4w08aj2iodn8;0;60,3;66,3;2024-08-31T22:14:05.923Z;2024-08-31T22:14:09Z;[{'id': 5186829695, 'qualifierId': 140, 'value': '90.5'}, {'id': 5186829697, 'qualifierId': 141, 'value': '63.3'}, {'id': 5186829701, 'qualifierId': 213, 'value': '6.22'}, {'id': 5186829693, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186829699, 'qualifierId': 212, 'value': '31.8'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;6,22;31,8;;63,3;90,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;90,5;63,3;;;;;;;;0;9;55;New England II;595;MC;1,0
2715906389;119;49;1;9;59;csntc7hucmo21gknxc5y0kc4q;1;11,5;38,1;2024-08-31T22:14:09.807Z;2024-08-31T22:14:09Z;[];opnutov04c33y3gq2fjpkaac;J. Gunn;;;ezmpkwr3ho4lf1c0zk3tezehg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;9;59;Chicago Fire II;599;GK;1,0
2715906449;120;1;1;10;2;csntc7hucmo21gknxc5y0kc4q;1;10,8;40,7;2024-08-31T22:14:13.391Z;2024-08-31T22:14:15Z;[{'id': 5186830041, 'qualifierId': 212, 'value': '18.0'}, {'id': 5186830035, 'qualifierId': 140, 'value': '27.9'}, {'id': 5186830043, 'qualifierId': 213, 'value': '0.01'}, {'id': 5186830033, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186830037, 'qualifierId': 141, 'value': '41.0'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;0,01;18,0;;41,0;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;27,9;41,0;;;;;;;;0;10;2;Chicago Fire II;602;GK;1,0
2715906517;121;1;1;10;4;csntc7hucmo21gknxc5y0kc4q;1;27,9;41,0;2024-08-31T22:14:15.423Z;2024-08-31T22:14:22Z;[{'id': 5186830419, 'qualifierId': 141, 'value': '8.1'}, {'id': 5186830423, 'qualifierId': 213, 'value': '4.76'}, {'id': 5186830417, 'qualifierId': 140, 'value': '28.9'}, {'id': 5186830421, 'qualifierId': 212, 'value': '22.4'}, {'id': 5186830415, 'qualifierId': 56, 'value': 'Back'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;4,76;22,4;;8,1;28,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;28,9;8,1;;;;;;;;0;10;4;Chicago Fire II;604;MC;1,0
2715906563;122;1;1;10;11;csntc7hucmo21gknxc5y0kc4q;1;27,3;24,7;2024-08-31T22:14:22.032Z;2024-08-31T22:14:27Z;[{'id': 5186830653, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186830669, 'qualifierId': 213, 'value': '2.52'}, {'id': 5186830655, 'qualifierId': 140, 'value': '8.3'}, {'id': 5186830659, 'qualifierId': 141, 'value': '45.8'}, {'id': 5186830663, 'qualifierId': 212, 'value': '24.6'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;2,52;24,6;;45,8;8,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;8,3;45,8;;;;;;;;0;10;11;Chicago Fire II;611;DR;1,0
2715906571;123;1;1;10;16;csntc7hucmo21gknxc5y0kc4q;1;10,8;47,4;2024-08-31T22:14:26.879Z;2024-08-31T22:14:28Z;[{'id': 5186830709, 'qualifierId': 213, 'value': '6.19'}, {'id': 5186830701, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186830703, 'qualifierId': 140, 'value': '22.4'}, {'id': 5186830707, 'qualifierId': 212, 'value': '12.2'}, {'id': 5186830705, 'qualifierId': 141, 'value': '45.7'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;6,19;12,2;;45,7;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;22,4;45,7;;;;;;;;0;10;16;Chicago Fire II;616;GK;1,0
2715906583;124;1;1;10;17;csntc7hucmo21gknxc5y0kc4q;1;22,4;45,7;2024-08-31T22:14:28.654Z;2024-08-31T22:14:30Z;[{'id': 5186830783, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186830787, 'qualifierId': 140, 'value': '10.5'}, {'id': 5186830799, 'qualifierId': 213, 'value': '3.76'}, {'id': 5186830791, 'qualifierId': 141, 'value': '32.5'}, {'id': 5186830795, 'qualifierId': 212, 'value': '15.4'}, {'id': 5186830819, 'qualifierId': 156}];et772m1f5cqceeffckpnty1p0;E. Klein;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;3,76;15,4;;32,5;10,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;10,5;32,5;;;;;;;;0;10;17;Chicago Fire II;617;MC;1,0
2715906623;125;1;1;10;22;csntc7hucmo21gknxc5y0kc4q;1;20,5;24,1;2024-08-31T22:14:33.102Z;2024-08-31T22:14:35Z;[{'id': 5186830995, 'qualifierId': 212, 'value': '18.9'}, {'id': 5186830989, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186830991, 'qualifierId': 140, 'value': '5.7'}, {'id': 5186830997, 'qualifierId': 213, 'value': '2.53'}, {'id': 5186830993, 'qualifierId': 141, 'value': '40.0'}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;2,53;18,9;;40,0;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;5,7;40,0;;;;;;;;0;10;22;Chicago Fire II;622;DL;1,0
2715906637;126;1;1;10;24;csntc7hucmo21gknxc5y0kc4q;1;5,7;40,0;2024-08-31T22:14:35.407Z;2024-08-31T22:14:37Z;[{'id': 5186831047, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186831055, 'qualifierId': 213, 'value': '6.14'}, {'id': 5186831053, 'qualifierId': 212, 'value': '12.7'}, {'id': 5186831051, 'qualifierId': 141, 'value': '37.4'}, {'id': 5186831049, 'qualifierId': 140, 'value': '17.7'}];opnutov04c33y3gq2fjpkaac;J. Gunn;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;6,14;12,7;;37,4;17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;17,7;37,4;;;;;;;;0;10;24;Chicago Fire II;624;GK;1,0
2715906655;127;1;1;10;26;csntc7hucmo21gknxc5y0kc4q;1;17,7;37,4;2024-08-31T22:14:37.520Z;2024-08-31T22:14:39Z;[{'id': 5186831147, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186831157, 'qualifierId': 212, 'value': '15.6'}, {'id': 5186831153, 'qualifierId': 141, 'value': '17.3'}, {'id': 5186831159, 'qualifierId': 213, 'value': '4.21'}, {'id': 5186831149, 'qualifierId': 140, 'value': '10.6'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;4,21;15,6;;17,3;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;10,6;17,3;;;;;;;;0;10;26;Chicago Fire II;626;MC;1,0
2715906663;128;1;1;10;28;csntc7hucmo21gknxc5y0kc4q;0;10,0;15,7;2024-08-31T22:14:39.103Z;2024-08-31T22:14:40Z;[{'id': 5186831187, 'qualifierId': 140, 'value': '13.4'}, {'id': 5186831231, 'qualifierId': 236}, {'id': 5186831193, 'qualifierId': 213, 'value': '5.95'}, {'id': 5186831237, 'qualifierId': 286}, {'id': 5186831185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186831191, 'qualifierId': 212, 'value': '3.8'}, {'id': 5186831189, 'qualifierId': 141, 'value': '13.9'}, {'id': 5186831233, 'qualifierId': 233, 'value': '78'}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;5,95;3,8;;13,9;13,4;;;;78,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;13,4;13,9;;;;;;;;0;10;28;Chicago Fire II;628;DL;1,0
2715906669;78;74;1;10;28;8o8m08he36u0j4w08aj2iodn8;1;87,0;90,2;2024-08-31T22:14:39.104Z;2024-08-31T22:51:36Z;[{'id': 5186831227, 'qualifierId': 285}, {'id': 5186831225, 'qualifierId': 56, 'value': 'Left'}, {'id': 5186831239, 'qualifierId': 233, 'value': '128'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;ezmpkwr3ho4lf1c0zk3tezehg;Blocked Pass;;;;;;;;;;;;;;;;;;;128,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;10;28;New England II;628;FW;1,0
2715906681;79;5;1;10;29;8o8m08he36u0j4w08aj2iodn8;0;87,4;101,0;2024-08-31T22:14:40.720Z;2024-08-31T23:00:52Z;[{'id': 5186832257, 'qualifierId': 233, 'value': '129'}, {'id': 5186831327, 'qualifierId': 347}, {'id': 5186831325, 'qualifierId': 56, 'value': 'Left'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;ezmpkwr3ho4lf1c0zk3tezehg;Out;;;;;;;;;;;;;;;;;;;129,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;10;29;New England II;629;FW;1,0
2715906843;129;5;1;10;29;csntc7hucmo21gknxc5y0kc4q;1;12,6;-1,0;2024-08-31T22:14:40.720Z;2024-08-31T23:00:52Z;[{'id': 5186832191, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186832193, 'qualifierId': 347}, {'id': 5186832227, 'qualifierId': 233, 'value': '79'}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;ezmpkwr3ho4lf1c0zk3tezehg;Out;;;;;;;;;;;;;;;;;;;79,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;10;29;Chicago Fire II;629;DL;1,0
2715906897;130;1;1;10;50;csntc7hucmo21gknxc5y0kc4q;1;17,2;0,0;2024-08-31T22:15:01.230Z;2024-08-31T22:15:06Z;[{'id': 5186832463, 'qualifierId': 107}, {'id': 5186832471, 'qualifierId': 212, 'value': '17.1'}, {'id': 5186832467, 'qualifierId': 140, 'value': '29.0'}, {'id': 5186832469, 'qualifierId': 141, 'value': '16.0'}, {'id': 5186832465, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186832473, 'qualifierId': 213, 'value': '0.76'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;0,76;17,1;;16,0;29,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;29,0;16,0;;;;;;;;0;10;50;Chicago Fire II;650;DR;1,0
2715906901;131;4;1;10;55;csntc7hucmo21gknxc5y0kc4q;1;34,3;22,8;2024-08-31T22:15:06.355Z;2024-08-31T22:51:28Z;[{'id': 5186832617, 'qualifierId': 152}, {'id': 5186832615, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186832705, 'qualifierId': 286}, {'id': 5186832613, 'qualifierId': 13}, {'id': 5186832663, 'qualifierId': 233, 'value': '80'}, {'id': 5186832619, 'qualifierId': 265}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;ezmpkwr3ho4lf1c0zk3tezehg;Foul;;;;;;;;;;;;;;;;;;;80,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;;0;10;55;Chicago Fire II;655;FW;1,0
2715906893;80;4;1;10;55;8o8m08he36u0j4w08aj2iodn8;0;65,7;77,2;2024-08-31T22:15:06.356Z;2024-08-31T22:51:28Z;[{'id': 5186832645, 'qualifierId': 56, 'value': 'Center'}, {'id': 5186832649, 'qualifierId': 265}, {'id': 5186832647, 'qualifierId': 152}, {'id': 5186832673, 'qualifierId': 233, 'value': '131'}, {'id': 5186907643, 'qualifierId': 285}, {'id': 5186832643, 'qualifierId': 13}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;ezmpkwr3ho4lf1c0zk3tezehg;Foul;;;;;;;;;;;;;;;;;;;131,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;10;55;New England II;655;MR;1,0
2715907061;132;1;1;11;11;csntc7hucmo21gknxc5y0kc4q;1;28,5;19,6;2024-08-31T22:15:22.527Z;2024-08-31T22:15:25Z;[{'id': 5186833249, 'qualifierId': 152}, {'id': 5186833269, 'qualifierId': 213, 'value': '1.82'}, {'id': 5186833261, 'qualifierId': 141, 'value': '33.9'}, {'id': 5186833253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186833265, 'qualifierId': 212, 'value': '10.0'}, {'id': 5186833257, 'qualifierId': 140, 'value': '26.1'}, {'id': 5186833247, 'qualifierId': 5}];9a5pacvk3wisje1491zslwkr8;S. Kinner;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;1,82;10,0;;33,9;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;26,1;33,9;;;;;;;;0;11;11;Chicago Fire II;671;DL;1,0
2715907093;133;1;1;11;15;csntc7hucmo21gknxc5y0kc4q;1;26,5;37,8;2024-08-31T22:15:25.824Z;2024-08-31T22:15:28Z;[{'id': 5186833413, 'qualifierId': 140, 'value': '30.2'}, {'id': 5186833427, 'qualifierId': 213, 'value': '1.40'}, {'id': 5186833409, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186833417, 'qualifierId': 141, 'value': '71.3'}, {'id': 5186833423, 'qualifierId': 212, 'value': '23.1'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;1,4;23,1;;71,3;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;30,2;71,3;;;;;;;;0;11;15;Chicago Fire II;675;MC;1,0
2715907115;134;1;1;11;17;csntc7hucmo21gknxc5y0kc4q;1;30,2;71,3;2024-08-31T22:15:28.702Z;2024-08-31T22:15:31Z;[{'id': 5186833577, 'qualifierId': 141, 'value': '95.9'}, {'id': 5186833573, 'qualifierId': 56, 'value': 'Back'}, {'id': 5186833575, 'qualifierId': 140, 'value': '37.8'}, {'id': 5186833581, 'qualifierId': 213, 'value': '1.13'}, {'id': 5186833579, 'qualifierId': 212, 'value': '18.5'}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;1,13;18,5;;95,9;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;37,8;95,9;;;;;;;;0;11;17;Chicago Fire II;677;DC;1,0
2715907123;135;1;1;11;20;csntc7hucmo21gknxc5y0kc4q;0;37,8;95,9;2024-08-31T22:15:31.006Z;2024-08-31T22:15:32Z;[{'id': 5186833653, 'qualifierId': 286}, {'id': 5186833625, 'qualifierId': 213, 'value': '5.76'}, {'id': 5186833619, 'qualifierId': 140, 'value': '41.8'}, {'id': 5186833647, 'qualifierId': 236}, {'id': 5186833621, 'qualifierId': 141, 'value': '92.3'}, {'id': 5186833649, 'qualifierId': 233, 'value': '81'}, {'id': 5186833623, 'qualifierId': 212, 'value': '4.9'}, {'id': 5186833617, 'qualifierId': 56, 'value': 'Back'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;ezmpkwr3ho4lf1c0zk3tezehg;Pass;;;;;;;;;;;5,76;4,9;;92,3;41,8;;;;81,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;41,8;92,3;;;;;;;;0;11;20;Chicago Fire II;680;DC;1,0
2715907119;81;74;1;11;20;8o8m08he36u0j4w08aj2iodn8;1;61,9;4,0;2024-08-31T22:15:31.007Z;2024-08-31T22:15:32Z;[{'id': 5186833601, 'qualifierId': 56, 'value': 'Right'}, {'id': 5186833605, 'qualifierId': 285}, {'id': 5186833661, 'qualifierId': 233, 'value': '135'}];38p90lsdc5iv1jvjbhiinv6ne;J. Casas;;;ezmpkwr3ho4lf1c0zk3tezehg;Blocked Pass;;;;;;;;;;;;;;;;;;;135,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;11;20;New England II;680;MR;1,0
