id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_Resume;value_PlayerPosition;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndY;value_KickOff;value_Length;value_Zone;value_PassEndX;value_DeletedEventType;value_VideoCoverageLost;value_IntendedTackleTarget;value_TouchTypeControl;value_Chipped;value_LongBall;value_MediumGkIntervention;value_Launch;value_GkHoof;value_HeadPass;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TouchTypePass;value_TakeOnOvertake;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_NextEventGoalKick;value_High;value_GoalKick;value_FlickOn;value_SwitchOfPlay;value_TouchTypeClearance;value_Low;value_OutOfPlay;value_BlockedPass;value_IncorrectOutOfPlayDecision;value_IntentionalAssist;value_LeftFooted;value_Cross;value_RegularPlay;value_OutSwinger;value_Assist;value_RelatedEventId;value_GkX;value_GoalmouthY;value_GkYTimeOfGoal;value_GkY;value_GoalShotTimestamp;value_LowRight;value_GkXTimeOfGoal;value_GoalmouthZ;value_Assisted;value_BoxCentre;value_GoalShotGameClock;value_FirstTouch;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_RightFooted;value_NotPastGoalLine;value_BlockedY;value_Left;value_SetPiece;value_Head;value_BlockedX;value_KeeperThrow;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_LowCentre;value_Blocked;value_IndividualPlay;value_FastBreak;value_OutOfBoxCentre;value_DefBlock;value_AttemptedTackle;value_LayOff;value_Overrun;value_BigChance;value_HighRight;value_BoxLeft;value_SwerveLeft;value_HighGkIntervention;value_GkKickFromHands;value_BlockedCross;value_Stooping;value_LowGkIntervention;value_Collected;value_Hands;value_CornerTaken;value_InSwinger;value_Unchallenged;value_Injury;value_InjuredPlayerId;value_Right;value_FromCorner;value_BoxDeepLeft;value_NotAssisted;value_TacticalFoul;value_YellowCard;value_Minutes;value_CloseRight;value_RecklessOffence;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_HighCentre;value_Standing;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_OwnGoal;value_Defensive1V1;value_PersistentInfringement;value_ShirtPull/Holding;value_LowLeft;value_Diving;value_OverArm;value_SoloRun;value_RedCard;value_ViolentConduct;value_HighClaim;value_ThroughBall;value_CaptainChange;value_1On1;value_HighLeft;value_Handball;value_OverhitCross;value_BoxRight;value_Argument;value_Volley;value_ParriedDanger;value_SmallBoxCentre;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706708561;100;74;1;13;6;2nnef9tr9g7m2s6n873qif95g;1;38,4;66,5;2024-08-07T23:17:52.222Z;2024-08-07T23:56:38Z;[{'id': 5136179149, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136179151, 'qualifierId': 285}, {'id': 5136179289, 'qualifierId': 233, 'value': '134'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;ejb33dmrdlmmz7bq7317kjitw;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;134,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;13;6;Inter Miami II;786;DMC;1,0
2706708565;101;4;1;13;9;2nnef9tr9g7m2s6n873qif95g;1;43,2;59,6;2024-08-07T23:17:55.826Z;2024-08-07T23:56:31Z;[{'id': 5136179157, 'qualifierId': 152}, {'id': 5136179177, 'qualifierId': 233, 'value': '135'}, {'id': 5136179161, 'qualifierId': 286}, {'id': 5136179159, 'qualifierId': 265}, {'id': 5136179155, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136179153, 'qualifierId': 13}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;ejb33dmrdlmmz7bq7317kjitw;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;135,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;13;9;Inter Miami II;789;DMC;1,0
2706708563;135;4;1;13;9;c7c4wwva2u1vb3rr7rwava044;0;56,8;40,4;2024-08-07T23:17:55.827Z;2024-08-07T23:56:32Z;[{'id': 5136179167, 'qualifierId': 13}, {'id': 5136179171, 'qualifierId': 152}, {'id': 5136179173, 'qualifierId': 265}, {'id': 5136179175, 'qualifierId': 285}, {'id': 5136179183, 'qualifierId': 233, 'value': '101'}, {'id': 5136179169, 'qualifierId': 56, 'value': 'Center'}];1yl2e0y3cglm1nwto5uzs3e5m;L. Sunderland;;;ejb33dmrdlmmz7bq7317kjitw;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;101,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;13;9;Carolina Core;789;AMC;1,0
2706708659;102;1;1;13;35;2nnef9tr9g7m2s6n873qif95g;1;40,8;64,0;2024-08-07T23:18:21.858Z;2024-08-07T23:18:24Z;[{'id': 5136179733, 'qualifierId': 5}, {'id': 5136179735, 'qualifierId': 152}, {'id': 5136179745, 'qualifierId': 213, 'value': '5.16'}, {'id': 5136179743, 'qualifierId': 212, 'value': '11.6'}, {'id': 5136179737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136179741, 'qualifierId': 141, 'value': '48.6'}, {'id': 5136179739, 'qualifierId': 140, 'value': '45.6'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;5,16;48,6;;11,6;;45,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;45,6;48,6;;;;;;;0;0;13;35;Inter Miami II;815;DMC;1,0
2706708663;103;61;1;13;38;2nnef9tr9g7m2s6n873qif95g;0;41,3;45,2;2024-08-07T23:18:24.834Z;2024-08-07T23:18:25Z;[{'id': 5136179749, 'qualifierId': 56, 'value': 'Back'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;ejb33dmrdlmmz7bq7317kjitw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;13;38;Inter Miami II;818;DMC;1,0
2706708671;136;1;1;13;39;c7c4wwva2u1vb3rr7rwava044;0;57,6;58,4;2024-08-07T23:18:25.457Z;2024-08-07T23:18:28Z;[{'id': 5136179781, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136179783, 'qualifierId': 140, 'value': '56.9'}, {'id': 5136179785, 'qualifierId': 141, 'value': '58.4'}, {'id': 5136179793, 'qualifierId': 233, 'value': '104'}, {'id': 5136179791, 'qualifierId': 236}, {'id': 5136179789, 'qualifierId': 213, 'value': '3.14'}, {'id': 5136179797, 'qualifierId': 286}, {'id': 5136179787, 'qualifierId': 212, 'value': '0.7'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;3,14;58,4;;0,7;;56,9;;;;;;;;;;;104,0;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;56,9;58,4;;;;;;;0;0;13;39;Carolina Core;819;FW;1,0
2706708665;104;74;1;13;39;2nnef9tr9g7m2s6n873qif95g;1;38,3;40,6;2024-08-07T23:18:25.458Z;2024-08-07T23:18:28Z;[{'id': 5136179751, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136179753, 'qualifierId': 285}, {'id': 5136179801, 'qualifierId': 233, 'value': '136'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;ejb33dmrdlmmz7bq7317kjitw;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;136,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;13;39;Inter Miami II;819;DMC;1,0
2706708699;105;1;1;13;41;2nnef9tr9g7m2s6n873qif95g;1;31,3;17,2;2024-08-07T23:18:27.843Z;2024-08-07T23:18:31Z;[{'id': 5136179947, 'qualifierId': 212, 'value': '28.3'}, {'id': 5136179941, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136179943, 'qualifierId': 140, 'value': '10.3'}, {'id': 5136179949, 'qualifierId': 213, 'value': '2.46'}, {'id': 5136179945, 'qualifierId': 141, 'value': '43.3'}];6qu8uu28fk2dbbeymuu6yii38;A. Miller;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;2,46;43,3;;28,3;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;10,3;43,3;;;;;;;0;0;13;41;Inter Miami II;821;DC;1,0
2706708715;106;1;1;13;44;2nnef9tr9g7m2s6n873qif95g;1;10,3;43,3;2024-08-07T23:18:30.898Z;2024-08-07T23:18:34Z;[{'id': 5136180017, 'qualifierId': 213, 'value': '1.26'}, {'id': 5136180019, 'qualifierId': 1}, {'id': 5136180009, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136180011, 'qualifierId': 140, 'value': '20.4'}, {'id': 5136180015, 'qualifierId': 212, 'value': '34.3'}, {'id': 5136180013, 'qualifierId': 141, 'value': '91.3'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;1,26;91,3;;34,3;;20,4;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;20,4;91,3;;;;;;;0;0;13;44;Inter Miami II;824;GK;1,0
2706708731;107;1;1;13;48;2nnef9tr9g7m2s6n873qif95g;1;20,4;91,3;2024-08-07T23:18:34.082Z;2024-08-07T23:18:37Z;[{'id': 5136180091, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136180095, 'qualifierId': 141, 'value': '80.3'}, {'id': 5136180093, 'qualifierId': 140, 'value': '32.2'}, {'id': 5136180099, 'qualifierId': 213, 'value': '5.74'}, {'id': 5136180097, 'qualifierId': 212, 'value': '14.5'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;5,74;80,3;;14,5;;32,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;32,2;80,3;;;;;;;0;0;13;48;Inter Miami II;828;DC;1,0
2706708747;108;1;1;13;51;2nnef9tr9g7m2s6n873qif95g;0;36,1;73,9;2024-08-07T23:18:37.698Z;2024-08-07T23:18:41Z;[{'id': 5136180165, 'qualifierId': 212, 'value': '43.9'}, {'id': 5136180163, 'qualifierId': 141, 'value': '75.3'}, {'id': 5136180161, 'qualifierId': 140, 'value': '77.9'}, {'id': 5136180157, 'qualifierId': 155}, {'id': 5136180159, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136180169, 'qualifierId': 1}, {'id': 5136180167, 'qualifierId': 213, 'value': '0.02'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;0,02;75,3;;43,9;;77,9;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;77,9;75,3;;;;;;;0;0;13;51;Inter Miami II;831;DMC;1,0
2706708753;137;4;1;13;56;c7c4wwva2u1vb3rr7rwava044;1;24,0;24,2;2024-08-07T23:18:42.868Z;2024-08-07T23:56:32Z;[{'id': 5136180257, 'qualifierId': 152}, {'id': 5136180259, 'qualifierId': 285}, {'id': 5136180255, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136180253, 'qualifierId': 294}, {'id': 5136180293, 'qualifierId': 233, 'value': '109'}, {'id': 5136180251, 'qualifierId': 13}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;ejb33dmrdlmmz7bq7317kjitw;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;109,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;13;56;Carolina Core;836;DL;1,0
2706708755;109;4;1;13;56;2nnef9tr9g7m2s6n873qif95g;0;76,0;75,8;2024-08-07T23:18:42.869Z;2024-08-07T23:56:32Z;[{'id': 5136180297, 'qualifierId': 233, 'value': '137'}, {'id': 5136180277, 'qualifierId': 152}, {'id': 5136180279, 'qualifierId': 286}, {'id': 5136180275, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136180273, 'qualifierId': 294}, {'id': 5136180271, 'qualifierId': 13}];1nbbgew67td8zayaffvr1zcb8;Joshua Rodríguez;;;ejb33dmrdlmmz7bq7317kjitw;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;137,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;13;56;Inter Miami II;836;AMC;1,0
2706708851;138;1;1;14;25;c7c4wwva2u1vb3rr7rwava044;1;18,9;22,7;2024-08-07T23:19:11.191Z;2024-08-07T23:19:13Z;[{'id': 5136180803, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136180805, 'qualifierId': 140, 'value': '10.4'}, {'id': 5136180801, 'qualifierId': 152}, {'id': 5136180809, 'qualifierId': 212, 'value': '19.6'}, {'id': 5136180799, 'qualifierId': 5}, {'id': 5136180811, 'qualifierId': 213, 'value': '2.04'}, {'id': 5136180807, 'qualifierId': 141, 'value': '48.4'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;2,04;48,4;;19,6;;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;10,4;48,4;;;;;;;0;0;14;25;Carolina Core;865;DL;1,0
2706708855;139;1;1;14;27;c7c4wwva2u1vb3rr7rwava044;1;11,0;52,5;2024-08-07T23:19:13.379Z;2024-08-07T23:19:15Z;[{'id': 5136180841, 'qualifierId': 140, 'value': '15.2'}, {'id': 5136180845, 'qualifierId': 212, 'value': '19.1'}, {'id': 5136180843, 'qualifierId': 141, 'value': '79.9'}, {'id': 5136180839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136180847, 'qualifierId': 213, 'value': '1.34'}];as5066ocmlp4tub6d3tnabi1g;C. Jensen;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;1,34;79,9;;19,1;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;15,2;79,9;;;;;;;0;0;14;27;Carolina Core;867;GK;1,0
2706708875;140;1;1;14;29;c7c4wwva2u1vb3rr7rwava044;1;14,9;76,3;2024-08-07T23:19:15.785Z;2024-08-07T23:19:20Z;[{'id': 5136181007, 'qualifierId': 213, 'value': '5.42'}, {'id': 5136180999, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181001, 'qualifierId': 140, 'value': '26.0'}, {'id': 5136181003, 'qualifierId': 141, 'value': '56.1'}, {'id': 5136181005, 'qualifierId': 212, 'value': '18.0'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;5,42;56,1;;18,0;;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;26,0;56,1;;;;;;;0;0;14;29;Carolina Core;869;DC;1,0
2706708881;141;1;1;14;33;c7c4wwva2u1vb3rr7rwava044;1;32,2;49,0;2024-08-07T23:19:20.018Z;2024-08-07T23:19:21Z;[{'id': 5136181031, 'qualifierId': 140, 'value': '51.9'}, {'id': 5136181033, 'qualifierId': 141, 'value': '60.8'}, {'id': 5136181035, 'qualifierId': 212, 'value': '22.2'}, {'id': 5136181029, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136181037, 'qualifierId': 213, 'value': '0.37'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;0,37;60,8;;22,2;;51,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;51,9;60,8;;;;;;;0;0;14;33;Carolina Core;873;MC;1,0
2706708883;142;1;1;14;35;c7c4wwva2u1vb3rr7rwava044;1;51,9;60,8;2024-08-07T23:19:21.721Z;2024-08-07T23:19:23Z;[{'id': 5136181049, 'qualifierId': 213, 'value': '2.85'}, {'id': 5136181043, 'qualifierId': 140, 'value': '41.8'}, {'id': 5136181045, 'qualifierId': 141, 'value': '65.5'}, {'id': 5136181041, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181055, 'qualifierId': 156}, {'id': 5136181047, 'qualifierId': 212, 'value': '11.1'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;2,85;65,5;;11,1;;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;41,8;65,5;;;;;;;0;0;14;35;Carolina Core;875;FW;1,0
2706708907;143;1;1;14;37;c7c4wwva2u1vb3rr7rwava044;1;41,4;64,8;2024-08-07T23:19:23.424Z;2024-08-07T23:19:28Z;[{'id': 5136181191, 'qualifierId': 141, 'value': '36.6'}, {'id': 5136181187, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181195, 'qualifierId': 213, 'value': '4.14'}, {'id': 5136181193, 'qualifierId': 212, 'value': '22.8'}, {'id': 5136181189, 'qualifierId': 140, 'value': '29.7'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;4,14;36,6;;22,8;;29,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;29,7;36,6;;;;;;;0;0;14;37;Carolina Core;877;MC;1,0
2706708913;144;1;1;14;42;c7c4wwva2u1vb3rr7rwava044;1;31,2;36,4;2024-08-07T23:19:28.188Z;2024-08-07T23:19:31Z;[{'id': 5136181239, 'qualifierId': 141, 'value': '56.9'}, {'id': 5136181235, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181241, 'qualifierId': 212, 'value': '14.4'}, {'id': 5136181243, 'qualifierId': 213, 'value': '1.83'}, {'id': 5136181237, 'qualifierId': 140, 'value': '27.7'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;1,83;56,9;;14,4;;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;27,7;56,9;;;;;;;0;0;14;42;Carolina Core;882;DL;1,0
2706708925;145;1;1;14;45;c7c4wwva2u1vb3rr7rwava044;1;31,2;72,9;2024-08-07T23:19:31.328Z;2024-08-07T23:19:33Z;[{'id': 5136181301, 'qualifierId': 140, 'value': '37.1'}, {'id': 5136181303, 'qualifierId': 141, 'value': '96.5'}, {'id': 5136181305, 'qualifierId': 212, 'value': '17.2'}, {'id': 5136181299, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181307, 'qualifierId': 213, 'value': '1.20'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;1,2;96,5;;17,2;;37,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;37,1;96,5;;;;;;;0;0;14;45;Carolina Core;885;DC;1,0
2706708929;146;1;1;14;47;c7c4wwva2u1vb3rr7rwava044;1;35,1;90,5;2024-08-07T23:19:33.828Z;2024-08-07T23:19:36Z;[{'id': 5136181349, 'qualifierId': 140, 'value': '19.2'}, {'id': 5136181351, 'qualifierId': 141, 'value': '82.6'}, {'id': 5136181347, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136181355, 'qualifierId': 213, 'value': '3.45'}, {'id': 5136181353, 'qualifierId': 212, 'value': '17.5'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;3,45;82,6;;17,5;;19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;19,2;82,6;;;;;;;0;0;14;47;Carolina Core;887;DC;1,0
2706708947;147;1;1;14;49;c7c4wwva2u1vb3rr7rwava044;1;19,2;82,6;2024-08-07T23:19:35.968Z;2024-08-07T23:19:40Z;[{'id': 5136181469, 'qualifierId': 140, 'value': '7.4'}, {'id': 5136181475, 'qualifierId': 213, 'value': '4.12'}, {'id': 5136181473, 'qualifierId': 212, 'value': '22.2'}, {'id': 5136181471, 'qualifierId': 141, 'value': '55.5'}, {'id': 5136181467, 'qualifierId': 56, 'value': 'Back'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;ejb33dmrdlmmz7bq7317kjitw;Pass;;;;;;;;;;4,12;55,5;;22,2;;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;7,4;55,5;;;;;;;0;0;14;49;Carolina Core;889;DC;1,0
