id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamFormation;value_TeamKit;value_TeamPlayerFormation;value_Involved;value_PlayerPosition;value_JerseyNumber;value_Resume;value_DirectionOfPlay;value_Zone;value_KickOff;value_Angle;value_PassEndX;value_Length;value_PassEndY;value_LongBall;value_Chipped;value_HeadPass;value_Head;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Launch;value_Offensive;value_Defensive;value_SwitchOfPlay;value_Cross;value_Left;value_Right;value_OutSwinger;value_IntentionalAssist;value_CornerTaken;value_Assist;value_RelatedEventId;value_FirstTouch;value_GoalmouthY;value_FromCorner;value_GoalmouthZ;value_GkX;value_Assisted;value_GkY;value_BlockedX;value_SmallBoxRight;value_BlockedY;value_NotPastGoalLine;value_Blocked;value_SixYardBlocked;value_RightFooted;value_NotAssisted;value_BoxCentre;value_LowCentre;value_DefBlock;value_InSwinger;value_DeletedEventType;value_NextEventGoalKick;value_Low;value_GoalKick;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_OutOfPlay;value_PlayersCaughtOffside;value_Indirect;value_AttemptedTackle;value_BlockedPass;value_RegularPlay;value_HighRight;value_OutOfBoxCentre;value_IndividualPlay;value_ParriedSafe;value_Diving;value_Hands;value_FlickOn;value_Collected;value_Standing;value_OverArm;value_KeeperThrow;value_YellowCard;value_TacticalFoul;value_IntendedTackleTarget;value_LowRight;value_LowLeft;value_Caught;value_HighLeft;value_Deflection;value_SetPiece;value_ParriedDanger;value_LayOff;value_LeadingToAttempt;value_CloseHigh;value_Shove/Push;value_BlockedCross;value_BoxRight;value_Minutes;value_High;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_2NdAssist;value_2NdRelatedEventId;value_GoalShotGameClock;value_BigChance;value_2NdAssisted;value_GoalShotTimestamp;value_SmallBoxCentre;value_Straight;value_LeftFooted;value_BoxLeft;value_HighClaim;value_NotVisible;value_FreeKick;value_BlockByHand;value_Penalty;value_Handball;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_CloseLeft;value_GkKickFromHands;value_Injury;value_InjuredPlayerId;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703964609;126;55;1;12;31;4gymgvqmve0m2vh89v84tt3x0;1;5,3;56,0;2024-07-28T00:16:19.179Z;2024-07-28T00:19:48Z;[];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;ea8lyqscqclwzs6furodvyp04;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;12;31;Atlanta United II;751;DL;1,0
2703964557;137;43;1;12;33;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-07-28T00:16:21.159Z;2024-07-28T00:16:24Z;[{'id': 5121008869, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121008871, 'qualifierId': 346, 'value': '0'}, {'id': 5121009147, 'qualifierId': 144, 'value': '5'}];5c7gqtyra887hjyg502tvzn1m;M. Edwards;;;ea8lyqscqclwzs6furodvyp04;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;12;33;Huntsville City;753;DR;1,0
2703964941;127;1;1;12;53;4gymgvqmve0m2vh89v84tt3x0;1;8,3;51,8;2024-07-28T00:16:40.589Z;2024-07-28T00:16:46Z;[{'id': 5121011089, 'qualifierId': 212, 'value': '11.0'}, {'id': 5121011093, 'qualifierId': 213, 'value': '1.43'}, {'id': 5121011085, 'qualifierId': 141, 'value': '67.8'}, {'id': 5121011069, 'qualifierId': 5}, {'id': 5121011081, 'qualifierId': 140, 'value': '9.8'}, {'id': 5121011077, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121011073, 'qualifierId': 241}];4r4a2d3piuh8wusw8ftrsh016;B. Dowd;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;1,43;9,8;11,0;67,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;9,8;67,8;;;;;;;;0;12;53;Atlanta United II;773;GK;1,0
2703965047;128;1;1;12;58;4gymgvqmve0m2vh89v84tt3x0;1;11,9;72,3;2024-07-28T00:16:46.481Z;2024-07-28T00:16:54Z;[{'id': 5121011813, 'qualifierId': 140, 'value': '8.7'}, {'id': 5121011811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121011817, 'qualifierId': 212, 'value': '28.3'}, {'id': 5121011815, 'qualifierId': 141, 'value': '31.0'}, {'id': 5121011819, 'qualifierId': 213, 'value': '4.59'}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;4,59;8,7;28,3;31,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;8,7;31,0;;;;;;;;0;12;58;Atlanta United II;778;DC;1,0
2703965083;129;1;1;13;6;4gymgvqmve0m2vh89v84tt3x0;0;4,4;10,1;2024-07-28T00:16:54.042Z;2024-07-28T00:16:56Z;[{'id': 5121012053, 'qualifierId': 213, 'value': '0.03'}, {'id': 5121012047, 'qualifierId': 140, 'value': '33.0'}, {'id': 5121012045, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121012043, 'qualifierId': 155}, {'id': 5121012051, 'qualifierId': 212, 'value': '30.0'}, {'id': 5121012049, 'qualifierId': 141, 'value': '11.3'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;0,03;33,0;30,0;11,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;33,0;11,3;;;;;;;;0;13;6;Atlanta United II;786;DL;1,0
2703965205;138;1;1;13;9;erwnez7ksfkns4dqmyr1fhbe;1;64,6;85,0;2024-07-28T00:16:57.385Z;2024-07-28T00:17:04Z;[{'id': 5121012795, 'qualifierId': 3}, {'id': 5121012797, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121012799, 'qualifierId': 140, 'value': '76.7'}, {'id': 5121012803, 'qualifierId': 212, 'value': '13.3'}, {'id': 5121012805, 'qualifierId': 213, 'value': '5.98'}, {'id': 5121012801, 'qualifierId': 141, 'value': '79.1'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;5,98;76,7;13,3;79,1;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;76,7;79,1;;;;;;;;0;13;9;Huntsville City;789;DC;1,0
2703965447;143;49;1;13;15;erwnez7ksfkns4dqmyr1fhbe;1;73,4;79,9;2024-07-28T00:17:02.842Z;2024-07-28T00:18:49Z;[];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;ea8lyqscqclwzs6furodvyp04;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;13;15;Huntsville City;795;MC;1,0
2703965225;139;1;1;13;16;erwnez7ksfkns4dqmyr1fhbe;1;76,3;73,0;2024-07-28T00:17:04.379Z;2024-07-28T00:17:06Z;[{'id': 5121012923, 'qualifierId': 141, 'value': '29.4'}, {'id': 5121012919, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121012921, 'qualifierId': 140, 'value': '82.4'}, {'id': 5121012925, 'qualifierId': 212, 'value': '30.3'}, {'id': 5121012927, 'qualifierId': 213, 'value': '4.93'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;4,93;82,4;30,3;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;82,4;29,4;;;;;;;;0;13;16;Huntsville City;796;MC;1,0
2703965247;140;1;1;13;18;erwnez7ksfkns4dqmyr1fhbe;1;82,4;29,4;2024-07-28T00:17:05.977Z;2024-07-28T00:17:07Z;[{'id': 5121013043, 'qualifierId': 140, 'value': '78.2'}, {'id': 5121013047, 'qualifierId': 212, 'value': '9.3'}, {'id': 5121013049, 'qualifierId': 213, 'value': '2.06'}, {'id': 5121013045, 'qualifierId': 141, 'value': '41.5'}, {'id': 5121013041, 'qualifierId': 56, 'value': 'Center'}];a63su8pudaernrvj1fi9006qc;L. Brennan;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;2,06;78,2;9,3;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;78,2;41,5;;;;;;;;0;13;18;Huntsville City;798;FWR;1,0
2703965287;141;1;1;13;19;erwnez7ksfkns4dqmyr1fhbe;1;78,1;42,4;2024-07-28T00:17:07.049Z;2024-07-28T00:17:08Z;[{'id': 5121013239, 'qualifierId': 213, 'value': '4.49'}, {'id': 5121013233, 'qualifierId': 140, 'value': '73.2'}, {'id': 5121013237, 'qualifierId': 212, 'value': '23.4'}, {'id': 5121013235, 'qualifierId': 141, 'value': '8.9'}, {'id': 5121013231, 'qualifierId': 56, 'value': 'Right'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;4,49;73,2;23,4;8,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;73,2;8,9;;;;;;;;0;13;19;Huntsville City;799;MC;1,0
2703965309;142;1;1;13;21;erwnez7ksfkns4dqmyr1fhbe;0;75,4;7,0;2024-07-28T00:17:08.794Z;2024-07-28T00:17:10Z;[{'id': 5121013347, 'qualifierId': 2}, {'id': 5121013351, 'qualifierId': 155}, {'id': 5121013355, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121013365, 'qualifierId': 213, 'value': '1.21'}, {'id': 5121013367, 'qualifierId': 1}, {'id': 5121013361, 'qualifierId': 141, 'value': '57.8'}, {'id': 5121013359, 'qualifierId': 140, 'value': '87.9'}, {'id': 5121013363, 'qualifierId': 212, 'value': '37.0'}];5c7gqtyra887hjyg502tvzn1m;M. Edwards;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;1,21;87,9;37,0;57,8;1,0;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;87,9;57,8;;;;;;;;0;13;21;Huntsville City;801;DR;1,0
2703965569;130;12;1;13;24;4gymgvqmve0m2vh89v84tt3x0;1;12,0;32,7;2024-07-28T00:17:11.820Z;2024-07-28T00:17:28Z;[{'id': 5121014813, 'qualifierId': 56, 'value': 'Right'}, {'id': 5121014823, 'qualifierId': 213, 'value': '5.97'}, {'id': 5121014819, 'qualifierId': 212, 'value': '46.5'}, {'id': 5121014817, 'qualifierId': 141, 'value': '11.9'}, {'id': 5121014815, 'qualifierId': 140, 'value': '54.2'}];2ijhxcgr8wqnb8ovss9064jmy;W. Perkins;;;ea8lyqscqclwzs6furodvyp04;Clearance;;;;;;;;;;;;5,97;54,2;46,5;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;54,2;11,9;;;;;;;;0;13;24;Atlanta United II;804;DR;1,0
2703965493;144;1;1;13;31;erwnez7ksfkns4dqmyr1fhbe;1;47,2;81,2;2024-07-28T00:17:19.306Z;2024-07-28T00:17:23Z;[{'id': 5121014345, 'qualifierId': 140, 'value': '47.7'}, {'id': 5121014347, 'qualifierId': 141, 'value': '36.0'}, {'id': 5121014343, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121014351, 'qualifierId': 213, 'value': '4.73'}, {'id': 5121014349, 'qualifierId': 212, 'value': '30.7'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;4,73;47,7;30,7;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;47,7;36,0;;;;;;;;0;13;31;Huntsville City;811;DC;1,0
2703965593;145;2;1;13;35;erwnez7ksfkns4dqmyr1fhbe;1;49,9;37,9;2024-07-28T00:17:23.162Z;2024-07-28T00:17:30Z;[{'id': 5121014909, 'qualifierId': 140, 'value': '83.3'}, {'id': 5121014911, 'qualifierId': 141, 'value': '8.9'}, {'id': 5121014949, 'qualifierId': 56, 'value': 'Right'}, {'id': 5121014945, 'qualifierId': 7, 'value': 'a63su8pudaernrvj1fi9006qc'}, {'id': 5121014947, 'qualifierId': 1}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;ea8lyqscqclwzs6furodvyp04;Offside Pass;;;;;;;;;;;;;83,3;;8,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;83,3;8,9;;;;;;;;0;13;35;Huntsville City;815;DL;1,0
2703965587;131;55;1;13;35;4gymgvqmve0m2vh89v84tt3x0;1;23,3;61,7;2024-07-28T00:17:23.163Z;2024-07-28T00:19:49Z;[];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;ea8lyqscqclwzs6furodvyp04;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;13;35;Atlanta United II;815;DC;1,0
2703965975;132;1;1;14;4;4gymgvqmve0m2vh89v84tt3x0;0;27,5;94,5;2024-07-28T00:17:52.375Z;2024-07-28T00:17:55Z;[{'id': 5121017109, 'qualifierId': 1}, {'id': 5121017087, 'qualifierId': 5}, {'id': 5121017099, 'qualifierId': 141, 'value': '84.5'}, {'id': 5121017093, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121017103, 'qualifierId': 212, 'value': '48.6'}, {'id': 5121017105, 'qualifierId': 213, 'value': '6.14'}, {'id': 5121017089, 'qualifierId': 155}, {'id': 5121017095, 'qualifierId': 140, 'value': '73.3'}, {'id': 5121017091, 'qualifierId': 241}];bmax1bmduvrpp0lfh4do0yj9w;F. Cicéron;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;6,14;73,3;48,6;84,5;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;73,3;84,5;;;;;;;;0;14;4;Atlanta United II;844;DC;1,0
2703966073;146;1;1;14;9;erwnez7ksfkns4dqmyr1fhbe;1;27,4;10,6;2024-07-28T00:17:57.145Z;2024-07-28T00:18:01Z;[{'id': 5121017715, 'qualifierId': 3}, {'id': 5121017717, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121017719, 'qualifierId': 140, 'value': '36.5'}, {'id': 5121017721, 'qualifierId': 141, 'value': '19.1'}, {'id': 5121017725, 'qualifierId': 213, 'value': '0.54'}, {'id': 5121017723, 'qualifierId': 212, 'value': '11.2'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;0,54;36,5;11,2;19,1;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;36,5;19,1;;;;;;;;0;14;9;Huntsville City;849;DL;1,0
2703966077;147;4;1;14;13;erwnez7ksfkns4dqmyr1fhbe;1;35,3;15,5;2024-07-28T00:18:00.997Z;2024-07-28T00:18:03Z;[{'id': 5121017779, 'qualifierId': 152}, {'id': 5121017857, 'qualifierId': 233, 'value': '133'}, {'id': 5121017781, 'qualifierId': 265}, {'id': 5121017775, 'qualifierId': 13}, {'id': 5121017777, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121017783, 'qualifierId': 286}];5c7gqtyra887hjyg502tvzn1m;M. Edwards;;;ea8lyqscqclwzs6furodvyp04;Foul;;;;;;;;;;;;;;;;;;;;;133,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;14;13;Huntsville City;853;DR;1,0
2703966063;133;4;1;14;13;4gymgvqmve0m2vh89v84tt3x0;0;64,7;84,5;2024-07-28T00:18:00.998Z;2024-07-28T00:18:03Z;[{'id': 5121017839, 'qualifierId': 285}, {'id': 5121017835, 'qualifierId': 152}, {'id': 5121017837, 'qualifierId': 265}, {'id': 5121017831, 'qualifierId': 13}, {'id': 5121017833, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121017873, 'qualifierId': 233, 'value': '147'}];amcmxrycu0kldox7qdohow2ui;A. Picazo;;;ea8lyqscqclwzs6furodvyp04;Foul;;;;;;;;;;;;;;;;;;;;;147,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;home;;;;;;;;;;0;14;13;Atlanta United II;853;ML;1,0
2703966175;148;1;1;14;19;erwnez7ksfkns4dqmyr1fhbe;1;38,7;20,3;2024-07-28T00:18:06.985Z;2024-07-28T00:18:08Z;[{'id': 5121018327, 'qualifierId': 5}, {'id': 5121018339, 'qualifierId': 213, 'value': '2.92'}, {'id': 5121018329, 'qualifierId': 152}, {'id': 5121018333, 'qualifierId': 140, 'value': '25.1'}, {'id': 5121018337, 'qualifierId': 212, 'value': '14.6'}, {'id': 5121018335, 'qualifierId': 141, 'value': '25.0'}, {'id': 5121018331, 'qualifierId': 56, 'value': 'Back'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;2,92;25,1;14,6;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;25,1;25,0;;;;;;;;0;14;19;Huntsville City;859;MC;1,0
2703966205;149;1;1;14;20;erwnez7ksfkns4dqmyr1fhbe;1;25,1;25,0;2024-07-28T00:18:08.521Z;2024-07-28T00:18:10Z;[{'id': 5121018501, 'qualifierId': 212, 'value': '14.9'}, {'id': 5121018503, 'qualifierId': 213, 'value': '6.04'}, {'id': 5121018499, 'qualifierId': 141, 'value': '19.8'}, {'id': 5121018495, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121018497, 'qualifierId': 140, 'value': '38.9'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;6,04;38,9;14,9;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,9;19,8;;;;;;;;0;14;20;Huntsville City;860;DL;1,0
2703966225;150;1;1;14;22;erwnez7ksfkns4dqmyr1fhbe;1;38,9;19,8;2024-07-28T00:18:10.345Z;2024-07-28T00:18:25Z;[{'id': 5121018629, 'qualifierId': 212, 'value': '17.1'}, {'id': 5121018625, 'qualifierId': 140, 'value': '23.3'}, {'id': 5121018627, 'qualifierId': 141, 'value': '26.8'}, {'id': 5121018623, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121018631, 'qualifierId': 213, 'value': '2.86'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;2,86;23,3;17,1;26,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;23,3;26,8;;;;;;;;0;14;22;Huntsville City;862;GK;1,0
2703966265;151;1;1;14;24;erwnez7ksfkns4dqmyr1fhbe;1;23,3;26,8;2024-07-28T00:18:11.625Z;2024-07-28T00:18:14Z;[{'id': 5121018809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121018813, 'qualifierId': 141, 'value': '49.6'}, {'id': 5121018815, 'qualifierId': 212, 'value': '18.3'}, {'id': 5121018817, 'qualifierId': 213, 'value': '2.13'}, {'id': 5121018811, 'qualifierId': 140, 'value': '14.1'}];8pzkxfe5txe71u08n67d8k1uy;E. Morales;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;2,13;14,1;18,3;49,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;14,1;49,6;;;;;;;;0;14;24;Huntsville City;864;DL;1,0
2703966337;152;1;1;14;26;erwnez7ksfkns4dqmyr1fhbe;1;14,4;50,6;2024-07-28T00:18:14.105Z;2024-07-28T00:18:18Z;[{'id': 5121019213, 'qualifierId': 213, 'value': '1.19'}, {'id': 5121019209, 'qualifierId': 141, 'value': '73.5'}, {'id': 5121019207, 'qualifierId': 140, 'value': '20.3'}, {'id': 5121019205, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121019211, 'qualifierId': 212, 'value': '16.8'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;1,19;20,3;16,8;73,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;20,3;73,5;;;;;;;;0;14;26;Huntsville City;866;GK;1,0
2703966367;153;1;1;14;30;erwnez7ksfkns4dqmyr1fhbe;1;27,0;81,5;2024-07-28T00:18:18.105Z;2024-07-28T00:18:21Z;[{'id': 5121019397, 'qualifierId': 141, 'value': '95.6'}, {'id': 5121019399, 'qualifierId': 212, 'value': '15.6'}, {'id': 5121019395, 'qualifierId': 140, 'value': '38.7'}, {'id': 5121019393, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121019401, 'qualifierId': 213, 'value': '0.66'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;ea8lyqscqclwzs6furodvyp04;Pass;;;;;;;;;;;;0,66;38,7;15,6;95,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,7;95,6;;;;;;;;0;14;30;Huntsville City;870;DC;1,0
