id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_TeamFormation;value_JerseyNumber;value_Involved;value_TeamKit;value_PlayerPosition;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndY;value_KickOff;value_PassEndX;value_Length;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_Chipped;value_LayOff;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeClearance;value_Head;value_Foul;value_Shove/Push;value_Direct;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_LeftFooted;value_OutSwinger;value_BlockedPass;value_Cross;value_BlockedCross;value_DeletedEventType;value_NotVisible;value_IntendedTackleTarget;value_Defensive1V1;value_TakeOnOvertake;value_AttemptedTackle;value_GoalmouthY;value_BlockedY;value_GkY;value_BlockedX;value_GoalmouthZ;value_LowLeft;value_GkX;value_FreeKick;value_NotAssisted;value_OutOfBoxCentre;value_Blocked;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_RightFooted;value_Assist;value_IntentionalAssist;value_BoxCentre;value_RelatedEventId;value_Assisted;value_FirstTouch;value_FromCorner;value_NextEventGoalKick;value_IncorrectOutOfPlayDecision;value_GoalKick;value_Low;value_Right;value_RegularPlay;value_FantasyAssistTeam;value_FantasyAssistType;value_LowCentre;value_FantasyAssistedBy;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_FantasyAssistId;value_GoalShotGameClock;value_GkXTimeOfGoal;value_BigChance;value_SmallBoxCentre;value_FlickOn;value_TakeOnSpace;value_TouchTypePass;value_TouchTypeControl;value_ThroughBall;value_KeeperTouched;value_LowRight;value_1On1;value_OutOfPlay;value_FollowsADribble;value_SoloRun;value_IndividualPlay;value_LowGkIntervention;value_OverArm;value_KeeperThrow;value_RecklessOffence;value_YellowCard;value_SmallBoxLeft;value_CloseLeft;value_SetPiece;value_ShirtPull/Holding;value_MediumGkIntervention;value_BoxDeepLeft;value_Volley;value_TacticalFoul;value_35Centre;value_NotPastGoalLine;value_FastBreak;value_PullBack;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BoxLeft;value_TempBlocked;value_LastLine;value_InjuredPlayerId;value_Injury;value_MisHit;value_High;value_Overrun;value_HighGkIntervention;value_HighClaim;value_CaptainChange;value_Diving;value_Hands;value_Collected;value_GkKickFromHands;value_HighLeft;value_Deflection;value_Caught;value_Reaching;value_LeadingToAttempt;value_RelatedError1Id;value_CloseLeftAndHigh;value_Stooping;value_GkHoof;value_SixYardBlocked;value_OverhitCross;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698713221;1;34;16;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-06-30T18:22:56.875Z;2024-06-30T19:26:27Z;[{'id': 5091979609, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5091979601, 'qualifierId': 130, 'value': '2'}, {'id': 5091979597, 'qualifierId': 59, 'value': '40, 92, 85, 89, 51, 58, 79, 68, 81, 91, 95, 50, 70, 71, 72, 75, 94, 96, 97, 98'}, {'id': 5091979589, 'qualifierId': 30, 'value': 'dt797hve9mdpnuyy1z4pnpp1w, 5l9js12tsf18c7st0oac3swes, d8u6lnk9lmbrgv9obcshpec8a, e8i5fg3tp35k8iys32eiv7jmc, 8pvvljn4uasfjxdleh56pm38, 2figny7hhxiw29vizhlyta3o4, dqxh3f9qy6lhrwabvnbb6erro, 7q8y6gbmg9j75zgm3nhs3bfh0, 6xu5v7x5zge1k83w40mmbxyzu, bx7d0ws7fi7iwgpi9ccomjehg, 5qfwg7j8xrfv19ouu4gvrs00k, 2m7xhno7xnktvmzwa6j7wlgfe, bje8wvncnbbx5w0l08uno88ru, 3wn0nn5q8g2mjzuc8yb4dvu2, 7z57s6veqr3k87quyd6i7fgx6, dfnus4g6zypd1xcec6x7p85ey, 356askk0qenz3bidcknth2wic, cgcpmpetc768pyqb51qthq61g, u5v1owoegnvaqvk214qlvh90, 5bqykg2h7so4c20htynfp242c'}, {'id': 5092000675, 'qualifierId': 197, 'value': '19221'}, {'id': 5091979593, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5092044435, 'qualifierId': 194, 'value': '8pvvljn4uasfjxdleh56pm38'}, {'id': 5091979603, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;dp963vuqrwx1siiaamur1db10;Team set up;;2,0;;;19221,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2698713257;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-06-30T18:23:12.604Z;2024-06-30T18:57:53Z;[{'id': 5091979835, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5091979843, 'qualifierId': 194, 'value': 'cbpm8k301adrmft5fd0kaeiuh'}, {'id': 5091979839, 'qualifierId': 130, 'value': '3'}, {'id': 5091979841, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5091979837, 'qualifierId': 59, 'value': '57, 58, 39, 22, 44, 29, 88, 41, 45, 77, 56, 13, 24, 30, 36, 38, 42, 43, 98, 6'}, {'id': 5091979845, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5091997185, 'qualifierId': 197, 'value': '23521'}, {'id': 5091979833, 'qualifierId': 30, 'value': '1ceqwz4ozqi6ft5l4hf5a04r8, 872ifpo3qufi9vv9vy7ty6uj8, 2qz3ojbfedl8psp1tvq0183ro, 81w1fqi66z0ibawynhraybaxg, 3h4x6eh6zkcaww4g6rhkwpbf8, a3qa9kw3vbh8nu5mgns92czro, cbpm8k301adrmft5fd0kaeiuh, 45v94x6b8g7n4xa3lsfdp6pzo, de6bz3uyz5ta17f0jnnfhzims, 9j3va21w5i9ypf8qmt4g1vggk, 7bodno8j3qjiqp9wy8kobwmqc, 72hamgw1scmumrnzeug0tjfje, 993vihjmsn70q9w237fatzgbu, 15v2azulwhof0p216i7bjp250, dvems493n5l4twsq6cq2fg26s, cjhjwaelyypl3ca9gpzu61vys, 5aszabja459117mqykvfpajh0, 82h370aim64ufe2pugftbfxg4, c59pt9nvdpxlp6xvs78un16hg, 20wmdzih6b1t0ekt1v2qd4b2s'}];;;;;dp963vuqrwx1siiaamur1db10;Team set up;;3,0;;;23521,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2698717023;2;32;1;0;0;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-06-30T19:03:34.249Z;2024-07-02T12:37:11Z;[{'id': 5092001183, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dp963vuqrwx1siiaamur1db10;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2698717021;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-06-30T19:03:34.249Z;2024-06-30T19:03:35Z;[{'id': 5092001181, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dp963vuqrwx1siiaamur1db10;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;0;Toronto II;0;;
2698717099;3;1;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;50,1;50,6;2024-06-30T19:03:34.250Z;2024-06-30T19:04:42Z;[{'id': 5092001621, 'qualifierId': 213, 'value': '2.71'}, {'id': 5092001613, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092001617, 'qualifierId': 141, 'value': '58.7'}, {'id': 5092001623, 'qualifierId': 279, 'value': 'S'}, {'id': 5092001615, 'qualifierId': 140, 'value': '38.6'}, {'id': 5092001619, 'qualifierId': 212, 'value': '13.3'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;2,71;;58,7;;38,6;13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;38,6;58,7;;;;;;;0;0;0;0;Toronto II;0;FW;1,0
2698717103;4;1;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;1;36,7;43,0;2024-06-30T19:03:39.066Z;2024-06-30T19:03:41Z;[{'id': 5092001653, 'qualifierId': 213, 'value': '4.71'}, {'id': 5092001651, 'qualifierId': 212, 'value': '19.1'}, {'id': 5092001649, 'qualifierId': 141, 'value': '14.9'}, {'id': 5092001645, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092001647, 'qualifierId': 140, 'value': '36.6'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;4,71;;14,9;;36,6;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;36,6;14,9;;;;;;;0;0;0;4;Toronto II;4;DMC;1,0
2698717125;5;1;1;0;6;1zgjjyruyufrkh4xjvryqsb1i;1;35,4;12,6;2024-06-30T19:03:40.906Z;2024-06-30T19:03:44Z;[{'id': 5092001747, 'qualifierId': 212, 'value': '21.5'}, {'id': 5092001743, 'qualifierId': 140, 'value': '21.3'}, {'id': 5092001749, 'qualifierId': 213, 'value': '2.33'}, {'id': 5092001745, 'qualifierId': 141, 'value': '35.5'}, {'id': 5092001741, 'qualifierId': 56, 'value': 'Back'}];872ifpo3qufi9vv9vy7ty6uj8;G. Wetzel;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;2,33;;35,5;;21,3;21,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;21,3;35,5;;;;;;;0;0;0;6;Toronto II;6;DR;1,0
2698717139;6;1;1;0;9;1zgjjyruyufrkh4xjvryqsb1i;1;21,3;35,5;2024-06-30T19:03:44.026Z;2024-06-30T19:03:47Z;[{'id': 5092001807, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092001813, 'qualifierId': 212, 'value': '28.4'}, {'id': 5092001809, 'qualifierId': 140, 'value': '20.8'}, {'id': 5092001811, 'qualifierId': 141, 'value': '77.3'}, {'id': 5092001815, 'qualifierId': 213, 'value': '1.59'}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;1,59;;77,3;;20,8;28,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;20,8;77,3;;;;;;;0;0;0;9;Toronto II;9;DL;1,0
2698717157;7;1;1;0;13;1zgjjyruyufrkh4xjvryqsb1i;1;22,5;75,6;2024-06-30T19:03:47.371Z;2024-07-02T12:37:30Z;[{'id': 5092001929, 'qualifierId': 212, 'value': '20.1'}, {'id': 5092001925, 'qualifierId': 140, 'value': '8.0'}, {'id': 5092001931, 'qualifierId': 213, 'value': '3.85'}, {'id': 5092001927, 'qualifierId': 141, 'value': '56.3'}, {'id': 5092001923, 'qualifierId': 56, 'value': 'Back'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;3,85;;56,3;;8,0;20,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;8,0;56,3;;;;;;;0;0;0;13;Toronto II;13;DC;1,0
2698717181;8;1;1;0;16;1zgjjyruyufrkh4xjvryqsb1i;1;8,0;55,8;2024-06-30T19:03:50.907Z;2024-06-30T19:03:54Z;[{'id': 5092002049, 'qualifierId': 141, 'value': '86.0'}, {'id': 5092002057, 'qualifierId': 213, 'value': '1.02'}, {'id': 5092002045, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092002047, 'qualifierId': 140, 'value': '20.0'}, {'id': 5092002053, 'qualifierId': 212, 'value': '24.1'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;dp963vuqrwx1siiaamur1db10;Pass;;;;;;;;;;1,02;;86,0;;20,0;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;20,0;86,0;;;;;;;0;0;0;16;Toronto II;16;GK;1,0
