teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;Chicago Fire;Chicago Fire FC II;CHI;home;USA;dagqzccegoimaolj4ic6czaxg;0;1
cwnjxlibb02fuh0vwgvac6h45;Chattanooga;Chattanooga;Chattanooga FC;CFC;away;USA;dagqzccegoimaolj4ic6czaxg;0;1
