id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamFormation;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_Captain;value_DirectionOfPlay;value_Length;value_KickOff;value_Zone;value_Angle;value_PassEndY;value_PassEndX;value_Chipped;value_LongBall;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_DeletedEventType;value_IntendedTackleTarget;value_Offensive;value_TakeOnOvertake;value_Overrun;value_TakeOnSpace;value_BlockedPass;value_Defensive;value_LayOff;value_Assist;value_Assisted;value_RelatedEventId;value_GkY;value_BlockedX;value_GkX;value_IndividualPlay;value_OutOfBoxCentre;value_RegularPlay;value_Blocked;value_RightFooted;value_LowCentre;value_BlockedY;value_GoalmouthY;value_GoalmouthZ;value_DefBlock;value_TouchTypePass;value_TouchTypeClearance;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_Cross;value_IntentionalAssist;value_Head;value_FirstTouch;value_BoxCentre;value_High;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_OutOfPlay;value_Launch;value_MediumGkIntervention;value_TouchTypeControl;value_35Centre;value_FastBreak;value_Low;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_FreeKickTaken;value_AttemptedTackle;value_Direct;value_Foul;value_NotAssisted;value_FreeKick;value_FlickOn;value_ThroughBall;value_SixYardBlocked;value_LowLeft;value_SmallBoxLeft;value_LeftFooted;value_Injury;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_CaptainChange;value_Shove/Push;value_SwitchOfPlay;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_OtherObstacle;value_BallHitsReferee;value_Simulation;value_YellowCard;value_Straight;value_FloatedCross;value_GkKickFromHands;value_OverhitCross;value_DrinksBreak;value_RefereeDelay;value_2NdAssist;value_NotPastGoalLine;value_GkYTimeOfGoal;value_2NdRelatedEventId;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BigChance;value_Volley;value_HighLeft;value_2NdAssisted;value_GoalShotGameClock;value_ShirtPull/Holding;value_OverArm;value_TacticalFoul;value_OutOfBoxDeepLeft;value_HighRight;value_Hands;value_Reaching;value_Fingertip;value_SmallBoxCentre;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistedBy;value_LowRight;value_OwnGoal;value_InSwinger;value_Minutes;value_EndType;value_Tactical;value_Deflection;value_ParriedSafe;value_Standing;value_Diving;value_LowGkIntervention;value_Collected;value_1On1;value_KeeperTouched;value_CloseLeft;value_BlockedClearance;value_BlockedCross;value_TimeWasting;value_Stooping;value_HighCentre;value_PullBack;value_InjuredPlayerId;value_SmallBoxRight;value_Dissent;value_SetPiece;value_OwnPlayer;value_OwnShotBlocked;value_Strong;value_MisHit;value_RecklessOffence;value_CloseRight;value_Handball;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713770719;41;1;1;2;12;7pmw399vh2v44cjle4fkklp1w;1;55,2;16,7;2024-08-26T00:06:24.167Z;2024-08-30T07:47:59Z;[{'id': 5175085179, 'qualifierId': 212, 'value': '13.7'}, {'id': 5175085175, 'qualifierId': 141, 'value': '7.2'}, {'id': 5175085183, 'qualifierId': 213, 'value': '5.79'}, {'id': 5175085169, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175085173, 'qualifierId': 140, 'value': '66.7'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;13,7;;;5,79;7,2;66,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;66,7;7,2;;;;;;;0;0;2;12;Minnesota United II;132;DR;1,0
2713770735;42;1;1;2;17;7pmw399vh2v44cjle4fkklp1w;1;63,7;7,2;2024-08-26T00:06:28.935Z;2024-08-26T00:06:31Z;[{'id': 5175085253, 'qualifierId': 141, 'value': '8.6'}, {'id': 5175085257, 'qualifierId': 213, 'value': '3.10'}, {'id': 5175085255, 'qualifierId': 212, 'value': '22.8'}, {'id': 5175085249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175085251, 'qualifierId': 140, 'value': '42.0'}];3nvijn3ctkplajtt1dd23wycp;M. Gaines;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;22,8;;;3,1;8,6;42,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;42,0;8,6;;;;;;;0;0;2;17;Minnesota United II;137;FWR;1,0
2713770753;43;1;1;2;19;7pmw399vh2v44cjle4fkklp1w;1;41,7;8,6;2024-08-26T00:06:31.175Z;2024-08-26T00:06:34Z;[{'id': 5175085321, 'qualifierId': 212, 'value': '13.9'}, {'id': 5175085315, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175085319, 'qualifierId': 141, 'value': '26.3'}, {'id': 5175085323, 'qualifierId': 213, 'value': '2.10'}, {'id': 5175085317, 'qualifierId': 140, 'value': '35.0'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;13,9;;;2,1;26,3;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;35,0;26,3;;;;;;;0;0;2;19;Minnesota United II;139;DR;1,0
2713770763;44;1;1;2;22;7pmw399vh2v44cjle4fkklp1w;1;34,0;29,2;2024-08-26T00:06:34.263Z;2024-08-26T00:06:36Z;[{'id': 5175085377, 'qualifierId': 141, 'value': '52.7'}, {'id': 5175085375, 'qualifierId': 140, 'value': '38.4'}, {'id': 5175085373, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175085381, 'qualifierId': 212, 'value': '16.6'}, {'id': 5175085387, 'qualifierId': 213, 'value': '1.29'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;16,6;;;1,29;52,7;38,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;38,4;52,7;;;;;;;0;0;2;22;Minnesota United II;142;DL;1,0
2713770775;45;1;1;2;24;7pmw399vh2v44cjle4fkklp1w;1;37,1;52,3;2024-08-26T00:06:36.391Z;2024-08-26T00:06:40Z;[{'id': 5175085483, 'qualifierId': 213, 'value': '4.99'}, {'id': 5175085475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175085479, 'qualifierId': 141, 'value': '42.1'}, {'id': 5175085477, 'qualifierId': 140, 'value': '39.0'}, {'id': 5175085481, 'qualifierId': 212, 'value': '7.2'}];48p3wcjai97tpt50ia7bi7ok4;J. Medina;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;7,2;;;4,99;42,1;39,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;39,0;42,1;;;;;;;0;0;2;24;Minnesota United II;144;DC;1,0
2713770795;46;1;1;2;26;7pmw399vh2v44cjle4fkklp1w;1;56,8;55,6;2024-08-26T00:06:37.663Z;2024-08-30T07:48:59Z;[{'id': 5175085587, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175085593, 'qualifierId': 212, 'value': '13.0'}, {'id': 5175085589, 'qualifierId': 140, 'value': '58.9'}, {'id': 5175085591, 'qualifierId': 141, 'value': '36.7'}, {'id': 5175085595, 'qualifierId': 213, 'value': '4.88'}];77kab5634937x4txa891wg2s4;B. Raines;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;13,0;;;4,88;36,7;58,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;58,9;36,7;;;;;;;0;0;2;26;Minnesota United II;146;MC;1,0
2713770815;47;1;1;2;27;7pmw399vh2v44cjle4fkklp1w;1;58,3;32,9;2024-08-26T00:06:38.991Z;2024-08-30T07:49:04Z;[{'id': 5175095415, 'qualifierId': 210, 'value': '15'}, {'id': 5175085717, 'qualifierId': 140, 'value': '64.1'}, {'id': 5175085723, 'qualifierId': 213, 'value': '5.35'}, {'id': 5175085715, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175085721, 'qualifierId': 212, 'value': '10.3'}, {'id': 5175085719, 'qualifierId': 141, 'value': '20.7'}];60ej9rpig6xzj1d80w0ki92i;G. Segal;1,0;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;10,3;;;5,35;20,7;64,1;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;64,1;20,7;;;;;;;0;0;2;27;Minnesota United II;147;FW;1,0
2713770819;48;15;1;2;31;7pmw399vh2v44cjle4fkklp1w;1;71,3;21,5;2024-08-26T00:06:42.535Z;2024-08-30T07:49:31Z;[{'id': 5175095439, 'qualifierId': 29}, {'id': 5175095441, 'qualifierId': 55, 'value': '47'}, {'id': 5175095455, 'qualifierId': 231, 'value': '46.8'}, {'id': 5175095449, 'qualifierId': 146, 'value': '82.5'}, {'id': 5175095453, 'qualifierId': 230, 'value': '96.4'}, {'id': 5175211611, 'qualifierId': 215}, {'id': 5175211609, 'qualifierId': 18}, {'id': 5175085743, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175085739, 'qualifierId': 22}, {'id': 5175095117, 'qualifierId': 82}, {'id': 5175095463, 'qualifierId': 233, 'value': '21'}, {'id': 5175095113, 'qualifierId': 20}, {'id': 5175095437, 'qualifierId': 78}, {'id': 5175095451, 'qualifierId': 147, 'value': '33.0'}, {'id': 5175095445, 'qualifierId': 102, 'value': '51.0'}, {'id': 5175095447, 'qualifierId': 103, 'value': '19'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;ewybi0eo716f3khjqyfizt7h0;Attempt Saved;;;;;;;;;;;;;;;;;;;;21,0;;;;;;;;;;;;1,0;47,0;46,8;82,5;96,4;1,0;1,0;1,0;1,0;1,0;1,0;33,0;51,0;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;82,5;33,0;51,0;19;47,0;60ej9rpig6xzj1d80w0ki92i;0;0;2;31;Minnesota United II;151;MC;1,0
2713770833;21;10;1;2;31;1pc6sx2h4rp113ldkbp5d2xas;1;18,0;64,6;2024-08-26T00:06:42.635Z;2024-08-30T07:51:44Z;[{'id': 5175085841, 'qualifierId': 94}, {'id': 5175095477, 'qualifierId': 233, 'value': '48'}, {'id': 5175085843, 'qualifierId': 56, 'value': 'Back'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;ewybi0eo716f3khjqyfizt7h0;Save;;;;;;;;;;;;;;;;;;;;48,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;2;31;Houston Dynamo II;151;DC;1,0
2713770843;22;49;1;2;34;1pc6sx2h4rp113ldkbp5d2xas;1;28,5;56,9;2024-08-26T00:06:45.800Z;2024-08-30T07:51:52Z;[];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ewybi0eo716f3khjqyfizt7h0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;2;34;Houston Dynamo II;154;MC;1,0
2713770859;23;1;1;2;34;1pc6sx2h4rp113ldkbp5d2xas;1;28,5;56,9;2024-08-26T00:06:46.087Z;2024-08-30T07:51:56Z;[{'id': 5175085971, 'qualifierId': 212, 'value': '11.3'}, {'id': 5175085965, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175085969, 'qualifierId': 141, 'value': '46.6'}, {'id': 5175085973, 'qualifierId': 213, 'value': '3.81'}, {'id': 5175085967, 'qualifierId': 140, 'value': '20.0'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;11,3;;;3,81;46,6;20,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;20,0;46,6;;;;;;;0;0;2;34;Houston Dynamo II;154;MC;1,0
2713770863;24;1;1;2;35;1pc6sx2h4rp113ldkbp5d2xas;1;19,7;47,6;2024-08-26T00:06:46.687Z;2024-08-30T07:52:08Z;[{'id': 5175086005, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175086013, 'qualifierId': 213, 'value': '1.92'}, {'id': 5175086007, 'qualifierId': 140, 'value': '17.2'}, {'id': 5175086009, 'qualifierId': 141, 'value': '58.1'}, {'id': 5175086011, 'qualifierId': 212, 'value': '7.6'}];f4gpras1h3k8qfz71u84iyyok;W. Schmidt;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;7,6;;;1,92;58,1;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;17,2;58,1;;;;;;;0;0;2;35;Houston Dynamo II;155;MC;1,0
2713770877;25;1;1;2;36;1pc6sx2h4rp113ldkbp5d2xas;1;17,2;58,1;2024-08-26T00:06:47.743Z;2024-08-30T07:52:16Z;[{'id': 5175086123, 'qualifierId': 140, 'value': '20.2'}, {'id': 5175086121, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175086125, 'qualifierId': 141, 'value': '80.0'}, {'id': 5175086129, 'qualifierId': 213, 'value': '1.36'}, {'id': 5175086127, 'qualifierId': 212, 'value': '15.2'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;15,2;;;1,36;80,0;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;20,2;80,0;;;;;;;0;0;2;36;Houston Dynamo II;156;DC;1,0
2713770883;26;1;1;2;39;1pc6sx2h4rp113ldkbp5d2xas;0;20,2;80,0;2024-08-26T00:06:50.806Z;2024-08-30T07:52:28Z;[{'id': 5175086161, 'qualifierId': 140, 'value': '31.5'}, {'id': 5175086167, 'qualifierId': 213, 'value': '0.88'}, {'id': 5175086165, 'qualifierId': 212, 'value': '18.6'}, {'id': 5175086163, 'qualifierId': 141, 'value': '100.0'}, {'id': 5175086159, 'qualifierId': 56, 'value': 'Back'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;18,6;;;0,88;100,0;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;31,5;100,0;;;;;;;0;0;2;39;Houston Dynamo II;159;DC;1,0
2713770885;27;5;1;2;40;1pc6sx2h4rp113ldkbp5d2xas;0;34,9;101,0;2024-08-26T00:06:52.032Z;2024-08-30T07:52:33Z;[{'id': 5175086169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175086211, 'qualifierId': 233, 'value': '49'}, {'id': 5175086171, 'qualifierId': 347}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;ewybi0eo716f3khjqyfizt7h0;Out;;;;;;;;;;;;;;;;;;;1,0;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;0;0;2;40;Houston Dynamo II;160;DC;1,0
2713770889;49;5;1;2;40;7pmw399vh2v44cjle4fkklp1w;1;65,1;-1,0;2024-08-26T00:06:52.032Z;2024-08-30T07:52:35Z;[{'id': 5175086187, 'qualifierId': 347}, {'id': 5175086185, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175086203, 'qualifierId': 233, 'value': '27'}];60ej9rpig6xzj1d80w0ki92i;G. Segal;;;ewybi0eo716f3khjqyfizt7h0;Out;;;;;;;;;;;;;;;;;;;1,0;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;0;0;2;40;Minnesota United II;160;FW;1,0
2713770905;50;1;1;2;44;7pmw399vh2v44cjle4fkklp1w;1;59,4;0,0;2024-08-26T00:06:56.151Z;2024-08-30T07:53:30Z;[{'id': 5175086305, 'qualifierId': 1}, {'id': 5175086293, 'qualifierId': 107}, {'id': 5175086295, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175086297, 'qualifierId': 140, 'value': '39.4'}, {'id': 5175086303, 'qualifierId': 213, 'value': '2.68'}, {'id': 5175086301, 'qualifierId': 212, 'value': '23.4'}, {'id': 5175086299, 'qualifierId': 141, 'value': '14.0'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;23,4;;;2,68;14,0;39,4;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;39,4;14,0;;;;;;;0;0;2;44;Minnesota United II;164;DR;1,0
2713770933;51;1;1;2;47;7pmw399vh2v44cjle4fkklp1w;1;38,1;15,7;2024-08-26T00:06:58.927Z;2024-08-30T07:53:40Z;[{'id': 5175086421, 'qualifierId': 140, 'value': '57.0'}, {'id': 5175086419, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175086427, 'qualifierId': 213, 'value': '0.33'}, {'id': 5175086425, 'qualifierId': 212, 'value': '21.0'}, {'id': 5175086423, 'qualifierId': 141, 'value': '25.7'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;21,0;;;0,33;25,7;57,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;57,0;25,7;;;;;;;0;0;2;47;Minnesota United II;167;DL;1,0
2713770951;52;1;1;2;54;7pmw399vh2v44cjle4fkklp1w;1;52,9;26,5;2024-08-26T00:07:06.391Z;2024-08-26T01:00:52Z;[{'id': 5175086517, 'qualifierId': 141, 'value': '8.6'}, {'id': 5175086515, 'qualifierId': 140, 'value': '62.1'}, {'id': 5175086513, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175086519, 'qualifierId': 212, 'value': '15.5'}, {'id': 5175086521, 'qualifierId': 213, 'value': '5.38'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;15,5;;;5,38;8,6;62,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;62,1;8,6;;;;;;;0;0;2;54;Minnesota United II;174;MC;1,0
2713770997;53;1;1;2;57;7pmw399vh2v44cjle4fkklp1w;1;64,1;8,0;2024-08-26T00:07:09.287Z;2024-08-26T01:01:01Z;[{'id': 5175086817, 'qualifierId': 141, 'value': '8.6'}, {'id': 5175086815, 'qualifierId': 140, 'value': '87.5'}, {'id': 5175086813, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175086819, 'qualifierId': 212, 'value': '24.6'}, {'id': 5175086821, 'qualifierId': 213, 'value': '0.02'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;24,6;;;0,02;8,6;87,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;87,5;8,6;;;;;;;0;0;2;57;Minnesota United II;177;MC;1,0
2713771021;55;1;1;3;0;7pmw399vh2v44cjle4fkklp1w;1;86,2;9,0;2024-08-26T00:07:11.847Z;2024-08-30T07:54:19Z;[{'id': 5175086901, 'qualifierId': 212, 'value': '6.8'}, {'id': 5175086895, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175086897, 'qualifierId': 140, 'value': '79.8'}, {'id': 5175086899, 'qualifierId': 141, 'value': '7.6'}, {'id': 5175086903, 'qualifierId': 213, 'value': '3.28'}];3nvijn3ctkplajtt1dd23wycp;M. Gaines;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;6,8;;;3,28;7,6;79,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;79,8;7,6;;;;;;;0;0;3;0;Minnesota United II;180;FWR;1,0
2713771033;56;1;1;3;3;7pmw399vh2v44cjle4fkklp1w;1;79,8;7,6;2024-08-26T00:07:14.663Z;2024-08-30T07:54:27Z;[{'id': 5175086983, 'qualifierId': 140, 'value': '74.7'}, {'id': 5175086981, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175086989, 'qualifierId': 213, 'value': '1.95'}, {'id': 5175086987, 'qualifierId': 212, 'value': '14.3'}, {'id': 5175086985, 'qualifierId': 141, 'value': '27.1'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;ewybi0eo716f3khjqyfizt7h0;Pass;;;;;;;;;;14,3;;;1,95;27,1;74,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;74,7;27,1;;;;;;;0;0;3;3;Minnesota United II;183;MC;1,0
