id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_Involved;value_Captain;value_Resume;value_TeamFormation;value_PlayerPosition;value_DirectionOfPlay;value_PassEndY;value_Angle;value_Zone;value_Length;value_PassEndX;value_KickOff;value_LongBall;value_Chipped;value_Launch;value_Offensive;value_BlockedPass;value_OppositeRelatedEventId;value_Defensive;value_IntendedTackleTarget;value_DeletedEventType;value_TouchTypeControl;value_MediumGkIntervention;value_KeeperThrow;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_TakeOnOvertake;value_TouchTypeClearance;value_LayOff;value_LeftFooted;value_OutSwinger;value_Cross;value_Head;value_RightFooted;value_OverhitCross;value_TakeOnSpace;value_TouchTypePass;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_BlockedCross;value_HeadPass;value_NextEventGoalKick;value_GoalKick;value_Low;value_NotVisible;value_Left;value_Right;value_CornerTaken;value_IntentionalAssist;value_Assist;value_GkY;value_RegularPlay;value_Assisted;value_GoalmouthZ;value_RelatedEventId;value_GkX;value_GoalmouthY;value_BoxRight;value_BigChance;value_CloseLeft;value_PullBack;value_BlockedY;value_LowRight;value_BoxLeft;value_FirstTouch;value_BlockedX;value_ParriedSafe;value_Hands;value_Diving;value_LowGkIntervention;value_InSwinger;value_FlickOn;value_Volley;value_BoxCentre;value_HighRight;value_Shove/Push;value_High;value_Handball;value_HighGkIntervention;value_AttemptedTackle;value_RecklessOffence;value_YellowCard;value_Defensive1V1;value_CloseRight;value_Minutes;value_EndType;value_35Centre;value_IndividualPlay;value_TacticalFoul;value_LowCentre;value_Collected;value_Standing;value_OverArm;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_Overrun;value_NotAssisted;value_PlayersCaughtOffside;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Indirect;value_Injury;value_InjuredPlayerId;value_LeadingToGoal;value_SmallBoxCentre;value_GkXTimeOfGoal;value_Viral;value_GoalShotTimestamp;value_OwnGoal;value_GkYTimeOfGoal;value_RelatedError1Id;value_HighCentre;value_GoalShotGameClock;value_Penalty;value_PenaltyTakerId;value_Saved;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_ParriedDanger;value_SecondYellow;value_HighLeft;value_1On1;value_LowLeft;value_HighClaim;value_Dissent;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2680380545;1;34;16;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-04-29T01:28:29.527Z;2024-04-29T02:05:27Z;[{'id': 4991735163, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 4991735159, 'qualifierId': 59, 'value': '50, 41, 54, 95, 53, 56, 48, 49, 55, 92, 44, 59, 61, 62, 80, 83, 96'}, {'id': 4991782425, 'qualifierId': 197, 'value': '3399'}, {'id': 4991735155, 'qualifierId': 30, 'value': '6cdhdb44atdm9b3n7swgi002y, 441plehxckmdj5gb2mr6y8ne2, 249t35evpr3aasx0uczjs2j9w, 4y4mypo5jyzbp0dtvm6y7ajxm, 5et4reh22bzqjp1wcr5sqldnu, 57yplpr6jgwlqoon231ydqp04, 8hf35b309tq3wuc59xgshmbro, 4lyhopb6ddaz08hd5tu2pos9g, 1ksu0c3adavx1gqbrhalfpatw, dvk85r457e15hg0pw5rig0222, 5n7a8mn92t3qajms7udeolmok, bhzjqo4qidpkmh7lqqir9h4ic, 7ierspejw09stwtcg1tyswr9w, 9gktbx1ux7xxmjklqxjr84844, 4bae1ou2jd8xlsj7vmf9hb2fo, 3yk1gwm7jptmbal0vcwr24is4, 2mdvkj8gcfmn6wve50ewfi7mc'}, {'id': 4991781927, 'qualifierId': 194, 'value': 'dvk85r457e15hg0pw5rig0222'}, {'id': 4991735165, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4991735161, 'qualifierId': 130, 'value': '13'}, {'id': 4991735157, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5'}];;;;cj776sslbzges250pw7vg4sno;Team set up;;;3399,0;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2680381297;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-04-29T01:31:35.471Z;2024-04-29T02:03:33Z;[{'id': 4991738785, 'qualifierId': 130, 'value': '2'}, {'id': 4991738781, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4991738789, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4991782793, 'qualifierId': 194, 'value': '48vc423tkz4mx7oql1ahqneac'}, {'id': 4991782795, 'qualifierId': 197, 'value': '8379'}, {'id': 4991738787, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4991738783, 'qualifierId': 59, 'value': '95, 51, 33, 34, 42, 32, 47, 92, 72, 39, 12, 23, 38, 44, 52, 53, 54, 70, 81, 88'}, {'id': 4991738779, 'qualifierId': 30, 'value': 'd8jipeh184bc6p9c0uervzytw, 48vc423tkz4mx7oql1ahqneac, asy97zdxk0352toy38huzk222, 8rq61cgteiomxej2p0nxaw6c4, ahl3kfbfeubf6zfl7x8qrlm38, 5gg2mxmy9ff40oku3s09gavl6, es77zuezg8qvczh819uj6c844, bxnegxnynd1glae8g0vfigfvu, 72xq9zy27facbbowtwsuzw0lw, tw82u87mw6kggtjblt1hhdzo, 17x0wwjg47boyx7jua6vqf0gk, 6d45ccicyo6dregi9cm4ad4kq, 6adi81qxodibea6d0hxa3qxas, 8pl795qg2d886vtq8trzsucfe, btwb71g6uu6ibxpx8ppwn9tsk, 8ftpgljt7qw0wmddiw9gqaot0, 4dytdbcoh08mvuobsc31qvgbu, mm0bv35ngf0sqh2yx2eza4x6, 3wkej06590b61lyqm7vt1kwes, 929ogu77f1e7edncwll3wv4t0'}];;;;cj776sslbzges250pw7vg4sno;Team set up;;;8379,0;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2680390009;2;32;1;0;0;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-04-29T02:04:23.731Z;2024-04-29T02:04:23Z;[{'id': 4991783905, 'qualifierId': 127, 'value': 'Left to Right'}];;;;cj776sslbzges250pw7vg4sno;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;0;0;Real Monarchs;0;;
2680390015;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-04-29T02:04:23.731Z;2024-05-06T15:14:46Z;[{'id': 4991783915, 'qualifierId': 127, 'value': 'Right to Left'}];;;;cj776sslbzges250pw7vg4sno;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;home;;;;;;;;;;0;0;0;Vancouver Whitecaps II;0;;
2680390041;3;1;1;0;1;eo64tqkioegeb09iice2hf8bt;1;50,0;50,0;2024-04-29T02:04:24.732Z;2024-05-06T15:14:24Z;[{'id': 4991784047, 'qualifierId': 141, 'value': '55.1'}, {'id': 4991784051, 'qualifierId': 213, 'value': '2.92'}, {'id': 4991784043, 'qualifierId': 56, 'value': 'Back'}, {'id': 4991784049, 'qualifierId': 212, 'value': '15.7'}, {'id': 4991784045, 'qualifierId': 140, 'value': '35.4'}, {'id': 4991784053, 'qualifierId': 279, 'value': 'S'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;55,1;2,92;;15,7;35,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;35,4;55,1;;;;;;;;0;0;1;Real Monarchs;1;FWR;1,0
2680390055;4;1;1;0;3;eo64tqkioegeb09iice2hf8bt;1;35,4;54,9;2024-04-29T02:04:26.962Z;2024-05-06T15:34:04Z;[{'id': 4991784123, 'qualifierId': 1}, {'id': 4991784113, 'qualifierId': 56, 'value': 'Right'}, {'id': 4991784117, 'qualifierId': 141, 'value': '8.2'}, {'id': 4991784115, 'qualifierId': 140, 'value': '65.7'}, {'id': 4991784111, 'qualifierId': 155}, {'id': 4991784121, 'qualifierId': 213, 'value': '5.50'}, {'id': 4991784119, 'qualifierId': 212, 'value': '45.0'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;8,2;5,5;;45,0;65,7;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;65,7;8,2;;;;;;;;0;0;3;Real Monarchs;3;DC;1,0
2680390077;5;1;1;0;7;eo64tqkioegeb09iice2hf8bt;1;63,1;6,6;2024-04-29T02:04:30.858Z;2024-05-06T15:34:15Z;[{'id': 4991784227, 'qualifierId': 212, 'value': '10.6'}, {'id': 4991784223, 'qualifierId': 140, 'value': '53.0'}, {'id': 4991784221, 'qualifierId': 56, 'value': 'Right'}, {'id': 4991784229, 'qualifierId': 213, 'value': '3.06'}, {'id': 4991784225, 'qualifierId': 141, 'value': '7.8'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;7,8;3,06;;10,6;53,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;53,0;7,8;;;;;;;;0;0;7;Real Monarchs;7;DMR;1,0
2680390087;6;1;1;0;10;eo64tqkioegeb09iice2hf8bt;1;47,8;12,2;2024-04-29T02:04:34.538Z;2024-05-06T15:34:19Z;[{'id': 4991784273, 'qualifierId': 213, 'value': '2.19'}, {'id': 4991784269, 'qualifierId': 141, 'value': '47.9'}, {'id': 4991784271, 'qualifierId': 212, 'value': '29.9'}, {'id': 4991784267, 'qualifierId': 140, 'value': '31.2'}, {'id': 4991784265, 'qualifierId': 56, 'value': 'Back'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;47,9;2,19;;29,9;31,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;31,2;47,9;;;;;;;;0;0;10;Real Monarchs;10;DC;1,0
2680390131;7;1;1;0;14;eo64tqkioegeb09iice2hf8bt;1;31,0;49,0;2024-04-29T02:04:38.337Z;2024-04-29T02:04:46Z;[{'id': 4991784463, 'qualifierId': 140, 'value': '41.0'}, {'id': 4991784467, 'qualifierId': 212, 'value': '28.0'}, {'id': 4991784461, 'qualifierId': 56, 'value': 'Back'}, {'id': 4991784469, 'qualifierId': 213, 'value': '1.19'}, {'id': 4991784465, 'qualifierId': 141, 'value': '87.2'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;87,2;1,19;;28,0;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;41,0;87,2;;;;;;;;0;0;14;Real Monarchs;14;DC;1,0
2680390151;8;1;1;0;21;eo64tqkioegeb09iice2hf8bt;0;51,8;89,9;2024-04-29T02:04:44.801Z;2024-05-06T15:34:33Z;[{'id': 4991784535, 'qualifierId': 213, 'value': '6.16'}, {'id': 4991784525, 'qualifierId': 155}, {'id': 4991784529, 'qualifierId': 140, 'value': '89.4'}, {'id': 4991784531, 'qualifierId': 141, 'value': '82.9'}, {'id': 4991784537, 'qualifierId': 1}, {'id': 4991784527, 'qualifierId': 56, 'value': 'Left'}, {'id': 4991784533, 'qualifierId': 212, 'value': '39.8'}];4y4mypo5jyzbp0dtvm6y7ajxm;J. Ndakala;;cj776sslbzges250pw7vg4sno;Pass;;;;;;;;;;82,9;6,16;;39,8;89,4;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;89,4;82,9;;;;;;;;0;0;21;Real Monarchs;21;DC;1,0
