id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Involved;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_Length;value_Zone;value_KickOff;value_Angle;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypeControl;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_LongBall;value_DeletedEventType;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_RegularPlay;value_BlockedX;value_GoalmouthY;value_RightFooted;value_LowLeft;value_RelatedEventId;value_SmallBoxLeft;value_BlockedY;value_Assisted;value_ParriedSafe;value_LowGkIntervention;value_Stooping;value_Hands;value_Launch;value_HeadPass;value_TakeOnSpace;value_AttemptedTackle;value_PlayersCaughtOffside;value_Indirect;value_Chipped;value_Head;value_TouchTypeClearance;value_TakeOnOvertake;value_Blocked;value_IndividualPlay;value_LeftFooted;value_GkX;value_BoxLeft;value_GkY;value_LowCentre;value_DefBlock;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_HighGkIntervention;value_HighClaim;value_OutOfPlay;value_CloseLeft;value_NotAssisted;value_BoxCentre;value_NextEventGoalKick;value_Low;value_GoalKick;value_GkHoof;value_TouchTypePass;value_YellowCard;value_TacticalFoul;value_NotVisible;value_SwitchOfPlay;value_Right;value_FirstTouch;value_LayOff;value_FlickOn;value_OutOfBoxCentre;value_Standing;value_Fumble;value_ParriedDanger;value_Left;value_CornerTaken;value_OutSwinger;value_Cross;value_Shove/Push;value_HighLeft;value_Fingertip;value_Diving;value_InSwinger;value_InjuredPlayerId;value_Injury;value_GkKickFromHands;value_CloseLeftAndHigh;value_BlockedPass;value_Straight;value_DrivenCross;value_KeeperThrow;value_HighRight;value_FromCorner;value_RefereeDelay;value_DrinksBreak;value_Overrun;value_BlockedCross;value_Minutes;value_BoxRight;value_MediumGkIntervention;value_EndType;value_SixYardBlocked;value_OverArm;value_FollowsADribble;value_Volley;value_GkXTimeOfGoal;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_HighCentre;value_Collected;value_OverhitCross;value_Dissent;value_PullBack;value_FloatedCross;value_DangerousPlay;value_TimeWasting;value_BoxDeepLeft;value_TempShotOn;value_LeadingToGoal;value_KeeperTouched;value_RelatedError1Id;value_SecondYellow;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Saved;value_LowRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728353059;1;34;16;0;0;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-09-29T19:12:21.590Z;2024-10-03T12:25:31Z;[{'id': 5255527395, 'qualifierId': 194, 'value': '3f52lf1p2xmtzysfi8n18m044'}, {'id': 5254947137, 'qualifierId': 30, 'value': '3f52lf1p2xmtzysfi8n18m044, vhjelesjaxtgjcgfv7yxp2lm, 2gawx03wls5vwtlocjir3u7vu, tvbjgz0zeq5irumgofxrko44, 4cfvnypovkt900sfxmdhvxtec, 2vq2t4ttpcwey95jzofd60qy2, a8ngovgs2qfu5udzb97kelg16, bhhdcubw5vyxzf0lc1fcfftka, 4oz12ku4mdjsq7y4sgogpwg2y, 3tkdn8arq1j3il4ako7rcio2y, cqmvrx028gh19yh8qh7w01y0a, 1yohdc0hkzkom8hlhw3rjfn8q, hranx8amv6zdzmvzda4to0lw, c7luarkv7hwdspd9xhidhisk4, avijawqszxv4ewdxydxeugbv8, 1wa60ccrpw2zqguj4ayeeacyc, 5n0su1a4r7kb7it3ghxbhrf56, 78geqjj0pzo2gp7p8xg3q39w'}, {'id': 5254947139, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5254947141, 'qualifierId': 59, 'value': '91, 98, 90, 89, 28, 42, 39, 31, 47, 38, 99, 33, 96, 52, 76, 74, 35, 37'}, {'id': 5255210359, 'qualifierId': 197, 'value': '12783'}, {'id': 5254947147, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5254947143, 'qualifierId': 130, 'value': '18'}, {'id': 5254947145, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}];;;;;graw60p6ib7d5robbywlfpxw;Team set up;;;;;12783,0;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;0;0;North Texas;0;;
2728355745;1;34;16;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-09-29T19:14:57.260Z;2024-10-03T12:12:34Z;[{'id': 5254962933, 'qualifierId': 30, 'value': '6agfr3usj1pblrbq2i9mdpmcq, auomns9j08ffqknhs9007ju38, 9acojrco6dg2i9otq02gj6904, e7vsajjh4e7t51ciycjg0skd0, 7al9w77ailhli8g487tkl32tw, 1j010cibh247p8kjchww6ny3u, 8vnnownnzz2ksuuitbw3ax5yi, 6girdg17h5o2qr8stoywy3vv8, 19ckwd2oz9uyfjznuq2c41btg, 32c9e26wcnr5kmab8ep4zph5g, 8oa72acrno9ybfo1hdof5efbo, 3h8rx5wumr7hktll4hnvx7or8, 6ggqe5gi2w2jjclmbjev6dd78, f3bqitwkt3mitemcjd61hi044, e6rtym9ymave9py9el1yrxafo, 3risld5mac5ns2rrv6namc2l0, ey1qygcdrcu0sn7yu3iyneyok, da3mzb093sxf8i2xznedau8t0'}, {'id': 5254962935, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5254962937, 'qualifierId': 59, 'value': '30, 2, 12, 4, 6, 5, 51, 34, 41, 50, 79, 99, 10, 8, 46, 7, 25, 22'}, {'id': 5255374063, 'qualifierId': 197, 'value': '23486'}, {'id': 5254962939, 'qualifierId': 130, 'value': '11'}, {'id': 5254962941, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5254962943, 'qualifierId': 194, 'value': '1j010cibh247p8kjchww6ny3u'}, {'id': 5254962945, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;graw60p6ib7d5robbywlfpxw;Team set up;;;;;23486,0;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;0;Sporting KC II;0;;
2728400497;2;32;1;0;0;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-09-29T20:04:08.478Z;2024-10-03T05:18:08Z;[{'id': 5255212637, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;graw60p6ib7d5robbywlfpxw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;0;0;North Texas;0;;
2728400483;2;32;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-09-29T20:04:08.478Z;2024-09-29T20:04:08Z;[{'id': 5255212565, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;graw60p6ib7d5robbywlfpxw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;0;Sporting KC II;0;;
2728400517;3;1;1;0;0;7fbej4xwoq4imaf5l39304m37;1;49,9;50,0;2024-09-29T20:04:08.479Z;2024-09-29T20:04:13Z;[{'id': 5255212747, 'qualifierId': 141, 'value': '43.4'}, {'id': 5255212745, 'qualifierId': 140, 'value': '41.4'}, {'id': 5255212749, 'qualifierId': 212, 'value': '10.0'}, {'id': 5255212743, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255212753, 'qualifierId': 279, 'value': 'S'}, {'id': 5255212751, 'qualifierId': 213, 'value': '3.61'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;43,4;41,4;10,0;;;3,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;41,4;43,4;;;;;;;;0;0;0;North Texas;0;FW;1,0
2728400581;4;1;1;0;4;7fbej4xwoq4imaf5l39304m37;1;41,4;43,4;2024-09-29T20:04:12.938Z;2024-09-29T20:04:17Z;[{'id': 5255213031, 'qualifierId': 213, 'value': '4.09'}, {'id': 5255213029, 'qualifierId': 212, 'value': '23.0'}, {'id': 5255213027, 'qualifierId': 141, 'value': '15.9'}, {'id': 5255213025, 'qualifierId': 140, 'value': '28.7'}, {'id': 5255213023, 'qualifierId': 56, 'value': 'Back'}];a8ngovgs2qfu5udzb97kelg16;E. Bryant;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;15,9;28,7;23,0;;;4,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;28,7;15,9;;;;;;;;0;0;4;North Texas;4;DMC;1,0
2728400603;5;1;1;0;8;7fbej4xwoq4imaf5l39304m37;1;29,9;26,2;2024-09-29T20:04:17.078Z;2024-09-29T20:04:18Z;[{'id': 5255213111, 'qualifierId': 140, 'value': '24.9'}, {'id': 5255213117, 'qualifierId': 213, 'value': '2.17'}, {'id': 5255213113, 'qualifierId': 141, 'value': '37.6'}, {'id': 5255213115, 'qualifierId': 212, 'value': '9.4'}, {'id': 5255213109, 'qualifierId': 56, 'value': 'Back'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;37,6;24,9;9,4;;;2,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;24,9;37,6;;;;;;;;0;0;8;North Texas;8;DC;1,0
2728400615;6;1;1;0;10;7fbej4xwoq4imaf5l39304m37;0;24,4;37,6;2024-09-29T20:04:18.757Z;2024-09-29T20:04:19Z;[{'id': 5255213201, 'qualifierId': 213, 'value': '5.45'}, {'id': 5255213199, 'qualifierId': 212, 'value': '14.9'}, {'id': 5255213193, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255213195, 'qualifierId': 140, 'value': '33.9'}, {'id': 5255213197, 'qualifierId': 141, 'value': '21.3'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;21,3;33,9;14,9;;;5,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;33,9;21,3;;;;;;;;0;0;10;North Texas;10;DC;1,0
2728400627;3;49;1;0;11;99l7fsj6ykgbyqcb9zqqu9dgq;1;68,2;63,6;2024-09-29T20:04:20.346Z;2024-09-29T20:04:20Z;[];8oa72acrno9ybfo1hdof5efbo;L. Orejarena;;;graw60p6ib7d5robbywlfpxw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;11;Sporting KC II;11;ML;1,0
2728400667;4;1;1;0;12;99l7fsj6ykgbyqcb9zqqu9dgq;1;69,7;63,9;2024-09-29T20:04:20.898Z;2024-09-29T20:04:25Z;[{'id': 5255213469, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255213477, 'qualifierId': 213, 'value': '5.04'}, {'id': 5255213471, 'qualifierId': 140, 'value': '73.5'}, {'id': 5255213475, 'qualifierId': 212, 'value': '12.2'}, {'id': 5255213473, 'qualifierId': 141, 'value': '46.9'}];8oa72acrno9ybfo1hdof5efbo;L. Orejarena;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;46,9;73,5;12,2;;;5,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;73,5;46,9;;;;;;;;0;0;12;Sporting KC II;12;ML;1,0
