id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Involved;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Resume;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_Length;value_Zone;value_KickOff;value_Angle;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypeControl;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_LongBall;value_DeletedEventType;value_IntentionalAssist;value_Assist;value_GoalmouthZ;value_RegularPlay;value_BlockedX;value_GoalmouthY;value_RightFooted;value_LowLeft;value_RelatedEventId;value_SmallBoxLeft;value_BlockedY;value_Assisted;value_ParriedSafe;value_LowGkIntervention;value_Stooping;value_Hands;value_Launch;value_HeadPass;value_TakeOnSpace;value_AttemptedTackle;value_PlayersCaughtOffside;value_Indirect;value_Chipped;value_Head;value_TouchTypeClearance;value_TakeOnOvertake;value_Blocked;value_IndividualPlay;value_LeftFooted;value_GkX;value_BoxLeft;value_GkY;value_LowCentre;value_DefBlock;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_HighGkIntervention;value_HighClaim;value_OutOfPlay;value_CloseLeft;value_NotAssisted;value_BoxCentre;value_NextEventGoalKick;value_Low;value_GoalKick;value_GkHoof;value_TouchTypePass;value_YellowCard;value_TacticalFoul;value_NotVisible;value_SwitchOfPlay;value_Right;value_FirstTouch;value_LayOff;value_FlickOn;value_OutOfBoxCentre;value_Standing;value_Fumble;value_ParriedDanger;value_Left;value_CornerTaken;value_OutSwinger;value_Cross;value_Shove/Push;value_HighLeft;value_Fingertip;value_Diving;value_InSwinger;value_InjuredPlayerId;value_Injury;value_GkKickFromHands;value_CloseLeftAndHigh;value_BlockedPass;value_Straight;value_DrivenCross;value_KeeperThrow;value_HighRight;value_FromCorner;value_RefereeDelay;value_DrinksBreak;value_Overrun;value_BlockedCross;value_Minutes;value_BoxRight;value_MediumGkIntervention;value_EndType;value_SixYardBlocked;value_OverArm;value_FollowsADribble;value_Volley;value_GkXTimeOfGoal;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_HighCentre;value_Collected;value_OverhitCross;value_Dissent;value_PullBack;value_FloatedCross;value_DangerousPlay;value_TimeWasting;value_BoxDeepLeft;value_TempShotOn;value_LeadingToGoal;value_KeeperTouched;value_RelatedError1Id;value_SecondYellow;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Saved;value_LowRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728400669;5;50;1;0;16;99l7fsj6ykgbyqcb9zqqu9dgq;1;73,0;43,4;2024-09-29T20:04:24.921Z;2024-09-29T20:35:22Z;[{'id': 5255213877, 'qualifierId': 233, 'value': '7'}, {'id': 5255213485, 'qualifierId': 286}, {'id': 5255213483, 'qualifierId': 56, 'value': 'Center'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;graw60p6ib7d5robbywlfpxw;Dispossessed;;;;;;;;;;;;;;;;7,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;16;Sporting KC II;16;FW;1,0
2728400723;7;7;1;0;16;7fbej4xwoq4imaf5l39304m37;1;27,0;56,6;2024-09-29T20:04:24.922Z;2024-10-03T05:32:16Z;[{'id': 5255213861, 'qualifierId': 233, 'value': '5'}, {'id': 5255213825, 'qualifierId': 285}, {'id': 5255213821, 'qualifierId': 56, 'value': 'Back'}, {'id': 5262154507, 'qualifierId': 383}];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;graw60p6ib7d5robbywlfpxw;Tackle;;;;;;;;;;;;;;;;5,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;0;16;North Texas;16;DMC;1,0
2728400729;8;49;1;0;20;7fbej4xwoq4imaf5l39304m37;1;30,8;65,6;2024-09-29T20:04:28.718Z;2024-09-29T20:35:27Z;[];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;graw60p6ib7d5robbywlfpxw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;0;20;North Texas;20;DMC;1,0
2728400765;9;1;1;0;20;7fbej4xwoq4imaf5l39304m37;1;30,8;65,6;2024-09-29T20:04:29.207Z;2024-09-29T20:35:30Z;[{'id': 5255214035, 'qualifierId': 141, 'value': '74.7'}, {'id': 5255214039, 'qualifierId': 213, 'value': '0.28'}, {'id': 5255214033, 'qualifierId': 140, 'value': '51.4'}, {'id': 5255214037, 'qualifierId': 212, 'value': '22.5'}, {'id': 5255214031, 'qualifierId': 56, 'value': 'Center'}];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;74,7;51,4;22,5;;;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;51,4;74,7;;;;;;;;0;0;20;North Texas;20;DMC;1,0
2728400769;10;4;1;0;23;7fbej4xwoq4imaf5l39304m37;1;55,7;78,8;2024-09-29T20:04:31.723Z;2024-09-29T21:10:19Z;[{'id': 5255214333, 'qualifierId': 233, 'value': '6'}, {'id': 5255214119, 'qualifierId': 13}, {'id': 5255214123, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255214125, 'qualifierId': 152}, {'id': 5255214121, 'qualifierId': 295}, {'id': 5255214127, 'qualifierId': 286}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;graw60p6ib7d5robbywlfpxw;Foul;;;;;;;;;;;;;;;;6,0;1,0;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;;;;;;;;;;0;0;23;North Texas;23;FW;1,0
2728400813;6;4;1;0;23;99l7fsj6ykgbyqcb9zqqu9dgq;0;44,3;21,2;2024-09-29T20:04:31.724Z;2024-09-29T21:10:19Z;[{'id': 5255214309, 'qualifierId': 13}, {'id': 5255214311, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255214317, 'qualifierId': 285}, {'id': 5255214313, 'qualifierId': 152}, {'id': 5255375981, 'qualifierId': 295}, {'id': 5255214365, 'qualifierId': 233, 'value': '10'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;graw60p6ib7d5robbywlfpxw;Foul;;;;;;;;;;;;;;;;10,0;;1,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;away;;;;;;;;;;0;0;23;Sporting KC II;23;DC;1,0
2728400885;11;1;1;0;33;7fbej4xwoq4imaf5l39304m37;1;44,3;76,9;2024-09-29T20:04:41.557Z;2024-09-29T20:04:43Z;[{'id': 5255214745, 'qualifierId': 212, 'value': '24.2'}, {'id': 5255214741, 'qualifierId': 141, 'value': '48.6'}, {'id': 5255214747, 'qualifierId': 213, 'value': '4.06'}, {'id': 5255214731, 'qualifierId': 5}, {'id': 5255214737, 'qualifierId': 140, 'value': '30.4'}, {'id': 5255214733, 'qualifierId': 152}, {'id': 5255214735, 'qualifierId': 56, 'value': 'Back'}];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;48,6;30,4;24,2;;;4,06;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;30,4;48,6;;;;;;;;0;0;33;North Texas;33;DMC;1,0
2728400903;12;1;1;0;35;7fbej4xwoq4imaf5l39304m37;1;30,4;48,6;2024-09-29T20:04:43.518Z;2024-09-29T20:04:45Z;[{'id': 5255214825, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255214831, 'qualifierId': 212, 'value': '12.4'}, {'id': 5255214829, 'qualifierId': 141, 'value': '33.9'}, {'id': 5255214827, 'qualifierId': 140, 'value': '37.4'}, {'id': 5255214833, 'qualifierId': 213, 'value': '5.35'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;33,9;37,4;12,4;;;5,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;37,4;33,9;;;;;;;;0;0;35;North Texas;35;DC;1,0
2728400993;13;1;1;0;36;7fbej4xwoq4imaf5l39304m37;1;37,2;32,8;2024-09-29T20:04:45.067Z;2024-09-29T20:04:51Z;[{'id': 5255215229, 'qualifierId': 140, 'value': '40.4'}, {'id': 5255215237, 'qualifierId': 213, 'value': '4.88'}, {'id': 5255215233, 'qualifierId': 141, 'value': '3.2'}, {'id': 5255215235, 'qualifierId': 212, 'value': '20.4'}, {'id': 5255215225, 'qualifierId': 56, 'value': 'Back'}];a8ngovgs2qfu5udzb97kelg16;E. Bryant;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;3,2;40,4;20,4;;;4,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;40,4;3,2;;;;;;;;0;0;36;North Texas;36;DMC;1,0
2728401079;14;1;1;0;43;7fbej4xwoq4imaf5l39304m37;1;40,1;5,7;2024-09-29T20:04:51.868Z;2024-09-29T20:36:07Z;[{'id': 5255215637, 'qualifierId': 140, 'value': '5.5'}, {'id': 5255215639, 'qualifierId': 141, 'value': '44.4'}, {'id': 5255215635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255215643, 'qualifierId': 213, 'value': '2.51'}, {'id': 5255215645, 'qualifierId': 1}, {'id': 5255215641, 'qualifierId': 212, 'value': '44.9'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;graw60p6ib7d5robbywlfpxw;Pass;;;;;;;;;;44,4;5,5;44,9;;;2,51;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;home;5,5;44,4;;;;;;;;0;0;43;North Texas;43;DMR;1,0
