matchId;id;coverageLevel;date;time;localDate;localTime;numberOfPeriods;periodLength;overtimeLength;lastUpdated;nextMatchWinnerId;description;tournamentCalendar_id;tournamentCalendar_startDate;tournamentCalendar_endDate;tournamentCalendar_name;home_id;home_name;home_shortName;home_officialName;home_code;home_position;away_id;away_name;away_shortName;away_officialName;away_code;away_position;competition_id;competition_name;competition_knownName;competition_competitionCode;competition_competitionFormat;venueName;expandedMaxMinute;matchStatus
chgm2serr432rqnas1dmvwh78;chgm2serr432rqnas1dmvwh78;13;2024-10-27Z;18:00:00Z;2024-10-27;13:00:00;2;45;15;2025-05-23T19:18:36Z;e5v6i6d81tkksrc3ypvpa37dg;Chicago Fire II vs Columbus Crew II;azyt1t7kg4bx4vu80k7w8drtg;2024-03-16Z;2024-11-10Z;2024;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;Chicago Fire;Chicago Fire FC II;CHI;home;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;Columbus II;Columbus Crew 2;CLB;away;5qmjkpvi92vrzdcb2knassjkk;MLS Next Pro;MLS Next Pro;MNP;Domestic league;SeatGeek Stadium;97;Played
