id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_Captain;value_Involved;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_Tap;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_LongBall;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_BlockedPass;value_Offensive;value_Defensive;value_TakeOnSpace;value_Chipped;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_ThroughBall;value_FlickOn;value_AerialFoul;value_DeletedEventType;value_IntentionalAssist;value_Assist;value_BoxLeft;value_GkY;value_Blocked;value_GoalmouthY;value_LowLeft;value_FirstTouch;value_BlockedX;value_BlockedY;value_Assisted;value_GoalmouthZ;value_RightFooted;value_RelatedEventId;value_RegularPlay;value_GkX;value_DefBlock;value_TempBlocked;value_BoxCentre;value_FollowsShotRebound;value_PlayersCaughtOffside;value_NotVisible;value_TouchTypeControl;value_ShirtPull/Holding;value_Weak;value_OutOfBoxCentre;value_Head;value_LowRight;value_Hands;value_LowGkIntervention;value_Collected;value_Standing;value_KeeperThrow;value_Left;value_BigChance;value_MediumGkIntervention;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_TakeOnOvertake;value_KeeperTouched;value_GkYTimeOfGoal;value_NotAssisted;value_GoalShotGameClock;value_GoalShotTimestamp;value_Deflection;value_GkXTimeOfGoal;value_HighCentre;value_InSwinger;value_Right;value_SetPiece;value_Shove/Push;value_PullBack;value_MisHit;value_LeftFooted;value_IndividualPlay;value_Stooping;value_OutOfPlay;value_OverArm;value_OverhitCross;value_Overrun;value_CornerTaken;value_Indirect;value_LowCentre;value_Diving;value_Minutes;value_HighRight;value_BoxRight;value_HighGkIntervention;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HighClaim;value_FromCorner;value_HighLeft;value_FastBreak;value_RecklessOffence;value_YellowCard;value_ParriedDanger;value_CloseRight;value_High;value_TimeWasting;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_Volley;value_TacticalFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2728453263;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-09-29T21:05:28.520Z;2024-10-03T13:34:41Z;[{'id': 5255504029, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5255504025, 'qualifierId': 130, 'value': '8'}, {'id': 5255504021, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5255732859, 'qualifierId': 197, 'value': '23745'}, {'id': 5255504023, 'qualifierId': 59, 'value': '41, 45, 72, 58, 66, 77, 20, 64, 60, 99, 71, 54, 53, 2, 63, 52, 78, 51, 93, 96'}, {'id': 5256165391, 'qualifierId': 194, 'value': '5n1wehugx0qtun8oopg2jbndg'}, {'id': 5255504019, 'qualifierId': 30, 'value': '71y61qa3ywym9sa89dpkzfcyy, 4h8dml0qrwpqza4kqazp5dnqi, 3q8dpwqkikbugz3ikwcmkbg4q, 4nzrv75trp05nqos781kk62hg, dqa88ma3jbk33lsyzo45uy2cq, 79z5vt08ga8prn33vi2a260kq, au9595t3oo0zbzexhr01ts0h6, dhrxi7hj8xh15ky7q6u5wqi5m, 1bmbt6h6bsiimpzxt07cqwfvu, 5n1wehugx0qtun8oopg2jbndg, 7jtxek694d60c5udhyv0zsjro, bpfl7nj8llr3dfadhtju52rro, 3514h23j8mh5m37hsg90245ck, 658wqca9ctixqav113prm06ei, 35jkg2v338kipzlf0iwvvypuy, cac9hjmdwt1gsz0qt3f6d4b2s, f2nxaemhqi8kbtbejnqekgd4a, 23j7p7rylg9rwke4vbgquzjai, 1f1x4s6m83dyn9tv9faubwob8, 7b0z3s1wde3iu6vjvfbio6m8k'}, {'id': 5255504027, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;hvf6ig5ftcv9iiss2lsf3mz8;Team set up;;8,0;;23745,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;0;0;Los Angeles II;0;;
2728457473;1;34;16;0;0;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-09-29T21:11:33.694Z;2024-10-03T13:26:43Z;[{'id': 5255527477, 'qualifierId': 59, 'value': '31, 40, 81, 65, 44, 46, 56, 66, 39, 91, 70, 55, 77, 36, 49, 60, 51, 79'}, {'id': 5255527479, 'qualifierId': 130, 'value': '20'}, {'id': 5255527481, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5262468533, 'qualifierId': 194, 'value': 'ajxa2yfzwct5nd0ded1sa9vmy'}, {'id': 5255527471, 'qualifierId': 30, 'value': 'd4xd9fxqjwfe7x46byn60dx49, ajxa2yfzwct5nd0ded1sa9vmy, 3fbekr02uy605ppv5pzw9321g, e2912gyiutvn3aky0z9ijz384, 7s32iecltoopsjddclg0ixzx0, d1w4zs63sx3cc7wnc8wshbfv8, m4w1lmkfi8siwrxs9ny5ihhw, a55do2tx3wz5tsboyf355aiok, 3v3b0z3d5czty8zcxrhy5uyac, 17ni4ntnt7b6b0bwst3e4djze, 6mm2h3x9hmyea3bu2wt80uo7o, 5reylt0uyetl6qavkvd8inai, 18b4rpeia26xq688ieqaw2z2s, 8f5h44hnjdt4rdflu8qqhx5d6, cuxpxs76g96vwhrnhw9rw2ihg, eu6pktmlz3r7qlbwoodmlgdn8, 7ruu7rxicp3r2ftyg50cf3dhw, 2t5xlnzc4uiaae7x0yof4djx0'}, {'id': 5255730789, 'qualifierId': 197, 'value': '23554'}, {'id': 5255527483, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5255527473, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}];;;;hvf6ig5ftcv9iiss2lsf3mz8;Team set up;;20,0;;23554,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;0;The Town;0;;
2728494371;2;32;1;0;0;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-09-29T22:04:01.127Z;2024-09-29T22:04:01Z;[{'id': 5255735493, 'qualifierId': 127, 'value': 'Right to Left'}];;;;hvf6ig5ftcv9iiss2lsf3mz8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;0;0;The Town;0;;
2728494379;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-09-29T22:04:01.127Z;2024-10-03T05:04:55Z;[{'id': 5255735543, 'qualifierId': 127, 'value': 'Left to Right'}];;;;hvf6ig5ftcv9iiss2lsf3mz8;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;0;0;Los Angeles II;0;;
2728494393;3;1;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;50,2;49,9;2024-09-29T22:04:01.128Z;2024-09-29T22:04:05Z;[{'id': 5255735625, 'qualifierId': 140, 'value': '44.3'}, {'id': 5255735629, 'qualifierId': 212, 'value': '7.0'}, {'id': 5255735729, 'qualifierId': 278}, {'id': 5255735623, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255735631, 'qualifierId': 213, 'value': '2.66'}, {'id': 5255735627, 'qualifierId': 141, 'value': '54.7'}, {'id': 5255735633, 'qualifierId': 279, 'value': 'S'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;44,3;7,0;1,0;;2,66;54,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;44,3;54,7;;;;;;;0;0;0;0;Los Angeles II;0;FW;1,0
2729664247;889;1;1;0;1;ew2zirzye0sw1txr2m33nr25y;1;47,0;55,3;2024-09-29T22:04:02.236Z;2024-10-03T05:27:20Z;[{'id': 5262153347, 'qualifierId': 213, 'value': '3.49'}, {'id': 5262153343, 'qualifierId': 141, 'value': '50.1'}, {'id': 5262153339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5262153345, 'qualifierId': 212, 'value': '10.3'}, {'id': 5262153341, 'qualifierId': 140, 'value': '37.8'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;37,8;10,3;;;3,49;50,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;37,8;50,1;;;;;;;0;0;0;1;Los Angeles II;1;AMC;1,0
2728494439;4;1;1;0;4;ew2zirzye0sw1txr2m33nr25y;1;37,6;53,0;2024-09-29T22:04:05.320Z;2024-10-03T05:19:20Z;[{'id': 5255735877, 'qualifierId': 140, 'value': '34.8'}, {'id': 5255735881, 'qualifierId': 212, 'value': '6.5'}, {'id': 5255735879, 'qualifierId': 141, 'value': '44.4'}, {'id': 5255735875, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255735883, 'qualifierId': 213, 'value': '4.25'}];4nzrv75trp05nqos781kk62hg;R. Rajagopal;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;34,8;6,5;;;4,25;44,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;34,8;44,4;;;;;;;0;0;0;4;Los Angeles II;4;MC;1,0
2728494461;5;1;1;0;5;ew2zirzye0sw1txr2m33nr25y;1;33,4;35,9;2024-09-29T22:04:07.046Z;2024-09-29T22:04:08Z;[{'id': 5255735989, 'qualifierId': 140, 'value': '23.1'}, {'id': 5255735993, 'qualifierId': 212, 'value': '11.0'}, {'id': 5255735991, 'qualifierId': 141, 'value': '38.6'}, {'id': 5255735995, 'qualifierId': 213, 'value': '2.97'}, {'id': 5255735987, 'qualifierId': 56, 'value': 'Back'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;23,1;11,0;;;2,97;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;23,1;38,6;;;;;;;0;0;0;5;Los Angeles II;5;MC;1,0
2728494527;6;1;1;0;7;ew2zirzye0sw1txr2m33nr25y;1;23,2;38,6;2024-09-29T22:04:08.662Z;2024-09-29T22:04:14Z;[{'id': 5255736377, 'qualifierId': 140, 'value': '18.0'}, {'id': 5255736383, 'qualifierId': 213, 'value': '1.79'}, {'id': 5255736375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5255736381, 'qualifierId': 212, 'value': '24.7'}, {'id': 5255736379, 'qualifierId': 141, 'value': '74.1'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;18,0;24,7;;;1,79;74,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;18,0;74,1;;;;;;;0;0;0;7;Los Angeles II;7;DL;1,0
2728494583;7;1;1;0;13;ew2zirzye0sw1txr2m33nr25y;0;23,8;70,5;2024-09-29T22:04:14.470Z;2024-09-29T22:04:18Z;[{'id': 5255736709, 'qualifierId': 1}, {'id': 5255736705, 'qualifierId': 212, 'value': '51.8'}, {'id': 5255736701, 'qualifierId': 140, 'value': '73.1'}, {'id': 5255736697, 'qualifierId': 157}, {'id': 5255736699, 'qualifierId': 56, 'value': 'Center'}, {'id': 5255736707, 'qualifierId': 213, 'value': '0.04'}, {'id': 5255736703, 'qualifierId': 141, 'value': '73.5'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;hvf6ig5ftcv9iiss2lsf3mz8;Pass;;;;;;;;;;73,1;51,8;;;0,04;73,5;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;73,1;73,5;;;;;;;0;0;0;13;Los Angeles II;13;DC;1,0
