id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_Length;value_Offensive;value_OppositeRelatedEventId;value_TouchTypePass;value_Defensive;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_Chipped;value_TakeOnOvertake;value_TouchTypeClearance;value_IntentionalAssist;value_Assist;value_Blocked;value_GoalmouthZ;value_BlockedY;value_RegularPlay;value_BoxLeft;value_Assisted;value_GoalmouthY;value_LowRight;value_BlockedX;value_GkX;value_GkY;value_RelatedEventId;value_RightFooted;value_DefBlock;value_HeadPass;value_DeletedEventType;value_TouchTypeControl;value_IntendedTackleTarget;value_LayOff;value_SoloRun;value_GoalShotGameClock;value_KeeperTouched;value_HighLeft;value_IndividualPlay;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_OutOfBoxCentre;value_LongBall;value_SwitchOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_Head;value_Cross;value_LeftFooted;value_InSwinger;value_NextEventGoalKick;value_NotVisible;value_GoalKick;value_Low;value_LowCentre;value_FlickOn;value_DrivenCross;value_Straight;value_MediumGkIntervention;value_KeeperThrow;value_Direct;value_ShirtPull/Holding;value_Foul;value_OutSwinger;value_AttemptedTackle;value_OutOfPlay;value_BlockedPass;value_TakeOnSpace;value_TempMissed;value_BoxCentre;value_Left;value_CornerTaken;value_Right;value_FirstTouch;value_FromCorner;value_NotAssisted;value_BigChance;value_SavedOffLine;value_LastLine;value_SmallBoxLeft;value_Collected;value_LowGkIntervention;value_Feet;value_Stooping;value_ThroughBall;value_FastBreak;value_CloseRight;value_BlockedClearance;value_Shove/Push;value_BoxDeepRight;value_SixYardBlocked;value_ThrowInSetPiece;value_GkStart;value_FollowsADribble;value_HighRight;value_RecklessOffence;value_YellowCard;value_BoxRight;value_HighClaim;value_HighGkIntervention;value_Hands;value_Diving;value_OverhitCross;value_Minutes;value_Overrun;value_High;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_CaptainChange;value_Strong;value_HitWoodwork;value_HitBar;value_Penalty;value_PenaltyTakerId;value_Scored;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_GkKickFromHands;value_NotPastGoalLine;value_SecondYellow;value_NotRetreating;value_OverArm;value_LeadingToAttempt;value_1On1;value_RelatedError1Id;value_ParriedDanger;value_Deflection;value_Standing;value_GkHoof;value_ParriedSafe;value_HighCentre;value_Handball;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718508235;100;3;1;11;44;d0c07im4a6oj8qa7f1zlt3pqs;1;32,7;86,0;2024-09-08T19:17:22.139Z;2024-09-11T07:57:08Z;[{'id': 5201144105, 'qualifierId': 233, 'value': '116'}, {'id': 5201144109, 'qualifierId': 285}, {'id': 5204542743, 'qualifierId': 465}, {'id': 5201143803, 'qualifierId': 56, 'value': 'Back'}];53ufl7f1lbwnr7klx9ofxufbo;A. García;;;2elx99ldlrlgb7csggsp5w4;Take On;;;;;;;;;;;;;;;;;116,0;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;11;44;Minnesota United II;704;FWL;1,0
2718508247;116;45;1;11;44;1pc6sx2h4rp113ldkbp5d2xas;0;67,3;14,0;2024-09-08T19:17:22.139Z;2024-09-08T19:41:01Z;[{'id': 5201143859, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201144127, 'qualifierId': 233, 'value': '100'}, {'id': 5201143861, 'qualifierId': 286}];3hoj338a7cxhckcsc9g5tpa7d;D. Taylor;;;2elx99ldlrlgb7csggsp5w4;Challenge;;;;;;;;;;;;;;;;1,0;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;11;44;Austin II;704;DR;1,0
2718508239;101;49;1;11;48;d0c07im4a6oj8qa7f1zlt3pqs;1;44,1;88,3;2024-09-08T19:17:26.459Z;2024-09-08T19:17:26Z;[];53ufl7f1lbwnr7klx9ofxufbo;A. García;;;2elx99ldlrlgb7csggsp5w4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;11;48;Minnesota United II;708;FWL;1,0
2718508243;102;61;1;11;49;d0c07im4a6oj8qa7f1zlt3pqs;0;44,1;88,3;2024-09-08T19:17:26.987Z;2024-09-08T19:17:27Z;[{'id': 5201143835, 'qualifierId': 56, 'value': 'Back'}];53ufl7f1lbwnr7klx9ofxufbo;A. García;;;2elx99ldlrlgb7csggsp5w4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;11;49;Minnesota United II;709;FWL;1,0
2718508249;117;4;1;11;50;1pc6sx2h4rp113ldkbp5d2xas;1;57,2;9,4;2024-09-08T19:17:28.537Z;2024-09-08T19:17:32Z;[{'id': 5201143895, 'qualifierId': 286}, {'id': 5201143887, 'qualifierId': 13}, {'id': 5201143893, 'qualifierId': 152}, {'id': 5201143919, 'qualifierId': 233, 'value': '103'}, {'id': 5201143891, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201143889, 'qualifierId': 295}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;2elx99ldlrlgb7csggsp5w4;Foul;;;;;;;;;;;;;;;;1,0;103,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;11;50;Austin II;710;MC;1,0
2718508251;103;4;1;11;50;d0c07im4a6oj8qa7f1zlt3pqs;0;42,8;90,6;2024-09-08T19:17:28.538Z;2024-09-08T19:17:33Z;[{'id': 5201143879, 'qualifierId': 295}, {'id': 5201143943, 'qualifierId': 233, 'value': '117'}, {'id': 5201143885, 'qualifierId': 285}, {'id': 5201143881, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201143883, 'qualifierId': 152}, {'id': 5201143877, 'qualifierId': 13}];53ufl7f1lbwnr7klx9ofxufbo;A. García;;;2elx99ldlrlgb7csggsp5w4;Foul;;;;;;;;;;;;;;;;;117,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;11;50;Minnesota United II;710;FWL;1,0
2718508335;118;1;1;12;1;1pc6sx2h4rp113ldkbp5d2xas;1;45,7;13,3;2024-09-08T19:17:39.875Z;2024-09-08T19:17:44Z;[{'id': 5201144409, 'qualifierId': 5}, {'id': 5201144411, 'qualifierId': 152}, {'id': 5201144413, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201144417, 'qualifierId': 141, 'value': '49.6'}, {'id': 5201144415, 'qualifierId': 140, 'value': '37.3'}, {'id': 5201144421, 'qualifierId': 213, 'value': '1.91'}, {'id': 5201144419, 'qualifierId': 212, 'value': '26.2'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;37,3;;1,91;49,6;;26,2;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;37,3;49,6;;;;;;;;0;12;1;Austin II;721;DL;1,0
2718508359;119;1;1;12;6;1pc6sx2h4rp113ldkbp5d2xas;1;37,2;52,2;2024-09-08T19:17:43.963Z;2024-09-08T19:17:47Z;[{'id': 5201144577, 'qualifierId': 140, 'value': '38.9'}, {'id': 5201144587, 'qualifierId': 213, 'value': '4.81'}, {'id': 5201144581, 'qualifierId': 141, 'value': '24.1'}, {'id': 5201144585, 'qualifierId': 212, 'value': '19.2'}, {'id': 5201144575, 'qualifierId': 56, 'value': 'Back'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;38,9;;4,81;24,1;;19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;38,9;24,1;;;;;;;;0;12;6;Austin II;726;DC;1,0
2718508365;120;1;1;12;9;1pc6sx2h4rp113ldkbp5d2xas;1;41,3;24,6;2024-09-08T19:17:47.443Z;2024-09-08T19:17:49Z;[{'id': 5201144611, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201144621, 'qualifierId': 213, 'value': '1.83'}, {'id': 5201144619, 'qualifierId': 212, 'value': '25.2'}, {'id': 5201144615, 'qualifierId': 141, 'value': '60.4'}, {'id': 5201144613, 'qualifierId': 140, 'value': '35.1'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;35,1;;1,83;60,4;;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;35,1;60,4;;;;;;;;0;12;9;Austin II;729;DL;1,0
2718508375;121;1;1;12;11;1pc6sx2h4rp113ldkbp5d2xas;1;35,1;60,4;2024-09-08T19:17:49.483Z;2024-09-08T19:17:51Z;[{'id': 5201144673, 'qualifierId': 213, 'value': '0.50'}, {'id': 5201144671, 'qualifierId': 212, 'value': '22.6'}, {'id': 5201144669, 'qualifierId': 141, 'value': '76.3'}, {'id': 5201144665, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201144667, 'qualifierId': 140, 'value': '54.0'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;54,0;;0,5;76,3;;22,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;54,0;76,3;;;;;;;;0;12;11;Austin II;731;DC;1,0
2718508387;122;1;1;12;13;1pc6sx2h4rp113ldkbp5d2xas;1;54,0;76,3;2024-09-08T19:17:51.027Z;2024-09-08T19:17:55Z;[{'id': 5201144775, 'qualifierId': 213, 'value': '2.05'}, {'id': 5201144769, 'qualifierId': 140, 'value': '48.9'}, {'id': 5201144773, 'qualifierId': 212, 'value': '11.6'}, {'id': 5201144771, 'qualifierId': 141, 'value': '91.4'}, {'id': 5201144767, 'qualifierId': 56, 'value': 'Back'}];c3f7oxhzkegam5g1cn1j8j7jd;S. Shashoua;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;48,9;;2,05;91,4;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;48,9;91,4;;;;;;;;0;12;13;Austin II;733;MC;1,0
2718508397;123;1;1;12;17;1pc6sx2h4rp113ldkbp5d2xas;0;59,6;91,5;2024-09-08T19:17:55.588Z;2024-09-08T19:17:57Z;[{'id': 5201144845, 'qualifierId': 212, 'value': '18.6'}, {'id': 5201144837, 'qualifierId': 155}, {'id': 5201144841, 'qualifierId': 140, 'value': '76.2'}, {'id': 5201144843, 'qualifierId': 141, 'value': '82.1'}, {'id': 5201144847, 'qualifierId': 213, 'value': '5.93'}, {'id': 5201144839, 'qualifierId': 56, 'value': 'Left'}];4ecgnoxeou0m46yw8hwisbrx0;A. Markanich;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;76,2;;5,93;82,1;;18,6;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;76,2;82,1;;;;;;;;0;12;17;Austin II;737;DC;1,0
2718508413;104;1;1;12;20;d0c07im4a6oj8qa7f1zlt3pqs;1;23,7;11,4;2024-09-08T19:17:58.684Z;2024-09-08T19:17:59Z;[{'id': 5201144961, 'qualifierId': 141, 'value': '3.8'}, {'id': 5201144955, 'qualifierId': 155}, {'id': 5201144959, 'qualifierId': 140, 'value': '34.3'}, {'id': 5201144963, 'qualifierId': 212, 'value': '12.3'}, {'id': 5201144957, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201144965, 'qualifierId': 213, 'value': '5.85'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;34,3;;5,85;3,8;;12,3;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;34,3;3,8;;;;;;;;0;12;20;Minnesota United II;740;DL;1,0
2718508417;105;1;1;12;21;d0c07im4a6oj8qa7f1zlt3pqs;0;34,3;3,8;2024-09-08T19:17:59.851Z;2024-09-08T19:18:00Z;[{'id': 5201144977, 'qualifierId': 212, 'value': '4.9'}, {'id': 5201144973, 'qualifierId': 140, 'value': '38.8'}, {'id': 5201144975, 'qualifierId': 141, 'value': '5.9'}, {'id': 5201144979, 'qualifierId': 213, 'value': '0.29'}, {'id': 5201144971, 'qualifierId': 56, 'value': 'Back'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;38,8;;0,29;5,9;;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;38,8;5,9;;;;;;;;0;12;21;Minnesota United II;741;MC;1,0
2718508415;124;61;1;12;22;1pc6sx2h4rp113ldkbp5d2xas;1;70,2;96,4;2024-09-08T19:17:59.961Z;2024-09-08T19:18:00Z;[{'id': 5201144969, 'qualifierId': 56, 'value': 'Left'}];4ecgnoxeou0m46yw8hwisbrx0;A. Markanich;;;2elx99ldlrlgb7csggsp5w4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;12;22;Austin II;742;DC;1,0
2718508423;125;61;1;12;24;1pc6sx2h4rp113ldkbp5d2xas;0;63,6;94,0;2024-09-08T19:18:02.751Z;2024-09-08T19:18:02Z;[{'id': 5201145005, 'qualifierId': 56, 'value': 'Left'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;2elx99ldlrlgb7csggsp5w4;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;12;24;Austin II;744;MC;1,0
2718508435;106;49;1;12;26;d0c07im4a6oj8qa7f1zlt3pqs;1;43,4;2,0;2024-09-08T19:18:04.764Z;2024-09-08T19:18:04Z;[];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;2elx99ldlrlgb7csggsp5w4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;12;26;Minnesota United II;746;MC;1,0
2718508443;107;1;1;12;26;d0c07im4a6oj8qa7f1zlt3pqs;0;43,4;2,0;2024-09-08T19:18:04.860Z;2024-09-08T19:18:05Z;[{'id': 5201145133, 'qualifierId': 212, 'value': '5.2'}, {'id': 5201145135, 'qualifierId': 213, 'value': '1.02'}, {'id': 5201145131, 'qualifierId': 141, 'value': '8.5'}, {'id': 5201145129, 'qualifierId': 140, 'value': '46.0'}, {'id': 5201145127, 'qualifierId': 56, 'value': 'Back'}];ov91zkisppven9tp72gfbjf8;B. Byaruhanga;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;46,0;;1,02;8,5;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;46,0;8,5;;;;;;;;0;12;26;Minnesota United II;746;MC;1,0
2719126891;899;8;1;12;28;1pc6sx2h4rp113ldkbp5d2xas;1;54,8;85,9;2024-09-08T19:18:06.260Z;2024-09-11T07:59:13Z;[{'id': 5204543337, 'qualifierId': 383}, {'id': 5204543305, 'qualifierId': 56, 'value': 'Left'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;2elx99ldlrlgb7csggsp5w4;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;12;28;Austin II;748;DC;1,0
2718508451;126;49;1;12;28;1pc6sx2h4rp113ldkbp5d2xas;1;52,2;85,5;2024-09-08T19:18:06.431Z;2024-09-08T19:18:06Z;[];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;2elx99ldlrlgb7csggsp5w4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;12;28;Austin II;748;DC;1,0
2718508487;127;1;1;12;31;1pc6sx2h4rp113ldkbp5d2xas;1;64,7;78,2;2024-09-08T19:18:09.339Z;2024-09-08T19:18:12Z;[{'id': 5201145393, 'qualifierId': 141, 'value': '95.0'}, {'id': 5201145397, 'qualifierId': 213, 'value': '0.52'}, {'id': 5201145391, 'qualifierId': 140, 'value': '83.9'}, {'id': 5201145389, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201145395, 'qualifierId': 212, 'value': '23.2'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;83,9;;0,52;95,0;;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;83,9;95,0;;;;;;;;0;12;31;Austin II;751;DC;1,0
2718508535;128;1;1;12;34;1pc6sx2h4rp113ldkbp5d2xas;1;89,8;87,4;2024-09-08T19:18:12.191Z;2024-09-08T19:18:19Z;[{'id': 5201145649, 'qualifierId': 213, 'value': '4.40'}, {'id': 5201145645, 'qualifierId': 141, 'value': '74.5'}, {'id': 5201145647, 'qualifierId': 212, 'value': '9.2'}, {'id': 5201145643, 'qualifierId': 140, 'value': '87.1'}, {'id': 5201145641, 'qualifierId': 56, 'value': 'Center'}];4ecgnoxeou0m46yw8hwisbrx0;A. Markanich;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;87,1;;4,4;74,5;;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;87,1;74,5;;;;;;;;0;12;34;Austin II;754;DC;1,0
2718508537;129;1;1;12;41;1pc6sx2h4rp113ldkbp5d2xas;0;96,2;86,1;2024-09-08T19:18:19.843Z;2024-09-11T07:59:42Z;[{'id': 5201145679, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201145675, 'qualifierId': 2}, {'id': 5201145685, 'qualifierId': 212, 'value': '18.2'}, {'id': 5204543375, 'qualifierId': 72}, {'id': 5201145683, 'qualifierId': 141, 'value': '59.9'}, {'id': 5201145687, 'qualifierId': 213, 'value': '4.51'}, {'id': 5201145677, 'qualifierId': 155}, {'id': 5204543373, 'qualifierId': 224}, {'id': 5201145681, 'qualifierId': 140, 'value': '92.7'}];c3f7oxhzkegam5g1cn1j8j7jd;S. Shashoua;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;92,7;;4,51;59,9;;18,2;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;92,7;59,9;;;;;;;;0;12;41;Austin II;761;MC;1,0
2718508547;108;12;1;12;43;d0c07im4a6oj8qa7f1zlt3pqs;1;7,2;38,3;2024-09-08T19:18:21.868Z;2024-09-08T19:18:23Z;[{'id': 5201145741, 'qualifierId': 141, 'value': '5.3'}, {'id': 5201145739, 'qualifierId': 140, 'value': '29.1'}, {'id': 5201145747, 'qualifierId': 15}, {'id': 5201145743, 'qualifierId': 212, 'value': '32.1'}, {'id': 5201145737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201145745, 'qualifierId': 213, 'value': '5.51'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;2elx99ldlrlgb7csggsp5w4;Clearance;;;;;;;;;;29,1;;5,51;5,3;;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;29,1;5,3;;;;;;;;0;12;43;Minnesota United II;763;DL;1,0
2718508573;130;1;1;12;47;1pc6sx2h4rp113ldkbp5d2xas;1;65,3;83,0;2024-09-08T19:18:25.301Z;2024-09-08T19:18:28Z;[{'id': 5201145977, 'qualifierId': 141, 'value': '78.0'}, {'id': 5201145973, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201145981, 'qualifierId': 213, 'value': '3.43'}, {'id': 5201145975, 'qualifierId': 140, 'value': '54.4'}, {'id': 5201145979, 'qualifierId': 212, 'value': '11.9'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;2elx99ldlrlgb7csggsp5w4;Pass;;;;;;;;;;54,4;;3,43;78,0;;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;54,4;78,0;;;;;;;;0;12;47;Austin II;767;MC;1,0
