teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;Tacoma;Tacoma Defiance;TAC;home;USA;c25k5v1hoa05r4u6jd9ksrg2c;1;2
6gaq85erpkvbyxvivd96wuw44;Los Angeles II;LAFC II;Los Angeles FC 2;LAF;away;USA;c25k5v1hoa05r4u6jd9ksrg2c;0;0
