id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamPlayerFormation;value_Involved;value_JerseyNumber;value_Captain;value_TeamKit;value_Resume;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_MediumGkIntervention;value_KeeperThrow;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TakeOnOvertake;value_BlockedPass;value_Left;value_Right;value_Chipped;value_InSwinger;value_Cross;value_CornerTaken;value_LeftFooted;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_LowGkIntervention;value_TouchTypePass;value_RightFooted;value_OutSwinger;value_OutOfPlay;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_TakeOnSpace;value_PullBack;value_NextEventGoalKick;value_Low;value_GoalKick;value_FlickOn;value_TouchTypeControl;value_DeletedEventType;value_Shove/Push;value_Assist;value_IntentionalAssist;value_FirstTouch;value_BlockedX;value_LowCentre;value_OutOfBoxCentre;value_Assisted;value_SetPiece;value_GoalmouthZ;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_Diving;value_Hands;value_ParriedDanger;value_NotVisible;value_Head;value_FromCorner;value_IndividualPlay;value_GkX;value_GkY;value_HighRight;value_NotAssisted;value_IntendedTackleTarget;value_Overrun;value_SwitchOfPlay;value_CloseRight;value_RegularPlay;value_BoxCentre;value_High;value_Blocked;value_DefBlock;value_SixYardBlocked;value_Volley;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_BigChance;value_BoxRight;value_SwerveRight;value_CloseHigh;value_BlockedClearance;value_OtherObstacle;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_LowLeft;value_GoalShotTimestamp;value_ShirtPull/Holding;value_BlockedCross;value_ThroughBall;value_Stooping;value_Collected;value_GkHoof;value_OverArm;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_YellowCard;value_RecklessOffence;value_BoxLeft;value_LowRight;value_HighCentre;value_Reaching;value_HighGkIntervention;value_BoxDeepRight;value_Feet;value_CloseLeft;value_HighLeft;value_Standing;value_FastBreak;value_NotPastGoalLine;value_FairPlay;value_DrivenCross;value_Straight;value_FreeKick;value_ByWall;value_TimeWasting;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721330485;334;10;1;40;51;1pc6sx2h4rp113ldkbp5d2xas;1;3,0;53,4;2024-09-15T23:44:34.556Z;2024-09-19T09:00:21Z;[{'id': 5216494015, 'qualifierId': 180}, {'id': 5216493795, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216494047, 'qualifierId': 233, 'value': '370'}, {'id': 5222892061, 'qualifierId': 376}, {'id': 5216493793, 'qualifierId': 182}, {'id': 5222892057, 'qualifierId': 177}];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;7afp0ecwfakomtj02uhv8g0k;Save;;;;;;;;;;;;;;;;;;;;;370,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;40;51;St. Louis City II;2451;GK;1,0
2721330503;335;52;1;40;53;1pc6sx2h4rp113ldkbp5d2xas;1;3,2;49,2;2024-09-15T23:44:36.470Z;2024-09-19T09:00:25Z;[{'id': 5222892079, 'qualifierId': 376}];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;7afp0ecwfakomtj02uhv8g0k;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;40;53;St. Louis City II;2453;GK;1,0
2721330585;336;80;1;41;9;1pc6sx2h4rp113ldkbp5d2xas;0;10,3;42,9;2024-09-15T23:44:52.143Z;2024-09-15T23:44:52Z;[];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;7afp0ecwfakomtj02uhv8g0k;Drop of Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;9;St. Louis City II;2469;GK;1,0
2721330613;337;1;1;41;11;1pc6sx2h4rp113ldkbp5d2xas;0;10,6;42,9;2024-09-15T23:44:54.911Z;2024-09-15T23:44:56Z;[{'id': 5216494467, 'qualifierId': 212, 'value': '48.6'}, {'id': 5216494461, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216494463, 'qualifierId': 140, 'value': '56.8'}, {'id': 5216494469, 'qualifierId': 213, 'value': '0.07'}, {'id': 5216494457, 'qualifierId': 157}, {'id': 5216494465, 'qualifierId': 141, 'value': '47.9'}, {'id': 5216494459, 'qualifierId': 198}, {'id': 5216494471, 'qualifierId': 1}];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;56,8;0,07;48,6;47,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;56,8;47,9;;;;;;;;0;41;11;St. Louis City II;2471;GK;1,0
2721330637;371;44;1;41;15;dqx48fglv1l96cyrmjdod0xec;1;44,0;51,8;2024-09-15T23:44:58.824Z;2024-09-15T23:59:11Z;[{'id': 5216494593, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216494617, 'qualifierId': 233, 'value': '338'}, {'id': 5216494595, 'qualifierId': 285}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;7afp0ecwfakomtj02uhv8g0k;Aerial;;;;;;;;;;;;;;;;;;;;;338,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;41;15;Minnesota United II;2475;DL;1,0
2721330643;338;44;1;41;15;1pc6sx2h4rp113ldkbp5d2xas;0;56,0;48,2;2024-09-15T23:44:58.825Z;2024-09-15T23:59:11Z;[{'id': 5216494637, 'qualifierId': 233, 'value': '371'}, {'id': 5216494615, 'qualifierId': 286}, {'id': 5216494611, 'qualifierId': 56, 'value': 'Center'}];tc5nl1hz1w06jobp5ckktr3e;J. Adebayo-Smith;;;7afp0ecwfakomtj02uhv8g0k;Aerial;;;;;;;;;;;;;;;;;;;;;371,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;15;St. Louis City II;2475;FW;1,0
2721330647;372;1;1;41;16;dqx48fglv1l96cyrmjdod0xec;1;44,7;50,6;2024-09-15T23:44:59.280Z;2024-09-15T23:45:01Z;[{'id': 5216494651, 'qualifierId': 141, 'value': '51.5'}, {'id': 5216494649, 'qualifierId': 140, 'value': '62.5'}, {'id': 5216494647, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216494653, 'qualifierId': 212, 'value': '18.7'}, {'id': 5216494655, 'qualifierId': 213, 'value': '0.03'}, {'id': 5216494645, 'qualifierId': 3}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;62,5;0,03;18,7;51,5;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;62,5;51,5;;;;;;;;0;41;16;Minnesota United II;2476;DL;1,0
2721330667;373;1;1;41;18;dqx48fglv1l96cyrmjdod0xec;1;61,8;51,6;2024-09-15T23:45:01.040Z;2024-09-15T23:45:04Z;[{'id': 5216494739, 'qualifierId': 141, 'value': '32.2'}, {'id': 5216494733, 'qualifierId': 3}, {'id': 5216494737, 'qualifierId': 140, 'value': '62.3'}, {'id': 5216494743, 'qualifierId': 213, 'value': '4.75'}, {'id': 5216494741, 'qualifierId': 212, 'value': '13.2'}, {'id': 5216494735, 'qualifierId': 56, 'value': 'Center'}];9k050zmkegfu3gdw2b4g4uwwk;C. Glover;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;62,3;4,75;13,2;32,2;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;62,3;32,2;;;;;;;;0;41;18;Minnesota United II;2478;AMC;1,0
2721330671;374;3;1;41;21;dqx48fglv1l96cyrmjdod0xec;0;64,2;27,2;2024-09-15T23:45:04.080Z;2024-09-19T13:03:49Z;[{'id': 5223043201, 'qualifierId': 233, 'value': '339'}, {'id': 5222892327, 'qualifierId': 465}, {'id': 5216494767, 'qualifierId': 286}, {'id': 5216494765, 'qualifierId': 56, 'value': 'Center'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;7afp0ecwfakomtj02uhv8g0k;Take On;;;;;;;;;;;;;;;;;;;;;339,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;41;21;Minnesota United II;2481;MC;1,0
2721330689;339;7;1;41;21;1pc6sx2h4rp113ldkbp5d2xas;0;35,8;72,8;2024-09-15T23:45:04.081Z;2024-09-19T09:01:32Z;[{'id': 5216494841, 'qualifierId': 285}, {'id': 5222892363, 'qualifierId': 384}, {'id': 5216494839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216494843, 'qualifierId': 233, 'value': '374'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Tackle;;;;;;;;;;;;;;;;;;;;;374,0;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;21;St. Louis City II;2481;DC;1,0
2722483239;844;61;1;41;21;dqx48fglv1l96cyrmjdod0xec;1;66,7;27,7;2024-09-15T23:45:04.416Z;2024-09-19T09:02:02Z;[{'id': 5222892463, 'qualifierId': 56, 'value': 'Center'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;7afp0ecwfakomtj02uhv8g0k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;41;21;Minnesota United II;2481;MC;1,0
2721330691;340;49;1;41;22;1pc6sx2h4rp113ldkbp5d2xas;1;39,1;73,1;2024-09-15T23:45:05.070Z;2024-09-15T23:45:05Z;[];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;22;St. Louis City II;2482;DC;1,0
2721330729;341;1;1;41;25;1pc6sx2h4rp113ldkbp5d2xas;1;56,2;77,4;2024-09-15T23:45:08.358Z;2024-09-15T23:45:11Z;[{'id': 5216495029, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216495031, 'qualifierId': 140, 'value': '59.3'}, {'id': 5216495035, 'qualifierId': 212, 'value': '11.9'}, {'id': 5216495033, 'qualifierId': 141, 'value': '94.3'}, {'id': 5216495039, 'qualifierId': 213, 'value': '1.29'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;59,3;1,29;11,9;94,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;59,3;94,3;;;;;;;;0;41;25;St. Louis City II;2485;DC;1,0
2721330737;342;1;1;41;28;1pc6sx2h4rp113ldkbp5d2xas;1;61,3;93,0;2024-09-15T23:45:11.102Z;2024-09-15T23:45:12Z;[{'id': 5216495107, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216495109, 'qualifierId': 140, 'value': '61.8'}, {'id': 5216495115, 'qualifierId': 213, 'value': '4.81'}, {'id': 5216495113, 'qualifierId': 212, 'value': '5.3'}, {'id': 5216495111, 'qualifierId': 141, 'value': '85.3'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;61,8;4,81;5,3;85,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;61,8;85,3;;;;;;;;0;41;28;St. Louis City II;2488;ML;1,0
2721330783;343;1;1;41;29;1pc6sx2h4rp113ldkbp5d2xas;1;61,8;84,4;2024-09-15T23:45:12.158Z;2024-09-15T23:45:18Z;[{'id': 5216495375, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216495379, 'qualifierId': 141, 'value': '93.6'}, {'id': 5216495381, 'qualifierId': 212, 'value': '18.0'}, {'id': 5216495383, 'qualifierId': 213, 'value': '0.35'}, {'id': 5216495377, 'qualifierId': 140, 'value': '77.9'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;77,9;0,35;18,0;93,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;77,9;93,6;;;;;;;;0;41;29;St. Louis City II;2489;MC;1,0
2721330813;344;1;1;41;35;1pc6sx2h4rp113ldkbp5d2xas;1;76,6;93,6;2024-09-15T23:45:17.958Z;2024-09-15T23:45:21Z;[{'id': 5216495573, 'qualifierId': 141, 'value': '93.2'}, {'id': 5216495575, 'qualifierId': 212, 'value': '7.4'}, {'id': 5216495577, 'qualifierId': 213, 'value': '3.18'}, {'id': 5216495571, 'qualifierId': 140, 'value': '69.6'}, {'id': 5216495569, 'qualifierId': 56, 'value': 'Left'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;69,6;3,18;7,4;93,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;69,6;93,2;;;;;;;;0;41;35;St. Louis City II;2495;ML;1,0
2721330831;345;1;1;41;38;1pc6sx2h4rp113ldkbp5d2xas;1;69,5;93,0;2024-09-15T23:45:21.374Z;2024-09-15T23:45:22Z;[{'id': 5216495639, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216495645, 'qualifierId': 141, 'value': '82.5'}, {'id': 5216495643, 'qualifierId': 140, 'value': '67.7'}, {'id': 5216495649, 'qualifierId': 212, 'value': '7.4'}, {'id': 5216495653, 'qualifierId': 213, 'value': '4.45'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;67,7;4,45;7,4;82,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;67,7;82,5;;;;;;;;0;41;38;St. Louis City II;2498;MC;1,0
2721330851;346;1;1;41;39;1pc6sx2h4rp113ldkbp5d2xas;1;67,7;82,1;2024-09-15T23:45:22.846Z;2024-09-15T23:45:24Z;[{'id': 5216495707, 'qualifierId': 213, 'value': '2.51'}, {'id': 5216495705, 'qualifierId': 212, 'value': '10.4'}, {'id': 5216495701, 'qualifierId': 140, 'value': '59.7'}, {'id': 5216495699, 'qualifierId': 56, 'value': 'Left'}, {'id': 5216495703, 'qualifierId': 141, 'value': '91.1'}];clqg0gusupd6cehokpggbslck;E. Nieves;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;59,7;2,51;10,4;91,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;59,7;91,1;;;;;;;;0;41;39;St. Louis City II;2499;MC;1,0
2721330877;347;1;1;41;41;1pc6sx2h4rp113ldkbp5d2xas;1;59,8;91,9;2024-09-15T23:45:24.118Z;2024-09-15T23:45:26Z;[{'id': 5216495817, 'qualifierId': 212, 'value': '10.7'}, {'id': 5216495811, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216495815, 'qualifierId': 141, 'value': '76.3'}, {'id': 5216495813, 'qualifierId': 140, 'value': '61.4'}, {'id': 5216495819, 'qualifierId': 213, 'value': '4.87'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;61,4;4,87;10,7;76,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;61,4;76,3;;;;;;;;0;41;41;St. Louis City II;2501;DC;1,0
2721330943;348;1;1;41;43;1pc6sx2h4rp113ldkbp5d2xas;1;56,3;61,5;2024-09-15T23:45:25.998Z;2024-09-15T23:45:32Z;[{'id': 5216496133, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216496139, 'qualifierId': 212, 'value': '25.7'}, {'id': 5216496137, 'qualifierId': 141, 'value': '24.1'}, {'id': 5216496135, 'qualifierId': 140, 'value': '52.5'}, {'id': 5216496141, 'qualifierId': 213, 'value': '4.56'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;52,5;4,56;25,7;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;52,5;24,1;;;;;;;;0;41;43;St. Louis City II;2503;DMC;1,0
2721330971;349;1;1;41;49;1pc6sx2h4rp113ldkbp5d2xas;1;54,7;18,1;2024-09-15T23:45:32.463Z;2024-09-15T23:45:34Z;[{'id': 5216496285, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216496289, 'qualifierId': 141, 'value': '30.5'}, {'id': 5216496291, 'qualifierId': 212, 'value': '13.8'}, {'id': 5216496293, 'qualifierId': 213, 'value': '0.66'}, {'id': 5216496287, 'qualifierId': 140, 'value': '65.1'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;65,1;0,66;13,8;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;65,1;30,5;;;;;;;;0;41;49;St. Louis City II;2509;DL;1,0
2721330979;350;1;1;41;51;1pc6sx2h4rp113ldkbp5d2xas;1;66,4;30,9;2024-09-15T23:45:34.782Z;2024-09-15T23:45:36Z;[{'id': 5216496359, 'qualifierId': 212, 'value': '17.7'}, {'id': 5216496377, 'qualifierId': 156}, {'id': 5216496353, 'qualifierId': 56, 'value': 'Back'}, {'id': 5216496357, 'qualifierId': 141, 'value': '28.0'}, {'id': 5216496355, 'qualifierId': 140, 'value': '49.6'}, {'id': 5216496361, 'qualifierId': 213, 'value': '3.25'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;49,6;3,25;17,7;28,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;49,6;28,0;;;;;;;;0;41;51;St. Louis City II;2511;DMC;1,0
2721331045;351;1;1;41;55;1pc6sx2h4rp113ldkbp5d2xas;1;46,7;32,7;2024-09-15T23:45:37.966Z;2024-09-15T23:45:39Z;[{'id': 5216496659, 'qualifierId': 141, 'value': '59.0'}, {'id': 5216496657, 'qualifierId': 140, 'value': '50.0'}, {'id': 5216496663, 'qualifierId': 213, 'value': '1.38'}, {'id': 5216496655, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216496661, 'qualifierId': 212, 'value': '18.2'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;50,0;1,38;18,2;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;50,0;59,0;;;;;;;;0;41;55;St. Louis City II;2515;DL;1,0
2721331063;352;1;1;41;56;1pc6sx2h4rp113ldkbp5d2xas;1;50,3;59,4;2024-09-15T23:45:39.462Z;2024-09-15T23:45:41Z;[{'id': 5216496765, 'qualifierId': 141, 'value': '60.7'}, {'id': 5216496769, 'qualifierId': 213, 'value': '0.05'}, {'id': 5216496763, 'qualifierId': 140, 'value': '66.0'}, {'id': 5216496761, 'qualifierId': 56, 'value': 'Center'}, {'id': 5216496767, 'qualifierId': 212, 'value': '16.5'}];58839nfw30jxxroffd3a7q0wk;Hugo Bacharach;;;7afp0ecwfakomtj02uhv8g0k;Pass;;;;;;;;;;;;66,0;0,05;16,5;60,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;66,0;60,7;;;;;;;;0;41;56;St. Louis City II;2516;DC;1,0
2721331069;353;61;1;41;58;1pc6sx2h4rp113ldkbp5d2xas;0;64,2;63,5;2024-09-15T23:45:41.222Z;2024-09-15T23:46:01Z;[{'id': 5216496803, 'qualifierId': 56, 'value': 'Center'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;;7afp0ecwfakomtj02uhv8g0k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;41;58;St. Louis City II;2518;MC;1,0
