id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_Resume;value_PlayerPosition;value_Captain;value_TeamFormation;value_JerseyNumber;value_TeamPlayerFormation;value_DirectionOfPlay;value_KickOff;value_Zone;value_Angle;value_Length;value_PassEndY;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_Chipped;value_DeletedEventType;value_IntendedTackleTarget;value_TakeOnOvertake;value_Overrun;value_Offensive;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_OutOfPlay;value_Defensive;value_TouchTypeClearance;value_NotAssisted;value_LeftFooted;value_GkX;value_IndividualPlay;value_Left;value_Weak;value_GoalmouthZ;value_RegularPlay;value_GkY;value_OutOfBoxCentre;value_GoalmouthY;value_NextEventGoalKick;value_High;value_GoalKick;value_LayOff;value_Assist;value_IntentionalAssist;value_BlockedY;value_LowRight;value_RelatedEventId;value_BlockedX;value_Assisted;value_ParriedSafe;value_Hands;value_Diving;value_LowGkIntervention;value_Right;value_RightFooted;value_CornerTaken;value_OutSwinger;value_Cross;value_Volley;value_FromCorner;value_CloseHigh;value_FirstTouch;value_BoxCentre;value_TouchTypePass;value_InSwinger;value_HighGkIntervention;value_HighClaim;value_GkKickFromHands;value_FastBreak;value_LowCentre;value_Stooping;value_Collected;value_OverArm;value_KeeperThrow;value_Head;value_NotVisible;value_SwitchOfPlay;value_LowLeft;value_Standing;value_MediumGkIntervention;value_SmallBoxLeft;value_Sliding;value_ParriedDanger;value_HighLeft;value_Low;value_TakeOnSpace;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_PullBack;value_BlockedPass;value_AttemptedTackle;value_PlayersCaughtOffside;value_Indirect;value_Defensive1V1;value_TouchTypeControl;value_YellowCard;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_OutOfBoxDeepLeft;value_SwerveLeft;value_FreeKick;value_Shove/Push;value_DrinksBreak;value_RefereeDelay;value_TacticalFoul;value_Minutes;value_BigChance;value_SmallBoxCentre;value_FantasyAssistTeam;value_GoalShotGameClock;value_GkXTimeOfGoal;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistedBy;value_FantasyAssistId;value_GkYTimeOfGoal;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ThroughBall;value_SetPiece;value_OtherBodyPart;value_SavedOffLine;value_SixYardBlocked;value_Blocked;value_LastLine;value_DefBlock;value_CloseRightAndHigh;value_Penalty;value_PenaltyTakerId;value_Scored;value_CausingPlayer;value_Strong;value_Second(2Nd)OppositeRelatedEventId;value_OverhitCross;value_1On1;value_BoxRight;value_FlickOn;value_BlockedCross;value_Argument;value_NotPastGoalLine;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699918215;78;1;1;10;5;479lsfr4cwlzewpbuda3y2xv4;1;15,2;36,4;2024-07-07T23:14:21.381Z;2024-07-07T23:14:22Z;[{'id': 5098628889, 'qualifierId': 141, 'value': '36.9'}, {'id': 5098628891, 'qualifierId': 212, 'value': '10.9'}, {'id': 5098628885, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098628887, 'qualifierId': 140, 'value': '25.6'}, {'id': 5098628893, 'qualifierId': 213, 'value': '0.03'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;0,03;10,9;36,9;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;25,6;36,9;;;;;;;;0;10;5;Carolina Core;605;DL;1,0
2699918233;79;1;1;10;5;479lsfr4cwlzewpbuda3y2xv4;1;25,6;36,9;2024-07-07T23:14:22.054Z;2024-07-07T23:14:24Z;[{'id': 5098628997, 'qualifierId': 213, 'value': '3.03'}, {'id': 5098628989, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098628993, 'qualifierId': 141, 'value': '39.6'}, {'id': 5098628991, 'qualifierId': 140, 'value': '10.3'}, {'id': 5098628995, 'qualifierId': 212, 'value': '16.2'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;3,03;16,2;39,6;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;10,3;39,6;;;;;;;;0;10;5;Carolina Core;605;MC;1,0
2699918269;80;1;1;10;8;479lsfr4cwlzewpbuda3y2xv4;1;14,3;34,2;2024-07-07T23:14:24.310Z;2024-07-07T23:14:27Z;[{'id': 5098629215, 'qualifierId': 212, 'value': '31.6'}, {'id': 5098629213, 'qualifierId': 141, 'value': '26.2'}, {'id': 5098629211, 'qualifierId': 140, 'value': '43.9'}, {'id': 5098629217, 'qualifierId': 213, 'value': '6.11'}, {'id': 5098629209, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;6,11;31,6;26,2;43,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;43,9;26,2;;;;;;;;0;10;8;Carolina Core;608;DL;1,0
2699918293;81;1;1;10;11;479lsfr4cwlzewpbuda3y2xv4;1;40,0;17,9;2024-07-07T23:14:27.806Z;2024-07-07T23:14:32Z;[{'id': 5098629381, 'qualifierId': 140, 'value': '31.4'}, {'id': 5098629383, 'qualifierId': 141, 'value': '7.7'}, {'id': 5098629385, 'qualifierId': 212, 'value': '11.4'}, {'id': 5098629379, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629387, 'qualifierId': 213, 'value': '3.80'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;3,8;11,4;7,7;31,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;31,4;7,7;;;;;;;;0;10;11;Carolina Core;611;AMC;1,0
2699918297;82;1;1;10;15;479lsfr4cwlzewpbuda3y2xv4;1;30,5;10,2;2024-07-07T23:14:31.950Z;2024-07-07T23:14:32Z;[{'id': 5098629423, 'qualifierId': 213, 'value': '1.63'}, {'id': 5098629417, 'qualifierId': 140, 'value': '30.0'}, {'id': 5098629415, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629421, 'qualifierId': 212, 'value': '9.1'}, {'id': 5098629419, 'qualifierId': 141, 'value': '23.6'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;1,63;9,1;23,6;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;30,0;23,6;;;;;;;;0;10;15;Carolina Core;615;DR;1,0
2699918303;83;1;1;10;16;479lsfr4cwlzewpbuda3y2xv4;1;30,0;23,6;2024-07-07T23:14:32.622Z;2024-07-07T23:14:34Z;[{'id': 5098629461, 'qualifierId': 213, 'value': '4.59'}, {'id': 5098629453, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629455, 'qualifierId': 140, 'value': '29.2'}, {'id': 5098629459, 'qualifierId': 212, 'value': '6.7'}, {'id': 5098629457, 'qualifierId': 141, 'value': '13.8'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;4,59;6,7;13,8;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;29,2;13,8;;;;;;;;0;10;16;Carolina Core;616;MC;1,0
2699918315;84;1;1;10;17;479lsfr4cwlzewpbuda3y2xv4;1;28,9;10,4;2024-07-07T23:14:33.933Z;2024-07-07T23:14:36Z;[{'id': 5098629557, 'qualifierId': 141, 'value': '24.4'}, {'id': 5098629559, 'qualifierId': 212, 'value': '16.7'}, {'id': 5098629555, 'qualifierId': 140, 'value': '15.8'}, {'id': 5098629561, 'qualifierId': 213, 'value': '2.54'}, {'id': 5098629553, 'qualifierId': 56, 'value': 'Back'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;2,54;16,7;24,4;15,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;15,8;24,4;;;;;;;;0;10;17;Carolina Core;617;DR;1,0
2699918327;85;1;1;10;20;479lsfr4cwlzewpbuda3y2xv4;1;15,4;25,5;2024-07-07T23:14:36.278Z;2024-07-07T23:14:38Z;[{'id': 5098629659, 'qualifierId': 213, 'value': '1.62'}, {'id': 5098629657, 'qualifierId': 212, 'value': '21.1'}, {'id': 5098629651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629653, 'qualifierId': 140, 'value': '14.4'}, {'id': 5098629655, 'qualifierId': 141, 'value': '56.5'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;1,62;21,1;56,5;14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;14,4;56,5;;;;;;;;0;10;20;Carolina Core;620;DL;1,0
2699918361;86;1;1;10;22;479lsfr4cwlzewpbuda3y2xv4;1;14,2;59,5;2024-07-07T23:14:38.693Z;2024-07-07T23:14:43Z;[{'id': 5098629841, 'qualifierId': 140, 'value': '18.3'}, {'id': 5098629843, 'qualifierId': 141, 'value': '93.4'}, {'id': 5098629845, 'qualifierId': 212, 'value': '23.5'}, {'id': 5098629839, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629847, 'qualifierId': 213, 'value': '1.39'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;1,39;23,5;93,4;18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;18,3;93,4;;;;;;;;0;10;22;Carolina Core;622;DC;1,0
2699918373;87;1;1;10;27;479lsfr4cwlzewpbuda3y2xv4;1;18,3;93,4;2024-07-07T23:14:43.246Z;2024-07-07T23:14:45Z;[{'id': 5098629955, 'qualifierId': 140, 'value': '43.9'}, {'id': 5098629953, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098629961, 'qualifierId': 213, 'value': '6.23'}, {'id': 5098629957, 'qualifierId': 141, 'value': '91.3'}, {'id': 5098629959, 'qualifierId': 212, 'value': '26.9'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;6,23;26,9;91,3;43,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;43,9;91,3;;;;;;;;0;10;27;Carolina Core;627;MC;1,0
2699918393;88;1;1;10;29;479lsfr4cwlzewpbuda3y2xv4;0;41,6;91,5;2024-07-07T23:14:45.174Z;2024-07-07T23:14:48Z;[{'id': 5098630059, 'qualifierId': 140, 'value': '85.1'}, {'id': 5098630057, 'qualifierId': 56, 'value': 'Left'}, {'id': 5098630067, 'qualifierId': 1}, {'id': 5098630061, 'qualifierId': 141, 'value': '100.0'}, {'id': 5098630063, 'qualifierId': 212, 'value': '46.2'}, {'id': 5098630055, 'qualifierId': 155}, {'id': 5098630065, 'qualifierId': 213, 'value': '0.16'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;0,16;46,2;100,0;85,1;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;85,1;100,0;;;;;;;;0;10;29;Carolina Core;629;AMR;1,0
2699918397;89;5;1;10;32;479lsfr4cwlzewpbuda3y2xv4;0;86,2;101,8;2024-07-07T23:14:48.482Z;2024-07-07T23:15:13Z;[{'id': 5098630081, 'qualifierId': 56, 'value': 'Left'}, {'id': 5098630083, 'qualifierId': 347}, {'id': 5098630867, 'qualifierId': 233, 'value': '120'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dxza7jdjg4zdaciha3sn0kf84;Out;;;;;;;;;;;;;;;;;;;;;;;;;1,0;120,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;10;32;Carolina Core;632;AMR;1,0
2699918521;120;5;1;10;32;2nnef9tr9g7m2s6n873qif95g;1;13,8;-1,8;2024-07-07T23:14:48.482Z;2024-07-07T23:42:05Z;[{'id': 5098630863, 'qualifierId': 233, 'value': '89'}, {'id': 5098630821, 'qualifierId': 347}, {'id': 5098630819, 'qualifierId': 56, 'value': 'Back'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;dxza7jdjg4zdaciha3sn0kf84;Out;;;;;;;;;;;;;;;;;;;;;;;;;1,0;89,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;10;32;Orlando City B;632;MR;1,0
2699918535;121;1;1;10;56;2nnef9tr9g7m2s6n873qif95g;0;18,0;0,0;2024-07-07T23:15:12.386Z;2024-07-07T23:15:14Z;[{'id': 5098630913, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098630911, 'qualifierId': 107}, {'id': 5098630919, 'qualifierId': 212, 'value': '18.8'}, {'id': 5098630917, 'qualifierId': 141, 'value': '6.5'}, {'id': 5098630915, 'qualifierId': 140, 'value': '35.0'}, {'id': 5098630921, 'qualifierId': 213, 'value': '0.31'}];4t078b0rnzmi8u83wzmdwze38;C. Díaz;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;0,31;18,8;6,5;35,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;35,0;6,5;;;;;;;;0;10;56;Orlando City B;656;DR;1,0
2699918533;90;8;1;10;58;479lsfr4cwlzewpbuda3y2xv4;1;75,1;88,5;2024-07-07T23:15:14.534Z;2024-07-13T07:59:17Z;[{'id': 5102100645, 'qualifierId': 384}, {'id': 5098630909, 'qualifierId': 56, 'value': 'Left'}, {'id': 5098630923, 'qualifierId': 15}];37uh4n2zngcixlzo8vnk50vtg;Z. Taifi;;;dxza7jdjg4zdaciha3sn0kf84;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;10;58;Carolina Core;658;DC;1,0
2699918545;91;1;1;10;59;479lsfr4cwlzewpbuda3y2xv4;1;77,6;84,4;2024-07-07T23:15:15.789Z;2024-07-07T23:15:16Z;[{'id': 5098630991, 'qualifierId': 213, 'value': '4.73'}, {'id': 5098630985, 'qualifierId': 140, 'value': '77.7'}, {'id': 5098630987, 'qualifierId': 141, 'value': '74.7'}, {'id': 5098630989, 'qualifierId': 212, 'value': '6.6'}, {'id': 5098630983, 'qualifierId': 56, 'value': 'Center'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;4,73;6,6;74,7;77,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;77,7;74,7;;;;;;;;0;10;59;Carolina Core;659;AMC;1,0
2699918551;92;49;1;11;0;479lsfr4cwlzewpbuda3y2xv4;1;77,7;75,0;2024-07-07T23:15:16.701Z;2024-07-07T23:15:17Z;[];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dxza7jdjg4zdaciha3sn0kf84;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;11;0;Carolina Core;660;AMR;1,0
2699918571;93;1;1;11;2;479lsfr4cwlzewpbuda3y2xv4;1;78,7;75,8;2024-07-07T23:15:18.398Z;2024-07-07T23:15:20Z;[{'id': 5098631139, 'qualifierId': 141, 'value': '68.3'}, {'id': 5098631137, 'qualifierId': 140, 'value': '95.5'}, {'id': 5098631133, 'qualifierId': 155}, {'id': 5098631141, 'qualifierId': 212, 'value': '18.4'}, {'id': 5098631143, 'qualifierId': 213, 'value': '6.00'}, {'id': 5098631135, 'qualifierId': 56, 'value': 'Center'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;6,0;18,4;68,3;95,5;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;95,5;68,3;;;;;;;;0;11;2;Carolina Core;662;AMR;1,0
2699918583;94;1;1;11;3;479lsfr4cwlzewpbuda3y2xv4;1;95,5;68,3;2024-07-07T23:15:20.006Z;2024-07-07T23:15:44Z;[{'id': 5098631197, 'qualifierId': 140, 'value': '95.8'}, {'id': 5098631759, 'qualifierId': 210, 'value': '15'}, {'id': 5098631199, 'qualifierId': 141, 'value': '57.6'}, {'id': 5098631195, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098631201, 'qualifierId': 212, 'value': '7.3'}, {'id': 5098631203, 'qualifierId': 213, 'value': '4.76'}, {'id': 5098631761, 'qualifierId': 154}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;1,0;;dxza7jdjg4zdaciha3sn0kf84;Pass;;;;;;;;;;;;4,76;7,3;57,6;95,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;95,8;57,6;;;;;;;;0;11;3;Carolina Core;663;AMC;1,0
2699918589;95;15;1;11;4;479lsfr4cwlzewpbuda3y2xv4;1;95,8;58,2;2024-07-07T23:15:20.893Z;2024-07-07T23:15:45Z;[{'id': 5098631803, 'qualifierId': 103, 'value': '2.5'}, {'id': 5098631785, 'qualifierId': 76}, {'id': 5098631223, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098631809, 'qualifierId': 147, 'value': '55.2'}, {'id': 5098631821, 'qualifierId': 233, 'value': '122'}, {'id': 5098631807, 'qualifierId': 146, 'value': '98.1'}, {'id': 5098631801, 'qualifierId': 102, 'value': '51.9'}, {'id': 5098631793, 'qualifierId': 154}, {'id': 5098631805, 'qualifierId': 328}, {'id': 5098631221, 'qualifierId': 61}, {'id': 5098631797, 'qualifierId': 55, 'value': '94'}, {'id': 5098631673, 'qualifierId': 72}, {'id': 5098631789, 'qualifierId': 29}, {'id': 5098631219, 'qualifierId': 22}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;dxza7jdjg4zdaciha3sn0kf84;Attempt Saved;;;;;;;;;;;;;;;;;;;;;;;;;;122,0;;;;;;1,0;;;;;2,5;1,0;;;51,9;;;;;;1,0;55,2;;94,0;98,1;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;98,1;55,2;51,9;2.5;94,0;7tpb4dk9meee0utyu4cosnxn8;;0;11;4;Carolina Core;664;FW;1,0
2699918603;122;10;1;11;4;2nnef9tr9g7m2s6n873qif95g;1;2,0;46,6;2024-07-07T23:15:20.993Z;2024-07-13T07:59:39Z;[{'id': 5098631703, 'qualifierId': 233, 'value': '95'}, {'id': 5102100865, 'qualifierId': 389}, {'id': 5098631677, 'qualifierId': 174}, {'id': 5098631303, 'qualifierId': 182}, {'id': 5102100867, 'qualifierId': 376}, {'id': 5098631305, 'qualifierId': 56, 'value': 'Back'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;dxza7jdjg4zdaciha3sn0kf84;Save;;;;;;;;;;;;;;;;;;;;;;;;;;95,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;11;4;Orlando City B;664;GK;1,0
2699918601;96;13;1;11;5;479lsfr4cwlzewpbuda3y2xv4;1;97,3;58,1;2024-07-07T23:15:21.294Z;2024-07-13T07:59:46Z;[{'id': 5098632113, 'qualifierId': 108}, {'id': 5098631277, 'qualifierId': 22}, {'id': 5098632107, 'qualifierId': 77}, {'id': 5098632119, 'qualifierId': 231, 'value': '54.5'}, {'id': 5098632117, 'qualifierId': 230, 'value': '99.0'}, {'id': 5102100973, 'qualifierId': 328}, {'id': 5098631279, 'qualifierId': 61}, {'id': 5098632109, 'qualifierId': 102, 'value': '58.2'}, {'id': 5098631959, 'qualifierId': 20}, {'id': 5098632111, 'qualifierId': 103, 'value': '68.1'}, {'id': 5098632115, 'qualifierId': 458}, {'id': 5098631281, 'qualifierId': 56, 'value': 'Center'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;dxza7jdjg4zdaciha3sn0kf84;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;99,0;;;;68,1;1,0;54,5;;58,2;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;58,2;68.1;;;;0;11;5;Carolina Core;665;FW;1,0
2699918609;97;5;1;11;7;479lsfr4cwlzewpbuda3y2xv4;0;101,5;56,8;2024-07-07T23:15:23.445Z;2024-07-07T23:16:09Z;[{'id': 5098631315, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098631317, 'qualifierId': 346}, {'id': 5098632481, 'qualifierId': 233, 'value': '123'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;;dxza7jdjg4zdaciha3sn0kf84;Out;;;;;;;;;;;;;;;;;;;;;;;;;;123,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;11;7;Carolina Core;667;FW;1,0
