teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;Rapids II;Colorado Rapids 2;COL;home;USA;bytb7hv1ld07ucu44cse2t7o4;0;1
6gaq85erpkvbyxvivd96wuw44;Los Angeles II;LAFC II;Los Angeles FC 2;LAF;away;USA;bytb7hv1ld07ucu44cse2t7o4;1;1
