id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_Resume;value_Captain;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_Zone;value_Angle;value_Length;value_PassEndY;value_PassEndX;value_KickOff;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_TakeOnSpace;value_TouchTypeControl;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_DeletedEventType;value_TakeOnOvertake;value_Chipped;value_IntendedTackleTarget;value_TouchTypeClearance;value_NextEventGoalKick;value_GoalKick;value_Low;value_BlockedPass;value_TouchTypePass;value_OutOfPlay;value_Cross;value_InSwinger;value_RightFooted;value_Head;value_Assist;value_GkX;value_Assisted;value_GkY;value_BoxLeft;value_GoalmouthY;value_CloseHigh;value_RegularPlay;value_IndividualPlay;value_RelatedEventId;value_GoalmouthZ;value_NotVisible;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_SwitchOfPlay;value_ThroughBall;value_Unchallenged;value_LowGkIntervention;value_KeeperThrow;value_AttemptedTackle;value_OutOfBoxCentre;value_SetPiece;value_HighLeft;value_LeftFooted;value_OutSwinger;value_IntentionalAssist;value_LowRight;value_BlockedX;value_Blocked;value_BoxCentre;value_BlockedY;value_DefBlock;value_Shove/Push;value_RecklessOffence;value_YellowCard;value_Straight;value_FloatedCross;value_Left;value_Right;value_CornerTaken;value_InjuredPlayerId;value_Injury;value_NotAssisted;value_SwerveLeft;value_LowLeft;value_FirstTouch;value_Hands;value_Diving;value_MediumGkIntervention;value_ParriedSafe;value_FlickOn;value_FastBreak;value_GoalShotGameClock;value_Volley;value_HighCentre;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_1On1;value_KeeperTouched;value_BigChance;value_PlayersCaughtOffside;value_Indirect;value_SmallBoxRight;value_LowCentre;value_Feet;value_Sliding;value_AerialFoul;value_High;value_OtherBodyPart;value_MisHit;value_Standing;value_Collected;value_Defensive1V1;value_PenaltyTakerId;value_Penalty;value_TacticalFoul;value_Scored;value_Strong;value_FantasyAssistType;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistedBy;value_DrivenCross;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Overrun;value_LeadingToAttempt;value_RelatedError1Id;value_GkKickFromHands;value_Saved;value_BlockedClearance;value_HighGkIntervention;value_HighRight;value_FromCorner;value_ParriedDanger;value_FollowsShotRebound;value_PullBack;value_HighClaim;value_CaptainChange;value_FoulAndAbusiveLanguage;value_RedCard;value_Deflection;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704454997;178;1;1;19;15;8o8m08he36u0j4w08aj2iodn8;0;57,5;67,9;2024-07-28T22:24:00.275Z;2024-07-28T22:24:00Z;[{'id': 5123667113, 'qualifierId': 212, 'value': '3.6'}, {'id': 5123667111, 'qualifierId': 141, 'value': '68.5'}, {'id': 5123667109, 'qualifierId': 140, 'value': '60.9'}, {'id': 5123667107, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123667115, 'qualifierId': 213, 'value': '0.11'}, {'id': 5123667105, 'qualifierId': 3}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;0,11;3,6;68,5;60,9;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;60,9;68,5;;;;;;;;0;19;15;Cincinnati II;1155;DC;1,0
2704455005;213;61;1;19;16;bd0378yx50xpdcgwkt9p9bmz8;1;43,5;29,7;2024-07-28T22:24:01.396Z;2024-07-28T22:24:01Z;[{'id': 5123667157, 'qualifierId': 56, 'value': 'Back'}];1ofx4ncf6w5twjbaam5w0mu7e;Guilherme Santos;;;ebqw8pto71arzdc41se317ifo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;19;16;Chicago Fire II;1156;AMC;1,0
2704455015;179;1;1;19;16;8o8m08he36u0j4w08aj2iodn8;1;60,1;57,9;2024-07-28T22:24:01.939Z;2024-07-28T22:24:03Z;[{'id': 5123667203, 'qualifierId': 3}, {'id': 5123667213, 'qualifierId': 213, 'value': '1.88'}, {'id': 5123667211, 'qualifierId': 212, 'value': '6.9'}, {'id': 5123667209, 'qualifierId': 141, 'value': '67.5'}, {'id': 5123667207, 'qualifierId': 140, 'value': '58.1'}, {'id': 5123667205, 'qualifierId': 56, 'value': 'Center'}];a8t1jn05xxxccikegk8fdaiok;R. Blake;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;1,88;6,9;67,5;58,1;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;58,1;67,5;;;;;;;;0;19;16;Cincinnati II;1156;MC;1,0
2704455023;180;49;1;19;17;8o8m08he36u0j4w08aj2iodn8;1;56,6;66,3;2024-07-28T22:24:02.995Z;2024-07-28T22:24:03Z;[];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;ebqw8pto71arzdc41se317ifo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;19;17;Cincinnati II;1157;DC;1,0
2704455027;181;1;1;19;18;8o8m08he36u0j4w08aj2iodn8;1;56,1;65,8;2024-07-28T22:24:03.283Z;2024-07-28T22:24:05Z;[{'id': 5123667279, 'qualifierId': 141, 'value': '76.7'}, {'id': 5123667277, 'qualifierId': 140, 'value': '65.8'}, {'id': 5123667281, 'qualifierId': 212, 'value': '12.6'}, {'id': 5123667275, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123667283, 'qualifierId': 213, 'value': '0.63'}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;0,63;12,6;76,7;65,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;65,8;76,7;;;;;;;;0;19;18;Cincinnati II;1158;DC;1,0
2704455063;182;1;1;19;19;8o8m08he36u0j4w08aj2iodn8;1;66,2;75,9;2024-07-28T22:24:04.883Z;2024-07-28T22:24:08Z;[{'id': 5123667431, 'qualifierId': 212, 'value': '17.0'}, {'id': 5123667425, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123667429, 'qualifierId': 141, 'value': '52.1'}, {'id': 5123667433, 'qualifierId': 213, 'value': '5.03'}, {'id': 5123667427, 'qualifierId': 140, 'value': '71.3'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;5,03;17,0;52,1;71,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;71,3;52,1;;;;;;;;0;19;19;Cincinnati II;1159;FWL;1,0
2704455095;183;1;1;19;23;8o8m08he36u0j4w08aj2iodn8;1;69,7;56,0;2024-07-28T22:24:08.211Z;2024-07-28T22:24:12Z;[{'id': 5123667631, 'qualifierId': 212, 'value': '14.2'}, {'id': 5123667633, 'qualifierId': 213, 'value': '1.84'}, {'id': 5123667629, 'qualifierId': 141, 'value': '76.1'}, {'id': 5123667627, 'qualifierId': 140, 'value': '66.1'}, {'id': 5123667625, 'qualifierId': 56, 'value': 'Center'}];2buy6q56o0ixo30fatz7ps9w4;J. Zapata;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;1,84;14,2;76,1;66,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;66,1;76,1;;;;;;;;0;19;23;Cincinnati II;1163;MC;1,0
2704455127;184;1;1;19;27;8o8m08he36u0j4w08aj2iodn8;1;66,3;73,2;2024-07-28T22:24:12.484Z;2024-07-28T22:24:18Z;[{'id': 5123667797, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123667799, 'qualifierId': 140, 'value': '72.1'}, {'id': 5123667807, 'qualifierId': 1}, {'id': 5123667803, 'qualifierId': 212, 'value': '44.8'}, {'id': 5123667795, 'qualifierId': 196}, {'id': 5123667805, 'qualifierId': 213, 'value': '4.85'}, {'id': 5123667793, 'qualifierId': 155}, {'id': 5123667801, 'qualifierId': 141, 'value': '8.0'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;4,85;44,8;8,0;72,1;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;72,1;8,0;;;;;;;;0;19;27;Cincinnati II;1167;FWL;1,0
2704455149;185;1;1;19;32;8o8m08he36u0j4w08aj2iodn8;0;87,3;5,3;2024-07-28T22:24:18.003Z;2024-07-31T07:15:57Z;[{'id': 5123667931, 'qualifierId': 213, 'value': '1.54'}, {'id': 5123667933, 'qualifierId': 1}, {'id': 5125892349, 'qualifierId': 224}, {'id': 5123667927, 'qualifierId': 212, 'value': '37.8'}, {'id': 5123667919, 'qualifierId': 155}, {'id': 5123667917, 'qualifierId': 2}, {'id': 5123667923, 'qualifierId': 140, 'value': '88.5'}, {'id': 5123667925, 'qualifierId': 141, 'value': '60.9'}, {'id': 5125892351, 'qualifierId': 20}, {'id': 5123667921, 'qualifierId': 56, 'value': 'Center'}];1x9uiwhoqu3qumt0urv5trlec;G. Granda;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;1,54;37,8;60,9;88,5;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;88,5;60,9;;;;;;;;0;19;32;Cincinnati II;1172;DMR;1,0
2704455161;214;44;1;19;36;bd0378yx50xpdcgwkt9p9bmz8;1;9,8;42,4;2024-07-28T22:24:21.714Z;2024-07-28T22:24:23Z;[{'id': 5123667967, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123667969, 'qualifierId': 285}, {'id': 5123667971, 'qualifierId': 233, 'value': '186'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;ebqw8pto71arzdc41se317ifo;Aerial;;;;;;;;;;;;;;;;;;186,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;19;36;Chicago Fire II;1176;DC;1,0
2704455155;186;44;1;19;36;8o8m08he36u0j4w08aj2iodn8;0;90,2;57,6;2024-07-28T22:24:21.715Z;2024-07-28T22:24:23Z;[{'id': 5123667947, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123667949, 'qualifierId': 286}, {'id': 5123667975, 'qualifierId': 233, 'value': '214'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;ebqw8pto71arzdc41se317ifo;Aerial;;;;;;;;;;;;;;;;;;214,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;19;36;Cincinnati II;1176;FWL;1,0
2704455163;215;12;1;19;37;bd0378yx50xpdcgwkt9p9bmz8;1;9,1;44,5;2024-07-28T22:24:22.649Z;2024-07-28T22:24:25Z;[{'id': 5123667991, 'qualifierId': 15}, {'id': 5123667987, 'qualifierId': 213, 'value': '1.99'}, {'id': 5123667979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123667983, 'qualifierId': 141, 'value': '65.4'}, {'id': 5123667981, 'qualifierId': 140, 'value': '3.0'}, {'id': 5123667985, 'qualifierId': 212, 'value': '15.6'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;ebqw8pto71arzdc41se317ifo;Clearance;;;;;;;;;;;1,99;15,6;65,4;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;3,0;65,4;;;;;;;;0;19;37;Chicago Fire II;1177;DC;1,0
2704455175;216;49;1;19;40;bd0378yx50xpdcgwkt9p9bmz8;1;3,0;65,4;2024-07-28T22:24:25.065Z;2024-07-28T22:24:25Z;[];8za8xvdiyduedk2i99bdqv4es;J. Machado;;;ebqw8pto71arzdc41se317ifo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;19;40;Chicago Fire II;1180;DC;1,0
2704455243;217;1;1;19;40;bd0378yx50xpdcgwkt9p9bmz8;1;3,0;65,4;2024-07-28T22:24:25.561Z;2024-07-28T22:24:34Z;[{'id': 5123668439, 'qualifierId': 213, 'value': '0.53'}, {'id': 5123668437, 'qualifierId': 212, 'value': '29.4'}, {'id': 5123668435, 'qualifierId': 141, 'value': '87.2'}, {'id': 5123668431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123668429, 'qualifierId': 157}, {'id': 5123668433, 'qualifierId': 140, 'value': '27.2'}, {'id': 5123668441, 'qualifierId': 1}];8za8xvdiyduedk2i99bdqv4es;J. Machado;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;0,53;29,4;87,2;27,2;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;27,2;87,2;;;;;;;;0;19;40;Chicago Fire II;1180;DC;1,0
2704455413;188;27;1;19;46;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-07-28T22:24:31.937Z;2024-08-01T09:07:09Z;[{'id': 5127057763, 'qualifierId': 53, 'value': '6n0x8t513vmsmgfasovvoj7u2'}, {'id': 5127057761, 'qualifierId': 41, 'value': 'Injury'}, {'id': 5123689221, 'qualifierId': 233, 'value': '218'}];;;;;ebqw8pto71arzdc41se317ifo;Start delay;;;;;;;;;;;;;;;;;;218,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;19;46;Cincinnati II;1186;;
2704455245;218;27;1;19;46;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-07-28T22:24:31.937Z;2024-07-28T22:33:52Z;[{'id': 5123689213, 'qualifierId': 233, 'value': '188'}];;;;;ebqw8pto71arzdc41se317ifo;Start delay;;;;;;;;;;;;;;;;;;188,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;19;46;Chicago Fire II;1186;;
2704455421;189;28;1;20;8;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-07-28T22:24:53.241Z;2024-07-28T22:25:11Z;[{'id': 5123669435, 'qualifierId': 55, 'value': '188'}, {'id': 5123669893, 'qualifierId': 233, 'value': '219'}];;;;;ebqw8pto71arzdc41se317ifo;End delay;;;;;;;;;;;;;;;;;;219,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;188,0;;;0;20;8;Cincinnati II;1208;;
2704455371;219;28;1;20;8;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-07-28T22:24:53.241Z;2024-07-28T22:25:11Z;[{'id': 5123669201, 'qualifierId': 55, 'value': '218'}, {'id': 5123669883, 'qualifierId': 233, 'value': '189'}];;;;;ebqw8pto71arzdc41se317ifo;End delay;;;;;;;;;;;;;;;;;;189,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;218,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;218,0;;;0;20;8;Chicago Fire II;1208;;
2704455387;187;68;1;20;11;8o8m08he36u0j4w08aj2iodn8;0;71,5;31,8;2024-07-28T22:24:56.147Z;2024-07-28T22:24:57Z;[];;;;;ebqw8pto71arzdc41se317ifo;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;20;11;Cincinnati II;1211;;
2704455393;220;68;1;20;11;bd0378yx50xpdcgwkt9p9bmz8;1;29,1;72,1;2024-07-28T22:24:56.888Z;2024-07-28T22:24:57Z;[];;;;;ebqw8pto71arzdc41se317ifo;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;20;11;Chicago Fire II;1211;;
2704455417;221;1;1;20;14;bd0378yx50xpdcgwkt9p9bmz8;1;28,9;73,3;2024-07-28T22:24:59.257Z;2024-07-28T22:25:00Z;[{'id': 5123669411, 'qualifierId': 212, 'value': '7.2'}, {'id': 5123669409, 'qualifierId': 141, 'value': '63.0'}, {'id': 5123669407, 'qualifierId': 140, 'value': '30.6'}, {'id': 5123669405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123669413, 'qualifierId': 213, 'value': '4.96'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;4,96;7,2;63,0;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;30,6;63,0;;;;;;;;0;20;14;Chicago Fire II;1214;DMC;1,0
2704455459;222;1;1;20;15;bd0378yx50xpdcgwkt9p9bmz8;1;30,6;63,0;2024-07-28T22:25:00.184Z;2024-07-28T22:25:07Z;[{'id': 5123669641, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123669645, 'qualifierId': 141, 'value': '29.7'}, {'id': 5123669643, 'qualifierId': 140, 'value': '29.3'}, {'id': 5123669647, 'qualifierId': 212, 'value': '22.7'}, {'id': 5123669649, 'qualifierId': 213, 'value': '4.65'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;4,65;22,7;29,7;29,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;29,3;29,7;;;;;;;;0;20;15;Chicago Fire II;1215;DMC;1,0
2704455485;223;1;1;20;21;bd0378yx50xpdcgwkt9p9bmz8;1;60,0;13,8;2024-07-28T22:25:06.921Z;2024-07-28T22:25:09Z;[{'id': 5123669797, 'qualifierId': 213, 'value': '2.51'}, {'id': 5123669795, 'qualifierId': 212, 'value': '16.3'}, {'id': 5123669791, 'qualifierId': 140, 'value': '47.4'}, {'id': 5123669793, 'qualifierId': 141, 'value': '27.9'}, {'id': 5123669789, 'qualifierId': 56, 'value': 'Back'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;2,51;16,3;27,9;47,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;47,4;27,9;;;;;;;;0;20;21;Chicago Fire II;1221;DC;1,0
2704455515;224;1;1;20;24;bd0378yx50xpdcgwkt9p9bmz8;1;47,4;27,9;2024-07-28T22:25:09.721Z;2024-07-28T22:25:13Z;[{'id': 5123669991, 'qualifierId': 212, 'value': '21.3'}, {'id': 5123669987, 'qualifierId': 140, 'value': '42.1'}, {'id': 5123669989, 'qualifierId': 141, 'value': '58.2'}, {'id': 5123669993, 'qualifierId': 213, 'value': '1.83'}, {'id': 5123669985, 'qualifierId': 56, 'value': 'Back'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;1,83;21,3;58,2;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;42,1;58,2;;;;;;;;0;20;24;Chicago Fire II;1224;DMC;1,0
2704455551;225;1;1;20;28;bd0378yx50xpdcgwkt9p9bmz8;1;44,8;66,6;2024-07-28T22:25:13.464Z;2024-07-28T22:25:17Z;[{'id': 5123670187, 'qualifierId': 213, 'value': '0.77'}, {'id': 5123670179, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123670181, 'qualifierId': 140, 'value': '64.2'}, {'id': 5123670185, 'qualifierId': 212, 'value': '28.5'}, {'id': 5123670183, 'qualifierId': 141, 'value': '95.9'}];8za8xvdiyduedk2i99bdqv4es;J. Machado;;;ebqw8pto71arzdc41se317ifo;Pass;;;;;;;;;;;0,77;28,5;95,9;64,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;64,2;95,9;;;;;;;;0;20;28;Chicago Fire II;1228;DC;1,0
