teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
479lsfr4cwlzewpbuda3y2xv4;Orlando City B;Orlando City B;Orlando City B;ORL;home;USA;cgwkg6392h02jq056cf3niw44;0;1
29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;TFC II;Toronto FC II;TOR;away;Canada;cgwkg6392h02jq056cf3niw44;1;2
