id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_JerseyNumber;value_Captain;value_Resume;value_Involved;value_PlayerPosition;value_DirectionOfPlay;value_Length;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Launch;value_LongBall;value_HeadPass;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_Assist;value_GkY;value_BoxRight;value_Assisted;value_GoalmouthY;value_Right;value_RightFooted;value_RelatedEventId;value_GkX;value_RegularPlay;value_GoalmouthZ;value_NextEventGoalKick;value_NotVisible;value_GoalKick;value_Low;value_NextEventThrowIn;value_ThrowIn;value_FlickOn;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_Cross;value_Chipped;value_AerialFoul;value_IntendedTackleTarget;value_BlockedPass;value_Left;value_CornerTaken;value_InSwinger;value_Shove/Push;value_OutOfPlay;value_High;value_HighLeft;value_BlockedX;value_BoxLeft;value_BlockedY;value_IndividualPlay;value_Standing;value_Hands;value_ParriedDanger;value_KeeperThrow;value_DeletedEventType;value_IntentionalAssist;value_LeadingToGoal;value_BoxCentre;value_RelatedError1Id;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_KeeperTouched;value_SixYardBlocked;value_LowLeft;value_Blocked;value_NotAssisted;value_BoxDeepRight;value_DefBlock;value_YellowCard;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_LayOff;value_ShirtPull/Holding;value_GkHoof;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Head;value_SwitchOfPlay;value_Volley;value_HighRight;value_FirstTouch;value_BlockedCross;value_OutSwinger;value_NotRetreating;value_LeftFooted;value_OutOfBoxCentre;value_CloseLeft;value_SetPiece;value_TacticalFoul;value_TempMissNotPassedGoalLine;value_PlayersCaughtOffside;value_Indirect;value_Diving;value_ParriedSafe;value_HighCentre;value_Collected;value_LowCentre;value_Minutes;value_Overrun;value_CloseRight;value_SwerveLeft;value_PenaltyTakerId;value_Penalty;value_FantasyAssistType;value_CausingPlayer;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistTeam;value_EndType;value_Tactical;value_OverhitCross;value_HitWoodwork;value_HitRightPost;value_GkKickFromHands;value_PullBack;value_Handball;value_FromCorner;value_HighClaim;value_SmallBoxRight;value_35Right;value_FreeKick;value_TimeWasting;value_BlockedClearance;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2677126957;381;10;1;44;14;8o8m08he36u0j4w08aj2iodn8;1;12,9;56,5;2024-04-22T23:47:57.055Z;2024-04-22T23:48:12Z;[{'id': 4974113631, 'qualifierId': 94}, {'id': 4974113853, 'qualifierId': 233, 'value': '328'}, {'id': 4974113633, 'qualifierId': 56, 'value': 'Back'}];2buy6q56o0ixo30fatz7ps9w4;J. Zapata;;;c9px4ywqxj5qmstxcun9dkx78;Save;;;;;;;;;;;;;;;;;;;;328,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;44;14;Carolina Core;2654;DMC;1,0
2677126959;329;6;1;44;15;2nnef9tr9g7m2s6n873qif95g;1;93,4;41,4;2024-04-22T23:47:58.171Z;2024-04-22T23:47:59Z;[{'id': 4974113669, 'qualifierId': 75}, {'id': 4974113673, 'qualifierId': 233, 'value': '382'}, {'id': 4974113667, 'qualifierId': 56, 'value': 'Center'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;c9px4ywqxj5qmstxcun9dkx78;Corner Awarded;;;;;;;;;;;;;;;;;;;;382,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;44;15;Chicago Fire II;2655;MC;1,0
2677126965;382;6;1;44;15;8o8m08he36u0j4w08aj2iodn8;0;6,6;58,6;2024-04-22T23:47:58.171Z;2024-04-23T00:53:40Z;[{'id': 4974113665, 'qualifierId': 73}, {'id': 4974113661, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974113679, 'qualifierId': 233, 'value': '329'}];2buy6q56o0ixo30fatz7ps9w4;J. Zapata;;;c9px4ywqxj5qmstxcun9dkx78;Corner Awarded;;;;;;;;;;;;;;;;;;;;329,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;44;15;Carolina Core;2655;DMC;1,0
2677126995;330;1;1;44;32;2nnef9tr9g7m2s6n873qif95g;1;99,5;0,5;2024-04-22T23:48:15.115Z;2024-04-22T23:48:19Z;[{'id': 4974113921, 'qualifierId': 212, 'value': '29.5'}, {'id': 4974113919, 'qualifierId': 141, 'value': '41.8'}, {'id': 4974113911, 'qualifierId': 155}, {'id': 4974113923, 'qualifierId': 213, 'value': '1.88'}, {'id': 4974113917, 'qualifierId': 140, 'value': '90.9'}, {'id': 4974113913, 'qualifierId': 224}, {'id': 4974113915, 'qualifierId': 56, 'value': 'Center'}, {'id': 4974113909, 'qualifierId': 6}, {'id': 4974113907, 'qualifierId': 2}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;29,5;90,9;;1,88;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;90,9;41,8;;;;;;;;0;44;32;Chicago Fire II;2672;MC;1,0
2677126997;331;61;1;44;36;2nnef9tr9g7m2s6n873qif95g;0;90,9;41,8;2024-04-22T23:48:18.986Z;2024-04-22T23:59:21Z;[{'id': 4974113927, 'qualifierId': 56, 'value': 'Center'}];8p0k65b4c26ssfk0zh43lme7e;D. Polanco;;;c9px4ywqxj5qmstxcun9dkx78;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;44;36;Chicago Fire II;2676;FW;1,0
2677127031;383;12;1;44;36;8o8m08he36u0j4w08aj2iodn8;1;5,6;58,7;2024-04-22T23:48:19.666Z;2024-04-23T00:08:05Z;[{'id': 4974114121, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114129, 'qualifierId': 213, 'value': '0.14'}, {'id': 4974114125, 'qualifierId': 141, 'value': '67.0'}, {'id': 4974114123, 'qualifierId': 140, 'value': '42.9'}, {'id': 4974114127, 'qualifierId': 212, 'value': '39.6'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;c9px4ywqxj5qmstxcun9dkx78;Clearance;;;;;;;;;;39,6;42,9;;0,14;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;42,9;67,0;;;;;;;;0;44;36;Carolina Core;2676;AMC;1,0
2677127007;332;1;1;44;39;2nnef9tr9g7m2s6n873qif95g;1;60,5;31,0;2024-04-22T23:48:22.378Z;2024-04-22T23:48:25Z;[{'id': 4974113987, 'qualifierId': 140, 'value': '44.9'}, {'id': 4974113989, 'qualifierId': 141, 'value': '65.8'}, {'id': 4974113993, 'qualifierId': 213, 'value': '2.18'}, {'id': 4974113991, 'qualifierId': 212, 'value': '28.8'}, {'id': 4974113985, 'qualifierId': 56, 'value': 'Back'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;28,8;44,9;;2,18;65,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;44,9;65,8;;;;;;;;0;44;39;Chicago Fire II;2679;DC;1,0
2677127013;333;1;1;44;42;2nnef9tr9g7m2s6n873qif95g;1;44,8;56,9;2024-04-22T23:48:25.515Z;2024-04-22T23:48:30Z;[{'id': 4974114025, 'qualifierId': 141, 'value': '27.7'}, {'id': 4974114029, 'qualifierId': 213, 'value': '4.75'}, {'id': 4974114021, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114027, 'qualifierId': 212, 'value': '19.9'}, {'id': 4974114023, 'qualifierId': 140, 'value': '45.5'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;19,9;45,5;;4,75;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;45,5;27,7;;;;;;;;0;44;42;Chicago Fire II;2682;DR;1,0
2677127015;334;1;1;44;47;2nnef9tr9g7m2s6n873qif95g;1;45,3;26,1;2024-04-22T23:48:30.330Z;2024-04-22T23:48:31Z;[{'id': 4974114043, 'qualifierId': 213, 'value': '5.55'}, {'id': 4974114037, 'qualifierId': 140, 'value': '58.5'}, {'id': 4974114039, 'qualifierId': 141, 'value': '7.9'}, {'id': 4974114041, 'qualifierId': 212, 'value': '18.6'}, {'id': 4974114035, 'qualifierId': 56, 'value': 'Right'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;18,6;58,5;;5,55;7,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;58,5;7,9;;;;;;;;0;44;47;Chicago Fire II;2687;DC;1,0
2677127017;335;1;1;44;48;2nnef9tr9g7m2s6n873qif95g;1;58,5;7,9;2024-04-22T23:48:31.594Z;2024-04-22T23:48:32Z;[{'id': 4974114049, 'qualifierId': 140, 'value': '65.2'}, {'id': 4974114047, 'qualifierId': 56, 'value': 'Right'}, {'id': 4974114055, 'qualifierId': 213, 'value': '0.86'}, {'id': 4974114053, 'qualifierId': 212, 'value': '10.7'}, {'id': 4974114051, 'qualifierId': 141, 'value': '19.8'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;10,7;65,2;;0,86;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;65,2;19,8;;;;;;;;0;44;48;Chicago Fire II;2688;MC;1,0
2677127019;336;1;1;44;49;2nnef9tr9g7m2s6n873qif95g;1;65,2;19,8;2024-04-22T23:48:32.394Z;2024-04-22T23:48:33Z;[{'id': 4974114063, 'qualifierId': 141, 'value': '7.1'}, {'id': 4974114059, 'qualifierId': 56, 'value': 'Right'}, {'id': 4974114067, 'qualifierId': 213, 'value': '4.23'}, {'id': 4974114061, 'qualifierId': 140, 'value': '60.9'}, {'id': 4974114065, 'qualifierId': 212, 'value': '9.7'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;9,7;60,9;;4,23;7,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;60,9;7,1;;;;;;;;0;44;49;Chicago Fire II;2689;MC;1,0
2677127021;337;1;1;44;50;2nnef9tr9g7m2s6n873qif95g;1;60,9;7,1;2024-04-22T23:48:33.498Z;2024-04-22T23:48:34Z;[{'id': 4974114077, 'qualifierId': 212, 'value': '11.2'}, {'id': 4974114073, 'qualifierId': 140, 'value': '60.2'}, {'id': 4974114075, 'qualifierId': 141, 'value': '23.6'}, {'id': 4974114079, 'qualifierId': 213, 'value': '1.64'}, {'id': 4974114071, 'qualifierId': 56, 'value': 'Center'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;11,2;60,2;;1,64;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;60,2;23,6;;;;;;;;0;44;50;Chicago Fire II;2690;MC;1,0
2677127025;338;1;1;44;51;2nnef9tr9g7m2s6n873qif95g;0;60,2;23,6;2024-04-22T23:48:34.778Z;2024-04-22T23:48:36Z;[{'id': 4974114103, 'qualifierId': 213, 'value': '6.19'}, {'id': 4974114095, 'qualifierId': 56, 'value': 'Center'}, {'id': 4974114099, 'qualifierId': 141, 'value': '21.2'}, {'id': 4974114101, 'qualifierId': 212, 'value': '18.2'}, {'id': 4974114097, 'qualifierId': 140, 'value': '77.5'}];1j1ybmazykfh5nqs7egkcdxck;D. Cuevas;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;18,2;77,5;;6,19;21,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;77,5;21,2;;;;;;;;0;44;51;Chicago Fire II;2691;AMR;1,0
2677127033;384;49;1;44;55;8o8m08he36u0j4w08aj2iodn8;1;15,0;94,2;2024-04-22T23:48:37.930Z;2024-04-22T23:48:38Z;[];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;c9px4ywqxj5qmstxcun9dkx78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;44;55;Carolina Core;2695;DC;1,0
2677127043;385;1;1;44;57;8o8m08he36u0j4w08aj2iodn8;1;13,1;93,6;2024-04-22T23:48:40.429Z;2024-04-22T23:48:43Z;[{'id': 4974114187, 'qualifierId': 141, 'value': '67.3'}, {'id': 4974114183, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114189, 'qualifierId': 212, 'value': '19.0'}, {'id': 4974114185, 'qualifierId': 140, 'value': '7.1'}, {'id': 4974114191, 'qualifierId': 213, 'value': '4.37'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;19,0;7,1;;4,37;67,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;7,1;67,3;;;;;;;;0;44;57;Carolina Core;2697;DC;1,0
2677127047;386;1;1;45;0;8o8m08he36u0j4w08aj2iodn8;0;7,1;67,3;2024-04-22T23:48:42.897Z;2024-04-22T23:48:44Z;[{'id': 4974114207, 'qualifierId': 140, 'value': '43.5'}, {'id': 4974114203, 'qualifierId': 157}, {'id': 4974114209, 'qualifierId': 141, 'value': '87.4'}, {'id': 4974114215, 'qualifierId': 1}, {'id': 4974114213, 'qualifierId': 213, 'value': '0.34'}, {'id': 4974114205, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114211, 'qualifierId': 212, 'value': '40.6'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;40,6;43,5;;0,34;87,4;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;43,5;87,4;;;;;;;;0;45;0;Carolina Core;2700;GK;1,0
2677127393;375;70;1;45;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-04-22T23:48:43.276Z;2024-04-22T23:51:17Z;[{'id': 4974116029, 'qualifierId': 277, 'value': '3'}];;;;;c9px4ywqxj5qmstxcun9dkx78;Injury Time Announcement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;45;0;Chicago Fire II;2700;;
2677127051;339;1;1;45;2;2nnef9tr9g7m2s6n873qif95g;0;57,8;14,0;2024-04-22T23:48:45.051Z;2024-04-22T23:48:45Z;[{'id': 4974114227, 'qualifierId': 140, 'value': '65.9'}, {'id': 4974114231, 'qualifierId': 212, 'value': '15.8'}, {'id': 4974114229, 'qualifierId': 141, 'value': '33.6'}, {'id': 4974114225, 'qualifierId': 56, 'value': 'Center'}, {'id': 4974114233, 'qualifierId': 213, 'value': '1.00'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;15,8;65,9;;1,0;33,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;65,9;33,6;;;;;;;;0;45;2;Chicago Fire II;2702;DC;1,0
2677127059;387;1;1;45;4;8o8m08he36u0j4w08aj2iodn8;1;35,1;65,4;2024-04-22T23:48:47.069Z;2024-04-22T23:48:49Z;[{'id': 4974114273, 'qualifierId': 213, 'value': '1.10'}, {'id': 4974114269, 'qualifierId': 141, 'value': '80.8'}, {'id': 4974114265, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114271, 'qualifierId': 212, 'value': '11.8'}, {'id': 4974114267, 'qualifierId': 140, 'value': '40.2'}];afdz1ibldn2vc8gtezyw8tqay;H. Osorio;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;11,8;40,2;;1,1;80,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;40,2;80,8;;;;;;;;0;45;4;Carolina Core;2704;ML;1,0
2677127061;388;1;1;45;6;8o8m08he36u0j4w08aj2iodn8;0;39,0;80,9;2024-04-22T23:48:49.162Z;2024-04-22T23:48:51Z;[{'id': 4974114303, 'qualifierId': 236}, {'id': 4974114283, 'qualifierId': 212, 'value': '3.3'}, {'id': 4974114279, 'qualifierId': 140, 'value': '40.6'}, {'id': 4974114281, 'qualifierId': 141, 'value': '85.0'}, {'id': 4974114277, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114309, 'qualifierId': 286}, {'id': 4974114285, 'qualifierId': 213, 'value': '1.03'}, {'id': 4974114305, 'qualifierId': 233, 'value': '340'}];do6z0g81t9avcjuhjc1szukgk;D. Tchétchao Karo;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;3,3;40,6;;1,03;85,0;;;;;1,0;340,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;40,6;85,0;;;;;;;;0;45;6;Carolina Core;2706;FW;1,0
2677127063;340;74;1;45;6;2nnef9tr9g7m2s6n873qif95g;1;61,3;21,0;2024-04-22T23:48:49.163Z;2024-04-23T01:13:19Z;[{'id': 4974114287, 'qualifierId': 56, 'value': 'Right'}, {'id': 4974114311, 'qualifierId': 233, 'value': '388'}, {'id': 4974114289, 'qualifierId': 285}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Blocked Pass;;;;;;;;;;;;;;;;;;;;388,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;45;6;Chicago Fire II;2706;DC;1,0
2677127071;389;3;1;45;11;8o8m08he36u0j4w08aj2iodn8;0;26,3;88,7;2024-04-22T23:48:54.365Z;2024-04-22T23:48:55Z;[{'id': 4974114343, 'qualifierId': 285}, {'id': 4974114345, 'qualifierId': 211}, {'id': 4974114341, 'qualifierId': 56, 'value': 'Back'}];do6z0g81t9avcjuhjc1szukgk;D. Tchétchao Karo;;;c9px4ywqxj5qmstxcun9dkx78;Take On;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;45;11;Carolina Core;2711;FW;1,0
2677127075;341;49;1;45;12;2nnef9tr9g7m2s6n873qif95g;1;76,3;10,0;2024-04-22T23:48:55.723Z;2024-04-22T23:48:55Z;[];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;45;12;Chicago Fire II;2712;DC;1,0
2677127083;342;1;1;45;13;2nnef9tr9g7m2s6n873qif95g;1;76,3;10,0;2024-04-22T23:48:56.091Z;2024-04-22T23:48:57Z;[{'id': 4974114393, 'qualifierId': 212, 'value': '10.7'}, {'id': 4974114391, 'qualifierId': 141, 'value': '25.2'}, {'id': 4974114387, 'qualifierId': 56, 'value': 'Center'}, {'id': 4974114395, 'qualifierId': 213, 'value': '1.84'}, {'id': 4974114389, 'qualifierId': 140, 'value': '73.6'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;c9px4ywqxj5qmstxcun9dkx78;Pass;;;;;;;;;;10,7;73,6;;1,84;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;73,6;25,2;;;;;;;;0;45;13;Chicago Fire II;2713;DC;1,0
2677127085;343;3;1;45;14;2nnef9tr9g7m2s6n873qif95g;0;73,6;17,7;2024-04-22T23:48:57.332Z;2024-04-22T23:48:59Z;[{'id': 4974114403, 'qualifierId': 286}, {'id': 4974114413, 'qualifierId': 233, 'value': '390'}, {'id': 4974114401, 'qualifierId': 56, 'value': 'Right'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;c9px4ywqxj5qmstxcun9dkx78;Take On;;;;;;;;;;;;;;;;;;;1,0;390,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;;0;45;14;Chicago Fire II;2714;MC;1,0
2677127087;390;7;1;45;14;8o8m08he36u0j4w08aj2iodn8;1;26,4;82,3;2024-04-22T23:48:57.333Z;2024-04-22T23:48:58Z;[{'id': 4974114407, 'qualifierId': 285}, {'id': 4974114405, 'qualifierId': 56, 'value': 'Back'}, {'id': 4974114409, 'qualifierId': 233, 'value': '343'}];do6z0g81t9avcjuhjc1szukgk;D. Tchétchao Karo;;;c9px4ywqxj5qmstxcun9dkx78;Tackle;;;;;;;;;;;;;;;;;;;;343,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;45;14;Carolina Core;2714;FW;1,0
