id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_Captain;value_PlayerPosition;value_TeamFormation;value_Resume;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_KickOff;value_Zone;value_Angle;value_Length;value_PassEndX;value_PassEndY;value_Launch;value_LongBall;value_HeadPass;value_FlickOn;value_Chipped;value_IntendedTackleTarget;value_Cross;value_LayOff;value_SwitchOfPlay;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Assist;value_RegularPlay;value_RelatedEventId;value_LowCentre;value_IndividualPlay;value_BlockedY;value_GoalmouthZ;value_Assisted;value_RightFooted;value_GoalmouthY;value_BlockedX;value_OutOfBoxCentre;value_Hands;value_Standing;value_Collected;value_NotVisible;value_KeeperThrow;value_BlockedPass;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_AttemptedTackle;value_NextEventThrowIn;value_ThrowIn;value_NextEventGoalKick;value_Low;value_GoalKick;value_Shove/Push;value_Head;value_DeletedEventType;value_NotAssisted;value_LeftFooted;value_GkY;value_Blocked;value_GkX;value_DefBlock;value_IntentionalAssist;value_HighRight;value_FirstTouch;value_BoxCentre;value_FastBreak;value_Left;value_BoxRight;value_YellowCard;value_RecklessOffence;value_LowRight;value_Stooping;value_ParriedSafe;value_OverArm;value_Unchallenged;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_PlayersCaughtOffside;value_TempShotOn;value_LowLeft;value_Sliding;value_CornerTaken;value_InSwinger;value_FromCorner;value_OutOfPlay;value_35Centre;value_Overrun;value_TimeWasting;value_Indirect;value_NotPastGoalLine;value_Volley;value_MisHit;value_CloseHigh;value_SwerveRight;value_BigChance;value_Diving;value_ParriedDanger;value_Feet;value_Right;value_High;value_HighLeft;value_Minutes;value_EndType;value_Tactical;value_CloseRight;value_BoxDeepRight;value_TacticalFoul;value_ThrowInSetPiece;value_SetPiece;value_GoalShotTimestamp;value_SmallBoxRight;value_GoalShotGameClock;value_OtherBodyPart;value_OutSwinger;value_HighCentre;value_LeadingToGoal;value_SmallBoxCentre;value_RelatedError1Id;value_BoxLeft;value_Deflection;value_BlockedCross;value_GkHoof;value_NotRetreating;value_GoesToPenalties;value_Second(2Nd)OppositeRelatedEventId;value_Penalty;value_Scored;value_Saved;value_Missed;value_CloseLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710882013;160;49;1;15;5;c7c4wwva2u1vb3rr7rwava044;1;7,9;57,0;2024-08-18T23:18:55.061Z;2024-08-18T23:18:55Z;[];bo9momaa9orr52cbwpt348t90;R. Sailor;;;er7x4fmh5r2k8oecv3el3cdg4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;;0;15;5;Atlanta United II;905;DL;1,0
2710882029;161;1;1;15;5;c7c4wwva2u1vb3rr7rwava044;1;7,9;57,0;2024-08-18T23:18:55.348Z;2024-08-18T23:18:56Z;[{'id': 5159208181, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159208189, 'qualifierId': 213, 'value': '0.39'}, {'id': 5159208183, 'qualifierId': 140, 'value': '17.7'}, {'id': 5159208187, 'qualifierId': 212, 'value': '11.1'}, {'id': 5159208185, 'qualifierId': 141, 'value': '63.3'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;0,39;11,1;17,7;63,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;17,7;63,3;;;;;;;;0;15;5;Atlanta United II;905;DL;1,0
2710882069;162;1;1;15;7;c7c4wwva2u1vb3rr7rwava044;1;15,8;63,3;2024-08-18T23:18:56.772Z;2024-08-18T23:19:00Z;[{'id': 5159208345, 'qualifierId': 141, 'value': '23.3'}, {'id': 5159208343, 'qualifierId': 140, 'value': '12.1'}, {'id': 5159208347, 'qualifierId': 212, 'value': '27.5'}, {'id': 5159208349, 'qualifierId': 213, 'value': '4.57'}, {'id': 5159208341, 'qualifierId': 56, 'value': 'Back'}];1yl2e0y3cglm1nwto5uzs3e5m;L. Sunderland;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,57;27,5;12,1;23,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;12,1;23,3;;;;;;;;0;15;7;Atlanta United II;907;MC;1,0
2710882105;163;1;1;15;11;c7c4wwva2u1vb3rr7rwava044;1;13,0;17,6;2024-08-18T23:19:00.869Z;2024-08-18T23:19:06Z;[{'id': 5159208561, 'qualifierId': 212, 'value': '18.1'}, {'id': 5159208563, 'qualifierId': 213, 'value': '2.20'}, {'id': 5159208555, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159208557, 'qualifierId': 140, 'value': '2.9'}, {'id': 5159208559, 'qualifierId': 141, 'value': '39.2'}];87plrqqcwrv16d5v8mretfp7u;I. Fray;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;2,2;18,1;2,9;39,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;2,9;39,2;;;;;;;;0;15;11;Atlanta United II;911;DR;1,0
2710882135;164;1;1;15;16;c7c4wwva2u1vb3rr7rwava044;1;3,3;40,6;2024-08-18T23:19:06.021Z;2024-08-18T23:19:08Z;[{'id': 5159208707, 'qualifierId': 212, 'value': '25.4'}, {'id': 5159208703, 'qualifierId': 140, 'value': '8.3'}, {'id': 5159208705, 'qualifierId': 141, 'value': '77.2'}, {'id': 5159208701, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159208709, 'qualifierId': 213, 'value': '1.36'}];as5066ocmlp4tub6d3tnabi1g;C. Jensen;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;1,36;25,4;8,3;77,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;8,3;77,2;;;;;;;;0;15;16;Atlanta United II;916;GK;1,0
2710882157;165;1;1;15;19;c7c4wwva2u1vb3rr7rwava044;1;8,3;77,2;2024-08-18T23:19:08.565Z;2024-08-18T23:19:10Z;[{'id': 5159208809, 'qualifierId': 140, 'value': '25.1'}, {'id': 5159208811, 'qualifierId': 141, 'value': '98.6'}, {'id': 5159208807, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159208813, 'qualifierId': 212, 'value': '22.9'}, {'id': 5159208815, 'qualifierId': 213, 'value': '0.69'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;0,69;22,9;25,1;98,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;25,1;98,6;;;;;;;;0;15;19;Atlanta United II;919;DC;1,0
2710882197;166;1;1;15;21;c7c4wwva2u1vb3rr7rwava044;1;25,1;97,7;2024-08-18T23:19:10.533Z;2024-08-18T23:19:17Z;[{'id': 5159209021, 'qualifierId': 140, 'value': '7.2'}, {'id': 5159209029, 'qualifierId': 1}, {'id': 5159209019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159209023, 'qualifierId': 141, 'value': '49.9'}, {'id': 5159209027, 'qualifierId': 213, 'value': '4.19'}, {'id': 5159209025, 'qualifierId': 212, 'value': '37.5'}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,19;37,5;7,2;49,9;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;7,2;49,9;;;;;;;;0;15;21;Atlanta United II;921;DC;1,0
2710882221;167;1;1;15;28;c7c4wwva2u1vb3rr7rwava044;1;7,2;49,9;2024-08-18T23:19:17.556Z;2024-08-18T23:19:21Z;[{'id': 5159209155, 'qualifierId': 213, 'value': '5.60'}, {'id': 5159209153, 'qualifierId': 212, 'value': '22.8'}, {'id': 5159209147, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159209151, 'qualifierId': 141, 'value': '28.6'}, {'id': 5159209149, 'qualifierId': 140, 'value': '24.0'}];as5066ocmlp4tub6d3tnabi1g;C. Jensen;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;5,6;22,8;24,0;28,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;24,0;28,6;;;;;;;;0;15;28;Atlanta United II;928;GK;1,0
2710882243;168;1;1;15;32;c7c4wwva2u1vb3rr7rwava044;1;26,0;30,1;2024-08-18T23:19:21.844Z;2024-08-18T23:19:24Z;[{'id': 5159209285, 'qualifierId': 213, 'value': '1.70'}, {'id': 5159209277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159209283, 'qualifierId': 212, 'value': '27.1'}, {'id': 5159209279, 'qualifierId': 140, 'value': '22.6'}, {'id': 5159209281, 'qualifierId': 141, 'value': '69.6'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;1,7;27,1;22,6;69,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;22,6;69,6;;;;;;;;0;15;32;Atlanta United II;932;DL;1,0
2710882263;169;1;1;15;34;c7c4wwva2u1vb3rr7rwava044;1;24,2;70,5;2024-08-18T23:19:24.133Z;2024-08-18T23:19:26Z;[{'id': 5159209389, 'qualifierId': 140, 'value': '38.1'}, {'id': 5159209391, 'qualifierId': 141, 'value': '80.2'}, {'id': 5159209395, 'qualifierId': 213, 'value': '0.42'}, {'id': 5159209393, 'qualifierId': 212, 'value': '16.0'}, {'id': 5159209387, 'qualifierId': 56, 'value': 'Back'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;0,42;16,0;38,1;80,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;38,1;80,2;;;;;;;;0;15;34;Atlanta United II;934;DC;1,0
2710882295;170;1;1;15;37;c7c4wwva2u1vb3rr7rwava044;1;40,1;80,2;2024-08-18T23:19:26.516Z;2024-08-18T23:19:30Z;[{'id': 5159209611, 'qualifierId': 141, 'value': '94.7'}, {'id': 5159209621, 'qualifierId': 1}, {'id': 5159209613, 'qualifierId': 212, 'value': '41.7'}, {'id': 5159209617, 'qualifierId': 213, 'value': '0.24'}, {'id': 5159209607, 'qualifierId': 56, 'value': 'Left'}, {'id': 5159209609, 'qualifierId': 140, 'value': '78.7'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;0,24;41,7;78,7;94,7;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;78,7;94,7;;;;;;;;0;15;37;Atlanta United II;937;AMC;1,0
2710882311;171;1;1;15;41;c7c4wwva2u1vb3rr7rwava044;1;78,8;94,7;2024-08-18T23:19:30.564Z;2024-08-18T23:19:32Z;[{'id': 5159209703, 'qualifierId': 1}, {'id': 5159209695, 'qualifierId': 140, 'value': '85.1'}, {'id': 5159209693, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159209697, 'qualifierId': 141, 'value': '47.6'}, {'id': 5159209699, 'qualifierId': 212, 'value': '32.7'}, {'id': 5159209691, 'qualifierId': 155}, {'id': 5159209701, 'qualifierId': 213, 'value': '4.92'}, {'id': 5159209689, 'qualifierId': 2}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,92;32,7;85,1;47,6;;1,0;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;85,1;47,6;;;;;;;;0;15;41;Atlanta United II;941;DC;1,0
2710882331;172;1;1;15;43;c7c4wwva2u1vb3rr7rwava044;1;85,1;47,6;2024-08-18T23:19:32.564Z;2024-08-18T23:19:35Z;[{'id': 5159209839, 'qualifierId': 141, 'value': '67.9'}, {'id': 5159209843, 'qualifierId': 213, 'value': '1.19'}, {'id': 5159209841, 'qualifierId': 212, 'value': '14.8'}, {'id': 5159209835, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159209837, 'qualifierId': 140, 'value': '90.3'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;1,19;14,8;90,3;67,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;90,3;67,9;;;;;;;;0;15;43;Atlanta United II;943;FW;1,0
2710882343;173;1;1;15;46;c7c4wwva2u1vb3rr7rwava044;1;90,1;68,4;2024-08-18T23:19:35.636Z;2024-08-18T23:19:48Z;[{'id': 5159209905, 'qualifierId': 213, 'value': '2.10'}, {'id': 5159209897, 'qualifierId': 56, 'value': 'Left'}, {'id': 5159209903, 'qualifierId': 212, 'value': '14.1'}, {'id': 5159209899, 'qualifierId': 140, 'value': '83.3'}, {'id': 5159209901, 'qualifierId': 141, 'value': '86.2'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;2,1;14,1;83,3;86,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;83,3;86,2;;;;;;;;0;15;46;Atlanta United II;946;AMR;1,0
2710882373;174;1;1;15;47;c7c4wwva2u1vb3rr7rwava044;1;83,3;86,2;2024-08-18T23:19:37.124Z;2024-08-18T23:19:56Z;[{'id': 5159210777, 'qualifierId': 210, 'value': '15'}, {'id': 5159210069, 'qualifierId': 2}, {'id': 5159210079, 'qualifierId': 212, 'value': '23.9'}, {'id': 5159210081, 'qualifierId': 213, 'value': '4.88'}, {'id': 5159210071, 'qualifierId': 155}, {'id': 5159210779, 'qualifierId': 154}, {'id': 5159210075, 'qualifierId': 140, 'value': '87.0'}, {'id': 5159210077, 'qualifierId': 141, 'value': '51.5'}, {'id': 5159210073, 'qualifierId': 56, 'value': 'Center'}];4qfqw1u2uvuardvdjw3pp6oyx;F. Negri;1,0;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,88;23,9;87,0;51,5;;;;;1,0;;1,0;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;87,0;51,5;;;;;;;;0;15;47;Atlanta United II;947;DC;1,0
2710882375;175;15;1;15;50;c7c4wwva2u1vb3rr7rwava044;1;87,0;51,5;2024-08-18T23:19:39.796Z;2024-08-18T23:19:57Z;[{'id': 5159210787, 'qualifierId': 81}, {'id': 5159210791, 'qualifierId': 154}, {'id': 5159210789, 'qualifierId': 29}, {'id': 5159210801, 'qualifierId': 146, 'value': '98.9'}, {'id': 5159210551, 'qualifierId': 328}, {'id': 5159210085, 'qualifierId': 22}, {'id': 5159210547, 'qualifierId': 15}, {'id': 5159210793, 'qualifierId': 55, 'value': '174'}, {'id': 5159210797, 'qualifierId': 102, 'value': '48.1'}, {'id': 5159210089, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159210803, 'qualifierId': 147, 'value': '50.2'}, {'id': 5159210807, 'qualifierId': 233, 'value': '168'}, {'id': 5159210799, 'qualifierId': 103, 'value': '22.2'}, {'id': 5159210087, 'qualifierId': 17}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;er7x4fmh5r2k8oecv3el3cdg4;Attempt Saved;;;;;;;;;;;;;;;;;;;;;;;;;;168,0;;;1,0;174,0;;;50,2;22,2;1,0;;48,1;98,9;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;98,9;50,2;48,1;22.2;174,0;4qfqw1u2uvuardvdjw3pp6oyx;;0;15;50;Atlanta United II;950;FW;1,0
2710882355;168;10;1;15;50;erwnez7ksfkns4dqmyr1fhbe;1;1,4;50,4;2024-08-18T23:19:39.896Z;2024-08-18T23:19:52Z;[{'id': 5159209961, 'qualifierId': 178}, {'id': 5159210027, 'qualifierId': 177}, {'id': 5159210595, 'qualifierId': 233, 'value': '175'}, {'id': 5159209963, 'qualifierId': 182}, {'id': 5159209965, 'qualifierId': 56, 'value': 'Back'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;er7x4fmh5r2k8oecv3el3cdg4;Save;;;;;;;;;;;;;;;;;;;;;;;;;;175,0;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;15;50;Inter Miami II;950;GK;1,0
2710882367;169;52;1;15;50;erwnez7ksfkns4dqmyr1fhbe;1;1,4;50,4;2024-08-18T23:19:39.924Z;2024-08-18T23:19:41Z;[];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;er7x4fmh5r2k8oecv3el3cdg4;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;15;50;Inter Miami II;950;GK;1,0
2710882531;171;1;1;16;10;erwnez7ksfkns4dqmyr1fhbe;1;7,4;50,4;2024-08-18T23:20:00.010Z;2024-08-18T23:20:01Z;[{'id': 5159210983, 'qualifierId': 213, 'value': '1.19'}, {'id': 5159210975, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159210977, 'qualifierId': 140, 'value': '12.9'}, {'id': 5159210973, 'qualifierId': 123}, {'id': 5159210981, 'qualifierId': 212, 'value': '15.4'}, {'id': 5159210979, 'qualifierId': 141, 'value': '71.4'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;1,19;15,4;12,9;71,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;12,9;71,4;;;;;;;;0;16;10;Inter Miami II;970;GK;1,0
2710882545;172;1;1;16;11;erwnez7ksfkns4dqmyr1fhbe;1;12,9;71,4;2024-08-18T23:20:01.226Z;2024-08-18T23:20:03Z;[{'id': 5159211071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159211079, 'qualifierId': 213, 'value': '4.23'}, {'id': 5159211073, 'qualifierId': 140, 'value': '4.8'}, {'id': 5159211077, 'qualifierId': 212, 'value': '18.3'}, {'id': 5159211075, 'qualifierId': 141, 'value': '47.5'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,23;18,3;4,8;47,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;4,8;47,5;;;;;;;;0;16;11;Inter Miami II;971;DC;1,0
2710882555;173;1;1;16;13;erwnez7ksfkns4dqmyr1fhbe;1;4,7;46,0;2024-08-18T23:20:02.890Z;2024-08-18T23:20:04Z;[{'id': 5159211119, 'qualifierId': 141, 'value': '36.7'}, {'id': 5159211123, 'qualifierId': 213, 'value': '5.71'}, {'id': 5159211121, 'qualifierId': 212, 'value': '11.7'}, {'id': 5159211115, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159211117, 'qualifierId': 140, 'value': '14.1'}];f1e7n1pmjklbr35g7uuqdr78q;J. Hibbert;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;5,71;11,7;14,1;36,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;14,1;36,7;;;;;;;;0;16;13;Inter Miami II;973;GK;1,0
2710882583;174;1;1;16;14;erwnez7ksfkns4dqmyr1fhbe;1;19,9;36,0;2024-08-18T23:20:04.250Z;2024-08-18T23:20:06Z;[{'id': 5159211281, 'qualifierId': 213, 'value': '4.10'}, {'id': 5159211279, 'qualifierId': 212, 'value': '11.2'}, {'id': 5159211275, 'qualifierId': 140, 'value': '13.8'}, {'id': 5159211273, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159211277, 'qualifierId': 141, 'value': '22.5'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;4,1;11,2;13,8;22,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;13,8;22,5;;;;;;;;0;16;14;Inter Miami II;974;MC;1,0
2710882605;175;1;1;16;17;erwnez7ksfkns4dqmyr1fhbe;1;12,1;18,2;2024-08-18T23:20:06.490Z;2024-08-18T23:20:08Z;[{'id': 5159211381, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159211389, 'qualifierId': 213, 'value': '5.52'}, {'id': 5159211383, 'qualifierId': 140, 'value': '20.0'}, {'id': 5159211387, 'qualifierId': 212, 'value': '11.5'}, {'id': 5159211385, 'qualifierId': 141, 'value': '6.5'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;5,52;11,5;20,0;6,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;20,0;6,5;;;;;;;;0;16;17;Inter Miami II;977;DL;1,0
2710882627;176;1;1;16;19;erwnez7ksfkns4dqmyr1fhbe;1;14,3;6,8;2024-08-18T23:20:08.874Z;2024-08-18T23:20:11Z;[{'id': 5159211463, 'qualifierId': 140, 'value': '6.6'}, {'id': 5159211467, 'qualifierId': 212, 'value': '9.5'}, {'id': 5159211465, 'qualifierId': 141, 'value': '14.1'}, {'id': 5159211461, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159211469, 'qualifierId': 213, 'value': '2.59'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;er7x4fmh5r2k8oecv3el3cdg4;Pass;;;;;;;;;;;;2,59;9,5;6,6;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;6,6;14,1;;;;;;;;0;16;19;Inter Miami II;979;DR;1,0
