id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Captain;value_Involved;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_TeamPlayerFormation;value_TeamFormation;value_Resume;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Length;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Head;value_OutOfPlay;value_NextEventThrowIn;value_NotVisible;value_ThrowIn;value_Launch;value_HeadPass;value_Cross;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_BlockedPass;value_Shove/Push;value_IntendedTackleTarget;value_DeletedEventType;value_OverhitCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_LayOff;value_SwitchOfPlay;value_Handball;value_KeeperThrow;value_IntentionalAssist;value_Assist;value_GkY;value_Assisted;value_GoalmouthZ;value_LeftFooted;value_LowCentre;value_IndividualPlay;value_RelatedEventId;value_GoalmouthY;value_BoxRight;value_BlockedY;value_Blocked;value_GkX;value_BlockedX;value_RegularPlay;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_FirstTouch;value_FromCorner;value_BoxLeft;value_High;value_ShirtPull/Holding;value_BoxCentre;value_NotAssisted;value_RightFooted;value_OutOfBoxCentre;value_CloseLeft;value_TacticalFoul;value_YellowCard;value_Overrun;value_SetPiece;value_Right;value_Straight;value_HighClaim;value_GkKickFromHands;value_PlayersCaughtOffside;value_Indirect;value_LowRight;value_PullBack;value_RecklessOffence;value_LastLine;value_OutSwinger;value_Minutes;value_SmallBoxRight;value_SixYardBlocked;value_OtherBodyPart;value_Sliding;value_ParriedSafe;value_OwnPlayer;value_OwnShotBlocked;value_CloseRight;value_EndType;value_FlickOn;value_AdvantagePlayed;value_LowLeft;value_Hands;value_Collected;value_Stooping;value_Tactical;value_FormationSlot;value_Diving;value_OverArm;value_NotPastGoalLine;value_35Centre;value_BigChance;value_SecondYellow;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_BlockedCross;value_HighRight;value_Reaching;value_OtherObstacle;value_GoesToPenalties;value_GoalShotGameClock;value_GoalShotTimestamp;value_Penalty;value_HighLeft;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Missed;value_Saved;value_Weak;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2708336173;242;1;1;26;54;6ubc4y1v6hr63mca7ica4hp90;1;52,5;30,5;2024-08-11T21:30:50.539Z;2024-08-11T21:30:58Z;[{'id': 5145071485, 'qualifierId': 196}, {'id': 5145071487, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145071489, 'qualifierId': 140, 'value': '59.0'}, {'id': 5145071497, 'qualifierId': 1}, {'id': 5145071491, 'qualifierId': 141, 'value': '92.0'}, {'id': 5145071495, 'qualifierId': 213, 'value': '1.41'}, {'id': 5145071493, 'qualifierId': 212, 'value': '42.4'}];drt65b9m2f494wnoyep49bn1m;F. Mirkovic;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;59,0;;1,41;92,0;;42,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;59,0;92,0;;;;;;;;0;26;54;Orlando City B;1614;MC;1,0
2708336181;243;1;1;27;2;6ubc4y1v6hr63mca7ica4hp90;0;71,3;89,9;2024-08-11T21:30:58.459Z;2024-08-11T21:31:03Z;[{'id': 5145071541, 'qualifierId': 141, 'value': '46.4'}, {'id': 5145071545, 'qualifierId': 213, 'value': '5.47'}, {'id': 5145071569, 'qualifierId': 233, 'value': '232'}, {'id': 5145071547, 'qualifierId': 1}, {'id': 5145071543, 'qualifierId': 212, 'value': '40.5'}, {'id': 5145071533, 'qualifierId': 2}, {'id': 5145071539, 'qualifierId': 140, 'value': '97.7'}, {'id': 5145071535, 'qualifierId': 155}, {'id': 5145071537, 'qualifierId': 56, 'value': 'Center'}];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;97,7;;5,47;46,4;;40,5;1,0;1,0;;232,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;97,7;46,4;;;;;;;;0;27;2;Orlando City B;1622;DC;1,0
2708336185;232;11;1;27;6;479lsfr4cwlzewpbuda3y2xv4;1;6,2;54,5;2024-08-11T21:31:02.707Z;2024-08-11T21:31:03Z;[{'id': 5145071567, 'qualifierId': 88}, {'id': 5145071573, 'qualifierId': 233, 'value': '243'}, {'id': 5145071565, 'qualifierId': 56, 'value': 'Back'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;elxd5k5yp52s3274srew6rx1w;Claim;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;27;6;Crown Legacy;1626;GK;1,0
2708336225;233;1;1;27;13;479lsfr4cwlzewpbuda3y2xv4;1;10,1;30,9;2024-08-11T21:31:09.827Z;2024-08-11T21:31:14Z;[{'id': 5145071831, 'qualifierId': 212, 'value': '22.1'}, {'id': 5145071825, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145071827, 'qualifierId': 140, 'value': '24.2'}, {'id': 5145071833, 'qualifierId': 213, 'value': '5.45'}, {'id': 5145071823, 'qualifierId': 123}, {'id': 5145071829, 'qualifierId': 141, 'value': '6.8'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;24,2;;5,45;6,8;;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;24,2;6,8;;;;;;;;0;27;13;Crown Legacy;1633;GK;1,0
2708336247;234;1;1;27;18;479lsfr4cwlzewpbuda3y2xv4;1;26,6;8,8;2024-08-11T21:31:14.163Z;2024-08-11T21:31:17Z;[{'id': 5145071947, 'qualifierId': 213, 'value': '0.20'}, {'id': 5145071939, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145071945, 'qualifierId': 212, 'value': '10.7'}, {'id': 5145071941, 'qualifierId': 140, 'value': '36.6'}, {'id': 5145071943, 'qualifierId': 141, 'value': '12.0'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;36,6;;0,2;12,0;;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;36,6;12,0;;;;;;;;0;27;18;Crown Legacy;1638;DR;1,0
2708336263;235;1;1;27;20;479lsfr4cwlzewpbuda3y2xv4;1;34,0;19,4;2024-08-11T21:31:16.868Z;2024-08-11T21:31:21Z;[{'id': 5145072053, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145072059, 'qualifierId': 212, 'value': '27.2'}, {'id': 5145072055, 'qualifierId': 140, 'value': '14.6'}, {'id': 5145072061, 'qualifierId': 213, 'value': '2.42'}, {'id': 5145072057, 'qualifierId': 141, 'value': '46.0'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;14,6;;2,42;46,0;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;14,6;46,0;;;;;;;;0;27;20;Crown Legacy;1640;AMR;1,0
2708336279;236;1;1;27;25;479lsfr4cwlzewpbuda3y2xv4;1;21,1;62,3;2024-08-11T21:31:21.668Z;2024-08-11T21:31:28Z;[{'id': 5145072145, 'qualifierId': 213, 'value': '1.19'}, {'id': 5145072141, 'qualifierId': 141, 'value': '93.2'}, {'id': 5145072143, 'qualifierId': 212, 'value': '22.7'}, {'id': 5145072139, 'qualifierId': 140, 'value': '29.2'}, {'id': 5145072137, 'qualifierId': 56, 'value': 'Back'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;29,2;;1,19;93,2;;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;29,2;93,2;;;;;;;;0;27;25;Crown Legacy;1645;DC;1,0
2708336301;237;1;1;27;31;479lsfr4cwlzewpbuda3y2xv4;1;29,5;92,3;2024-08-11T21:31:27.956Z;2024-08-11T21:31:32Z;[{'id': 5145072265, 'qualifierId': 213, 'value': '4.30'}, {'id': 5145072261, 'qualifierId': 141, 'value': '67.5'}, {'id': 5145072257, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145072259, 'qualifierId': 140, 'value': '22.5'}, {'id': 5145072263, 'qualifierId': 212, 'value': '18.4'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;22,5;;4,3;67,5;;18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;22,5;67,5;;;;;;;;0;27;31;Crown Legacy;1651;AML;1,0
2708336327;238;2;1;27;36;479lsfr4cwlzewpbuda3y2xv4;1;25,9;63,6;2024-08-11T21:31:32.340Z;2024-08-11T21:31:38Z;[{'id': 5145072433, 'qualifierId': 56, 'value': 'Right'}, {'id': 5145072429, 'qualifierId': 7, 'value': 'aa4v8xfn3ra4digk5h7gdrbze'}, {'id': 5145072419, 'qualifierId': 140, 'value': '59.4'}, {'id': 5145072421, 'qualifierId': 141, 'value': '8.0'}, {'id': 5145072431, 'qualifierId': 1}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;elxd5k5yp52s3274srew6rx1w;Offside Pass;;;;;;;;;;59,4;;;8,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;59,4;8,0;;;;;;;;0;27;36;Crown Legacy;1656;DC;1,0
2708336331;244;55;1;27;36;6ubc4y1v6hr63mca7ica4hp90;1;32,6;86,3;2024-08-11T21:31:32.341Z;2024-08-11T22:00:23Z;[];3xd2kq7cxmvdbqsfzgi644c4q;J. Bravo;;elxd5k5yp52s3274srew6rx1w;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;27;36;Orlando City B;1656;DC;1,0
2708336421;245;1;1;28;2;6ubc4y1v6hr63mca7ica4hp90;0;24,4;87,8;2024-08-11T21:31:58.573Z;2024-08-11T21:32:00Z;[{'id': 5145073063, 'qualifierId': 212, 'value': '50.3'}, {'id': 5145073059, 'qualifierId': 140, 'value': '72.3'}, {'id': 5145073053, 'qualifierId': 157}, {'id': 5145073057, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145073061, 'qualifierId': 141, 'value': '86.7'}, {'id': 5145073065, 'qualifierId': 213, 'value': '6.27'}, {'id': 5145073055, 'qualifierId': 241}, {'id': 5145073051, 'qualifierId': 5}, {'id': 5145073067, 'qualifierId': 1}];2v9pdg70kewaarbz4jzsh00a2;C. Odunze;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;72,3;;6,27;86,7;;50,3;;1,0;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;72,3;86,7;;;;;;;;0;28;2;Orlando City B;1682;GK;1,0
2708336429;239;1;1;28;5;479lsfr4cwlzewpbuda3y2xv4;0;23,2;14,4;2024-08-11T21:32:01.493Z;2024-08-11T21:32:03Z;[{'id': 5145073111, 'qualifierId': 212, 'value': '7.7'}, {'id': 5145073105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145073107, 'qualifierId': 140, 'value': '30.2'}, {'id': 5145073113, 'qualifierId': 213, 'value': '0.32'}, {'id': 5145073103, 'qualifierId': 3}, {'id': 5145073109, 'qualifierId': 141, 'value': '18.0'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;30,2;;0,32;18,0;;7,7;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;30,2;18,0;;;;;;;;0;28;5;Crown Legacy;1685;DR;1,0
2708336427;246;1;1;28;6;6ubc4y1v6hr63mca7ica4hp90;0;64,1;88,1;2024-08-11T21:32:02.509Z;2024-08-11T22:00:39Z;[{'id': 5145073097, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145136549, 'qualifierId': 213, 'value': '0.71'}, {'id': 5145136543, 'qualifierId': 140, 'value': '69.1'}, {'id': 5145136547, 'qualifierId': 212, 'value': '7.0'}, {'id': 5145136545, 'qualifierId': 141, 'value': '94.8'}];9qhpi9y9iujvkbocafhgrj04q;C. Duke;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;69,1;;0,71;94,8;;7,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;69,1;94,8;;;;;;;;0;28;6;Orlando City B;1686;FWL;1,0
2708336441;240;49;1;28;8;479lsfr4cwlzewpbuda3y2xv4;1;25,0;15,8;2024-08-11T21:32:04.680Z;2024-08-11T21:32:04Z;[];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;elxd5k5yp52s3274srew6rx1w;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;8;Crown Legacy;1688;DR;1,0
2708336447;241;1;1;28;9;479lsfr4cwlzewpbuda3y2xv4;1;25,4;12,9;2024-08-11T21:32:05.221Z;2024-08-11T21:32:06Z;[{'id': 5145073205, 'qualifierId': 213, 'value': '1.86'}, {'id': 5145073201, 'qualifierId': 141, 'value': '31.3'}, {'id': 5145073203, 'qualifierId': 212, 'value': '13.0'}, {'id': 5145073199, 'qualifierId': 140, 'value': '21.9'}, {'id': 5145073197, 'qualifierId': 56, 'value': 'Back'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;21,9;;1,86;31,3;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;21,9;31,3;;;;;;;;0;28;9;Crown Legacy;1689;DR;1,0
2708336481;242;1;1;28;10;479lsfr4cwlzewpbuda3y2xv4;1;21,8;31,0;2024-08-11T21:32:06.133Z;2024-08-11T21:32:11Z;[{'id': 5145073413, 'qualifierId': 212, 'value': '22.4'}, {'id': 5145073409, 'qualifierId': 140, 'value': '3.8'}, {'id': 5145073415, 'qualifierId': 213, 'value': '2.57'}, {'id': 5145073411, 'qualifierId': 141, 'value': '48.8'}, {'id': 5145073407, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;3,8;;2,57;48,8;;22,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;3,8;48,8;;;;;;;;0;28;10;Crown Legacy;1690;DL;1,0
2708336515;243;1;1;28;15;479lsfr4cwlzewpbuda3y2xv4;1;3,5;53,7;2024-08-11T21:32:11.749Z;2024-08-11T21:32:18Z;[{'id': 5145073599, 'qualifierId': 212, 'value': '20.7'}, {'id': 5145073601, 'qualifierId': 213, 'value': '1.54'}, {'id': 5145073593, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145073597, 'qualifierId': 141, 'value': '84.1'}, {'id': 5145073595, 'qualifierId': 140, 'value': '4.1'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;4,1;;1,54;84,1;;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;4,1;84,1;;;;;;;;0;28;15;Crown Legacy;1695;GK;1,0
2708336525;244;1;1;28;22;479lsfr4cwlzewpbuda3y2xv4;1;13,0;84,1;2024-08-11T21:32:18.278Z;2024-08-11T21:32:20Z;[{'id': 5145073649, 'qualifierId': 212, 'value': '34.6'}, {'id': 5145073651, 'qualifierId': 213, 'value': '0.04'}, {'id': 5145073643, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145073647, 'qualifierId': 141, 'value': '86.0'}, {'id': 5145073653, 'qualifierId': 1}, {'id': 5145073645, 'qualifierId': 140, 'value': '45.9'}, {'id': 5145073641, 'qualifierId': 155}];2wsgrwgiotfis2l96i0sxlvys;T. Reid-Brown;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;45,9;;0,04;86,0;;34,6;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;45,9;86,0;;;;;;;;0;28;22;Crown Legacy;1702;DC;1,0
2708336529;245;61;1;28;23;479lsfr4cwlzewpbuda3y2xv4;0;46,2;86,2;2024-08-11T21:32:20.006Z;2024-08-11T21:32:20Z;[{'id': 5145073675, 'qualifierId': 56, 'value': 'Back'}];p99ze5cksh5tv01knf5oj33e;J. Solís;;elxd5k5yp52s3274srew6rx1w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;23;Crown Legacy;1703;AMC;1,0
2708336535;246;5;1;28;24;479lsfr4cwlzewpbuda3y2xv4;0;55,9;101,3;2024-08-11T21:32:20.966Z;2024-08-11T21:35:40Z;[{'id': 5145073971, 'qualifierId': 233, 'value': '247'}, {'id': 5145073721, 'qualifierId': 56, 'value': 'Left'}, {'id': 5145073723, 'qualifierId': 347}];p99ze5cksh5tv01knf5oj33e;J. Solís;;elxd5k5yp52s3274srew6rx1w;Out;;;;;;;;;;;;;;;;;;;247,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;24;Crown Legacy;1704;AMC;1,0
2708336571;247;5;1;28;24;6ubc4y1v6hr63mca7ica4hp90;1;44,1;-1,3;2024-08-11T21:32:20.966Z;2024-08-11T21:35:40Z;[{'id': 5145073967, 'qualifierId': 233, 'value': '246'}, {'id': 5145073945, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145073947, 'qualifierId': 347}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;elxd5k5yp52s3274srew6rx1w;Out;;;;;;;;;;;;;;;;;;;246,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;;;;;;;;;;0;28;24;Orlando City B;1704;DL;1,0
2708336591;248;1;1;28;30;6ubc4y1v6hr63mca7ica4hp90;1;33,0;0,0;2024-08-11T21:32:26.797Z;2024-08-11T21:32:28Z;[{'id': 5145074047, 'qualifierId': 107}, {'id': 5145074053, 'qualifierId': 141, 'value': '26.2'}, {'id': 5145074049, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145074057, 'qualifierId': 213, 'value': '1.87'}, {'id': 5145074051, 'qualifierId': 140, 'value': '27.4'}, {'id': 5145074055, 'qualifierId': 212, 'value': '19.9'}];exk9svcdgcbn05ms00fhorvv8;J. Neeley;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;27,4;;1,87;26,2;;19,9;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;27,4;26,2;;;;;;;;0;28;30;Orlando City B;1710;DL;1,0
2708336609;249;1;1;28;32;6ubc4y1v6hr63mca7ica4hp90;1;26,1;28,6;2024-08-11T21:32:28.845Z;2024-08-11T21:32:31Z;[{'id': 5145074173, 'qualifierId': 141, 'value': '34.0'}, {'id': 5145074171, 'qualifierId': 140, 'value': '44.1'}, {'id': 5145074175, 'qualifierId': 212, 'value': '19.3'}, {'id': 5145074169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5145074177, 'qualifierId': 213, 'value': '0.19'}];avxfzgoe2y0opif75qu3aeb6c;W. Sangoquiza;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;44,1;;0,19;34,0;;19,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;44,1;34,0;;;;;;;;0;28;32;Orlando City B;1712;DC;1,0
2708336615;250;1;1;28;35;6ubc4y1v6hr63mca7ica4hp90;1;44,1;34,0;2024-08-11T21:32:31.806Z;2024-08-11T21:32:32Z;[{'id': 5145074219, 'qualifierId': 213, 'value': '3.61'}, {'id': 5145074213, 'qualifierId': 140, 'value': '35.1'}, {'id': 5145074217, 'qualifierId': 212, 'value': '10.6'}, {'id': 5145074215, 'qualifierId': 141, 'value': '26.9'}, {'id': 5145074211, 'qualifierId': 56, 'value': 'Back'}];3ve0xap9f0gjsslhgjsmakx04;A. John;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;35,1;;3,61;26,9;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;35,1;26,9;;;;;;;;0;28;35;Orlando City B;1715;MC;1,0
2708336627;251;1;1;28;36;6ubc4y1v6hr63mca7ica4hp90;1;35,1;26,9;2024-08-11T21:32:32.701Z;2024-08-11T21:32:34Z;[{'id': 5145074271, 'qualifierId': 141, 'value': '48.1'}, {'id': 5145074275, 'qualifierId': 212, 'value': '17.5'}, {'id': 5145074267, 'qualifierId': 140, 'value': '25.7'}, {'id': 5145074279, 'qualifierId': 213, 'value': '2.17'}, {'id': 5145074265, 'qualifierId': 56, 'value': 'Back'}];doqbp8fg8hke6hhifdr4jzklw;E. Peña;;elxd5k5yp52s3274srew6rx1w;Pass;;;;;;;;;;25,7;;2,17;48,1;;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;away;25,7;48,1;;;;;;;;0;28;36;Orlando City B;1716;MC;1,0
