id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_JerseyNumber;value_Resume;value_Involved;value_PlayerPosition;value_Captain;value_TeamFormation;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Length;value_PassEndY;value_Zone;value_Angle;value_KickOff;value_LayOff;value_IntendedTackleTarget;value_NotVisible;value_Offensive;value_OppositeRelatedEventId;value_BlockedPass;value_Defensive;value_TakeOnSpace;value_TouchTypeClearance;value_Direct;value_Handball;value_FreeKickTaken;value_Indirect;value_TakeOnOvertake;value_OutOfPlay;value_DeletedEventType;value_NextEventGoalKick;value_GoalKick;value_Low;value_TouchTypeControl;value_Chipped;value_LongBall;value_OutSwinger;value_Cross;value_LeftFooted;value_TouchTypePass;value_LeadingToAttempt;value_Assist;value_IntentionalAssist;value_GkX;value_BoxCentre;value_Blocked;value_GoalmouthY;value_RightFooted;value_LowCentre;value_BlockedY;value_GoalmouthZ;value_RelatedEventId;value_RelatedError1Id;value_BlockedX;value_RegularPlay;value_GkY;value_Assisted;value_FirstTouch;value_DefBlock;value_NotAssisted;value_Right;value_Left;value_CornerTaken;value_NextEventThrowIn;value_ThrowIn;value_HighRight;value_IndividualPlay;value_FastBreak;value_OutOfBoxCentre;value_YellowCard;value_Dissent;value_Shove/Push;value_Foul;value_Launch;value_SwitchOfPlay;value_AttemptedTackle;value_Defensive1V1;value_RecklessOffence;value_HighLeft;value_SetPiece;value_Volley;value_HeadPass;value_PlayersCaughtOffside;value_Head;value_ShirtPull/Holding;value_TacticalFoul;value_InSwinger;value_RefereeDelay;value_DrinksBreak;value_LowLeft;value_ParriedSafe;value_Diving;value_LowGkIntervention;value_Hands;value_LowRight;value_BoxLeft;value_SavedOffLine;value_SixYardBlocked;value_LastLine;value_CloseLeftAndHigh;value_FlickOn;value_MisHit;value_Minutes;value_MediumGkIntervention;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_35Centre;value_OtherObstacle;value_OtherReason;value_BallHitsReferee;value_Overrun;value_BlockedCross;value_FromCorner;value_NotPastGoalLine;value_TempMissNotPassedGoalLine;value_TempBlocked;value_Penalty;value_PenaltyTakerId;value_DeniedGoalScoringOpp;value_Scored;value_GoalShotTimestamp;value_GoalShotGameClock;value_CausingPlayer;value_GkXTimeOfGoal;value_BigChance;value_Second(2Nd)OppositeRelatedEventId;value_GkYTimeOfGoal;value_CloseHigh;value_Injury;value_InjuredPlayerId;value_SwerveLeft;value_FantasyAssistType;value_FreeKick;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_High;value_KeeperThrow;value_SmallBoxCentre;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699319337;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-07-05T23:59:35.471Z;2024-07-06T02:36:34Z;[{'id': 5095296269, 'qualifierId': 59, 'value': '1, 2, 25, 6, 4, 5, 18, 8, 9, 10, 32, 3, 7, 17, 19, 20, 30, 33, 35, 77'}, {'id': 5095296275, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5095296265, 'qualifierId': 30, 'value': '81a5mbcfvbxke0w3cbq65ld2i, 8ly83pm2mbtz4u7jwsv0o96qy, 9yldym4386a2icfk6qb6i90r8, 2yxzh220ndd4s4wqditruo0h6, ec3xdenc4ncg4sc8ni4kkyln8, d0riqrsz7ojwb9m94rbvx7r6y, ov91zkisppven9tp72gfbjf8, 7nxqbiq6fics5w3qnwhz249as, 4521gkm1oemvrfsgksz7b6zxm, 641bsr9un81t6sds51fhvijh0, elvrjpt1jlko4henaqvfid7o4, 9nlw8tihbzfnvkt5uproa79jo, 53ufl7f1lbwnr7klx9ofxufbo, 35ds2xu43z6jccyhlr8jsomzu, 3cbmr8hg3kszw5wl04p3ol27e, dcypf9mqtlcn5wetj1z7g3mui, 7m5wyvhq876dyap45egqs2tjo, 3dtt0czm41hnuw8mvyn14ys4, 5rusq0uqak1y920vdwpg2f190, 4o2lk5bkmyxe8ji3lqjo69qtw'}, {'id': 5095296267, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5095411541, 'qualifierId': 194, 'value': '2yxzh220ndd4s4wqditruo0h6'}, {'id': 5095296271, 'qualifierId': 130, 'value': '4'}, {'id': 5095441187, 'qualifierId': 197, 'value': '23351'}, {'id': 5095296273, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;duliwct1pxtpqbogmv3plnc44;Team set up;;;;;;4,0;23351,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;0;Real Monarchs;0;;
2699319761;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-06T00:01:17.310Z;2024-07-06T02:06:41Z;[{'id': 5095298657, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5095298655, 'qualifierId': 130, 'value': '2'}, {'id': 5095410883, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5095298649, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, 48vc423tkz4mx7oql1ahqneac, mm0bv35ngf0sqh2yx2eza4x6, 8rq61cgteiomxej2p0nxaw6c4, ahl3kfbfeubf6zfl7x8qrlm38, 5gg2mxmy9ff40oku3s09gavl6, 8y2nsfsangmn1qa389y25b76c, 3wkej06590b61lyqm7vt1kwes, aqqbh1ugeh2f8jjiq8fu2qwru, dzo2odov052991qseshgfruju, 17x0wwjg47boyx7jua6vqf0gk, 6d45ccicyo6dregi9cm4ad4kq, 5gl31qop7zlj9mfbtolvj7xuc, 6adi81qxodibea6d0hxa3qxas, 8pl795qg2d886vtq8trzsucfe, 7ditqci7td8u4wj4dmirr3qzu, es77zuezg8qvczh819uj6c844, d8jipeh184bc6p9c0uervzytw'}, {'id': 5095298651, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5095298653, 'qualifierId': 59, 'value': '57, 51, 70, 34, 42, 32, 40, 81, 27, 41, 12, 23, 37, 38, 44, 45, 47, 95'}, {'id': 5095298659, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5095353901, 'qualifierId': 197, 'value': '6183'}];;;;duliwct1pxtpqbogmv3plnc44;Team set up;;;;;;2,0;6183,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;0;0;Austin II;0;;
2699329331;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-06T01:04:18.777Z;2024-07-06T01:04:20Z;[{'id': 5095354353, 'qualifierId': 127, 'value': 'Left to Right'}];;;;duliwct1pxtpqbogmv3plnc44;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;0;0;Austin II;0;;
2699329329;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-07-06T01:04:18.777Z;2024-07-13T14:25:09Z;[{'id': 5095354349, 'qualifierId': 127, 'value': 'Right to Left'}];;;;duliwct1pxtpqbogmv3plnc44;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;0;0;Real Monarchs;0;;
2699329345;3;1;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;50,1;50,0;2024-07-06T01:04:18.778Z;2024-07-06T01:04:22Z;[{'id': 5095354399, 'qualifierId': 140, 'value': '31.9'}, {'id': 5095354403, 'qualifierId': 212, 'value': '19.1'}, {'id': 5095354401, 'qualifierId': 141, 'value': '50.1'}, {'id': 5095354397, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354405, 'qualifierId': 213, 'value': '3.14'}, {'id': 5095354407, 'qualifierId': 279, 'value': 'S'}];4521gkm1oemvrfsgksz7b6zxm;S. Pineau;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;31,9;19,1;50,1;;3,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;31,9;50,1;;;;;;;;0;0;0;Real Monarchs;0;FW;1,0
2699329355;4;1;1;0;3;d0c07im4a6oj8qa7f1zlt3pqs;1;32,7;51,8;2024-07-06T01:04:22.017Z;2024-07-06T01:04:25Z;[{'id': 5095354491, 'qualifierId': 140, 'value': '33.0'}, {'id': 5095354489, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354495, 'qualifierId': 212, 'value': '12.3'}, {'id': 5095354493, 'qualifierId': 141, 'value': '69.9'}, {'id': 5095354497, 'qualifierId': 213, 'value': '1.55'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;33,0;12,3;69,9;;1,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;33,0;69,9;;;;;;;;0;0;3;Real Monarchs;3;MC;1,0
2699329371;5;1;1;0;7;d0c07im4a6oj8qa7f1zlt3pqs;1;36,7;78,1;2024-07-06T01:04:25.778Z;2024-07-06T01:04:29Z;[{'id': 5095354575, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354581, 'qualifierId': 212, 'value': '13.8'}, {'id': 5095354577, 'qualifierId': 140, 'value': '25.2'}, {'id': 5095354579, 'qualifierId': 141, 'value': '68.2'}, {'id': 5095354583, 'qualifierId': 213, 'value': '3.65'}];9yldym4386a2icfk6qb6i90r8;A. De Anda;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;25,2;13,8;68,2;;3,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;25,2;68,2;;;;;;;;0;0;7;Real Monarchs;7;DC;1,0
2699329387;6;1;1;0;10;d0c07im4a6oj8qa7f1zlt3pqs;1;24,1;65,4;2024-07-06T01:04:29.617Z;2024-07-06T01:04:32Z;[{'id': 5095354679, 'qualifierId': 212, 'value': '28.5'}, {'id': 5095354677, 'qualifierId': 141, 'value': '24.6'}, {'id': 5095354681, 'qualifierId': 213, 'value': '4.95'}, {'id': 5095354673, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354675, 'qualifierId': 140, 'value': '30.4'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;30,4;28,5;24,6;;4,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;30,4;24,6;;;;;;;;0;0;10;Real Monarchs;10;DC;1,0
2699329407;7;1;1;0;13;d0c07im4a6oj8qa7f1zlt3pqs;1;31,8;23,4;2024-07-06T01:04:32.753Z;2024-07-06T01:04:37Z;[{'id': 5095354777, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354785, 'qualifierId': 213, 'value': '0.56'}, {'id': 5095354779, 'qualifierId': 140, 'value': '39.6'}, {'id': 5095354781, 'qualifierId': 141, 'value': '31.0'}, {'id': 5095354783, 'qualifierId': 212, 'value': '9.7'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;39,6;9,7;31,0;;0,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;39,6;31,0;;;;;;;;0;0;13;Real Monarchs;13;DL;1,0
2699329431;8;1;1;0;18;d0c07im4a6oj8qa7f1zlt3pqs;1;37,7;32,2;2024-07-06T01:04:37.089Z;2024-07-06T01:04:41Z;[{'id': 5095354903, 'qualifierId': 140, 'value': '26.4'}, {'id': 5095354909, 'qualifierId': 213, 'value': '2.10'}, {'id': 5095354901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095354907, 'qualifierId': 212, 'value': '23.4'}, {'id': 5095354905, 'qualifierId': 141, 'value': '61.8'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;duliwct1pxtpqbogmv3plnc44;Pass;;;;;;;;;;26,4;23,4;61,8;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;26,4;61,8;;;;;;;;0;0;18;Real Monarchs;18;MC;1,0
