id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_Involved;value_Resume;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_DirectionOfPlay;value_PassEndX;value_Zone;value_PassEndY;value_KickOff;value_Length;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_IntendedTackleTarget;value_DeletedEventType;value_Chipped;value_TakeOnOvertake;value_BlockedPass;value_TouchTypeControl;value_LayOff;value_Cross;value_RightFooted;value_OutSwinger;value_MediumGkIntervention;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TouchTypePass;value_TakeOnSpace;value_PlayersCaughtOffside;value_Indirect;value_InSwinger;value_Head;value_Shove/Push;value_Left;value_Assist;value_CornerTaken;value_IntentionalAssist;value_GkX;value_Blocked;value_GoalmouthZ;value_GoalmouthY;value_BlockedY;value_GkY;value_BlockedX;value_LeftFooted;value_RelatedEventId;value_FromCorner;value_BoxLeft;value_Assisted;value_LowCentre;value_DefBlock;value_FirstTouch;value_BoxCentre;value_LowLeft;value_NotAssisted;value_NotVisible;value_Defensive1V1;value_ShirtPull/Holding;value_HighClaim;value_HighGkIntervention;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_Handball;value_OtherObstacle;value_BallHitsReferee;value_Overrun;value_RegularPlay;value_KeeperThrow;value_PullBack;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_LastLine;value_Right;value_Volley;value_High;value_Strong;value_TacticalFoul;value_YellowCard;value_LowRight;value_IndividualPlay;value_FastBreak;value_InjuredPlayerId;value_Injury;value_BlockedCross;value_NotPastGoalLine;value_Weak;value_CloseRight;value_BoxDeepRight;value_Unchallenged;value_LowGkIntervention;value_Minutes;value_EndType;value_FlickOn;value_OutOfBoxCentre;value_IncorrectOutOfPlayDecision;value_FreeKick;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_HighLeft;value_SwerveLeft;value_BoxDeepLeft;value_CloseLeft;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_OverhitCross;value_OverArm;value_LeadingToAttempt;value_RelatedError1Id;value_BigChance;value_MisHit;value_GkHoof;value_SwerveRight;value_Standing;value_Collected;value_Hands;value_SixYardBlocked;value_OutOfBoxDeepLeft;value_OutOnSideline;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698100047;1;34;16;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-06-27T02:06:39.801Z;2024-06-27T02:51:00Z;[{'id': 5088565549, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5088565557, 'qualifierId': 197, 'value': '23614'}, {'id': 5088565553, 'qualifierId': 130, 'value': '8'}, {'id': 5088565547, 'qualifierId': 30, 'value': 'bdrs643l8uzj01plxa25wncdm, 2iusvkm9t8r1widsfvbesnjf8, 7mnh4dln104xhunf6u9f2546i, errrv56acc41z74f8kumo7qlm, dil2b9u1omrsdbxba5swbe9gq, e1e506479mqo8j3geie6amuj8, 4dji8lgdl3psnfchdwpllvod0, ez0t0pl5qxy0sa3zp1l77sjro, 3y5rrahty1k0l1hnww3bcozmy, 5jal3zhkwodffivsq89wfd15g, 7zr3gif60ntltgt3s5yi6qjca, 5rcj1mef6u2jbosy1urou0d7t, 4s56s6f9nw96wergw7ix5zp0q, 7ajceczjsu9ci4nqv9gg2860a, 9fbj8njpn0q6j87le4rnafjf8, e2t6sxwsa5ll4zvsxh96512zu, cdyrj15oxu3l5sgzgwof8ohgq, s9a51dj3nkad2e53b2jbgl5g, 3007iihmvmlzgpgtxri3v3hg4, do5nsl65m35sog9vcp0j3kbh0'}, {'id': 5088565559, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088587237, 'qualifierId': 194, 'value': 'ez0t0pl5qxy0sa3zp1l77sjro'}, {'id': 5088565555, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088565551, 'qualifierId': 59, 'value': '29, 85, 33, 75, 35, 39, 93, 37, 95, 80, 31, 30, 32, 34, 36, 83, 88, 90, 96, 97'}];;;;;dnplyc5v8gc8dduvix1v3au50;Team set up;;23614,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2698100253;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-06-27T02:08:16.777Z;2024-06-27T03:02:55Z;[{'id': 5088566787, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088566783, 'qualifierId': 59, 'value': '57, 51, 33, 81, 42, 32, 27, 92, 72, 12, 41, 23, 34, 44, 45, 47, 49, 70'}, {'id': 5088566789, 'qualifierId': 197, 'value': '6183'}, {'id': 5088587391, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5088566785, 'qualifierId': 130, 'value': '2'}, {'id': 5088566781, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5088566791, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5088566779, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, 48vc423tkz4mx7oql1ahqneac, asy97zdxk0352toy38huzk222, 3wkej06590b61lyqm7vt1kwes, ahl3kfbfeubf6zfl7x8qrlm38, 5gg2mxmy9ff40oku3s09gavl6, aqqbh1ugeh2f8jjiq8fu2qwru, bxnegxnynd1glae8g0vfigfvu, 72xq9zy27facbbowtwsuzw0lw, 17x0wwjg47boyx7jua6vqf0gk, dzo2odov052991qseshgfruju, 6d45ccicyo6dregi9cm4ad4kq, 8rq61cgteiomxej2p0nxaw6c4, 8pl795qg2d886vtq8trzsucfe, 7ditqci7td8u4wj4dmirr3qzu, es77zuezg8qvczh819uj6c844, 8zi8ztqodyei25r17enlqfhuc, mm0bv35ngf0sqh2yx2eza4x6'}];;;;;dnplyc5v8gc8dduvix1v3au50;Team set up;;6183,0;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;0;Tacoma Defiance;0;;
2698103911;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-06-27T03:04:16.314Z;2024-06-27T03:04:17Z;[{'id': 5088588849, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dnplyc5v8gc8dduvix1v3au50;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;0;Tacoma Defiance;0;;
2698103909;2;32;1;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-06-27T03:04:16.314Z;2024-06-29T12:48:11Z;[{'id': 5088588847, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dnplyc5v8gc8dduvix1v3au50;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2698103913;3;1;1;0;0;5icuo8utnztpsd9l03gdd68dl;1;49,9;50,1;2024-06-27T03:04:16.315Z;2024-06-27T03:04:20Z;[{'id': 5088588853, 'qualifierId': 140, 'value': '35.7'}, {'id': 5088588851, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588855, 'qualifierId': 141, 'value': '63.1'}, {'id': 5088588861, 'qualifierId': 279, 'value': 'S'}, {'id': 5088588857, 'qualifierId': 212, 'value': '17.3'}, {'id': 5088588859, 'qualifierId': 213, 'value': '2.61'}];5jal3zhkwodffivsq89wfd15g;C. Aquino;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;35,7;;63,1;;17,3;2,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;35,7;63,1;;;;;;;0;0;0;0;Real Monarchs;0;AMC;1,0
2698103917;4;1;1;0;3;5icuo8utnztpsd9l03gdd68dl;0;35,7;63,1;2024-06-27T03:04:19.878Z;2024-06-27T03:04:24Z;[{'id': 5088588877, 'qualifierId': 212, 'value': '59.5'}, {'id': 5088588869, 'qualifierId': 157}, {'id': 5088588881, 'qualifierId': 1}, {'id': 5088588879, 'qualifierId': 213, 'value': '5.64'}, {'id': 5088588873, 'qualifierId': 140, 'value': '80.9'}, {'id': 5088588871, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088588875, 'qualifierId': 141, 'value': '10.4'}];errrv56acc41z74f8kumo7qlm;D. Leyva;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;80,9;;10,4;;59,5;5,64;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;80,9;10,4;;;;;;;0;0;0;3;Real Monarchs;3;MC;1,0
2698103915;3;44;1;0;5;cbip96wzs3jc2xadoluhhxotl;1;15,6;87,1;2024-06-27T03:04:22.221Z;2024-06-27T03:04:25Z;[{'id': 5088588865, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588889, 'qualifierId': 233, 'value': '5'}, {'id': 5088588867, 'qualifierId': 285}];asy97zdxk0352toy38huzk222;T. Silva;;;dnplyc5v8gc8dduvix1v3au50;Aerial;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;5;Tacoma Defiance;5;DC;1,0
2698103919;5;44;1;0;5;5icuo8utnztpsd9l03gdd68dl;0;84,4;12,9;2024-06-27T03:04:22.222Z;2024-06-27T03:04:25Z;[{'id': 5088588893, 'qualifierId': 233, 'value': '3'}, {'id': 5088588885, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088588887, 'qualifierId': 286}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;;dnplyc5v8gc8dduvix1v3au50;Aerial;;;;;;;;;;;;;;;;;;3,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;0;5;Real Monarchs;5;AMR;1,0
2698103921;4;1;1;0;6;cbip96wzs3jc2xadoluhhxotl;1;12,2;85,1;2024-06-27T03:04:22.685Z;2024-06-27T03:04:25Z;[{'id': 5088588905, 'qualifierId': 212, 'value': '12.9'}, {'id': 5088588901, 'qualifierId': 140, 'value': '23.0'}, {'id': 5088588897, 'qualifierId': 3}, {'id': 5088588903, 'qualifierId': 141, 'value': '94.2'}, {'id': 5088588899, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088588907, 'qualifierId': 213, 'value': '0.50'}];asy97zdxk0352toy38huzk222;T. Silva;;;dnplyc5v8gc8dduvix1v3au50;Pass;;;;;;;;;;23,0;;94,2;;12,9;0,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;23,0;94,2;;;;;;;0;0;0;6;Tacoma Defiance;6;DC;1,0
2698103923;5;49;1;0;8;cbip96wzs3jc2xadoluhhxotl;1;23,1;94,8;2024-06-27T03:04:25.131Z;2024-06-27T03:05:18Z;[];dzo2odov052991qseshgfruju;D. Iskenderian;;;dnplyc5v8gc8dduvix1v3au50;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;8;Tacoma Defiance;8;ML;1,0
