id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_JerseyNumber;value_Captain;value_TeamFormation;value_Involved;value_Resume;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Length;value_Zone;value_Chipped;value_SwitchOfPlay;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_IntentionalAssist;value_RegularPlay;value_Assist;value_GkX;value_LeftFooted;value_BigChance;value_GkY;value_GoalmouthZ;value_LowLeft;value_FirstTouch;value_GoalShotGameClock;value_GoalShotTimestamp;value_RelatedEventId;value_GoalmouthY;value_BoxCentre;value_Assisted;value_Cross;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Foul;value_Direct;value_Shove/Push;value_FreeKickTaken;value_DeletedEventType;value_IntendedTackleTarget;value_FastBreak;value_RightFooted;value_IndividualPlay;value_Right;value_BlockedPass;value_CaptainChange;value_NotVisible;value_OverhitCross;value_NextEventGoalKick;value_Low;value_GoalKick;value_Handball;value_AttemptedTackle;value_BlockedX;value_BoxLeft;value_Blocked;value_BlockedY;value_SixYardBlocked;value_DefBlock;value_FlickOn;value_LowCentre;value_OutOfBoxCentre;value_AerialFoul;value_HeadPass;value_KeeperThrow;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_HighClaim;value_CloseRightAndHigh;value_BoxRight;value_Launch;value_CloseRight;value_SmallBoxLeft;value_HighRight;value_LowRight;value_Diving;value_ParriedSafe;value_Hands;value_YellowCard;value_Dissent;value_FreeKick;value_NotAssisted;value_LayOff;value_RefereeDelay;value_DrinksBreak;value_ThroughBall;value_Volley;value_Stooping;value_OtherBodyPart;value_ParriedDanger;value_OverArm;value_Overrun;value_HitWoodwork;value_HitLeftPost;value_FollowsADribble;value_SoloRun;value_HighLeft;value_KeeperTouched;value_Minutes;value_OtherObstacle;value_PlayersCaughtOffside;value_GoalDisallowed;value_Indirect;value_BlockedCross;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighCentre;value_Standing;value_Fingertip;value_CloseLeft;value_Injury;value_ShirtPull/Holding;value_GkHoof;value_35Centre;value_High;value_Feet;value_TacticalFoul;value_Collected;value_GkKickFromHands;value_RecklessOffence;value_BoxDeepRight;value_LeadingToAttempt;value_RelatedError1Id;value_OwnPlayer;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2713755807;235;1;1;28;37;c7c4wwva2u1vb3rr7rwava044;1;30,0;49,1;2024-08-25T23:32:31.234Z;2024-08-25T23:32:36Z;[{'id': 5175004069, 'qualifierId': 140, 'value': '55.8'}, {'id': 5175004075, 'qualifierId': 213, 'value': '5.53'}, {'id': 5175004071, 'qualifierId': 141, 'value': '11.7'}, {'id': 5175004077, 'qualifierId': 1}, {'id': 5175004067, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175004073, 'qualifierId': 212, 'value': '37.2'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;5,53;;11,7;55,8;37,2;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;55,8;11,7;;;;;;;0;0;28;37;Chattanooga;1717;DL;1,0
2713755819;236;1;1;28;42;c7c4wwva2u1vb3rr7rwava044;1;65,2;11,1;2024-08-25T23:32:35.956Z;2024-08-25T23:32:37Z;[{'id': 5175004099, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175004105, 'qualifierId': 212, 'value': '13.4'}, {'id': 5175004101, 'qualifierId': 140, 'value': '75.2'}, {'id': 5175004107, 'qualifierId': 213, 'value': '0.67'}, {'id': 5175004103, 'qualifierId': 141, 'value': '23.4'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;0,67;;23,4;75,2;13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;75,2;23,4;;;;;;;0;0;28;42;Chattanooga;1722;AMR;1,0
2713755851;237;1;1;28;43;c7c4wwva2u1vb3rr7rwava044;1;75,2;23,4;2024-08-25T23:32:37.233Z;2024-08-25T23:32:39Z;[{'id': 5175004201, 'qualifierId': 213, 'value': '3.54'}, {'id': 5175004191, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175004197, 'qualifierId': 141, 'value': '12.6'}, {'id': 5175004193, 'qualifierId': 140, 'value': '58.6'}, {'id': 5175004199, 'qualifierId': 212, 'value': '18.9'}, {'id': 5175004233, 'qualifierId': 156}];8l4bqb8gtyzqpx3pti200phqs;Y. Cohen;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;3,54;;12,6;58,6;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;58,6;12,6;;;;;;;0;0;28;43;Chattanooga;1723;FW;1,0
2713755895;238;1;1;28;46;c7c4wwva2u1vb3rr7rwava044;1;56,4;14,1;2024-08-25T23:32:40.001Z;2024-08-25T23:32:42Z;[{'id': 5175004417, 'qualifierId': 140, 'value': '37.6'}, {'id': 5175004415, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175004421, 'qualifierId': 212, 'value': '23.4'}, {'id': 5175004423, 'qualifierId': 213, 'value': '2.57'}, {'id': 5175004419, 'qualifierId': 141, 'value': '32.7'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;2,57;;32,7;37,6;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;37,6;32,7;;;;;;;0;0;28;46;Chattanooga;1726;DR;1,0
2713755959;239;1;1;28;48;c7c4wwva2u1vb3rr7rwava044;1;37,6;32,7;2024-08-25T23:32:42.229Z;2024-08-25T23:32:48Z;[{'id': 5175004721, 'qualifierId': 212, 'value': '18.8'}, {'id': 5175004723, 'qualifierId': 213, 'value': '1.49'}, {'id': 5175004719, 'qualifierId': 141, 'value': '60.2'}, {'id': 5175004717, 'qualifierId': 140, 'value': '39.0'}, {'id': 5175004715, 'qualifierId': 56, 'value': 'Back'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;1,49;;60,2;39,0;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;39,0;60,2;;;;;;;0;0;28;48;Chattanooga;1728;DL;1,0
2713755995;240;1;1;28;55;c7c4wwva2u1vb3rr7rwava044;1;44,1;65,5;2024-08-25T23:32:48.499Z;2024-08-25T23:32:52Z;[{'id': 5175004919, 'qualifierId': 141, 'value': '32.4'}, {'id': 5175004923, 'qualifierId': 213, 'value': '4.60'}, {'id': 5175004921, 'qualifierId': 212, 'value': '22.7'}, {'id': 5175004915, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175004917, 'qualifierId': 140, 'value': '41.6'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;4,6;;32,4;41,6;22,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;41,6;32,4;;;;;;;0;0;28;55;Chattanooga;1735;DC;1,0
2713756009;241;1;1;28;59;c7c4wwva2u1vb3rr7rwava044;1;44,8;30,0;2024-08-25T23:32:52.405Z;2024-08-25T23:32:53Z;[{'id': 5175004973, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175004979, 'qualifierId': 212, 'value': '13.0'}, {'id': 5175004975, 'qualifierId': 140, 'value': '56.2'}, {'id': 5175004977, 'qualifierId': 141, 'value': '37.4'}, {'id': 5175004981, 'qualifierId': 213, 'value': '0.40'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;0,4;;37,4;56,2;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;56,2;37,4;;;;;;;0;0;28;59;Chattanooga;1739;DL;1,0
2713756105;242;1;1;29;0;c7c4wwva2u1vb3rr7rwava044;1;56,2;37,4;2024-08-25T23:32:53.602Z;2024-08-25T23:33:01Z;[{'id': 5175005387, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175005393, 'qualifierId': 212, 'value': '11.9'}, {'id': 5175005395, 'qualifierId': 213, 'value': '4.30'}, {'id': 5175005391, 'qualifierId': 141, 'value': '21.3'}, {'id': 5175005389, 'qualifierId': 140, 'value': '51.7'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;4,3;;21,3;51,7;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;51,7;21,3;;;;;;;0;0;29;0;Chattanooga;1740;MC;1,0
2713756139;243;1;1;29;8;c7c4wwva2u1vb3rr7rwava044;1;74,7;20,4;2024-08-25T23:33:01.844Z;2024-08-25T23:33:04Z;[{'id': 5175005549, 'qualifierId': 213, 'value': '5.96'}, {'id': 5175005547, 'qualifierId': 212, 'value': '25.8'}, {'id': 5175005541, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175005543, 'qualifierId': 140, 'value': '98.0'}, {'id': 5175005545, 'qualifierId': 141, 'value': '8.5'}];bo9momaa9orr52cbwpt348t90;R. Sailor;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;5,96;;8,5;98,0;25,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;98,0;8,5;;;;;;;0;0;29;8;Chattanooga;1748;DL;1,0
2713756147;244;1;1;29;11;c7c4wwva2u1vb3rr7rwava044;0;98,8;10,7;2024-08-25T23:33:04.839Z;2024-08-25T23:33:06Z;[{'id': 5175005585, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175005593, 'qualifierId': 213, 'value': '1.69'}, {'id': 5175005587, 'qualifierId': 140, 'value': '96.1'}, {'id': 5175005581, 'qualifierId': 2}, {'id': 5175005591, 'qualifierId': 212, 'value': '23.6'}, {'id': 5175005583, 'qualifierId': 155}, {'id': 5175005589, 'qualifierId': 141, 'value': '45.2'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;1,69;;45,2;96,1;23,6;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;96,1;45,2;;;;;;;0;0;29;11;Chattanooga;1751;DR;1,0
2713756187;239;12;1;29;13;cwnjxlibb02fuh0vwgvac6h45;1;5,1;57,3;2024-08-25T23:33:06.944Z;2024-08-25T23:35:27Z;[{'id': 5175005799, 'qualifierId': 213, 'value': '2.23'}, {'id': 5175005829, 'qualifierId': 167}, {'id': 5175005793, 'qualifierId': 140, 'value': '0.0'}, {'id': 5175006059, 'qualifierId': 15}, {'id': 5175005795, 'qualifierId': 141, 'value': '68.4'}, {'id': 5175005797, 'qualifierId': 212, 'value': '9.6'}, {'id': 5175005791, 'qualifierId': 56, 'value': 'Back'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;evfym1jnsr5fsdj10gegj807o;Clearance;;;;;;;;;;2,23;;68,4;0,0;9,6;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;0,0;68,4;;;;;;;0;0;29;13;Inter Miami II;1753;DL;1,0
2713756191;240;6;1;29;14;cwnjxlibb02fuh0vwgvac6h45;0;0,0;68,2;2024-08-25T23:33:07.571Z;2024-08-25T23:37:24Z;[{'id': 5175005861, 'qualifierId': 73}, {'id': 5175005885, 'qualifierId': 233, 'value': '245'}, {'id': 5175005859, 'qualifierId': 56, 'value': 'Back'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;evfym1jnsr5fsdj10gegj807o;Corner Awarded;;;;;;;;;;;;;;;;;;;245,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;29;14;Inter Miami II;1754;DL;1,0
2713756167;245;6;1;29;14;c7c4wwva2u1vb3rr7rwava044;1;100,0;31,8;2024-08-25T23:33:07.571Z;2024-08-25T23:37:24Z;[{'id': 5175005729, 'qualifierId': 75}, {'id': 5175005727, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175005863, 'qualifierId': 233, 'value': '240'}];4kng7wg83mastngy9hw7j6v6y;N. Sessock;;;evfym1jnsr5fsdj10gegj807o;Corner Awarded;;;;;;;;;;;;;;;;;;;240,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;29;14;Chattanooga;1754;DR;1,0
2713756459;246;1;1;29;45;c7c4wwva2u1vb3rr7rwava044;0;99,5;0,5;2024-08-25T23:33:38.839Z;2024-08-25T23:33:40Z;[{'id': 5175007071, 'qualifierId': 155}, {'id': 5175007077, 'qualifierId': 140, 'value': '94.7'}, {'id': 5175007075, 'qualifierId': 56, 'value': 'Center'}, {'id': 5175007085, 'qualifierId': 212, 'value': '33.0'}, {'id': 5175007069, 'qualifierId': 6}, {'id': 5175007087, 'qualifierId': 213, 'value': '1.72'}, {'id': 5175007073, 'qualifierId': 223}, {'id': 5175007089, 'qualifierId': 1}, {'id': 5175007067, 'qualifierId': 2}, {'id': 5175007079, 'qualifierId': 141, 'value': '48.4'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;1,72;;48,4;94,7;33,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;94,7;48,4;;;;;;;0;0;29;45;Chattanooga;1785;AMR;1,0
2713756467;241;12;1;29;46;cwnjxlibb02fuh0vwgvac6h45;1;7,8;46,0;2024-08-25T23:33:39.536Z;2024-08-25T23:33:51Z;[{'id': 5175007123, 'qualifierId': 141, 'value': '82.4'}, {'id': 5175007565, 'qualifierId': 15}, {'id': 5175007121, 'qualifierId': 140, 'value': '18.0'}, {'id': 5175007127, 'qualifierId': 213, 'value': '1.16'}, {'id': 5175007119, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175007125, 'qualifierId': 212, 'value': '27.0'}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;evfym1jnsr5fsdj10gegj807o;Clearance;;;;;;;;;;1,16;;82,4;18,0;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;18,0;82,4;;;;;;;0;0;29;46;Inter Miami II;1786;DL;1,0
2713756477;242;12;1;29;48;cwnjxlibb02fuh0vwgvac6h45;1;18,0;82,4;2024-08-25T23:33:41.936Z;2024-08-25T23:33:53Z;[{'id': 5175007189, 'qualifierId': 141, 'value': '75.0'}, {'id': 5175007619, 'qualifierId': 15}, {'id': 5175007185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175007193, 'qualifierId': 213, 'value': '6.02'}, {'id': 5175007187, 'qualifierId': 140, 'value': '35.6'}, {'id': 5175007191, 'qualifierId': 212, 'value': '19.2'}];6zuton58biybp7ge3mpc17alm;Kwak Min-jae;;;evfym1jnsr5fsdj10gegj807o;Clearance;;;;;;;;;;6,02;;75,0;35,6;19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;35,6;75,0;;;;;;;0;0;29;48;Inter Miami II;1788;AMR;1,0
2713756493;247;1;1;29;51;c7c4wwva2u1vb3rr7rwava044;0;67,9;18,2;2024-08-25T23:33:44.758Z;2024-08-25T23:33:46Z;[{'id': 5175007293, 'qualifierId': 141, 'value': '19.8'}, {'id': 5175007287, 'qualifierId': 155}, {'id': 5175007333, 'qualifierId': 233, 'value': '243'}, {'id': 5175007289, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175007297, 'qualifierId': 213, 'value': '0.46'}, {'id': 5175007291, 'qualifierId': 140, 'value': '70.0'}, {'id': 5175007295, 'qualifierId': 212, 'value': '2.5'}, {'id': 5175007331, 'qualifierId': 236}, {'id': 5175007337, 'qualifierId': 286}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;evfym1jnsr5fsdj10gegj807o;Pass;;;;;;;;;;0,46;;19,8;70,0;2,5;;1,0;;;243,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;70,0;19,8;;;;;;;0;0;29;51;Chattanooga;1791;AMC;1,0
2713756499;243;74;1;29;51;cwnjxlibb02fuh0vwgvac6h45;1;37,4;73,0;2024-08-25T23:33:44.759Z;2024-08-25T23:37:20Z;[{'id': 5175007343, 'qualifierId': 233, 'value': '247'}, {'id': 5175007319, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175007321, 'qualifierId': 285}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;evfym1jnsr5fsdj10gegj807o;Blocked Pass;;;;;;;;;;;;;;;;;;;247,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;29;51;Inter Miami II;1791;FW;1,0
2713756533;248;56;1;29;54;c7c4wwva2u1vb3rr7rwava044;1;74,7;2,5;2024-08-25T23:33:48.004Z;2024-08-25T23:35:25Z;[{'id': 5175007513, 'qualifierId': 56, 'value': 'Right'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;evfym1jnsr5fsdj10gegj807o;Shield ball opp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;29;54;Chattanooga;1794;AMC;1,0
2713756519;244;5;1;29;55;cwnjxlibb02fuh0vwgvac6h45;0;24,4;101,3;2024-08-25T23:33:48.865Z;2024-08-25T23:36:32Z;[{'id': 5175007455, 'qualifierId': 56, 'value': 'Back'}, {'id': 5175007457, 'qualifierId': 347}, {'id': 5175007813, 'qualifierId': 233, 'value': '249'}];a3eln6gas8765a3pn6ecqjvxm;M. Ouamri;;;evfym1jnsr5fsdj10gegj807o;Out;;;;;;;;;;;;;;;;;;;249,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;29;55;Inter Miami II;1795;FW;1,0
2713756583;249;5;1;29;55;c7c4wwva2u1vb3rr7rwava044;1;75,6;-1,3;2024-08-25T23:33:48.865Z;2024-08-25T23:36:31Z;[{'id': 5175007789, 'qualifierId': 56, 'value': 'Right'}, {'id': 5175007805, 'qualifierId': 233, 'value': '244'}, {'id': 5175007791, 'qualifierId': 347}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;evfym1jnsr5fsdj10gegj807o;Out;;;;;;;;;;;;;;;;;;;244,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;29;55;Chattanooga;1795;AMC;1,0
2713756691;245;27;1;30;1;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-08-25T23:33:54.381Z;2024-08-25T23:34:08Z;[{'id': 5175008275, 'qualifierId': 233, 'value': '250'}, {'id': 5175008249, 'qualifierId': 201}, {'id': 5175008253, 'qualifierId': 246}];;;;;evfym1jnsr5fsdj10gegj807o;Start delay;;;;;;;;;;;;;;;;;;;250,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;;;0;0;30;1;Inter Miami II;1801;;
2713756585;250;27;1;30;1;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-08-25T23:33:54.381Z;2024-08-25T23:34:08Z;[{'id': 5175007795, 'qualifierId': 246}, {'id': 5175007793, 'qualifierId': 201}, {'id': 5175008271, 'qualifierId': 233, 'value': '245'}];;;;;evfym1jnsr5fsdj10gegj807o;Start delay;;;;;;;;;;;;;;;;;;;245,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;;;0;0;30;1;Chattanooga;1801;;
2713757589;246;28;1;32;13;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-08-25T23:36:06.919Z;2024-08-25T23:36:12Z;[{'id': 5175012953, 'qualifierId': 233, 'value': '251'}, {'id': 5175012723, 'qualifierId': 55, 'value': '245'}];;;;;evfym1jnsr5fsdj10gegj807o;End delay;;;;;;;;;;;;;;;;;;;251,0;;;;;;;;;;;;;;;245,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;away;;;;;;;245,0;;0;0;32;13;Inter Miami II;1933;;
2713757649;251;28;1;32;13;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-08-25T23:36:06.919Z;2024-08-25T23:36:11Z;[{'id': 5175012923, 'qualifierId': 233, 'value': '246'}, {'id': 5175012901, 'qualifierId': 55, 'value': '250'}];;;;;evfym1jnsr5fsdj10gegj807o;End delay;;;;;;;;;;;;;;;;;;;246,0;;;;;;;;;;;;;;;250,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;home;;;;;;;250,0;;0;0;32;13;Chattanooga;1933;;
