id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Captain;value_PlayerPosition;value_TeamKit;value_Involved;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_Zone;value_PassEndX;value_KickOff;value_PassEndY;value_Length;value_Angle;value_Launch;value_LongBall;value_Cross;value_OutSwinger;value_Assist;value_LeftFooted;value_IndividualPlay;value_RightFooted;value_GoalmouthY;value_OutOfBoxCentre;value_RegularPlay;value_FirstTouch;value_GoalmouthZ;value_Assisted;value_OppositeRelatedEventId;value_LowLeft;value_BlockedY;value_RelatedEventId;value_BlockedX;value_Hands;value_Diving;value_Collected;value_MediumGkIntervention;value_KeeperThrow;value_Chipped;value_FlickOn;value_HeadPass;value_Defensive;value_DeletedEventType;value_AerialFoul;value_Direct;value_Foul;value_Offensive;value_NextEventThrowIn;value_FreeKickTaken;value_NotVisible;value_TouchTypePass;value_IntendedTackleTarget;value_AttemptedTackle;value_InSwinger;value_Head;value_ThrowIn;value_TouchTypeClearance;value_TakeOnOvertake;value_TakeOnSpace;value_TouchTypeControl;value_SwitchOfPlay;value_ThroughBall;value_Left;value_CornerTaken;value_OutOfPlay;value_Defensive1V1;value_YellowCard;value_RecklessOffence;value_Right;value_IntentionalAssist;value_Blocked;value_GkX;value_FromCorner;value_LowCentre;value_GkY;value_BoxCentre;value_DefBlock;value_ShirtPull/Holding;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_BallHitsReferee;value_PullBack;value_HighLeft;value_BoxLeft;value_HighGkIntervention;value_Reaching;value_ParriedSafe;value_LayOff;value_High;value_Injury;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Shove/Push;value_LeadingToAttempt;value_RelatedError1Id;value_NotAssisted;value_BoxRight;value_SwerveRight;value_CloseLeftAndHigh;value_PlayersCaughtOffside;value_Indirect;value_FollowsShotRebound;value_Volley;value_CloseRight;value_Dissent;value_LowGkIntervention;value_CloseLeft;value_IncorrectOutOfPlayDecision;value_InjuredPlayerId;value_TimeWasting;value_Minutes;value_EndType;value_Tactical;value_DrivenCross;value_Straight;value_TacticalFoul;value_BlockedCross;value_HighRight;value_BigChance;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_SmallBoxRight;value_LowRight;value_GkXTimeOfGoal;value_Overrun;value_SetPiece;value_ParriedDanger;value_Sliding;value_Feet;value_FloatedCross;value_GkKickFromHands;value_OverArm;value_Weak;value_SixYardBlocked;value_GoesToPenalties;value_Scored;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_HitWoodwork;value_HitLeftPost;value_Saved;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2681931079;119;4;1;13;0;ew2zirzye0sw1txr2m33nr25y;0;64,6;22,2;2024-05-04T00:19:00.753Z;2024-05-04T00:19:10Z;[{'id': 5000198019, 'qualifierId': 295}, {'id': 5000197975, 'qualifierId': 233, 'value': '103'}, {'id': 5000197917, 'qualifierId': 285}, {'id': 5000197909, 'qualifierId': 13}, {'id': 5000197911, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000197913, 'qualifierId': 152}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;;cl2msiknmmv08s4wyf7p7qxas;Foul;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,0;;;;;;;;;;;;;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;13;0;Houston Dynamo II;780;FWR;1,0
2681931123;104;1;1;13;15;7pmw399vh2v44cjle4fkklp1w;1;30,8;81,4;2024-05-04T00:19:16.222Z;2024-05-04T00:19:18Z;[{'id': 5000198203, 'qualifierId': 152}, {'id': 5000198201, 'qualifierId': 5}, {'id': 5000198213, 'qualifierId': 213, 'value': '5.67'}, {'id': 5000198211, 'qualifierId': 212, 'value': '6.8'}, {'id': 5000198207, 'qualifierId': 140, 'value': '36.1'}, {'id': 5000198209, 'qualifierId': 141, 'value': '75.7'}, {'id': 5000198205, 'qualifierId': 56, 'value': 'Back'}];n5otejqjssvxk3bzx06642z8;M. Findlay;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;36,1;;75,7;6,8;5,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;36,1;75,7;;;;;;;;0;13;15;The Town;795;DC;1,0
2681931141;105;1;1;13;18;7pmw399vh2v44cjle4fkklp1w;1;35,2;72,4;2024-05-04T00:19:18.799Z;2024-05-04T00:19:21Z;[{'id': 5000198323, 'qualifierId': 141, 'value': '77.9'}, {'id': 5000198325, 'qualifierId': 212, 'value': '12.0'}, {'id': 5000198319, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000198321, 'qualifierId': 140, 'value': '24.3'}, {'id': 5000198327, 'qualifierId': 213, 'value': '2.83'}];aa4ut2fmswha43fxnrxp1obo4;S. Rodriguez;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;24,3;;77,9;12,0;2,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;24,3;77,9;;;;;;;;0;13;18;The Town;798;MC;1,0
2681931165;106;1;1;13;20;7pmw399vh2v44cjle4fkklp1w;1;23,9;77,6;2024-05-04T00:19:21.439Z;2024-05-04T00:19:26Z;[{'id': 5000198445, 'qualifierId': 141, 'value': '46.7'}, {'id': 5000198449, 'qualifierId': 213, 'value': '4.47'}, {'id': 5000198447, 'qualifierId': 212, 'value': '21.7'}, {'id': 5000198441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000198443, 'qualifierId': 140, 'value': '18.9'}];1snfyu5dmv164k5cl87chjlsk;I. Mwakutuya;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;18,9;;46,7;21,7;4,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;18,9;46,7;;;;;;;;0;13;20;The Town;800;DC;1,0
2681931189;107;1;1;13;26;7pmw399vh2v44cjle4fkklp1w;0;29,3;30,3;2024-05-04T00:19:26.782Z;2024-05-04T00:19:31Z;[{'id': 5000198623, 'qualifierId': 155}, {'id': 5000198633, 'qualifierId': 213, 'value': '6.09'}, {'id': 5000198631, 'qualifierId': 212, 'value': '77.5'}, {'id': 5000198625, 'qualifierId': 56, 'value': 'Right'}, {'id': 5000198629, 'qualifierId': 141, 'value': '8.0'}, {'id': 5000198627, 'qualifierId': 140, 'value': '100.0'}, {'id': 5000198635, 'qualifierId': 1}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;100,0;;8,0;77,5;6,09;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;100,0;8,0;;;;;;;;0;13;26;The Town;806;DL;1,0
2681931191;108;5;1;13;30;7pmw399vh2v44cjle4fkklp1w;0;101,4;12,6;2024-05-04T00:19:31.375Z;2024-05-04T00:19:33Z;[{'id': 5000198639, 'qualifierId': 346}, {'id': 5000198637, 'qualifierId': 56, 'value': 'Right'}, {'id': 5000198713, 'qualifierId': 233, 'value': '120'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cl2msiknmmv08s4wyf7p7qxas;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;13;30;The Town;810;DL;1,0
2681931201;120;5;1;13;30;ew2zirzye0sw1txr2m33nr25y;1;-1,4;87,4;2024-05-04T00:19:31.375Z;2024-05-04T00:22:24Z;[{'id': 5000198705, 'qualifierId': 233, 'value': '108'}, {'id': 5000198703, 'qualifierId': 346}, {'id': 5000198701, 'qualifierId': 56, 'value': 'Back'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;;cl2msiknmmv08s4wyf7p7qxas;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;13;30;Houston Dynamo II;810;FWR;1,0
2681931313;121;1;1;13;50;ew2zirzye0sw1txr2m33nr25y;1;5,4;59,7;2024-05-04T00:19:51.520Z;2024-05-04T00:20:10Z;[{'id': 5000199383, 'qualifierId': 213, 'value': '1.19'}, {'id': 5000199381, 'qualifierId': 212, 'value': '22.6'}, {'id': 5000199375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000199377, 'qualifierId': 140, 'value': '13.4'}, {'id': 5000199379, 'qualifierId': 141, 'value': '90.6'}, {'id': 5000199387, 'qualifierId': 237}, {'id': 5000199373, 'qualifierId': 124}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;13,4;;90,6;22,6;1,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;13,4;90,6;;;;;;;;0;13;50;Houston Dynamo II;830;DC;1,0
2681931323;122;1;1;13;57;ew2zirzye0sw1txr2m33nr25y;0;13,9;88,9;2024-05-04T00:19:58.320Z;2024-05-08T19:32:21Z;[{'id': 5000199461, 'qualifierId': 213, 'value': '0.01'}, {'id': 5000199453, 'qualifierId': 56, 'value': 'Left'}, {'id': 5000199455, 'qualifierId': 140, 'value': '58.9'}, {'id': 5000199459, 'qualifierId': 212, 'value': '47.3'}, {'id': 5000199451, 'qualifierId': 155}, {'id': 5000199463, 'qualifierId': 1}, {'id': 5000199457, 'qualifierId': 141, 'value': '89.7'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;58,9;;89,7;47,3;0,01;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;58,9;89,7;;;;;;;;0;13;57;Houston Dynamo II;837;MC;1,0
2681931327;123;43;1;14;1;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-05-04T00:20:02.320Z;2024-05-04T00:20:07Z;[{'id': 5000199621, 'qualifierId': 144, 'value': '45'}, {'id': 5000199481, 'qualifierId': 56, 'value': 'Left'}, {'id': 5000199483, 'qualifierId': 285, 'value': '0'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;cl2msiknmmv08s4wyf7p7qxas;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;45,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;1;Houston Dynamo II;841;FWL;1,0
2681931331;109;1;1;14;2;7pmw399vh2v44cjle4fkklp1w;0;31,6;3,4;2024-05-04T00:20:02.666Z;2024-05-04T00:20:09Z;[{'id': 5000199671, 'qualifierId': 233, 'value': '124'}, {'id': 5000199499, 'qualifierId': 140, 'value': '33.5'}, {'id': 5000199503, 'qualifierId': 212, 'value': '2.0'}, {'id': 5000199505, 'qualifierId': 213, 'value': '6.08'}, {'id': 5000199501, 'qualifierId': 141, 'value': '2.8'}, {'id': 5000199669, 'qualifierId': 236}, {'id': 5000199497, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000199675, 'qualifierId': 286}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;33,5;;2,8;2,0;6,08;;;;;;;;;;;;;;;124,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;33,5;2,8;;;;;;;;0;14;2;The Town;842;DL;1,0
2681931343;124;74;1;14;2;ew2zirzye0sw1txr2m33nr25y;1;63,1;94,4;2024-05-04T00:20:02.667Z;2024-05-04T00:22:29Z;[{'id': 5000199529, 'qualifierId': 56, 'value': 'Left'}, {'id': 5000199689, 'qualifierId': 233, 'value': '109'}, {'id': 5000199649, 'qualifierId': 285}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;cl2msiknmmv08s4wyf7p7qxas;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;2;Houston Dynamo II;842;FWL;1,0
2681931375;110;5;1;14;3;7pmw399vh2v44cjle4fkklp1w;1;36,5;-1,2;2024-05-04T00:20:04.400Z;2024-05-04T00:20:11Z;[{'id': 5000199707, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000199709, 'qualifierId': 347}, {'id': 5000199711, 'qualifierId': 233, 'value': '125'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;cl2msiknmmv08s4wyf7p7qxas;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;14;3;The Town;843;DL;1,0
2681931353;125;5;1;14;3;ew2zirzye0sw1txr2m33nr25y;0;63,5;101,2;2024-05-04T00:20:04.400Z;2024-05-04T00:22:24Z;[{'id': 5000199727, 'qualifierId': 233, 'value': '110'}, {'id': 5000199577, 'qualifierId': 347}, {'id': 5000199575, 'qualifierId': 56, 'value': 'Left'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;cl2msiknmmv08s4wyf7p7qxas;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;3;Houston Dynamo II;843;FWL;1,0
2681931383;111;1;1;14;10;7pmw399vh2v44cjle4fkklp1w;0;37,3;0,0;2024-05-04T00:20:10.946Z;2024-05-04T00:20:13Z;[{'id': 5000199767, 'qualifierId': 213, 'value': '0.35'}, {'id': 5000199759, 'qualifierId': 56, 'value': 'Right'}, {'id': 5000199761, 'qualifierId': 140, 'value': '57.0'}, {'id': 5000199757, 'qualifierId': 107}, {'id': 5000199769, 'qualifierId': 1}, {'id': 5000199765, 'qualifierId': 212, 'value': '22.0'}, {'id': 5000199763, 'qualifierId': 141, 'value': '9.4'}];en1t9w6orptzi3v7odnawg8b8;D. Ndong Nguema;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;57,0;;9,4;22,0;0,35;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;57,0;9,4;;;;;;;;0;14;10;The Town;850;DR;1,0
2681931391;126;43;1;14;13;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-05-04T00:20:13.968Z;2024-05-08T19:33:12Z;[{'id': 5014299757, 'qualifierId': 144, 'value': '49'}];658wqca9ctixqav113prm06ei;J. Ricketts;;;cl2msiknmmv08s4wyf7p7qxas;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;13;Houston Dynamo II;853;DC;1,0
2681931395;127;1;1;14;13;ew2zirzye0sw1txr2m33nr25y;0;40,1;95,6;2024-05-04T00:20:14.112Z;2024-05-04T00:20:15Z;[{'id': 5000199835, 'qualifierId': 233, 'value': '112'}, {'id': 5000199839, 'qualifierId': 286}, {'id': 5000199811, 'qualifierId': 212, 'value': '1.8'}, {'id': 5000199833, 'qualifierId': 236}, {'id': 5000199805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000199809, 'qualifierId': 141, 'value': '95.4'}, {'id': 5000199813, 'qualifierId': 213, 'value': '6.21'}, {'id': 5000199807, 'qualifierId': 140, 'value': '41.8'}];658wqca9ctixqav113prm06ei;J. Ricketts;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;41,8;;95,4;1,8;6,21;;;;;;;;;;;;;;;112,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;41,8;95,4;;;;;;;;0;14;13;Houston Dynamo II;853;DC;1,0
2681931397;112;74;1;14;13;7pmw399vh2v44cjle4fkklp1w;1;58,3;8,9;2024-05-04T00:20:14.113Z;2024-05-04T00:22:29Z;[{'id': 5000199865, 'qualifierId': 233, 'value': '127'}, {'id': 5000199817, 'qualifierId': 285}, {'id': 5000199815, 'qualifierId': 56, 'value': 'Right'}];9qyg5hre038m06bzzupzgmsk4;E. Arzú;;;cl2msiknmmv08s4wyf7p7qxas;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;14;13;The Town;853;AMR;1,0
2681931407;113;43;1;14;15;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-05-04T00:20:15.882Z;2024-05-08T19:33:14Z;[{'id': 5014299787, 'qualifierId': 144, 'value': '49'}];3c1xz4vpfoum0jbq6bmtdrtux;I. Achara;;;cl2msiknmmv08s4wyf7p7qxas;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;14;15;The Town;855;FW;1,0
2681931433;114;1;1;14;15;7pmw399vh2v44cjle4fkklp1w;1;62,0;12,3;2024-05-04T00:20:16.476Z;2024-05-04T00:20:18Z;[{'id': 5000199983, 'qualifierId': 213, 'value': '1.03'}, {'id': 5000199981, 'qualifierId': 212, 'value': '13.1'}, {'id': 5000199975, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000199977, 'qualifierId': 140, 'value': '68.4'}, {'id': 5000199979, 'qualifierId': 141, 'value': '28.9'}];3c1xz4vpfoum0jbq6bmtdrtux;I. Achara;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;68,4;;28,9;13,1;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;68,4;28,9;;;;;;;;0;14;15;The Town;855;FW;1,0
2681931457;115;1;1;14;17;7pmw399vh2v44cjle4fkklp1w;1;66,3;30,0;2024-05-04T00:20:18.600Z;2024-05-04T00:20:22Z;[{'id': 5000200101, 'qualifierId': 212, 'value': '16.4'}, {'id': 5000200099, 'qualifierId': 141, 'value': '52.8'}, {'id': 5000200097, 'qualifierId': 140, 'value': '71.3'}, {'id': 5000200103, 'qualifierId': 213, 'value': '1.24'}, {'id': 5000200095, 'qualifierId': 56, 'value': 'Center'}];4uuq2zuhmlbg7kh85v5l8723u;D. Gonzalez;;;cl2msiknmmv08s4wyf7p7qxas;Pass;;;;;;;;;;;71,3;;52,8;16,4;1,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;71,3;52,8;;;;;;;;0;14;17;The Town;857;AMC;1,0
2681931459;116;3;1;14;21;7pmw399vh2v44cjle4fkklp1w;0;74,2;55,9;2024-05-04T00:20:22.412Z;2024-05-08T19:33:57Z;[{'id': 5014300621, 'qualifierId': 465}, {'id': 5000200109, 'qualifierId': 286}, {'id': 5000200107, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000200245, 'qualifierId': 233, 'value': '128'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;cl2msiknmmv08s4wyf7p7qxas;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;14;21;The Town;861;AML;1,0
2681931477;128;7;1;14;21;ew2zirzye0sw1txr2m33nr25y;1;25,8;44,1;2024-05-04T00:20:22.413Z;2024-05-08T19:34:16Z;[{'id': 5014301005, 'qualifierId': 384}, {'id': 5000200229, 'qualifierId': 233, 'value': '116'}, {'id': 5000200213, 'qualifierId': 285}, {'id': 5000200211, 'qualifierId': 56, 'value': 'Back'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;cl2msiknmmv08s4wyf7p7qxas;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,0;;;;;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;21;Houston Dynamo II;861;MC;1,0
2681931479;129;43;1;14;26;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-05-04T00:20:27.232Z;2024-05-04T00:22:08Z;[{'id': 5000200273, 'qualifierId': 285, 'value': '0'}, {'id': 5000200267, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000200269, 'qualifierId': 152, 'value': '0'}, {'id': 5000200265, 'qualifierId': 13, 'value': '0'}, {'id': 5000200271, 'qualifierId': 265, 'value': '0'}, {'id': 5000202161, 'qualifierId': 144, 'value': '4'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;cl2msiknmmv08s4wyf7p7qxas;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;4,0;;0,0;0,0;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;14;26;Houston Dynamo II;866;FW;1,0
2681931521;117;27;1;14;34;7pmw399vh2v44cjle4fkklp1w;1;0,0;0,0;2024-05-04T00:20:35.456Z;2024-05-04T00:22:25Z;[{'id': 5000202573, 'qualifierId': 233, 'value': '130'}];;;;;cl2msiknmmv08s4wyf7p7qxas;Start delay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;away;;;;;;;;;;0;14;34;The Town;874;;
