id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamKit;value_Involved;value_Resume;value_PlayerPosition;value_TeamFormation;value_JerseyNumber;value_TeamPlayerFormation;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndX;value_KickOff;value_PassEndY;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_SwitchOfPlay;value_InSwinger;value_IntentionalAssist;value_RightFooted;value_Assist;value_Cross;value_RelatedEventId;value_GkX;value_Right;value_BigChance;value_GoalmouthZ;value_GkY;value_FirstTouch;value_GoalmouthY;value_RegularPlay;value_SmallBoxRight;value_Assisted;value_Launch;value_LayOff;value_OppositeRelatedEventId;value_BlockedPass;value_Offensive;value_Defensive;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_DeletedEventType;value_TouchTypeControl;value_TakeOnOvertake;value_TouchTypeClearance;value_Left;value_CornerTaken;value_Head;value_OutOfPlay;value_Overrun;value_TakeOnSpace;value_TouchTypePass;value_FlickOn;value_NextEventGoalKick;value_High;value_GoalKick;value_LeftFooted;value_OutSwinger;value_CloseLeft;value_FromCorner;value_OutOfBoxCentre;value_IndividualPlay;value_LowCentre;value_Blocked;value_BlockedY;value_NotAssisted;value_BlockedX;value_DefBlock;value_Deflection;value_LowRight;value_Hands;value_Fingertip;value_LowGkIntervention;value_Diving;value_BoxCentre;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_HighRight;value_GkYTimeOfGoal;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_HighClaim;value_HighGkIntervention;value_KeeperThrow;value_OverArm;value_HighLeft;value_Standing;value_Collected;value_GkKickFromHands;value_LowLeft;value_BoxLeft;value_ParriedSafe;value_Shove/Push;value_OverhitCross;value_SwerveLeft;value_HitWoodwork;value_HitRightPost;value_Low;value_MediumGkIntervention;value_NotPastGoalLine;value_MisHit;value_PullBack;value_SetPiece;value_FastBreak;value_BoxRight;value_RecklessOffence;value_YellowCard;value_Injury;value_InjuredPlayerId;value_AerialFoul;value_Minutes;value_Defensive1V1;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Tap;value_BlockedCross;value_PlayersCaughtOffside;value_Indirect;value_FreeKick;value_OwnGoal;value_SmallBoxCentre;value_FantasyAssistTeam;value_OtherBodyPart;value_FantasyAssistType;value_FantasyAssistId;value_FantasyAssistedBy;value_Handball;value_ShirtPull/Holding;value_CloseRightAndHigh;value_Volley;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2669666821;34;50;1;3;11;eo64tqkioegeb09iice2hf8bt;1;28,8;34,4;2024-04-08T00:07:37.401Z;2024-04-08T00:12:09Z;[{'id': 4933928829, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933928831, 'qualifierId': 285}, {'id': 4933928857, 'qualifierId': 233, 'value': '42'}];4lyhopb6ddaz08hd5tu2pos9g;M. Mehri;;;c1s7c9syq29pxh0uts7w83xuc;Dispossessed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;11;Ventura County;191;MC;1,0
2669666817;42;7;1;3;11;8ijkk62897so5r3bq0wgwx4bu;1;71,2;65,6;2024-04-08T00:07:37.402Z;2024-04-12T14:47:39Z;[{'id': 4941783641, 'qualifierId': 383}, {'id': 4933928849, 'qualifierId': 233, 'value': '34'}, {'id': 4933928823, 'qualifierId': 286}, {'id': 4933928821, 'qualifierId': 56, 'value': 'Center'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c1s7c9syq29pxh0uts7w83xuc;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,0;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;11;Vancouver Whitecaps II;191;FW;1,0
2669667705;80;61;1;3;12;8ijkk62897so5r3bq0wgwx4bu;0;77,4;76,4;2024-04-08T00:07:38.263Z;2024-04-08T00:10:29Z;[{'id': 4933933525, 'qualifierId': 56, 'value': 'Center'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c1s7c9syq29pxh0uts7w83xuc;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;12;Vancouver Whitecaps II;192;FW;1,0
2669666841;35;3;1;3;13;eo64tqkioegeb09iice2hf8bt;0;24,0;29,5;2024-04-08T00:07:39.572Z;2024-04-12T14:47:46Z;[{'id': 4933928943, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933928945, 'qualifierId': 285}, {'id': 4941783661, 'qualifierId': 465}, {'id': 4933928977, 'qualifierId': 233, 'value': '43'}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;c1s7c9syq29pxh0uts7w83xuc;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,0;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;13;Ventura County;193;DC;1,0
2669666847;43;7;1;3;13;8ijkk62897so5r3bq0wgwx4bu;1;76,0;70,5;2024-04-08T00:07:39.573Z;2024-04-12T14:47:50Z;[{'id': 4933928965, 'qualifierId': 286}, {'id': 4933928963, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933928971, 'qualifierId': 233, 'value': '35'}, {'id': 4941783691, 'qualifierId': 383}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c1s7c9syq29pxh0uts7w83xuc;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,0;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;13;Vancouver Whitecaps II;193;FW;1,0
2669666849;44;50;1;3;17;8ijkk62897so5r3bq0wgwx4bu;1;89,8;88,0;2024-04-08T00:07:43.573Z;2024-04-08T00:07:47Z;[{'id': 4933928969, 'qualifierId': 286}, {'id': 4933928967, 'qualifierId': 56, 'value': 'Left'}, {'id': 4933929039, 'qualifierId': 233, 'value': '36'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c1s7c9syq29pxh0uts7w83xuc;Dispossessed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;17;Vancouver Whitecaps II;197;FW;1,0
2669666855;36;7;1;3;17;eo64tqkioegeb09iice2hf8bt;0;10,2;12,0;2024-04-08T00:07:43.574Z;2024-04-12T14:47:59Z;[{'id': 4941783739, 'qualifierId': 385}, {'id': 4933929025, 'qualifierId': 233, 'value': '44'}, {'id': 4933929013, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933929015, 'qualifierId': 285}];57yplpr6jgwlqoon231ydqp04;I. Mathe;;;c1s7c9syq29pxh0uts7w83xuc;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,0;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;17;Ventura County;197;DC;1,0
2669666861;45;1;1;3;19;8ijkk62897so5r3bq0wgwx4bu;1;91,6;92,7;2024-04-08T00:07:45.698Z;2024-04-08T00:07:48Z;[{'id': 4933929051, 'qualifierId': 141, 'value': '92.6'}, {'id': 4933929049, 'qualifierId': 140, 'value': '81.8'}, {'id': 4933929047, 'qualifierId': 56, 'value': 'Left'}, {'id': 4933929055, 'qualifierId': 213, 'value': '3.15'}, {'id': 4933929053, 'qualifierId': 212, 'value': '10.3'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;3,15;81,8;;92,6;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;81,8;92,6;;;;;;;0;0;3;19;Vancouver Whitecaps II;199;FW;1,0
2669666881;46;1;1;3;22;8ijkk62897so5r3bq0wgwx4bu;1;81,6;92,6;2024-04-08T00:07:48.104Z;2024-04-08T00:07:51Z;[{'id': 4933929159, 'qualifierId': 213, 'value': '5.53'}, {'id': 4933929151, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933929157, 'qualifierId': 212, 'value': '17.5'}, {'id': 4933929155, 'qualifierId': 141, 'value': '75.0'}, {'id': 4933929153, 'qualifierId': 140, 'value': '93.8'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;5,53;93,8;;75,0;17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;93,8;75,0;;;;;;;0;0;3;22;Vancouver Whitecaps II;202;DC;1,0
2669666885;47;1;1;3;25;8ijkk62897so5r3bq0wgwx4bu;0;97,8;75,0;2024-04-08T00:07:51.496Z;2024-04-08T00:07:53Z;[{'id': 4933929165, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933929211, 'qualifierId': 286}, {'id': 4933929203, 'qualifierId': 233, 'value': '37'}, {'id': 4933929197, 'qualifierId': 236}, {'id': 4933929167, 'qualifierId': 140, 'value': '97.0'}, {'id': 4933929171, 'qualifierId': 212, 'value': '1.5'}, {'id': 4933929169, 'qualifierId': 141, 'value': '73.2'}, {'id': 4933929173, 'qualifierId': 213, 'value': '4.11'}];b4hm7o0o1tlssg0aa1psm704q;G. Vivi;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;4,11;97,0;;73,2;1,5;;;;;;;;;;;;;;;;;;;;;;;37,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;97,0;73,2;;;;;;;0;0;3;25;Vancouver Whitecaps II;205;AML;1,0
2669666877;37;74;1;3;25;eo64tqkioegeb09iice2hf8bt;1;2,3;31,0;2024-04-08T00:07:51.497Z;2024-04-08T00:07:52Z;[{'id': 4933929225, 'qualifierId': 233, 'value': '47'}, {'id': 4933929143, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933929145, 'qualifierId': 285}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;c1s7c9syq29pxh0uts7w83xuc;Blocked Pass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;25;Ventura County;205;DC;1,0
2669666883;38;6;1;3;26;eo64tqkioegeb09iice2hf8bt;0;2,6;28,9;2024-04-08T00:07:52.058Z;2024-04-12T14:48:42Z;[{'id': 4933929221, 'qualifierId': 73}, {'id': 4933929255, 'qualifierId': 233, 'value': '48'}, {'id': 4933929217, 'qualifierId': 56, 'value': 'Back'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;c1s7c9syq29pxh0uts7w83xuc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;26;Ventura County;206;DC;1,0
2669666895;48;6;1;3;26;8ijkk62897so5r3bq0wgwx4bu;1;97,4;71,1;2024-04-08T00:07:52.058Z;2024-04-08T00:32:01Z;[{'id': 4933929243, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933929245, 'qualifierId': 73}, {'id': 4933929247, 'qualifierId': 233, 'value': '38'}];b4hm7o0o1tlssg0aa1psm704q;G. Vivi;;;c1s7c9syq29pxh0uts7w83xuc;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;26;Vancouver Whitecaps II;206;AML;1,0
2669667033;49;1;1;3;50;8ijkk62897so5r3bq0wgwx4bu;0;99,5;99,5;2024-04-08T00:08:15.814Z;2024-04-12T14:48:46Z;[{'id': 4933930019, 'qualifierId': 213, 'value': '4.43'}, {'id': 4933930003, 'qualifierId': 2}, {'id': 4933930009, 'qualifierId': 223}, {'id': 4933930021, 'qualifierId': 1}, {'id': 4941784003, 'qualifierId': 20}, {'id': 4933930013, 'qualifierId': 140, 'value': '88.8'}, {'id': 4933930017, 'qualifierId': 212, 'value': '40.4'}, {'id': 4933930005, 'qualifierId': 6}, {'id': 4933930007, 'qualifierId': 155}, {'id': 4933930015, 'qualifierId': 141, 'value': '42.5'}, {'id': 4933930011, 'qualifierId': 56, 'value': 'Center'}];c44bkncqmptribnxki1dyppbe;I. Parente;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;4,43;88,8;;42,5;40,4;1,0;1,0;;;1,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;88,8;42,5;;;;;;;0;0;3;50;Vancouver Whitecaps II;230;MC;1,0
2669667043;39;44;1;3;54;eo64tqkioegeb09iice2hf8bt;1;10,4;63,9;2024-04-08T00:08:20.641Z;2024-04-08T00:08:23Z;[{'id': 4933930047, 'qualifierId': 285}, {'id': 4933930045, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933930123, 'qualifierId': 233, 'value': '50'}];1ksu0c3adavx1gqbrhalfpatw;C. Kachwele;;;c1s7c9syq29pxh0uts7w83xuc;Aerial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;54;Ventura County;234;FWL;1,0
2669667053;50;44;1;3;54;8ijkk62897so5r3bq0wgwx4bu;0;89,6;36,1;2024-04-08T00:08:20.642Z;2024-04-08T00:08:23Z;[{'id': 4933930101, 'qualifierId': 286}, {'id': 4933930139, 'qualifierId': 233, 'value': '39'}, {'id': 4933930099, 'qualifierId': 56, 'value': 'Center'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;c1s7c9syq29pxh0uts7w83xuc;Aerial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;54;Vancouver Whitecaps II;234;DL;1,0
2669667051;40;12;1;3;55;eo64tqkioegeb09iice2hf8bt;1;9,4;65,5;2024-04-08T00:08:20.960Z;2024-04-08T00:08:22Z;[{'id': 4933930091, 'qualifierId': 212, 'value': '40.7'}, {'id': 4933930093, 'qualifierId': 213, 'value': '0.54'}, {'id': 4933930089, 'qualifierId': 141, 'value': '96.5'}, {'id': 4933930085, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933930103, 'qualifierId': 15}, {'id': 4933930087, 'qualifierId': 140, 'value': '42.6'}];1ksu0c3adavx1gqbrhalfpatw;C. Kachwele;;;c1s7c9syq29pxh0uts7w83xuc;Clearance;;;;;;;;;;;0,54;42,6;;96,5;40,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;42,6;96,5;;;;;;;0;0;3;55;Ventura County;235;FWL;1,0
2669667079;51;3;1;3;59;8ijkk62897so5r3bq0wgwx4bu;0;62,5;2,5;2024-04-08T00:08:25.265Z;2024-04-12T14:49:25Z;[{'id': 4933930225, 'qualifierId': 56, 'value': 'Right'}, {'id': 4941784221, 'qualifierId': 465}, {'id': 4933930227, 'qualifierId': 286}, {'id': 4933930269, 'qualifierId': 233, 'value': '41'}];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;;;c1s7c9syq29pxh0uts7w83xuc;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41,0;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;3;59;Vancouver Whitecaps II;239;DR;1,0
2669667085;41;7;1;3;59;eo64tqkioegeb09iice2hf8bt;1;37,5;97,5;2024-04-08T00:08:25.266Z;2024-04-12T14:49:28Z;[{'id': 4933930259, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933930261, 'qualifierId': 285}, {'id': 4941784231, 'qualifierId': 385}, {'id': 4933930257, 'qualifierId': 167}, {'id': 4933930263, 'qualifierId': 233, 'value': '51'}];1ksu0c3adavx1gqbrhalfpatw;C. Kachwele;;;c1s7c9syq29pxh0uts7w83xuc;Tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,0;;;1,0;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;3;59;Ventura County;239;FWL;1,0
2669667087;42;5;1;4;0;eo64tqkioegeb09iice2hf8bt;0;37,3;101,8;2024-04-08T00:08:26.122Z;2024-04-08T00:08:30Z;[{'id': 4933930273, 'qualifierId': 347}, {'id': 4933930385, 'qualifierId': 233, 'value': '52'}, {'id': 4933930271, 'qualifierId': 56, 'value': 'Back'}];1ksu0c3adavx1gqbrhalfpatw;C. Kachwele;;;c1s7c9syq29pxh0uts7w83xuc;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;4;0;Ventura County;240;FWL;1,0
2669667099;52;5;1;4;0;8ijkk62897so5r3bq0wgwx4bu;1;62,7;-1,8;2024-04-08T00:08:26.122Z;2024-04-08T00:31:58Z;[{'id': 4933930361, 'qualifierId': 347}, {'id': 4933930359, 'qualifierId': 56, 'value': 'Right'}, {'id': 4933930379, 'qualifierId': 233, 'value': '42'}];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;;;c1s7c9syq29pxh0uts7w83xuc;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;4;0;Vancouver Whitecaps II;240;DR;1,0
2669667117;53;1;1;4;3;8ijkk62897so5r3bq0wgwx4bu;1;62,6;0,0;2024-04-08T00:08:28.860Z;2024-04-08T00:08:32Z;[{'id': 4933930473, 'qualifierId': 213, 'value': '2.70'}, {'id': 4933930469, 'qualifierId': 141, 'value': '12.9'}, {'id': 4933930463, 'qualifierId': 107}, {'id': 4933930471, 'qualifierId': 212, 'value': '23.9'}, {'id': 4933930467, 'qualifierId': 140, 'value': '42.0'}, {'id': 4933930475, 'qualifierId': 1}, {'id': 4933930465, 'qualifierId': 56, 'value': 'Back'}];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;2,7;42,0;;12,9;23,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;42,0;12,9;;;;;;;0;0;4;3;Vancouver Whitecaps II;243;DR;1,0
2669667127;54;1;1;4;7;8ijkk62897so5r3bq0wgwx4bu;1;47,3;20,1;2024-04-08T00:08:32.843Z;2024-04-08T00:08:34Z;[{'id': 4933930519, 'qualifierId': 212, 'value': '15.7'}, {'id': 4933930511, 'qualifierId': 140, 'value': '58.8'}, {'id': 4933930521, 'qualifierId': 213, 'value': '5.59'}, {'id': 4933930507, 'qualifierId': 56, 'value': 'Right'}, {'id': 4933930515, 'qualifierId': 141, 'value': '5.3'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;5,59;58,8;;5,3;15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;58,8;5,3;;;;;;;0;0;4;7;Vancouver Whitecaps II;247;DC;1,0
2669667159;55;1;1;4;8;8ijkk62897so5r3bq0wgwx4bu;1;58,8;5,3;2024-04-08T00:08:34.093Z;2024-04-08T00:08:37Z;[{'id': 4933930677, 'qualifierId': 212, 'value': '21.2'}, {'id': 4933930671, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933930679, 'qualifierId': 213, 'value': '2.66'}, {'id': 4933930673, 'qualifierId': 140, 'value': '40.9'}, {'id': 4933930675, 'qualifierId': 141, 'value': '19.7'}];7x3sqcf8wtq2qwyqcbv2itw8a;M. Cuevas;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;2,66;40,9;;19,7;21,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;40,9;19,7;;;;;;;0;0;4;8;Vancouver Whitecaps II;248;DR;1,0
2669667189;56;1;1;4;11;8ijkk62897so5r3bq0wgwx4bu;1;39,8;26,1;2024-04-08T00:08:37.107Z;2024-04-08T00:08:42Z;[{'id': 4933930783, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933930791, 'qualifierId': 213, 'value': '1.86'}, {'id': 4933930789, 'qualifierId': 212, 'value': '23.7'}, {'id': 4933930785, 'qualifierId': 140, 'value': '33.3'}, {'id': 4933930787, 'qualifierId': 141, 'value': '59.4'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;c1s7c9syq29pxh0uts7w83xuc;Pass;;;;;;;;;;;1,86;33,3;;59,4;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;33,3;59,4;;;;;;;0;0;4;11;Vancouver Whitecaps II;251;DL;1,0
