id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Captain;value_Involved;value_TeamFormation;value_Resume;value_JerseyNumber;value_TeamKit;value_TeamPlayerFormation;value_DirectionOfPlay;value_AttemptedTackle;value_Foul;value_Offensive;value_Direct;value_DeletedEventType;value_Zone;value_PassEndX;value_Angle;value_KickOff;value_PassEndY;value_Length;value_Launch;value_LongBall;value_MediumGkIntervention;value_IntendedTackleTarget;value_Chipped;value_HeadPass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_Defensive;value_TakeOnOvertake;value_Cross;value_InSwinger;value_LeftFooted;value_Head;value_TouchTypeClearance;value_FreeKickTaken;value_OutOfPlay;value_LayOff;value_BlockedPass;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_IndividualPlay;value_RightFooted;value_BlockedY;value_SwerveLeft;value_GoalmouthZ;value_RelatedEventId;value_BoxLeft;value_Assisted;value_GoalmouthY;value_BlockedX;value_HighRight;value_FastBreak;value_Hands;value_HighGkIntervention;value_Diving;value_ParriedSafe;value_Left;value_Right;value_OutSwinger;value_CornerTaken;value_NextEventGoalKick;value_GoalKick;value_Low;value_NotVisible;value_LowCentre;value_OutOfBoxCentre;value_Blocked;value_GkX;value_GkY;value_RegularPlay;value_DefBlock;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_BoxCentre;value_1On1;value_BigChance;value_LowGkIntervention;value_Sliding;value_KeeperThrow;value_Overrun;value_FlickOn;value_SwitchOfPlay;value_ShirtPull/Holding;value_HighClaim;value_OverArm;value_TakeOnSpace;value_LowLeft;value_FirstTouch;value_NotAssisted;value_Volley;value_PullBack;value_SmallBoxCentre;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_SixYardBlocked;value_SavedOffLine;value_FromCorner;value_LowRight;value_LastLine;value_YellowCard;value_RecklessOffence;value_Weak;value_CloseRight;value_High;value_NotPastGoalLine;value_MisHit;value_BoxRight;value_ParriedDanger;value_Standing;value_Fumble;value_TacticalFoul;value_HighCentre;value_SwerveRight;value_Reaching;value_SoloRun;value_FollowsADribble;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Shove/Push;value_Handball;value_FreeKick;value_ByWall;value_InjuredPlayerId;value_Injury;value_GkHoof;value_Defensive1V1;value_SetPiece;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistedBy;value_BlockedCross;value_AerialFoul;value_GkKickFromHands;value_IncorrectOutOfPlayDecision;value_CaptainChange;value_TempMissed;value_BoxDeepRight;value_SmallBoxRight;value_OtherBodyPart;value_Stooping;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698000535;132;61;1;13;59;5ou8b446l1sl8frblkz3xi17g;1;98,1;54,1;2024-06-26T18:18:46.826Z;2024-06-26T18:22:57Z;[{'id': 5088010739, 'qualifierId': 56, 'value': 'Center'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;dm7ttwxtwtr56ktod33n2ta1g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;13;59;Minnesota United II;839;DL;1,0
2698000537;157;52;1;14;0;1pc6sx2h4rp113ldkbp5d2xas;1;5,0;36,2;2024-06-26T18:18:47.781Z;2024-06-28T07:43:09Z;[{'id': 5089236335, 'qualifierId': 376}];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;dm7ttwxtwtr56ktod33n2ta1g;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;14;0;Portland Timbers II;840;GK;1,0
2698000553;158;1;1;14;4;1pc6sx2h4rp113ldkbp5d2xas;1;6,9;39,2;2024-06-26T18:18:52.133Z;2024-06-26T18:18:54Z;[{'id': 5088010821, 'qualifierId': 123}, {'id': 5088010831, 'qualifierId': 213, 'value': '5.54'}, {'id': 5088010829, 'qualifierId': 212, 'value': '25.3'}, {'id': 5088010823, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088010825, 'qualifierId': 140, 'value': '24.6'}, {'id': 5088010827, 'qualifierId': 141, 'value': '14.0'}];9r22tf7lu2q4un35qwfsnpw5w;K. Zeruhn;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;24,6;5,54;;14,0;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;24,6;14,0;;;;;;;0;0;14;4;Portland Timbers II;844;GK;1,0
2698000561;159;1;1;14;7;1pc6sx2h4rp113ldkbp5d2xas;1;25,7;12,1;2024-06-26T18:18:54.869Z;2024-06-26T18:18:58Z;[{'id': 5088010881, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088010893, 'qualifierId': 212, 'value': '25.1'}, {'id': 5088010889, 'qualifierId': 141, 'value': '2.7'}, {'id': 5088010897, 'qualifierId': 213, 'value': '6.03'}, {'id': 5088010885, 'qualifierId': 140, 'value': '48.8'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;48,8;6,03;;2,7;25,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;48,8;2,7;;;;;;;0;0;14;7;Portland Timbers II;847;DC;1,0
2698000571;160;2;1;14;10;1pc6sx2h4rp113ldkbp5d2xas;1;51,7;2,9;2024-06-26T18:18:57.982Z;2024-06-28T07:44:15Z;[{'id': 5088010989, 'qualifierId': 141, 'value': '12.1'}, {'id': 5088010997, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088010987, 'qualifierId': 140, 'value': '60.7'}, {'id': 5088010995, 'qualifierId': 7, 'value': 'tc5nl1hz1w06jobp5ckktr3e'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;dm7ttwxtwtr56ktod33n2ta1g;Offside Pass;;;;;;;;;;;;;;;;60,7;;;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;60,7;12,1;;;;;;;0;0;14;10;Portland Timbers II;850;DMR;1,0
2698000579;133;43;1;14;10;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-06-26T18:18:57.983Z;2024-06-28T07:44:07Z;[{'id': 5089236343, 'qualifierId': 144, 'value': '55'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;dm7ttwxtwtr56ktod33n2ta1g;Deleted event;;;;;;;;;;;;;;55,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;14;10;Minnesota United II;850;ML;1,0
2698219637;793;55;1;14;10;5ou8b446l1sl8frblkz3xi17g;1;44,0;56,2;2024-06-26T18:18:57.983Z;2024-06-28T07:58:09Z;[];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;dm7ttwxtwtr56ktod33n2ta1g;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;14;10;Minnesota United II;850;DL;1,0
2698000689;134;1;1;14;29;5ou8b446l1sl8frblkz3xi17g;1;34,5;78,2;2024-06-26T18:19:17.300Z;2024-06-26T18:19:21Z;[{'id': 5088011547, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088011553, 'qualifierId': 212, 'value': '14.5'}, {'id': 5088011545, 'qualifierId': 241}, {'id': 5088011555, 'qualifierId': 213, 'value': '0.89'}, {'id': 5088011543, 'qualifierId': 5}, {'id': 5088011549, 'qualifierId': 140, 'value': '43.2'}, {'id': 5088011551, 'qualifierId': 141, 'value': '94.8'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;43,2;0,89;;94,8;14,5;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;43,2;94,8;;;;;;;0;0;14;29;Minnesota United II;869;DC;1,0
2698000703;135;1;1;14;34;5ou8b446l1sl8frblkz3xi17g;1;41,6;93,4;2024-06-26T18:19:21.503Z;2024-06-26T18:19:24Z;[{'id': 5088011621, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088011625, 'qualifierId': 141, 'value': '89.6'}, {'id': 5088011623, 'qualifierId': 140, 'value': '25.7'}, {'id': 5088011629, 'qualifierId': 213, 'value': '3.30'}, {'id': 5088011627, 'qualifierId': 212, 'value': '16.9'}];a5tjyddv4t8eg9wcum3o15qfo;S. Jura;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;25,7;3,3;;89,6;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;25,7;89,6;;;;;;;0;0;14;34;Minnesota United II;874;DC;1,0
2698000743;136;1;1;14;36;5ou8b446l1sl8frblkz3xi17g;1;25,5;89,6;2024-06-26T18:19:24.346Z;2024-06-26T18:19:33Z;[{'id': 5088011869, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088011881, 'qualifierId': 213, 'value': '4.08'}, {'id': 5088011877, 'qualifierId': 141, 'value': '57.9'}, {'id': 5088011873, 'qualifierId': 140, 'value': '10.3'}, {'id': 5088011879, 'qualifierId': 212, 'value': '26.8'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;10,3;4,08;;57,9;26,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;10,3;57,9;;;;;;;0;0;14;36;Minnesota United II;876;DC;1,0
2698000749;137;1;1;14;45;5ou8b446l1sl8frblkz3xi17g;0;13,2;50,7;2024-06-26T18:19:32.926Z;2024-06-26T18:19:35Z;[{'id': 5088011911, 'qualifierId': 141, 'value': '21.0'}, {'id': 5088011905, 'qualifierId': 157}, {'id': 5088011915, 'qualifierId': 213, 'value': '5.76'}, {'id': 5088011909, 'qualifierId': 140, 'value': '46.6'}, {'id': 5088011913, 'qualifierId': 212, 'value': '40.5'}, {'id': 5088011907, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088011917, 'qualifierId': 1}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;46,6;5,76;;21,0;40,5;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;46,6;21,0;;;;;;;0;0;14;45;Minnesota United II;885;GK;1,0
2698000753;161;1;1;14;48;1pc6sx2h4rp113ldkbp5d2xas;1;52,6;72,7;2024-06-26T18:19:36.197Z;2024-06-26T18:19:38Z;[{'id': 5088011949, 'qualifierId': 212, 'value': '6.3'}, {'id': 5088011945, 'qualifierId': 141, 'value': '64.5'}, {'id': 5088011951, 'qualifierId': 213, 'value': '5.18'}, {'id': 5088011937, 'qualifierId': 3}, {'id': 5088011941, 'qualifierId': 140, 'value': '55.3'}, {'id': 5088011939, 'qualifierId': 56, 'value': 'Center'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;55,3;5,18;;64,5;6,3;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;55,3;64,5;;;;;;;0;0;14;48;Portland Timbers II;888;DC;1,0
2698000757;162;1;1;14;50;1pc6sx2h4rp113ldkbp5d2xas;0;56,1;65,5;2024-06-26T18:19:38.141Z;2024-06-26T18:19:38Z;[{'id': 5088012003, 'qualifierId': 141, 'value': '74.9'}, {'id': 5088012001, 'qualifierId': 140, 'value': '71.1'}, {'id': 5088012005, 'qualifierId': 212, 'value': '17.0'}, {'id': 5088011999, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088012007, 'qualifierId': 213, 'value': '0.39'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;71,1;0,39;;74,9;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;71,1;74,9;;;;;;;0;0;14;50;Portland Timbers II;890;DC;1,0
2698000795;138;1;1;14;53;5ou8b446l1sl8frblkz3xi17g;1;31,5;26,3;2024-06-26T18:19:40.877Z;2024-06-26T18:19:48Z;[{'id': 5088012191, 'qualifierId': 140, 'value': '12.3'}, {'id': 5088012197, 'qualifierId': 213, 'value': '2.55'}, {'id': 5088012189, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088012195, 'qualifierId': 212, 'value': '24.2'}, {'id': 5088012193, 'qualifierId': 141, 'value': '46.1'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;12,3;2,55;;46,1;24,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;12,3;46,1;;;;;;;0;0;14;53;Minnesota United II;893;MR;1,0
2698000807;139;1;1;15;3;5ou8b446l1sl8frblkz3xi17g;1;12,5;47,5;2024-06-26T18:19:51.344Z;2024-06-26T18:19:52Z;[{'id': 5088012275, 'qualifierId': 212, 'value': '27.7'}, {'id': 5088012273, 'qualifierId': 141, 'value': '7.0'}, {'id': 5088012277, 'qualifierId': 213, 'value': '4.81'}, {'id': 5088012271, 'qualifierId': 140, 'value': '15.1'}, {'id': 5088012269, 'qualifierId': 56, 'value': 'Back'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;15,1;4,81;;7,0;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;15,1;7,0;;;;;;;0;0;15;3;Minnesota United II;903;GK;1,0
2698000809;140;1;1;15;5;5ou8b446l1sl8frblkz3xi17g;1;15,1;7,0;2024-06-26T18:19:52.875Z;2024-06-26T18:19:53Z;[{'id': 5088012291, 'qualifierId': 213, 'value': '0.70'}, {'id': 5088012287, 'qualifierId': 141, 'value': '19.8'}, {'id': 5088012289, 'qualifierId': 212, 'value': '13.6'}, {'id': 5088012283, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088012285, 'qualifierId': 140, 'value': '25.0'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;25,0;0,7;;19,8;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;25,0;19,8;;;;;;;0;0;15;5;Minnesota United II;905;DL;1,0
2698000815;141;1;1;15;6;5ou8b446l1sl8frblkz3xi17g;1;25,0;19,8;2024-06-26T18:19:53.765Z;2024-06-26T18:19:56Z;[{'id': 5088012317, 'qualifierId': 140, 'value': '41.8'}, {'id': 5088012323, 'qualifierId': 213, 'value': '0.04'}, {'id': 5088012315, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088012319, 'qualifierId': 141, 'value': '20.8'}, {'id': 5088012321, 'qualifierId': 212, 'value': '17.7'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;41,8;0,04;;20,8;17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;41,8;20,8;;;;;;;0;0;15;6;Minnesota United II;906;MR;1,0
2698000825;142;1;1;15;8;5ou8b446l1sl8frblkz3xi17g;1;41,8;20,8;2024-06-26T18:19:56.061Z;2024-06-26T18:19:57Z;[{'id': 5088012373, 'qualifierId': 141, 'value': '16.8'}, {'id': 5088012375, 'qualifierId': 212, 'value': '13.0'}, {'id': 5088012377, 'qualifierId': 213, 'value': '3.35'}, {'id': 5088012371, 'qualifierId': 140, 'value': '29.7'}, {'id': 5088012369, 'qualifierId': 56, 'value': 'Back'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;29,7;3,35;;16,8;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;29,7;16,8;;;;;;;0;0;15;8;Minnesota United II;908;FW;1,0
2698000847;143;1;1;15;9;5ou8b446l1sl8frblkz3xi17g;0;29,7;16,8;2024-06-26T18:19:57.358Z;2024-06-26T18:19:59Z;[{'id': 5088012491, 'qualifierId': 213, 'value': '0.67'}, {'id': 5088012483, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088012489, 'qualifierId': 212, 'value': '36.4'}, {'id': 5088012485, 'qualifierId': 140, 'value': '56.8'}, {'id': 5088012493, 'qualifierId': 1}, {'id': 5088012487, 'qualifierId': 141, 'value': '50.1'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;56,8;0,67;;50,1;36,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;56,8;50,1;;;;;;;0;0;15;9;Minnesota United II;909;MR;1,0
2698000845;163;49;1;15;11;1pc6sx2h4rp113ldkbp5d2xas;1;47,1;46,8;2024-06-26T18:19:59.037Z;2024-06-26T18:19:59Z;[];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;dm7ttwxtwtr56ktod33n2ta1g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;15;11;Portland Timbers II;911;MC;1,0
2698000877;164;1;1;15;14;1pc6sx2h4rp113ldkbp5d2xas;1;53,2;39,7;2024-06-26T18:20:01.981Z;2024-06-26T18:20:07Z;[{'id': 5088012681, 'qualifierId': 213, 'value': '4.91'}, {'id': 5088012677, 'qualifierId': 141, 'value': '7.6'}, {'id': 5088012673, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088012679, 'qualifierId': 212, 'value': '22.3'}, {'id': 5088012675, 'qualifierId': 140, 'value': '57.4'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;57,4;4,91;;7,6;22,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;57,4;7,6;;;;;;;0;0;15;14;Portland Timbers II;914;MC;1,0
2698000887;165;1;1;15;20;1pc6sx2h4rp113ldkbp5d2xas;1;72,3;4,9;2024-06-26T18:20:07.789Z;2024-06-26T18:20:09Z;[{'id': 5088012729, 'qualifierId': 140, 'value': '69.0'}, {'id': 5088012735, 'qualifierId': 213, 'value': '1.92'}, {'id': 5088012733, 'qualifierId': 212, 'value': '10.1'}, {'id': 5088012727, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088012731, 'qualifierId': 141, 'value': '18.9'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;69,0;1,92;;18,9;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;69,0;18,9;;;;;;;0;0;15;20;Portland Timbers II;920;DMR;1,0
2698000903;166;1;1;15;21;1pc6sx2h4rp113ldkbp5d2xas;1;69,6;18,9;2024-06-26T18:20:09.374Z;2024-06-26T18:20:11Z;[{'id': 5088012843, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088012849, 'qualifierId': 212, 'value': '5.6'}, {'id': 5088012851, 'qualifierId': 213, 'value': '5.05'}, {'id': 5088012845, 'qualifierId': 140, 'value': '71.4'}, {'id': 5088012847, 'qualifierId': 141, 'value': '11.1'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;71,4;5,05;;11,1;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;71,4;11,1;;;;;;;0;0;15;21;Portland Timbers II;921;MC;1,0
2698000913;167;1;1;15;23;1pc6sx2h4rp113ldkbp5d2xas;1;71,2;11,1;2024-06-26T18:20:11.110Z;2024-06-26T18:20:14Z;[{'id': 5088012907, 'qualifierId': 213, 'value': '1.66'}, {'id': 5088012903, 'qualifierId': 141, 'value': '16.3'}, {'id': 5088012905, 'qualifierId': 212, 'value': '3.6'}, {'id': 5088012899, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088012901, 'qualifierId': 140, 'value': '70.9'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;dm7ttwxtwtr56ktod33n2ta1g;Pass;;;;;;;;;;;;;;;;70,9;1,66;;16,3;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;70,9;16,3;;;;;;;0;0;15;23;Portland Timbers II;923;DMR;1,0
