id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_PlayerPosition;value_TeamKit;value_Resume;value_DirectionOfPlay;value_KickOff;value_PassEndY;value_PassEndX;value_Angle;value_Zone;value_Length;value_DeletedEventType;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_LongBall;value_TakeOnOvertake;value_TouchTypePass;value_OutSwinger;value_Chipped;value_Cross;value_RightFooted;value_Left;value_Right;value_DefBlock;value_CornerTaken;value_InSwinger;value_LeftFooted;value_TakeOnSpace;value_TouchTypeClearance;value_OutOfPlay;value_Launch;value_TouchTypeControl;value_IntendedTackleTarget;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_LayOff;value_NextEventGoalKick;value_Low;value_GoalKick;value_IntentionalAssist;value_Assist;value_FirstTouch;value_GoalmouthZ;value_RelatedEventId;value_GkY;value_High;value_BoxRight;value_GoalmouthY;value_RegularPlay;value_GkX;value_Assisted;value_Shove/Push;value_BlockedX;value_IndividualPlay;value_Blocked;value_BlockedY;value_SixYardBlocked;value_LowCentre;value_OutOfBoxCentre;value_HeadPass;value_SwitchOfPlay;value_Head;value_ShirtPull/Holding;value_PlayersCaughtOffside;value_Indirect;value_RecklessOffence;value_YellowCard;value_Injury;value_InjuredPlayerId;value_BoxCentre;value_HighRight;value_Collected;value_HighGkIntervention;value_Standing;value_Hands;value_OverhitCross;value_ThroughBall;value_FastBreak;value_BigChance;value_BlockedClearance;value_LowLeft;value_NotVisible;value_PullBack;value_GoalShotGameClock;value_FromCorner;value_GkYTimeOfGoal;value_HitWoodwork;value_HighCentre;value_OwnGoal;value_SmallBoxLeft;value_GkXTimeOfGoal;value_HitBar;value_GoalShotTimestamp;value_BoxLeft;value_CloseHigh;value_SetPiece;value_NotAssisted;value_CloseLeft;value_NotPastGoalLine;value_Diving;value_LowGkIntervention;value_KeeperThrow;value_OtherObstacle;value_Minutes;value_ParriedSafe;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FlickOn;value_Overrun;value_HighClaim;value_OverArm;value_FantasyAssistedBy;value_FantasyAssistType;value_FantasyAssistTeam;value_SmallBoxCentre;value_FantasyAssistId;value_GkChallenge;value_HighLeft;value_BlockedCross;value_OwnPlayer;value_OwnShotBlocked;value_BoxDeepLeft;value_LowRight;value_TacticalFoul;value_GkKickFromHands;value_Handball;value_TimeWasting;value_CloseLeftAndHigh;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2689960983;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-05-19T23:01:02.593Z;2024-05-20T01:11:45Z;[{'id': 5043880565, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, 70e7dozhms3xdkr0n6kas00es, 4blue6g56i3t9iffjcmjs6hhw, 1o0ew8fp44fuo3o7c8ef8pd2i, 2vq2t4ttpcwey95jzofd60qy2, e23yyl43xtcve09dx234uuj8, 2io6rajwkftjli8i14hf606ei, c44bkncqmptribnxki1dyppbe, 5zawuirp825t4brhaj90k9duy, 4o8ulvahxfb06x5xhvflvwhzo, b4hm7o0o1tlssg0aa1psm704q, b2sl4wp77nrynvodb6k19yfze, e6ocmgjfubq6qvg4wfp8zipsk, ct1a7ex39pnemouuv4klyj85w, 2eoftsi3eznjjmhu8ybft11ck, 1kl9112b8rcbr3k1s5hs353x0, byzzgz3ix7vuh6c3hqf7580lw, evup6vvfz5q201s8hg6bhxck, 58akq0ojntf5n123msb1tzeok, 4283da2hccprbybkv4nvmos2c'}, {'id': 5043880571, 'qualifierId': 130, 'value': '8'}, {'id': 5043880575, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5044163015, 'qualifierId': 194, 'value': 'b4hm7o0o1tlssg0aa1psm704q'}, {'id': 5043880569, 'qualifierId': 59, 'value': '31, 75, 50, 21, 47, 51, 71, 52, 61, 84, 30, 53, 67, 68, 72, 29, 74, 81, 87, 95'}, {'id': 5043880567, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5044014233, 'qualifierId': 197, 'value': '23342'}, {'id': 5043880579, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;cxxvowzwtg4btdpurx5h9ot1w;Team set up;;8,0;;;;;23342,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2689963009;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-05-19T23:06:33.570Z;2024-05-20T00:06:07Z;[{'id': 5044014729, 'qualifierId': 197, 'value': '8379'}, {'id': 5043968153, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5043892669, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5043892667, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5043892661, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5043892659, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, 48vc423tkz4mx7oql1ahqneac, asy97zdxk0352toy38huzk222, 3wkej06590b61lyqm7vt1kwes, ahl3kfbfeubf6zfl7x8qrlm38, 5gg2mxmy9ff40oku3s09gavl6, 7ditqci7td8u4wj4dmirr3qzu, bxnegxnynd1glae8g0vfigfvu, 6d45ccicyo6dregi9cm4ad4kq, tw82u87mw6kggtjblt1hhdzo, 17x0wwjg47boyx7jua6vqf0gk, 8rq61cgteiomxej2p0nxaw6c4, 6adi81qxodibea6d0hxa3qxas, dzo2odov052991qseshgfruju, 8pl795qg2d886vtq8trzsucfe, es77zuezg8qvczh819uj6c844, mm0bv35ngf0sqh2yx2eza4x6, 72xq9zy27facbbowtwsuzw0lw, d8jipeh184bc6p9c0uervzytw'}, {'id': 5043892665, 'qualifierId': 130, 'value': '2'}, {'id': 5043892663, 'qualifierId': 59, 'value': '57, 51, 33, 81, 42, 32, 45, 92, 23, 39, 12, 34, 38, 41, 44, 47, 70, 72, 95'}];;;;cxxvowzwtg4btdpurx5h9ot1w;Team set up;;2,0;;;;;8379,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;0;Ventura County;0;;
2689985847;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-05-20T00:05:48.395Z;2024-05-20T00:05:48Z;[{'id': 5044017977, 'qualifierId': 127, 'value': 'Right to Left'}];;;;cxxvowzwtg4btdpurx5h9ot1w;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;0;0;0;0;Ventura County;0;;
2689985855;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-05-20T00:05:48.395Z;2024-05-25T12:22:10Z;[{'id': 5044018009, 'qualifierId': 127, 'value': 'Left to Right'}];;;;cxxvowzwtg4btdpurx5h9ot1w;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;;;;;;;;;0;0;0;0;Real Monarchs;0;;
2689985863;3;1;1;0;1;8ijkk62897so5r3bq0wgwx4bu;1;50,0;50,0;2024-05-20T00:05:49.446Z;2024-05-25T12:22:59Z;[{'id': 5044018077, 'qualifierId': 279, 'value': 'S'}, {'id': 5044018069, 'qualifierId': 141, 'value': '46.4'}, {'id': 5044018067, 'qualifierId': 140, 'value': '39.7'}, {'id': 5044018075, 'qualifierId': 213, 'value': '3.36'}, {'id': 5044018065, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044018071, 'qualifierId': 212, 'value': '11.1'}];5zawuirp825t4brhaj90k9duy;S. Karani;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;46,4;39,7;3,36;;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;39,7;46,4;;;;;;;0;0;0;1;Real Monarchs;1;FW;1,0
2689985897;4;1;1;0;2;8ijkk62897so5r3bq0wgwx4bu;1;39,8;46,4;2024-05-20T00:05:51.258Z;2024-05-25T12:31:43Z;[{'id': 5044018233, 'qualifierId': 140, 'value': '37.2'}, {'id': 5044018237, 'qualifierId': 212, 'value': '18.4'}, {'id': 5044018235, 'qualifierId': 141, 'value': '19.7'}, {'id': 5044018239, 'qualifierId': 213, 'value': '4.56'}, {'id': 5044018231, 'qualifierId': 56, 'value': 'Back'}];c44bkncqmptribnxki1dyppbe;I. Parente;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;19,7;37,2;4,56;;18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;37,2;19,7;;;;;;;0;0;0;2;Real Monarchs;2;MC;1,0
2689985913;5;1;1;0;4;8ijkk62897so5r3bq0wgwx4bu;1;36,7;18,8;2024-05-20T00:05:53.320Z;2024-05-20T00:05:56Z;[{'id': 5044018343, 'qualifierId': 212, 'value': '18.0'}, {'id': 5044018345, 'qualifierId': 213, 'value': '2.21'}, {'id': 5044018341, 'qualifierId': 141, 'value': '40.0'}, {'id': 5044018339, 'qualifierId': 140, 'value': '26.4'}, {'id': 5044018337, 'qualifierId': 56, 'value': 'Back'}];70e7dozhms3xdkr0n6kas00es;H. Miller;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;40,0;26,4;2,21;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;26,4;40,0;;;;;;;0;0;0;4;Real Monarchs;4;DR;1,0
2689985927;6;1;1;0;8;8ijkk62897so5r3bq0wgwx4bu;1;26,4;40,0;2024-05-20T00:05:56.772Z;2024-05-20T00:05:58Z;[{'id': 5044018433, 'qualifierId': 141, 'value': '68.7'}, {'id': 5044018435, 'qualifierId': 212, 'value': '19.6'}, {'id': 5044018437, 'qualifierId': 213, 'value': '1.65'}, {'id': 5044018429, 'qualifierId': 140, 'value': '24.9'}, {'id': 5044018427, 'qualifierId': 56, 'value': 'Back'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;68,7;24,9;1,65;;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;24,9;68,7;;;;;;;0;0;0;8;Real Monarchs;8;DL;1,0
2689985941;7;1;1;0;10;8ijkk62897so5r3bq0wgwx4bu;1;24,9;68,7;2024-05-20T00:05:58.506Z;2024-05-20T00:06:00Z;[{'id': 5044018521, 'qualifierId': 213, 'value': '0.56'}, {'id': 5044018517, 'qualifierId': 141, 'value': '87.2'}, {'id': 5044018513, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044018519, 'qualifierId': 212, 'value': '23.6'}, {'id': 5044018515, 'qualifierId': 140, 'value': '43.9'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;87,2;43,9;0,56;;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;43,9;87,2;;;;;;;0;0;0;10;Real Monarchs;10;DC;1,0
2689985963;8;1;1;0;11;8ijkk62897so5r3bq0wgwx4bu;1;43,9;87,2;2024-05-20T00:06:00.365Z;2024-05-20T00:06:02Z;[{'id': 5044018645, 'qualifierId': 141, 'value': '76.0'}, {'id': 5044018643, 'qualifierId': 140, 'value': '31.7'}, {'id': 5044018639, 'qualifierId': 56, 'value': 'Back'}, {'id': 5044018649, 'qualifierId': 213, 'value': '3.68'}, {'id': 5044018647, 'qualifierId': 212, 'value': '14.9'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;cxxvowzwtg4btdpurx5h9ot1w;Pass;;;;;;;;;;;76,0;31,7;3,68;;14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;home;31,7;76,0;;;;;;;0;0;0;11;Real Monarchs;11;DC;1,0
